,f1-score,precision,recall,support
CANDIDATE,0.0,0.0,0.0,170.0
CONFIRMED,0.512035010940919,0.3476968796433878,0.970954356846473,241.0
FALSE POSITIVE,0.38211382113821135,0.9306930693069307,0.24040920716112532,391.0
accuracy,0.4089775561097257,0.4089775561097257,0.4089775561097257,0.4089775561097257
macro avg,0.2980496106930434,0.4261299829834395,0.4037878546691995,802.0
weighted avg,0.34015828142369336,0.5582243617120528,0.4089775561097257,802.0
