kepid,tce_plnt_num,kepoi_name,koi_disposition,DT_vif
7679812,1,K03943.01,CANDIDATE,0.5125407504563828
7199060,1,K04152.01,CANDIDATE,0.5125407504563828
5735878,2,,,0.5069633034688208
2715135,3,,,0.5056588148693412
10973583,2,,,0.5045835389999007
12557713,2,,,0.5045835389999007
6128027,2,,,0.5045835389999007
9002237,2,,,0.5045835389999007
8554498,1,K00005.01,CANDIDATE,0.50398406374502
8703884,1,K01262.01,FALSE POSITIVE,0.5034598017944056
11548140,1,K00256.01,FALSE POSITIVE,0.5033034217532787
4049124,2,,,0.5031712473572939
6063448,2,,,0.5031712473572939
5983348,2,,,0.5031712473572939
9966115,2,,,0.5031712473572939
6889235,2,,,0.5031712473572939
7295373,3,,,0.5016206549681457
10799735,2,,,0.5012285012285013
7834045,1,K04630.01,CANDIDATE,0.5012285012285013
2712825,1,K08086.01,FALSE POSITIVE,0.5011864948577601
11506654,1,K04586.01,CANDIDATE,0.5011864948577601
5978170,1,K03140.01,CANDIDATE,0.5011864948577601
4937435,2,,,0.499774515569249
7971540,6,,,0.4993085495810624
5802784,2,,,0.4993085495810624
4570949,2,,,0.4962144930836226
10991155,1,,,0.4942459115687463
5456359,2,,,0.4900633326053724
6500206,1,K02451.01,FALSE POSITIVE,0.4899519654935791
5897826,1,K00126.01,FALSE POSITIVE,0.4881161498476429
7117050,3,,,0.4868735083532219
11075456,4,,,0.4868735083532219
10191036,6,,,0.4856459023946961
9886224,2,,,0.4769442532690985
5608566,2,,,0.4693705909495163
12120307,3,K02597.03,CANDIDATE,0.4693705909495163
6364215,2,K02404.02,FALSE POSITIVE,0.4693705909495163
8414216,1,K07036.01,FALSE POSITIVE,0.4693705909495163
6183511,1,K02542.01,CANDIDATE,0.4693705909495163
3937519,2,K00221.02,CANDIDATE,0.4693705909495163
4175557,2,,,0.4693705909495163
4484312,1,K06419.01,FALSE POSITIVE,0.4661829489505053
6185476,2,,,0.4643986341216644
8869922,1,,,0.4643986341216644
9100953,2,K04500.02,CANDIDATE,0.4603396556376201
7219825,3,K00238.03,CANDIDATE,0.4603396556376201
5602588,2,,,0.4603396556376201
8702921,3,,,0.4603396556376201
6756669,2,,,0.4595840540228457
11342550,1,,,0.4589366060330188
5197233,1,K04178.01,CANDIDATE,0.4585987261146496
6372268,2,,,0.457440966501922
5360082,5,,,0.4571660688344682
3128793,2,,,0.4571660688344682
7033830,3,,,0.4571660688344682
8748280,3,,,0.4571660688344682
2975770,2,K01788.02,FALSE POSITIVE,0.4566891603742819
7051180,1,K00064.01,CANDIDATE,0.4543777384887385
9153823,1,K06195.01,FALSE POSITIVE,0.4541893734033083
9636135,2,K01498.02,CANDIDATE,0.4541893734033083
3097352,2,,,0.453137988912598
11138155,1,K00760.01,CANDIDATE,0.453137988912598
6523216,2,,,0.453137988912598
9474222,2,,,0.453137988912598
9032900,2,,,0.4521932389753188
12207432,1,,,0.4512126171065742
7877824,3,,,0.4512126171065742
3441423,2,,,0.4512126171065742
9651313,2,,,0.4512126171065742
6846570,8,,,0.4512126171065742
11555805,2,,,0.4512126171065742
3645438,1,K04385.01,CANDIDATE,0.4512126171065742
2970580,2,,,0.4512126171065742
9579208,1,K03165.01,CANDIDATE,0.4503740050359247
6854449,1,,,0.44682857816552707
3128793,1,K01786.01,FALSE POSITIVE,0.4443016091138792
10677186,2,,,0.4443016091138792
4042026,2,,,0.4443016091138792
5270698,2,,,0.4443016091138792
11349556,6,,,0.4399133328174573
6023332,3,,,0.4278320874065555
10661913,2,,,0.4278320874065555
10674871,1,K02068.01,CANDIDATE,0.4220426825619112
7802136,2,,,0.4220426825619112
11570749,1,K01856.01,CANDIDATE,0.4220426825619112
8879427,2,,,0.4220426825619112
5990753,2,,,0.4220426825619112
11177543,1,K01648.01,CANDIDATE,0.4220426825619112
6866228,2,,,0.4220426825619112
5795648,2,,,0.4220426825619112
7502608,5,,,0.4210526315789474
7584778,2,,,0.4210526315789474
4862968,2,,,0.4201853759011329
9700145,2,,,0.41060046964106
9456281,1,K04207.01,CANDIDATE,0.409858045321759
12644769,4,,,0.4086687306501548
9412462,3,,,0.4038357155780712
10091792,2,,,0.4014765720872231
10645230,2,,,0.39816647567454944
7880676,4,,,0.3979277219623718
12302530,3,,,0.3979277219623718
5475641,4,,,0.3979277219623718
8144647,1,,,0.3979277219623718
6676725,3,,,0.3979277219623718
10139305,5,,,0.3979277219623718
6349881,2,,,0.3979277219623718
10006096,4,,,0.3979277219623718
10551346,2,,,0.3903627594364573
11754430,2,K03403.02,CANDIDATE,0.3903627594364573
7668857,5,,,0.3874643874643873
2719873,2,,,0.3663868208458737
8631160,1,K01271.01,CANDIDATE,0.3663868208458737
11124509,1,K07409.01,FALSE POSITIVE,0.3663868208458737
7377343,1,K05384.01,CANDIDATE,0.3663868208458737
12164634,3,,,0.3510736122090116
8107903,1,,,0.3434343434343434
