,f1-score,precision,recall,support
CANDIDATE,0.6372239747634069,0.6870748299319728,0.5941176470588235,170.0
CONFIRMED,0.8554216867469879,0.8287937743190662,0.8838174273858921,241.0
FALSE POSITIVE,0.9277566539923955,0.9195979899497487,0.9360613810741688,391.0
accuracy,0.8478802992518704,0.8478802992518704,0.8478802992518704,0.8478802992518704
macro avg,0.8068007718342635,0.8118221980669292,0.8046654851729614,802.0
weighted avg,0.8444358527765958,0.8430234847502271,0.8478802992518704,802.0
