,f1-score,precision,recall,support
CANDIDATE,0.6493506493506493,0.7246376811594203,0.5882352941176471,170.0
CONFIRMED,0.8616600790513833,0.8226415094339623,0.9045643153526971,241.0
FALSE POSITIVE,0.9392405063291139,0.9298245614035088,0.948849104859335,391.0
accuracy,0.8591022443890274,0.8591022443890274,0.8591022443890274,0.8591022443890274
macro avg,0.8167504115770489,0.8257012506656304,0.8138829047765598,802.0
weighted avg,0.8544797099946101,0.8541227095753844,0.8591022443890274,802.0
