,f1-score,precision,recall,support
CANDIDATE,0.6464646464646465,0.7559055118110236,0.5647058823529412,170.0
CONFIRMED,0.8571428571428571,0.8111111111111111,0.9087136929460581,241.0
FALSE POSITIVE,0.9396984924623116,0.9234567901234568,0.9565217391304348,391.0
accuracy,0.8591022443890274,0.8591022443890274,0.8591022443890274,0.8591022443890274
macro avg,0.8144353320232717,0.8301578043485306,0.8099804381431447,802.0
weighted avg,0.8527338267121974,0.854181196663246,0.8591022443890274,802.0
