,f1-score,precision,recall,support
CANDIDATE,0.6561514195583596,0.7074829931972789,0.611764705882353,170.0
CONFIRMED,0.8600000000000001,0.8301158301158301,0.8921161825726142,241.0
FALSE POSITIVE,0.940279542566709,0.9343434343434344,0.9462915601023018,391.0
accuracy,0.8591022443890274,0.8591022443890274,0.8591022443890274,0.8591022443890274
macro avg,0.8188103207083562,0.8239807525521812,0.8167241495190897,802.0
weighted avg,0.8559289806340454,0.8549355445507922,0.8591022443890274,802.0
