,f1-score,precision,recall,support
CANDIDATE,0.6013513513513513,0.7063492063492064,0.5235294117647059,170.0
CONFIRMED,0.83984375,0.7933579335793358,0.8921161825726142,241.0
FALSE POSITIVE,0.9371859296482411,0.9209876543209876,0.9539641943734015,391.0
accuracy,0.844139650872818,0.844139650872818,0.844139650872818,0.844139650872818
macro avg,0.7927936769998641,0.8068982647498433,0.7898699295702406,802.0
weighted avg,0.8367478453518603,0.8371381545031062,0.844139650872818,802.0
