kepid,tce_plnt_num,pca
3098194.0,1.0,-585709328.7072898
3098194.0,2.0,-585709308.7296408
3098194.0,3.0,-167620725.34529272
3098194.0,4.0,-333393030.675716
3115435.0,4.0,-278967916.51247615
3115435.0,6.0,-563142305.9357083
3115480.0,1.0,1814773739.4032276
3120650.0,1.0,407567116.38026595
3120650.0,2.0,-519651325.12957704
3120650.0,3.0,-496005469.80923235
2442866.0,2.0,-382018891.1940927
2442866.0,3.0,-400551389.3670192
2443393.0,1.0,-336093549.0424237
2443753.0,1.0,-148562645.9755765
2449431.0,1.0,-119377849.4129455
2449639.0,1.0,-418662740.5176015
2450716.0,1.0,-486034817.9163793
2450944.0,1.0,1546159878.2767067
2568519.0,1.0,-177675618.83295342
2568519.0,2.0,-195003342.3642732
2568971.0,1.0,118965536.02343386
2578869.0,1.0,-377768001.23662174
2578891.0,1.0,-518307967.6143293
2579043.0,1.0,312820869.66025794
2579147.0,1.0,1710028395.015305
2583153.0,3.0,-585709301.0470862
2583234.0,1.0,-89972241.67558418
2583234.0,2.0,-513726186.3667392
2583748.0,1.0,237709102.39491758
2696217.0,2.0,-92082217.28151521
2696217.0,3.0,-356696065.08023316
2696703.0,1.0,1814773738.774517
2696703.0,2.0,-158104253.82005817
2712016.0,1.0,-445102793.69289315
2712821.0,1.0,-125743545.81749055
2712825.0,1.0,166354156.82777607
2713049.0,1.0,1641770749.596717
2716801.0,2.0,-412905856.1152065
2716853.0,1.0,38761894.495463595
2716853.0,2.0,-327589534.8400891
2832589.0,1.0,649308401.386078
2832589.0,2.0,1052421098.362985
2832720.0,1.0,-505092821.3616408
2832753.0,1.0,-397124334.78043646
2854839.0,4.0,-376164734.9035134
2854914.0,1.0,385308855.92881334
2854914.0,2.0,-41004544.16012025
2854948.0,1.0,-379021379.70029914
2968811.0,1.0,-515308597.1557566
2968811.0,2.0,-319763734.7830924
2968811.0,3.0,-469940627.1103135
2968811.0,4.0,-456506329.50894725
2985022.0,3.0,-585709301.1650939
2985054.0,1.0,357461570.1908895
2985587.0,1.0,1355562804.1824872
2997455.0,2.0,1814773291.1400318
2997459.0,1.0,-242685716.66389522
2997821.0,1.0,-474025224.7676775
3098197.0,1.0,1814773739.2869592
3098197.0,2.0,1814773739.2590141
3098605.0,1.0,570369123.504336
3115833.0,1.0,1814773659.0573719
3116004.0,1.0,-497805150.05985314
3116298.0,1.0,-585709939.8181067
3120650.0,4.0,-370395699.7242539
3120650.0,5.0,-574598600.4000713
3120650.0,6.0,-341193119.15607786
3120650.0,7.0,-353505259.71168965
2443753.0,2.0,-351093646.30041975
2443753.0,3.0,-486217534.72120726
2443753.0,4.0,-428584608.2078002
2450944.0,2.0,642863928.9166882
2450944.0,3.0,-585709610.8945793
2568971.0,2.0,80447680.77723227
2568971.0,3.0,470959499.1803766
2568971.0,5.0,-438794593.66489846
2579147.0,2.0,-504456879.3900956
2579147.0,3.0,-501277383.71902597
2579147.0,4.0,-227924413.9422233
2583748.0,2.0,247555603.92325965
2583748.0,3.0,-585709420.2115005
2583748.0,5.0,-388356357.2790533
2696703.0,3.0,-422163058.4910047
2696938.0,1.0,-469759292.2210932
2713086.0,1.0,-207937209.1218844
2713086.0,2.0,-446585714.5639041
2713086.0,3.0,-72218952.92448944
2716857.0,1.0,-141248805.10669148
2716857.0,3.0,-554130759.3659668
2832753.0,2.0,64853417.66060844
2832753.0,3.0,-440282958.1504018
2833327.0,1.0,-473654754.25209373
2854948.0,2.0,-585709310.4438915
2854953.0,1.0,-529858605.0936539
2854953.0,2.0,-456041547.77035105
2968811.0,5.0,-585709854.6063093
2969628.0,1.0,172256738.34962285
2969628.0,2.0,-507718173.3684139
2985767.0,1.0,920702457.050005
2986833.0,1.0,600594149.5301626
2987027.0,1.0,1814773737.335636
2998070.0,1.0,-8870658.886989739
2998070.0,2.0,-217341721.0295212
2998070.0,3.0,-524856748.23731756
2998070.0,4.0,-389937316.4880807
3098810.0,1.0,662276514.9025837
3099613.0,1.0,-461799024.1747501
3100479.0,1.0,-213935413.64571
3100479.0,2.0,-293498368.7226072
3116298.0,2.0,-424940761.8759552
3116412.0,1.0,157327013.13847157
3116544.0,1.0,-397626512.0934109
3116546.0,1.0,-178545843.37959284
3120796.0,1.0,-323476581.5005327
3120904.0,1.0,-224035093.6207354
3121340.0,1.0,1814773210.663408
3122188.0,1.0,117355394.73801656
2443753.0,5.0,-361392946.8330452
2443753.0,6.0,-394910988.5133098
2443753.0,7.0,-343730722.540141
2443753.0,8.0,-389168546.38612854
2452185.0,1.0,-323866192.5025954
2452185.0,2.0,-348131378.06217706
2452185.0,3.0,-348306331.2096739
2452185.0,4.0,-390855401.9316308
2569488.0,1.0,1814773483.8432763
2569494.0,1.0,1814773737.5838568
2569494.0,2.0,-531504546.4239819
2569494.0,3.0,-585710040.5195912
2579590.0,1.0,-458476742.0065084
2579814.0,1.0,-494163829.0799906
2579906.0,1.0,-208478871.15316343
2579906.0,2.0,-488154506.31503814
2583748.0,6.0,-404736204.9077001
2583748.0,7.0,-585709978.9291047
2583777.0,1.0,1814773739.3646977
2583777.0,2.0,-585709298.6014102
2696938.0,2.0,-544471931.8792002
2696938.0,3.0,-558578294.9838866
2696938.0,4.0,-456194911.2066652
2696938.0,5.0,-379552139.09719074
2713086.0,4.0,-365749020.20301616
2713086.0,5.0,-445513075.673445
2713086.0,6.0,-291799059.4756958
2714707.0,1.0,-322358644.77326584
2716857.0,5.0,-285493527.0063694
2716857.0,6.0,-287911406.56875604
2717094.0,1.0,351853792.5943053
2833554.0,1.0,-184837961.1743316
2833709.0,1.0,-289095712.7388573
2833709.0,2.0,-499328903.58902586
2833709.0,3.0,-585710192.0870895
2854953.0,3.0,-322074957.291808
2854953.0,4.0,-261583612.271931
2854953.0,5.0,-385544581.72811514
2854953.0,6.0,-480434226.65503776
2969638.0,1.0,197694220.0189869
2969638.0,2.0,-585710017.987291
2969638.0,3.0,-449258687.56037825
2969991.0,1.0,-370627959.117314
2987160.0,2.0,-355096336.1684012
2987160.0,3.0,-289924516.54329616
2987160.0,4.0,-153990973.99775678
2998070.0,5.0,-571900316.6156595
2998070.0,6.0,-409862481.247947
2998070.0,7.0,-305652946.3462009
3101178.0,1.0,-284664146.0373588
3101923.0,1.0,-421375347.9189714
3102000.0,1.0,1814773737.4016328
3116601.0,1.0,-381592559.2137034
3116768.0,1.0,-441158645.92516255
3116989.0,1.0,-198383031.07786357
2437783.0,1.0,1353001818.4103727
2437783.0,2.0,-274527435.7193204
2437804.0,1.0,-59554669.044669725
2443827.0,1.0,-480392052.36513686
2443969.0,1.0,-429464276.9242056
2444412.0,1.0,1814773497.877682
