kepid,tce_plnt_num,pca
6041680.0,1.0,-349641907.9509731
6041680.0,2.0,-520949466.44725734
6041680.0,3.0,-507578054.10977364
6050127.0,1.0,-564895597.7852293
6050127.0,2.0,-515517560.7619087
6050127.0,3.0,-348226168.4207151
6050127.0,4.0,-381394533.49068063
6063322.0,1.0,-304792550.7377569
6063448.0,1.0,1814773737.3670926
6063448.0,2.0,1721851403.8286808
6073006.0,1.0,-583238231.5454899
6073006.0,2.0,-193363464.42219326
6100062.0,1.0,-392805566.76555514
6113656.0,8.0,-391758830.146086
6113656.0,9.0,-439650472.9565097
6113656.0,10.0,-481321267.15776247
5881688.0,2.0,-503810961.498799
5881704.0,1.0,-440275638.3092582
5881704.0,2.0,-489772484.74806297
5881813.0,1.0,-138652364.34789973
5894155.0,1.0,-252354824.23787603
5894155.0,2.0,-529201798.64825743
5894155.0,4.0,-488667835.78650236
5902653.0,1.0,-581323999.7698604
5902653.0,2.0,-444975153.60306776
5902653.0,3.0,-513211706.3181395
5941160.0,2.0,396984205.4791636
5941759.0,1.0,-357596640.9684681
5941836.0,1.0,-357513655.47891444
5941885.0,1.0,-446347536.15308577
5955621.0,1.0,-162099534.66490927
5955621.0,2.0,-123178995.73641506
5956051.0,1.0,-585709299.6787009
5961350.0,1.0,1814773737.7051275
5961350.0,2.0,1814773566.239351
5961350.0,3.0,-335626805.1389656
5976681.0,2.0,1814773736.9940486
5977470.0,1.0,-380136673.09314376
5977541.0,1.0,789755364.7488672
5977646.0,1.0,194786763.87297994
5982353.0,1.0,1814773738.9919462
5982353.0,2.0,897861622.5271353
5982368.0,1.0,1814773738.1300597
5991070.0,1.0,-210665871.11389017
5991070.0,3.0,-343244490.06103575
5991070.0,4.0,-534351742.4325414
6025092.0,4.0,-381718336.3866044
6025092.0,5.0,-359456422.51709545
6025092.0,6.0,-305140545.4557602
6035335.0,2.0,614385388.0483794
6035335.0,3.0,569574159.9224019
6035535.0,1.0,-181699603.18971622
6041734.0,1.0,-9783095.672832036
6041734.0,2.0,-338208316.2469039
6041803.0,1.0,1476568915.4462698
6050127.0,5.0,-530620430.27331495
6050154.0,1.0,-318333099.2106885
6056992.0,1.0,1814773737.236737
6057080.0,1.0,-6254472.456102191
6063448.0,3.0,75986763.1904879
6063448.0,4.0,272525416.06477976
6064051.0,1.0,525459234.8683227
6100062.0,2.0,-585709617.2867879
6100702.0,1.0,-426184163.231835
6100702.0,2.0,-260552632.1510832
6100702.0,3.0,-455257624.48031896
6113752.0,1.0,-461192257.00202394
6113752.0,2.0,-314640498.7775338
6113793.0,1.0,-171760385.48914626
5881813.0,2.0,-159764832.65292382
5881893.0,1.0,-275845480.15961975
5881893.0,2.0,-555859805.8950515
5894155.0,5.0,-353359957.407009
5894155.0,6.0,-228208816.67260927
5894155.0,7.0,-268032409.98906156
5903242.0,1.0,130302775.7966501
5903242.0,2.0,-348926091.9457207
5903242.0,3.0,-352732721.67926
5903301.0,1.0,1814773737.511357
5941928.0,1.0,-436684427.1054023
5941928.0,2.0,-530068282.35263294
5942093.0,1.0,1185932692.2577732
5956106.0,1.0,-507484920.32501936
5956106.0,2.0,-464576022.45397145
5956123.0,1.0,-556378887.7137737
5956171.0,1.0,-440307212.57495475
5961350.0,4.0,-585709845.8920869
5962124.0,1.0,-429310751.8874811
5962262.0,1.0,-145797903.37303984
5977646.0,2.0,-309400877.34771353
5977646.0,3.0,-585709668.960129
5977984.0,1.0,1814773440.2588837
5982378.0,1.0,1219503186.339541
5982378.0,2.0,581579382.4859797
5982499.0,1.0,-579303698.4235822
5991070.0,6.0,-583238185.3048223
5991591.0,1.0,-353616828.37577647
5991591.0,2.0,-369091183.88027245
6025124.0,1.0,1814773737.0242138
6025174.0,1.0,-415526227.54163945
6025466.0,1.0,1814773717.5801969
6025466.0,2.0,848476259.3203045
6037009.0,1.0,-516417005.13875526
6037187.0,1.0,-72360651.55672376
6037240.0,1.0,-334105891.7135213
6037581.0,1.0,866208106.6031579
6041803.0,2.0,127329600.15428825
6042031.0,1.0,1395386526.5303538
6042031.0,2.0,-417355333.23268634
6042116.0,1.0,1814773739.111528
6057080.0,2.0,-518876438.61435676
6057233.0,1.0,-510103731.05256236
6057401.0,1.0,-147133421.3989066
6065221.0,1.0,-509942926.82912755
6065351.0,1.0,-436893957.0540562
6065351.0,2.0,247901465.9534521
6102338.0,1.0,-348640764.48451734
6102338.0,2.0,-340702301.0405032
6102338.0,3.0,-360063191.7558786
6113864.0,1.0,1814773737.4929895
6113864.0,2.0,1814773737.2514136
6113871.0,1.0,983247496.8424696
6113871.0,2.0,-113589548.85303581
5881893.0,3.0,-340999225.184391
5881893.0,4.0,-417126113.8108538
5882306.0,1.0,84172921.83218607
5894155.0,8.0,-326894792.6906592
5894182.0,1.0,-112974129.51282646
5894449.0,1.0,113462233.0939182
5894547.0,1.0,-426250933.12684256
5903312.0,1.0,1814773286.0631628
5903749.0,1.0,-108317702.21181342
5903749.0,2.0,-170744460.81830066
5942300.0,1.0,-229584165.8377653
5942605.0,1.0,-545953121.4925458
5956342.0,1.0,105226387.52388376
5956342.0,2.0,70241293.78649288
5956342.0,3.0,-317936991.3921838
5962509.0,1.0,104061222.84255461
5962514.0,1.0,1814773737.5401976
5977984.0,2.0,1814773432.8327274
5977984.0,3.0,1814773515.247911
5978154.0,1.0,-189135551.48173758
5978154.0,2.0,-532343906.63809997
5983348.0,1.0,1814773738.2899292
5983348.0,2.0,1814773638.5896995
5983348.0,3.0,875709153.50666
5991765.0,1.0,-92896523.947135
5991936.0,1.0,719793792.3826902
5991936.0,2.0,354977345.09345615
6026438.0,1.0,919064261.953685
6026438.0,2.0,-264587481.25301078
6026438.0,3.0,-233520279.172273
6037581.0,2.0,424015538.4900923
6037581.0,3.0,744028412.1560292
6037612.0,1.0,230597528.39626452
6042191.0,1.0,-427555125.4632588
6042191.0,2.0,-552685577.3178763
6042214.0,1.0,1185692051.6267753
6057401.0,2.0,-278046391.7036336
6057401.0,3.0,-114267132.87327135
6057401.0,4.0,20194780.616509948
6057401.0,5.0,-57390334.81462162
6065651.0,1.0,29999139.172014914
6065651.0,2.0,-102813211.4762076
6065651.0,3.0,-253289176.8420106
6065678.0,1.0,-325396757.9310877
6102338.0,4.0,-363820079.7801582
6102338.0,5.0,-328804584.0033952
6102338.0,6.0,-474503102.85935336
6102550.0,1.0,-405549065.32425916
6114118.0,1.0,52033765.35855991
6114118.0,2.0,112203206.24489748
6114118.0,3.0,27973278.387899805
6114118.0,4.0,21460447.708367094
5882631.0,1.0,-501424388.6383508
5887316.0,1.0,709999887.6301458
5894549.0,1.0,-74353776.58332796
5894549.0,2.0,-364430530.41626966
5894825.0,1.0,-22705803.513551593
5904622.0,1.0,40754599.22978541
5904622.0,3.0,-539994377.8218979
5942605.0,4.0,-255263910.09363097
5942605.0,5.0,-585709999.3536007
5942605.0,6.0,-532408124.696608
5942808.0,1.0,1814773278.8678343
5956342.0,4.0,-272616639.41004765
5956354.0,1.0,-196660190.92707655
5956458.0,1.0,-455008078.9469414
5956633.0,1.0,-463096164.45602655
5962532.0,2.0,-488555959.48522466
5962532.0,3.0,-547497302.0698929
5962532.0,4.0,-293023563.74983454
5962532.0,5.0,-345460149.2577725
5978154.0,3.0,-388207807.56778586
5978154.0,4.0,-396779971.43242264
5978154.0,5.0,-401823856.008306
5983410.0,1.0,-439957781.5627497
5983532.0,2.0,-348274157.47067535
5991936.0,3.0,-266318461.37179416
5991936.0,4.0,-222247397.82201725
5992210.0,1.0,916842665.2564995
6026737.0,1.0,-283126520.8447309
6026737.0,2.0,-134227995.64049986
6026924.0,1.0,-363505960.2937296
6037612.0,2.0,-294255023.2931844
6037612.0,3.0,-401672227.8682577
6037612.0,4.0,-49020204.74767708
6042423.0,1.0,-542958367.0793376
6042663.0,1.0,1814773738.9731529
6042663.0,2.0,1814773737.4461615
6042663.0,3.0,-461216811.00928915
6057401.0,6.0,-335630518.29790795
6057401.0,7.0,-585709311.3635674
6057684.0,1.0,1658348991.1208308
6065699.0,1.0,1171899551.0662231
6065699.0,2.0,237305634.33423007
6065699.0,3.0,-585709998.3385999
6065699.0,4.0,-558564865.1369709
6102716.0,1.0,1814773736.6017413
6102716.0,2.0,-585709311.1826684
6103049.0,1.0,1814773738.5281117
6103049.0,2.0,-585709300.8294865
6114118.0,5.0,-585709893.7596637
6114140.0,1.0,267958709.66177937
6114387.0,1.0,1076080300.1572642
5887393.0,1.0,226612603.8905543
5888009.0,1.0,-314795910.90471536
5888009.0,2.0,-511612617.59972185
5888069.0,1.0,-129643146.53942166
5894825.0,2.0,-526578148.9215757
5894972.0,1.0,-309665860.48264724
5894972.0,2.0,-305057703.5699963
5904622.0,5.0,-256978840.47410583
5904699.0,1.0,378068198.31525856
5904699.0,2.0,-200564927.80026543
5942808.0,2.0,1814773231.3430352
5942891.0,1.0,-385085702.3294496
5956654.0,1.0,-516058049.72640824
5956656.0,1.0,1445453026.6732492
5956656.0,2.0,-324321160.5215678
5962532.0,6.0,-544126585.8591969
5962716.0,1.0,1814773739.3407295
5962716.0,2.0,-585709310.1366086
5962873.0,1.0,-391451766.38667923
5978154.0,6.0,-246212561.3935073
5978154.0,7.0,-292986897.8632321
5978154.0,8.0,-389443351.2602381
5978154.0,9.0,-386697660.17885095
5984278.0,1.0,37665364.63323281
5984278.0,2.0,-405327032.3920395
5984615.0,1.0,-337941985.84781337
5992270.0,1.0,133592045.59802493
6019416.0,1.0,-249418956.83717254
6019416.0,2.0,731365118.1007164
6028860.0,1.0,1814773277.0303504
6028860.0,2.0,1814773321.1149616
6029053.0,1.0,-565910659.3937833
6029130.0,1.0,-585709308.7201872
6029130.0,2.0,-585709308.7043567
6037612.0,6.0,-322875519.93235016
6037623.0,1.0,-504493714.33479214
6042663.0,4.0,-373996686.09990513
6043538.0,1.0,-195278795.25545782
6043562.0,1.0,-325475064.23825747
6057750.0,1.0,-137132246.00577694
6057750.0,2.0,-543450423.9377745
6058544.0,1.0,-458908017.2181386
6058608.0,1.0,-480610172.2310589
6065699.0,5.0,843284155.5352968
6065823.0,1.0,340982584.9484876
6065823.0,2.0,-95077813.6216694
6065823.0,3.0,-186892508.78092644
6103377.0,1.0,-365322166.0838412
6103377.0,2.0,-238396789.074428
6104237.0,1.0,-214678954.34170565
6114387.0,2.0,583667556.7101014
6114387.0,3.0,-347576896.477358
6114387.0,4.0,-372082437.7794244
6114387.0,5.0,-152821991.62939447
5888069.0,2.0,39446641.34768459
5888069.0,3.0,-440701501.3075836
5888069.0,4.0,-355013595.1890088
5895083.0,1.0,60044570.55220482
5895158.0,1.0,1814773176.9685924
5895238.0,1.0,-51328205.32655919
5904710.0,1.0,223390738.5512069
5904928.0,1.0,-145017622.27057764
5905179.0,1.0,-450819681.11153597
5905234.0,1.0,-48829324.42416711
5942949.0,1.0,-278106959.62661135
5942949.0,2.0,-507321444.3117893
5944240.0,1.0,193876987.57794824
5946568.0,1.0,419051734.1970392
5956776.0,1.0,-585709308.6564361
5956787.0,1.0,329736420.0961628
5956819.0,1.0,-483598440.5278309
5956837.0,1.0,-498180743.29279715
5962877.0,1.0,-585709299.9100968
5962956.0,1.0,-585709777.2911608
5962956.0,2.0,-580913695.0506773
5963222.0,1.0,1814773737.9568918
5963222.0,2.0,-585709310.6984178
5978154.0,10.0,-485695336.65601194
5978170.0,1.0,-52250776.443072505
5978295.0,1.0,132406713.16518496
5985441.0,1.0,-427394759.7116462
5985441.0,2.0,-392939841.70640016
5985708.0,1.0,-458232359.5085874
5985713.0,1.0,-94842769.37169234
6019416.0,3.0,-398303022.89015484
6019416.0,4.0,-288794805.50132346
6019416.0,5.0,-585709341.35513
6019872.0,1.0,1483600625.1492784
6029130.0,3.0,-585709958.5080204
6029130.0,4.0,-541093054.463479
6029130.0,5.0,-585709943.1006843
6029214.0,1.0,1814773739.439751
6037983.0,1.0,-477985523.6501312
6037987.0,1.0,-355245239.3605252
6037987.0,2.0,-124613162.13859862
6037990.0,1.0,-583027079.8763018
6043574.0,1.0,-305217292.3387977
6044064.0,1.0,-585709308.6096117
6044064.0,2.0,1814773739.4761963
6044553.0,1.0,598616520.9223658
6058614.0,1.0,1814773737.6435
6058659.0,1.0,-585710002.1682768
6058816.0,1.0,-227117891.8435583
6065934.0,1.0,-311665314.78649956
6065934.0,2.0,-442545630.85063785
6065934.0,3.0,-487263827.995119
6104287.0,1.0,-473868735.414092
6104631.0,1.0,-449939010.02012306
6104631.0,2.0,-403038720.85988843
6105113.0,1.0,1272956595.1824167
6114387.0,6.0,-462341553.0073363
6114403.0,1.0,-458373524.0739595
6114403.0,2.0,-539169461.1039187
5888069.0,5.0,-555956101.3411267
5888069.0,6.0,-224589075.24321872
5888069.0,7.0,-422639858.59058744
5888187.0,1.0,-39277163.6442696
5895238.0,2.0,1573595201.8831165
5895238.0,3.0,-424262750.32968247
5895238.0,4.0,-473942254.09576255
5895238.0,5.0,-585709321.0640775
5905234.0,2.0,-292644567.1240839
5905728.0,1.0,-19219565.404553905
5905736.0,1.0,-190591317.45304555
5905822.0,1.0,80961275.00189447
5949765.0,1.0,-441176996.1572655
5950611.0,1.0,-496864703.9002514
5950854.0,1.0,-398154608.6431946
5956859.0,1.0,-491661495.0957353
5956859.0,2.0,-518606010.6401983
5956977.0,1.0,172820591.18868285
5963222.0,3.0,-471360097.6043739
5963582.0,1.0,-196901025.21629137
5963591.0,1.0,-497707040.84696674
5978295.0,2.0,-273027076.0681265
5978361.0,1.0,1703054005.427428
5978404.0,1.0,-429752893.5146504
5978559.0,1.0,-246062546.98441797
5986209.0,1.0,-585709308.73865
5986209.0,2.0,1814773737.7384937
5986209.0,3.0,-478963072.7353779
5986270.0,1.0,1814773737.544169
6019971.0,1.0,21091372.606912944
6020723.0,1.0,-492561029.41881776
6020753.0,1.0,1814773275.9452293
6029214.0,2.0,-585709299.6910547
6029239.0,1.0,1814773737.2379816
6029239.0,2.0,-181689620.60388464
6029302.0,1.0,-271593966.03393
6037990.0,2.0,110119879.00971887
6037990.0,3.0,-556116691.8820965
6037990.0,4.0,-505364142.13503534
6044999.0,1.0,178419224.89196685
6045059.0,1.0,-464350835.1794169
6045059.0,2.0,-235964002.92808935
6045059.0,3.0,-376143635.96294105
6058816.0,2.0,-240182782.61954448
6058830.0,1.0,984648107.6574305
6058875.0,1.0,1814773738.9323502
6065934.0,4.0,-492831558.72111607
6066379.0,1.0,1814773737.0624285
6066403.0,1.0,1814773447.4934773
6066416.0,1.0,1190829166.093414
6105113.0,2.0,589688845.2146401
6105113.0,3.0,-406934066.50996
6105113.0,4.0,-252259559.8217677
6105218.0,1.0,-467047661.0142281
6114403.0,3.0,-553452927.2335798
6114503.0,1.0,-548702335.114055
6114539.0,1.0,-347756684.4224397
6114539.0,2.0,-274939834.30167675
5891708.0,1.0,18725337.640964348
5891708.0,2.0,-457714664.0840032
5891708.0,3.0,-185181288.71187785
5895588.0,1.0,1814773129.9112773
5896353.0,1.0,-273175583.4441455
5896387.0,1.0,-408152846.0294575
5896439.0,1.0,-306785105.34764564
5905878.0,1.0,-213195162.6741009
5905878.0,2.0,-244974413.9239744
5905878.0,3.0,-262622580.90499535
5951140.0,2.0,-158105014.73982584
5951140.0,3.0,-524985640.6109498
5951140.0,4.0,-361774127.1869382
5957002.0,1.0,-530517570.0126053
5957002.0,2.0,-519904411.07307297
5957027.0,1.0,-436877493.8219043
5957093.0,1.0,-45490401.17227143
5963604.0,1.0,-503511340.07756543
5964069.0,1.0,-585709765.9067928
5964173.0,1.0,-432924908.58729506
5964173.0,2.0,-585709708.8265454
5978559.0,2.0,-381077577.89813566
5978682.0,1.0,-185624334.938809
5978682.0,2.0,-428148066.5481896
5987404.0,1.0,-351020904.02670515
5987404.0,3.0,-561850552.1006062
6020753.0,2.0,1428776425.988095
6020848.0,1.0,-409939092.403579
6020848.0,2.0,-447715039.0366558
6020848.0,3.0,-470332636.5084642
6032172.0,1.0,-95810563.43172431
6032318.0,1.0,-434486015.8692516
6037990.0,5.0,-421210654.1248734
6037990.0,6.0,-362412268.867933
6038087.0,1.0,-409825288.51011395
6038100.0,1.0,-450601239.62092435
6045059.0,4.0,-307080218.7840269
6045059.0,5.0,-511602931.12376946
6045059.0,6.0,-313672755.73074764
6058896.0,1.0,1418946992.9763849
6058896.0,2.0,-585709309.2945951
6059055.0,1.0,-252315304.30237705
6059860.0,1.0,-472840848.1369422
6066675.0,1.0,-215335861.96777016
6067057.0,1.0,-407193036.4000662
6067545.0,1.0,-322536951.214622
6105359.0,1.0,-442854214.83830065
6105462.0,1.0,1197688.2526617132
6105462.0,2.0,-230175051.08913583
6114953.0,1.0,-493091921.3176599
6114967.0,1.0,-521688868.16543674
6115025.0,1.0,467840618.9847254
5891708.0,4.0,-20144494.61941003
5891708.0,5.0,-75379199.77644223
5891975.0,1.0,-184512437.25984687
5896439.0,2.0,-199369005.94165817
5896585.0,1.0,46277725.91489316
5905878.0,4.0,-562140439.9359556
5906426.0,1.0,-52263678.28992231
5906502.0,1.0,-298331428.8608516
5906502.0,2.0,-478738399.545902
5951140.0,6.0,-585710366.4563882
5951459.0,1.0,-419070052.3474187
5957211.0,1.0,-543300059.4455425
5957288.0,1.0,-536090549.638768
5957334.0,1.0,-525570800.9019749
5964350.0,1.0,-204428312.55298075
5964483.0,1.0,-451590860.05414385
5965819.0,1.0,36478803.40075241
5978682.0,3.0,-378538473.67360246
5978682.0,4.0,-475556253.5153525
5978682.0,5.0,-300809388.3161341
5978682.0,6.0,663934348.977666
5987404.0,4.0,-499870510.4897667
5987404.0,5.0,-467180839.274325
5987404.0,6.0,-575373391.356119
5987404.0,7.0,-503727694.24102354
6020848.0,4.0,-445529668.4111781
6020898.0,1.0,-430538091.01454914
6020929.0,1.0,-543990662.8262385
6032320.0,2.0,-475666666.3239273
6032448.0,1.0,-585709308.7261031
6032497.0,1.0,785802571.6040258
6032517.0,1.0,1814773213.3975093
6038713.0,1.0,-441949817.3959332
6038713.0,2.0,-493889019.7450323
6045059.0,7.0,-523992013.50135374
6045059.0,8.0,-585710065.5464535
6045223.0,1.0,-484140739.5267968
6045250.0,1.0,1814773040.004281
6060203.0,1.0,1652295586.502789
6060277.0,1.0,609757898.386535
6060277.0,2.0,162568501.99885044
6060355.0,1.0,-332302073.5991983
6067707.0,1.0,-374273414.83276325
6067817.0,1.0,906296675.2370102
6067817.0,2.0,740264549.7641647
6067817.0,3.0,742274370.7025614
6105491.0,1.0,-511829496.91001976
6106038.0,1.0,-513042132.6608328
6106046.0,1.0,-256725040.07668614
6106282.0,1.0,-194755909.94365066
6115025.0,2.0,355935950.8905033
6115025.0,3.0,-228818205.95719957
6115025.0,4.0,-541410344.2417921
5892096.0,1.0,-357642099.2124195
5892169.0,1.0,-509201287.4779763
5892538.0,1.0,-501153623.56483465
5892538.0,2.0,-372966516.6635659
5896585.0,3.0,-511934248.22219205
5896585.0,5.0,-471233740.9558108
5896585.0,6.0,-468157866.19462645
5906537.0,1.0,-157334356.82057112
5906537.0,2.0,179739997.060642
5952309.0,1.0,300944046.6241897
5952366.0,1.0,1814773233.8703067
5952366.0,2.0,-410185650.6183626
5952403.0,1.0,1814773739.0908885
5957334.0,2.0,-398751092.3413045
5959719.0,1.0,3073682.359945757
5959719.0,2.0,-243125025.7265721
5959753.0,1.0,1430583735.905117
5965819.0,2.0,-194552297.83722726
5965819.0,3.0,-37767948.825344875
5965860.0,1.0,-12159135.255380169
5966097.0,1.0,-383156360.1903373
5978682.0,7.0,-136235654.28152812
5978777.0,1.0,-488530635.10659033
5978862.0,1.0,-389941139.0452366
5782376.0,4.0,-190069894.73654056
5783203.0,1.0,93544671.02803929
5790807.0,4.0,178499786.8599193
5790807.0,5.0,-527271216.3265604
5801571.0,1.0,1814773737.2618425
5801675.0,1.0,-216719580.3460357
5801925.0,1.0,-3776992.944347772
5801925.0,2.0,159205362.46188435
5811262.0,5.0,-585709911.5261184
5811262.0,7.0,-465919469.66793585
5818068.0,1.0,1814773737.4813836
5818068.0,2.0,922917475.8163962
5818068.0,3.0,-374126960.7312476
5818068.0,4.0,-426056599.1094184
5858919.0,1.0,-275439657.61972165
5859588.0,1.0,-509081337.2317475
5859725.0,1.0,-387466715.4390062
5872150.0,1.0,1814773737.747739
5872150.0,2.0,932954147.668481
5872150.0,3.0,162830698.16884205
5879641.0,2.0,-568162299.3610647
5879796.0,1.0,-514014326.84678143
5880320.0,1.0,37605720.84565237
5880320.0,2.0,207237726.56258225
5649325.0,1.0,-141746790.1469598
5649833.0,1.0,1814773145.0210974
5649836.0,1.0,1814773038.0039663
5653849.0,1.0,1458300261.2564337
5653849.0,2.0,691925937.0720599
5682476.0,1.0,70482272.63090882
5700330.0,1.0,1814773738.9895158
5700330.0,2.0,1814773737.3212252
5700330.0,3.0,-474403363.6238935
5708815.0,3.0,-585709706.2218038
5708815.0,4.0,-585710148.4520522
5709103.0,1.0,596129623.0691289
5709103.0,2.0,-74499335.52858044
5723310.0,2.0,-512262192.2008684
5723911.0,1.0,-522887874.74618864
5724158.0,1.0,-210751276.26601744
5724158.0,2.0,-198141046.64947113
5730854.0,1.0,-532922391.34251744
5730867.0,1.0,880860284.1329236
5730867.0,2.0,-423052705.79632014
5737902.0,3.0,-585710000.8412122
5738127.0,1.0,355178824.4333888
5738127.0,2.0,14290515.011287885
5771719.0,2.0,-201443759.39962724
5772419.0,1.0,-585709967.8835294
5772452.0,1.0,-416169711.33720356
5772452.0,2.0,-492205798.70029455
5783203.0,2.0,-218921841.02800235
5783468.0,1.0,-439079263.15810317
5783884.0,1.0,-515246809.0871328
5783891.0,1.0,-438782384.8206575
5790807.0,7.0,-421477993.2451776
5790807.0,8.0,-585709910.61807
5791366.0,1.0,-494780090.9184553
5791529.0,1.0,-384656041.9471751
5802115.0,1.0,-293223134.26445585
5802205.0,1.0,-428301672.12007135
5802246.0,1.0,1182636371.859693
5811357.0,1.0,-424117102.18523407
5811454.0,1.0,81999520.3812412
5811937.0,1.0,-451585381.26406556
5818068.0,6.0,-357289841.24777406
5818068.0,7.0,-395048675.26664495
5860347.0,1.0,173782730.77184236
5860968.0,1.0,-467846486.8484586
5864975.0,1.0,1197921938.0167708
5865654.0,1.0,-166208107.4726224
5872150.0,4.0,-525381074.4641803
5872552.0,1.0,-461124101.5537793
5872874.0,1.0,-475490244.0878446
5872972.0,1.0,-155071389.2995384
5880320.0,3.0,-264073649.5095515
5880320.0,4.0,-274030545.4884374
5880320.0,5.0,-503630822.3671647
5649837.0,1.0,-582467571.9193923
5649837.0,2.0,-256212219.88172957
5649956.0,1.0,1814773739.4185786
5649956.0,2.0,-519173978.3870919
5683219.0,1.0,-380193767.81415546
5683450.0,1.0,-466139858.6395098
5683743.0,1.0,1814773737.0890357
5700900.0,1.0,-504412126.8906441
5700900.0,2.0,-531775604.6193852
5701892.0,1.0,-282588175.0504696
5702236.0,1.0,-492597347.2715012
5709103.0,3.0,-268472407.9384629
5709103.0,4.0,-294282599.478229
5709193.0,1.0,-431059861.44001347
5724440.0,1.0,-433894136.6104446
5724440.0,2.0,43194105.730036035
5724440.0,3.0,-318907936.3648997
5730867.0,3.0,-444021483.9706471
5730867.0,4.0,-456486427.6183976
5730867.0,5.0,-585709750.8375479
5731312.0,1.0,1814773739.264252
5738346.0,1.0,200343365.02469572
5738346.0,2.0,-402774924.41857845
5738431.0,1.0,13480976.978031145
5738431.0,2.0,-314124870.23474115
5772452.0,3.0,-448227867.5023732
5772452.0,4.0,-493103664.38746405
5783898.0,1.0,-453435430.0427571
5784256.0,1.0,-216985256.13742423
5791705.0,1.0,-355504795.25515413
5791720.0,1.0,-585709299.4868364
5791720.0,2.0,778718588.2586412
5802285.0,1.0,1814773737.7381358
5802292.0,1.0,541320633.8957983
5802398.0,1.0,-323762015.23953635
5802398.0,2.0,-437787264.6795482
5812648.0,1.0,-432864755.0029177
5812648.0,2.0,-519512857.0961389
5812648.0,3.0,-515317094.23009956
5812648.0,4.0,-519058696.66876
5818068.0,8.0,-418090443.2670764
5818102.0,1.0,-277581314.02682006
5818165.0,1.0,-253406092.11817396
5865766.0,1.0,-415507355.23262584
5865766.0,2.0,-502454949.47473764
5865766.0,3.0,-435387162.7651667
5866001.0,1.0,275552126.27799624
5872972.0,2.0,-349370053.04640853
5872972.0,3.0,-311784575.277705
5872972.0,4.0,-86034118.72535785
5880352.0,1.0,-417202276.9317388
5880537.0,1.0,-476301394.5222468
5880537.0,2.0,-585710110.1835041
5880537.0,3.0,-544347087.4884918
5649964.0,1.0,346372636.16515154
5649964.0,2.0,726588179.7927788
5649964.0,3.0,-417368969.32021654
5684162.0,1.0,-460560749.91353035
5684166.0,1.0,-456069926.755511
5684288.0,1.0,-470224108.7537901
5685704.0,1.0,-528415442.90049607
5702236.0,2.0,291997218.3531129
5702236.0,3.0,-489182343.29490215
5702236.0,4.0,-402851856.8204747
5709226.0,1.0,-443243372.16659063
5709664.0,1.0,608321986.1235917
5709664.0,2.0,684416653.3925263
5709664.0,3.0,-467198681.1055563
5724440.0,4.0,-402473973.65146613
5724523.0,1.0,-240810634.02658087
5724523.0,2.0,228369057.30086687
5724810.0,1.0,575761324.9165878
5731312.0,2.0,1814773739.1679943
5731312.0,3.0,-585709749.3992146
5731451.0,1.0,-3440388.296173444
5738496.0,1.0,-162763858.29089695
5738496.0,2.0,52586776.87548116
5738506.0,1.0,-585709308.725754
5738506.0,2.0,-585709300.4276174
5772756.0,1.0,-390503368.2839443
5772911.0,1.0,-585709300.8580875
5773121.0,1.0,1814773147.2512507
5784256.0,2.0,-208906660.32497936
5784256.0,3.0,-168234401.99301958
5784256.0,4.0,-230557064.16872552
5784345.0,1.0,-469303453.1818382
5791786.0,1.0,-185094012.4303784
5791986.0,1.0,1814773316.2329519
5791986.0,2.0,363093749.8264486
5792102.0,1.0,-147704313.18773603
5802470.0,1.0,1814773739.0955217
5802470.0,2.0,1814773739.060865
5802478.0,1.0,1196250393.6989584
5812648.0,5.0,-574679222.9068725
5812648.0,6.0,-441745212.998395
5812648.0,7.0,-421052064.5661018
5818165.0,2.0,-402688384.08420885
5818165.0,3.0,-447038224.1848757
5818205.0,1.0,-522469846.84535515
5866001.0,2.0,-220446667.6487536
5866001.0,3.0,-360595749.1799339
5866001.0,4.0,-346625881.88581836
5872972.0,5.0,-147510128.7741552
5872972.0,6.0,-457614886.537557
5872972.0,7.0,-585709311.3268903
5873027.0,1.0,-447592486.9776305
5646170.0,1.0,-581838569.0777467
5646176.0,1.0,772889093.16938
5646176.0,2.0,-339340657.3340216
5649964.0,4.0,-585709581.3704131
5650062.0,1.0,-103777822.80649479
5650062.0,2.0,-44857791.29710712
5650314.0,1.0,1814773739.3347394
5686174.0,1.0,1249044652.635844
5686974.0,1.0,-356486796.7688052
5687700.0,1.0,-260118756.05848005
5702236.0,6.0,-540408900.4587512
5702236.0,7.0,-492734216.3310919
5702236.0,8.0,-432841095.8529655
5709664.0,4.0,43914422.97663406
5709725.0,1.0,-56717977.17303107
5709725.0,2.0,1158567856.7028444
5724811.0,1.0,-294086252.1515555
5724811.0,2.0,-76088929.3799353
5725087.0,1.0,1814773114.237803
5731623.0,1.0,1814773737.079088
5731646.0,1.0,-156582243.33628944
5731697.0,1.0,-371468304.7334653
5731697.0,2.0,-409528502.64406484
5738634.0,1.0,449299243.86864215
5738698.0,1.0,-585709308.6063038
5738698.0,2.0,-582982931.0628469
5738698.0,3.0,-583180044.3350255
5774349.0,1.0,806473958.8937482
5774375.0,1.0,-585709308.6314152
5774557.0,1.0,234198725.73544654
5784345.0,2.0,-517292559.6275352
5784777.0,1.0,1814773192.431008
5785279.0,1.0,561952479.8124456
5792202.0,1.0,1814773572.8117461
5792202.0,2.0,1814773431.2855852
