,f1-score,precision,recall,support
CONFIRMED,0.7394957983193277,0.7489361702127659,0.7302904564315352,241.0
FALSE POSITIVE,0.8900709219858156,0.8853615520282186,0.8948306595365418,561.0
accuracy,0.8453865336658354,0.8453865336658354,0.8453865336658354,0.8453865336658354
macro avg,0.8147833601525716,0.8171488611204922,0.8125605579840385,802.0
weighted avg,0.8448232850735667,0.8443658948991363,0.8453865336658354,802.0
