,f1-score,precision,recall,support
CANDIDATE,0.9664429530201343,0.9863013698630136,0.9473684210526315,76.0
CONFIRMED,0.9888641425389755,0.9823008849557522,0.9955156950672646,223.0
FALSE POSITIVE,0.9912280701754386,0.9912280701754386,0.9912280701754386,114.0
accuracy,0.9854721549636803,0.9854721549636803,0.9854721549636803,0.9854721549636803
macro avg,0.9821783885781828,0.9866101083314014,0.9780373954317781,413.0
weighted avg,0.9853907220719654,0.9855012141760817,0.9854721549636803,413.0
