kepid,tce_plnt_num,kepoi_name,koi_disposition,CANDIDATE,CONFIRMED,FALSE POSITIVE,y_pred
11446443,1,K00001.01,CONFIRMED,0.00020572942611643848,0.9997942596867918,1.0887091560465662e-08,CONFIRMED
10666592,1,K00002.01,CONFIRMED,6.656348563929345e-06,0.9998759726572051,0.00011737099423094972,CONFIRMED
10748390,1,K00003.01,CONFIRMED,7.555751384744621e-05,0.9998617893088894,6.265317726322687e-05,CONFIRMED
3861595,1,K00004.01,CONFIRMED,0.0005537593814045183,0.9994187307359292,2.7509882666128454e-05,CONFIRMED
8554498,1,K00005.01,CANDIDATE,0.9999874933108288,8.531645641310114e-06,3.975043529842713e-06,CANDIDATE
3248033,1,K00006.01,FALSE POSITIVE,2.514042382507965e-06,8.32440536809532e-07,0.9999966535170807,FALSE POSITIVE
11853905,1,K00007.01,CONFIRMED,9.490010624388963e-06,0.9999903690464081,1.4094296753132707e-07,CONFIRMED
5903312,1,K00008.01,FALSE POSITIVE,2.0522974754708052e-05,1.7813209987205827e-09,0.9999794752439244,FALSE POSITIVE
11553706,1,K00009.01,FALSE POSITIVE,1.4998666072528874e-05,5.8906717584309186e-08,0.9999849424272098,FALSE POSITIVE
6922244,1,K00010.01,CONFIRMED,4.4452656815289305e-05,0.9999532226685978,2.3246745868968e-06,CONFIRMED
11913073,1,K00011.01,FALSE POSITIVE,2.6102727304233388e-05,3.7952776245064254e-06,0.9999701019950712,FALSE POSITIVE
5812701,1,K00012.01,CONFIRMED,0.00011802861354334326,0.9998794026570873,2.5687293692205337e-06,CONFIRMED
9941662,1,K00013.01,CONFIRMED,0.012163123162239095,0.9878348684203239,2.008417437192827e-06,CONFIRMED
7684873,1,K00014.01,FALSE POSITIVE,0.0018075857783465218,2.5327283318789356e-07,0.9981921609488204,FALSE POSITIVE
3964562,1,K00015.01,FALSE POSITIVE,0.00013469828360560183,2.3736276758397846e-07,0.9998650643536269,FALSE POSITIVE
9110357,1,K00016.01,FALSE POSITIVE,0.000162091395992031,1.7945951815277618e-06,0.9998361140088264,FALSE POSITIVE
10874614,1,K00017.01,CONFIRMED,1.3752114517810551e-05,0.9999861308139607,1.1707152170426443e-07,CONFIRMED
8191672,1,K00018.01,CONFIRMED,7.325455672697342e-06,0.9999877371588914,4.937385435744567e-06,CONFIRMED
7255336,1,K00019.01,FALSE POSITIVE,1.335786260265988e-05,1.1775732504628172e-07,0.9999865243800723,FALSE POSITIVE
11804465,1,K00020.01,CONFIRMED,2.4399544755882786e-05,0.9994518007067689,0.0005237997484751827,CONFIRMED
10125352,1,K00021.01,FALSE POSITIVE,3.354303856628022e-05,4.9029294597544464e-08,0.9999664079321391,FALSE POSITIVE
9631995,1,K00022.01,CONFIRMED,4.279135841311283e-06,0.9999938171826794,1.9036814793228076e-06,CONFIRMED
9071386,1,K00023.01,FALSE POSITIVE,8.428140576882808e-06,3.9116347771448666e-05,0.9999524555116516,FALSE POSITIVE
4743513,1,K00024.01,FALSE POSITIVE,0.0028229774769417274,1.78467736732024e-05,0.9971591757493852,FALSE POSITIVE
10593759,1,K00025.01,FALSE POSITIVE,0.00026960190998408153,2.0899087681986925e-06,0.9997283081812478,FALSE POSITIVE
5021737,1,K00026.01,FALSE POSITIVE,7.597381472301518e-06,1.048871652765335e-08,0.9999923921298113,FALSE POSITIVE
3832716,1,K00027.01,FALSE POSITIVE,5.878674328602981e-05,4.3775293096736454e-08,0.999941169481421,FALSE POSITIVE
4247791,1,K00028.01,FALSE POSITIVE,6.110626595245675e-08,1.1721658122988374e-08,0.9999999271720759,FALSE POSITIVE
6956014,1,K00031.01,FALSE POSITIVE,3.7654705222281426e-05,5.085813557096035e-06,0.9999572594812205,FALSE POSITIVE
5725087,1,K00033.01,FALSE POSITIVE,5.1525125385605306e-05,2.1281843271194642e-08,0.9999484535927711,FALSE POSITIVE
6521045,1,K00041.01,CONFIRMED,6.48419717801288e-05,0.9999342005011366,9.575270833236657e-07,CONFIRMED
6521045,2,K00041.02,CONFIRMED,0.0001969753683729223,0.9997598638020256,4.316082960139014e-05,CONFIRMED
6521045,3,K00041.03,CONFIRMED,2.6069172980625904e-05,0.9999738447574462,8.606957326336835e-08,CONFIRMED
8866102,1,K00042.01,CONFIRMED,0.42249919414512715,0.5770157247430859,0.000485081111786841,CONFIRMED
9025922,1,K00043.01,FALSE POSITIVE,2.9968725060603457e-06,8.59681868570567e-09,0.9999969945306753,FALSE POSITIVE
8845026,1,K00044.01,FALSE POSITIVE,2.508754808966891e-05,1.5358375603471269e-06,0.9999733766143499,FALSE POSITIVE
3742855,1,K00045.01,FALSE POSITIVE,5.5063270803426034e-05,9.568728375387603e-10,0.9999449357723238,FALSE POSITIVE
10905239,1,K00046.01,CONFIRMED,2.532289327520985e-06,0.9999972928213554,1.748893171215735e-07,CONFIRMED
10905239,2,K00046.02,CONFIRMED,0.000825898260624865,0.9991739248005419,1.7693883309430168e-07,CONFIRMED
7837302,1,K00048.01,FALSE POSITIVE,2.185300999722241e-06,1.603896924286534e-08,0.999997798660031,FALSE POSITIVE
9527334,1,K00049.01,CONFIRMED,6.539268232595899e-05,0.9999332972893791,1.3100282950908644e-06,CONFIRMED
6056992,1,K00051.01,FALSE POSITIVE,2.8746403609554238e-05,6.229894593958999e-08,0.9999711912974445,FALSE POSITIVE
3558981,1,K00052.01,FALSE POSITIVE,0.0001463674755595761,1.0548831474167121e-08,0.999853621975609,FALSE POSITIVE
2445975,1,K00053.01,FALSE POSITIVE,0.00011087610439633623,1.5595201154494627e-06,0.9998875643754883,FALSE POSITIVE
8248939,1,K00061.01,FALSE POSITIVE,3.26768485546492e-05,3.887290221048294e-09,0.9999673192641552,FALSE POSITIVE
11554435,1,K00063.01,CONFIRMED,3.898920590069535e-05,0.9999608554627345,1.5533136470636012e-07,CONFIRMED
7051180,1,K00064.01,CANDIDATE,0.99997459527315,1.3244300177797514e-05,1.2160426672252473e-05,CANDIDATE
10620329,1,K00066.01,FALSE POSITIVE,0.001208785687087707,7.039942787313544e-08,0.9987911439134843,FALSE POSITIVE
8669092,1,K00068.01,FALSE POSITIVE,0.001472398415966607,1.8381991034145202e-05,0.9985092195929992,FALSE POSITIVE
3544595,1,K00069.01,CONFIRMED,0.00013989134388696264,0.9998063482147175,5.376044139560588e-05,CONFIRMED
6850504,1,K00070.01,CONFIRMED,1.584089838771403e-05,0.9999835911013426,5.680002696569155e-07,CONFIRMED
6850504,2,K00070.02,CONFIRMED,3.830255144539989e-06,0.9999956972578827,4.7248697279426025e-07,CONFIRMED
6850504,3,K00070.03,CONFIRMED,3.1491062254885594e-06,0.999996415677978,4.3521579640060264e-07,CONFIRMED
6850504,4,K00070.04,CONFIRMED,0.0002039312964097748,0.9997956612280968,4.0747549336574115e-07,CONFIRMED
6850504,5,K00070.05,CONFIRMED,0.0016541222264968513,0.9983457802753348,9.74981684428612e-08,CONFIRMED
11904151,1,K00072.01,CONFIRMED,2.1768050949409733e-05,0.9999718668497833,6.365099267272384e-06,CONFIRMED
11904151,2,K00072.02,CONFIRMED,0.0002544387672506559,0.9974411691151314,0.0023043921176179446,CONFIRMED
6889235,1,K00074.01,FALSE POSITIVE,0.0005146917825704115,1.0713235487423787e-05,0.9994745949819421,FALSE POSITIVE
7199397,1,K00075.01,CANDIDATE,0.999949137085046,2.6386526403502737e-07,5.059904969000906e-05,CANDIDATE
9955262,1,K00076.01,FALSE POSITIVE,0.00032524007467327133,2.6164250350814256e-05,0.999648595674976,FALSE POSITIVE
9552608,1,K00080.01,FALSE POSITIVE,0.006709915753760102,3.7562690502582556e-08,0.9932900466835493,FALSE POSITIVE
8823868,1,K00081.01,FALSE POSITIVE,0.0001101257325878476,5.818544087246543e-07,0.9998892924130035,FALSE POSITIVE
10187017,1,K00082.01,CONFIRMED,5.576659078249901e-06,0.9999943693454625,5.399545925869255e-08,CONFIRMED
10187017,2,K00082.02,CONFIRMED,1.1003222222658302e-05,0.9999888747825967,1.2199518074931493e-07,CONFIRMED
10187017,3,K00082.03,CONFIRMED,1.1341870683461112e-05,0.9999874700164691,1.1881128473646284e-06,CONFIRMED
10187017,4,K00082.04,CONFIRMED,4.380257719783679e-05,0.9999555477902982,6.496325039919433e-07,CONFIRMED
10187017,5,K00082.05,CONFIRMED,0.0001842260183641549,0.9998135717784313,2.2022032045095217e-06,CONFIRMED
10187017,6,K00082.06,CANDIDATE,0.9999982154845044,5.755446050932103e-07,1.2089708905823047e-06,CANDIDATE
2571238,1,K00084.01,CONFIRMED,1.7942553643784032e-05,0.99998194908777,1.0835858625407073e-07,CONFIRMED
5866724,1,K00085.01,CONFIRMED,0.011457614135376737,0.9885319880813331,1.0397783290094702e-05,CONFIRMED
5866724,2,K00085.02,CONFIRMED,4.811182471315354e-05,0.9999515664707502,3.217045366900764e-07,CONFIRMED
5866724,3,K00085.03,CONFIRMED,3.658881854689158e-05,0.9999632460119456,1.651695075053103e-07,CONFIRMED
10593626,1,K00087.01,CONFIRMED,3.8721300597005184e-05,0.9999604604203544,8.182790487424003e-07,CONFIRMED
7700871,1,K00088.01,FALSE POSITIVE,1.2074466281790729e-05,4.672013817682734e-07,0.9999874583323364,FALSE POSITIVE
8056665,1,K00089.01,CONFIRMED,0.0015662639989189313,0.9984311920939597,2.543907121503181e-06,CONFIRMED
8056665,2,K00089.02,CANDIDATE,0.9999817938912943,1.0241475943020669e-05,7.964632762720039e-06,CANDIDATE
9210823,1,K00090.01,FALSE POSITIVE,8.275278392304533e-05,1.0789468264511047e-06,0.9999161682692506,FALSE POSITIVE
7941200,1,K00092.01,CANDIDATE,0.9999890243881132,1.0508836137258254e-05,4.667757495281776e-07,CANDIDATE
6462863,1,K00094.01,CONFIRMED,2.591323303237828e-06,0.9999965838870317,8.247896650328848e-07,CONFIRMED
6462863,2,K00094.02,CONFIRMED,6.969806830540373e-07,0.9999979302313707,1.3727879461855857e-06,CONFIRMED
6462863,3,K00094.03,CONFIRMED,2.026999928522403e-05,0.9999795659007995,1.640999152631252e-07,CONFIRMED
6462863,4,K00094.04,CONFIRMED,0.00010000622579491677,0.9998977519478252,2.2418263798458542e-06,CONFIRMED
5780885,1,K00097.01,CONFIRMED,3.1812962717826e-06,0.9999229974709303,7.38212327980426e-05,CONFIRMED
10264660,1,K00098.01,CONFIRMED,3.555029729240398e-05,0.9999429984998438,2.1451202863761585e-05,CONFIRMED
4055765,1,K00100.01,CANDIDATE,0.99989505389466,5.590763893277179e-06,9.935534144667927e-05,CANDIDATE
8456679,1,K00102.01,CANDIDATE,0.9999732520738445,2.4176634484851594e-05,2.5712916707487055e-06,CANDIDATE
8456679,2,K00102.02,FALSE POSITIVE,0.00012414558162024476,5.2548160059513785e-06,0.9998705996023738,FALSE POSITIVE
2444412,1,K00103.01,CANDIDATE,0.07636298952724763,0.9236205585119305,1.645196082184558e-05,CONFIRMED
10318874,1,K00104.01,CONFIRMED,8.455083226306261e-05,0.9999146297392739,8.194284630841993e-07,CONFIRMED
8711794,1,K00105.01,CONFIRMED,0.00012171199157618305,0.9998775932246371,6.947837865627756e-07,CONFIRMED
10489525,1,K00106.01,FALSE POSITIVE,0.0003433847630764929,1.8564300530635541e-06,0.9996547588068705,FALSE POSITIVE
11250587,1,K00107.01,CONFIRMED,4.615519085263371e-06,0.9999953621028984,2.2378016276461534e-08,CONFIRMED
4914423,1,K00108.01,CONFIRMED,1.849963620988376e-05,0.9999632488208618,1.8251542928289354e-05,CONFIRMED
4914423,2,K00108.02,CONFIRMED,6.927782291589354e-05,0.9999303573861633,3.647909208881068e-07,CONFIRMED
4752451,1,K00109.01,FALSE POSITIVE,5.214045285322941e-07,5.341425992014625e-06,0.9999941371694794,FALSE POSITIVE
9450647,1,K00110.01,CONFIRMED,2.462376147386413e-05,0.9999752585381104,1.1770041570881625e-07,CONFIRMED
6678383,1,K00111.01,CONFIRMED,6.36103875009666e-07,0.9999980008297992,1.3630663258517537e-06,CONFIRMED
6678383,2,K00111.02,CONFIRMED,6.785706473936705e-07,0.9999991728737812,1.4855557135942832e-07,CONFIRMED
6678383,3,K00111.03,CONFIRMED,1.0132917935424593e-05,0.9999858949447594,3.972137305268748e-06,CONFIRMED
10984090,1,K00112.01,CONFIRMED,3.2046678498055094e-05,0.9999678977393383,5.5582163791751994e-08,CONFIRMED
10984090,2,K00112.02,CONFIRMED,6.63886044176123e-05,0.999932661085561,9.503100214816325e-07,CONFIRMED
6721123,1,K00114.01,FALSE POSITIVE,2.1471254253299273e-07,9.963883142962222e-09,0.9999997753235742,FALSE POSITIVE
9579641,1,K00115.01,CONFIRMED,1.4113341696316505e-05,0.9999857156172616,1.710410419899943e-07,CONFIRMED
9579641,2,K00115.02,CONFIRMED,1.021237424382157e-05,0.9999896803331195,1.0729263671632945e-07,CONFIRMED
9579641,3,K00115.03,CANDIDATE,0.9999865302403897,1.2971917622664506e-05,4.978419876221293e-07,CANDIDATE
8395660,1,K00116.01,CONFIRMED,1.1467484070640026e-05,0.9999879591991525,5.733167766890119e-07,CONFIRMED
8395660,2,K00116.02,CONFIRMED,4.165737221046107e-06,0.9999957632041842,7.105859491305032e-08,CONFIRMED
8395660,3,K00116.03,CONFIRMED,0.00024841705792972863,0.9997512080080407,3.7493402967644346e-07,CONFIRMED
8395660,4,K00116.04,CONFIRMED,0.0004925510530288528,0.9995070447356239,4.042113472059787e-07,CONFIRMED
10875245,1,K00117.01,CONFIRMED,1.2798720628062882e-05,0.9999871181651355,8.311423660989052e-08,CONFIRMED
10875245,2,K00117.02,CONFIRMED,7.291028022516315e-07,0.999999194227183,7.667001468617757e-08,CONFIRMED
10875245,3,K00117.03,CONFIRMED,1.38418469615121e-05,0.9999846209624136,1.537190624788071e-06,CONFIRMED
10875245,4,K00117.04,CONFIRMED,0.0003165110830945098,0.9996834396923482,4.9224557445711166e-08,CONFIRMED
3531558,1,K00118.01,CONFIRMED,1.97175181477792e-05,0.9999797713021742,5.111796780629705e-07,CONFIRMED
9471974,1,K00119.01,CONFIRMED,4.969184768545497e-05,0.9999481172868521,2.1908654625665815e-06,CONFIRMED
9471974,2,K00119.02,CONFIRMED,6.278861007114084e-05,0.9999338670440342,3.344345894526082e-06,CONFIRMED
11869052,1,K00120.01,CANDIDATE,0.9999778392739491,1.096906661163258e-05,1.1191659439176295e-05,CANDIDATE
3247396,1,K00121.01,FALSE POSITIVE,8.382923373005814e-06,6.58085087294057e-06,0.999985036225754,FALSE POSITIVE
8349582,1,K00122.01,CONFIRMED,1.0713924766673589e-06,0.9999987762430859,1.5236443741441664e-07,CONFIRMED
5094751,1,K00123.01,CONFIRMED,1.624421861375891e-05,0.9999832297126434,5.260687427590683e-07,CONFIRMED
5094751,2,K00123.02,CONFIRMED,3.844497679181876e-06,0.9999959204995537,2.3500276723290995e-07,CONFIRMED
11086270,1,K00124.01,CONFIRMED,2.286335780925472e-05,0.9999765451205817,5.915216090691079e-07,CONFIRMED
11086270,2,K00124.02,CONFIRMED,0.00015944203658113136,0.9998404501550198,1.0780839919218141e-07,CONFIRMED
11449844,1,K00125.01,CONFIRMED,3.4505296013122874e-06,0.9999663867731384,3.0162697260278192e-05,CONFIRMED
5897826,1,K00126.01,FALSE POSITIVE,3.874576619996934e-06,5.085530200785389e-06,0.9999910398931792,FALSE POSITIVE
5897826,2,K00126.02,CANDIDATE,0.999985425498715,1.8464414809439671e-06,1.2728059803961717e-05,CANDIDATE
8359498,1,K00127.01,CONFIRMED,1.037263048335885e-05,0.9999873368665766,2.2905029399538443e-06,CONFIRMED
11359879,1,K00128.01,CONFIRMED,2.966928024223138e-06,0.9999889528438491,8.080228126625106e-06,CONFIRMED
11974540,1,K00129.01,CONFIRMED,0.00013843868639625302,0.9997012030812457,0.0001603582323580123,CONFIRMED
5297298,1,K00130.01,CANDIDATE,0.9998727803066382,3.103899750694695e-05,9.618069585492332e-05,CANDIDATE
7778437,1,K00131.01,CONFIRMED,3.547977173022417e-05,0.9999343890189647,3.013120930524459e-05,CONFIRMED
8892910,1,K00132.01,FALSE POSITIVE,0.00047366254825919273,3.873442879304461e-07,0.9995259501074529,FALSE POSITIVE
11673674,1,K00133.01,FALSE POSITIVE,0.0011451146734292779,2.3232774376891533e-06,0.9988525620491331,FALSE POSITIVE
9032900,1,K00134.01,FALSE POSITIVE,0.00014212201280545974,1.1091344791137035e-06,0.9998567688527153,FALSE POSITIVE
9818381,1,K00135.01,CONFIRMED,1.215578474776314e-06,0.9999790877966307,1.969662489449835e-05,CONFIRMED
7601633,1,K00136.01,FALSE POSITIVE,7.510745961297699e-06,2.3718680124671437e-08,0.9999924655353586,FALSE POSITIVE
8644288,1,K00137.01,CONFIRMED,1.751666205693085e-06,0.9999959535968803,2.294736913974992e-06,CONFIRMED
8644288,2,K00137.02,CONFIRMED,2.0648130661561377e-05,0.9999793430127897,8.85654881779395e-09,CONFIRMED
8644288,3,K00137.03,CONFIRMED,1.5485571623168396e-06,0.9999984066002958,4.4842541918664256e-08,CONFIRMED
8506766,1,K00138.01,FALSE POSITIVE,0.0010761020711185078,1.6784857858777852e-06,0.9989222194430956,FALSE POSITIVE
8559644,1,K00139.01,CONFIRMED,0.00020743287638865315,0.9997919216606167,6.454629946811826e-07,CONFIRMED
8559644,2,K00139.02,CONFIRMED,2.8360167082484532e-05,0.9999714369233623,2.0290955538650284e-07,CONFIRMED
5130369,1,K00140.01,FALSE POSITIVE,2.5050532392788406e-05,8.338012232031173e-07,0.9999741156663841,FALSE POSITIVE
12105051,1,K00141.01,CANDIDATE,0.9999987537020019,1.0350010456860352e-06,2.1129695239240792e-07,CANDIDATE
4649305,1,K00143.01,CANDIDATE,0.9999292694401298,3.978139857818522e-06,6.675242001237971e-05,CANDIDATE
4180280,1,K00144.01,CONFIRMED,4.6546591318490386e-05,0.9999518443719926,1.6090366890447832e-06,CONFIRMED
9904059,1,K00145.01,CANDIDATE,0.9999890609159281,1.0123531599894705e-07,1.0837848755847809e-05,CANDIDATE
9048161,1,K00146.01,FALSE POSITIVE,2.145601985604206e-05,6.887182587317827e-08,0.999978475108318,FALSE POSITIVE
1996679,1,K00147.01,FALSE POSITIVE,2.2465711367635537e-06,3.8218304890072865e-08,0.9999977152105582,FALSE POSITIVE
5735762,1,K00148.01,CONFIRMED,3.722479420939963e-05,0.9999604555450906,2.319660699936091e-06,CONFIRMED
5735762,2,K00148.02,CONFIRMED,2.7464656918833923e-06,0.9999971865753945,6.695891345576069e-08,CONFIRMED
5735762,3,K00148.03,CONFIRMED,0.00013070664146834515,0.9998691966616692,9.669686252345635e-08,CONFIRMED
3835670,1,K00149.01,CONFIRMED,2.2111321523485085e-05,0.9999758708551183,2.017823358413816e-06,CONFIRMED
7626506,1,K00150.01,CONFIRMED,2.1794130500177293e-05,0.9999778583764084,3.4749309133053564e-07,CONFIRMED
7626506,2,K00150.02,CONFIRMED,7.836985494023566e-06,0.9999919966981388,1.6631636742105605e-07,CONFIRMED
2307199,1,K00151.01,CANDIDATE,0.9999782338272408,1.9535079392920507e-06,1.9812664819900794e-05,CANDIDATE
8394721,1,K00152.01,CONFIRMED,2.6503517847545234e-05,0.999973125090471,3.7139168155018104e-07,CONFIRMED
8394721,2,K00152.02,CONFIRMED,1.0650565925335199e-05,0.9999883226867056,1.0267473692027842e-06,CONFIRMED
8394721,3,K00152.03,CONFIRMED,3.1209315562942764e-06,0.9999967507167732,1.283516705741249e-07,CONFIRMED
8394721,4,K00152.04,CONFIRMED,0.00013475886351110112,0.9998632880379508,1.953098538086436e-06,CONFIRMED
12252424,1,K00153.01,CONFIRMED,4.892882627434666e-06,0.9999948266290223,2.804883503751945e-07,CONFIRMED
12252424,2,K00153.02,CONFIRMED,4.878688261509618e-06,0.9999948824018802,2.3890985826209865e-07,CONFIRMED
8030148,1,K00155.01,CONFIRMED,1.9704737934824726e-05,0.9999798032905051,4.919715601562177e-07,CONFIRMED
10925104,1,K00156.01,CONFIRMED,1.2373860671072905e-05,0.9999871626819672,4.63457361704983e-07,CONFIRMED
10925104,2,K00156.02,CONFIRMED,3.687032916143634e-05,0.9999582670771062,4.862593732234131e-06,CONFIRMED
10925104,3,K00156.03,CONFIRMED,1.1269658532126848e-06,0.9999954831253803,3.3899087662778613e-06,CONFIRMED
6541920,1,K00157.01,CONFIRMED,9.363404036851946e-06,0.9999903583732629,2.782227003287885e-07,CONFIRMED
6541920,2,K00157.02,CONFIRMED,1.7148737375443402e-06,0.9999980247357059,2.6039055675402113e-07,CONFIRMED
6541920,3,K00157.03,CONFIRMED,2.2644772737243156e-05,0.9999767990957116,5.561315511251936e-07,CONFIRMED
6541920,4,K00157.04,CONFIRMED,3.1742594688737e-05,0.9999682004309471,5.697436401115755e-08,CONFIRMED
6541920,5,K00157.05,CONFIRMED,9.034243780706863e-07,0.9999987166997484,3.7987587335639064e-07,CONFIRMED
6541920,6,K00157.06,CONFIRMED,1.2598458574323248e-06,0.9999984977570024,2.42397140227547e-07,CONFIRMED
10555375,1,K00158.01,FALSE POSITIVE,5.487376873864636e-05,2.9277985860487763e-06,0.9999421984326752,FALSE POSITIVE
8972058,1,K00159.01,CONFIRMED,5.101517985142786e-06,0.9999945676838469,3.3079816806066735e-07,CONFIRMED
8972058,2,K00159.02,CONFIRMED,6.60240469240183e-05,0.9999338676405674,1.0831250851381796e-07,CONFIRMED
6631721,1,K00160.01,CANDIDATE,0.9999658138273717,7.054128424735674e-07,3.3480759785792825e-05,CANDIDATE
5084942,1,K00161.01,CONFIRMED,6.744139877950416e-07,0.9999989866248201,3.389611919965786e-07,CONFIRMED
8107380,1,K00162.01,CONFIRMED,7.058740771260484e-05,0.9999292978159047,1.1477638265385159e-07,CONFIRMED
6851425,1,K00163.01,CONFIRMED,0.00014623618490063913,0.9998518028676036,1.9609474958541156e-06,CONFIRMED
5652237,1,K00164.01,FALSE POSITIVE,0.00031236420326386546,1.5125980596954509e-06,0.9996861231986766,FALSE POSITIVE
9527915,1,K00165.01,CONFIRMED,9.942275269504038e-06,0.9999898285432265,2.2918150399981987e-07,CONFIRMED
2441495,1,K00166.01,CONFIRMED,0.0008148966458590907,0.9991845101921827,5.931619583984596e-07,CONFIRMED
11666881,1,K00167.01,CONFIRMED,9.224806357221908e-06,0.9999870047365953,3.7704570474559137e-06,CONFIRMED
11512246,1,K00168.01,CONFIRMED,2.571249648157571e-05,0.9999740341697989,2.5333371948031156e-07,CONFIRMED
11512246,2,K00168.02,CONFIRMED,5.7718061283640054e-05,0.9999421596532869,1.2228542932833737e-07,CONFIRMED
11512246,3,K00168.03,CONFIRMED,0.0016976972423369617,0.9983006056074586,1.6971502043984231e-06,CONFIRMED
6185711,1,K00169.01,FALSE POSITIVE,1.5179867481135183e-05,4.930916138750863e-05,0.9999355109711314,FALSE POSITIVE
11044770,1,K00170.01,FALSE POSITIVE,6.307511413331956e-06,9.389356978169456e-08,0.999993598595017,FALSE POSITIVE
7831264,1,K00171.01,CONFIRMED,1.3235475915725458e-05,0.9999866948555677,6.966851664322707e-08,CONFIRMED
7831264,2,K00171.02,CONFIRMED,3.8352960166476636e-05,0.9999613862293466,2.608104869589713e-07,CONFIRMED
8692861,1,K00172.01,CONFIRMED,7.980599195422336e-05,0.9999197566184914,4.373895543412242e-07,CONFIRMED
8692861,2,K00172.02,CONFIRMED,1.973055026370187e-05,0.9999779183388383,2.3511108980324077e-06,CONFIRMED
11402995,1,K00173.01,CONFIRMED,0.0004325388211117588,0.9995652710220926,2.1901567955044376e-06,CONFIRMED
10810838,1,K00174.01,CONFIRMED,0.0002603710613380572,0.9997389801890583,6.487496037677571e-07,CONFIRMED
8323753,1,K00175.01,FALSE POSITIVE,9.419047210639079e-06,8.061999245966886e-06,0.9999825189535434,FALSE POSITIVE
6442377,1,K00176.01,CONFIRMED,6.765429234444263e-05,0.9999322899086622,5.579899329724196e-08,CONFIRMED
6803202,1,K00177.01,CANDIDATE,0.9998942251704862,0.00010552441523557296,2.5041427823546747e-07,CANDIDATE
11455491,1,K00178.01,FALSE POSITIVE,8.285455010915535e-06,7.257858986669956e-06,0.9999844566860024,FALSE POSITIVE
9663113,1,K00179.01,CONFIRMED,0.00034836106718555784,0.9996502038954512,1.4350373631842902e-06,CONFIRMED
9663113,2,K00179.02,CONFIRMED,3.4677260303321677e-05,0.9999643582789974,9.644606994836767e-07,CONFIRMED
9573539,1,K00180.01,CONFIRMED,3.9160951659889155e-05,0.9999606349195955,2.0412874454191962e-07,CONFIRMED
12504988,1,K00181.01,FALSE POSITIVE,0.00025873637252953833,9.73045635258654e-07,0.9997402905818352,FALSE POSITIVE
5376836,1,K00182.01,CANDIDATE,0.9999373088168494,2.777433907574423e-05,3.491684407479991e-05,CANDIDATE
9651668,1,K00183.01,CONFIRMED,4.512022410113935e-05,0.9999531656661252,1.7141097736075842e-06,CONFIRMED
7972785,1,K00184.01,FALSE POSITIVE,0.0003987014761918257,4.2670099424599836e-05,0.9995586284243836,FALSE POSITIVE
4178389,1,K00185.01,FALSE POSITIVE,3.051587551549323e-05,1.2839230001558883e-07,0.9999693557321844,FALSE POSITIVE
12019440,1,K00186.01,CONFIRMED,7.113234390968485e-05,0.9999287963837143,7.127237605946778e-08,CONFIRMED
7023960,1,K00187.01,FALSE POSITIVE,6.467728766769676e-05,3.0783942454313673e-05,0.9999045387698781,FALSE POSITIVE
5357901,1,K00188.01,CONFIRMED,4.313706531404792e-06,0.9999899598134837,5.726479984975788e-06,CONFIRMED
11391018,1,K00189.01,CONFIRMED,0.00033019107849689456,0.9996590658437596,1.0743077743463416e-05,CONFIRMED
5771719,1,K00190.01,FALSE POSITIVE,0.0002918285039275081,6.708498798907088e-06,0.9997014629972736,FALSE POSITIVE
5972334,1,K00191.01,CONFIRMED,1.5366321750754227e-06,0.9999973979371639,1.065430661138632e-06,CONFIRMED
5972334,2,K00191.02,CANDIDATE,0.999991109682836,8.743507788683285e-06,1.4680937524914546e-07,CANDIDATE
5972334,3,K00191.03,CANDIDATE,0.999984372471666,1.3296055013985e-05,2.331473319939116e-06,CANDIDATE
5972334,4,K00191.04,CONFIRMED,1.947238427186668e-05,0.9999790655124705,1.462103257537421e-06,CONFIRMED
7950644,1,K00192.01,CONFIRMED,0.00014253208915421684,0.9998562737204619,1.1941903838288968e-06,CONFIRMED
10799735,1,K00193.01,FALSE POSITIVE,0.0013190052535265368,8.315677114878147e-06,0.9986726790693586,FALSE POSITIVE
10904857,1,K00194.01,CONFIRMED,0.38676143246676015,7.5336542527631666e-06,0.613231033878987,FALSE POSITIVE
11502867,1,K00195.01,CONFIRMED,9.927296826048832e-05,0.9998940935472477,6.6334844919018985e-06,CONFIRMED
9410930,1,K00196.01,CONFIRMED,0.00014250950488949732,0.9998374170116882,2.0073483422334372e-05,CONFIRMED
2987027,1,K00197.01,CONFIRMED,7.404155322700725e-05,0.9999248992586395,1.059188133511359e-06,CONFIRMED
10666242,1,K00198.01,FALSE POSITIVE,8.848128915249053e-06,5.586974938379429e-07,0.9999905931735908,FALSE POSITIVE
10019708,1,K00199.01,CONFIRMED,2.3872611339973407e-05,0.9999759501420119,1.7724664822690646e-07,CONFIRMED
10019708,2,K00199.02,FALSE POSITIVE,1.733104904757962e-06,1.1878404565943618e-07,0.9999981481110495,FALSE POSITIVE
6046540,1,K00200.01,CONFIRMED,0.0001421074683359813,0.9998578195593214,7.297234285402081e-08,CONFIRMED
6849046,1,K00201.01,CONFIRMED,2.4786558796634547e-05,0.9999748989006165,3.1454058690451924e-07,CONFIRMED
7877496,1,K00202.01,CONFIRMED,6.763366605921754e-05,0.9999321583607863,2.0797315429796185e-07,CONFIRMED
10619192,1,K00203.01,CONFIRMED,1.6506586494576806e-05,0.9999833010045581,1.9240894715660247e-07,CONFIRMED
