,f1-score,precision,recall,support
CANDIDATE,0.6518987341772151,0.7054794520547946,0.6058823529411764,170.0
CONFIRMED,0.8662674650698603,0.8346153846153846,0.9004149377593361,241.0
FALSE POSITIVE,0.9377382465057179,0.9318181818181818,0.9437340153452686,391.0
accuracy,0.8591022443890274,0.8591022443890274,0.8591022443890274,0.8591022443890274
macro avg,0.8186348152509311,0.823971006162787,0.8166771020152604,802.0
weighted avg,0.8556719429871553,0.8546318249782192,0.8591022443890274,802.0
