,f1-score,precision,recall,support
CONFIRMED,0.8548387096774194,0.8313725490196079,0.8796680497925311,241.0
FALSE POSITIVE,0.9350180505415163,0.946983546617916,0.9233511586452763,561.0
accuracy,0.9102244389027432,0.9102244389027432,0.9102244389027432,0.9102244389027432
macro avg,0.8949283801094678,0.8891780478187619,0.9015096042189037,802.0
weighted avg,0.9109242585860957,0.9122425859929879,0.9102244389027432,802.0
