kepid,KOI,Morph,Mult,BJD0,BJD0 Err,Period,Period Err,Kepmag,Teff,RA,Dec
3972629, ,0.85,1,54964.812585,0.016796,0.24424,1E-07,14.931,5076,295.933,39.0249
3973002, ,0.34,1,54967.882431,0.025225,3.984197,7.8E-06,14.985,5740,296.0021,39.0005
3973504, ,0.18,1,55003.478168,0.017343,4.318728,9.1E-06,15.69,5663,296.0951,39.0554
3973549,5032,0.37,1,55008.351662,0.011677,1.389955,1.7E-06,14.293,6055,296.1036,39.0562
4035675,6107,0.18,1,54965.582631,0.013138,2.873662,4.9E-06,12.702,5480,284.6246,39.1788
4036687, ,0.89,1,55000.292216,0.018135,0.299799,3.3E-06,15.22,6200,284.9559,39.1446
4037163,3793,0.59,1,55000.227976,0.01209,0.635444,1.6E-06,16.675,,285.0801,39.1839
4037428,5993,0.14,1,54955.403778,0.014985,4.264728,8.5E-06,12.873,5780,285.145,39.187
4042026,1180,0.09,1,54996.015661,0.08187,34.820046,0.000176,15.187,5017,286.8693,39.1037
4043443,231,0.01,1,54994.86954,0.02306,119.84024,0.000945,14.945,4330,287.4024,39.1907
4044005,969,0.02,1,54954.747545,0.012889,17.511947,6.5E-05,12.336,,287.6163,39.1272
4049124,5994,0.17,1,54969.003883,0.022883,4.804471,1.02E-05,14.654,5349,289.3142,39.1314
4054905, ,0.13,1,54870.349164,0.873426,274.709022,0.00279,12.984,4702,290.9189,39.1699
4055092, ,0.01,1,54966.982874,0.034549,76.453153,0.000507,15.312,4707,290.9801,39.1865
4058169,5034,0,1,55074.554237,0.064697,282.53616,0.00279,13.252,,291.8476,39.1436
4059656, ,0.79,1,54966.70959,0.21124,4.059398,0.00118,11.716,,292.2048,39.1993
4066203, ,0.93,1,55000.041821,0.020942,0.362549,4.8E-06,14.052,6497,293.8756,39.1138
4069063, ,0.57,1,54964.906342,0.010072,0.504296,4E-07,13.318,5905,294.5585,39.1377
4069213, ,0.42,1,54957.18326,0.055401,5.194256,1.13E-05,12.739,6058,294.5957,39.1938
4070376,1318,0.54,1,54965.333738,0.019903,1.634614,2.1E-06,15.31,5871,294.8818,39.1611
4071600, ,0.96,1,54954.587439,0.095328,1.674635,2.2E-06,13.493,,295.1541,39.1839
4073678, ,0.67,1,54927.892568,0.009519,0.288244,2.7E-06,15.447,5763,295.6066,39.1533
4074532, ,0.74,1,54953.94133,0.018089,0.353153,2E-07,13.271,5403,295.7703,39.11
4074708, ,0.74,1,54964.856673,0.016123,0.302117,2E-07,15.37,5308,295.8004,39.1305
4075064, ,0,1,54994.238521,0.022716,61.422806,0.00039,14.951,4734,295.8693,39.1482
4076952, ,0.38,1,54966.703076,0.073244,9.761169,2.83E-05,13.773,6228,296.2448,39.1851
4077442, ,0.59,1,54954.130321,0.014769,0.692842,6E-07,13.512,4523,296.3414,39.1406
4078157,1319,0.07,1,54960.327077,0.033062,16.024671,7.23E-05,15.484,5547,296.4794,39.1276
4078693, ,0.2,1,54954.999726,0.011196,2.756531,4.5E-06,13.485,5288,296.5779,39.1115
4079530,3594,0.07,1,54994.771374,0.027534,17.7271,0.000238,15.556,5755,296.7345,39.1861
4138301, ,0.9,1,54964.685221,0.015875,0.253379,1E-07,14.697,5132,285.4868,39.2406
4142768, ,-1,1,54992.650873,,27.991603,0.000126,12.12,5401,287.2629,39.26
4144236,6109,0.03,1,54973.645777,0.025487,22.913457,9.4E-05,11.856,6346,287.8333,39.2213
4149684, ,0.25,1,55004.30436,0.026679,4.320849,9.1E-06,13.928,,289.5023,39.2116
4150136, ,-1,1,54995.577252,,9.478402,2.72E-05,13.725,6195,289.6193,39.2939
4150390,1768,0.02,1,55087.981857,0.037902,55.251478,0.000415,15.807,5560,289.6866,39.2972
4150611,3156,0.13,3,54999.688801,0.003464,1.522279,1.9E-06,7.899,6623,289.7425,39.2671
4150611,3156,0.14,3,54961.005419,0.024746,8.653092,2.36E-05,7.899,6623,289.7425,39.2671
4150611,3156,0.1,3,55029.333888,0.328165,94.1982,0.000693,7.899,6623,289.7425,39.2671
4157488, ,0.39,1,54968.137425,0.042039,5.19742,1.14E-05,13.961,5941,291.6032,39.2283
4159347,394,0.1,1,54958.22766,0.026371,12.283555,3.9E-05,13.167,5912,292.0311,39.2455
4164393,3413,0.02,1,55048.610438,0.04564,49.612756,0.000284,15.217,5996,293.2173,39.2078
4165960,395,0.1,1,54970.130555,0.017541,13.549178,4.53E-05,13.889,6244,293.5709,39.2526
4168013, ,0.85,1,55002.044137,0.019235,0.310876,2E-07,15.151,5421,294.0436,39.2666
4169521, ,0.93,1,54953.784404,0.068982,1.172556,1.3E-06,13.418,8099,294.3834,39.2553
4174507, ,0.24,1,54966.03964,0.018876,3.891825,7.5E-06,15.439,5723,295.4739,39.2138
4178389,185,0.02,1,54967.38524,0.020342,23.210523,9.83E-05,14.228,5645,296.1852,39.2627
4241946, ,0.75,1,54999.914195,0.0162,0.284384,2E-07,15.795,4663,284.9025,39.3474
4242692,3928,0.44,1,54966.637371,0.107941,2.27707,3.4E-06,13.194,6219,285.1466,39.3708
4244929, ,0.91,1,54964.746256,0.020624,0.341403,2E-07,15.064,5857,286.017,39.3153
4245897, ,0.51,1,54973.788825,0.167341,11.257822,3.43E-05,12.538,6595,286.3909,39.3344
4247023,3559,0.03,1,55014.593156,0.046943,47.190615,0.00505,15.624,5424,286.8485,39.3049
4247092,403,-1,1,55004.129544,,21.056416,8.45E-05,14.169,5565,286.8797,39.3784
4247791,28,0.26,2,54954.796044,0.040931,4.049739,7.9E-06,11.26,,287.1648,39.3769
4247791,28,0.49,2,54956.035723,0.049958,4.100871,8E-06,11.26,,287.1648,39.3769
4247991,2311,0,1,55023.104021,0.025301,104.35,0.00084,12.57,5338,287.2412,39.3328
4248941, ,-1,1,54997.105632,,8.644598,2.34E-05,12.159,6089,287.6032,39.3977
4249218, ,0.76,1,54964.857382,0.017148,0.316195,2E-07,13.858,5283,287.7077,39.3135
4252226, ,0.07,1,54984.262196,0.039068,21.858958,9E-05,13.916,5650,288.7269,39.3377
4252322,396,0.02,1,54970.075735,0.048735,14.591516,4.99E-05,13.311,5675,288.7578,39.3506
4253860,5052,-1,1,54999.512292,,155.061112,0.00137,12.649,6636,289.2337,39.3865
4255422,3528,0.01,1,54974.575352,0.084897,165.405745,0.00158,12.724,,289.6971,39.3716
4263529,3358,0.02,1,55006.311988,0.008737,10.104016,2.97E-05,14.031,5330,291.8891,39.3618
4273411, ,0.92,1,54965.666692,0.062698,1.219698,1.4E-06,13.907,6975,294.2638,39.3041
4275739,1317,0.27,1,55088.178957,0.020534,4.343656,1.11E-05,15.58,5435,294.7739,39.3338
4276114,5054,0.17,1,55003.79077,0.016391,3.722407,7.3E-06,15.691,5524,294.8551,39.3053
4281895, ,0.13,1,54954.697005,0.082158,9.543588,2.7E-05,12.256,5309,296.0518,39.395
4285087,6112,0.31,1,54966.450124,0.026118,4.486031,9.2E-06,12.785,5950,296.6488,39.3186
4346875,6113,0.24,1,54966.779517,0.028091,4.694219,9.9E-06,15.584,5339,285.5858,39.4791
4349483, ,0.71,1,54964.907025,0.019405,0.509141,4E-07,14.302,4472,286.6474,39.4547
4350454, ,0.8,1,54964.942703,0.0635,0.965658,1E-06,13.624,5907,287.0525,39.4879
4352168, ,0.13,1,54967.941346,0.036957,10.643748,3.19E-05,14.343,5115,287.715,39.4427
4357272, ,0.64,1,54964.964677,0.029118,2.08595,3E-06,15.455,5117,289.4009,39.475
4358206, ,0.57,1,54964.920938,0.017646,0.951162,1E-06,14.038,,289.6632,39.4176
4359851, ,-1,1,55008.493886,,13.542328,5.89E-05,12.809,5951,290.0829,39.4008
4360072, ,0.05,1,55165.611684,1.14779,1087.3,,11.159,4950,290.1413,39.4819
4365442,2787,0.52,1,54999.136949,0.023053,1.714413,2.3E-06,13.297,6077,291.6857,39.4289
4365461,5058,0.43,1,54964.865358,0.032011,3.42883,6.3E-06,13.309,6076,291.691,39.4254
4366923,5059,0,1,55067.149448,0.041213,646.29,0.00735,13.03,6226,292.1153,39.4986
4367544, ,0.52,1,54965.760421,0.037409,2.391222,0.000182,14.327,5372,292.2839,39.4571
4372379, ,-1,1,54966.216027,,4.535171,9.4E-06,13.81,6531,293.5203,39.4478
4372705, ,1,1,55000.244783,0.060386,1.278668,2.34E-05,14.902,8677,293.5972,39.4456
4372765,3698,0.11,1,55004.5354,0.238643,15.6398,0.000202,18.231,6282,293.6104,39.4151
4375101, ,0.05,1,54973.697755,0.073799,61.259602,0.00039,15.518,5661,294.1533,39.4643
4376644,397,0.01,1,54979.117929,0.014917,27.677704,0.000126,13.767,5805,294.5123,39.4621
4377638, ,-1,1,55004.265058,,2.821875,6.6E-06,11.269,9093,294.7438,39.4994
4380283, ,0.49,1,54965.902751,0.022518,1.744719,2.4E-06,14.742,5924,295.319,39.4801
4385109, ,0.9,1,54964.667954,0.016078,0.274648,2E-07,15.133,4739,296.2593,39.4214
4386047,3659,0.35,1,55001.200546,0.025339,2.90069,1.81E-05,16.943,5713,296.4303,39.4435
4445630, ,0.3,1,54968.881486,0.040216,5.627912,1.28E-05,13.858,6060,285.0624,39.5744
4450976, ,-1,1,54956.109541,,12.044869,3.76E-05,12.028,5836,287.3733,39.5261
4451148, ,0.82,1,54954.385644,0.04519,0.735984,7E-07,11.174,6579,287.4395,39.5515
4454219, ,0.43,1,54964.662458,0.014732,1.225733,0.000349,17.431,,288.5631,39.5416
4455763,5061,0.52,1,55003.000749,0.012863,0.766298,7E-07,15.581,6059,289.0765,39.5704
4456622, ,0.44,1,55004.020547,0.014946,1.502816,2E-06,15.596,5498,289.3243,39.5826
4458989, ,0.81,1,54954.158637,0.033695,0.529854,4E-07,12.945,6519,290.0015,39.5339
4459068,6114,-1,1,54957.137809,,24.955995,0.000108,11.458,8908,290.0244,39.5634
4464999, ,0.78,1,54953.822183,0.024845,0.434164,3E-07,13.368,5820,291.7906,39.5938
4466356,3295,0.06,1,54998.374352,0.06679,14.128158,4.79E-05,14.284,5857,292.1824,39.5602
4466691, ,0.78,1,54999.998987,0.031521,0.482651,6.6E-06,14.348,6512,292.2793,39.5051
4470124, ,-1,1,54999.042124,,11.438984,0.000638,14.921,6260,293.1966,39.5072
4473933, ,0.25,1,54964.207588,0.708447,103.592624,0.000765,12.03,,294.1624,39.5529
4474193, ,0.89,1,54964.738944,0.021368,0.322505,2E-07,15.297,5319,294.2397,39.5585
4474637,3829,0.58,1,55002.9943,0.087724,3.886725,1.62E-05,16.81,,294.3408,39.5631
4476900, ,0.78,1,55000.141708,0.017146,0.279666,2E-07,15.745,5222,294.8952,39.5901
4480676,1321,0.42,1,54965.087498,0.013314,1.423934,1.8E-06,15.469,5296,295.7319,39.5875
4484356, ,0.51,1,54965.01692,0.014641,1.144159,1.3E-06,14.235,5080,296.4597,39.5737
4540632, ,0.01,1,54983.860796,0.018052,31.005399,0.000149,14.991,4818,284.0443,39.6615
4544587, ,0.49,1,54954.135787,0.033573,2.189097,3.2E-06,10.801,8255,285.8864,39.6834
4545729, ,-1,1,55011.690434,,18.38352,6.98E-05,13.111,6096,286.4008,39.6984
4547067, ,0.9,1,55000.054553,0.02383,0.407575,5.2E-06,14.671,6037,286.9596,39.6411
4547308, ,0.88,1,54953.624244,0.134492,0.576928,5E-07,12.543,6937,287.0607,39.6652
4547480,6116,0.12,1,54966.563088,0.011654,4.426947,9.1E-06,15.469,5335,287.1381,39.6736
4550750, ,0.77,1,55000.439574,0.086394,1.567774,2E-06,13.634,7386,288.4395,39.6681
4551328,1324,0.5,1,54965.084253,0.013408,1.044116,1.1E-06,15.636,5182,288.6536,39.6643
4554004, ,0.62,1,55000.152874,0.024205,0.742507,3.43E-05,15.09,6210,289.4853,39.6845
4563150, ,0.8,1,54964.769475,0.016743,0.27472,2E-07,13.997,4865,292.1117,39.6613
4569590, ,0.48,1,55039.730861,0.62461,41.3702,0.000219,12.799,4588,293.8623,39.6901
4569923, ,0.82,1,54964.657797,0.02061,0.313584,2E-07,13.873,5557,293.9375,39.6586
4570326, ,0.95,1,54954.442727,0.059235,1.121552,1.2E-06,9.768,,294.0376,39.6286
4571536,2954,0.5,1,54964.766088,0.040507,0.676715,8E-07,15.713,5134,294.3452,39.6839
4574310, ,0.56,1,54954.661614,0.029268,1.30622,1.5E-06,13.242,6337,294.9937,39.6428
4578594, ,0.01,1,54926.700461,0.134094,252.155,0.00381,15.793,5223,295.9236,39.6091
4579321,3657,0.34,1,55002.944741,0.016579,2.112395,6.7E-06,17.388,,296.0604,39.6152
4586482,5073,0,1,55151.137778,0.110088,623,0.00735,14.023,5451,297.4839,39.6365
4633434, ,0.04,1,54967.759142,0.027815,22.271209,9.4E-05,15.362,4902,283.986,39.7845
4638237,3811,0.34,1,55140.311867,0.087787,290.14,0.00279,13.906,5356,286.1531,39.7149
4639868,1326,0,1,54968.970342,0.015588,53.100965,0.000313,12.907,5170,286.8349,39.7609
4647652, ,0.68,1,54953.946994,0.044474,1.064824,1.1E-06,11.811,6265,289.6393,39.775
4649305,143,-1,1,54973.336784,,22.651138,9.4E-05,13.682,6742,290.1033,39.7816
4649324, ,0.63,1,54965.226634,0.025138,1.035691,1.1E-06,14.753,6098,290.1078,39.7055
4649440,3919,0.04,1,55000.046424,0.013084,19.370732,7.51E-05,12.956,5109,290.1377,39.7652
4651526, ,0.95,1,54999.972379,0.017436,0.298145,3.3E-06,14.754,6241,290.7388,39.7708
4659255,3580,0,1,55067.15163,0.05812,198.013278,0.00192,15.546,5153,293.0484,39.7254
4659476, ,-1,1,54993.479361,,58.996374,0.000368,13.216,6129,293.1102,39.7564
4660997, ,0.62,1,54954.051654,0.018214,0.56256,4E-07,12.317,5507,293.5137,39.7114
4661397, ,0.92,1,54964.689325,0.018429,0.292325,2E-07,15.373,5546,293.6169,39.7235
4661634, ,0.02,1,54992.899702,0.061314,73.894177,0.000507,15.329,5298,293.6817,39.7588
4663623, ,0.05,1,54962.684595,0.596694,358.1,0.00381,12.83,4735,294.1987,39.758
4665989, ,0.52,1,54965.752012,0.032987,2.248067,3.4E-06,13.016,6852,294.764,39.7528
4669402,4128,-1,1,55002.983542,,8.496468,2.32E-05,14.034,5756,295.5339,39.7623
4669592, ,0.76,1,54964.986279,0.020912,0.378428,3E-07,13.081,,295.5741,39.7006
4670267, ,0.6,1,54966.375624,0.045929,2.006098,2.9E-06,15.097,5518,295.7168,39.7771
4671584, ,0.2,1,54967.031522,0.022313,5.593325,1.27E-05,13.742,6096,295.9981,39.7428
4672934, ,0.95,1,54964.705336,0.021965,0.382747,3E-07,13.792,5590,296.2692,39.7918
4677321, ,0.61,1,54966.345443,0.045397,1.572181,2E-06,13.478,5979,297.1172,39.7024
4678171, ,0.08,1,54965.80532,0.029154,15.288709,5.37E-05,15.993,4240,297.284,39.7077
4679687,4049,0.44,1,55000.391764,0.011894,1.027903,1.4E-06,15.32,5225,297.5802,39.7027
4681152, ,0.55,1,54954.060778,0.037518,1.835922,2.5E-06,13.134,,297.8519,39.7839
4729553, ,0.61,1,54954.462794,0.027219,0.961293,1E-06,12.221,6091,285.7275,39.8413
4736208, ,0.08,1,55000.553005,0.07493,63.681891,0.000415,14.995,5778,288.5374,39.8341
4737267, ,0.33,1,54972.612728,0.074559,9.524076,2.72E-05,15.145,5156,288.9153,39.805
4737302, ,0.26,1,54957.214006,0.052138,9.455588,2.67E-05,11.554,6845,288.9267,39.8118
4738426, ,0.96,1,54964.659616,0.01452,0.248835,1E-07,15.335,6016,289.2761,39.8837
4739194, ,0.56,1,54965.020269,0.026712,1.246586,1.4E-06,14.283,6014,289.5215,39.8624
4739791, ,0.59,1,54999.890185,0.022807,0.898921,1.63E-05,14.703,7538,289.7104,39.818
4740676,1393,0.37,1,54954.347846,0.032488,3.454241,6.3E-06,13.198,6336,289.9644,39.8114
4743508,3572,0.31,1,55093.66556,0.01569,2.086079,3.5E-06,14.554,5869,290.8139,39.8191
4743626, ,0.95,1,54954.927299,0.071581,1.302875,1.5E-06,12.104,6219,290.847,39.804
4751083,3691,0.22,1,55000.401673,0.021343,4.53237,3.43E-05,16.028,6058,293.0865,39.8018
4753988, ,0.16,1,54968.025737,0.025648,7.304426,1.87E-05,14.989,5766,293.8439,39.8754
4757331, ,0.33,1,54966.303609,0.017278,2.362089,3.7E-06,15.725,5092,294.6854,39.8318
4758092, ,0.9,1,54964.779256,0.016704,0.289166,2E-07,15.42,5682,294.8686,39.891
4758368, ,0.57,1,54958.206761,0.065651,3.749935,7E-06,10.805,4594,294.9364,39.8525
4760746,1455,0.06,1,54955.460027,0.021591,15.068073,6.62E-05,15.95,5735,295.4783,39.8677
4761060,2249,-1,1,55002.021782,,3.361391,6E-06,12.301,6512,295.5471,39.8618
4762887, ,0.95,1,54964.770988,0.039365,0.736574,7E-07,14.366,6556,295.9128,39.8472
4769799,5086,0.12,1,54968.505532,0.061744,21.929314,8.81E-05,10.946,4911,297.3174,39.878
4773155, ,0.02,1,54989.837466,0.361424,25.706,0.000111,13.592,5447,297.9827,39.8941
4815612,5090,0.33,1,54999.315013,0.024885,3.8568,0.000129,15.175,6387,284.5212,39.9507
4824268,3533,0.03,1,55048.015172,0.164361,152.151424,0.00137,14.61,5945,288.2829,39.9922
4826439,6121,0.54,1,54965.657054,0.040069,2.474295,3.9E-06,13.82,5909,289.0298,39.9519
4832197,1661,0.31,1,54954.965798,0.011438,1.895466,2.6E-06,11.51,6039,290.7381,39.9197
4839180, ,0.22,1,54953.952362,0.036372,8.852687,2.42E-05,13.501,6033,292.8376,39.9338
4840263, ,0.48,1,54966.371846,0.023087,1.915648,2.7E-06,13.988,5725,293.1216,39.9756
4840327,5093,0.04,1,54979.846591,0.030975,26.737133,0.000119,12.688,5802,293.1391,39.9257
4840818, ,0.12,1,54966.119445,0.026364,10.049537,2.94E-05,14.355,6113,293.2797,39.9158
4843222, ,0.96,1,54964.901521,0.023302,0.387405,3E-07,14.39,5976,293.9279,39.9313
4843592,4683,0.67,1,54862.093711,0.016435,0.483536,4E-07,15.12,5499,294.0235,39.9241
4847343, ,-1,1,55005.987387,,11.416917,3.51E-05,12.837,6272,294.9517,39.9294
4847369, ,-1,1,55001.737547,,12.350014,3.94E-05,13.736,6141,294.9584,39.9046
4847832, ,0.08,1,54972.43416,0.039027,30.960237,0.000145,12.45,5648,295.0766,39.9583
4847843,3505,0.06,1,55003.408791,0.038499,30.959726,0.000145,13.405,5394,295.0796,39.9625
4848423,3560,0.48,1,55000.580941,0.03438,3.003653,1E-05,11.825,6239,295.2175,39.91
4850874, ,0.94,1,54953.774436,0.097071,1.775901,2.4E-06,12.228,6931,295.764,39.9034
4851217, ,0.58,1,54953.900507,0.046711,2.47028,3.8E-06,11.108,6694,295.834,39.9523
4851464,1757,0.34,1,55005.060765,0.0465,5.548257,1.59E-05,15.752,5891,295.8887,39.9113
4852055, ,0.96,1,54966.425501,0.149482,2.414857,3.8E-06,14.079,5645,296.0143,39.9083
4853067, ,0.88,1,54954.860913,0.072736,1.340922,1.6E-06,13.142,5838,296.2211,39.923
4857282, ,0.75,1,54904.264881,0.013134,0.250753,1E-07,14.173,5456,297.0898,39.9039
4859432, ,0.77,1,54949.994605,0.020572,0.38548,3E-07,15.535,5067,297.5548,39.9834
4860932,1600,0.1,1,54970.890452,0.073283,12.365356,3.94E-05,14.59,5805,297.844,39.9898
4862625, ,0.06,1,54967.819337,0.032114,20.000249,7.95E-05,13.718,6149,298.2151,39.9551
4902030, ,0.39,1,54965.266622,0.016349,1.757606,2.5E-06,15.929,4235,283.6116,40.0562
4904304, ,0.89,1,54964.743865,0.023696,0.389474,3E-07,13.004,5954,284.672,40.0106
4908495, ,0.32,1,54965.368046,0.020822,3.120315,5.5E-06,13.871,4731,286.6577,40.0273
4909422, ,0.72,1,54953.788909,0.018311,0.395103,3E-07,12.135,5404,287.0809,40.0463
4909707,3175,0.72,1,54953.913193,0.115092,2.302364,3.5E-06,10.691,,287.2069,40.003
4912589, ,0.01,1,54965.141492,0.018804,68.376607,0.000441,12.869,,288.3205,40.0005
4912991,5997,0.09,1,54971.049805,0.015974,8.885035,2.46E-05,11.297,6032,288.4721,40.0877
4921906, ,0.96,1,54964.617446,0.011635,0.213732,1E-07,15.203,4800,291.2036,40.0794
4928119,1664,0,1,54989.452504,0.020686,44.639015,0.000313,15.51,5940,293.0262,40.0731
4929299,4018,0.51,1,54965.083909,0.011478,0.868719,1.1E-06,14.774,5531,293.351,40.0597
4931073, ,0.08,1,54956.971242,0.052407,26.951236,0.000119,11.957,6453,293.8297,40.0312
4932348,819,0.02,1,54991.896792,0.030032,38.036773,0.000195,15.472,5386,294.1479,40.0555
4932691, ,0.1,1,54967.712673,0.042021,18.112079,6.85E-05,13.627,7109,294.2402,40.0075
4935914,3743,0.23,1,54999.242862,0.017608,3.486333,6.98E-05,17.914,,295.0519,40.0126
4936180,820,-1,1,54964.943578,,4.640922,9.7E-06,15.27,6287,295.1137,40.0712
4936334, ,0.96,1,54964.924771,0.0206,0.354369,2E-07,15.648,3955,295.1486,40.0331
4936680, ,0.67,1,54999.866063,0.03283,0.666227,1.17E-05,14.312,7905,295.2389,40.0822
4936990,3290,0.1,1,55187.308477,0.023165,10.314509,3.85E-05,15.295,6099,295.3021,40.0698
4937143,3715,0.16,1,55002.141381,0.033773,9.848876,0.000313,16.35,6705,295.3388,40.0373
4937217, ,0.82,1,54964.627168,0.02614,0.429342,3E-07,15.402,6075,295.3542,40.003
4940201, ,0.15,1,54967.276926,0.02544,8.816628,2.44E-05,14.984,5284,295.9835,40.0617
4940438,1561,0.08,1,54969.651791,0.015542,9.085907,2.65E-05,15.549,5659,296.0334,40.0196
4941060, ,0.75,1,54964.691063,0.016973,0.303422,2E-07,15.38,5197,296.1653,40.08
4945035,5108,0.5,1,55002.423514,0.018235,1.174683,1.3E-06,14.009,5739,296.9907,40.0753
4945588, ,0.99,1,54954.186276,0.060892,1.12908,1.2E-06,11.15,5999,297.1154,40.0242
4945857, ,0.75,1,54964.832845,0.018084,0.335415,2E-07,13.964,5232,297.1856,40.0491
4946584,4088,0.62,1,55063.182705,0.013106,0.453972,3E-07,13.819,6179,297.3605,40.0561
4946680, ,0.1,1,54965.209594,0.020623,8.66526,2.38E-05,13.852,5768,297.3825,40.0242
4947528, ,0.75,1,54964.674045,0.02655,0.496988,4E-07,13.91,6828,297.5731,40.0724
4947726, ,0.22,1,54965.922364,0.027235,4.726086,1E-05,15.181,5638,297.6151,40.0608
4948863, ,0.1,1,54972.83142,0.020298,8.64359,2.38E-05,15.414,5490,297.8501,40.0687
4949187, ,-1,1,54997.748947,,11.977392,3.8E-05,13.824,6307,297.925,40.0884
4949194, ,-1,1,54997.894523,,41.263202,0.000219,8.942,8444,297.9279,40.0549
4949770, ,0.82,1,54955.080993,0.097898,1.564091,2E-06,12.568,7907,298.0497,40.0629
4950505, ,0.83,1,54964.865804,0.019584,0.294809,2E-07,14.689,5625,298.2026,40.0889
4950557, ,0.04,1,54957.777142,0.031492,24.714791,0.000105,12.526,6052,298.2144,40.0732
4954113, ,0.9,1,55001.996853,0.037931,0.668027,8E-07,11.931,7630,298.9136,40.0728
4990977,6123,0.28,1,54966.378799,0.016002,2.649025,4.5E-06,13.87,5597,284.345,40.1961
4991959, ,0.76,1,54964.757061,0.019154,0.360939,2E-07,15.022,5683,284.8071,40.1558
4999260, ,0.76,1,54953.743079,0.017178,0.378368,3E-07,9.333,5048,288.0198,40.1271
4999357, ,0.84,1,54953.89096,0.058407,0.990129,1E-06,12.012,6662,288.053,40.133
5000179, ,0.97,1,55124.704902,0.230112,3.632935,6.8E-06,13.758,9807,288.3583,40.1747
5003117,405,0.05,1,54986.092638,0.05205,37.609098,0.000195,14.026,5387,289.3614,40.1288
5005570, ,0.86,1,54964.987536,0.025271,0.422844,3E-07,13.685,5658,290.1164,40.1321
5005618,3186,0,1,55122.066184,0.054937,340.967211,0.00381,11.3,5844,290.1271,40.1595
5006817,5112,-1,1,55019.021018,,94.811969,0.00158,10.866,4935,290.456,40.1457
5008287, ,0.94,1,54964.561803,0.017328,0.291878,2E-07,15.313,5881,290.9527,40.1499
5014753,606,0.24,1,54966.999059,0.018623,3.170626,5.6E-06,14.333,5754,292.8704,40.1053
5015913,1667,0.28,1,54954.581594,0.013473,2.359937,3.6E-06,12.989,5487,293.2021,40.1709
5015926, ,0.75,1,54953.962477,0.019643,0.362687,2E-07,12.952,5848,293.2068,40.1301
5016163,5115,0.4,1,54964.856493,0.042803,5.24566,1.15E-05,15.768,6017,293.2782,40.1571
5017058, ,0.48,1,54955.915793,0.027372,2.323895,3.5E-06,13.14,5948,293.5309,40.1505
5017127, ,-1,1,54991.925594,,20.006404,7.8E-05,12.51,6195,293.5486,40.1117
5018787, ,0.51,1,54965.014611,0.009405,0.607192,5E-07,15.428,5215,293.9912,40.1896
5020034,3688,0.57,1,54999.491731,0.19184,2.119111,6.8E-06,15.812,6139,294.3039,40.1926
5021174,3679,0.21,1,55001.636952,0.020111,4.045054,2.94E-05,17.705,,294.588,40.1671
5021732, ,0.11,1,54977.135482,0.033432,15.039507,5.21E-05,13.623,6119,294.7312,40.1505
5022440, ,0.19,1,54966.608467,0.01479,3.69395,7E-06,15.286,5719,294.9026,40.17
5022573, ,0.98,1,54953.97265,0.025156,0.441725,3E-07,11.474,5648,294.9299,40.147
5022908, ,0.8,1,54999.972021,0.038045,0.637248,1.09E-05,14.309,6696,295.0124,40.1778
5023948,3570,0.35,1,55002.377045,0.026476,3.649293,1.25E-05,15.048,6174,295.241,40.1576
5024292,3579,0.37,1,55466.368741,0.034588,4.301032,9.4E-05,14.573,6147,295.3002,40.1834
5024447, ,0.01,1,55267.575803,0.330264,771.83,0.0147,14.98,6114,295.3202,40.1243
5024450,1544,0.33,1,55188.478488,0.020404,3.051851,6.7E-06,15.063,5945,295.3208,40.1874
5025261, ,0.94,1,55001.691757,0.113914,2.171411,3.2E-06,12.343,6240,295.4448,40.1673
5025294, ,0.18,1,54967.264574,0.021094,5.46269,1.22E-05,13.266,5697,295.4511,40.1757
