,f1-score,precision,recall,support
CONFIRMED,0.8212765957446809,0.8427947598253275,0.8008298755186722,241.0
FALSE POSITIVE,0.9259259259259258,0.9162303664921466,0.9358288770053476,561.0
accuracy,0.8952618453865336,0.8952618453865336,0.8952618453865336,0.8952618453865336
macro avg,0.8736012608353034,0.879512563158737,0.8683293762620099,802.0
weighted avg,0.8944789326919107,0.8941630582543617,0.8952618453865336,802.0
