,f1-score,precision,recall,support
CONFIRMED,0.8442622950819673,0.8340080971659919,0.8547717842323651,241.0
FALSE POSITIVE,0.9318996415770608,0.9369369369369369,0.9269162210338681,561.0
accuracy,0.9052369077306733,0.9052369077306733,0.9052369077306733,0.9052369077306733
macro avg,0.8880809683295141,0.8854725170514643,0.8908440026331166,802.0
weighted avg,0.9055647282287846,0.906006948925967,0.9052369077306733,802.0
