,f1-score,precision,recall,support
CANDIDATE,0.6466666666666667,0.7461538461538462,0.5705882352941176,170.0
CONFIRMED,0.8508946322067594,0.816793893129771,0.8879668049792531,241.0
FALSE POSITIVE,0.9363295880149812,0.9146341463414634,0.959079283887468,391.0
accuracy,0.8553615960099751,0.8553615960099751,0.8553615960099751,0.8553615960099751
macro avg,0.8112969622961358,0.8258606285416935,0.8058781080536129,802.0
weighted avg,0.8492566192132419,0.8495204904113977,0.8553615960099751,802.0
