,f1-score,precision,recall,support
CANDIDATE,0.6179401993355481,0.7099236641221374,0.5470588235294118,170.0
CONFIRMED,0.8515624999999999,0.8044280442804428,0.9045643153526971,241.0
FALSE POSITIVE,0.9380530973451328,0.9275,0.948849104859335,391.0
accuracy,0.8503740648379052,0.8503740648379052,0.8503740648379052,0.8503740648379052
macro avg,0.8025185988935603,0.8139505694675266,0.8001574145804814,802.0
weighted avg,0.8442084257468704,0.844397358569015,0.8503740648379052,802.0
