kepid,tce_plnt_num,kepoi_name,koi_disposition,DT_vif,bLR,mean
2581316,2,K03681.02,CANDIDATE,0.8864682321210752,0.7434660130016679,0.8149671225613715
5978559,1,K02321.01,CANDIDATE,0.9337044400265077,0.6953141408131642,0.8145092904198359
11404644,2,,,0.9956475412736544,0.6317955521181675,0.8137215466959109
4149450,1,K01864.01,CANDIDATE,0.6509616419684701,0.9728216032355596,0.8118916226020148
9995771,1,K03470.01,CANDIDATE,0.6588536377300239,0.9640796463490624,0.8114666420395431
5794570,2,K02675.02,CANDIDATE,0.6509616419684701,0.9684982804434334,0.8097299612059518
11408935,2,,,0.9337044400265077,0.6839469819773711,0.8088257110019395
9411166,2,,,0.9956475412736544,0.6217104614332596,0.808679001353457
7386827,1,K01704.01,CANDIDATE,0.7933162510375691,0.8230779440184286,0.8081970975279988
11967788,2,K04021.02,CANDIDATE,0.6588536377300239,0.955141770636234,0.8069977041831289
8934495,1,K00524.01,CANDIDATE,0.8768328445747802,0.7359764992702241,0.8064046719225022
11126381,1,K01863.01,CANDIDATE,0.8064968450572564,0.805476210535626,0.8059865277964412
12785320,2,K00298.02,CANDIDATE,0.9337044400265077,0.6722524153579778,0.8029784276922427
7202957,2,K02687.02,CANDIDATE,0.7774353092968247,0.8283338976904796,0.8028846034936521
5780885,2,,,0.7880794701986755,0.8166020310473305,0.802340750623003
8505920,1,K02094.01,CANDIDATE,0.7308411214953272,0.8735844529369116,0.8022127872161193
9605514,1,K00945.01,CANDIDATE,0.8064968450572564,0.7950524090732609,0.8007746270652587
7135852,1,K00875.01,CANDIDATE,0.6270270270270271,0.9682301182307534,0.7976285726288903
4770365,1,K01475.01,CANDIDATE,0.8064968450572564,0.7882269814394119,0.7973619132483342
9654468,1,K02417.01,CANDIDATE,0.8064968450572564,0.7879704425637833,0.7972336438105199
11189127,2,,,0.6509616419684701,0.938970134909923,0.7949658884391966
6946199,2,K01359.02,CANDIDATE,0.8321678321678322,0.7555716227802792,0.7938697274740557
11821363,1,K01494.01,CANDIDATE,0.6588536377300239,0.9249201674719448,0.7918869026009844
4860678,1,K01602.01,CANDIDATE,0.7536692480069209,0.8248880156255108,0.7892786318162159
3970233,2,,,0.6057516339869282,0.9721774550463472,0.7889645445166378
4770365,2,K01475.02,CANDIDATE,0.8064968450572564,0.7705660160204654,0.7885314305388609
9405595,1,K02125.01,CANDIDATE,0.6791416886100061,0.8961116000884211,0.7876266443492136
11297236,1,K01857.01,CANDIDATE,0.8064968450572564,0.7624011439686327,0.7844489945129445
4365645,1,K01738.01,CANDIDATE,0.6791416886100061,0.8895716938459513,0.7843566912279787
3859628,1,K01191.01,CANDIDATE,0.7536692480069209,0.8144677599334893,0.7840685039702051
10091110,3,,,0.7143325411783988,0.8534648877675332,0.783898714472966
10587105,3,K00339.03,CANDIDATE,0.6278668735988964,0.937058622384029,0.7824627479914628
2164169,1,K01029.01,CANDIDATE,0.7933162510375691,0.7707349578729262,0.7820256044552476
10118816,1,K01085.01,CANDIDATE,0.6588536377300239,0.9049291565627732,0.7818913971463985
2449431,1,K02009.01,CANDIDATE,0.7536692480069209,0.8079750312166121,0.7808221396117665
11465950,1,K02620.01,CANDIDATE,0.8064968450572564,0.7516499644410083,0.7790734047491323
5963582,1,K02479.01,CANDIDATE,0.6588536377300239,0.8977169765463824,0.7782853071382032
3097926,1,K02186.01,CANDIDATE,0.8064968450572564,0.7494062484791,0.7779515467681781
5342473,1,K02297.01,CANDIDATE,0.6345439090058722,0.9176919649159794,0.7761179369609258
7877978,1,K02760.01,CANDIDATE,0.8064968450572564,0.7408657217540906,0.7736812834056734
11718144,1,K02310.01,CANDIDATE,0.8064968450572564,0.7408314085350522,0.7736641267961544
11874577,1,K02779.01,CANDIDATE,0.6791416886100061,0.8657167830153188,0.7724292358126625
5372966,2,,,0.8064968450572564,0.7295776613110111,0.7680372531841337
8261920,3,K02174.03,CANDIDATE,0.9337044400265077,0.5998784124103,0.7667914262184039
4164922,1,K03864.01,CANDIDATE,0.6761544284632854,0.8572899619498398,0.7667221952065626
3109930,1,K01112.01,CANDIDATE,0.7933162510375691,0.7399310987486565,0.7666236748931128
12406749,1,K01476.01,CANDIDATE,0.8064968450572564,0.7233891139991144,0.7649429795281855
5787131,1,K02927.01,CANDIDATE,0.6791416886100061,0.8496514512956378,0.7643965699528219
10793172,1,K02871.01,CANDIDATE,0.7933162510375691,0.7326099702319686,0.7629631106347688
11071200,2,K02696.02,CANDIDATE,0.6791416886100061,0.8454929472664009,0.7623173179382035
6041734,2,,,0.8998685820967078,0.6176121073487651,0.7587403447227365
5621333,1,K03341.01,CANDIDATE,0.8203463203463203,0.6949371587681712,0.7576417395572457
6467363,1,K02840.01,CANDIDATE,0.6588536377300239,0.8541649914215811,0.7565093145758025
5775129,1,K02802.01,CANDIDATE,0.6345439090058722,0.8741586789823745,0.7543512939941234
7023960,2,,,0.8805320435308344,0.6281022441046882,0.7543171438177613
8624520,1,K01816.01,CANDIDATE,0.9109906306788316,0.5970653032046129,0.7540279669417222
7183745,2,K02521.02,CANDIDATE,0.6588536377300239,0.8484490285862046,0.7536513331581143
11076400,1,K02759.01,CANDIDATE,0.6401913124079637,0.8666384430249217,0.7534148777164427
6593150,1,K03037.01,CANDIDATE,0.7536692480069209,0.7474614596437471,0.7505653538253341
8892910,2,,,0.7220272521275892,0.7771910647461997,0.7496091584368945
10867062,1,K01303.01,CANDIDATE,0.7536692480069209,0.7442502234719228,0.7489597357394219
4242147,1,K01934.01,CANDIDATE,0.7308411214953272,0.7667095735176646,0.7487753475064959
5709725,2,K00555.02,CANDIDATE,0.9337044400265077,0.5609084947164242,0.747306467371466
4067925,1,K03066.01,CANDIDATE,0.6509616419684701,0.8423140748879117,0.7466378584281909
6609270,1,K03090.01,CANDIDATE,0.8064968450572564,0.6846260341797281,0.7455614396184922
3231341,5,,,0.9337044400265077,0.5568243548241446,0.7452643974253261
9872292,1,K01537.01,CANDIDATE,0.7536692480069209,0.7366360576270277,0.7451526528169743
9664276,1,K03460.01,CANDIDATE,0.7536692480069209,0.7352153239142085,0.7444422859605647
7364176,1,K00373.01,CANDIDATE,0.8064968450572564,0.6813369554896347,0.7439169002734456
5219234,3,K01563.03,CANDIDATE,0.8064968450572564,0.6779926159186159,0.7422447304879362
11253711,1,K01972.01,CANDIDATE,0.7210129709697344,0.7625721279655121,0.7417925494676232
9269281,1,K01398.01,CANDIDATE,0.7821031344792719,0.7011297470963305,0.7416164407878012
10395543,1,K00531.01,CANDIDATE,0.9337044400265077,0.5491701323415074,0.7414372861840075
9714123,2,,,0.7719076980969327,0.7106129245748134,0.7412603113358731
7899070,1,K02683.01,CANDIDATE,0.7774353092968247,0.7047740535775244,0.7411046814371746
10005758,2,K01783.02,CANDIDATE,0.9337044400265077,0.5463700934146762,0.7400372667205919
5905822,1,K02801.01,CANDIDATE,0.6345439090058722,0.8432013023653309,0.7388726056856015
8263545,1,K02822.01,CANDIDATE,0.6057516339869282,0.8706926078524811,0.7382221209197046
5786676,1,K00650.01,CANDIDATE,0.5282851569427203,0.9435437788958112,0.7359144679192657
11818607,1,K02467.01,CANDIDATE,0.9337044400265077,0.5342967206259531,0.7340005803262304
12105051,1,K00141.01,CANDIDATE,0.7666666666666667,0.7008273340742344,0.7337470003704505
6862721,1,K01982.01,CANDIDATE,0.8064968450572564,0.657412518534326,0.7319546817957912
7810483,1,K01943.01,CANDIDATE,0.6588536377300239,0.8047455393454119,0.731799588537718
7972785,2,,,0.8864682321210752,0.5763933239131664,0.7314307780171208
6719086,1,K01357.01,CANDIDATE,0.6411622276029055,0.8190003103403896,0.7300812689716476
4770174,1,K02971.01,CANDIDATE,0.7220272521275892,0.7335155860990075,0.7277714191132983
10074466,1,K01917.01,CANDIDATE,0.6588536377300239,0.7957240476731232,0.7272888427015736
5980783,1,K02967.01,CANDIDATE,0.8064968450572564,0.6467383970918366,0.7266176210745465
10016874,1,K00426.01,CANDIDATE,0.5282851569427203,0.9242254286209176,0.7262552927818189
7879433,1,K02527.01,CANDIDATE,0.6057516339869282,0.8424085909999235,0.7240801124934259
7948784,1,K01968.01,CANDIDATE,0.5282851569427203,0.9188389593620432,0.7235620581523817
10597693,1,K02958.01,CANDIDATE,0.6588536377300239,0.7874094620342363,0.7231315498821301
11705004,1,K02199.01,CANDIDATE,0.8064968450572564,0.6395081125098563,0.7230024787835563
3937519,2,K00221.02,CANDIDATE,0.4693705909495163,0.9743776838151276,0.7218741373823219
9896018,1,K02579.01,CANDIDATE,0.8064968450572564,0.6340845201708142,0.7202906826140353
11810124,1,K03344.01,CANDIDATE,0.6588536377300239,0.7759287419391316,0.7173911898345777
9006186,2,K02169.02,CANDIDATE,0.6345439090058722,0.7965852772618859,0.715564593133879
4951877,1,K00501.01,CANDIDATE,0.8064968450572564,0.6246178560701765,0.7155573505637165
7941200,1,K00092.01,CANDIDATE,0.5282851569427203,0.8996942136896687,0.7139896853161944
10788461,1,K03925.01,CANDIDATE,0.7220272521275892,0.7032829027568461,0.7126550774422177
4857213,1,K02120.01,CANDIDATE,0.6588536377300239,0.7608836630853018,0.7098686504076628
8410415,1,K02291.01,CANDIDATE,0.5362788812322659,0.8818697524262901,0.7090743168292779
11599038,1,K01437.01,CANDIDATE,0.6057516339869282,0.8110597983223069,0.7084057161546176
10094670,1,K01984.01,CANDIDATE,0.5282851569427203,0.8871478907609901,0.7077165238518552
5195172,1,K01671.01,CANDIDATE,0.8349674920043845,0.5782630836185496,0.7066152878114671
8456679,1,K00102.01,CANDIDATE,0.8154736168829081,0.5962804618831878,0.705877039383048
12120307,3,K02597.03,CANDIDATE,0.4693705909495163,0.9368085147021316,0.7030895528258239
6364215,2,K02404.02,FALSE POSITIVE,0.4693705909495163,0.933383407251822,0.7013769991006691
8142942,1,K01985.01,CANDIDATE,0.7933162510375691,0.6045492925378639,0.6989327717877165
5213230,1,K03474.01,CANDIDATE,0.6588536377300239,0.7384803515180604,0.6986669946240421
