"koi_disposition","kepid","kepoi_name","tcet_model_chisq","wst_depth","boot_mesmean","tce_fwm_sra","tce_fwm_pdeco","tce_slogg_sn"
"CANDIDATE",8628758,"K01279.02",64890,21.23,-0.076441,19.55813,1.606e-05,36.3333333333333
"FALSE POSITIVE",8509361,"K01280.01",67990,27.3,0.010523,19.778734,0.02731,7.46153846153846
"CANDIDATE",8742590,"K01281.01",67330,79.94,-0.06599,19.131154,0.0001772,22.75
"CANDIDATE",8822366,"K01282.01",67950,13.95,0.00085565,19.548665,-4.725e-05,204
"CANDIDATE",8700771,"K01283.01",65280,3.966,-0.030328,19.733812,1.585e-06,18.6818181818182
"FALSE POSITIVE",10960993,"K01284.01",2751000,4.506,-0.00030928,18.887862,0,11.6764705882353
"FALSE POSITIVE",10879208,"K01286.01",61380,150.8,-0.078538,19.885092,-0.1007,28.625
"FALSE POSITIVE",10843203,"K01287.01",76010,42.44,0.056721,18.815517,0.001276,41.2727272727273
"CANDIDATE",10790387,"K01288.01",68030,116.3,-0.12882,19.268013,0.0007234,21.047619047619
"FALSE POSITIVE",10748393,"K01289.01",56530,86.89,-0.12667,19.847372,-0.001687,45.2
"FALSE POSITIVE",10748393,"K01289.02",43430,547.9,-2.535,19.847398,-0.0001851,45.2
"FALSE POSITIVE",10874226,"K01290.01",82740,4140,-0.10109,19.781085,-0.0008149,20.4545454545455
"FALSE POSITIVE",10661771,"K01291.01",75120,20.11,-0.49612,19.35304,-1.903e-05,26.0588235294118
"FALSE POSITIVE",10924853,"K01292.01",68680,43.73,0.079849,19.601582,-0.001852,22.45
"FALSE POSITIVE",10874926,"K01293.01",63650,2105,-0.054274,19.795506,-0.001069,21.3809523809524
"FALSE POSITIVE",10549562,"K01294.01",55710,141.7,-0.027178,19.808343,-0.06206,24.0555555555556
"FALSE POSITIVE",10666230,"K01295.01",67450,37.92,-0.18326,19.472664,0.0001144,24.0526315789474
"CANDIDATE",10971674,"K01296.01",151800,685.7,-1,19.319346,0.005844,22.6315789473684
"FALSE POSITIVE",10676923,"K01297.01",56120,17.35,-0.39594,19.743567,-0.008138,20.1363636363636
"CANDIDATE",10604335,"K01298.01",70810,104.6,1.4833,19.574251,0.0003943,156
"CANDIDATE",10604335,"K01298.02",68520,273.5,1.0207,19.574255,0.0007563,156
"CANDIDATE",10864656,"K01299.01",65990,43.67,-0.14122,19.552149,-0.0001171,333
"CANDIDATE",10975146,"K01300.01",74910,9.31,-0.58484,19.439589,5.939e-06,78.5
"CANDIDATE",10538176,"K01301.01",62290,73.33,-0.066394,19.543093,-0.0002192,64.1428571428571
"CANDIDATE",10538176,"K01301.02",60250,92.96,-0.1294,19.543095,0.0006757,64.1428571428571
"CANDIDATE",10724369,"K01302.01",68050,67.02,-0.048316,19.272249,0.0003502,22.45
"CANDIDATE",10867062,"K01303.01",68550,33.83,-0.1447,19.615344,-0.0002446,25.0588235294118
"CANDIDATE",10744335,"K01304.01",54130,26.15,-0.2249,19.774384,1.993e-05,21.3809523809524
"CANDIDATE",10730034,"K01305.01",69010,32.08,0.0095471,19.426048,-0.0002301,49.5555555555556
"CANDIDATE",10730034,"K01305.02",60960,38.96,-0.03158,19.426012,-0.0001112,49.5555555555556
"CANDIDATE",10858691,"K01306.01",67720,23.04,-0.51809,19.378399,-0.0001203,64.2857142857143
"CANDIDATE",10858691,"K01306.02",57050,27.18,-0.48244,19.378415,-0.0002489,64.2857142857143
"CANDIDATE",10858691,"K01306.03",51090,33.32,-0.36026,19.378424,-0.0002205,64.2857142857143
"CANDIDATE",10858691,"K01306.04",47670,108.1,-0.19666,19.3784,0.0008588,64.2857142857143
"CANDIDATE",10973814,"K01307.01",68140,70.57,-0.1804,19.395164,-5.839e-05,33.3846153846154
"CANDIDATE",10973814,"K01307.02",67020,65.54,-0.066669,19.395203,0.0003794,33.3846153846154
"CANDIDATE",10586208,"K01308.01",54790,28.78,-0.036306,19.02829,-0.0002086,18.8636363636364
"CANDIDATE",10854768,"K01309.01",67070,19.8,-0.048276,19.257015,0.0001366,24
"CANDIDATE",10964440,"K01310.01",54050,41.17,0.0079266,19.044178,6.711e-05,18.2272727272727
"CANDIDATE",10964440,"K01310.02",52630,93.73,-0.22786,19.044197,0.0006186,18.2272727272727
"CANDIDATE",10713616,"K01311.01",67680,45.32,-0.25128,18.902208,4.664e-05,14.5769230769231
"CANDIDATE",10963242,"K01312.01",53650,16.3,-0.10961,18.994015,2.555e-05,35.75
"FALSE POSITIVE",10785538,"K01313.01",56310,9.116,-0.096474,0,0,22.3
"CANDIDATE",10585852,"K01314.01",53080,17.33,0.11264,19.014745,9.71e-05,346
"CANDIDATE",10928043,"K01315.01",66980,7.124,0.017117,19.686273,-0.000328,35.4166666666667
"CANDIDATE",10794087,"K01316.01",66360,7.975,-0.083054,19.370148,7.905e-06,24.2352941176471
"FALSE POSITIVE",4275739,"K01317.01",97940,84.76,-0.029662,19.651592,0.0636,23.7368421052632
"FALSE POSITIVE",4070376,"K01318.01",58880,279.2,-0.68302,19.658784,0.003426,20.3181818181818
"FALSE POSITIVE",4078157,"K01319.01",104700,781.1,-0.058241,19.765315,0.01575,26.9411764705882
"CANDIDATE",4164994,"K01320.01",47480,141.3,-0.0037875,19.557521,0.01231,51
"FALSE POSITIVE",4480676,"K01321.01",56880,30.63,-0.64882,19.715466,-0.0008081,27.9375
"FALSE POSITIVE",4079535,"K01322.01",275900,854.8,-1,19.782269,0.2002,20.2727272727273
"CANDIDATE",4076098,"K01323.01",44720,36.56,-0.14206,19.738793,-0.002489,23.7894736842105
"FALSE POSITIVE",4551328,"K01324.01",71970,50.37,-0.92899,19.243681,-4.069e-05,32
"CANDIDATE",4282872,"K01325.01",53930,67.52,-0.031887,19.749003,-0.0007899,26.8235294117647
"FALSE POSITIVE",4639868,"K01326.01",68280,24.21,-0.2003,19.122326,0.0008878,33.8461538461539
"FALSE POSITIVE",4372768,"K01327.01",44850,280.8,-0.044688,19.573195,0.08437,37.4166666666667
"CANDIDATE",4074736,"K01328.01",54830,301.4,-0.32242,19.720404,0.0009674,35.4615384615385
"CANDIDATE",4072526,"K01329.01",55160,106.2,-0.090024,19.691396,-6.743e-05,49.5555555555556
"FALSE POSITIVE",4150539,"K01330.01",69370,846.6,-0.089762,19.315076,0.001492,91.8
"FALSE POSITIVE",4150539,"K01330.02",64860,66.87,-0.089762,19.315085,0.0008058,91.8
"CANDIDATE",4274548,"K01331.01",44380,63.45,0.015539,19.633815,0.0002762,77.1666666666667
"CANDIDATE",4455231,"K01332.01",57550,69.36,-0.02547,19.261106,0.0004416,20.45
"CANDIDATE",4455231,"K01332.02",55700,133.6,-0.031451,19.261104,0.0004556,20.45
"CANDIDATE",4455231,"K01332.03",55150,30.49,0.050549,19.261112,0.0003033,20.45
"FALSE POSITIVE",4285107,"K01333.01",54680,6.571,-0.36563,19.775563,0.02483,38.4166666666667
"FALSE POSITIVE",4150624,"K01334.01",69080,477.8,-0.09087,19.316241,0.0006914,26.8235294117647
"FALSE POSITIVE",4150624,"K01334.02",64190,37.78,-0.020774,19.316239,0.0007746,26.8235294117647
"CANDIDATE",4155328,"K01335.01",67150,104.8,-0.50135,19.401339,0.0002274,22.0555555555556
"CANDIDATE",4077526,"K01336.01",54160,80.05,-0.025474,19.757252,-0.0001193,21.9
"CANDIDATE",4077526,"K01336.02",51060,72.19,-0.12684,19.757267,-0.0001683,21.9
"CANDIDATE",4077526,"K01336.03",48670,107.3,-0.15943,19.757226,-0.0002863,21.9
"CANDIDATE",4077526,"K01336.04",47640,43.43,-0.10567,19.757273,0.0004477,21.9
"CANDIDATE",4243911,"K01337.01",77530,20.11,-0.12139,19.041159,0.0001046,65.1428571428571
"CANDIDATE",4466677,"K01338.01",67320,24.49,-0.20713,19.48508,-6.466e-05,23.3157894736842
"CANDIDATE",4466677,"K01338.02",59590,104.5,-0.04459,19.48505,-0.0001859,23.3157894736842
"CANDIDATE",4466677,"K01338.03",58460,53.13,-0.0057083,19.48508,-0.0003875,23.3157894736842
"CANDIDATE",4135665,"K01339.01",67350,27.1,-0.077628,18.972153,-4.434e-05,26.25
"FALSE POSITIVE",4386059,"K01340.01",52450,12.12,-0.028115,19.760898,0.001245,21.2
"CANDIDATE",4650674,"K01341.01",67040,21.65,-0.11819,19.365158,-6.252e-05,35.9166666666667
"CANDIDATE",4275721,"K01342.01",53580,24.62,-0.15901,19.651331,-2.587e-05,24.4444444444444
"CANDIDATE",4275721,"K01342.02",48220,29.96,-0.09122,19.651327,0.0001683,24.4444444444444
"FALSE POSITIVE",4570931,"K01343.01",54060,9.743,-0.045519,19.613675,-0.00336,21.7
"CANDIDATE",4136466,"K01344.01",66420,10.14,-0.15964,18.990677,0.0001124,24.8823529411765
"FALSE POSITIVE",7199774,"K01346.01",1112000,1890,-1,19.44067,-0.0006526,21.5714285714286
"FALSE POSITIVE",7037540,"K01347.01",135700,552.9,-0.08258,19.534691,-0.001185,16.8
"FALSE POSITIVE",6866228,"K01348.01",89810,925.9,-0.074521,19.515994,9.808e-05,30.4666666666667
"FALSE POSITIVE",6847018,"K01349.01",93910,941.7,-0.36286,19.086686,0.0006076,19.9090909090909
"FALSE POSITIVE",7220322,"K01350.01",701600,280.3,-1,19.807162,-0.02177,22.6315789473684
"FALSE POSITIVE",6964043,"K01351.01",2012000,-57.29,-1,19.734293,-0.002912,26.1764705882353
"FALSE POSITIVE",6956233,"K01352.01",64780,61.41,-0.20455,19.604673,0.05521,66.5714285714286
"CANDIDATE",7303287,"K01353.01",97080,165,-3.3929,19.831021,0.0003378,36.1666666666667
"CANDIDATE",7303287,"K01353.02",81230,63.77,-1.1463,19.831024,7.646e-05,36.1666666666667
"CANDIDATE",7303287,"K01353.03",78910,485.6,-5.4405,19.831039,-0.0004118,36.1666666666667
"FALSE POSITIVE",6891543,"K01354.01",83560,48.13,-1,19.920223,0.002236,23.3157894736842
"CANDIDATE",7211141,"K01355.01",67490,143,0.0037921,19.664398,-0.0005992,20.65
"CANDIDATE",6719086,"K01357.01",56740,31.57,-0.047089,19.897311,-0.0007596,31.7857142857143
"CANDIDATE",7376983,"K01358.01",60130,60.71,-0.21052,19.72169,-0.001037,77
"CANDIDATE",7376983,"K01358.02",55690,74.48,-0.20223,19.721684,-0.0004986,77
"CANDIDATE",7376983,"K01358.03",53500,42.16,-0.21484,19.721688,-0.0002286,77
"CANDIDATE",7376983,"K01358.04",49630,49.07,-0.25183,19.721687,-0.0002021,77
"CANDIDATE",6946199,"K01359.01",60360,177.2,-0.63984,19.401377,-0.0002394,23.8421052631579
"CANDIDATE",6946199,"K01359.02",57520,44.01,-0.063231,19.401378,-0.0002257,23.8421052631579
"CANDIDATE",7102227,"K01360.01",67750,104.7,-0.12022,19.093998,-0.0003826,57.5
"CANDIDATE",7102227,"K01360.02",66260,84.18,-0.13223,19.093993,-0.0002031,57.5
"CANDIDATE",7102227,"K01360.03",65310,59.6,-0.45177,19.093981,7.379e-05,57.5
"CANDIDATE",6960913,"K01361.01",69520,96.58,-0.25573,19.686963,-0.0005357,116.5
"CANDIDATE",6837146,"K01362.01",57390,103.7,-0.079456,18.773625,0.0005937,57.625
"CANDIDATE",6936909,"K01363.01",67950,46.98,-0.1643,19.194421,-0.0001894,21.3809523809524
"CANDIDATE",6936909,"K01363.02",61660,71.51,-0.095953,19.194401,-0.0007892,21.3809523809524
"CANDIDATE",6962977,"K01364.01",61570,42.36,-0.46029,19.717745,-1.514e-05,75.6666666666667
"CANDIDATE",6962977,"K01364.02",58320,81.93,-0.35589,19.717759,0.000745,75.6666666666667
"CANDIDATE",6962977,"K01364.03",55690,108.3,-0.24172,19.717776,0.0009096,75.6666666666667
"CANDIDATE",6962977,"K01364.04",53960,46.56,-0.66078,19.71773,-7.291e-05,75.6666666666667
"CANDIDATE",6962977,"K01364.05",47750,92.62,-0.60388,19.717697,0.0004284,75.6666666666667
"FALSE POSITIVE",7174351,"K01365.01",68500,31.39,-0.037693,18.762383,-0.004404,25.2777777777778
"CANDIDATE",6932987,"K01366.01",68820,84.98,-0.13302,19.090538,0.0004362,22.55
"CANDIDATE",6932987,"K01366.02",65900,133.7,-0.3651,19.090539,-0.0006006,22.55
"CANDIDATE",6934291,"K01367.01",70310,0.8221,-0.19685,19.12581,2.568e-05,56
"FALSE POSITIVE",7357531,"K01368.01",68650,273.4,-0.1507,19.346802,-0.008246,36.1666666666667
"CANDIDATE",7287415,"K01369.01",67410,-9.937,-0.25456,19.564597,2.314e-05,20.7
"CANDIDATE",6924203,"K01370.01",67170,60.01,0.03299,18.822149,-4.481e-05,28.625
"FALSE POSITIVE",6878167,"K01371.01",72920,72.66,-0.22822,19.727062,0.0005872,23.8421052631579
"FALSE POSITIVE",6863839,"K01373.01",69390,4.547,-0.31295,19.470307,-0.01343,23.578947368421
"FALSE POSITIVE",7296086,"K01374.01",69080,9.453,-0.44194,19.719366,-0.002696,23.8333333333333
"CANDIDATE",6766634,"K01375.01",66740,107.2,0.030958,19.22136,-0.0004361,30.4285714285714
"FALSE POSITIVE",6774826,"K01376.01",63780,16.15,-0.032836,19.400626,0.0005866,10.5675675675676
"CANDIDATE",7211469,"K01377.01",67860,24.74,-0.09292,19.670286,-0.000189,36.3333333333333
"FALSE POSITIVE",7375795,"K01378.01",67280,11.01,-0.18322,19.700725,-2.353e-05,40.0909090909091
"FALSE POSITIVE",7375795,"K01378.02",64330,4.001,0.14172,0,-0.0002217,40.0909090909091
"CANDIDATE",7211221,"K01379.01",66300,15.69,0.0022138,19.665695,3.655e-05,44.4
"FALSE POSITIVE",7025526,"K01380.01",72860,12.24,-0.074066,19.285657,0,116
"FALSE POSITIVE",9451127,"K01381.01",104500,1688,-0.029737,18.988184,-3.752e-05,20.2272727272727
"FALSE POSITIVE",9446824,"K01382.01",97420,1378,0.030598,18.812295,-2.01e-05,20
"FALSE POSITIVE",8953257,"K01383.01",124300,709.1,0.038835,19.461376,-0.0008968,22.05
"FALSE POSITIVE",8971432,"K01384.01",145700,17350,-1,19.838216,-0.0005462,66.2857142857143
"FALSE POSITIVE",9278553,"K01385.01",72340,116.8,0.0033138,19.392241,0.003463,25.1666666666667
"FALSE POSITIVE",9143254,"K01386.01",80180,26.43,-0.44278,19.09079,-0.001312,23.5263157894737
"FALSE POSITIVE",8949247,"K01387.01",100200,63.95,-0.10819,19.366207,0.0007032,22.35
"FALSE POSITIVE",9346253,"K01388.01",76090,1200,-0.093647,19.559108,-0.000644,21.5238095238095
"FALSE POSITIVE",9002237,"K01389.01",81120,1105,-0.10014,18.87927,-0.0001927,21.4285714285714
"FALSE POSITIVE",9288786,"K01390.01",69430,999.9,-0.48463,19.661059,-3.901e-05,91.8
"FALSE POSITIVE",8958035,"K01391.01",73410,46.27,0.013621,19.580601,-0.001046,20.3181818181818
"FALSE POSITIVE",9040849,"K01392.01",58040,116.8,-0.18544,19.84026,-0.001816,25.4444444444444
"CANDIDATE",9202151,"K01393.01",56920,101.5,-0.16619,18.903677,-0.001696,158
"FALSE POSITIVE",8937021,"K01394.01",74960,617.5,-0.038381,18.98586,-0.02146,92
"CANDIDATE",8935810,"K01395.01",65960,83.48,-0.044837,18.947311,-0.0007747,30.4
"CANDIDATE",9455556,"K01396.01",67470,76.45,-0.11675,19.159488,0.0002506,45.3
"CANDIDATE",9455556,"K01396.02",62800,32.92,-0.13379,19.159517,-0.0001444,45.3
"CANDIDATE",9427402,"K01397.01",57440,100.2,-0.043991,19.978492,-0.00105,95.2
"CANDIDATE",9269281,"K01398.01",57590,61.47,-0.022011,19.06451,0.00051,23.8421052631579
"CANDIDATE",9100484,"K01399.01",57880,77.09,0.039428,19.717379,-0.001036,65.7142857142857
"FALSE POSITIVE",9157908,"K01400.01",73650,111.2,-0.069459,19.545436,-0.004698,20.1818181818182
"CANDIDATE",9034103,"K01402.01",67690,45.29,-0.093975,19.728392,0.0001364,23.6315789473684
"CANDIDATE",9214942,"K01403.01",71360,84.21,-0.049445,19.365331,0.001566,94.4
"CANDIDATE",8874090,"K01404.01",68540,66.39,-0.032003,19.136967,-0.0002212,48.1
"CANDIDATE",8874090,"K01404.02",66560,119.9,-0.021776,19.13697,0.0002195,48.1
"CANDIDATE",9264949,"K01405.01",66360,58.79,-0.031741,18.904922,0.0001638,20.952380952381
"CANDIDATE",9271752,"K01406.01",68260,25.52,-0.042206,19.163517,0.0001086,20.2727272727273
"CANDIDATE",9150827,"K01408.01",74440,65.43,-0.070457,19.352974,-9.944e-05,117.25
"CANDIDATE",9391208,"K01409.01",68170,81.07,-0.078612,19.016455,-0.00016,24.6666666666667
"CANDIDATE",9391506,"K01410.01",68000,40.02,-0.052608,19.02904,0.000908,21.1904761904762
"CANDIDATE",9425139,"K01411.01",67950,96.55,-1.643,19.933009,-0.0004089,36.25
"CANDIDATE",8950853,"K01412.01",67420,30.38,-0.07226,19.404992,-0.0001782,35.6666666666667
"CANDIDATE",9006449,"K01413.01",67680,25.27,-0.14732,19.023079,0.0001717,26.1764705882353
"CANDIDATE",9006449,"K01413.02",61150,23.45,-0.17348,19.023072,-0.0001315,26.1764705882353
"CANDIDATE",9006449,"K01413.03",57770,57.11,-0.12636,19.023038,-8.071e-05,26.1764705882353
"FALSE POSITIVE",8916492,"K01414.01",68210,5.381,-0.027902,20.083607,-0.0002587,8.11111111111111
"CANDIDATE",11517719,"K01416.01",211500,228.5,-1,19.76716,0.001166,22.15
"FALSE POSITIVE",11599264,"K01417.01",44180,978.5,0.012495,18.999254,-0.005211,24.0526315789474
"FALSE POSITIVE",11100657,"K01418.01",47530,1027,-0.046195,19.917368,-0.01464,28.5
"FALSE POSITIVE",11125936,"K01419.01",53100,33.42,-0.077632,19.027491,-0.001059,21.2380952380952
"CANDIDATE",11026304,"K01420.01",58470,123.8,0.034714,19.340855,-0.002646,91.2
