"koi_disposition","kepid","kepoi_name","tce_time0bk","tce_num_transits","tce_full_conv","tce_cap_stat","tce_fwm_pdeco","tce_steff_sn","tce_fwm_prao_sn"
"CANDIDATE",11446443,"K00001.01",132.646,432,1,3778,0.0007788,74.6153846153846,-0.9784
"CANDIDATE",10666592,"K00002.01",132.383,611,1,0,0,72.3595505617977,-46.0367454068242
"CANDIDATE",10748390,"K00003.01",134.589,215,1,0,0.0008108,50.2947368421053,31.7735849056604
"CANDIDATE",3861595,"K00004.01",134.43,276,1,136.2,0.0001224,49.5555555555556,5.64285714285714
"CANDIDATE",8554498,"K00005.01",132.974,280,1,226.5,-0.0001082,71.5301204819277,2.49385474860335
"FALSE POSITIVE",3248033,"K00006.01",132.365,799,1,-19.69,-0.003615,45.4264705882353,0
"CANDIDATE",11853905,"K00007.01",133.254,335,1,182.1,5.112e-05,75.2597402597402,-6.146875
"FALSE POSITIVE",5903312,"K00008.01",132.148,1151,1,-27.99,-0.0004966,49.9316239316239,154.53781512605
"FALSE POSITIVE",11553706,"K00009.01",135.069,364,1,13.28,0.01866,39.275,-218.149882903981
"CANDIDATE",6922244,"K00010.01",131.687,384,1,934.6,0.0003616,45.4379562043796,0.0780473372781065
"FALSE POSITIVE",11913073,"K00011.01",134.189,358,1,-28.85,0.004598,37.006711409396,-15.3190661478599
"CANDIDATE",5812701,"K00012.01",146.596,75,1,381.1,-0.0009708,74.1630434782609,1.1818407960199
"CANDIDATE",9941662,"K00013.01",132.912,761,1,0,0,20.5575620767494,0
"FALSE POSITIVE",7684873,"K00014.01",133.216,454,1,148,5.322e-05,23.7941176470588,29.9050279329609
"FALSE POSITIVE",3964562,"K00015.01",132.247,354,1,-597.3,0,20.876213592233,925.553319919517
"FALSE POSITIVE",9110357,"K00016.01",131.618,1499,1,-337.2,0.06975,23.9285714285714,1002.48962655602
"CANDIDATE",10874614,"K00017.01",134.425,335,1,1599,0.0008648,49.9115044247788,7.47826086956522
"CANDIDATE",8191672,"K00018.01",133.547,378,1,1196,-0.000686,50.32,4.90205562273277
"FALSE POSITIVE",7255336,"K00019.01",131.521,1110,1,583.2,-2.683e-05,45.3868613138686,9.66807610993658
"CANDIDATE",11804465,"K00020.01",135.506,238,1,1816,8.806e-05,46.1472868217054,-0.19109375
"FALSE POSITIVE",10125352,"K00021.01",134.839,313,1,270.5,-0.00363,36.2386363636364,-48.288
"CANDIDATE",9631995,"K00022.01",137.793,169,1,1039,0.0009601,71.0952380952381,9.80446927374302
"FALSE POSITIVE",9071386,"K00023.01",132.17,284,1,1639,-1.322e-05,45.4642857142857,-0.624413145539906
"FALSE POSITIVE",4743513,"K00024.01",133.419,641,1,-46.94,0.008371,36.4940476190476,168.581081081081
"FALSE POSITIVE",10593759,"K00025.01",132.877,430,1,459.1,-8.061e-05,30.4780487804878,-0.0629857142857143
"FALSE POSITIVE",5021737,"K00026.01",144.137,74,1,55.31,-0.006092,33.5103092783505,0.161015625
"FALSE POSITIVE",3832716,"K00027.01",131.517,0,0,0,0,32.7553191489362,0
"FALSE POSITIVE",4247791,"K00028.01",133.289,654,1,1778,0.02054,28.4759615384615,2.34146341463415
"FALSE POSITIVE",6956014,"K00031.01",131.751,1443,1,19.36,3.581e-05,56.0821917808219,-1.18365384615385
"FALSE POSITIVE",5725087,"K00033.01",131.727,1824,1,5.037,-5.153e-05,36.4590163934426,2.89275362318841
"CANDIDATE",6521045,"K00041.01",135.763,104,1,42.84,-0.0001281,74.2051282051282,3.47882736156352
"CANDIDATE",6521045,"K00041.02",133.179,187,1,18.66,-5.996e-05,74.2051282051282,-0.165443037974684
"CANDIDATE",6521045,"K00041.03",153.985,35,1,12.28,-5.045e-05,74.2051282051282,-0.13504016064257
"CANDIDATE",8866102,"K00042.01",145.563,75,1,0,0.0001457,77.1927710843373,5.61915367483296
"FALSE POSITIVE",9025922,"K00043.01",131.805,119,1,-132.5,0.06295,0,270
"FALSE POSITIVE",8845026,"K00044.01",160.475,21,1,242.2,-0.001799,28.7832512315271,3.33114754098361
"FALSE POSITIVE",3742855,"K00045.01",135.982,212,1,160.7,-0.05663,0,17.6370656370656
"CANDIDATE",10905239,"K00046.01",132.568,386,1,188.3,-7.65e-05,49.7857142857143,-1.55282199710564
"CANDIDATE",10905239,"K00046.02",132.481,201,1,9.15,2.684e-05,49.7857142857143,0.603033838973162
"FALSE POSITIVE",7837302,"K00048.01",149.94,57,1,747.2,-0.0006494,28.6150234741784,0.0270126582278481
"CANDIDATE",9527334,"K00049.01",134.423,157,1,25.87,8.647e-06,50.4273504273504,1.38589211618257
"FALSE POSITIVE",6056992,"K00051.01",133.936,121,1,210,0.04291,0,2.89587073608618
"FALSE POSITIVE",3558981,"K00052.01",132.157,362,1,292.3,-0.003217,25.7684729064039,0
"FALSE POSITIVE",2445975,"K00053.01",131.593,391,1,295.4,-0.00428,0,4.14745762711864
"FALSE POSITIVE",8248939,"K00061.01",132.866,819,1,3.047,-0.0036,26.0705394190871,187.9375
"CANDIDATE",11554435,"K00063.01",140.106,144,1,87.36,-9.444e-05,50.2522522522523,0.314681440443213
"CANDIDATE",7051180,"K00064.01",132.178,687,1,127.8,7.244e-05,60.9425287356322,0.586787564766839
"FALSE POSITIVE",10620329,"K00066.01",132.313,1221,1,80.41,-2.884e-05,91.3010752688172,0
"FALSE POSITIVE",8669092,"K00068.01",131.872,1332,0,-1.906,-5.345e-05,33.2645502645503,-0.0824273858921162
"CANDIDATE",3544595,"K00069.01",134.926,284,1,157,1.635e-05,74.3157894736842,-1.07578947368421
"CANDIDATE",6850504,"K00070.01",138.608,123,1,136.2,-5.514e-05,50.1376146788991,-0.609411764705882
"CANDIDATE",6850504,"K00070.02",134.502,343,1,77.34,2.923e-05,50.1376146788991,0.856428571428571
"CANDIDATE",6850504,"K00070.03",164.727,16,1,43.06,0.0001024,50.1376146788991,0.495571095571096
"CANDIDATE",6850504,"K00070.04",135.93,196,1,13.11,2.47e-05,50.1376146788991,-0.295045592705167
"CANDIDATE",6850504,"K00070.05",135.213,60,1,10.78,-4.405e-05,50.1376146788991,0.555234657039711
"CANDIDATE",11904151,"K00072.01",138.678,26,1,60.5,6.128e-05,66.7764705882353,-0.329962546816479
"CANDIDATE",11904151,"K00072.02",131.579,1245,1,16.94,-2.284e-05,66.7764705882353,0.4192
"FALSE POSITIVE",6889235,"K00074.01",133.666,258,1,226.6,-4.611e-05,22.8918269230769,2.8278125
"CANDIDATE",7199397,"K00075.01",156.989,14,1,135.9,-0.0008328,74.7215189873418,9.68414154652687
"FALSE POSITIVE",9955262,"K00076.01",154.704,17,1,0,-0.0007428,33.7236180904523,-8.22627737226277
"FALSE POSITIVE",9552608,"K00080.01",135.408,147,1,180.9,-6.04e-05,24.0621301775148,-0.251337579617834
"FALSE POSITIVE",8823868,"K00081.01",155.009,58,1,507.8,-0.000332,24.1501210653753,4.82602118003026
"CANDIDATE",10187017,"K00082.01",134.755,84,1,95.97,-3.555e-05,50,0.385034013605442
"CANDIDATE",10187017,"K00082.02",134.081,126,1,32.49,1.449e-05,50,1.54204081632653
"CANDIDATE",10187017,"K00082.03",145.023,48,1,11.99,2.79e-05,50,0.125872801082544
"CANDIDATE",10187017,"K00082.04",132.918,182,1,10.86,2.566e-05,50,0.808620689655173
"CANDIDATE",10187017,"K00082.05",135.848,228,1,6.299,-2.593e-05,50,-1.09695290858726
"CANDIDATE",10187017,"K00082.06",147.38,53,1,4.401,-3.415e-05,50,-0.488732394366197
"CANDIDATE",2571238,"K00084.01",135.994,144,1,133.2,-1.688e-05,49.963963963964,0.436729222520107
"CANDIDATE",5866724,"K00085.01",132.04,232,1,116.3,-6.693e-05,71.8720930232558,0.511929824561404
"CANDIDATE",5866724,"K00085.02",133.501,576,1,51.26,-1.214e-05,71.8720930232558,0.519369369369369
"CANDIDATE",5866724,"K00085.03",137.991,131,1,34.9,-2.972e-05,71.8720930232558,0.383546798029557
"CANDIDATE",10593626,"K00087.01",133.691,4,1,21.11,-6.895e-05,67.2682926829268,-1.63146853146853
"FALSE POSITIVE",7700871,"K00088.01",133.883,520,1,-29.53,-0.0002737,37.1677419354839,-132.375
"CANDIDATE",8056665,"K00089.01",150.573,18,1,37.37,-5.856e-05,45.4965986394558,1.93680709534368
"CANDIDATE",8056665,"K00089.02",289.863,6,1,28.62,0.0001417,45.4965986394558,-1.17423312883436
"FALSE POSITIVE",9210823,"K00090.01",131.587,1616,1,-152.5,0,33.2114285714286,-846.043165467626
"CANDIDATE",7941200,"K00092.01",137.442,20,1,44.6,2.344e-06,45.5230769230769,-0.967849898580122
"CANDIDATE",6462863,"K00094.01",132.742,30,1,425.3,-0.0002888,45.7851851851852,8.36585365853658
"CANDIDATE",6462863,"K00094.02",161.237,11,1,109.7,-4.452e-05,45.7851851851852,2.22846715328467
"CANDIDATE",6462863,"K00094.03",138.009,57,1,89,-0.0001318,45.7851851851852,2.45982905982906
"CANDIDATE",6462863,"K00094.04",131.621,154,1,22.57,-2.14e-05,45.7851851851852,1.68763736263736
"CANDIDATE",5780885,"K00097.01",134.277,277,1,1366,-2.272e-05,77.3846153846154,3.64030612244898
"CANDIDATE",10264660,"K00098.01",138.088,198,1,410,-0.0002271,71.5955056179775,5.4271186440678
"CANDIDATE",4055765,"K00100.01",141.153,135,1,106.9,-1.491e-05,49.9097744360902,0.320961775585697
"CANDIDATE",8456679,"K00102.01",131.592,772,1,156.5,-0.001065,50.4473684210526,3.80434782608696
"FALSE POSITIVE",8456679,"K00102.02",132.28,292,1,11.09,-6.386e-05,50.4473684210526,0.0786907020872865
"CANDIDATE",2444412,"K00103.01",141.329,93,1,55.66,-0.0001361,50.4464285714286,0.580724450194049
"CANDIDATE",10318874,"K00104.01",132.491,540,1,189.9,3.93e-06,50.3157894736842,2.05822784810127
"CANDIDATE",8711794,"K00105.01",136.65,153,1,112,8.027e-05,45.6935483870968,0.048828541001065
"FALSE POSITIVE",10489525,"K00106.01",131.868,668,1,-189.4,0.03441,28.7692307692308,304.494773519164
"CANDIDATE",11250587,"K00107.01",134.024,184,1,73.29,-2.081e-05,74.1518987341772,0.677134146341463
"CANDIDATE",4914423,"K00108.01",142.177,84,1,68.56,-8.038e-05,75.3846153846154,-1.68736842105263
"CANDIDATE",4914423,"K00108.02",295.334,7,1,77.17,9.363e-05,75.3846153846154,-1.09207920792079
"FALSE POSITIVE",4752451,"K00109.01",132.866,172,1,-43.4,-0.006196,32.8191489361702,-21.0386965376782
"CANDIDATE",9450647,"K00110.01",135.216,138,1,94.93,4.615e-05,45.6985294117647,0.232572944297082
"CANDIDATE",6678383,"K00111.01",137.613,116,1,90.62,0.0001063,49.825,-2.13473684210526
"CANDIDATE",6678383,"K00111.02",167.578,25,1,60.02,6.937e-05,49.825,-1.29623493975904
"CANDIDATE",6678383,"K00111.03",132.713,52,1,59.93,3.642e-05,49.825,-2.73306772908367
"CANDIDATE",10984090,"K00112.01",134.101,29,1,63.74,7.995e-05,49.8547008547009,0.228571428571429
"CANDIDATE",10984090,"K00112.02",133.988,352,1,26.93,-5.047e-05,49.8547008547009,-1.33594202898551
"FALSE POSITIVE",6721123,"K00114.01",132.249,185,1,-22.76,-0.005549,50.2177419354839,48.8244766505636
"CANDIDATE",9579641,"K00115.01",133.145,244,1,94.55,-0.0001369,50.2521739130435,-1.22658823529412
"CANDIDATE",9579641,"K00115.02",131.879,181,1,24.94,6.1e-05,50.2521739130435,-1.43577405857741
"CANDIDATE",9579641,"K00115.03",132.662,357,1,7.629,-2.759e-06,50.2521739130435,0.396428571428571
"CANDIDATE",8395660,"K00116.01",136.279,101,1,45.45,0.0001081,50.034188034188,-0.449539406345957
"CANDIDATE",8395660,"K00116.02",151.935,29,1,38.07,0.0001199,50.034188034188,1.48115942028986
"CANDIDATE",8395660,"K00116.03",135.646,207,1,8.292,3.023e-05,50.034188034188,0.19109375
"CANDIDATE",8395660,"K00116.04",147.539,56,1,6.013,-0.0001016,50.034188034188,-0.588660714285714
"CANDIDATE",10875245,"K00117.01",138.779,72,1,46.7,0.000114,77.96,0.451599147121535
"CANDIDATE",10875245,"K00117.02",133.501,323,1,23.54,2.021e-05,77.96,0.440316205533597
"CANDIDATE",10875245,"K00117.03",133.704,193,1,26.76,-1.23e-05,77.96,-1.9020202020202
"CANDIDATE",10875245,"K00117.04",137.814,109,1,2.995,-1.84e-05,77.96,-0.319505494505494
"CANDIDATE",3531558,"K00118.01",138.681,53,1,29.71,0.0001512,67.2705882352941,-0.74784
"CANDIDATE",9471974,"K00119.01",141.912,29,1,93.52,-0.00188,63.2134831460674,3.68996960486322
"CANDIDATE",9471974,"K00119.02",312.675,7,1,27.89,-0.001,63.2134831460674,2.44166666666667
"CANDIDATE",11869052,"K00120.01",137.902,67,1,12.29,-0.0001147,20.25,3.29288025889968
"FALSE POSITIVE",3247396,"K00121.01",136.456,125,1,33.51,0.001113,49.6,-1.27476635514019
"CANDIDATE",8349582,"K00122.01",131.97,116,1,79.74,6.316e-05,67.1904761904762,-0.320855614973262
"CANDIDATE",5094751,"K00123.01",135.942,214,1,59.65,-4.27e-05,83.7323943661972,1.08228782287823
"CANDIDATE",5094751,"K00123.02",137.573,64,1,50.16,-7.224e-05,83.7323943661972,0.89020618556701
"CANDIDATE",11086270,"K00124.01",137.126,108,1,35.13,-4.62e-05,50.1623931623932,-0.89470802919708
"CANDIDATE",11086270,"K00124.02",142.819,44,1,33.97,6.819e-05,50.1623931623932,0.681702668360864
"CANDIDATE",11449844,"K00125.01",151.853,35,1,222.9,-0.0003218,50.5504587155963,0.0327541899441341
"FALSE POSITIVE",5897826,"K00126.01",134.679,42,1,173.9,-0.0004284,50.042735042735,2.90095238095238
"CANDIDATE",5897826,"K00126.02",397.049,5,1,4.494,0.0002066,50.042735042735,0.520873015873016
"CANDIDATE",8359498,"K00127.01",134.03,374,1,992.2,0.0002158,50.2181818181818,-0.570833333333333
"CANDIDATE",11359879,"K00128.01",136.329,274,1,1028,-0.002235,50.5871559633027,9.71657754010695
"CANDIDATE",11974540,"K00129.01",132.864,54,1,252.9,-0.0007078,7.46207865168539,5.71428571428571
"CANDIDATE",5297298,"K00130.01",155.297,39,1,681.5,0.000125,45.4,-0.0478093306288032
"CANDIDATE",7778437,"K00131.01",133.175,266,1,430.4,-0.0005156,27.9741379310345,-13.4152046783626
"FALSE POSITIVE",8892910,"K00132.01",132.952,129,1,417.7,0.00159,27.8520179372197,-0.871428571428571
"FALSE POSITIVE",11673674,"K00133.01",133.386,287,1,-11.14,-0.01577,33.2209944751381,-137.112676056338
"FALSE POSITIVE",9032900,"K00134.01",422.133,3,1,54.17,0.0002735,50.3166666666667,0.213973268529769
"CANDIDATE",9818381,"K00135.01",132.417,446,1,802.1,-0.0002718,41.8137931034483,-1.26569343065693
"FALSE POSITIVE",7601633,"K00136.01",131.732,42,1,146.4,0.0001242,50.3865546218487,0
"CANDIDATE",8644288,"K00137.01",143.013,93,1,228.9,0.0002559,47.8214285714286,0
"CANDIDATE",8644288,"K00137.02",135.409,175,1,219.8,0.0001639,47.8214285714286,0
"CANDIDATE",8644288,"K00137.03",133.511,355,1,31.05,-0.0001172,47.8214285714286,0
"FALSE POSITIVE",8506766,"K00138.01",140.767,27,1,214.2,-0.003826,22.7935483870968,-0.300487804878049
"CANDIDATE",8559644,"K00139.01",142.092,7,1,74.41,-0.0001367,45.5271317829457,0.496026490066225
"CANDIDATE",8559644,"K00139.02",134.67,402,1,20.26,7.537e-05,45.5271317829457,0.660044642857143
"FALSE POSITIVE",5130369,"K00140.01",137.172,69,1,-16.41,-0.009659,20.6659528907923,-103.182751540041
"CANDIDATE",12105051,"K00141.01",132.304,508,1,223.6,0.0001692,50.377358490566,1.34144144144144
"CANDIDATE",4649305,"K00143.01",140.337,58,1,108.8,0.0001295,26.0973782771536,0.466428571428571
"CANDIDATE",4180280,"K00144.01",133.091,259,1,118.9,-1.631e-05,49.57,6.64117647058824
"CANDIDATE",9904059,"K00145.01",158.078,10,1,26.13,-0.0004518,31.54375,-0.421602787456446
"FALSE POSITIVE",9048161,"K00146.01",137.342,155,1,-347.3,-0.05926,30.2705314009662,20.85625
"FALSE POSITIVE",1996679,"K00147.01",146.058,9,1,10.52,-0.01246,30.4356435643564,-21.7965023847377
"CANDIDATE",5735762,"K00148.01",135.015,140,1,87.6,-4.434e-05,50.4077669902913,-3.04822043628014
"CANDIDATE",5735762,"K00148.02",133.617,274,1,54.63,3.226e-05,50.4077669902913,-0.682407407407407
"CANDIDATE",5735762,"K00148.03",146.064,30,1,28.59,-0.0001775,50.4077669902913,-0.452836879432624
"CANDIDATE",3835670,"K00149.01",145.095,95,1,92.54,-2.098e-05,50.2086956521739,-0.187982832618026
"CANDIDATE",7626506,"K00150.01",134.007,162,1,71.45,0.0003416,50.009009009009,-2.32700729927007
"CANDIDATE",7626506,"K00150.02",143.832,46,1,49.34,0.0005166,50.009009009009,-2.04272727272727
"CANDIDATE",2307199,"K00151.01",132.831,100,1,54.33,0.0003652,30.4660194174757,0.357085020242915
"CANDIDATE",8394721,"K00152.01",158.746,27,1,81.27,-0.0006164,45.5735294117647,1.33497942386831
"CANDIDATE",8394721,"K00152.02",136.621,98,1,36.14,7.225e-05,45.5735294117647,0.8704
"CANDIDATE",8394721,"K00152.03",133.63,49,1,29.85,-8.218e-06,45.5735294117647,-0.179403973509934
"CANDIDATE",8394721,"K00152.04",139.544,17,1,8.224,0.0002121,45.5735294117647,-0.116194444444444
"CANDIDATE",12252424,"K00153.01",133.301,278,1,75.87,4.709e-05,50.2978723404255,-1.7769696969697
"CANDIDATE",12252424,"K00153.02",139.714,140,1,67.96,8.51e-05,50.2978723404255,-1.17964601769912
"CANDIDATE",8030148,"K00155.01",131.755,237,1,101.2,-0.000103,49.9652173913043,-0.791617933723197
"CANDIDATE",10925104,"K00156.01",142.706,114,1,75.76,-0.0006337,50.379746835443,6.73326248671626
"CANDIDATE",10925104,"K00156.02",134.997,160,1,40.85,-0.0002523,50.379746835443,2.37962962962963
"CANDIDATE",10925104,"K00156.03",134.986,239,1,27.92,-9.972e-05,50.379746835443,5.05032467532468
"CANDIDATE",6541920,"K00157.01",154.161,41,1,61.79,0.0002749,50.0619469026549,-1.57708333333333
"CANDIDATE",6541920,"K00157.02",138.177,99,1,57.86,0.0001231,50.0619469026549,-1.62002412545235
"CANDIDATE",6541920,"K00157.03",148.454,57,1,59.84,0.0002936,50.0619469026549,1.32647058823529
"CANDIDATE",6541920,"K00157.04",168.909,12,1,41.78,0.0002123,50.0619469026549,-0.342670157068063
"CANDIDATE",6541920,"K00157.05",131.666,28,1,28.9,0.0001472,50.0619469026549,-1.65116279069767
"CANDIDATE",6541920,"K00157.06",138.502,117,1,24.96,0.0001207,50.0619469026549,0.0462620689655172
"FALSE POSITIVE",10555375,"K00158.01",131.776,179,1,-18.5,0.002798,32.896174863388,40.1494396014944
"CANDIDATE",8972058,"K00159.01",136.739,147,1,48.83,-1.057e-05,50.2649572649573,0.0845103448275862
"CANDIDATE",8972058,"K00159.02",132.332,524,1,9.623,-3.242e-05,50.2649572649573,1.02322357019064
"CANDIDATE",6631721,"K00160.01",134.438,102,1,30.67,-0.001993,30.5023923444976,-8.95620437956204
"CANDIDATE",5084942,"K00161.01",133.211,433,1,117.3,4.776e-05,45.3545454545455,-0.235390199637024
"CANDIDATE",8107380,"K00162.01",142.209,96,1,60.54,7.939e-05,49.8965517241379,-1.57830188679245
"CANDIDATE",6851425,"K00163.01",139.754,120,1,53.18,0.0001603,50.2772277227723,-0.0214323258869908
"FALSE POSITIVE",5652237,"K00164.01",132.328,300,1,-32.64,-0.002663,31.2461538461538,-83.8588235294118
"CANDIDATE",9527915,"K00165.01",139.571,100,1,47.48,-0.0005696,50.5922330097087,1.03719008264463
"CANDIDATE",2441495,"K00166.01",138.462,107,1,36.66,0.0001245,50.5533980582524,1.90298507462687
"CANDIDATE",11666881,"K00167.01",134.606,272,1,61.35,2.635e-06,50.2903225806452,0.992214111922141
"CANDIDATE",11512246,"K00168.01",133.288,126,1,44.78,0,66.9883720930233,-0.0733227344992051
"CANDIDATE",11512246,"K00168.02",132.304,86,1,16.6,0,66.9883720930233,0.178861788617886
"CANDIDATE",11512246,"K00168.03",138.323,170,1,18.16,0,66.9883720930233,-0.0274108818011257
"FALSE POSITIVE",6185711,"K00169.01",139.43,90,1,-72.89,-0.003187,37.1483870967742,-178.862275449102
"FALSE POSITIVE",11044770,"K00170.01",144.298,72,1,-7.682,-0.003068,23.0951008645533,-24.3398692810458
"CANDIDATE",7831264,"K00171.01",137.16,225,1,58.6,-4.498e-05,45.0147058823529,1.48091216216216
"CANDIDATE",7831264,"K00171.02",144.442,98,1,16.44,-1.641e-05,45.0147058823529,-1.16058394160584
"CANDIDATE",8692861,"K00172.01",137.842,97,1,50.41,-2.721e-05,49.8849557522124,1.14351732991014
"CANDIDATE",8692861,"K00172.02",150.859,6,1,9.902,-0.0002438,49.8849557522124,0.493103448275862
"CANDIDATE",11402995,"K00173.01",138.966,130,1,46.89,-0.0001396,50.0438596491228,-1.85448916408669
"CANDIDATE",10810838,"K00174.01",144.837,19,1,27.51,-0.0002601,50.0208333333333,-0.693609022556391
"FALSE POSITIVE",8323753,"K00175.01",134.318,201,1,-1.38,-0.00253,33.2950819672131,-40.4684095860566
"CANDIDATE",6442377,"K00176.01",134.522,46,1,36.77,-2.005e-05,45.8333333333333,-1.12761276127613
"CANDIDATE",6803202,"K00177.01",143.598,65,1,25.96,-8.769e-05,50.0526315789474,-0.887425742574257
"FALSE POSITIVE",11455491,"K00178.01",135.164,223,1,-106,0.007375,36.4887640449438,255.64681724846
"CANDIDATE",9663113,"K00179.01",142.8,52,1,68.54,-0.0001572,50.2096774193548,1.88504577822991
"CANDIDATE",9663113,"K00179.02",306.512,4,1,24.87,-4.92e-05,50.2096774193548,-0.136704980842912
"CANDIDATE",9573539,"K00180.01",139.139,128,1,32.5,-2.201e-05,45.4193548387097,-2.05740740740741
"FALSE POSITIVE",12504988,"K00181.01",134.624,259,1,665.5,0.002842,27.9144144144144,0
"CANDIDATE",5376836,"K00182.01",133.318,306,1,393.3,8.307e-05,33.7542857142857,-0.94368932038835
"CANDIDATE",9651668,"K00183.01",133.355,501,1,1430,-0.001386,75.1486486486487,4.46965699208443
"FALSE POSITIVE",7972785,"K00184.01",133.567,188,1,801.6,0.00109,27.9739130434783,-1.20633608815427
"FALSE POSITIVE",4178389,"K00185.01",134.386,48,1,432.8,-0.009349,36.4906832298137,7.06844106463878
"CANDIDATE",12019440,"K00186.01",133.669,413,1,877.1,-0.0008932,66.9310344827586,-3.67291666666667
"FALSE POSITIVE",7023960,"K00187.01",151.529,42,1,640.9,-0.0006482,30.2211055276382,-0.14364238410596
"CANDIDATE",5357901,"K00188.01",133.509,356,1,925.8,-4.848e-05,63.0121951219512,0.706783369803063
"CANDIDATE",11391018,"K00189.01",148.091,35,1,556.5,-0.0003632,33.3716216216216,0.39864406779661
"FALSE POSITIVE",5771719,"K00190.01",139.304,84,1,252.4,2.5e-05,63.2,0.981292984869326
"CANDIDATE",5972334,"K00191.01",132.385,71,1,397.1,-0.0001327,50.2037037037037,1.35904761904762
"CANDIDATE",5972334,"K00191.02",132.512,426,1,34.96,1.011e-05,50.2037037037037,1.59056603773585
"CANDIDATE",5972334,"K00191.03",131.945,1324,1,15.17,7.048e-06,50.2037037037037,0.974715025906736
"CANDIDATE",5972334,"K00191.04",164.032,24,1,8.609,0.0004393,50.2037037037037,-0.102615803814714
"CANDIDATE",7950644,"K00192.01",137.022,128,1,647.2,0.0004139,74.3974358974359,0.0532793522267207
"FALSE POSITIVE",10799735,"K00193.01",157.35,36,1,423.5,0.0007782,27.9409090909091,0.86793893129771
"CANDIDATE",10904857,"K00194.01",133.224,435,1,347.2,0.000865,30.4577114427861,0.102035398230089
"CANDIDATE",11502867,"K00195.01",133.632,413,1,715.2,0.001059,74.2857142857143,1.85313725490196
"CANDIDATE",9410930,"K00196.01",131.614,725,1,1101,-0.000621,50.0619469026549,-2.05071090047393
"CANDIDATE",2987027,"K00197.01",133.839,78,1,394,-0.0001924,50.4183673469388,0.274166666666667
"FALSE POSITIVE",10666242,"K00198.01",153.327,17,1,219.5,-0.0004984,50.1858407079646,-0.119469387755102
"CANDIDATE",10019708,"K00199.01",134.213,413,1,691.5,0.002655,74.0875,2.11508620689655
"FALSE POSITIVE",10019708,"K00199.02",135.37,150,1,-74.55,-0.04034,74.0875,-7.7698275862069
"CANDIDATE",6046540,"K00200.01",134.346,184,1,493.5,-0.0005434,42.0555555555556,-0.872318339100346
"CANDIDATE",6849046,"K00201.01",133.336,313,1,790.9,0,50.2162162162162,1.3013986013986
"CANDIDATE",7877496,"K00202.01",133.023,773,1,761,-0.003873,49.9304347826087,-6.32270916334661
"CANDIDATE",10619192,"K00203.01",132.794,724,1,594.8,-0.01007,50.2142857142857,1.21536144578313
"CANDIDATE",9305831,"K00204.01",133.379,415,1,400.9,0.004011,50.5526315789474,5.60633484162896
"CANDIDATE",7046804,"K00205.01",142.174,111,1,409.4,-0.001331,33.0063291139241,6.73981900452489
"CANDIDATE",5728139,"K00206.01",131.982,253,1,334.2,-0.001888,77.219512195122,0.0577727272727273
"CANDIDATE",3762468,"K00208.01",131.707,354,1,220.6,-0.00131,25.9711934156379,-1.74247422680412
"CANDIDATE",10723750,"K00209.01",135.632,29,1,218.3,-0.0001567,50.1056910569106,-0.461254612546126
"CANDIDATE",10723750,"K00209.02",145.823,67,1,130.2,0.0002356,50.1056910569106,-0.873529411764706
"FALSE POSITIVE",10602291,"K00210.01",139.326,64,1,164.6,-0.0003883,28.6261682242991,0.790860215053763
"CANDIDATE",10656508,"K00211.01",136.015,10,1,96.48,0.001418,73.6962025316456,0.718727272727273
"CANDIDATE",6300348,"K00212.01",133.536,121,1,188.3,-0.000638,26.206008583691,-3.61975806451613
"FALSE POSITIVE",9164836,"K00213.01",170.84,30,1,1202,-0.0008935,33.35,-1.15050215208034
"CANDIDATE",11046458,"K00214.01",131.742,319,1,256.8,-0.001449,66.5975609756098,0.544212962962963
"FALSE POSITIVE",12508335,"K00215.01",155.207,33,1,130.1,0.002166,33.2369942196532,1.08142380422692
"CANDIDATE",6152974,"K00216.01",141.209,65,1,120.3,-0.0009789,61.0120481927711,2.10958904109589
"CANDIDATE",6152974,"K00216.02",132.529,173,1,10.25,-6.409e-06,61.0120481927711,2.33617021276596
"CANDIDATE",9595827,"K00217.01",133.415,341,1,718.9,0.0009357,45.8099173553719,2.07375271149675
"FALSE POSITIVE",9838975,"K00218.01",143.833,72,1,676.7,-0.0001226,33.2692307692308,0.172398190045249
"CANDIDATE",6305192,"K00219.01",132.469,169,1,201,0.0002142,50.0166666666667,-2.15727272727273
"CANDIDATE",7132798,"K00220.01",132.941,551,1,240.4,0.0002716,33.7228915662651,-0.0975909878682842
"CANDIDATE",7132798,"K00220.02",133.643,298,1,12.36,0.0001799,33.7228915662651,0.340066225165563
"CANDIDATE",3937519,"K00221.01",132.443,398,1,271.2,-5.973e-05,67.4,-1.40120481927711
"CANDIDATE",3937519,"K00221.02",134.033,209,1,7.426,0.0001177,67.4,-0.477
"CANDIDATE",4249725,"K00222.01",132.654,215,1,57.64,-0.0002413,9.14988814317673,1.54931506849315
"CANDIDATE",4249725,"K00222.02",143.561,94,1,26.57,-4.172e-05,9.14988814317673,-0.400425531914894
"CANDIDATE",4545187,"K00223.01",134.478,421,1,60.48,-0.0002351,33.3522012578616,0.740764331210191
"CANDIDATE",4545187,"K00223.02",147.033,28,1,19.86,0.0003081,33.3522012578616,1.37837078651685
"FALSE POSITIVE",5547480,"K00224.01",132.071,269,1,6.335,0.005859,28.7238095238095,23.4830917874396
