"koi_disposition","kepid","kepoi_name","tce_time0bk","tce_num_transits","tce_full_conv","tce_cap_stat","tce_fwm_pdeco","tce_steff_sn","tce_fwm_prao_sn"
"FALSE POSITIVE",5471059,"K03956.02",133.934,512,1,8.291,-4.041e-05,30.3516483516484,1.38759124087591
"FALSE POSITIVE",7458309,"K03957.01",131.896,2035,1,-2.144,0,33.6536312849162,0
"FALSE POSITIVE",7777372,"K03958.01",132.79,762,1,1.36,0.000311,33.4022346368715,1.14416961130742
"FALSE POSITIVE",9282769,"K03959.01",132.061,1010,1,-1.014,-0.0002531,33.7989417989418,0
"FALSE POSITIVE",7777416,"K03960.01",132.746,141,1,1.198,0.0001303,30.741935483871,0
"FALSE POSITIVE",7597005,"K03961.01",132.183,1898,1,-15.26,-0.001488,26.1336206896552,-19.2884615384615
"FALSE POSITIVE",5479717,"K03962.01",132.161,1631,1,-21.66,0.001132,28.9162011173184,361.497326203209
"FALSE POSITIVE",3764714,"K03963.01",134.032,165,1,13.62,-0.0004473,36.6497175141243,0.462191780821918
"FALSE POSITIVE",9957351,"K03964.01",131.894,272,1,141.9,-0.001338,27.8888888888889,0.0014390243902439
"FALSE POSITIVE",5385575,"K03965.01",141.539,112,1,0.3278,-0.001145,33.2898550724638,-7.2027972027972
"CANDIDATE",3732035,"K03966.01",153.906,11,1,13.57,-0.0002273,45.218045112782,-0.226609589041096
"FALSE POSITIVE",5385697,"K03967.01",141.504,112,1,3.411,-0.0001382,33.4023668639053,2.51566265060241
"FALSE POSITIVE",5385697,"K03967.02",133.94,114,1,0.1301,4.798e-05,33.4023668639053,2.32435897435897
"FALSE POSITIVE",8823833,"K03968.01",133.01,893,1,12.58,5.068e-05,37.1324503311258,4.00869565217391
"FALSE POSITIVE",5475494,"K03969.01",132.091,1818,1,10.54,-0.0007002,30.1184834123223,-7.82695652173913
"FALSE POSITIVE",9412445,"K03970.01",132.472,265,1,-15.29,-0.001743,67.7118644067797,-20.377969762419
"FALSE POSITIVE",6057684,"K03972.01",131.847,2465,1,-10.87,0,28.4218009478673,24.6637744034707
"FALSE POSITIVE",11568224,"K03973.01",132.024,1535,1,4.032,6.392e-06,30.2352941176471,0.639252336448598
"FALSE POSITIVE",7938883,"K03974.01",132.039,0,0,105.8,0,26.3378378378378,-0.000764161849710983
"CANDIDATE",9280239,"K03975.01",135.478,4,1,9.763,-0.001447,26.1071428571429,0.6971875
"FALSE POSITIVE",4544571,"K03976.01",132.093,520,1,-13.99,0.003222,30.5430107526882,-17.3047210300429
"FALSE POSITIVE",3245661,"K03977.01",132.168,1223,1,0,0,28.5190476190476,0
"FALSE POSITIVE",10090219,"K03978.01",133.527,476,1,-10.91,0.0005057,27.9400921658986,-4.42820512820513
"FALSE POSITIVE",9899217,"K03979.01",132.08,1007,1,-1.059,0.000216,28.6046511627907,7.41435562805873
"CANDIDATE",6750902,"K03980.01",131.737,1425,1,18.3,9.218e-05,37.0314465408805,0.00918248175182482
"FALSE POSITIVE",5895588,"K03981.01",132.174,1333,1,-29.28,0,30.2263157894737,-12.1444444444444
"FALSE POSITIVE",5303557,"K03982.01",133.085,260,1,-3.052,0.01169,0,-1.97961630695444
"FALSE POSITIVE",10227863,"K03983.01",135.013,213,1,0.1534,-0.0003312,36.8653846153846,4.86881720430108
"CANDIDATE",8036287,"K03984.01",132.806,925,1,9.132,1.971e-05,33.3647798742138,-0.212896174863388
"FALSE POSITIVE",9602562,"K03985.01",133.524,305,1,-1.019,1.788e-05,28.6057692307692,1.56039325842697
"FALSE POSITIVE",10668665,"K03986.01",137.75,116,1,-47.63,-0.002872,24.4329501915709,105.13698630137
"FALSE POSITIVE",10407020,"K03987.01",131.555,1440,1,-1.022,8.424e-05,24.5087719298246,-0.109378531073446
"FALSE POSITIVE",5385491,"K03988.01",141.564,112,1,-0.7031,-2.06e-05,33.4024390243902,0.500531914893617
"FALSE POSITIVE",5551504,"K03989.01",131.937,1108,1,3.765,0.0007341,30.5142857142857,-2.15563218390805
"FALSE POSITIVE",6421503,"K03990.01",131.912,482,1,-20.91,-0.002963,33.5796178343949,16.5722543352601
"CANDIDATE",10352333,"K03991.01",131.526,680,1,6.403,-8.311e-05,66.4939759036145,2.3515037593985
"FALSE POSITIVE",3228988,"K03992.01",132.251,1833,1,5.195,-5.783e-05,36.5,2.71428571428571
"FALSE POSITIVE",2970804,"K03993.01",131.661,1952,1,0,0.000854,0,5.19705882352941
"FALSE POSITIVE",7552701,"K03994.01",132.842,1015,1,-8.133,-0.000616,27.6666666666667,-16.1181556195965
"FALSE POSITIVE",7418173,"K03995.01",132.191,1716,1,24.86,0.0006222,30.2485875706215,-17.2397408207343
"FALSE POSITIVE",3228804,"K03996.01",132.231,1831,1,0.3754,-0.0001009,33.2168674698795,1.36117455138662
"FALSE POSITIVE",2442359,"K03997.01",131.754,2417,1,-6.319,-0.0005957,30.1882352941176,-9.4203821656051
"FALSE POSITIVE",7707742,"K03998.01",131.855,1029,0,0,0,22.7101910828025,0
"FALSE POSITIVE",2010191,"K03999.01",132.644,388,1,-8.562,-0.002572,74.1012658227848,3.50636363636364
"FALSE POSITIVE",5471675,"K04000.01",132.206,1399,1,0.1499,0.0001319,33.0909090909091,-7.43181818181818
"FALSE POSITIVE",9851943,"K04001.01",132.618,998,1,-1.397,0.0006595,33.3648648648649,3.49003516998828
"CANDIDATE",5773121,"K04002.01",131.601,1973,1,16.32,-0.0002217,62.8333333333333,0.137894736842105
"FALSE POSITIVE",2708420,"K04003.01",132.697,710,1,3.797,3.293e-05,67.5116279069767,3.54014598540146
"CANDIDATE",4814502,"K04004.01",135.577,209,1,4.272,-1.911e-05,67.3928571428571,0.351083591331269
"CANDIDATE",8142787,"K04005.01",210.117,8,1,5.105,0.0001514,67.0493827160494,-1.21827956989247
"FALSE POSITIVE",5471690,"K04006.01",141.519,112,1,0.08163,0,30.0090497737557,4.87409200968523
"CANDIDATE",8376848,"K04007.01",133.288,116,1,12.16,-0.0002551,27.5466666666667,1.87210526315789
"FALSE POSITIVE",5350447,"K04008.01",175.373,21,1,12.74,-0.002379,33.3583815028902,-1.58552875695733
"CANDIDATE",8934103,"K04009.01",296.033,8,1,9.241,-0.0001667,66.2289156626506,-0.68836291913215
"CANDIDATE",8934103,"K04009.02",190.131,18,1,2.91,-0.0001203,66.2289156626506,0.207415730337079
"FALSE POSITIVE",5288577,"K04010.01",131.825,626,1,5.04,0.0003329,28.1554621848739,4.55417406749556
"CANDIDATE",11969988,"K04011.01",132.029,611,1,14.13,0.0001282,37.1736526946108,-1.55833333333333
"FALSE POSITIVE",4832225,"K04013.01",132.404,1357,1,0,0,21.0311111111111,0
"CANDIDATE",9009953,"K04014.01",210.813,6,1,10.06,0.0005133,74.5384615384615,0.143872340425532
"CANDIDATE",8282846,"K04015.01",167.758,10,1,6.91,-0.000311,61.0120481927711,-0.41726618705036
"CANDIDATE",5938970,"K04016.01",195.627,8,1,11.52,-0.0004937,55.9156626506024,-0.83718791064389
"FALSE POSITIVE",8381693,"K04017.01",137.255,66,1,11.17,-4.423e-05,33.5359116022099,0.780111524163569
"FALSE POSITIVE",4929299,"K04018.01",132.082,999,1,16.27,0.0002026,30.4814814814815,2.00751879699248
"FALSE POSITIVE",7038096,"K04020.01",131.815,1178,1,0.7013,5.241e-05,28.5906976744186,0.252755905511811
"CANDIDATE",11967788,"K04021.01",133.123,182,1,13.6,4.338e-05,84.5,-0.29320987654321
"CANDIDATE",11967788,"K04021.02",132.454,261,1,8.174,8.105e-05,84.5,0.171792207792208
"CANDIDATE",7733731,"K04022.01",135.159,279,1,12.77,1.145e-05,33.5659340659341,-0.116081370449679
"FALSE POSITIVE",6862332,"K04023.01",222.24,11,1,-6.973,-0.005185,28.4851485148515,7.77654516640254
"CANDIDATE",10714072,"K04024.01",133.427,162,1,6.173,3.05e-05,33.7421383647799,-0.252113821138211
"FALSE POSITIVE",10992011,"K04025.01",132.375,1100,1,-8.203,0.00027,30.0178571428571,10.8867924528302
"FALSE POSITIVE",4067110,"K04026.01",132.237,1468,1,0,0,36.7277777777778,0
"FALSE POSITIVE",8694309,"K04027.01",131.93,1622,1,-24.87,0,33.3869047619048,-271.25
"FALSE POSITIVE",7818447,"K04028.01",131.598,1438,1,0,0,0,0
"FALSE POSITIVE",11569475,"K04029.01",132.772,1023,1,21.34,1.938e-05,25.4339622641509,2.91686746987952
"FALSE POSITIVE",9551430,"K04030.01",134.507,148,1,11.86,-0.000125,29.203125,0.15
"FALSE POSITIVE",3228986,"K04031.01",132.219,1834,1,-2.424,9.525e-05,71.7011494252873,3.75149700598802
"CANDIDATE",7100673,"K04032.01",134.219,341,1,10.52,-7.88e-06,50.2162162162162,1.30152905198777
"CANDIDATE",7100673,"K04032.02",132.427,246,1,9.979,-4.777e-05,50.2162162162162,-0.368406593406593
"CANDIDATE",7100673,"K04032.03",131.754,200,1,12.74,1.08e-05,50.2162162162162,0.204791154791155
"CANDIDATE",7100673,"K04032.04",132.87,407,1,8.579,-3.923e-05,50.2162162162162,0.935740072202166
"CANDIDATE",7100673,"K04032.05",135.236,137,1,8.167,-5.014e-05,50.2162162162162,0.20910447761194
"FALSE POSITIVE",4138557,"K04033.01",131.863,1346,1,0,0,36.2453987730061,0
"CANDIDATE",10089911,"K04034.01",138.243,157,1,13.05,6.808e-06,76.8658536585366,-1.15204081632653
"FALSE POSITIVE",10089911,"K04034.02",142.726,80,1,5.726,-0.0001049,76.8658536585366,-1.33384615384615
"FALSE POSITIVE",3247404,"K04035.01",136.478,52,1,-1.073,0.0005045,0,0.00483433734939759
"CANDIDATE",11415243,"K04036.01",211.438,9,1,5.34,-0.0001841,50.5052631578947,-0.107931034482759
"CANDIDATE",8264402,"K04037.01",271.352,7,1,11.84,1.656e-05,71.6627906976744,0.406
"FALSE POSITIVE",7773179,"K04038.01",133.298,632,1,-17.42,-0.0003386,28.6981132075472,4.48375451263538
"FALSE POSITIVE",11145831,"K04039.01",132.126,963,1,-29.21,-0.00841,28.6438356164384,-34.416
"FALSE POSITIVE",11444952,"K04040.01",132.168,1572,1,0,0,33.5481927710843,0
"FALSE POSITIVE",8647295,"K04041.01",132.38,1312,1,-10.99,0.00147,33.6111111111111,-15.3951527924131
"FALSE POSITIVE",3444098,"K04042.01",131.593,238,1,6.269,0.0002428,23.5505319148936,-6.46242774566474
"FALSE POSITIVE",5112567,"K04043.01",133.136,662,1,12.9,-0.0001691,23.9222614840989,-6.46634615384615
"FALSE POSITIVE",5201115,"K04044.01",131.829,626,1,11.84,-8.398e-05,30.2680412371134,0.774632352941176
"FALSE POSITIVE",2708203,"K04045.01",132.691,713,1,0.8459,-0.000127,33.3451776649746,3.25320512820513
"FALSE POSITIVE",4150496,"K04046.01",136.648,153,1,-1.619,-8.949e-05,30.3092783505155,-5.608
"FALSE POSITIVE",4150496,"K04046.02",134.294,152,1,-1.592,-0.0006275,30.3092783505155,-3.1664
"CANDIDATE",9655005,"K04047.01",132.598,975,1,13.6,3.022e-06,91.5348837209302,0.515036496350365
"FALSE POSITIVE",10272389,"K04048.01",133.095,300,1,14.72,8.973e-05,33.3544303797468,2.92508513053348
"FALSE POSITIVE",4679687,"K04049.01",132.448,1099,1,34.85,-0.003124,26.6274509803922,-9.11961722488038
"FALSE POSITIVE",7968683,"K04050.01",236.385,4,1,3.043,-0.003998,33.4964539007092,-1.48117647058823
"CANDIDATE",10360722,"K04051.01",238.767,6,1,8.642,-0.00176,63.2784810126582,-0.901553398058252
"FALSE POSITIVE",9091755,"K04052.01",132.323,1219,1,-21.85,0,33.5141242937853,6.81583198707593
"CANDIDATE",1718958,"K04053.01",132.919,950,1,11.65,8.461e-06,49.7899159663865,1.07286135693215
"CANDIDATE",6428794,"K04054.01",201.81,9,1,7.108,-0.0004264,50.2038834951456,1.3955223880597
"FALSE POSITIVE",3228825,"K04055.01",132.21,1832,1,-0.5791,4.533e-05,77.7590361445783,0.441589267285862
"CANDIDATE",4673628,"K04056.01",132.062,268,1,12.93,-9.376e-05,33.5542168674699,0.139707112970711
"FALSE POSITIVE",3757407,"K04057.01",132.054,117,1,-9.184,0.001866,33.4776119402985,33.2369942196532
"FALSE POSITIVE",4769931,"K04058.01",133.088,715,1,3.916,3.829e-05,33.6296296296296,0.645091514143095
"FALSE POSITIVE",9220612,"K04059.01",132.231,1365,1,-10.22,-0.0006097,33.8993710691824,8.37640449438202
"CANDIDATE",9086154,"K04060.01",224.991,7,1,9.774,7.83e-05,49.5641025641026,-0.221150793650794
"FALSE POSITIVE",6806695,"K04061.01",132.075,1566,1,-10.52,0.0001791,30.5449438202247,4.61057692307692
"FALSE POSITIVE",11858979,"K04062.01",131.782,29,1,15.92,-0.0008218,25.8838174273859,-2.54942528735632
"FALSE POSITIVE",5900390,"K04063.01",131.883,2142,1,-7.447,-9.306e-05,20.6702355460385,18.3070175438596
"FALSE POSITIVE",5444334,"K04064.01",131.83,1764,1,-6.979,-5.926e-05,30.3296703296703,0.948153214774282
"CANDIDATE",8686373,"K04066.01",145.694,11,1,6.385,0.000317,26.3198380566802,0.863730569948187
"CANDIDATE",5530112,"K04067.01",131.839,10,1,7.389,-0.0002436,26.2479674796748,-0.786378205128205
"CANDIDATE",6226908,"K04068.01",135.275,22,1,6.294,0.00102,30.5989010989011,0.42520325203252
"CANDIDATE",5906694,"K04069.01",144.179,102,1,3.243,-8.548e-05,33.25,1.34094955489614
"FALSE POSITIVE",10186945,"K04070.01",131.797,1683,1,11.49,0.0001075,30.4011976047904,0.531
"FALSE POSITIVE",2708286,"K04071.01",132.7,710,1,7.019,-0.0001721,72.2278481012658,2.65315852205006
"CANDIDATE",6755944,"K04072.01",131.804,1491,1,15.16,0,33.7292817679558,0.195327695560254
"FALSE POSITIVE",10419797,"K04073.01",169.192,13,1,10.19,-0.0001309,30.4205607476636,0.0623136246786632
"FALSE POSITIVE",7777471,"K04075.01",131.908,1523,1,2.231,-1.31e-05,33.3559322033898,-3.56862745098039
"CANDIDATE",9455677,"K04076.01",208.789,11,1,11.99,-6.06e-05,66.8625,0.390620031796502
"FALSE POSITIVE",7690855,"K04077.01",132.908,850,1,0,0,28.3422818791946,0
"FALSE POSITIVE",5649837,"K04078.01",132.045,2232,1,0,0,30.7208121827411,0
"FALSE POSITIVE",5036480,"K04080.01",132.511,1264,1,2.033,-0.0001916,33.3352601156069,-0.126238532110092
"FALSE POSITIVE",6592832,"K04082.01",132.101,1450,1,8.064,0.0002146,30.5223880597015,3.31845238095238
"FALSE POSITIVE",8524346,"K04083.01",133.01,303,1,12.04,-8.299e-05,33.344262295082,-5.38066465256798
"CANDIDATE",3937814,"K04084.01",213.399,7,1,7.87,-0.0005266,67.379746835443,-0.142832167832168
"FALSE POSITIVE",5041847,"K04085.01",132.091,983,1,0,0,33.3063583815029,0
"FALSE POSITIVE",3836558,"K04086.01",131.999,864,1,0.4167,-0.000133,33.625,1.92995689655172
"CANDIDATE",6106282,"K04087.01",215.524,10,1,7.828,-9.928e-05,50.4024390243902,1.54773790951638
"FALSE POSITIVE",4946584,"K04088.01",132.132,1472,1,10.27,0.0006188,30.2065727699531,-9.57979797979798
"FALSE POSITIVE",11972872,"K04089.01",131.605,2524,1,14.86,0.000105,32.9668874172185,0.188365243004418
"FALSE POSITIVE",9899233,"K04090.01",132.054,1009,1,4.959,-3.862e-05,28.9380952380952,-2.51162790697674
"CANDIDATE",3103227,"K04091.01",272.796,5,1,9.228,-0.0006637,77,-0.34974358974359
"CANDIDATE",4850961,"K04092.01",133.918,43,1,9.071,0.000762,26.0897959183674,-0.828969359331476
"FALSE POSITIVE",8521059,"K04093.01",131.815,2492,1,-13.3,-0.0003604,28.6147186147186,-12.6009501187648
"FALSE POSITIVE",8128247,"K04094.01",134.443,378,1,6.611,-4.547e-05,39.7083333333333,-1.63044871794872
"FALSE POSITIVE",6276994,"K04095.01",131.843,1209,1,-15.82,-0.0001271,28.4977168949772,2.12210526315789
"FALSE POSITIVE",9674564,"K04096.01",132.46,197,1,-15.21,0.001957,37.2894736842105,0
"CANDIDATE",5688683,"K04097.01",133.154,369,1,7.44,-1.148e-05,33.2290076335878,-2.58449074074074
"FALSE POSITIVE",5688683,"K04097.02",131.754,223,1,0.1137,-3.062e-05,33.2290076335878,-0.519470198675497
"CANDIDATE",8222627,"K04098.01",131.573,1190,1,4.403,0,33.4866666666667,1.01255411255411
"CANDIDATE",8951205,"K04099.01",132.806,267,1,5.155,0.0002491,33.5246913580247,0.950194552529183
"FALSE POSITIVE",5700900,"K04100.01",137.157,3,1,1.205,0.002163,28.4857142857143,-1.34812030075188
"FALSE POSITIVE",2708278,"K04102.01",132.711,710,1,-0.4145,0.0002772,62.9166666666667,-1.4572156196944
"CANDIDATE",3747817,"K04103.01",217.363,8,1,2.36,-0.001483,50.2190476190476,0.921451104100946
"CANDIDATE",3747817,"K04103.02",140.485,94,1,2.311,-0.0002189,50.2190476190476,1.38527607361963
"FALSE POSITIVE",11017094,"K04106.01",132.029,1515,1,0,0,33.5732484076433,0
"FALSE POSITIVE",9899065,"K04108.01",132.05,852,1,-0.4489,0.000485,28.9719101123596,-0.24018691588785
"CANDIDATE",7907808,"K04109.01",132.101,2037,1,8.472,5.618e-05,33.3422818791946,-0.463636363636364
"FALSE POSITIVE",5471792,"K04110.01",141.514,112,1,2.753,1.734e-05,28.4822335025381,3.7397504456328
"FALSE POSITIVE",2708343,"K04111.01",132.669,709,1,1.002,0.0003826,33.6541353383459,2.97714285714286
"FALSE POSITIVE",3348090,"K04112.01",132.904,553,1,-24.12,0.0006188,33.1683673469388,-45.0862068965517
"FALSE POSITIVE",9282762,"K04113.01",132.044,981,1,10.71,0.0001828,25.843220338983,2.9603305785124
"FALSE POSITIVE",3117046,"K04114.01",415.311,4,1,4.56,-0.0002866,30.7874396135266,-0.00880645161290322
"FALSE POSITIVE",6311520,"K04115.01",131.812,1446,1,5.218,-3.955e-05,32.2562814070352,2.8593984962406
"CANDIDATE",3955817,"K04117.01",135.037,319,1,6.266,0,62.6172839506173,-0.993630573248408
"FALSE POSITIVE",10661778,"K04118.01",131.825,715,1,5.449,0.002056,0,-1.48740399385561
"FALSE POSITIVE",5513857,"K04119.01",131.81,1376,1,-7.066,3.546e-05,33.3231707317073,-6.95392156862745
"CANDIDATE",9700449,"K04120.01",147.619,12,1,4.851,-5.904e-06,30.6844660194175,-0.366376811594203
"CANDIDATE",6349881,"K04121.01",319.731,7,1,9.412,0.0003743,61.3372093023256,0.712121212121212
"FALSE POSITIVE",9851970,"K04122.01",131.55,1002,1,-1.247,-4.443e-05,32.8807947019868,-3.88413361169102
"CANDIDATE",6140059,"K04123.01",137.932,28,1,3.954,-1.494e-05,30.0873786407767,0.723302752293578
"FALSE POSITIVE",9099950,"K04125.01",132.357,1213,1,6.748,-7.786e-05,36.8522727272727,-4.54829545454545
"CANDIDATE",9272070,"K04126.01",135.879,172,1,9.043,0.0002099,31.4771573604061,-0.691866028708134
"CANDIDATE",5088400,"K04127.01",139.733,127,1,8.197,0,66.8674698795181,0.211261538461538
"FALSE POSITIVE",4669402,"K04128.01",227.305,8,1,3.418,-0.006136,33.5586592178771,-3.35602094240838
"CANDIDATE",11970988,"K04129.01",133.054,579,1,6.662,2.942e-05,33.3757961783439,-0.0444987775061125
"FALSE POSITIVE",10858803,"K04130.01",132.338,1408,1,1.887,-2.081e-06,33.2447552447552,-1.43705463182898
"FALSE POSITIVE",6129694,"K04131.01",132.232,1439,1,12.59,6.966e-06,23.9847094801223,0.15890625
"FALSE POSITIVE",7601918,"K04133.01",131.674,2149,1,-15.1,0.0001722,33.1595744680851,-11.3333333333333
"FALSE POSITIVE",5386264,"K04135.01",134.009,113,1,-3.736,4.81e-05,33.7304964539007,-1.13942307692308
"CANDIDATE",7256914,"K04136.01",133.806,561,1,5.106,-0.0001011,67.1686746987952,0.92093023255814
"CANDIDATE",7256914,"K04136.02",134.22,282,1,4.295,2.026e-05,67.1686746987952,1.0392523364486
"FALSE POSITIVE",3542222,"K04137.01",131.903,2648,1,-19.8,0.001574,33.2032967032967,-42.1428571428571
"FALSE POSITIVE",4636565,"K04138.01",133.07,482,1,11.19,8.019e-05,30.4450549450549,2.93807106598985
"CANDIDATE",9956082,"K04139.01",134.707,356,1,10.76,1.508e-05,27.9464285714286,0.848648648648649
"FALSE POSITIVE",3241248,"K04141.01",131.694,1368,1,-3.418,0.0002986,36.9565217391304,-8.00277777777778
"FALSE POSITIVE",9716302,"K04142.01",132.038,480,1,2.116,-0.0007864,28.6815642458101,6.3695652173913
"FALSE POSITIVE",10294509,"K04143.01",132.514,573,1,4.467,0.0003526,33.5911949685535,1.30571428571429
"CANDIDATE",3112129,"K04144.01",132.171,1371,1,9.513,-7.641e-05,66.9325842696629,-0.0988522238163558
"CANDIDATE",3103212,"K04145.01",133.532,411,1,4.603,-2.725e-05,66.1860465116279,0.62958152958153
"CANDIDATE",10000941,"K04146.01",133.716,384,1,0.5548,-3.225e-05,33.2142857142857,-0.49320882852292
"CANDIDATE",10000941,"K04146.02",132.167,492,1,2.157,-5.626e-05,33.2142857142857,0.143508771929825
"FALSE POSITIVE",8029197,"K04147.01",132.372,619,1,13.92,2.336e-05,33.2443181818182,-2.6733606557377
"FALSE POSITIVE",12257886,"K04148.01",132.423,520,1,-0.9239,-0.0001639,30.655,0.989423076923077
"CANDIDATE",10875007,"K04149.01",140.149,111,1,6.704,4.84e-06,25.8189300411523,0.278360655737705
"CANDIDATE",10875007,"K04149.02",133.844,68,1,8.5,1.341e-06,25.8189300411523,-0.706802721088435
"CANDIDATE",11465651,"K04150.01",136.974,43,1,5.533,0.0002107,33.3541666666667,0.525989304812834
"FALSE POSITIVE",5217574,"K04151.01",132.228,1270,1,2.943,0.001095,28.2549019607843,-8.68831168831169
"CANDIDATE",7199060,"K04152.01",191.62,19,1,13.06,0.0001352,28.3714285714286,-1.15566037735849
"CANDIDATE",8439323,"K04153.01",134.677,296,1,11.43,0.0001428,33.5287356321839,0.234567474048443
"FALSE POSITIVE",5551228,"K04154.02",369.222,3,1,-3.735,-0.01366,30.6021505376344,11.9304812834225
"FALSE POSITIVE",5471271,"K04155.01",141.53,112,1,6.108,-0.00015,28.7142857142857,-4.8780487804878
"CANDIDATE",5881120,"K04156.01",135.316,277,1,9.733,1.423e-05,28.7238095238095,1.41798715203426
"CANDIDATE",4548098,"K04157.01",133.069,352,1,9.911,-3.055e-05,41.6241610738255,-1.36524590163934
"CANDIDATE",4548098,"K04157.02",133.404,247,1,5.28,4.135e-05,41.6241610738255,2.08628691983122
"FALSE POSITIVE",5306383,"K04158.01",131.776,1589,1,-4.567,-0.000195,33.3236994219653,0.965546218487395
"CANDIDATE",6607644,"K04159.01",132.168,1376,1,7.537,-3.458e-05,62.6024096385542,-0.523630136986301
"CANDIDATE",7610663,"K04160.01",133.984,446,1,1.338,-1.823e-05,37.3701298701299,-1.19348739495798
"FALSE POSITIVE",5565707,"K04161.01",131.852,1032,1,0.3611,0.0004611,26.0196078431373,-8.70074349442379
"FALSE POSITIVE",1293031,"K04162.01",132.552,1239,1,4.246,8.598e-06,32.5179487179487,0
"FALSE POSITIVE",6463499,"K04163.01",166.164,12,1,5.645,0.00139,31.4130434782609,-3.65775401069519
"FALSE POSITIVE",8254882,"K04164.01",132.119,1445,1,-9.414,0.0002717,26.1120689655172,11.3763837638376
"FALSE POSITIVE",6042031,"K04165.01",131.567,2484,1,8.93,-1.591e-05,30.6534090909091,-5.65365853658537
"CANDIDATE",4078311,"K04166.01",134.024,109,1,9.371,8.114e-05,28.7886597938144,0.6832
"FALSE POSITIVE",5475735,"K04167.01",134.153,446,1,-11.11,0.001152,33.3481012658228,8.54957160342717
"FALSE POSITIVE",9402583,"K04168.01",132.046,2438,1,2.005,-0.0003164,33.3841059602649,5.65615141955836
"CANDIDATE",7838675,"K04169.01",132.45,1329,1,0.1112,-1.151e-06,33.6352941176471,1.50642978003384
"FALSE POSITIVE",8700537,"K04170.01",158.91,31,1,-5.442,-0.001443,33.5659340659341,11.1888111888112
"FALSE POSITIVE",10858785,"K04171.01",132.351,1407,1,-2.236,0.0004364,30.43,1.89302325581395
"FALSE POSITIVE",9640907,"K04172.01",132.027,616,1,4.622,-0.0002609,23.8230769230769,-1.53622448979592
"FALSE POSITIVE",9490653,"K04173.01",131.852,1093,1,-3.075,-0.0007101,33.406976744186,18.0891089108911
"FALSE POSITIVE",3328027,"K04174.01",132.017,618,1,-1.678,0.0003796,29.0341463414634,2.93205128205128
"FALSE POSITIVE",9640931,"K04175.01",132.03,617,1,-1.316,0.001109,33.48125,-3.95130890052356
"FALSE POSITIVE",9640962,"K04177.01",132.034,1229,1,-1.953,0.0003253,33.2337662337662,-6.33168316831683
"CANDIDATE",5197233,"K04178.01",133.951,153,1,6.353,-0.0003627,30.4678899082569,1.67768595041322
"FALSE POSITIVE",10936786,"K04179.01",131.802,1872,1,-3.298,0.0001791,33.0340909090909,-6.1976401179941
"CANDIDATE",6938264,"K04180.01",132.305,1191,1,3.437,-0.0001493,28.4150943396226,-2.29838709677419
"FALSE POSITIVE",9899315,"K04181.01",132.1,1010,1,-0.6699,-7.721e-05,30.5979899497487,-5.56333830104322
"FALSE POSITIVE",9541089,"K04182.01",131.778,1996,1,0,0,36.36875,0
"FALSE POSITIVE",10858737,"K04183.01",132.329,1407,1,-2.899,6.2e-05,26.375,4.27755102040816
"CANDIDATE",6752002,"K04184.01",136.883,219,1,9.673,3.28e-05,33.496644295302,0.169153846153846
"CANDIDATE",7257966,"K04185.01",132.332,438,1,15.87,0.0001266,33.5670731707317,0
"FALSE POSITIVE",9406892,"K04186.01",132.725,608,1,-8.797,4.434e-05,33.2640449438202,15.3714285714286
"FALSE POSITIVE",3124598,"K04187.01",136.463,190,1,-2.235,0.0006921,28.6954545454545,-8.77884615384615
"CANDIDATE",6879171,"K04188.01",133.006,194,1,4.084,9.439e-05,30.0497512437811,0.0396901408450704
"CANDIDATE",9897364,"K04189.01",186.734,6,1,10.92,-0.0002961,26.0946502057613,0.386299212598425
"CANDIDATE",12505503,"K04190.01",132.91,396,1,8.698,2.407e-05,36.9038461538461,-0.0866030534351145
"FALSE POSITIVE",3548639,"K04191.01",136.949,100,1,10.25,-9.169e-05,30.4222222222222,2.20719178082192
"CANDIDATE",9828127,"K04192.01",147.794,72,1,10.79,0.0001252,67.1341463414634,0.30085
"CANDIDATE",9828127,"K04192.02",150.632,40,1,4.92,0.0001835,67.1341463414634,1.25511811023622
"CANDIDATE",9092496,"K04193.01",200.294,15,1,7.212,0.0003712,26.6045627376426,-1.03044496487119
"CANDIDATE",5644412,"K04194.01",132.483,740,1,5.817,0.0003623,27.7554347826087,-0.61
"FALSE POSITIVE",9959545,"K04195.01",132.08,1006,1,-1.932,5.16e-05,37.4144736842105,-0.262395209580838
"FALSE POSITIVE",8179190,"K04196.01",133.813,407,1,8.499,-2.022e-05,36.5056818181818,1.425
"FALSE POSITIVE",9777724,"K04197.01",132.044,851,1,5.779,0.0005495,24.2737642585551,0.756859504132231
"FALSE POSITIVE",9072639,"K04198.01",131.978,1132,1,6.198,1.322e-05,50.1416666666667,0.52156462585034
"CANDIDATE",5340878,"K04199.01",131.553,1914,1,9.323,-0.0001107,60.7380952380952,-0.193399339933993
"CANDIDATE",5084171,"K04202.01",165.484,9,1,10.56,-6.34e-05,33.2840909090909,0.605820895522388
"FALSE POSITIVE",3834317,"K04203.01",131.788,624,1,0,1.564e-05,20.3264705882353,0.747752808988764
"CANDIDATE",10593535,"K04204.01",134.892,64,1,10.91,3.568e-05,49.7521367521367,-1.14907407407407
"CANDIDATE",3450040,"K04205.01",131.647,1152,1,9.574,9.232e-05,61.2173913043478,-0.270541401273885
