"koi_disposition","kepid","kepoi_name","tce_plnt_num","tce_sradius","tce_fwm_stat","tce_fwm_pdeco"
"CANDIDATE",11446443,"K00001.01",1,0.964,2480.3,0.0007788
"CANDIDATE",10666592,"K00002.01",1,1.952,0,0
"CANDIDATE",10748390,"K00003.01",1,0.763,985.47,0.0008108
"CANDIDATE",3861595,"K00004.01",1,2.992,208.36,0.0001224
"CANDIDATE",8554498,"K00005.01",1,1.787,47.32,-0.0001082
"FALSE POSITIVE",3248033,"K00006.01",1,1.58,0,-0.003615
"CANDIDATE",11853905,"K00007.01",1,1.545,66.373,5.112e-05
"FALSE POSITIVE",5903312,"K00008.01",1,0.985,25285,-0.0004966
"FALSE POSITIVE",11553706,"K00009.01",1,2.348,311460,0.01866
"CANDIDATE",6922244,"K00010.01",1,1.451,96.827,0.0003616
"FALSE POSITIVE",11913073,"K00011.01",1,0.826,10818,0.004598
"CANDIDATE",5812701,"K00012.01",1,1.367,1550.1,-0.0009708
"CANDIDATE",9941662,"K00013.01",1,3.031,0,0
"FALSE POSITIVE",7684873,"K00014.01",1,2.234,1644,5.322e-05
"FALSE POSITIVE",3964562,"K00015.01",1,2.031,0,0
"FALSE POSITIVE",9110357,"K00016.01",1,3.325,900730,0.06975
"CANDIDATE",10874614,"K00017.01",1,1.291,1939.7,0.0008648
"CANDIDATE",8191672,"K00018.01",1,1.746,1052.3,-0.000686
"FALSE POSITIVE",7255336,"K00019.01",1,1.349,478.35,-2.683e-05
"CANDIDATE",11804465,"K00020.01",1,1.415,8.0673,8.806e-05
"FALSE POSITIVE",10125352,"K00021.01",1,2.002,18087,-0.00363
"CANDIDATE",9631995,"K00022.01",1,1.237,918.78,0.0009601
"FALSE POSITIVE",9071386,"K00023.01",1,1.47,48.07,-1.322e-05
"FALSE POSITIVE",4743513,"K00024.01",1,1.417,173010,0.008371
"FALSE POSITIVE",10593759,"K00025.01",1,1.181,11.039,-8.061e-05
"FALSE POSITIVE",5021737,"K00026.01",1,1.441,325400,-0.006092
"FALSE POSITIVE",3832716,"K00027.01",1,1.368,0,0
"FALSE POSITIVE",4247791,"K00028.01",1,1.51,454450,0.02054
"FALSE POSITIVE",6956014,"K00031.01",1,24.49,37.393,3.581e-05
"FALSE POSITIVE",5725087,"K00033.01",1,31.5,63.814,-5.153e-05
"CANDIDATE",6521045,"K00041.01",1,1.474,75.691,-0.0001281
"CANDIDATE",6521045,"K00041.02",2,1.474,19.441,-5.996e-05
"CANDIDATE",6521045,"K00041.03",3,1.474,3.2297,-5.045e-05
"CANDIDATE",8866102,"K00042.01",1,1.337,102.69,0.0001457
"FALSE POSITIVE",9025922,"K00043.01",1,1,60703,0.06295
"FALSE POSITIVE",8845026,"K00044.01",1,1.073,978.52,-0.001799
"FALSE POSITIVE",3742855,"K00045.01",1,1,147990,-0.05663
"CANDIDATE",10905239,"K00046.01",1,1.593,10.616,-7.65e-05
"CANDIDATE",10905239,"K00046.02",2,1.593,1.123,2.684e-05
"FALSE POSITIVE",7837302,"K00048.01",1,1.94,84.124,-0.0006494
"CANDIDATE",9527334,"K00049.01",1,0.951,3.3516,8.647e-06
"FALSE POSITIVE",6056992,"K00051.01",1,1,11958,0.04291
"FALSE POSITIVE",3558981,"K00052.01",1,0.821,0,-0.003217
"FALSE POSITIVE",2445975,"K00053.01",1,1,3147.9,-0.00428
"FALSE POSITIVE",8248939,"K00061.01",1,1.091,114340,-0.0036
"CANDIDATE",11554435,"K00063.01",1,0.886,19.576,-9.444e-05
"CANDIDATE",7051180,"K00064.01",1,2.426,15.203,7.244e-05
"FALSE POSITIVE",10620329,"K00066.01",1,2.622,0,-2.884e-05
"FALSE POSITIVE",8669092,"K00068.01",1,3.177,10.815,-5.345e-05
"CANDIDATE",3544595,"K00069.01",1,0.894,3.7848,1.635e-05
"CANDIDATE",6850504,"K00070.01",1,0.925,6.7293,-5.514e-05
"CANDIDATE",6850504,"K00070.02",2,0.925,4.8634,2.923e-05
"CANDIDATE",6850504,"K00070.03",3,0.925,6.1009,0.0001024
"CANDIDATE",6850504,"K00070.04",4,0.925,1.9557,2.47e-05
"CANDIDATE",6850504,"K00070.05",5,0.925,2.5751,-4.405e-05
"CANDIDATE",11904151,"K00072.01",1,1.044,3.3095,6.128e-05
"CANDIDATE",11904151,"K00072.02",2,1.044,8.3553,-2.284e-05
"FALSE POSITIVE",6889235,"K00074.01",1,1.941,37.419,-4.611e-05
"CANDIDATE",7199397,"K00075.01",1,2.499,456.59,-0.0008328
"FALSE POSITIVE",9955262,"K00076.01",1,2.909,337.25,-0.0007428
"FALSE POSITIVE",9552608,"K00080.01",1,3.294,9.2356,-6.04e-05
"FALSE POSITIVE",8823868,"K00081.01",1,2.533,366.39,-0.000332
"CANDIDATE",10187017,"K00082.01",1,0.741,2.4461,-3.555e-05
"CANDIDATE",10187017,"K00082.02",2,0.741,4.9411,1.449e-05
"CANDIDATE",10187017,"K00082.03",3,0.741,0.92504,2.79e-05
"CANDIDATE",10187017,"K00082.04",4,0.741,3.4636,2.566e-05
"CANDIDATE",10187017,"K00082.05",5,0.741,5.1481,-2.593e-05
"CANDIDATE",10187017,"K00082.06",6,0.741,1.3106,-3.415e-05
"CANDIDATE",2571238,"K00084.01",1,0.81,0.81473,-1.688e-05
"CANDIDATE",5866724,"K00085.01",1,1.424,51.847,-6.693e-05
"CANDIDATE",5866724,"K00085.02",2,1.424,4.6949,-1.214e-05
"CANDIDATE",5866724,"K00085.03",3,1.424,7.9844,-2.972e-05
"CANDIDATE",10593626,"K00087.01",1,0.886,5.7682,-6.895e-05
"FALSE POSITIVE",7700871,"K00088.01",1,0.815,17116,-0.0002737
"CANDIDATE",8056665,"K00089.01",1,1.79,9.5739,-5.856e-05
"CANDIDATE",8056665,"K00089.02",2,1.79,7.4855,0.0001417
"FALSE POSITIVE",9210823,"K00090.01",1,3.227,0,0
"CANDIDATE",7941200,"K00092.01",1,1.043,1.743,2.344e-06
"CANDIDATE",6462863,"K00094.01",1,1.331,627.03,-0.0002888
"CANDIDATE",6462863,"K00094.02",2,1.331,12.739,-4.452e-05
"CANDIDATE",6462863,"K00094.03",3,1.331,38.789,-0.0001318
"CANDIDATE",6462863,"K00094.04",4,1.331,6.8903,-2.14e-05
"CANDIDATE",5780885,"K00097.01",1,1.909,196.3,-2.272e-05
"CANDIDATE",10264660,"K00098.01",1,2.001,463.67,-0.0002271
"CANDIDATE",4055765,"K00100.01",1,3.079,0.79932,-1.491e-05
"CANDIDATE",8456679,"K00102.01",1,1.071,1267.8,-0.001065
"FALSE POSITIVE",8456679,"K00102.02",2,1.071,1.9814,-6.386e-05
"CANDIDATE",2444412,"K00103.01",1,0.899,8.1916,-0.0001361
"CANDIDATE",10318874,"K00104.01",1,0.761,8.0257,3.93e-06
"CANDIDATE",8711794,"K00105.01",1,0.967,3.5312,8.027e-05
"FALSE POSITIVE",10489525,"K00106.01",1,2.569,260510,0.03441
"CANDIDATE",11250587,"K00107.01",1,1.549,1.787,-2.081e-05
"CANDIDATE",4914423,"K00108.01",1,1.433,22.324,-8.038e-05
"CANDIDATE",4914423,"K00108.02",2,1.433,5.9908,9.363e-05
"FALSE POSITIVE",4752451,"K00109.01",1,1.183,30598,-0.006196
"CANDIDATE",9450647,"K00110.01",1,1.259,6.0119,4.615e-05
"CANDIDATE",6678383,"K00111.01",1,1.005,29.969,0.0001063
"CANDIDATE",6678383,"K00111.02",2,1.005,6.0328,6.937e-05
"CANDIDATE",6678383,"K00111.03",3,1.005,14.664,3.642e-05
"CANDIDATE",10984090,"K00112.01",1,1.022,2.7316,7.995e-05
"CANDIDATE",10984090,"K00112.02",2,1.022,9.4911,-5.047e-05
"FALSE POSITIVE",6721123,"K00114.01",1,1.958,18405,-0.005549
"CANDIDATE",9579641,"K00115.01",1,1.087,41.281,-0.0001369
"CANDIDATE",9579641,"K00115.02",2,1.087,9.496,6.1e-05
"CANDIDATE",9579641,"K00115.03",3,1.087,0.30643,-2.759e-06
"CANDIDATE",8395660,"K00116.01",1,1.012,6.2337,0.0001081
"CANDIDATE",8395660,"K00116.02",2,1.012,8.7925,0.0001199
"CANDIDATE",8395660,"K00116.03",3,1.012,1.134,3.023e-05
"CANDIDATE",8395660,"K00116.04",4,1.012,4.6789,-0.0001016
"CANDIDATE",10875245,"K00117.01",1,1.402,19.863,0.000114
"CANDIDATE",10875245,"K00117.02",2,1.402,2.3609,2.021e-05
"CANDIDATE",10875245,"K00117.03",3,1.402,5.8272,-1.23e-05
"CANDIDATE",10875245,"K00117.04",4,1.402,0.93065,-1.84e-05
"CANDIDATE",3531558,"K00118.01",1,1.317,14.747,0.0001512
"CANDIDATE",9471974,"K00119.01",1,2.057,581.21,-0.00188
"CANDIDATE",9471974,"K00119.02",2,2.057,65.825,-0.001
"CANDIDATE",11869052,"K00120.01",1,1.264,23.121,-0.0001147
"FALSE POSITIVE",3247396,"K00121.01",1,2.404,749.6,0.001113
"CANDIDATE",8349582,"K00122.01",1,1.411,11.938,6.316e-05
"CANDIDATE",5094751,"K00123.01",1,1.302,13.271,-4.27e-05
"CANDIDATE",5094751,"K00123.02",2,1.302,16.534,-7.224e-05
"CANDIDATE",11086270,"K00124.01",1,1.626,4.3278,-4.62e-05
"CANDIDATE",11086270,"K00124.02",2,1.626,3.9373,6.819e-05
"CANDIDATE",11449844,"K00125.01",1,0.879,7.5013,-0.0003218
"FALSE POSITIVE",5897826,"K00126.01",1,1.796,522.06,-0.0004284
"CANDIDATE",5897826,"K00126.02",2,1.796,5.221,0.0002066
"CANDIDATE",8359498,"K00127.01",1,0.994,35.218,0.0002158
"CANDIDATE",11359879,"K00128.01",1,0.978,2295.7,-0.002235
"CANDIDATE",11974540,"K00129.01",1,9.327,538.2,-0.0007078
"CANDIDATE",5297298,"K00130.01",1,1.786,3.1118,0.000125
"CANDIDATE",7778437,"K00131.01",1,1.307,1937.6,-0.0005156
"FALSE POSITIVE",8892910,"K00132.01",1,1.284,876.16,0.00159
"FALSE POSITIVE",11673674,"K00133.01",1,1.033,174120,-0.01577
"FALSE POSITIVE",9032900,"K00134.01",1,1.744,2.519,0.0002735
"CANDIDATE",9818381,"K00135.01",1,1.358,90.772,-0.0002718
"FALSE POSITIVE",7601633,"K00136.01",1,2.221,0,0.0001242
"CANDIDATE",8644288,"K00137.01",1,1.055,0,0.0002559
"CANDIDATE",8644288,"K00137.02",2,1.055,0,0.0001639
"CANDIDATE",8644288,"K00137.03",3,1.055,0,-0.0001172
"FALSE POSITIVE",8506766,"K00138.01",1,1.761,1302.3,-0.003826
"CANDIDATE",8559644,"K00139.01",1,1.235,2.1322,-0.0001367
"CANDIDATE",8559644,"K00139.02",2,1.235,9.9044,7.537e-05
"FALSE POSITIVE",5130369,"K00140.01",1,1.895,32118,-0.009659
"CANDIDATE",12105051,"K00141.01",1,0.899,13.214,0.0001692
"CANDIDATE",4649305,"K00143.01",1,1.333,4.8605,0.0001295
"CANDIDATE",4180280,"K00144.01",1,0.776,93.918,-1.631e-05
"CANDIDATE",9904059,"K00145.01",1,7.119,34.23,-0.0004518
"FALSE POSITIVE",9048161,"K00146.01",1,1.889,511660,-0.05926
"FALSE POSITIVE",1996679,"K00147.01",1,1.095,2563.1,-0.01246
"CANDIDATE",5735762,"K00148.01",1,0.873,20.21,-4.434e-05
"CANDIDATE",5735762,"K00148.02",2,0.873,1.9733,3.226e-05
"CANDIDATE",5735762,"K00148.03",3,0.873,7.0371,-0.0001775
"CANDIDATE",3835670,"K00149.01",1,1.412,0.30481,-2.098e-05
"CANDIDATE",7626506,"K00150.01",1,0.812,76.216,0.0003416
"CANDIDATE",7626506,"K00150.02",2,0.812,68.006,0.0005166
"CANDIDATE",2307199,"K00151.01",1,1.041,10.294,0.0003652
"CANDIDATE",8394721,"K00152.01",1,1.324,50.133,-0.0006164
"CANDIDATE",8394721,"K00152.02",2,1.324,3.1263,7.225e-05
"CANDIDATE",8394721,"K00152.03",3,1.324,0.081929,-8.218e-06
"CANDIDATE",8394721,"K00152.04",4,1.324,1.4301,0.0002121
"CANDIDATE",12252424,"K00153.01",1,0.693,6.0809,4.709e-05
"CANDIDATE",12252424,"K00153.02",2,0.693,4.1762,8.51e-05
"CANDIDATE",8030148,"K00155.01",1,1.173,16.094,-0.000103
"CANDIDATE",10925104,"K00156.01",1,0.54,328.19,-0.0006337
"CANDIDATE",10925104,"K00156.02",2,0.54,62.86,-0.0002523
"CANDIDATE",10925104,"K00156.03",3,0.54,51.71,-9.972e-05
"CANDIDATE",6541920,"K00157.01",1,1.046,20.155,0.0002749
"CANDIDATE",6541920,"K00157.02",2,1.046,14.103,0.0001231
"CANDIDATE",6541920,"K00157.03",3,1.046,37.246,0.0002936
"CANDIDATE",6541920,"K00157.04",4,1.046,6.8894,0.0002123
"CANDIDATE",6541920,"K00157.05",5,1.046,10.798,0.0001472
"CANDIDATE",6541920,"K00157.06",6,1.046,10.489,0.0001207
"FALSE POSITIVE",10555375,"K00158.01",1,2.097,5598.4,0.002798
"CANDIDATE",8972058,"K00159.01",1,1.171,0.10976,-1.057e-05
"CANDIDATE",8972058,"K00159.02",2,1.171,3.0176,-3.242e-05
"CANDIDATE",6631721,"K00160.01",1,1.178,1073.5,-0.001993
"CANDIDATE",5084942,"K00161.01",1,0.791,2.7279,4.776e-05
"CANDIDATE",8107380,"K00162.01",1,1.124,6.6374,7.939e-05
"CANDIDATE",6851425,"K00163.01",1,0.766,13.713,0.0001603
"FALSE POSITIVE",5652237,"K00164.01",1,1.985,6538.4,-0.002663
"CANDIDATE",9527915,"K00165.01",1,0.799,65.465,-0.0005696
"CANDIDATE",2441495,"K00166.01",1,0.795,10.212,0.0001245
"CANDIDATE",11666881,"K00167.01",1,1.378,1.4599,2.635e-06
"CANDIDATE",11512246,"K00168.01",1,1.518,0,0
"CANDIDATE",11512246,"K00168.02",2,1.518,0,0
"CANDIDATE",11512246,"K00168.03",3,1.518,0,0
"FALSE POSITIVE",6185711,"K00169.01",1,0.762,15275,-0.003187
"FALSE POSITIVE",11044770,"K00170.01",1,2.43,1589.4,-0.003068
"CANDIDATE",7831264,"K00171.01",1,1.439,5.1586,-4.498e-05
"CANDIDATE",7831264,"K00171.02",2,1.439,2.5204,-1.641e-05
"CANDIDATE",8692861,"K00172.01",1,0.943,2.7202,-2.721e-05
"CANDIDATE",8692861,"K00172.02",2,0.943,4.0392,-0.0002438
"CANDIDATE",11402995,"K00173.01",1,1.14,15.939,-0.0001396
"CANDIDATE",10810838,"K00174.01",1,0.701,4.6798,-0.0002601
"FALSE POSITIVE",8323753,"K00175.01",1,2.623,3986.3,-0.00253
"CANDIDATE",6442377,"K00176.01",1,1.518,2.6377,-2.005e-05
"CANDIDATE",6803202,"K00177.01",1,1.034,5.3282,-8.769e-05
"FALSE POSITIVE",11455491,"K00178.01",1,1.554,48226,0.007375
"CANDIDATE",9663113,"K00179.01",1,1.299,15.721,-0.0001572
"CANDIDATE",9663113,"K00179.02",2,1.299,0.18609,-4.92e-05
"CANDIDATE",9573539,"K00180.01",1,0.853,8.4361,-2.201e-05
"FALSE POSITIVE",12504988,"K00181.01",1,1.035,0,0.002842
"CANDIDATE",5376836,"K00182.01",1,0.878,187.36,8.307e-05
"CANDIDATE",9651668,"K00183.01",1,0.956,1374.6,-0.001386
"FALSE POSITIVE",7972785,"K00184.01",1,1.138,367.46,0.00109
"FALSE POSITIVE",4178389,"K00185.01",1,0.809,2455.3,-0.009349
"CANDIDATE",12019440,"K00186.01",1,1.013,301.11,-0.0008932
"FALSE POSITIVE",7023960,"K00187.01",1,0.993,18.044,-0.0006482
"CANDIDATE",5357901,"K00188.01",1,0.848,15.447,-4.848e-05
"CANDIDATE",11391018,"K00189.01",1,0.765,10.955,-0.0003632
"FALSE POSITIVE",5771719,"K00190.01",1,2.344,45.237,2.5e-05
"CANDIDATE",5972334,"K00191.01",1,0.887,49.784,-0.0001327
"CANDIDATE",5972334,"K00191.02",2,0.887,5.5433,1.011e-05
"CANDIDATE",5972334,"K00191.03",3,0.887,2.0725,7.048e-06
"CANDIDATE",5972334,"K00191.04",4,0.887,6.1626,0.0004393
"CANDIDATE",7950644,"K00192.01",1,1.373,52.731,0.0004139
"FALSE POSITIVE",10799735,"K00193.01",1,1.003,40.592,0.0007782
"CANDIDATE",10904857,"K00194.01",1,0.996,90.023,0.000865
"CANDIDATE",11502867,"K00195.01",1,0.903,182.31,0.001059
"CANDIDATE",9410930,"K00196.01",1,0.947,326.38,-0.000621
"CANDIDATE",2987027,"K00197.01",1,0.738,5.1144,-0.0001924
"FALSE POSITIVE",10666242,"K00198.01",1,0.955,7.2772,-0.0004984
"CANDIDATE",10019708,"K00199.01",1,1.691,1544.4,0.002655
"FALSE POSITIVE",10019708,"K00199.02",2,1.691,20245,-0.04034
"CANDIDATE",6046540,"K00200.01",1,1.498,75.591,-0.0005434
"CANDIDATE",6849046,"K00201.01",1,1.054,0,0
"CANDIDATE",7877496,"K00202.01",1,1.215,8257.7,-0.003873
"CANDIDATE",10619192,"K00203.01",1,1.018,13047,-0.01007
"CANDIDATE",9305831,"K00204.01",1,1.457,2741.2,0.004011
"CANDIDATE",7046804,"K00205.01",1,0.77,831.5,-0.001331
"CANDIDATE",5728139,"K00206.01",1,1.905,1426,-0.001888
"CANDIDATE",3762468,"K00208.01",1,1.172,233.34,-0.00131
"CANDIDATE",10723750,"K00209.01",1,1.406,5.5665,-0.0001567
"CANDIDATE",10723750,"K00209.02",2,1.406,17.067,0.0002356
"FALSE POSITIVE",10602291,"K00210.01",1,1.109,10.462,-0.0003883
"CANDIDATE",10656508,"K00211.01",1,1.28,18.179,0.001418
"CANDIDATE",6300348,"K00212.01",1,0.94,126.49,-0.000638
"FALSE POSITIVE",9164836,"K00213.01",1,0.872,660.4,-0.0008935
"CANDIDATE",11046458,"K00214.01",1,0.937,192.24,-0.001449
"FALSE POSITIVE",12508335,"K00215.01",1,0.94,84.145,0.002166
"CANDIDATE",6152974,"K00216.01",1,0.864,64.543,-0.0009789
"CANDIDATE",6152974,"K00216.02",2,0.864,10.788,-6.409e-06
"CANDIDATE",9595827,"K00217.01",1,0.887,240.37,0.0009357
"FALSE POSITIVE",9838975,"K00218.01",1,0.66,4.2019,-0.0001226
"CANDIDATE",6305192,"K00219.01",1,1.369,39.068,0.0002142
"CANDIDATE",7132798,"K00220.01",1,0.83,77.028,0.0002716
"CANDIDATE",7132798,"K00220.02",2,0.83,24,0.0001799
"CANDIDATE",3937519,"K00221.01",1,1.087,7.8146,-5.973e-05
"CANDIDATE",3937519,"K00221.02",2,1.087,2.6626,0.0001177
"CANDIDATE",4249725,"K00222.01",1,0.571,12.991,-0.0002413
"CANDIDATE",4249725,"K00222.02",2,0.571,0.44496,-4.172e-05
"CANDIDATE",4545187,"K00223.01",1,0.708,10.364,-0.0002351
"CANDIDATE",4545187,"K00223.02",2,0.708,6.7396,0.0003081
"FALSE POSITIVE",5547480,"K00224.01",1,0.973,4584.4,0.005859
"FALSE POSITIVE",5801571,"K00225.01",1,1.236,800.88,-0.001055
"CANDIDATE",5959753,"K00226.01",1,0.849,12.791,0.0002362
"CANDIDATE",3847907,"K00229.01",1,1.08,241.4,0.000767
"FALSE POSITIVE",3862246,"K00230.01",1,0.878,755.11,-0.002638
"FALSE POSITIVE",4043443,"K00231.01",1,0.675,1.3893,-0.0003026
"CANDIDATE",4833421,"K00232.01",1,1.191,0,0.0002824
"CANDIDATE",4833421,"K00232.02",2,1.191,0,1.418e-05
"CANDIDATE",4833421,"K00232.03",3,1.191,0,8.637e-05
"CANDIDATE",4833421,"K00232.04",4,1.191,0,3.759e-05
"CANDIDATE",4833421,"K00232.05",5,1.191,0,0.0001127
"FALSE POSITIVE",5023956,"K00233.01",1,0.793,838600,-0.2306
"CANDIDATE",8491277,"K00234.01",1,1.11,5.7437,0.0001132
"CANDIDATE",8107225,"K00235.01",1,0.804,48.832,-6.52e-05
"FALSE POSITIVE",8453211,"K00236.01",1,0.875,28963,0.05002
"CANDIDATE",8041216,"K00237.01",1,1.03,9.2736,5.715e-05
"CANDIDATE",7219825,"K00238.01",1,1.216,12.988,-0.0002136
"CANDIDATE",7219825,"K00238.02",2,1.216,1.0687,0.0001266
"CANDIDATE",7219825,"K00238.03",3,1.216,0.93513,-3.247e-05
"CANDIDATE",6383785,"K00239.01",1,1.216,834.49,0.001095
"CANDIDATE",6383785,"K00239.02",2,1.216,49.191,0.000182
"CANDIDATE",8026752,"K00240.01",1,1.049,6.1023,-0.0001089
"CANDIDATE",11288051,"K00241.01",1,0.651,3.702,-0.0001273
"CANDIDATE",11288051,"K00241.02",2,0.651,7.5035,-2.438e-05
"CANDIDATE",11288051,"K00241.03",3,0.651,2.4224,-6.079e-06
"FALSE POSITIVE",3642741,"K00242.01",1,0.92,201.86,-0.0005473
"FALSE POSITIVE",9592579,"K00243.01",1,1.03,0,0
"CANDIDATE",4349452,"K00244.01",1,1.258,418.51,1.748e-05
"CANDIDATE",4349452,"K00244.02",2,1.258,84.841,-3.298e-05
"CANDIDATE",8478994,"K00245.01",1,0.781,712.8,-0.0006645
"CANDIDATE",8478994,"K00245.02",2,0.781,4.1136,-2.097e-05
"CANDIDATE",11295426,"K00246.01",1,1.198,78.258,0.0001224
"CANDIDATE",11295426,"K00246.02",2,1.198,7.2546,1.555e-05
"CANDIDATE",11852982,"K00247.01",1,0.509,8.4895,-0.0001805
"CANDIDATE",5364071,"K00248.01",1,0.539,3.7709,1.155e-05
"CANDIDATE",5364071,"K00248.02",2,0.539,15.684,-0.0001929
"CANDIDATE",5364071,"K00248.03",3,0.539,0.80623,0.00012
"CANDIDATE",5364071,"K00248.04",4,0.539,0.56745,6.385e-05
"CANDIDATE",9390653,"K00249.01",1,0.369,251.48,0.001125
"CANDIDATE",9757613,"K00250.01",1,0.537,64.511,-0.0006605
"CANDIDATE",9757613,"K00250.02",2,0.537,18.476,0.0005987
"CANDIDATE",9757613,"K00250.03",3,0.537,10.893,-0.001088
"CANDIDATE",9757613,"K00250.04",4,0.537,3.3711,1.369e-05
"CANDIDATE",10489206,"K00251.01",1,0.508,831.35,0.003124
"CANDIDATE",10489206,"K00251.02",2,0.508,33.266,0.000733
"CANDIDATE",11187837,"K00252.01",1,0.516,59.108,0.001501
"CANDIDATE",11752906,"K00253.01",1,0.576,174.23,-0.001851
"CANDIDATE",11752906,"K00253.02",2,0.576,27.266,-0.0009121
"CANDIDATE",5794240,"K00254.01",1,0.568,34.742,0.001127
"CANDIDATE",7021681,"K00255.01",1,0.511,12.04,0.0005278
"CANDIDATE",7021681,"K00255.02",2,0.511,6.673,9.378e-05
"FALSE POSITIVE",7021681,"K00255.03",3,0.511,0.99501,5.038e-05
"FALSE POSITIVE",11548140,"K00256.01",1,0.439,1105.6,0.005516
"CANDIDATE",5514383,"K00257.01",1,1.193,25.041,1.996e-05
"FALSE POSITIVE",11231334,"K00258.01",1,3.131,782.97,-0.0004082
"FALSE POSITIVE",5790807,"K00259.01",1,2.49,144.92,0.0008155
"CANDIDATE",8292840,"K00260.01",1,1.297,2.771,2.98e-05
"CANDIDATE",8292840,"K00260.02",2,1.297,4.7726,2.496e-05
"CANDIDATE",8292840,"K00260.03",3,1.297,10.273,-4.803e-05
"CANDIDATE",5383248,"K00261.01",1,0.993,204.2,0.0003686
"CANDIDATE",11807274,"K00262.01",1,1.543,21.788,8.71e-05
"CANDIDATE",11807274,"K00262.02",2,1.543,0.42753,9.769e-06
"FALSE POSITIVE",10514430,"K00263.01",1,1.545,12.833,0.0001081
"FALSE POSITIVE",3097346,"K00264.01",1,1.651,68744,0.003282
"CANDIDATE",12024120,"K00265.01",1,1.334,0,0
"CANDIDATE",7375348,"K00266.01",1,1.292,4.5787,-3.581e-05
"CANDIDATE",7375348,"K00266.02",2,1.292,7.6745,5.644e-05
"CANDIDATE",3425851,"K00268.01",1,1.359,15.274,0.0002751
"CANDIDATE",7670943,"K00269.01",1,1.459,0,-9.293e-07
"CANDIDATE",6528464,"K00270.01",1,1.423,9.4789,-3.823e-05
"CANDIDATE",6528464,"K00270.02",2,1.423,2.9567,5.287e-06
"CANDIDATE",9451706,"K00271.01",1,1.352,117.85,-0.0001935
"CANDIDATE",9451706,"K00271.02",2,1.352,98.522,-0.0002452
"CANDIDATE",9451706,"K00271.03",3,1.352,19.896,-5.742e-05
"FALSE POSITIVE",5716763,"K00272.01",1,1.596,0.68604,-7.925e-06
"CANDIDATE",3102384,"K00273.01",1,1.08,26.212,0.0001089
"CANDIDATE",8077137,"K00274.01",1,1.613,0.84573,-1.238e-05
"CANDIDATE",8077137,"K00274.02",2,1.613,8.8319,5.213e-05
"CANDIDATE",10586004,"K00275.01",1,1.704,0.22686,7.346e-07
"CANDIDATE",10586004,"K00275.02",2,1.704,0.39487,-7.603e-06
"CANDIDATE",11133306,"K00276.01",1,1.171,16.238,5.465e-05
"CANDIDATE",11401755,"K00277.01",1,1.585,1.0135,-1.709e-05
"CANDIDATE",11401755,"K00277.02",2,1.585,10.053,-5.24e-05
"CANDIDATE",12314973,"K00279.01",1,1.573,1.2618,-2.576e-05
"CANDIDATE",12314973,"K00279.02",2,1.573,15.58,9.559e-05
"CANDIDATE",12314973,"K00279.03",3,1.573,0.16092,-3.869e-06
"CANDIDATE",4141376,"K00280.01",1,1.04,8.5338,-6.148e-05
"CANDIDATE",4143755,"K00281.01",1,1.36,0.5205,1.483e-05
"CANDIDATE",5088536,"K00282.01",1,1.137,0.63534,-7.086e-06
"CANDIDATE",5088536,"K00282.02",2,1.137,4.6845,2.572e-05
"CANDIDATE",5088536,"K00282.03",3,1.137,1.434,6.797e-05
"CANDIDATE",5695396,"K00283.01",1,1.016,9.4149,-6.445e-05
"CANDIDATE",5695396,"K00283.02",2,1.016,0.64293,-1.569e-05
"CANDIDATE",6021275,"K00284.01",1,1.101,29.364,5.608e-05
"CANDIDATE",6021275,"K00284.02",2,1.101,1.314,-3.597e-05
"CANDIDATE",6021275,"K00284.03",3,1.101,7.9644,1.642e-05
"CANDIDATE",6021275,"K00284.04",4,1.101,3.5754,0.0001461
"CANDIDATE",6196457,"K00285.01",1,1.67,3.6789,2.604e-05
"CANDIDATE",6196457,"K00285.02",2,1.67,9.0833,-3.191e-05
"CANDIDATE",6196457,"K00285.03",3,1.67,0.50074,-1.266e-05
"FALSE POSITIVE",8258171,"K00286.01",1,2.879,4804.4,-0.001516
"FALSE POSITIVE",8703887,"K00287.01",1,1.715,3883.5,-0.003541
"CANDIDATE",9592705,"K00288.01",1,2.086,25.01,6.366e-05
"CANDIDATE",10386922,"K00289.01",1,1.417,11.638,0.0002782
"CANDIDATE",10386922,"K00289.02",2,1.417,0.29585,-1.578e-05
"FALSE POSITIVE",10488450,"K00290.01",1,1.529,7416,-0.0003683
"CANDIDATE",10933561,"K00291.01",1,1.4,7.0274,-5.668e-05
"CANDIDATE",10933561,"K00291.02",2,1.4,1.4406,3.641e-05
"CANDIDATE",11075737,"K00292.01",1,0.966,11.838,-5.09e-05
"FALSE POSITIVE",11200415,"K00293.01",1,1.646,7429.9,0.0001715
"CANDIDATE",11259686,"K00294.01",1,1.363,19.373,-0.0002038
"CANDIDATE",11547513,"K00295.01",1,1.054,7.1522,6.342e-05
"CANDIDATE",11547513,"K00295.02",2,1.054,8.0986,-8.228e-05
"CANDIDATE",11802615,"K00296.01",1,1.088,1.7816,-3.641e-05
"CANDIDATE",11905011,"K00297.01",1,1.463,1.1446,2.3e-05
"CANDIDATE",12785320,"K00298.01",1,0.79,5.2283,0.0001147
"CANDIDATE",12785320,"K00298.02",2,0.79,3.4767,-0.000178
"CANDIDATE",2692377,"K00299.01",1,1.089,5.5637,1.991e-05
