"koi_disposition","kepid","kepoi_name","tce_plnt_num","tce_sradius","tce_fwm_stat","tce_fwm_pdeco"
"CANDIDATE",2443393,"K02603.01",1,1.502,6.8973,-3.829e-05
"CANDIDATE",9019191,"K02604.01",1,0.702,1.2483,-0.0002453
"FALSE POSITIVE",10407221,"K02605.01",1,0.663,88.878,0.0003102
"CANDIDATE",5095635,"K02607.01",1,1.193,10.566,-1.772e-05
"CANDIDATE",6269070,"K02608.01",1,2.232,5.2315,4.072e-05
"FALSE POSITIVE",6705137,"K02609.01",1,0.876,268.71,0.001283
"CANDIDATE",2305866,"K02610.01",1,2.517,3.6957,5.164e-05
"CANDIDATE",2305866,"K02610.02",2,2.517,0.42736,-2.848e-06
"FALSE POSITIVE",8885673,"K02611.01",1,0.764,2615.1,0.007445
"CANDIDATE",9602613,"K02612.01",1,0.961,21.978,-6.462e-05
"CANDIDATE",9602613,"K02612.02",2,0.961,3.153,-1.836e-05
"CANDIDATE",9712350,"K02613.01",1,0.813,7.8028,-0.001602
"CANDIDATE",5807769,"K02614.01",1,1.542,0,4.874e-06
"CANDIDATE",8025596,"K02615.01",1,0.959,2.3077,-0.0001742
"FALSE POSITIVE",5956787,"K02616.01",1,0.656,223.44,0.0001389
"CANDIDATE",4915638,"K02617.01",1,0.764,4.6004,-0.0002866
"FALSE POSITIVE",6351097,"K02618.01",1,0.911,168.51,-0.0005144
"CANDIDATE",8081905,"K02619.01",1,0.963,6.3484,0.0004145
"CANDIDATE",11465950,"K02620.01",1,0.806,1.0567,-0.0002048
"FALSE POSITIVE",9996632,"K02621.01",1,1.023,569.52,-0.001182
"FALSE POSITIVE",10527135,"K02622.01",1,0.847,2.7898,-8.844e-05
"CANDIDATE",10916600,"K02623.01",1,1.238,12.474,-5.751e-05
"CANDIDATE",10916600,"K02623.02",2,1.238,7.7298,4.751e-05
"CANDIDATE",8429314,"K02624.01",1,1.149,25.483,-0.001502
"CANDIDATE",9153570,"K02625.01",1,0.82,41.092,-0.001028
"CANDIDATE",11768142,"K02626.01",1,0.398,26.947,0.002144
"CANDIDATE",6124512,"K02627.01",1,2.605,2.3253,-8.566e-05
"CANDIDATE",10070468,"K02628.01",1,1.374,0.80066,-2.346e-05
"FALSE POSITIVE",10031656,"K02629.01",1,0.876,151.22,0.0007844
"CANDIDATE",7584650,"K02631.01",1,0.983,0.99752,-2.463e-05
"CANDIDATE",11337566,"K02632.01",1,1.994,3.3725,2.567e-05
"FALSE POSITIVE",11769801,"K02633.01",1,1.921,21.976,8.488e-05
"CANDIDATE",1995519,"K02634.01",1,0.763,0.81797,-0.0002866
"CANDIDATE",4914566,"K02635.01",1,2.164,9.4974,-6.725e-05
"CANDIDATE",6198182,"K02636.01",1,0.979,3.7033,2.109e-05
"CANDIDATE",9574179,"K02637.01",1,1.188,6.9814,3.871e-05
"CANDIDATE",6211812,"K02638.01",1,0.871,7.6246,-0.0003047
"CANDIDATE",11391755,"K02639.01",1,1.112,2.1452,-6.574e-05
"CANDIDATE",8894646,"K02641.01",1,1.082,3.4337,3.024e-05
"CANDIDATE",6933567,"K02643.01",1,0.788,6.8199,-0.0002855
"FALSE POSITIVE",9993529,"K02644.01",1,0.767,300.89,0.0009718
"FALSE POSITIVE",11303815,"K02645.01",1,1.009,229.02,0.0008739
"FALSE POSITIVE",6044553,"K02646.01",1,0.698,49.912,-0.0002379
"CANDIDATE",11962284,"K02647.01",1,0.87,9.7313,0.0005211
"FALSE POSITIVE",2573056,"K02648.01",1,1.519,544.3,-0.0007328
"CANDIDATE",6842682,"K02649.01",1,0.895,7.4402,-0.0002177
"CANDIDATE",8890150,"K02650.01",1,0.521,3.0663,0.0004648
"CANDIDATE",8890150,"K02650.02",2,0.521,3.6403,0.0003442
"FALSE POSITIVE",11752908,"K02651.01",1,0.714,143.73,-0.001842
"CANDIDATE",4346178,"K02652.01",1,1.087,6.646,-0.0003308
"FALSE POSITIVE",6525193,"K02653.01",1,1.023,73.293,-0.0001963
"CANDIDATE",9664142,"K02654.01",1,0.895,6.4752,0.0004239
"CANDIDATE",10018233,"K02655.01",1,0.961,1.9517,0.0001637
"CANDIDATE",8636539,"K02656.01",1,1.072,2.8884,-0.0001013
"CANDIDATE",9283156,"K02657.01",1,0.84,5.7939,-8.452e-06
"CANDIDATE",8547429,"K02658.01",1,1.083,27.856,-0.0003788
"FALSE POSITIVE",8803882,"K02659.01",1,2.46,2.4243,1.999e-05
"CANDIDATE",9893318,"K02660.01",1,1.065,3.4075,-0.0002559
"CANDIDATE",3426367,"K02662.01",1,0.433,4.9995,-0.0001399
"CANDIDATE",7762723,"K02663.01",1,0.816,3.4419,-5.875e-05
"CANDIDATE",5562090,"K02664.01",1,0.785,1.6165,0.0003202
"FALSE POSITIVE",12110786,"K02665.01",1,0.972,39.496,-6.619e-05
"CANDIDATE",5342061,"K02666.01",1,0.783,7.6134,-0.0009202
"FALSE POSITIVE",3654095,"K02667.01",1,0.955,113.86,0.0004873
"CANDIDATE",5513012,"K02668.01",1,0.913,2.2664,-3.857e-05
"FALSE POSITIVE",11761199,"K02669.01",1,0.845,234.66,-0.01269
"FALSE POSITIVE",8074805,"K02670.01",1,1.324,0.77716,0.0001946
"FALSE POSITIVE",2437505,"K02671.01",1,1,204.37,0.009177
"CANDIDATE",11253827,"K02672.01",1,0.945,1.4938,5.388e-06
"CANDIDATE",11253827,"K02672.02",2,0.945,1.2953,-1.775e-06
"FALSE POSITIVE",10747445,"K02673.01",1,0.884,2305.9,-0.01311
"CANDIDATE",8022489,"K02674.01",1,1.674,2.159,-7.532e-05
"CANDIDATE",8022489,"K02674.02",2,1.674,3.2018,3.494e-05
"CANDIDATE",8022489,"K02674.03",3,1.674,0.86859,3.161e-05
"CANDIDATE",5794570,"K02675.01",1,0.905,0,-3.027e-05
"CANDIDATE",5794570,"K02675.02",2,0.905,0,9.207e-07
"FALSE POSITIVE",5649325,"K02676.01",1,2.229,2053.4,-0.004604
"CANDIDATE",9958387,"K02677.01",1,1.853,1.7923,-0.0001591
"CANDIDATE",6779260,"K02678.01",1,0.831,0.65529,8.111e-06
"CANDIDATE",6779260,"K02678.02",2,0.831,11.485,2.657e-05
"CANDIDATE",6716021,"K02679.01",1,2.668,51.603,0.001034
"FALSE POSITIVE",8326342,"K02680.01",1,0.728,10.747,-0.0005387
"CANDIDATE",6878240,"K02681.01",1,0.757,178.78,0.006528
"CANDIDATE",6878240,"K02681.02",2,0.757,11.877,0.001433
"FALSE POSITIVE",2436378,"K02682.01",1,1,275.81,-0.01938
"CANDIDATE",7899070,"K02683.01",1,0.795,108.05,-0.002802
"FALSE POSITIVE",4035667,"K02684.01",1,3.169,4546.9,0.005673
"FALSE POSITIVE",9612825,"K02685.01",1,0.32,0,0
"CANDIDATE",7826659,"K02686.01",1,0.686,5.1575,0.0004017
"CANDIDATE",7202957,"K02687.01",1,0.902,0,0
"CANDIDATE",7202957,"K02687.02",2,0.902,0,0
"CANDIDATE",8892303,"K02688.01",1,0.591,43.507,-0.003672
"CANDIDATE",10265602,"K02689.01",1,0.812,7.9487,-0.002102
"CANDIDATE",5369827,"K02690.01",1,0.84,7.5621,0.000112
"CANDIDATE",4552729,"K02691.01",1,0.686,17.731,-0.0009382
"FALSE POSITIVE",2989706,"K02692.01",1,0.787,19.783,0.0004805
"CANDIDATE",5185897,"K02693.01",1,0.635,8.5214,-6.83e-05
"CANDIDATE",5185897,"K02693.02",2,0.635,0.40094,1.855e-05
"CANDIDATE",5185897,"K02693.03",3,0.635,13.397,8.16e-05
"CANDIDATE",9475552,"K02694.01",1,0.856,22.223,-0.0002104
"CANDIDATE",9475552,"K02694.02",2,0.856,6.3858,-2.214e-05
"CANDIDATE",5196864,"K02695.01",1,0.84,1.2619,-5.03e-05
"CANDIDATE",11071200,"K02696.01",1,2.704,1.8478,-6.327e-07
"CANDIDATE",11071200,"K02696.02",2,2.704,5.4161,0.0001309
"FALSE POSITIVE",6627507,"K02697.01",1,4.991,4876.7,0.005745
"CANDIDATE",5128673,"K02698.01",1,1.159,0.36093,6.099e-05
"CANDIDATE",6690836,"K02699.01",1,0.78,15.702,-0.0001709
"CANDIDATE",8639908,"K02700.01",1,0.533,159.58,-0.0002239
"FALSE POSITIVE",5481148,"K02701.01",1,0.936,292.82,-0.000225
"FALSE POSITIVE",6307063,"K02702.01",1,1.077,4802.6,-0.06095
"CANDIDATE",5871985,"K02703.01",1,0.637,2.9109,-0.0008157
"CANDIDATE",9730163,"K02704.01",1,0.18,0.52208,0.0006562
"CANDIDATE",9730163,"K02704.02",2,0.18,0.25284,7.836e-05
"CANDIDATE",11453592,"K02705.01",1,0.389,27.126,0.000332
"CANDIDATE",9697131,"K02706.01",1,1.885,0,0
"CANDIDATE",5480640,"K02707.01",1,1.152,15.187,-0.0006871
"CANDIDATE",5480640,"K02707.02",2,1.152,3.1022,3.302e-05
"CANDIDATE",5480640,"K02707.03",3,1.152,4.6822,0.0002242
"CANDIDATE",5175986,"K02708.01",1,0.704,21.835,-0.0002516
"FALSE POSITIVE",4180401,"K02709.01",1,0.856,2178.5,0.01285
"FALSE POSITIVE",6350476,"K02710.01",1,0.867,0,0
"CANDIDATE",5272233,"K02711.01",1,1.111,9.2365,1.946e-05
"CANDIDATE",5272233,"K02711.02",2,1.111,0.94867,-3.022e-05
"CANDIDATE",11098013,"K02712.01",1,1.337,27.299,-2.446e-05
"FALSE POSITIVE",5443604,"K02713.01",1,0.686,7119.2,0.04865
"CANDIDATE",12206313,"K02714.01",1,1.291,28.91,0.0002196
"CANDIDATE",12206313,"K02714.02",2,1.291,0.16698,-1.432e-05
"CANDIDATE",12206313,"K02714.03",3,1.291,4.5612,-0.0002319
"CANDIDATE",9837661,"K02715.01",1,0.503,48.035,0.00423
"CANDIDATE",9837661,"K02715.02",2,0.503,36,0.002034
"CANDIDATE",9837661,"K02715.03",3,0.503,3.5109,0.0007599
"CANDIDATE",9092504,"K02716.01",1,0.804,3.5745,0.0001288
"CANDIDATE",9092504,"K02716.02",2,0.804,6.1456,-0.0003302
"CANDIDATE",9467404,"K02717.01",1,1.413,8.1134,-1.929e-05
"FALSE POSITIVE",5308666,"K02718.01",1,78.87,35254,0.005387
"CANDIDATE",5184911,"K02719.01",1,0.823,1.1899,0.0001251
"CANDIDATE",5184911,"K02719.02",2,0.823,0.54469,-7.159e-05
"CANDIDATE",8176564,"K02720.01",1,1.432,31.355,-2.1e-05
"CANDIDATE",6587105,"K02721.01",1,1.072,2.1058,0.0002578
"CANDIDATE",7673192,"K02722.01",1,1.202,2.0893,3.469e-05
"CANDIDATE",7673192,"K02722.02",2,1.202,3.6921,-3.68e-05
"CANDIDATE",7673192,"K02722.03",3,1.202,14.273,-0.0001193
"CANDIDATE",7673192,"K02722.04",4,1.202,3.2594,-4.91e-05
"CANDIDATE",7673192,"K02722.05",5,1.202,2.8372,4.45e-05
"CANDIDATE",3346154,"K02723.01",1,0.946,7.998,0.0002113
"FALSE POSITIVE",5308387,"K02724.01",1,1.602,532.11,0.0003275
"FALSE POSITIVE",6233573,"K02725.01",1,2.667,77.191,-0.0002136
"FALSE POSITIVE",10363281,"K02726.01",1,2.628,0,0
"FALSE POSITIVE",4861527,"K02727.01",1,1.001,25361,0.03822
"CANDIDATE",4178606,"K02728.01",1,2.632,2.5118,-1.609e-05
"CANDIDATE",12008872,"K02729.01",1,1.116,1.9601,2.141e-05
"CANDIDATE",8415200,"K02730.01",1,1.289,1.0483,-1.439e-05
"FALSE POSITIVE",4072333,"K02731.01",1,0.865,656.23,0.002695
"CANDIDATE",9886361,"K02732.01",1,1.499,34.847,-8.222e-05
"CANDIDATE",9886361,"K02732.02",2,1.499,0.59621,1.188e-05
"CANDIDATE",9886361,"K02732.03",3,1.499,13.503,-0.0001551
"CANDIDATE",9886361,"K02732.04",4,1.499,4.9591,-3.738e-05
"CANDIDATE",5953297,"K02733.01",1,0.746,2.5845,-3.891e-05
"CANDIDATE",7659389,"K02734.01",1,0.885,7.5884,0.0004692
"CANDIDATE",9472074,"K02735.01",1,0.792,2.3411,8.577e-05
"CANDIDATE",10842192,"K02736.01",1,0.648,5.6998,0.0005989
"FALSE POSITIVE",6614629,"K02737.01",1,1.832,258.59,8.517e-05
"FALSE POSITIVE",6630943,"K02738.01",1,0.786,6218,-0.005575
"CANDIDATE",4831728,"K02739.01",1,1.174,0,0
"CANDIDATE",4831728,"K02739.02",2,1.174,0,0
"FALSE POSITIVE",3336765,"K02740.01",1,1.004,224.22,-0.0004434
"FALSE POSITIVE",5513893,"K02741.01",1,2.128,9.3204,3.368e-05
"CANDIDATE",5980208,"K02742.01",1,0.622,0,0
"CANDIDATE",8095441,"K02743.01",1,0.88,3.7834,-0.0001124
"CANDIDATE",5881813,"K02744.01",1,1.453,7.8572,0.0005884
"CANDIDATE",5881813,"K02744.02",2,1.453,3.8343,2.365e-05
"CANDIDATE",12456601,"K02745.01",1,0.916,0.21904,7.972e-05
"FALSE POSITIVE",5302643,"K02746.01",1,1.267,327.05,0.001665
"CANDIDATE",6586746,"K02747.01",1,0.817,1.3795,-6.78e-05
"CANDIDATE",9962455,"K02748.01",1,1.756,8.2733,0.0001022
"CANDIDATE",9962455,"K02748.02",2,1.756,1.3757,-1.643e-05
"FALSE POSITIVE",8687088,"K02749.01",1,1.763,995.49,-0.0001998
"CANDIDATE",3663173,"K02750.01",1,2.232,14.936,-0.0006146
"CANDIDATE",9881077,"K02751.01",1,0.674,19.346,0.001226
"FALSE POSITIVE",5717567,"K02752.01",1,1.274,625.6,-2.849e-05
"CANDIDATE",6265792,"K02753.01",1,1.297,3.3719,-4.064e-05
"CANDIDATE",10905911,"K02754.01",1,0.97,9.3701,-2.072e-05
"CANDIDATE",3545135,"K02755.01",1,0.933,3.7166,5.215e-05
"CANDIDATE",6964929,"K02756.01",1,1.07,13.085,-9.682e-05
"CANDIDATE",6432345,"K02757.01",1,0.885,3.7788,-0.0004802
"CANDIDATE",8703129,"K02758.01",1,5.949,2.1641,-6.475e-05
"CANDIDATE",11076400,"K02759.01",1,0.814,3.37,-5.792e-05
"CANDIDATE",7877978,"K02760.01",1,0.775,7.2224,-0.0005805
"FALSE POSITIVE",7903086,"K02761.01",1,0.86,2547.7,0.002696
"CANDIDATE",8210018,"K02762.01",1,0.659,4.56,-0.0005926
"FALSE POSITIVE",3834322,"K02763.01",1,0.708,2.7831,-0.0001166
"CANDIDATE",10073672,"K02764.01",1,0.559,44.926,0.000474
"FALSE POSITIVE",11188249,"K02765.01",1,1.748,9585.2,-0.004616
"FALSE POSITIVE",4677282,"K02766.01",1,4.315,10533,-1.702e-05
"FALSE POSITIVE",5097470,"K02767.01",1,1.132,797.62,-0.0005812
"FALSE POSITIVE",9692128,"K02769.01",1,1.081,51.328,0.0001602
"CANDIDATE",10917043,"K02770.01",1,0.624,13.489,0.0008591
"FALSE POSITIVE",11456382,"K02771.01",1,1.543,0,0
"FALSE POSITIVE",11966253,"K02772.01",1,0.843,513.27,-0.00103
"FALSE POSITIVE",3130548,"K02773.01",1,0.937,34.631,0.0004624
"FALSE POSITIVE",9593757,"K02774.01",1,1,0,0
"CANDIDATE",6346809,"K02775.01",1,0.901,3.2369,-0.0003892
"FALSE POSITIVE",4275117,"K02776.01",1,0.889,733.24,0.000357
"FALSE POSITIVE",6545051,"K02777.01",1,0.771,512.93,0.001498
"CANDIDATE",7769819,"K02778.01",1,0.901,8.0832,0.0002222
"CANDIDATE",11874577,"K02779.01",1,0.862,9.6445,2.927e-05
"CANDIDATE",12164564,"K02780.01",1,1.005,3.0668,0.0001584
"FALSE POSITIVE",8190354,"K02781.01",1,2.017,314.51,-0.0002257
"FALSE POSITIVE",10275805,"K02782.01",1,0.991,606.91,0.003674
"CANDIDATE",5709889,"K02783.01",1,0.519,235.65,0.0004701
"FALSE POSITIVE",3119256,"K02784.01",1,2.124,1017.7,0.0005738
"CANDIDATE",10001368,"K02785.01",1,1.116,4.9645,0.0001077
"CANDIDATE",9466429,"K02786.01",1,1.424,6.9051,-0.0001893
"FALSE POSITIVE",4365442,"K02787.01",1,2.498,9779.9,0.0003465
"FALSE POSITIVE",9943435,"K02788.01",1,0.812,191.52,0.0003453
"CANDIDATE",8885643,"K02789.01",1,0.906,7.0313,0.0001557
"CANDIDATE",5652893,"K02790.01",1,0.767,14.59,-8.411e-05
"CANDIDATE",11662184,"K02791.01",1,1.09,1.2334,-0.0001133
"CANDIDATE",11127479,"K02792.01",1,1.377,12.835,2.169e-05
"CANDIDATE",9823519,"K02793.01",1,0.444,5.9387,-0.0001293
"CANDIDATE",9823519,"K02793.02",2,0.444,7.2053,0.0006659
"FALSE POSITIVE",5428668,"K02794.01",1,0.91,784.41,0.002199
"FALSE POSITIVE",5041569,"K02795.01",1,1.1,200.91,0.0007482
"CANDIDATE",11246161,"K02796.01",1,0.988,2.6031,8.516e-05
"CANDIDATE",10604521,"K02797.01",1,1.084,41.354,-0.0003741
"CANDIDATE",6697756,"K02798.01",1,0.614,0.29565,1.382e-05
"FALSE POSITIVE",5649833,"K02799.01",1,1.159,71577,0.01539
"FALSE POSITIVE",10518399,"K02800.01",1,1.139,12.096,-0.0001286
"CANDIDATE",5905822,"K02801.01",1,1.467,3.9173,-1.508e-06
"CANDIDATE",5775129,"K02802.01",1,1.193,20.909,0.0003988
"CANDIDATE",9898447,"K02803.01",1,0.936,7.5914,1.482e-05
"FALSE POSITIVE",5307568,"K02804.01",1,1.07,1363.9,-0.001065
"CANDIDATE",11135308,"K02805.01",1,1.115,9.3431,-1.703e-05
"CANDIDATE",7047824,"K02806.01",1,0.804,5.325,-7.601e-05
"CANDIDATE",2985587,"K02807.01",1,1.282,7.2144,3.444e-05
"FALSE POSITIVE",3730335,"K02808.01",1,1.827,414.98,-0.0003903
"FALSE POSITIVE",7428316,"K02809.01",1,0.896,3446.8,0.008537
"FALSE POSITIVE",10275766,"K02810.01",1,1.198,57.145,0.0002607
"CANDIDATE",6370120,"K02811.01",1,0.689,0,0
"CANDIDATE",2442448,"K02812.01",1,1.03,7.3575,0.0002786
"CANDIDATE",11197853,"K02813.01",1,12.56,2.7615,-1.239e-05
"FALSE POSITIVE",4479633,"K02814.01",1,0.955,92.026,0.000367
"FALSE POSITIVE",9665922,"K02815.01",1,0.767,27.233,7.553e-05
"CANDIDATE",11283615,"K02816.01",1,0.808,0.11626,3.587e-05
"CANDIDATE",7605093,"K02817.01",1,0.75,13.794,0.0004475
"FALSE POSITIVE",4952341,"K02818.01",1,1.714,0,0
"FALSE POSITIVE",4270565,"K02819.01",1,0.932,4577.9,0.03848
"CANDIDATE",11963206,"K02820.01",1,0.893,5.8971,0.0001754
"CANDIDATE",4249611,"K02821.01",1,0.917,23.798,7.23e-05
"CANDIDATE",8263545,"K02822.01",1,0.865,0,-0.0007885
"FALSE POSITIVE",10341917,"K02823.01",1,0.815,65.067,0.0001176
"FALSE POSITIVE",3241604,"K02824.01",1,0.915,1083.5,0.01445
"FALSE POSITIVE",9591070,"K02825.01",1,1.125,0,0
"FALSE POSITIVE",8227661,"K02826.01",1,0.116,1012.7,-0.003117
"CANDIDATE",7428736,"K02827.01",1,0.818,0.35631,4.659e-05
"CANDIDATE",6436029,"K02828.01",1,0.833,3.4008,0.0003142
"CANDIDATE",6436029,"K02828.02",2,0.833,2.0595,-0.0009326
"CANDIDATE",6197215,"K02829.01",1,1.388,2.4293,-4.508e-05
"CANDIDATE",9244508,"K02830.01",1,3.086,4.4341,0.0001719
"FALSE POSITIVE",9692557,"K02831.01",1,2.286,774.08,-0.0002658
"CANDIDATE",9995402,"K02832.01",1,0.917,1.69,-3.882e-05
"CANDIDATE",9109857,"K02833.01",1,2.139,9.1618,-4.542e-05
"CANDIDATE",5609593,"K02834.01",1,0.675,4.6469,0.0009114
"CANDIDATE",5436338,"K02835.01",1,0.53,0.87646,4.584e-05
"CANDIDATE",11414465,"K02836.01",1,0.758,7.5947,-0.0002685
"CANDIDATE",11565924,"K02837.01",1,2.274,5.2181,-4.632e-05
"CANDIDATE",6607357,"K02838.01",1,1.104,11.538,-8.244e-05
"CANDIDATE",6607357,"K02838.02",2,1.104,11.715,6.54e-05
"CANDIDATE",6186964,"K02839.01",1,0.554,14.525,-0.0002936
"CANDIDATE",6467363,"K02840.01",1,0.848,7.029,-1.773e-05
"CANDIDATE",6467363,"K02840.02",2,0.848,3.5051,1.723e-05
"CANDIDATE",8758204,"K02841.01",1,0.874,5.7278,-0.0009958
"CANDIDATE",8733898,"K02842.01",1,0.328,15.234,0.002095
"CANDIDATE",8733898,"K02842.02",2,0.328,10.478,-0.001924
"CANDIDATE",8733898,"K02842.03",3,0.328,0.55191,-0.0005194
"FALSE POSITIVE",4858610,"K02844.01",1,0.872,1633.8,-0.002596
"CANDIDATE",10591855,"K02845.01",1,0.65,9.971,-8.706e-05
"FALSE POSITIVE",4832175,"K02846.01",1,0.638,438.86,0.001088
"FALSE POSITIVE",12935144,"K02847.01",1,0.843,312.82,-0.001245
"CANDIDATE",7749773,"K02848.01",1,1.458,11.531,-7.473e-05
"CANDIDATE",10064256,"K02849.01",1,0.9,16.543,-6.152e-05
"FALSE POSITIVE",4075015,"K02850.01",1,0.849,347.37,0.001384
"CANDIDATE",6697605,"K02851.01",1,0.966,28.685,-0.00025
"CANDIDATE",6697605,"K02851.02",2,0.966,15.779,-0.000123
"CANDIDATE",6294819,"K02852.01",1,0.961,49.883,0.0003817
"CANDIDATE",12602314,"K02853.01",1,0.849,6.0602,-0.0001774
"FALSE POSITIVE",5513866,"K02854.01",1,1,231.92,0.0001933
"CANDIDATE",4547603,"K02855.01",1,1.072,60.493,0.0003108
"CANDIDATE",5688910,"K02856.01",1,1.093,0.60369,0.000174
"CANDIDATE",6345732,"K02857.01",1,1.291,1.9619,7.766e-05
"CANDIDATE",6345732,"K02857.02",2,1.291,0.64199,-2.908e-05
"FALSE POSITIVE",6185496,"K02858.01",1,0.786,233.93,-0.001429
"CANDIDATE",10397751,"K02859.01",1,0.721,6.9869,-8.831e-05
"CANDIDATE",10397751,"K02859.02",2,0.721,1.7871,-3.557e-05
"CANDIDATE",10397751,"K02859.03",3,0.721,8.0321,0.0001111
"CANDIDATE",10397751,"K02859.04",4,0.721,9.2287,-7.882e-05
"CANDIDATE",10397751,"K02859.05",5,0.721,15.967,-0.0001238
"CANDIDATE",6606438,"K02860.01",1,1.024,8.9245,0.0003184
"FALSE POSITIVE",7815931,"K02861.01",1,1.023,91.184,-0.0008507
"CANDIDATE",6679295,"K02862.01",1,0.512,17.163,-0.001252
"FALSE POSITIVE",3241557,"K02863.01",1,0.904,103.77,-0.0003132
"FALSE POSITIVE",3957082,"K02864.01",1,5.544,3303,-0.001489
"CANDIDATE",8681833,"K02865.01",1,0.963,1.2289,-6.821e-05
"CANDIDATE",4138951,"K02866.01",1,1.086,0.84452,-1.924e-05
"FALSE POSITIVE",9899181,"K02867.01",1,0.714,10.23,-2.722e-05
"FALSE POSITIVE",9899181,"K02867.02",2,0.714,0.93154,-1.308e-05
"CANDIDATE",8884274,"K02868.01",1,0.817,0.10947,-7.532e-05
"CANDIDATE",7767162,"K02869.01",1,1.438,30.536,-0.0001067
"FALSE POSITIVE",4861791,"K02870.01",1,0.898,668.65,-0.003592
"CANDIDATE",10793172,"K02871.01",1,1.098,4.4548,-0.0001607
"CANDIDATE",10793172,"K02871.02",2,1.098,4.6865,4.264e-05
"FALSE POSITIVE",7136729,"K02872.01",1,0.784,16343,0.01189
"FALSE POSITIVE",6364276,"K02873.01",1,0.629,34.11,0.0001924
"CANDIDATE",9149789,"K02874.01",1,0.766,3.4523,9.164e-05
"FALSE POSITIVE",12170648,"K02875.01",1,0.782,0,-0.0002082
"FALSE POSITIVE",4367854,"K02876.01",1,0.738,3.2272,-4.388e-06
"FALSE POSITIVE",4367854,"K02876.02",2,0.738,3.0782,5.652e-05
"CANDIDATE",7019524,"K02877.01",1,0.955,4.0572,0.0001156
"CANDIDATE",5106313,"K02878.01",1,0.838,0.60196,-4.804e-05
"FALSE POSITIVE",7051984,"K02879.01",1,2.183,41.414,-4.272e-05
"CANDIDATE",9825174,"K02880.01",1,0.874,5.3718,-9.259e-05
"FALSE POSITIVE",7812455,"K02881.01",1,1.101,357.07,0.0004118
"FALSE POSITIVE",5642620,"K02882.01",1,0.614,62.417,-0.0004535
"FALSE POSITIVE",5642620,"K02882.02",2,0.614,1.753,-7.107e-05
"CANDIDATE",5209845,"K02883.01",1,0.659,16.238,0.001168
"FALSE POSITIVE",9652649,"K02884.01",1,0.833,395.48,-0.0004926
"FALSE POSITIVE",11100670,"K02885.01",1,0.71,136.23,-0.0008569
"CANDIDATE",6129524,"K02886.01",1,0.776,20.655,0.0003129
"FALSE POSITIVE",3859363,"K02887.01",1,1.002,9736.1,0.01945
"FALSE POSITIVE",12023078,"K02888.01",1,2.871,12161,0.0003573
"FALSE POSITIVE",6364162,"K02889.01",1,1.056,21.85,-0.0001581
"CANDIDATE",7463685,"K02890.01",1,0.906,4.7019,-0.0001598
"FALSE POSITIVE",10068024,"K02891.01",1,1.059,936.8,0.000425
"FALSE POSITIVE",9636563,"K02892.01",1,0.81,37948,0.04644
"FALSE POSITIVE",9520443,"K02893.01",1,0.747,3634.2,-0.002631
"CANDIDATE",6937402,"K02894.01",1,0.893,3.9632,-3.456e-05
"FALSE POSITIVE",5475641,"K02895.01",1,0.786,0,0
"FALSE POSITIVE",2853828,"K02896.01",1,1.508,0,0
"FALSE POSITIVE",5817986,"K02897.01",1,0.88,21176,0.0009066
"CANDIDATE",11129258,"K02898.01",1,0.994,0.34628,4.509e-05
"CANDIDATE",4939533,"K02899.01",1,0.86,9.3698,-0.0003309
"CANDIDATE",4846856,"K02900.01",1,0.769,6.9738,0.0006436
"FALSE POSITIVE",9366886,"K02901.01",1,0.618,446.06,-0.0009997
"FALSE POSITIVE",3657176,"K02903.01",1,1.017,562.17,0.005227
"CANDIDATE",3969687,"K02904.01",1,1.765,0.53624,-2.443e-05
"FALSE POSITIVE",9369366,"K02905.01",1,2.838,2201.1,0.0041
"CANDIDATE",6716545,"K02906.01",1,1.424,7.2334,-4.113e-05
"CANDIDATE",6716545,"K02906.02",2,1.424,17.264,-0.0001943
"CANDIDATE",6716545,"K02906.03",3,1.424,3.4058,9.184e-05
"FALSE POSITIVE",2708885,"K02907.01",1,0.862,370.6,0.0003899
"FALSE POSITIVE",6612284,"K02908.01",1,0.96,105.72,0.0003452
"FALSE POSITIVE",7461307,"K02909.01",1,0.907,255.52,-0.0003627
"CANDIDATE",4483138,"K02910.01",1,0.851,34.912,0.0005946
"FALSE POSITIVE",5471202,"K02911.01",1,0.991,14.878,0.0001794
"FALSE POSITIVE",9640439,"K02912.01",1,1.111,28.29,-0.0003627
"CANDIDATE",9693006,"K02913.01",1,1.331,4.4689,4.542e-06
"CANDIDATE",6837283,"K02914.01",1,2.566,24.404,-0.0001074
"CANDIDATE",5613821,"K02915.01",1,0.911,8.1214,7.598e-05
"FALSE POSITIVE",7269881,"K02916.01",1,0.741,8.6964,-1.005e-05
"FALSE POSITIVE",3228945,"K02917.01",1,1.067,17.631,-1.048e-05
"FALSE POSITIVE",7008149,"K02918.01",1,0.73,1082.4,0.001855
"CANDIDATE",10332213,"K02919.01",1,0.86,4.7975,0.0001535
"CANDIDATE",7090524,"K02920.01",1,1.176,7.9296,-0.0001666
"CANDIDATE",6842807,"K02921.01",1,0.8,5.1308,0.0002619
"FALSE POSITIVE",4381282,"K02922.01",1,0.63,223.22,0.001176
"CANDIDATE",9815053,"K02923.01",1,0.769,9.0793,-0.0002906
"CANDIDATE",7609553,"K02924.01",1,0.797,0,0
"CANDIDATE",7609553,"K02924.02",2,0.797,0,0
