"koi_disposition","kepid","kepoi_name","tce_incl","tce_impact","tce_slogg_prov","tce_albedo_stat","tce_fwm_pdeco","tce_ingress_sn"
"FALSE POSITIVE",5036966,"K05998.01",89.34,0.7103,7,1.942,-0.01559,1449.5437466452
"FALSE POSITIVE",5254230,"K05999.01",80.88,0.9999,7,0.9168,0.02687,83.3412434741338
"FALSE POSITIVE",5385139,"K06000.01",77.85,0.6412,7,1.372,-0.0004614,0.341723922548407
"FALSE POSITIVE",5385150,"K06001.01",75.18,0.7549,7,1.712,5.076e-05,0.45025641025641
"FALSE POSITIVE",5385269,"K06002.01",79.8,0.629,7,1.804,-2.384e-05,0.492347600518807
"FALSE POSITIVE",5385509,"K06003.01",62.93,0.9278,7,5.388,0.0002255,2.23870481927711
"FALSE POSITIVE",5385566,"K06004.01",62.03,0.931,7,4.236,-0.0001763,2.38875502008032
"FALSE POSITIVE",5385773,"K06005.01",77.54,0.7628,7,2.661,-0.0002772,0.620373808639683
"FALSE POSITIVE",5386163,"K06006.01",55.11,0.9561,5,1.623,-5.27e-05,1.50729335494327
"FALSE POSITIVE",5470960,"K06007.01",80.57,0.5442,7,0.9534,2.483e-05,0.218551587301587
"FALSE POSITIVE",5471068,"K06008.01",81.01,0.5693,7,1.301,0.0001077,0.312022745735175
"FALSE POSITIVE",5471192,"K06009.01",49.55,0.9741,7,2.289,-0.0001687,3.4781474233529
"FALSE POSITIVE",5471217,"K06010.01",48.41,0.9745,7,3.052,3.609e-06,3.70344827586207
"FALSE POSITIVE",5471769,"K06011.01",76.91,0.6713,7,1.742,8.643e-05,0.410498220640569
"FALSE POSITIVE",5471770,"K06012.01",38.71,0.986,7,2.295,-0.0001563,3.50912778904665
"FALSE POSITIVE",5556804,"K06013.01",47.34,0.9802,7,2.676,-0.0002931,12.4801587301587
"FALSE POSITIVE",5597970,"K06014.01",89.65,0.1191,13,2.884,-0.0004567,738.55331841909
"FALSE POSITIVE",5643492,"K06015.01",87.51,0.9998,7,1.413,0.005799,122.703894195445
"CANDIDATE",5795648,"K06016.01",83.4,0.9438,5,-0.2226,0.001845,3462.61581555699
"FALSE POSITIVE",5961350,"K06017.01",84.74,0.9572,18,0.6169,-0.000216,1404.12979351032
"FALSE POSITIVE",5979863,"K06018.01",89.03,0.5887,7,2.964,-0.001047,252.113016179667
"FALSE POSITIVE",6117415,"K06019.01",89,0.914,5,-1.845,0,2083.22001631765
"FALSE POSITIVE",6128027,"K06020.01",86.8,0.899,7,4.913,0.009437,1527.47137304339
"FALSE POSITIVE",6146418,"K06021.01",82.32,1,5,1.551,-0.02516,9.69424034131311
"FALSE POSITIVE",6150977,"K06022.01",75.97,0.9745,7,2.208,-0.03959,85.1102941176471
"FALSE POSITIVE",6182019,"K06023.01",86.12,0.564,7,2.326,-0.04061,382.66253869969
"FALSE POSITIVE",6191945,"K06024.01",86.78,1,7,0.7564,-0.0004811,5.92835641180012
"FALSE POSITIVE",6209347,"K06025.01",82.49,0.9,7,-1.655,-0.0007466,731.519810762862
"FALSE POSITIVE",6268722,"K06026.01",83.2,0.8989,5,-1.006,0.0002992,3343.40659340659
"FALSE POSITIVE",6301030,"K06027.01",88.84,0.4272,7,2.52,-0.293,881.156316916488
"FALSE POSITIVE",6606934,"K06028.01",89.39,0.9007,7,1.641,-0.005477,1656.03448275862
"FALSE POSITIVE",6614926,"K06029.01",89.45,0.06366,7,1.572,0.001187,767.437557816836
"FALSE POSITIVE",6628237,"K06030.01",84.75,0.8999,7,1.52,0.06882,1796.8458959394
"FALSE POSITIVE",6694186,"K06031.01",88.93,0.2191,7,2.959,0.00021,2185.69976279227
"FALSE POSITIVE",6934587,"K06032.01",80.71,0.7014,7,-19.54,0.0003989,180.007608902416
"FALSE POSITIVE",7219906,"K06033.01",88.38,0.9689,7,2.461,0.02219,105.46955624355
"FALSE POSITIVE",7257373,"K06034.01",89.57,0.1,13,0,-0.0007006,-1.488
"FALSE POSITIVE",7295570,"K06035.01",82.49,0.9001,7,1.007,-0.001652,186.064616582328
"FALSE POSITIVE",7362852,"K06036.01",89.34,0.1,7,0,0.0117,-1.426
"FALSE POSITIVE",7373877,"K06037.01",88.84,0.8539,7,0.662,-0.001939,0.158932102834542
"FALSE POSITIVE",7436177,"K06038.01",87.73,0.9009,7,2.617,0.04674,818.38905775076
"FALSE POSITIVE",7537945,"K06039.01",66.37,1,7,2.412,0.04487,2.15450186467768
"FALSE POSITIVE",7624297,"K06040.01",88.53,0.9041,7,5.905,-0.02533,2142.01680672269
"FALSE POSITIVE",7695093,"K06041.01",86.1,0.6061,7,2.324,-0.03478,1285.82866293034
"FALSE POSITIVE",7749318,"K06042.01",86,0.495,7,6.256,0.02106,879.440885264997
"FALSE POSITIVE",7777397,"K06043.01",84,0.8975,5,0.9929,-0.0001317,0.199303135888502
"FALSE POSITIVE",7830321,"K06044.01",83.21,0.8998,7,0.5632,-0.0002087,4.4750430292599
"FALSE POSITIVE",7841986,"K06045.01",82.19,0.9002,7,1.321,-0.02429,96.9387755102041
"FALSE POSITIVE",7877820,"K06046.01",82.41,1,7,2.414,-0.01598,29.5266272189349
"FALSE POSITIVE",7914906,"K06047.01",86.6,0.9998,7,-4.634,-0.0002238,822.029822029822
"FALSE POSITIVE",8019043,"K06048.01",83.22,0.7537,5,-56.68,0,2843.00184162063
"FALSE POSITIVE",8019043,"K06048.02",78.78,0.8887,5,-2.013,0,0.890981735159817
"FALSE POSITIVE",8023317,"K06049.01",87.07,0.7851,5,1.539,0.0006196,136.326530612245
"FALSE POSITIVE",8121067,"K06050.01",61.85,0.9533,7,-14.48,0.02606,580.423940149626
"FALSE POSITIVE",8153568,"K06051.01",88.7,0.1,7,0,0,-1.216
"FALSE POSITIVE",8167938,"K06052.01",83.55,0.9059,7,0.7926,2.842e-06,1.92017680707228
"FALSE POSITIVE",8167978,"K06053.01",87.16,0.9849,7,2.573,0.001301,167.007826610476
"FALSE POSITIVE",8168581,"K06054.01",72.4,0.9344,7,2.623,0,7.86157941437445
"FALSE POSITIVE",8230809,"K06055.01",87.14,0.2844,7,1.793,-0.002396,249.069709749442
"FALSE POSITIVE",8364115,"K06056.01",75.03,1,7,0.9368,0.0201,1.00954979536153
"FALSE POSITIVE",8458207,"K06057.01",90,0.0005095,7,0.7853,-0.006811,604.201050262566
"FALSE POSITIVE",8580438,"K06058.01",89.27,0.1559,7,2.413,0.01915,889.447236180905
"FALSE POSITIVE",8581232,"K06059.01",86.16,0.8142,7,8.965,0.03811,56.2117822520507
"FALSE POSITIVE",8655458,"K06060.01",64.75,0.8811,7,2.975,0.02241,108.186779866586
"FALSE POSITIVE",8695779,"K06061.01",84.58,0.9821,13,1.201,0.000191,202.442461249413
"FALSE POSITIVE",8953059,"K06062.01",89.43,0.09629,7,2.226,-9.027e-05,191.060926840743
"FALSE POSITIVE",9048145,"K06063.01",85.98,0.8298,7,2.007,-0.03478,3745.74515317449
"FALSE POSITIVE",9214712,"K06064.01",89.79,0.895,7,2.433,0.01362,445.019920318725
"FALSE POSITIVE",9214712,"K06064.02",89.81,0.8911,7,2.544,0.0008703,4.11869967193558
"FALSE POSITIVE",9214715,"K06065.01",89.84,0.6744,7,2.391,0.01387,18.0692640692641
"FALSE POSITIVE",9214715,"K06065.02",89.92,0.64,7,0.5389,-0.0003778,0.10336264873254
"FALSE POSITIVE",9221398,"K06066.01",87.85,0.9866,26,-2.564,-2.688e-06,989.189189189189
"FALSE POSITIVE",9411317,"K06067.01",89.15,0.4684,7,8.615,0.04605,21.8508936970837
"FALSE POSITIVE",9418619,"K06068.01",85.08,0.9896,7,-8.478,0,294.555160142349
"FALSE POSITIVE",9532123,"K06069.01",86.28,0.9066,7,3.192,0.0809,309.095823759968
"FALSE POSITIVE",9549471,"K06070.01",79.06,1,7,1.699,-0.09035,68.588847961387
"FALSE POSITIVE",9649222,"K06071.01",89.35,0.1663,7,2.144,0.0008589,395.779653487339
"FALSE POSITIVE",9664215,"K06072.01",81.75,0.9419,7,3.029,0.0002872,869.994799791992
"FALSE POSITIVE",9714358,"K06073.01",87.21,1,7,6.974,0.085,32.3827751196172
"FALSE POSITIVE",9851123,"K06074.01",85.82,0.5972,7,3.437,0,2.12562814070352
"FALSE POSITIVE",9966115,"K06075.01",88.14,0.5273,5,2.494,-0.007147,1431.73357480632
"FALSE POSITIVE",10026458,"K06076.01",76.94,1,7,1.065,-0.1184,1.06483516483516
"FALSE POSITIVE",10139305,"K06077.01",82.78,0.9005,7,2.557,-0.001018,0.575769380599922
"FALSE POSITIVE",10288922,"K06078.01",86.29,1,7,1.587,0.03404,2.11398090960135
"FALSE POSITIVE",10659313,"K06079.01",87.75,0.9923,7,-0.2771,-0.0003014,1631.89655172414
"FALSE POSITIVE",10710755,"K06080.01",87.59,0.4744,7,2.135,-0.004838,471.408647140865
"FALSE POSITIVE",10727668,"K06081.01",87.88,0.2182,7,2.073,0.0022,22.5255623721881
"FALSE POSITIVE",10735519,"K06082.01",55.8,0.9,58,0,1.36e-05,5.07184466019418
"FALSE POSITIVE",10935310,"K06083.01",86.38,0.8986,7,1.503,0.003704,1627.87978014267
"FALSE POSITIVE",11021252,"K06084.01",87.06,0.8984,7,0,-0.0005491,981.308411214953
"FALSE POSITIVE",11404644,"K06085.01",88.69,0.221,7,2.131,0.0005904,394.328922495274
"FALSE POSITIVE",11408935,"K06086.01",89,0.293,7,2.785,-0.0004595,255.075925609964
"FALSE POSITIVE",11519226,"K06087.01",87.95,1,5,1.643,4.572e-05,18.1323045500964
"FALSE POSITIVE",11756821,"K06088.01",80.31,0.8677,7,5.989,0,16.8593808280492
"FALSE POSITIVE",11769146,"K06089.01",89.98,0.1,7,0,0.04631,-4.071
"FALSE POSITIVE",11812199,"K06090.01",86.98,0.9996,7,1.576,-0.01512,142.283464566929
"FALSE POSITIVE",11826400,"K06091.01",87.62,0.4335,7,0.7475,0.006558,931.623931623932
"FALSE POSITIVE",12010534,"K06092.01",89.85,0.01493,7,2.37,0.002908,1123.41504649197
"FALSE POSITIVE",2019477,"K06093.01",84.52,0.7754,26,0.9814,-0.0002127,0.307036955078557
"CANDIDATE",2019477,"K06093.02",83.57,0.8501,26,1.164,0.0001974,0.485262116716123
"FALSE POSITIVE",2161623,"K06094.01",88.94,0.1,7,0,4.976,-1.251
"FALSE POSITIVE",2707097,"K06095.01",79.53,0.9009,15,0.1535,-0.002465,33.6758563074353
"FALSE POSITIVE",2719873,"K06096.01",89.14,0.5029,7,9.003,0.03406,613.500992720053
"FALSE POSITIVE",2997455,"K06098.01",71.84,0.9,58,0,0.001,41.4639475600874
"FALSE POSITIVE",3003991,"K06099.01",88.41,0.5327,7,3.568,-0.1539,532.757745048248
"FALSE POSITIVE",3229028,"K06100.01",45.92,0.9021,26,0.3471,-6.592e-05,0.269372822299652
"FALSE POSITIVE",3230787,"K06101.01",88.1,0.8015,5,-39.92,0.001305,5034.47324875896
"FALSE POSITIVE",3634051,"K06103.01",89.74,0.6908,5,1.301,8.254e-05,2.01446327683616
"CANDIDATE",3634051,"K06103.02",89.88,0.7275,5,0.5001,6.611e-05,0.105222968845449
"CANDIDATE",3761319,"K06104.01",84.88,0.8377,7,1.759,0.0006242,0.830358553151161
"FALSE POSITIVE",4035675,"K06107.01",84.57,0.918,7,-0.1218,0.02661,1055.92002499219
"FALSE POSITIVE",4144236,"K06109.01",89.29,0.7353,5,-8.005,0.02594,2543.18265343624
"FALSE POSITIVE",4150701,"K06110.01",85.81,0.8907,7,1.083,0.0008402,0.254219030520646
"FALSE POSITIVE",4285087,"K06112.01",83.32,0.6769,7,-1002,0.1534,5009.28936367859
"FALSE POSITIVE",4346875,"K06113.01",84.98,0.903,7,3.389,-0.004584,1419.83780411728
"FALSE POSITIVE",4459068,"K06114.01",88.35,0.9865,18,0.9447,8.081e-05,259.883829866966
"FALSE POSITIVE",4547480,"K06116.01",84.78,0.9432,7,4.349,0.0004204,44.5193370165746
"FALSE POSITIVE",4737267,"K06117.01",89.13,0.1,18,0,0.0005179,-1.956
"FALSE POSITIVE",4740676,"K06119.01",85.57,0.5147,5,0.4748,-0.000307,2468.52764094143
"CANDIDATE",4742420,"K06120.01",88.9,0.804,7,1.123,-0.001446,0.260166666666667
"FALSE POSITIVE",4826439,"K06121.01",88.46,0.1,18,0,-0.002704,-0.9221
"FALSE POSITIVE",4933476,"K06122.01",89.95,0.4218,7,0.3524,-2.974e-06,0.0717356687898089
"FALSE POSITIVE",4990977,"K06123.01",83.27,0.9006,7,2.41,-0.00504,1659.03582009157
"FALSE POSITIVE",5034333,"K06124.01",71.06,1,7,-3.294,-0.0002648,20.7383136740935
"FALSE POSITIVE",5039441,"K06125.01",89.33,0.1,7,0,0,-0.5907
"FALSE POSITIVE",5121173,"K06126.01",38.77,1,5,0.8544,0.0001251,51.5013648771611
"FALSE POSITIVE",5385548,"K06128.01",54.93,0.9633,7,2.315,0.0005191,6.71157596170892
"FALSE POSITIVE",5385778,"K06129.01",75.39,0.9985,58,0.461,0,36.066718386346
"CANDIDATE",5428657,"K06130.01",76.39,0.9273,7,1.287,0.0002608,0.453125
"CANDIDATE",5629353,"K06132.01",89.37,0.4108,7,2.044,0.0006163,3.84712482468443
"CANDIDATE",5629353,"K06132.02",83.14,0.8895,7,1.96,0.0003648,1.53231462925852
"CANDIDATE",5629353,"K06132.03",85.91,0.82,7,1.283,0.0005517,0.385677858053549
"FALSE POSITIVE",5738698,"K06134.01",88.97,0.1,7,0,0.02292,-1.189
"FALSE POSITIVE",5768927,"K06135.01",84.93,0.9064,7,0.2005,0.001666,2298.7436016752
"FALSE POSITIVE",5814635,"K06136.01",79.52,0.9264,7,2.289,0,0.632365875109938
"CANDIDATE",5816144,"K06137.01",87.08,0.7928,7,0.8366,-0.0002438,0.189535504538174
"FALSE POSITIVE",5816144,"K06137.02",82.36,0.8997,7,1.345,-0.0001721,0.346483016849425
"FALSE POSITIVE",5817566,"K06138.01",78.51,0.7672,7,-4.523,-0.01098,1485.08825319537
"FALSE POSITIVE",5952403,"K06139.01",60.72,0.9519,79,0,0,89.0909090909091
"FALSE POSITIVE",5955321,"K06140.01",89.7,0.1,7,0,0.06176,-1.162
"FALSE POSITIVE",6197038,"K06144.01",90,0.0001308,7,1.211,-0.005495,4729.70639032815
"CANDIDATE",6221385,"K06145.01",86.54,0.8927,7,1.561,0,0.712155020551967
"CANDIDATE",6221385,"K06145.02",87.59,0.8659,7,1.697,0,0.969173859432799
"CANDIDATE",6221385,"K06145.03",88.53,0.5122,7,0.5489,0,0.10084991708126
"FALSE POSITIVE",6362386,"K06146.01",88.16,0.2848,7,1.437,0,1925.05388824407
"FALSE POSITIVE",6449358,"K06147.01",87.61,0.3716,7,0.7615,3.743e-06,5568.3947532792
"FALSE POSITIVE",6674908,"K06149.01",56.66,0.9001,7,-0.8329,0,0.440322580645161
"FALSE POSITIVE",7108433,"K06153.01",88.92,0.1,7,0,-0.007668,-0.8146
"FALSE POSITIVE",7129465,"K06155.01",89.54,0.1,7,0,-0.1315,-0.8378
"CANDIDATE",7174617,"K06156.01",87.51,0.3374,7,-5.3,-0.03226,79.3556085918855
"FALSE POSITIVE",7422883,"K06159.01",85.25,0.9999,7,2.677,0,2538.52201257862
"FALSE POSITIVE",7622059,"K06161.01",53.92,1,5,0.4728,-1.788e-05,3.81909845788849
"FALSE POSITIVE",7750740,"K06162.01",86.42,0.8975,7,2.26,0.03414,2990.5885658098
"FALSE POSITIVE",7779942,"K06163.01",80.72,0.9995,13,0.3279,-0.004144,18.114849187935
"CANDIDATE",7835312,"K06164.01",88.33,0.7099,26,0.5634,0.0004566,0.121932114882507
"FALSE POSITIVE",7838906,"K06165.01",78.88,0.9998,14,0,-3.937e-05,575.586854460094
"FALSE POSITIVE",7838906,"K06165.02",75.31,1,14,0,-4.71e-05,18.9823677581864
"CANDIDATE",7908367,"K06166.01",87.73,0.7007,7,0.4254,0.0003435,0.152380952380952
"CANDIDATE",7908367,"K06166.02",87.61,0.856,7,0.8265,0.0002264,0.486762851940048
"FALSE POSITIVE",7940533,"K06167.01",89.99,0.001405,7,3.95,0.0003105,955.137481910275
"FALSE POSITIVE",8043882,"K06169.01",81.58,0.1918,7,0.05549,4.036e-06,0.0977540707467715
"FALSE POSITIVE",8095099,"K06171.01",89.09,0.1,7,0,0,-0.9391
"FALSE POSITIVE",8197761,"K06175.01",85.95,0.9616,7,0.4743,-0.0002189,272.230889235569
"FALSE POSITIVE",8265156,"K06177.01",62.06,0.916,7,1.597,5.855e-05,0.369400413507926
"CANDIDATE",8355178,"K06178.01",87.27,0.7774,7,0.5307,-0.0001192,0.100472653612424
"CANDIDATE",8374077,"K06179.01",86.01,0.877,7,1.443,8.99e-05,0.379778393351801
"FALSE POSITIVE",8517303,"K06181.01",80.1,0.909,58,1.694,-5.204e-05,21.034692635423
"CANDIDATE",8590149,"K06182.01",87.53,0.9484,26,1.409,-0.001025,0.369535283993115
"FALSE POSITIVE",8590780,"K06183.01",89.6,0.1,7,0,-0.01499,-1.178
"CANDIDATE",8653134,"K06186.01",84.39,0.8589,13,3.62,0.0002405,1.36157024793388
"FALSE POSITIVE",8702921,"K06187.01",87.73,0.2902,58,2.058,0,30.0162689804772
"FALSE POSITIVE",8822421,"K06188.01",77.2,0.8708,7,2.32,-4.813e-05,1.84048156508653
"FALSE POSITIVE",8957954,"K06189.01",81.8,0.7003,7,0,0.0003186,8110.26237130521
"FALSE POSITIVE",8984706,"K06190.01",87.91,0.6947,7,1.724,-0.009907,5945.4394002499
"CANDIDATE",9093086,"K06191.01",78.45,0.9759,7,2.016,-6.833e-05,1.57308186883841
"CANDIDATE",9093086,"K06191.02",87.26,0.818,7,0.6102,0.000229,0.125150784077201
"FALSE POSITIVE",9101400,"K06192.01",88.41,0.1,7,0,-0.0002265,-0.7125
"FALSE POSITIVE",9119652,"K06193.01",89.07,0.1,7,0,0,-0.6257
"CANDIDATE",9145861,"K06194.01",87.87,0.4841,77,1,9.397e-06,0.310071301247772
"FALSE POSITIVE",9153823,"K06195.01",85.63,0.5,7,1.558,0.0004802,0.493506493506494
"FALSE POSITIVE",9282687,"K06196.01",88.88,0.1,7,0,0.001649,-0.4886
"FALSE POSITIVE",9291629,"K06198.01",90,6.327e-05,7,1.49,0.002629,184.210526315789
"FALSE POSITIVE",9343862,"K06201.01",88.78,0.1,7,0,0,-0.6664
"FALSE POSITIVE",9394605,"K06203.01",49.82,0.9285,7,1.793,-0.0005453,1.04991680532446
"FALSE POSITIVE",9471755,"K06204.01",71.34,0.9019,7,-4.846,-0.0001218,2.37593408698984
"FALSE POSITIVE",9479460,"K06205.01",89.26,0.1,7,0,0,-0.9471
"FALSE POSITIVE",9549472,"K06206.01",85.86,0.7644,7,2.862,-0.03947,3089.71553610503
"FALSE POSITIVE",9576197,"K06207.01",89.99,0.001068,7,6.524,0.0004386,556.188667299778
"FALSE POSITIVE",9579860,"K06208.01",82.07,0.703,77,0,-0.007265,0.81340107098723
"CANDIDATE",9655711,"K06209.01",87.86,0.744,7,0.4079,0.0005378,0.0806990881458967
"CANDIDATE",9655711,"K06209.02",87.49,0.6993,7,0.3346,0.001495,0.0658333333333333
"FALSE POSITIVE",9767392,"K06211.01",88.61,0.1,7,0,0,-0.7757
"FALSE POSITIVE",9774400,"K06212.01",76.3,0.8263,7,3.155,-0.02907,231.415313225058
"FALSE POSITIVE",9839081,"K06213.01",84.01,0.9004,7,1.327,0.0003173,200.714853057983
"CANDIDATE",10200627,"K06217.01",75.35,0.8205,72,0.6106,3.638e-05,0.392107706592386
"FALSE POSITIVE",10228942,"K06219.01",88.16,0.9053,5,-9.167,-0.001766,5415.69670768208
"FALSE POSITIVE",10341878,"K06220.01",52.2,0.7884,7,0,-5.232e-05,0.204770848985725
"FALSE POSITIVE",10357831,"K06221.01",83.48,0.6822,7,1.989,-0.003578,22.3890292313244
"FALSE POSITIVE",10385682,"K06223.01",89.25,0.1,7,0,-0.01244,-1.419
"FALSE POSITIVE",10483644,"K06225.01",86.23,0.9422,7,2.114,-0.003586,1282.23495702006
"FALSE POSITIVE",10601549,"K06226.01",60.98,1,7,0.3528,6.345e-05,0.866313699536731
"FALSE POSITIVE",10614158,"K06227.01",90,0.0001469,7,-10.89,-0.002091,46.2277891057384
"CANDIDATE",10717220,"K06228.01",87,0.8824,7,2.446,-0.0001147,1.24952432726284
"FALSE POSITIVE",10728219,"K06229.01",89.7,0.1,7,0,0,-0.673
"CANDIDATE",10735988,"K06230.01",86.64,0.3933,7,-27.24,-0.003109,331.210691823899
"FALSE POSITIVE",10973583,"K06232.01",84.23,0.9754,7,1.617,-0.001401,49.5112622184445
"CANDIDATE",10989274,"K06233.01",86.98,0.7802,7,1.017,0,0.233783783783784
"FALSE POSITIVE",11099351,"K06234.01",74.21,1,7,0.7133,-0.0005993,33.5446527012128
"FALSE POSITIVE",11147460,"K06235.01",59.72,1,7,-453.6,-0.001006,9.3144208037825
"FALSE POSITIVE",11252617,"K06236.01",87.01,0.6287,7,2.189,-0.153,463.390170511535
"FALSE POSITIVE",11252617,"K06236.02",73.2,0.9145,7,-1.096,-0.005927,24.7961530420238
"FALSE POSITIVE",11516930,"K06240.01",86.83,0.8819,7,1.24,0.002326,0.29528419737664
"FALSE POSITIVE",11558882,"K06241.01",89.55,0.8523,7,1.241,-0.0759,243.268538516919
"FALSE POSITIVE",11673686,"K06243.01",89.51,0.05873,7,0.5216,-0.02154,659.846743295019
"FALSE POSITIVE",11724210,"K06244.01",84.26,0.964,7,2.47,0.0003109,909.959758551308
"FALSE POSITIVE",11775507,"K06245.03",89.86,0.9017,13,1.327,0.0001713,0.256255319148936
"CANDIDATE",11856178,"K06246.01",86.22,0.9079,7,1.641,-6.366e-05,1.05922077922078
"FALSE POSITIVE",11867071,"K06247.01",82.64,0.9579,7,1.97,-0.0002009,335.712740644603
"FALSE POSITIVE",11975363,"K06248.01",89.29,0.1,7,0,0,-0.8368
"FALSE POSITIVE",12207117,"K06249.01",83.23,0.9021,7,4.86,-0.0006401,2.43093174431203
"CANDIDATE",12367464,"K06250.01",80.93,0.9,13,-7.19,0.0004157,710.729253981559
"FALSE POSITIVE",12470041,"K06251.01",88.5,0.9668,7,-8.115,-0.0001801,619.638242894057
"FALSE POSITIVE",1026032,"K06252.01",85.87,0.9838,7,3.842,-0.01197,1919.3934557063
"FALSE POSITIVE",2012722,"K06257.01",54.07,0.9487,5,1.406,-5.324e-05,0.455688854489164
"FALSE POSITIVE",2013883,"K06258.01",64.84,0.9015,26,0.07371,-2.279e-05,0.51230883998508
"CANDIDATE",2161949,"K06259.01",81.51,0.9103,7,0.539,8.43e-05,0.112201963534362
"CANDIDATE",2161949,"K06259.02",86.54,0.7061,7,0.5134,0.0001187,0.112767336357745
"FALSE POSITIVE",2162994,"K06260.01",88.68,0.1,7,0,0.1246,-1.369
"FALSE POSITIVE",2167444,"K06261.01",68.32,0.5128,7,1.119,-4.304e-06,0.246564885496183
"CANDIDATE",2301068,"K06263.01",79.26,0.9859,7,0.5832,0.0001049,1.07291299753434
"FALSE POSITIVE",2305372,"K06264.01",88.67,0.1,18,0,0,-0.9937
"FALSE POSITIVE",2306740,"K06265.01",89.59,0.1,7,0,0,-1.909
"FALSE POSITIVE",2308957,"K06266.01",52.9,0.707,18,0,0,137.837837837838
"CANDIDATE",2422820,"K06267.01",85.79,0.8458,7,0.7955,3.542e-05,0.165449968533669
"FALSE POSITIVE",2437452,"K06268.01",82.49,0.9385,7,-5.236,-0.005527,382.485875706215
"FALSE POSITIVE",2437804,"K06269.01",73.86,1,29,-8.225,-0.01699,1.70501672240803
"FALSE POSITIVE",2438061,"K06270.01",75.49,0.9328,15,-10.04,-0.003638,180.475382003396
"FALSE POSITIVE",2438062,"K06271.01",73.76,0.923,15,-1.042,-0.001227,47.780925401322
"FALSE POSITIVE",2438517,"K06272.01",62.56,0.9823,7,1.239,0.001722,6.58999634903249
"FALSE POSITIVE",2442084,"K06273.01",89.41,0.7151,54,9.499,0.002933,2324.30730478589
"CANDIDATE",2449245,"K06274.01",86.92,0.7746,7,0.7437,-6.231e-05,0.145870393900889
"CANDIDATE",2557350,"K06276.01",81.93,0.8998,54,0.5724,9.013e-07,0.117722534081796
"FALSE POSITIVE",2557430,"K06277.01",73.94,0.9105,7,1.694,0,2820.08715501141
"FALSE POSITIVE",2568971,"K06278.01",57.5,1,7,0.5499,-0.0002649,7.07158892491893
"FALSE POSITIVE",2570505,"K06279.01",76.68,0.5328,7,0.5181,-5.465e-05,0.253545673076923
"FALSE POSITIVE",2570767,"K06280.01",55.18,0.8935,5,0,3.954e-05,0.293013972055888
"FALSE POSITIVE",2576692,"K06282.01",89.95,0.1,5,0,-0.01318,-2.673
"FALSE POSITIVE",2580872,"K06283.01",89.85,0.1,7,0,0,-1.372
"FALSE POSITIVE",2583777,"K06284.01",66.11,0.9,7,1.572,-0.03537,10.1988375650046
"FALSE POSITIVE",2693092,"K06285.01",88.78,0.8991,5,1.813,-0.01229,2692.11973121564
"FALSE POSITIVE",2708156,"K06286.01",88.49,0.1,7,0,-0.1256,-0.6713
"FALSE POSITIVE",2708172,"K06287.01",80.84,0.3174,7,0.7757,-1.361e-05,0.250475184794087
"FALSE POSITIVE",2708445,"K06288.01",47.93,0.9003,72,0,0.0001019,0.229381443298969
"FALSE POSITIVE",2708614,"K06289.01",88.24,0.9929,7,0.7687,0.000794,42.9183135704875
"FALSE POSITIVE",2711114,"K06290.01",69.52,0.9304,7,-74.95,-0.003107,64.3288084464555
"FALSE POSITIVE",2720354,"K06292.01",84.3,0.5046,18,-5.513,-0.000541,1080
"CANDIDATE",2834463,"K06293.01",82.02,0.9956,7,0.07314,-0.0001157,2.37938144329897
"FALSE POSITIVE",2852560,"K06294.01",89.87,0.1,7,0,-0.09839,-1.001
"FALSE POSITIVE",2856960,"K06295.01",90,0.002658,7,1.613,0.009186,0.461834654586636
"FALSE POSITIVE",2860594,"K06296.01",85.8,0.3478,58,2.441,-0.000623,1130.11606597434
"FALSE POSITIVE",2860788,"K06297.01",78.62,0.7003,7,-107.6,-0.06795,5848.88888888889
"FALSE POSITIVE",2969638,"K06298.01",54.45,0.9039,7,1.27,-5.853e-05,0.527499240352476
"CANDIDATE",2970670,"K06299.01",73.68,0.8982,26,0.7744,-5.26e-05,0.285107772697583
"FALSE POSITIVE",2973509,"K06300.01",86.08,0.7761,7,2.836,-0.01144,4004.43343330291
"CANDIDATE",2994092,"K06301.01",89.21,0.667,7,0.5811,-0.0007356,0.104175728577642
"FALSE POSITIVE",2998124,"K06302.01",89.42,0.3524,5,1.722,-0.01608,657.514959521295
"FALSE POSITIVE",3098194,"K06303.01",89.78,0.1,7,0,0,-3.561
"FALSE POSITIVE",3102024,"K06304.01",87.71,0.7096,7,6.17,0.1066,6349.71673556883
"FALSE POSITIVE",3110937,"K06305.01",62.02,0.8781,7,0,-0.0003876,0.125157232704403
"FALSE POSITIVE",3115480,"K06306.01",73.67,0.9635,18,-213.6,3.233e-05,608.289768483943
"FALSE POSITIVE",3120320,"K06307.01",87.74,0.6684,18,3.356,0.006048,12802.3465703971
"FALSE POSITIVE",3127817,"K06308.01",64.16,0.9997,7,-458.7,0,7226.72846658942
"FALSE POSITIVE",3228740,"K06309.01",45.89,0.9007,7,0.714,0.0001197,0.2
"FALSE POSITIVE",3230206,"K06310.01",89.61,0.2552,7,0.4187,-0.0004518,0.0828472222222222
"FALSE POSITIVE",3230227,"K06311.01",86.84,0.9797,7,-14.24,0.0341,755.555555555556
"FALSE POSITIVE",3241619,"K06312.01",87.42,0.2943,7,7.405,0,746.756367131187
"FALSE POSITIVE",3241662,"K06313.01",84.93,0.5491,7,0.7548,4.483e-06,0.172206703910615
