"koi_disposition","kepid","kepoi_name","tce_plnt_num","tce_incl","tce_impact","tce_ingress","tce_model_chisq","tce_insol","tce_sradius","tce_slogg_prov","tcet_model_chisq","wst_depth","tce_mesmedian","tce_mesmad","tce_minmesd","tce_bin_oedp_stat","tce_rminmes","tce_albedo","tce_albedo_stat","boot_mesmean","tce_rb_tcount3","tce_fwm_stat","tce_fwm_sra","tce_fwm_srao","tce_fwm_pdeco","tce_impact_sn","tce_duration_sn","tce_ingress_sn","tce_depth_sn","tce_sma_sn","tce_insol_sn","tce_slogg_sn","tce_smet_sn","tce_fwm_srao_sn","tce_fwm_sdeco_sn","tce_fwm_pdeco_sn","tce_dicco_msky_sn"
"CANDIDATE",11446443,"K00001.01",1,83.88,0.8426,0.6188,7199,761.32,0.964,0,67000,9.985,0.01998,0.9013,1.796,2.05,0.0004789,0.0393,-130.8,-0.078511,0,2480.3,19.120564,-0.02322,0.0007788,3421.03126268778,2945.41878380593,469.499241274659,3983.19327731093,31.1521547933157,14.2542595019659,223,-0.4,-14.3333333333333,60.5681818181818,4.09894736842105,1.8659748427673
"CANDIDATE",10666592,"K00002.01",1,80.47,0.6221,0.4694,20270,4165.02,1.952,1,163000,60.79,-3.365,4.231,0.9536,25.95,0.004854,0.1674,-72.4,-1,1,0,19.483163,0.3986,0,302.283770651118,2004.95785820526,215.123739688359,3080.75680664513,22.0752498530276,11.9239049527627,134,0.933333333333334,188.018867924528,-334.140969162996,0,5.70057471264368
"CANDIDATE",10748390,"K00003.01",1,88.02,0.502,0.1817,4935,96.99,0.763,2,165100,3.888,0.009725,0.7518,-1.196,6.051,0.001459,0.233,-5.858,-0.21004,1,985.47,19.847345,1.98,0.0008108,17.2865013774105,369.812480786966,22.272615837215,1751.6051364366,27.093142272262,10.0092879256966,114.75,2.13333333333333,188.571428571429,453.821656050955,16.8565488565489,3.75237288135593
"CANDIDATE",3861595,"K00004.01",1,79.57,0.9298,0.6598,5579,4056.95,2.992,3,60510,58.4,-0.122,0.6919,1.82,3.622,0.0216,0.5699,-1.58,-0.01712,0,208.36,19.623769,-0.05632,0.0001224,520.022371364653,187.880886426593,33.2392947103275,199.813838039094,3.33861144945189,2.10768167743812,13.5555555555556,-0.8,-2.99574468085106,-7.35567010309278,3.13846153846154,1.15434532374101
"CANDIDATE",8554498,"K00005.01",1,82.35,0.9558,0.7206,3908,1021.65,1.787,1,67790,5.613,0.01865,0.6343,1.841,0.668,0.009865,0.2107,-8.181,-0.066298,7,47.32,19.315981,-0.001298,-0.0001082,939.823008849558,193.703007518797,28.916532905297,233.252427184466,18.3941378235111,11.416359369762,133.666666666667,1.6,-0.0363585434173669,-1.47291066282421,-2.98071625344353,2.40720606826802
"FALSE POSITIVE",3248033,"K00006.01",1,65.18,0.9039,0.0955,15460,5237.55,1.58,4,58060,4.6,-0.2135,0.7587,0.8185,0.05381,0.1313,0.908,-0.1536,-0.001075,0,0,19.638774,-50.63,-0.003615,4.06795679567957,12.4906666666667,0.41978021978022,18.8589840788476,5.19258796585467,3.24922143504101,24.1764705882353,0,-117.470997679814,167.898383371824,-168.139534883721,0
"CANDIDATE",11853905,"K00007.01",1,78.74,0.7866,0.2783,11200,1246.6,1.545,1,54160,4.629,-0.2792,0.6688,0.4836,2.646,0.009278,0.2332,-6.302,-0.023086,0,66.373,19.041029,0.2591,5.112e-05,19.2463909958405,92.4921559838637,5.34986543637063,289.864325618516,20.4414498141264,11.831814730448,136.666666666667,1.2,5.92906178489703,-1.052466367713,1.54441087613293,0.706370967741936
"FALSE POSITIVE",5903312,"K00008.01",1,73,0.8999,0.07633,13800,2228.85,0.985,4,89020,3.842,-0.02204,0.6036,0.5414,0.005731,0.08111,0.6968,-0.4082,0.12764,0,25285,19.909843,-36.27,-0.0004966,5.35336109458656,13.0459231490159,0.576075471698113,29.9254843517139,7.5728500355366,4.56236055104088,36.9166666666667,-0.666666666666667,-153.037974683544,23.273127753304,-21.780701754386,119.378698224852
"FALSE POSITIVE",11553706,"K00009.01",1,75.48,0.9491,1.788,11790,2917.05,2.348,5,115900,220.2,-0.338,1.257,1.985,7.572,0.01981,1.63,0.7748,-0.075425,0,311460,19.253826,8.465,0.01866,755.051710421639,302.366863905325,302.231237322515,169.423368740516,3.2018691588785,1.96650195163715,13.1379310344828,-0.666666666666667,376.222222222222,-351.701244813278,156.806722689076,74.0743919885551
"CANDIDATE",6922244,"K00010.01",1,84.15,0.7061,0.5262,9927,1268.9,1.451,6,72060,20,-0.2208,0.769,2.175,0.1861,0.001338,0.1108,-28.98,0.019653,0,96.827,18.752527,-0.5515,0.0003616,216.462293071735,692.275132275132,96.0744933357678,1512.7441244621,15.1880424300868,7.57416582104698,69.5,-0.266666666666667,-63.6101499423299,-7.97994652406417,1.68971962616822,0.291011904761905
"FALSE POSITIVE",11913073,"K00011.01",1,64.3,0.9746,2.32,11130,267.33,0.826,7,74070,76.72,-0.5094,0.9562,2.004,0.03068,0.0621,14.09,3.051,-0.45444,0,10818,19.40415,1.642,0.004598,351.460512080779,74.0935952723207,74.0977323538805,32.8727770177839,5.09812617806852,3.21851673489044,28.5625,-0.133333333333333,16.2574257425743,-75.9285714285714,70.3058103975535,12.1633986928105
"CANDIDATE",5812701,"K00012.01",1,89.18,0.277,0.6566,4227,163.29,1.367,8,109500,27.01,-0.03936,0.7078,-2.963,0.5304,0.008416,1.864,0.7123,-0.13304,0,1550.1,19.830247,-0.0764,-0.0009708,27.3986152324431,1617.39130434783,142.739130434783,584.243964421855,6.13075657894737,4.13601823708207,33.1538461538461,0.466666666666667,-17.8922716627635,53.6748329621381,-1.82481203007519,0.182654838709677
"CANDIDATE",9941662,"K00013.01",1,81.56,0.5709,0.285,25810,37983.12,3.031,7,225000,14.28,-0.8822,1.26,1.001,0.08052,0.001809,0.02523,-63.74,-1,0,0,19.131408,-0.176,0,169.255855321672,1944.95412844037,161.56462585034,3914.23670668954,2.52848722986248,1.57678080022317,11.3823529411765,0.1,-98.3240223463687,254.290909090909,0,4.84764453961456
"FALSE POSITIVE",7684873,"K00014.01",1,75.18,0.9735,0.7462,6157,7909.8,2.234,7,79090,78.25,-0.239,1.056,1.569,1.833,0.05278,3.105,1.934,-0.21721,0,1644,19.507428,-1.363,5.322e-05,1573.46048165508,185.755258126195,24.2982741777922,168.985750209556,4.33568281938326,2.57597024695419,20,-0.466666666666667,-31.0478359908884,4.858,2.59609756097561,11.9272425249169
"FALSE POSITIVE",3964562,"K00015.01",1,68.43,0.9981,1.557,8859,7487.42,2.031,7,103200,133.4,-0.5239,1.239,1.625,0.0004082,0.02575,1.349,0.6071,-0.24834,0,0,19.607548,-84.28,0,94.3383742911153,160.981912144703,160.91360066143,145.744680851064,4.16426282051282,2.55730123708101,23,0.323076923076923,-957.727272727273,-90.1015228426396,0,135.973684210526
"FALSE POSITIVE",9110357,"K00016.01",1,40.03,0.9918,0.976,31350,77476.19,3.325,7,206300,4.655,-0.5033,1.155,0.2813,3.086,0.01824,0.02843,-27.7,-0.21109,0,900730,19.882345,-275.6,0.06975,66.4300066979236,20.8146726380891,20.8146726380891,8.96780786918753,2.14577530176416,1.31871649962614,8.62790697674418,-0.228571428571429,-1020.74074074074,-1299.34640522876,1265.88021778584,126.181112548512
"CANDIDATE",10874614,"K00017.01",1,89.84,0.02118,0.3059,10060,799.56,1.291,9,108500,11.39,-0.3233,0.6445,1.853,0.002736,0.001026,0.06968,-40.98,-0.26604,0,1939.7,19.789151,0.05247,0.0008648,0.0552281616688396,694.449816283117,54.6152472772719,2562.48483377821,15.4532527550658,7.91643564356436,70.6666666666667,2.26666666666667,12.7046004842615,34.6904761904762,5.20963855421687,1.03093610698366
"CANDIDATE",8191672,"K00018.01",1,89.93,0.007762,0.3336,14670,1714.51,1.746,10,113400,18.02,-1.002,0.9878,1.396,27.36,0.001402,0.1112,-40.73,-0.17446,0,1052.3,19.960469,0.02196,-0.000686,0.00576243504083148,630.756465219195,43.3979445817614,2032.3751046609,14.2441528807758,7.98932898415657,81.4,0.266666666666667,3.4746835443038,9.62147887323943,-6.59615384615385,0.519657228017884
"FALSE POSITIVE",7255336,"K00019.01",1,67.67,0.9532,0.939,17450,4820.06,1.349,4,75410,4.417,-0.3652,1.013,0.1906,237.3,0.002655,0.01422,-151,-0.11929,0,478.35,18.72959,0.02982,-2.683e-05,771.821862348178,544.347826086957,544.347826086957,525.341130604289,5.79788605310647,3.45214682184423,26.25,-1.6,2.71090909090909,12.4145785876993,-0.484296028880866,1.60868924889543
"CANDIDATE",11804465,"K00020.01",1,90,0.0001978,0.4927,9376,759.91,1.415,11,90600,20.15,-0.2555,0.8598,2.367,0.6937,0.0008342,0.1011,-24.28,-0.16924,0,8.0673,19.082895,-0.007793,8.806e-05,1.08741066520066e-05,1248.20430965682,124.325006308352,2586.58690176322,5.42330677290837,3.30726378552465,24.5294117647059,0.533333333333333,-2.27201166180758,4.86908077994429,0.224071246819338,0.0263577844311377
"FALSE POSITIVE",10125352,"K00021.01",1,81.4,0.9946,1.14,4948,2083.85,2.002,5,70050,247.3,-0.2087,0.9076,2.217,0.0297,0.01303,0.9076,-0.1816,0.074187,0,18087,18.982621,1.782,-0.00363,84.2167654530059,249.398117750055,249.507550886408,284.210526315789,3.00675675675676,1.8312959724407,12.125,-1.6,80.6334841628959,42.2367149758454,-22.1341463414634,27.4706703910615
"CANDIDATE",9631995,"K00022.01",1,87.99,0.4798,0.4817,6005,264.29,1.237,12,84090,13.95,-0.07987,0.5767,2.122,0.5908,0.001237,0.306,-4.986,0.0025644,0,918.78,18.841973,-0.1774,0.0009601,46.0019175455417,679.463171036205,68.5693950177936,1765.70747488507,6.96655231560892,4.5851839000694,35.9166666666667,1.6,-20.5086705202312,-12.9012517385257,4.06822033898305,0.335119047619048
"FALSE POSITIVE",9071386,"K00023.01",1,87.5,0.3229,0.574,11590,882.39,1.47,4,257000,257.7,-0.1071,0.7498,2.173,2.185,0.01157,1.608,1.697,-0.076834,0,48.07,18.877756,0.0926,-1.322e-05,67.2428154935444,2410.72261072261,257.514580529385,2547.06927175844,6.55274077309456,4.1920756330467,35.1666666666667,1,37.1887550200803,22.9041095890411,-0.0439202657807309,0.152630792227205
"FALSE POSITIVE",4743513,"K00024.01",1,76.89,0.9205,0.7433,42450,2746.81,1.417,5,775100,51.66,-0.08205,1.444,0.9486,1.024,0.01678,0.2652,-5.546,-0.12322,0,173010,19.387506,-7.817,0.008371,583.333333333333,220.173204279165,35.1774727875059,236.243936243936,3.29613175858706,1.97331139815227,14.0344827586207,-2.46666666666667,-468.083832335329,-244.660194174757,45.9945054945055,42.2192513368984
"FALSE POSITIVE",10593759,"K00025.01",1,75.82,0.9997,1.802,16080,1028.37,1.181,7,114500,12.68,0.06588,0.5949,1.078,1.72e-05,0.0012,0.02944,-53.2,0.010832,0,11.039,19.284114,0.1456,-8.061e-05,129.110164019114,1097.10806697108,1097.44214372716,345.997902831178,3.63122362869198,2.46605596988082,21.65,-0.2,29.7142857142857,13.3693304535637,-0.0775096153846154,0.185104790419162
"FALSE POSITIVE",5021737,"K00026.01",1,84.88,1,2.653,21380,203.06,1.441,7,1706000,5328,-0.1946,1.288,8.269,0.000112,0.2542,124.7,2.331,-0.016501,0,325400,19.648665,-7.85,-0.006092,4.67726847521048,1.12701784197111,1.12701784197111,0.357160647571606,3.8887199756765,2.65264532984977,22.1578947368421,-0.333333333333333,-785.785785785786,132.547169811321,-0.0181850746268657,50.7925257731959
"FALSE POSITIVE",3832716,"K00027.01",1,88.91,0.1,0.3386,-1,5385.46,1.368,7,408000,98490,-78.4,111.2,0.4792,0,0.1907,0,0,-1,0,0,0,0,0,-0.1,-2,-0.3386,0,-0.02116,-5385.46,14.3103448275862,-1.26666666666667,0,0,0,0.375194610778443
"FALSE POSITIVE",4247791,"K00028.01",1,69.73,0.8648,4.031,110900,2376.39,1.51,13,34830000,-94.48,0.8421,4.417,0.9675,0,0.0007707,0,0,-1,0,454450,19.144322,-0.03921,0.02054,305.044091710758,8737.40110545139,8736.45426961422,5448.74715261959,3.4016522011921,1.99708386207592,14.2068965517241,0.2,-171.973684210526,-644.897959183673,1.68360655737705,0.61237668161435
"FALSE POSITIVE",6956014,"K00031.01",1,60.48,0.9024,0.1993,29900,0,24.49,4,140500,5.774,-0.09805,0.8271,0.3719,12.97,0.02124,0,0,0.021798,0,37.393,19.602121,0.02297,3.581e-05,28.2884012539185,39.3928174750093,2.83822272856736,78.2277710109622,0,0,13.5833333333333,-0.266666666666667,0.582994923857868,-6.80188679245283,3.16902654867257,1.96101871101871
"FALSE POSITIVE",5725087,"K00033.01",1,66.98,0.9,0.03171,19720,0,31.5,14,123000,20.78,-0.4594,1.006,0.2958,0,0.1932,0,0,-1,0,63.814,19.79781,-2.05,-5.153e-05,6.797583081571,22.4251553379778,0.716124661246613,11.4036076662909,0,0,56.3333333333333,-1.92,-3.0058651026393,3.76113360323887,-3.43533333333333,2.01731748726655
"CANDIDATE",6521045,"K00041.01",1,85.09,0.8036,0.2673,5333,184.08,1.474,1,68940,9.475,-0.1047,0.6343,3.324,0.4335,0.04151,10.42,2.539,-0.060591,0,75.691,19.425728,-0.143,-0.0001281,7.14311111111111,49.6562261268144,1.77254641909814,76.1101549053356,20.2003338898164,11.7173774665818,137.333333333333,0.666666666666667,-1.02877697841727,2.7724358974359,-3.71304347826087,2.515
"CANDIDATE",6521045,"K00041.02",2,80.18,0.9031,0.2167,6520,421.34,1.474,1,64080,6.537,0.01846,0.6111,2.132,0.3977,0.09423,8.538,2.01,-0.037816,0,19.441,19.425742,0.3955,-5.996e-05,7.4513201320132,19.1533277169334,0.768439716312057,30.1236146632566,20.2048260381594,11.7201668984701,137.333333333333,0.666666666666667,1.18059701492537,1.90679347826087,-2.30615384615385,3.44747474747475
"CANDIDATE",6521045,"K00041.03",3,87.33,0.9113,0.365,1612,47.62,1.474,1,58390,18.91,-0.04386,0.7161,-1.206,0.1771,0.1959,156.4,2.492,-0.082672,0,3.2297,19.425742,0.4093,-5.045e-05,7.73599320882852,13.7756497948016,0.718786923985821,18.9148646015975,20.2075471698113,11.7290640394089,137.333333333333,0.666666666666667,0.7994140625,0.655536028119508,-0.912296564195298,0.534261744966443
"CANDIDATE",8866102,"K00042.01",1,86.5,0.8822,0.3838,2934,133.23,1.337,1,76970,6.4,-0.02766,0.7508,10.18,1.853,0.02262,9.228,2.088,-0.1775,0,102.69,18.87672,0.2593,0.0001457,48.6865342163355,88.6234148134534,6.32185801350683,124.529027297193,22.9886914378029,12.7370936902486,142.333333333333,0,1.87898550724638,5.51415094339623,4.24781341107872,0.718925714285714
"FALSE POSITIVE",9025922,"K00043.01",1,85.44,0.885,0.9604,4843,102.67,1,15,89640,858.2,-0.3223,0.7715,8.172,1.035,0.01863,124.4,16.91,-0.080007,0,60703,19.550079,-37.61,0.06295,59.7972972972973,43.6054421768707,6.96952104499274,72.4979658258747,1011375.28182005,0,0,1.06666666666667,-385.348360655738,-256.118143459916,143.721461187215,25.3837837837838
"FALSE POSITIVE",8845026,"K00044.01",1,89.38,0.2966,2.016,3437,11.2,1.073,13,85520,426.6,-0.07616,0.727,1.744,1.601,0.02518,171.2,2.641,-0.042249,0,978.52,20.010143,0.7125,-0.001799,20.7267645003494,877.669039145907,93.0318412551915,355.852098971365,4.06021558666832,2.55707762557078,22,0.6,49.1379310344827,-18.25,-1.05204678362573,1.82228187919463
"FALSE POSITIVE",3742855,"K00045.01",1,83.81,0.767,1.583,12670,219.76,1,15,124800,1443,-0.3465,1.183,2.958,1.504,0.02589,15.35,42.67,-0.22386,0,147990,19.351142,2.72,-0.05663,259.38451132905,371.882951653944,71.8239564428312,428.319753358291,4717482.51748252,0,0,1.06666666666667,174.358974358974,306.356589147287,-17.0572289156627,15.103125
"CANDIDATE",10905239,"K00046.01",1,81.91,0.7179,0.271,12970,1033.43,1.593,16,67860,7.866,-0.349,0.8529,0.8991,0.02895,0.0101,0.2432,-5.126,-0.28113,0,10.616,18.883698,-0.055,-7.65e-05,11.0242628992629,79.6651200322776,4.63247863247863,306.669831474009,4.55731225296443,2.85675190048376,20.35,2,-1.04961832061069,4.60332541567696,-1.32124352331606,0.48821997105644
"CANDIDATE",10905239,"K00046.02",2,80.73,0.8875,0.1389,5756,498.04,1.593,16,57220,17.58,-0.05106,0.7184,2.731,0.1167,0.3734,24.95,0.6736,-0.19528,0,1.123,18.883666,-1.214,2.684e-05,1.21359223300971,5.50013590649633,0.148492623476588,8.67726779906035,4.5562414266118,2.85671676035333,20.35,2,-0.682022471910112,-0.296573426573427,0.390116279069767,0.772621848739496
"FALSE POSITIVE",7837302,"K00048.01",1,87.74,0.9578,2.971,4672,168.65,1.94,13,473700,45.45,-0.04416,0.8036,3.848,10.98,0.001023,0.2603,-3.26,-0.082924,0,84.124,19.770257,-0.005123,-0.0006494,115.536791314837,1005.58375634518,1005.41455160745,1532.15767634855,1.99184554502938,1.1665629107007,7.62745098039216,-1.33333333333333,-1.38459459459459,-1.0226368159204,-0.297889908256881,0.341826347305389
"CANDIDATE",9527334,"K00049.01",1,86.49,0.8033,0.2376,3966,145.89,0.951,4,87360,30.21,-0.01893,0.5991,4.838,1.751,0.03878,12.25,2.369,-0.18511,0,3.3516,19.483272,0.135,8.647e-06,8.80135860633286,33.3226427196921,2.18382352941176,94.3058443058443,7.12771503040834,4.42761760242792,37.5833333333333,0.466666666666667,1.57342657342657,-1.31456953642384,0.110434227330779,0.48161
"FALSE POSITIVE",6056992,"K00051.01",1,86.72,0.9433,1.932,3729,114.51,1,15,66710,106.1,0.04342,0.63,1.229,0.4969,0.005624,0.7755,-0.5675,0.015739,0,11958,19.727903,-0.8123,0.04291,32.2937350222526,250,249.902987970508,435.828073339345,6271812.08053691,0,0,1.06666666666667,-36.2633928571429,-29.6143497757848,5.79864864864865,8.51973094170403
"FALSE POSITIVE",3558981,"K00052.01",1,85.67,0.6595,0.7326,13150,303.14,0.821,13,318500,1172,-0.1929,1.447,1.571,0.4657,0.01337,2.923,3.583,-0.11739,0,0,19.665174,0.4727,-0.003217,484.214390602056,1175.78994214508,240.43321299639,1241.87517975266,7.83367139959432,4.17548209366391,45.4,0.233333333333333,95.1106639839035,-113.221957040573,-0.544331641285956,0.70533234859675
"FALSE POSITIVE",2445975,"K00053.01",1,84.48,0.7618,0.5502,14270,512.7,1,15,74540,198,-0.2439,1.778,2.421,8.481e-05,0.0171,1.586,3.276,-0.25459,0,3147.9,19.468717,-0.4423,-0.00428,104.801210620443,192.622352081812,31.9326755658735,310.912643036562,9839572.19251337,0,0,1.06666666666667,-25.5664739884393,-19.475,-2.89189189189189,8.61533333333333
"FALSE POSITIVE",8248939,"K00061.01",1,70.8,0.9066,0.1659,15240,2221.5,1.091,13,120100,9.879,0.08732,1.559,-0.3583,0.1402,0.0558,1.387,0.5437,0.09411,0,114340,19.795291,-17.03,-0.0036,14.6936790923825,22.3263393766551,1.46038732394366,43.3578431372549,3.80866174627489,2.50259102379236,21.85,-0.8,-190.279329608939,232.159090909091,-227.848101265823,73.32625
"CANDIDATE",11554435,"K00063.01",1,88.02,0.6946,0.3126,3729,92.65,0.886,17,111200,23.52,0.001145,0.6654,3.523,0.05511,0.004245,2.623,1.881,-0.37301,0,19.576,19.28175,0.1696,-9.444e-05,53.8032532920217,271.710526315789,25.4767726161369,581.839047482427,8.25915221579961,4.97049356223176,45.2,0.266666666666667,24.7230320699708,30.8,-0.858545454545455,0.236653005464481
"CANDIDATE",7051180,"K00064.01",1,79.11,0.9001,0.2784,9038,3827.18,2.426,0,74260,59.57,-0.3537,0.7434,0.4625,0.00238,0.01573,0.3659,-11.94,0.10313,0,15.203,19.767366,-0.2441,7.244e-05,84.5958646616541,67.4180327868852,8.61652739090065,179.332273449921,10.78079059131,7.20301883951593,62.8333333333333,0,-8.19127516778524,-3.72847682119205,1.69648711943794,0.875162241887906
"FALSE POSITIVE",10620329,"K00066.01",1,77.77,0.9,0.05722,13020,68039.11,2.622,18,97170,19.61,-9.195,28.81,0.5288,5.927e-16,0.7257,0.2612,-6.941,-1,2,0,19.913959,0.3754,-2.884e-05,21.2214100448008,35.4498594189316,2.32224025974026,84.5390657296403,4.05193349523632,2.51621880295353,16.7391304347826,-2.53333333333333,3.5752380952381,-0.284104389086596,-1.66705202312139,2.31242236024845
"FALSE POSITIVE",8669092,"K00068.01",1,88.57,0.1,0.07916,-1,30451.16,3.177,5,113600,15.12,-0.8544,1.836,-0.25,0,0.088,0,0,-1,0,10.815,18.79287,-0.06281,-5.345e-05,-0.1,-2,-0.07916,-1874,-0.02154,-30451.16,10.1714285714286,-2.34285714285714,-0.280401785714286,1.03448275862069,-1.69145569620253,3.75702702702703
"CANDIDATE",3544595,"K00069.01",1,81.99,0.8744,0.2112,6694,264.21,0.894,1,67550,2.444,0.08385,0.8174,2.645,1.1,0.01478,1.265,0.4636,-0.17869,0,3.7848,19.427878,-0.3536,1.635e-05,32.2418879056047,77.3970851444643,4.50319829424307,234.575389948007,26.5386558868115,13.0088626292467,149,-1.33333333333333,-5.05865522174535,1.43363636363636,0.548657718120805,2.34181818181818
"CANDIDATE",6850504,"K00070.01",1,87.06,0.7616,0.2787,3968,81.01,0.925,19,78050,0.4041,0.008601,0.8999,4.091,0.9982,0.01833,0.1772,-0.3411,-0.1782,0,6.7293,19.179867,-0.02455,-5.514e-05,13.050034270048,69.3870277975766,4.21761501210654,195.689166193988,10.2293731210333,5.90451895043732,49.4444444444445,0.133333333333333,-0.637662337662338,-5.04010025062657,-1.20393013100437,0.708202614379085
"CANDIDATE",6850504,"K00070.02",2,81.21,0.8789,0.2197,7119,340.69,0.925,19,69650,3.311,-0.1723,0.9522,0.3281,0.1845,0.04243,0.8166,-0.2139,-0.26338,0,4.8634,19.179864,-0.1131,2.923e-05,16.9671814671815,32.4337893811974,2.24895076261644,105.211817168339,10.2306462662708,5.90450606585788,49.4444444444445,0.133333333333333,-1.53877551020408,-4.33725490196078,0.997610921501706,1.17009615384615
"CANDIDATE",6850504,"K00070.03",3,89.26,0.7394,0.4428,762.5,5.88,0.925,19,63120,52.16,-0.03935,0.6882,5.463,6.312,0.04728,398.7,3.433,-0.5771,0,6.1009,19.179865,-0.1004,0.0001024,6.89738805970149,48.5938521909745,2.5521613832853,79.6469465648855,10.2310231023102,5.88,49.4444444444445,0.133333333333333,-1.01619433198381,-3.73267326732673,1.13274336283186,1.21325925925926
"CANDIDATE",6850504,"K00070.04",4,83,0.8987,0.1361,4130,174.74,0.925,19,61660,12.3,-0.2295,0.8063,-0.6188,0.2716,0.1326,29.75,1.423,-0.19666,0,1.9557,19.179869,0.08461,2.47e-05,3.20049857549858,9.6953642384106,0.346574993633817,17.5734758319164,10.2305805396566,5.90337837837838,49.4444444444445,0.133333333333333,0.185956043956044,-1.26228813559322,0.722222222222222,3.17627906976744
"CANDIDATE",6850504,"K00070.05",5,87.58,0.8842,0.1598,1209,36.9,0.925,19,57380,12.87,-0.05104,0.6649,-3.085,0.09648,0.2664,118,0.9024,-0.18461,0,2.5751,19.179858,-0.3799,-4.405e-05,1.79898270600203,6.24508050089445,0.227570492737112,13.75997635235,10.2253944402705,5.904,49.4444444444445,0.133333333333333,-0.638487394957983,0.353311793214863,-0.764756944444445,1.44297058823529
"CANDIDATE",11904151,"K00072.01",1,88.79,0.7383,0.3233,1546,17.79,1.044,1,77580,19.25,-0.0125,0.658,10.73,0.007187,0.02761,96.75,3.314,-0.89784,0,3.3095,19.045289,-0.1366,6.128e-05,6.39774696707106,58.9588581024349,2.40550595238095,94.42192626906,23.2198443579766,11.9395973154362,145,-0.8,-1.26481481481481,2.7390625,0.96503937007874,1.86919275123558
"CANDIDATE",11904151,"K00072.02",2,63.44,0.9012,0.05922,16540,3638.27,1.044,1,54430,1.531,-0.5375,0.7347,0.6156,0.009287,0.09753,0.3672,-1.977,-0.15836,1,8.3553,19.045284,-0.3002,-2.284e-05,5.92115637319317,22.0912703850898,0.627862595419847,27.1155115511551,23.2160244818473,11.9236718775604,145,-0.8,-0.9875,2.88268156424581,-1.55374149659864,2.82389204545455
"FALSE POSITIVE",6889235,"K00074.01",1,83.47,0.6997,0.3172,11870,4763.58,1.941,7,276200,506.4,-7.293,8.784,2.398,0.03933,0.08167,30.1,2.22,-0.12469,0,37.419,19.888279,-0.1692,-4.611e-05,43.9786297925833,361.869978086194,21.3746630727763,829.986613119143,3.11083944580277,2.13113639312286,19.1363636363636,0.107692307692308,-6.66141732283464,5.61904761904762,-1.33265895953757,1.33487964989059
"CANDIDATE",7199397,"K00075.01",1,89.06,0.6085,1.046,2361,29.69,2.499,0,69980,24.55,-0.03765,0.6966,-1.607,6.202,0.04109,28.54,2.273,-0.29385,0,456.59,19.433134,-0.5745,-0.0008328,21.7088833392793,292.620457819753,16.6480980423365,190.453346126169,9.77523498161014,6.44034707158351,47,-0.933333333333334,-13.4859154929577,19.8204545454545,-9.82075471698113,2.36139240506329
"FALSE POSITIVE",9955262,"K00076.01",1,89.49,0.4736,0.4301,1460,86.75,2.909,5,90470,109.4,-0.009224,0.6693,-8.432,2.428,0.07245,91.61,1.841,-0.82583,0,337.25,19.569496,1.147,-0.0007428,5.36778873399071,197.950898898125,8.22842930935527,56.2988705473501,3.29678935003915,2.03399765533411,13.3214285714286,0.233333333333333,12.9166666666667,15.7036450079239,-5.50222222222222,3.78091216216216
"FALSE POSITIVE",9552608,"K00080.01",1,81.42,0.9999,1.79,3366,3538.52,3.294,7,67450,90.05,-0.2132,0.6378,6.131,0.02755,0.01488,1.535,0.4685,-0.0578,0,9.2356,20.035833,-0.1785,-6.04e-05,103.487890705858,335.52014995314,335.645977873617,48.6307837582625,2.23354391685347,1.37441737617302,9.04878048780488,-0.228571428571429,-3.25729927007299,-3.54569190600522,-0.686363636363636,1.45289256198347
"FALSE POSITIVE",8823868,"K00081.01",1,90,0.0003194,0.6187,6533,1138.09,2.533,7,353100,1679,-1.484,1.165,11.57,2.265,0.1007,131.2,2.39,-0.28801,0,366.39,19.585715,-0.0238,-0.000332,1.78835386338186e-05,1298.41185106099,81.3222923238696,1252.58103241297,3.3067139899438,2.23690003537875,19.2857142857143,0.525,-3.53640416047548,5.0919175911252,-3.87397899649942,4.05544600938967
"CANDIDATE",10187017,"K00082.01",1,87.56,0.835,0.3718,2672,21.03,0.741,20,87350,4.026,0.02059,0.7432,9.093,0.4583,0.01378,4.353,0.6242,-0.10793,0,2.4461,18.765499,-0.6352,-3.555e-05,35.6990166737922,86.2403976502486,6.81826517513296,203.468332615252,17.4586466165414,8.47983870967742,92,0.533333333333333,-10.3960720130933,-8.74553571428571,-0.786504424778761,0.92204
"CANDIDATE",10187017,"K00082.02",2,85.5,0.8995,0.2923,3282,38.23,0.741,20,84850,9.271,-0.04917,0.5996,1.594,0.004395,0.04431,17.04,2.156,-0.074449,0,4.9411,18.765492,-0.8904,1.449e-05,18.5349268493715,27.3073736536868,1.94866666666667,70.1399688958009,17.463503649635,8.47671840354767,92,0.533333333333333,-4.91933701657459,-3.63082706766917,0.399173553719008,1.76527950310559
"CANDIDATE",10187017,"K00082.03",3,88.17,0.879,0.2073,1539,10.36,0.741,20,78280,14.61,-0.01268,0.7254,-3.487,0.02391,0.1475,201,1.553,-0.285,0,0.92504,18.765498,-0.6778,2.79e-05,3.82839721254355,11.8990086741016,0.503644314868805,22.8342595619484,17.458306945324,8.49180327868852,92,0.533333333333333,-1.2812854442344,-1.63828125,0.518587360594796,1.33252796420582
