"koi_disposition","kepid","kepoi_name","tce_chisq1","tce_steff_prov","boot_fap","tce_fwm_pdeco"
"FALSE POSITIVE",6591789,"K06735.01",9099000,5,-1,0
"FALSE POSITIVE",6593363,"K06736.01",1258000,5,0,0.001132
"FALSE POSITIVE",6594972,"K06737.01",27890000,5,-1,-0.008188
"FALSE POSITIVE",6595662,"K06738.01",9701000,5,-1,-0.002064
"CANDIDATE",6603765,"K06739.01",375.5,5,2.1375e-14,-0.0007157
"FALSE POSITIVE",6606282,"K06740.01",239600,5,-1,0.0005663
"FALSE POSITIVE",6606669,"K06741.01",6541,57,1.5661e-117,0.0001445
"FALSE POSITIVE",6607610,"K06742.01",28420,57,0,-0.00238
"FALSE POSITIVE",6610219,"K06743.01",150400000,18,-1,-0.0001508
"FALSE POSITIVE",6610433,"K06744.01",10790,18,-1,0
"CANDIDATE",6628926,"K06746.01",344.7,8,3.6094e-98,0.0001817
"FALSE POSITIVE",6629156,"K06747.01",12910,5,-1,-6.43e-05
"FALSE POSITIVE",6629588,"K06748.01",2087000,5,-1,9.548e-05
"CANDIDATE",6664842,"K06750.01",1369,26,7.724e-16,-1.38e-06
"FALSE POSITIVE",6665064,"K06751.01",2413,26,2.5184e-33,-0.002783
"FALSE POSITIVE",6665064,"K06751.02",48.44,26,1.0038e-17,-0.0006913
"CANDIDATE",6670610,"K06752.01",635.4,5,7.8746e-13,-0.0005024
"FALSE POSITIVE",6672229,"K06754.01",1843000,5,-1,0.08088
"FALSE POSITIVE",6676725,"K06755.01",4990,5,-1,0.0003482
"FALSE POSITIVE",6695889,"K06757.01",1379000,5,-1,0
"FALSE POSITIVE",6697716,"K06758.01",4874000,5,0,-0.0463
"FALSE POSITIVE",6698670,"K06760.01",875400,5,0,-0.0009429
"FALSE POSITIVE",6706287,"K06761.01",104200000,13,-1,0
"CANDIDATE",6763884,"K06763.01",3033,26,8.8778e-13,5.331e-06
"FALSE POSITIVE",6766748,"K06764.01",40970000,5,-1,0.001227
"CANDIDATE",6768616,"K06765.01",651.6,5,4.535e-15,0.0001683
"FALSE POSITIVE",6768616,"K06765.02",852.4,5,1.5502e-15,-0.0001484
"FALSE POSITIVE",6778289,"K06767.01",37740000,5,-1,0
"FALSE POSITIVE",6781047,"K06768.01",1145,13,1.3568e-19,-1.471e-05
"FALSE POSITIVE",6781535,"K06769.01",1149000,18,-1,4.583e-05
"FALSE POSITIVE",6792124,"K06770.01",15180,5,9.8526e-28,-2.895e-05
"FALSE POSITIVE",6804648,"K06771.01",9812,5,1.4653e-13,-8.183e-06
"FALSE POSITIVE",6806632,"K06772.01",1704000,8,0,-0.01414
"FALSE POSITIVE",6841577,"K06773.01",2913000,5,-1,0.001068
"CANDIDATE",6842345,"K06774.01",9959,5,0,0.001935
"FALSE POSITIVE",6852488,"K06775.01",1030000,18,-1,0.002916
"CANDIDATE",6853172,"K06776.01",223.9,5,1.5037e-14,-0.0002743
"CANDIDATE",6859546,"K06777.01",600.8,5,8.7169e-17,0.0001989
"FALSE POSITIVE",6859813,"K06778.01",33520000,5,0,0.0236
"FALSE POSITIVE",6863840,"K06779.01",20780000,5,-1,0
"FALSE POSITIVE",6864569,"K06780.01",135.8,8,-1,8.341e-05
"FALSE POSITIVE",6864859,"K06782.01",98210000,13,-1,0
"CANDIDATE",6867219,"K06783.01",662.1,5,1.0453e-15,-0.0001953
"FALSE POSITIVE",6877673,"K06784.01",35850000,5,-1,-0.003529
"CANDIDATE",6878408,"K06786.01",19.25,8,1.9479e-39,0.00219
"FALSE POSITIVE",6890618,"K06787.01",10750,5,0,0
"FALSE POSITIVE",6927629,"K06789.01",10270000,5,-1,-0.001297
"FALSE POSITIVE",6929016,"K06790.01",10230,5,2.2686e-25,0.0003032
"FALSE POSITIVE",6936977,"K06791.01",459400,5,0,0.003435
"FALSE POSITIVE",6939670,"K06792.01",1026000,5,-1,-0.001557
"CANDIDATE",6947623,"K06793.01",2104,5,2.7442e-17,-0.0002168
"FALSE POSITIVE",6949550,"K06795.01",19140000,5,-1,-0.001375
"FALSE POSITIVE",6950275,"K06796.01",154.3,8,2.09e-26,0.003294
"CANDIDATE",6956176,"K06798.01",5467,5,2.61e-22,1.48e-05
"FALSE POSITIVE",6962018,"K06799.01",36540000,5,-1,0.1842
"FALSE POSITIVE",6965293,"K06800.01",637100,5,0,-0.002655
"FALSE POSITIVE",6967430,"K06801.01",2079,5,8.9418e-19,0.0001399
"FALSE POSITIVE",7009828,"K06802.01",1442000,5,0,-0.0002417
"FALSE POSITIVE",7025851,"K06803.01",1544000,8,0,-0.01017
"FALSE POSITIVE",7031132,"K06804.01",15710,18,1.5719e-18,1.518e-06
"FALSE POSITIVE",7031732,"K06805.01",13890,5,1.4566e-19,2.274e-05
"FALSE POSITIVE",7031767,"K06806.01",16390,5,1.2696e-20,-2.857e-05
"FALSE POSITIVE",7031948,"K06807.01",13060,53,1.7952e-15,-0.0003784
"FALSE POSITIVE",7031992,"K06808.01",16080,5,1.1247e-17,3.427e-05
"FALSE POSITIVE",7032117,"K06809.01",13690,5,8.848e-25,0.0001161
"FALSE POSITIVE",7032383,"K06811.01",15990,5,1.9076e-18,0
"FALSE POSITIVE",7033713,"K06813.01",3194,8,2.6499e-22,-0.000184
"FALSE POSITIVE",7033748,"K06814.01",102500000,5,-1,-0.001364
"FALSE POSITIVE",7049486,"K06815.01",3235000,13,0,0.01401
"FALSE POSITIVE",7097571,"K06818.01",4362000,13,-1,0.001832
"FALSE POSITIVE",7105574,"K06820.01",2114000,5,0,-0.01066
"FALSE POSITIVE",7115200,"K06821.01",14970,18,-1,8.405e-06
"FALSE POSITIVE",7115332,"K06822.01",7997,8,4.9854e-16,0
"FALSE POSITIVE",7115463,"K06823.01",16230,5,4.7433e-26,-2.869e-05
"FALSE POSITIVE",7115597,"K06824.01",9785,8,3.1184e-32,0.0002143
"FALSE POSITIVE",7115878,"K06825.01",14090,5,5.9589e-23,0.0001972
"FALSE POSITIVE",7116043,"K06826.01",9522,8,-1,-9.212e-05
"FALSE POSITIVE",7116226,"K06827.01",15200,5,5.5451e-24,4.773e-06
"FALSE POSITIVE",7116236,"K06828.01",13510,8,-1,-0.0002073
"FALSE POSITIVE",7117513,"K06829.01",11620,8,4.3095e-21,0.0001298
"FALSE POSITIVE",7117541,"K06830.01",371400,5,-1,-0.03003
"FALSE POSITIVE",7118545,"K06831.01",13270000,5,-1,-0.007225
"FALSE POSITIVE",7125636,"K06832.01",1214000,5,0,0.006033
"FALSE POSITIVE",7128918,"K06833.01",918200,5,0,-0.02876
"FALSE POSITIVE",7132015,"K06834.01",234.9,57,5.4859e-12,0
"FALSE POSITIVE",7137798,"K06836.01",6084000,5,-1,-0.002731
"FALSE POSITIVE",7177553,"K06837.01",3884000,13,-1,0.0006972
"FALSE POSITIVE",7177892,"K06838.01",4716000,13,-1,0.002219
"FALSE POSITIVE",7198648,"K06840.01",10610,5,5.5771e-34,0.000147
"FALSE POSITIVE",7199935,"K06841.01",13980,5,6.1964e-14,2.41e-05
"FALSE POSITIVE",7200102,"K06842.01",3323000,5,-1,-0.006318
"FALSE POSITIVE",7200225,"K06843.01",17330,5,1.0567e-18,0
"FALSE POSITIVE",7200301,"K06844.01",14350,5,1.145e-26,1.142e-05
"FALSE POSITIVE",7203179,"K06845.01",44880000,5,-1,0.1004
"FALSE POSITIVE",7203194,"K06846.01",3636,5,6.5502e-30,4.487e-05
"FALSE POSITIVE",7204073,"K06847.01",128.8,5,-1,1.447e-05
"FALSE POSITIVE",7212722,"K06848.01",12470000,5,-1,-0.03419
"CANDIDATE",7217088,"K06849.01",767.2,26,2.7088e-18,-0.0001487
"FALSE POSITIVE",7280953,"K06850.01",11850,13,1.3944e-32,4.284e-05
"FALSE POSITIVE",7281217,"K06851.01",16450,5,-1,0
"FALSE POSITIVE",7281229,"K06852.01",15760,5,3.5434e-15,0
"FALSE POSITIVE",7281399,"K06854.01",14620,5,5.5353e-22,-1.383e-05
"FALSE POSITIVE",7281616,"K06856.01",13590,5,1.3104e-19,2.303e-06
"FALSE POSITIVE",7281699,"K06857.01",10710,8,-1,0.0002579
"FALSE POSITIVE",7282008,"K06858.01",13230,8,8.2664e-19,0.0001713
"FALSE POSITIVE",7285616,"K06859.01",13520,13,6.2778e-24,2.687e-05
"CANDIDATE",7335514,"K06860.01",9719,26,1.9654e-24,2.624e-05
"FALSE POSITIVE",7336754,"K06861.01",1180000,5,-1,0.0007177
"CANDIDATE",7350067,"K06863.01",2865,53,-1,0
"FALSE POSITIVE",7362632,"K06865.01",16130,5,1.4487e-22,0
"FALSE POSITIVE",7365447,"K06866.01",701600,8,-1,0.005259
"FALSE POSITIVE",7366036,"K06867.01",12610,5,4.0242e-30,6.141e-06
"FALSE POSITIVE",7368103,"K06869.01",1598000,8,-1,0
"FALSE POSITIVE",7369523,"K06870.01",39900000,5,-1,0
"FALSE POSITIVE",7376982,"K06871.01",3124,5,9.4281e-24,4.434e-05
"FALSE POSITIVE",7381695,"K06873.01",7259,8,1.3805e-25,-0.001285
"FALSE POSITIVE",7385387,"K06874.01",4186,8,6.1978e-25,0.0005946
"FALSE POSITIVE",7385478,"K06875.01",5223000,5,-1,0
"FALSE POSITIVE",7421876,"K06876.01",1801,5,4.0654e-18,-7.245e-06
"FALSE POSITIVE",7431665,"K06877.01",1514,72,3.7174e-35,0.0002062
"CANDIDATE",7447895,"K06878.01",3143,5,1.3705e-15,0.0001601
"FALSE POSITIVE",7455553,"K06879.01",7360,5,0,7.047e-05
"FALSE POSITIVE",7456521,"K06880.01",524800,5,-1,-0.01316
"FALSE POSITIVE",7461314,"K06881.01",10710,5,2.1483e-24,0.0006622
"CANDIDATE",7461521,"K06882.01",1308,8,7.9219e-30,-0.0004648
"FALSE POSITIVE",7541502,"K06885.01",31350000,13,-1,0.00344
"FALSE POSITIVE",7541746,"K06886.01",2059,5,-1,-1.668e-05
"FALSE POSITIVE",7584778,"K06887.01",10880,5,1.9156e-26,9.711e-05
"CANDIDATE",7592922,"K06890.01",3718,5,9.5814e-17,-0.0001953
"FALSE POSITIVE",7597703,"K06891.01",41040000,5,-1,0.05567
"CANDIDATE",7602351,"K06892.01",545,26,1.9482e-13,-0.0002987
"FALSE POSITIVE",7605600,"K06893.01",51660,53,-1,0.001886
"FALSE POSITIVE",7622072,"K06894.01",73570,5,0,0.02498
"FALSE POSITIVE",7630658,"K06895.01",20460000,13,-1,-0.07399
"FALSE POSITIVE",7631194,"K06896.01",7834,57,3.5554e-20,1.106e-05
"FALSE POSITIVE",7668648,"K06899.01",4069000,5,-1,0.01957
"FALSE POSITIVE",7670485,"K06900.01",2338000,5,-1,0.02055
"FALSE POSITIVE",7670617,"K06901.01",3730000,5,-1,-0.2056
"FALSE POSITIVE",7677005,"K06903.01",43090000,5,-1,0.0005181
"FALSE POSITIVE",7691527,"K06905.01",3858000,5,-1,0
"CANDIDATE",7700500,"K06907.01",1418,8,2.3955e-16,6.768e-05
"FALSE POSITIVE",7700578,"K06908.01",171800,8,-1,-0.7512
"FALSE POSITIVE",7707736,"K06909.01",243500,5,-1,-0.2485
"FALSE POSITIVE",7741048,"K06911.01",9235,5,9.7163e-21,0.000415
"FALSE POSITIVE",7751562,"K06912.01",89480,5,0,-0.03341
"FALSE POSITIVE",7769072,"K06914.01",19940,5,0,0.0001765
"FALSE POSITIVE",7769815,"K06915.01",1496,8,7.7645e-18,0.002548
"FALSE POSITIVE",7777365,"K06916.01",3257,8,2.7079e-10,-0.0002277
"FALSE POSITIVE",7798259,"K06917.01",829400,5,-1,-0.009345
"FALSE POSITIVE",7812893,"K06919.01",862.5,5,2.1042e-12,0.0003256
"FALSE POSITIVE",7816680,"K06920.01",1011000,5,0,-0.02345
"CANDIDATE",7816935,"K06921.01",1146,5,3.321e-15,-0.0001514
"FALSE POSITIVE",7838639,"K06922.01",1403000,5,-1,-0.01513
"FALSE POSITIVE",7846730,"K06923.01",33490000,13,-1,-0.03185
"FALSE POSITIVE",7847927,"K06924.01",142100,5,0,-0.009759
"FALSE POSITIVE",7870250,"K06926.01",15910,5,5.79e-24,-0.0001896
"FALSE POSITIVE",7885518,"K06928.01",10800,5,1.2877e-40,8.236e-05
"FALSE POSITIVE",7885570,"K06929.01",1058000,18,-1,0
"FALSE POSITIVE",7886329,"K06930.01",928000,5,0,0.0004782
"CANDIDATE",7902204,"K06931.01",2939,5,8.7643e-20,-0.0002246
"FALSE POSITIVE",7919653,"K06932.01",5621000,5,-1,-3.969e-05
"FALSE POSITIVE",7938468,"K06933.01",5217000,5,-1,0
"CANDIDATE",7939761,"K06934.01",363.7,5,3.0953e-16,-1.245e-05
"FALSE POSITIVE",7943535,"K06935.01",141700,5,0,0.0003232
"FALSE POSITIVE",7947631,"K06936.01",44240,5,0,0.0003726
"FALSE POSITIVE",7950775,"K06937.01",1271000,5,0,-0.005114
"FALSE POSITIVE",7955301,"K06938.01",167300,57,0,-0.0003391
"FALSE POSITIVE",7960295,"K06939.01",7983,14,-1,0.03364
"FALSE POSITIVE",7960547,"K06940.01",5297000,5,-1,0.0009675
"CANDIDATE",7967100,"K06941.01",33300,5,-1,-0.001492
"FALSE POSITIVE",7970629,"K06942.01",6025000,5,0,-0.0003308
"FALSE POSITIVE",7970760,"K06943.01",30670000,5,-1,-0.0003569
"FALSE POSITIVE",7971389,"K06944.01",634200,5,0,0.005042
"FALSE POSITIVE",7976136,"K06945.01",10320,5,-1,-2.201e-05
"FALSE POSITIVE",7976435,"K06946.01",2484,8,5.1185e-54,-1.138e-05
"FALSE POSITIVE",7985167,"K06947.01",8492000,5,-1,-0.005013
"FALSE POSITIVE",7987749,"K06948.01",252600,5,0,-0.005744
"FALSE POSITIVE",8007675,"K06949.01",2932,5,5.8449e-15,5.966e-06
"FALSE POSITIVE",8008128,"K06950.01",391200,5,0,0.001183
"FALSE POSITIVE",8009500,"K06951.01",367300,5,0,0.05707
"FALSE POSITIVE",8013289,"K06952.01",944.4,13,2.5729e-24,-5.475e-05
"FALSE POSITIVE",8016214,"K06953.01",26340000,5,-1,-0.06188
"CANDIDATE",8016692,"K06954.01",1140,5,1.1234e-14,6.37e-05
"FALSE POSITIVE",8027902,"K06955.01",5565,5,-1,1.661e-05
"FALSE POSITIVE",8039925,"K06956.01",375.1,5,7.6517e-21,3.412e-05
"CANDIDATE",8042644,"K06957.01",5232,5,4.2059e-18,0
"FALSE POSITIVE",8081389,"K06958.01",97870000,5,-1,-0.1018
"FALSE POSITIVE",8088354,"K06959.01",2556000,8,-1,0
"CANDIDATE",8091197,"K06960.01",737.6,8,5.9171e-15,-1.431e-06
"FALSE POSITIVE",8094140,"K06961.01",1728000,5,-1,0
"FALSE POSITIVE",8094221,"K06962.01",777.3,5,8.6537e-45,0.0001739
"FALSE POSITIVE",8097825,"K06963.01",18480000,5,-1,0.04167
"FALSE POSITIVE",8098300,"K06964.01",156600000,5,-1,-0.04473
"FALSE POSITIVE",8098515,"K06965.01",6714,13,1.0636e-17,6.708e-06
"CANDIDATE",8098960,"K06966.01",796.8,5,8.6238e-15,0.000281
"FALSE POSITIVE",8104436,"K06967.01",3133,5,1.2058e-29,-0.0001998
"FALSE POSITIVE",8111622,"K06968.01",2279000,5,-1,-0.3129
"CANDIDATE",8112013,"K06969.01",6968000,5,-1,0.002189
"CANDIDATE",8115647,"K06970.01",235.9,26,1.0662e-16,5.892e-05
"CANDIDATE",8120820,"K06971.01",43.3,26,1.6997e-14,0.0005801
"FALSE POSITIVE",8128965,"K06974.01",14700000,5,-1,-0.01109
"FALSE POSITIVE",8129189,"K06975.01",14230000,5,-1,0.001912
"FALSE POSITIVE",8143170,"K06976.01",742100,5,0,-0.0001743
"FALSE POSITIVE",8145789,"K06977.01",503900,5,0,-0.001516
"CANDIDATE",8145958,"K06978.01",2378,26,3.6558e-14,-0.0001052
"FALSE POSITIVE",8155584,"K06979.01",4912,8,0,0.02337
"CANDIDATE",8155654,"K06980.01",1266,5,1.7956e-16,-5.342e-05
"FALSE POSITIVE",8162376,"K06982.01",8575,5,2.1088e-23,-3.041e-05
"CANDIDATE",8167504,"K06983.01",951.4,26,1.7692e-14,-7.584e-05
"FALSE POSITIVE",8183389,"K06986.01",559800,5,-1,-0.01169
"FALSE POSITIVE",8193315,"K06988.01",2180000,5,-1,-0.1635
"FALSE POSITIVE",8195877,"K06989.01",659500,5,-1,0.008825
"FALSE POSITIVE",8196180,"K06990.01",12090000,8,-1,-0.05395
"FALSE POSITIVE",8210721,"K06991.01",495200,5,-1,0.005068
"FALSE POSITIVE",8211521,"K06992.01",5023,5,1.6216e-27,-0.0002432
"CANDIDATE",8227086,"K06993.01",531.9,5,4.8456e-14,-6.467e-05
"CANDIDATE",8227464,"K06994.01",1964,26,2.7612e-18,5.753e-06
"FALSE POSITIVE",8229048,"K06995.01",402400,5,0,0.0009183
"FALSE POSITIVE",8231877,"K06996.01",99750,5,0,0.0002586
"FALSE POSITIVE",8234477,"K06997.01",5026000,5,-1,0
"FALSE POSITIVE",8240109,"K06998.01",1155000,8,-1,0
"FALSE POSITIVE",8240861,"K06999.01",1223000,8,-1,0
"FALSE POSITIVE",8243263,"K07000.01",1424000,5,0,0.0001385
"FALSE POSITIVE",8244295,"K07001.01",71.81,5,1.905e-07,-0.007064
"CANDIDATE",8248103,"K07002.01",1638,5,1.8276e-18,-0.0004363
"CANDIDATE",8256882,"K07003.01",3280,26,1.2035e-20,0
"FALSE POSITIVE",8262223,"K07004.01",15380000,8,-1,-0.01249
"CANDIDATE",8283875,"K07007.01",8960,5,1.9993e-22,0
"FALSE POSITIVE",8285254,"K07008.01",4354000,5,-1,-0.07463
"FALSE POSITIVE",8285970,"K07009.01",17600,5,2.8652e-47,0
"FALSE POSITIVE",8288719,"K07010.01",855600,5,0,0.006741
"FALSE POSITIVE",8294484,"K07011.01",119300,8,-1,0
"FALSE POSITIVE",8296467,"K07012.01",13990000,5,-1,0.2606
"FALSE POSITIVE",8301013,"K07013.01",125700000,5,-1,0.002104
"FALSE POSITIVE",8302455,"K07014.01",4737000,8,0,-0.001395
"FALSE POSITIVE",8302473,"K07015.01",1907,8,7.1767e-19,0.0001963
"CANDIDATE",8311864,"K07016.01",37.08,5,1.4334e-12,-0.0002939
"FALSE POSITIVE",8312222,"K07017.01",520900,5,0,0.01218
"FALSE POSITIVE",8314801,"K07018.01",9700000,5,-1,0
"FALSE POSITIVE",8316503,"K07019.01",10680000,5,-1,0.01323
"FALSE POSITIVE",8330575,"K07020.01",9362000,5,0,0
"FALSE POSITIVE",8345358,"K07021.01",85210,5,0,0.00319
"FALSE POSITIVE",8358008,"K07022.01",11180,5,0,0.004021
"CANDIDATE",8362974,"K07023.01",1743,26,1.1918e-16,3.753e-06
"FALSE POSITIVE",8364119,"K07024.01",38570000,5,-1,0
"FALSE POSITIVE",8367298,"K07025.01",1533,5,2.9025e-42,-2.168e-05
"FALSE POSITIVE",8374499,"K07026.01",10340000,5,-1,0.09986
"FALSE POSITIVE",8378656,"K07027.01",7377000,5,-1,-0.02558
"FALSE POSITIVE",8378922,"K07028.01",9471000,5,-1,-0.1062
"FALSE POSITIVE",8379547,"K07029.01",5879000,5,-1,0.003038
"FALSE POSITIVE",8381592,"K07030.01",316900,5,0,-0.001992
"FALSE POSITIVE",8382339,"K07031.01",781.9,57,2.3952e-43,-0.001067
"CANDIDATE",8394475,"K07032.01",2083,26,1.0242e-14,7.045e-06
"FALSE POSITIVE",8398290,"K07033.01",8321,13,8.1461e-13,3.909e-06
"FALSE POSITIVE",8411947,"K07034.01",9337000,8,-1,0
"FALSE POSITIVE",8414159,"K07035.01",13220000,5,-1,0.0016
"FALSE POSITIVE",8414216,"K07036.01",652.5,53,8.886e-35,0.0002375
"FALSE POSITIVE",8415863,"K07037.01",932900,13,0,-0.0004751
"FALSE POSITIVE",8423903,"K07038.01",1004,13,3.8276e-34,2.644e-05
"FALSE POSITIVE",8429450,"K07039.01",49120000,13,-1,0
"CANDIDATE",8443812,"K07041.01",932.3,5,2.6631e-14,0.0004306
"FALSE POSITIVE",8445775,"K07042.01",342700,5,0,-0.001011
"FALSE POSITIVE",8453191,"K07043.01",20050000,5,-1,0
"FALSE POSITIVE",8453324,"K07044.01",150500,57,0,0.0001935
"CANDIDATE",8479107,"K07045.01",2899000,5,-1,0
"FALSE POSITIVE",8479386,"K07046.01",151600000,5,-1,-0.02215
"FALSE POSITIVE",8488876,"K07047.01",1144000,5,0,0.009717
"FALSE POSITIVE",8504570,"K07048.01",1086000,5,-1,-2.424e-05
"FALSE POSITIVE",8509346,"K07049.01",1850000,5,0,0.04112
"FALSE POSITIVE",8517433,"K07050.01",5816,26,2.3098e-16,9.308e-06
"FALSE POSITIVE",8526387,"K07051.01",29.74,8,3.6782e-29,-0.0001287
"FALSE POSITIVE",8543278,"K07052.01",116800,5,0,-0.01275
"FALSE POSITIVE",8552500,"K07053.01",16420,5,8.8761e-20,-1.627e-05
"FALSE POSITIVE",8552540,"K07054.01",16380000,5,-1,0
"FALSE POSITIVE",8553788,"K07055.01",12580000,18,-1,0.0004228
"FALSE POSITIVE",8553907,"K07056.01",113400000,5,-1,0.1395
"FALSE POSITIVE",8559796,"K07057.01",6839,5,-1,-1.088e-06
"FALSE POSITIVE",8559863,"K07058.01",1204000,5,0,0
"FALSE POSITIVE",8560861,"K07059.01",20730000,8,0,0
"FALSE POSITIVE",8565900,"K07060.01",4038,5,1.4897e-59,-6.399e-05
"FALSE POSITIVE",8569819,"K07062.01",2850000,8,-1,0
"FALSE POSITIVE",8574270,"K07063.01",47780,5,0,-0.0007393
"FALSE POSITIVE",8581658,"K07064.01",32900000,5,-1,0.01207
"FALSE POSITIVE",8590527,"K07065.01",389500,5,-1,-0.003201
"FALSE POSITIVE",8604993,"K07066.01",171700,5,0,-0.01371
"FALSE POSITIVE",8608490,"K07067.01",3698000,5,-1,0
"FALSE POSITIVE",8610483,"K07068.01",4894000,5,-1,0
"CANDIDATE",8613446,"K07069.01",975.3,5,2.3074e-18,-0.0004197
"FALSE POSITIVE",8618226,"K07070.01",10590000,18,-1,-0.002785
"FALSE POSITIVE",8621026,"K07071.01",9153000,8,-1,-0.001082
"CANDIDATE",8624860,"K07072.01",463.6,18,1.0384e-14,7.172e-05
"CANDIDATE",8625408,"K07073.01",42.75,26,9.3769e-29,-0.0001146
"FALSE POSITIVE",8690001,"K07075.01",4542000,8,-1,0.01876
"CANDIDATE",8693536,"K07076.01",465.2,5,1.102e-16,0.0001376
"FALSE POSITIVE",8700506,"K07077.01",52360000,5,-1,-0.05231
"FALSE POSITIVE",8701327,"K07078.01",110200000,13,-1,0.0006149
"FALSE POSITIVE",8711548,"K07079.01",39970000,5,-1,0.005799
"FALSE POSITIVE",8719897,"K07081.01",47210000,57,-1,0
"FALSE POSITIVE",8736245,"K07082.01",86450000,5,-1,0
"FALSE POSITIVE",8738115,"K07083.01",24360,5,0,-0.000656
"FALSE POSITIVE",8739209,"K07084.01",1967,13,9.6559e-19,1.186e-05
"FALSE POSITIVE",8746310,"K07085.01",208500,5,0,-0.003643
"FALSE POSITIVE",8750094,"K07086.01",16130,8,-1,-0.0002471
"FALSE POSITIVE",8758161,"K07087.01",20330000,5,-1,0
"CANDIDATE",8760760,"K07088.01",2984,5,2.0278e-15,0.0001652
"FALSE POSITIVE",8767034,"K07089.01",14240,5,2.8356e-16,-0.0001184
"FALSE POSITIVE",8773948,"K07090.01",2693000,5,-1,-0.06645
"FALSE POSITIVE",8784288,"K07091.01",93060000,5,-1,-0.07475
"FALSE POSITIVE",8807057,"K07093.01",81.25,5,2.7625e-15,-0.0002979
"FALSE POSITIVE",8822585,"K07095.01",4763,5,-1,6.259e-06
"FALSE POSITIVE",8823397,"K07096.01",8230000,8,-1,-0.006075
"FALSE POSITIVE",8841616,"K07097.01",30690000,13,-1,0
"FALSE POSITIVE",8845221,"K07098.01",34920000,5,-1,0.0004081
"CANDIDATE",8848104,"K07100.01",1042000,5,0,-0.01097
"FALSE POSITIVE",8848115,"K07101.01",1828,57,0,-0.009276
"FALSE POSITIVE",8868657,"K07102.01",1624,5,1.1867e-47,7.857e-05
"FALSE POSITIVE",8878681,"K07103.01",453400,5,-1,0
"FALSE POSITIVE",8879427,"K07104.01",283900,5,0,0.0006609
"FALSE POSITIVE",8879915,"K07105.01",20310000,5,-1,-0.09945
"CANDIDATE",8881169,"K07106.01",1738,5,2.091e-18,0.0002515
"FALSE POSITIVE",8890996,"K07107.01",5292,5,3.4829e-19,-4.029e-05
"FALSE POSITIVE",8906676,"K07108.01",10290000,13,-1,0.009245
"FALSE POSITIVE",8938628,"K07109.01",699700,5,0,0.000291
"FALSE POSITIVE",8940961,"K07110.01",9828000,5,-1,0.0009319
"CANDIDATE",8953281,"K07112.01",1816,5,1.8883e-21,-0.0001354
"FALSE POSITIVE",8953426,"K07113.01",56120000,8,-1,0.01355
"FALSE POSITIVE",8953475,"K07114.01",1658,8,7.0876e-20,-0.0001124
"FALSE POSITIVE",8957572,"K07115.01",5226,5,0.00041021,1.612e-05
"CANDIDATE",8958811,"K07116.01",3057,26,2.1299e-19,-9.578e-05
"FALSE POSITIVE",9001468,"K07120.01",3696000,5,-1,2.246e-05
"FALSE POSITIVE",9005854,"K07121.01",1594000,5,0,0
"FALSE POSITIVE",9007918,"K07122.01",21950000,5,-1,-0.002245
"FALSE POSITIVE",9007953,"K07123.01",5308,5,1.1598e-14,1.354e-05
"FALSE POSITIVE",9024857,"K07124.01",168600,5,0,-0.007447
"FALSE POSITIVE",9024857,"K07124.02",17.9,5,4.9578e-09,-0.0004121
"CANDIDATE",9025739,"K07125.01",987.6,5,8.7379e-14,-1.815e-05
"FALSE POSITIVE",9029486,"K07126.01",14040000,5,-1,0.04848
"FALSE POSITIVE",9049010,"K07127.01",2007,5,9.0973e-28,-6.85e-05
"FALSE POSITIVE",9083503,"K07128.01",5154,8,1.0279e-22,-0.0003611
"FALSE POSITIVE",9093566,"K07130.01",9953,8,2.8277e-19,-1.549e-05
"CANDIDATE",9098590,"K07131.01",2701000,5,0,-7.748e-05
"FALSE POSITIVE",9098810,"K07132.01",45250000,5,-1,0.007495
"CANDIDATE",9099773,"K07133.01",78.39,26,1.7807e-13,4.815e-05
"FALSE POSITIVE",9101208,"K07134.01",4742,5,4.5133e-23,0.0003508
"FALSE POSITIVE",9119405,"K07135.01",10290000,5,-1,-0.002773
"FALSE POSITIVE",9159301,"K07138.01",34160000,8,-1,0
"FALSE POSITIVE",9163674,"K07139.01",26390000,13,-1,-0.02445
"FALSE POSITIVE",9172506,"K07141.01",2573000,5,0,0.001967
"FALSE POSITIVE",9179531,"K07142.01",3460000,5,0,-0.1176
"FALSE POSITIVE",9181340,"K07143.01",9885,5,0,-0.01702
"CANDIDATE",9203154,"K07144.01",8645,5,3.5547e-18,0.0002136
"FALSE POSITIVE",9205993,"K07145.01",640600,8,-1,-0.05023
"FALSE POSITIVE",9207508,"K07146.01",53410000,5,-1,0
"FALSE POSITIVE",9210828,"K07147.01",4322000,5,-1,0
"CANDIDATE",9221627,"K07148.01",252.2,8,3.7032e-15,-0.0008675
"FALSE POSITIVE",9236858,"K07149.01",5630000,5,-1,-0.02168
"FALSE POSITIVE",9243795,"K07150.01",1160000,5,0,0.001049
"FALSE POSITIVE",9266285,"K07151.01",1855000,5,0,0.01013
"FALSE POSITIVE",9278021,"K07152.01",9494,5,0,0.001299
"FALSE POSITIVE",9284741,"K07153.01",9817000,5,-1,-0.05617
"FALSE POSITIVE",9286728,"K07154.01",2872,5,4.9223e-22,5.665e-05
"FALSE POSITIVE",9291368,"K07155.01",4417000,8,-1,0
"FALSE POSITIVE",9291368,"K07155.02",266600,8,-1,0
