"koi_disposition","kepid","kepoi_name","tce_model_dof","tcet_period","tcet_model_dof","tce_rb_tpdur","tce_rb_tcount2","tce_fwm_sdec","tce_fwm_pdeco","tce_prad_sn"
"CANDIDATE",11446443,"K00001.01",7757,2.47061,10140,3,0,49.31643,0.0007788,25.3591266040988
"CANDIDATE",10666592,"K00002.01",23000,2.20473,32150,6,5,47.969308,0,17.7434704451729
"CANDIDATE",10748390,"K00003.01",4897,4.88779,6752,6,3,48.081645,0.0008108,26.8554790894653
"CANDIDATE",3861595,"K00004.01",6694,3.84936,8884,6,1,38.94734,0.0001224,3.08238636363636
"CANDIDATE",8554498,"K00005.01",4870,4.7803,6749,3,11,44.647406,-0.0001082,13.5176069670579
"FALSE POSITIVE",3248033,"K00006.01",18410,1.3341,25630,6,0,38.386966,-0.003615,3.39170744269894
"CANDIDATE",11853905,"K00007.01",13630,3.21367,18630,6,2,50.135737,5.112e-05,15.2437810945274
"FALSE POSITIVE",5903312,"K00008.01",16830,1.16015,27640,3,1,41.139357,-0.0004966,4.66613672496025
"FALSE POSITIVE",11553706,"K00009.01",10260,3.71978,14570,6,0,49.528435,0.01866,3.06497484139138
"CANDIDATE",6922244,"K00010.01",11670,3.52249,18380,6,0,42.451063,0.0003616,13.1886625332152
"FALSE POSITIVE",11913073,"K00011.01",12500,3.74786,17150,12,0,50.262473,0.004598,4.35467128027682
"CANDIDATE",5812701,"K00012.01",5110,17.855,8817,12,0,41.011057,-0.0009708,5.11923076923077
"CANDIDATE",9941662,"K00013.01",21570,1.76359,32050,6,0,46.868554,0,2.25890985324948
"FALSE POSITIVE",7684873,"K00014.01",6927,2.94737,10800,3,30,43.305207,5.322e-05,3.84472461844725
"FALSE POSITIVE",3964562,"K00015.01",8436,3.01246,11430,6,0,39.088794,0,3.12935708752905
"FALSE POSITIVE",9110357,"K00016.01",31460,0.895276,32240,3,0,45.299469,0.06975,1.58632517722387
"CANDIDATE",10874614,"K00017.01",11450,3.23468,15880,6,0,48.239985,0.0008648,13.5889954147561
"CANDIDATE",8191672,"K00018.01",16420,3.54844,27340,12,0,44.035067,-0.000686,11.3297872340426
"FALSE POSITIVE",7255336,"K00019.01",17330,1.2032,26700,3,4,42.839213,-2.683e-05,5.56980227681246
"CANDIDATE",11804465,"K00020.01",10350,4.43796,17190,12,0,50.040385,8.806e-05,5.05466778805719
"FALSE POSITIVE",10125352,"K00021.01",5962,4.2885,7524,6,0,47.169873,-0.00363,2.83500205733096
"CANDIDATE",9631995,"K00022.01",6794,7.89143,9434,6,0,46.323334,0.0009601,5.91536338546458
"FALSE POSITIVE",9071386,"K00023.01",13240,4.69334,20200,12,0,45.403074,-1.322e-05,5.50679851668727
"FALSE POSITIVE",4743513,"K00024.01",10990,2.08609,30770,3,0,39.81877,0.008371,3.28679867986799
"FALSE POSITIVE",10593759,"K00025.01",13490,3.1326,17130,6,0,47.815537,-8.061e-05,2.91012640644534
"FALSE POSITIVE",5021737,"K00026.01",3010,15.0394,4059,12,0,40.150652,-0.006092,2.94135293235338
"FALSE POSITIVE",3832716,"K00027.01",-1,1.14187,32250,6,0,0,0,-29.76
"FALSE POSITIVE",4247791,"K00028.01",41960,2.05043,30290,12,0,39.376897,0.02054,3.40740740740741
"FALSE POSITIVE",6956014,"K00031.01",29190,0.92558,31810,3,0,42.468764,3.581e-05,3.36820652173913
"FALSE POSITIVE",5725087,"K00033.01",26590,0.7324,32030,3,0,40.927545,-5.153e-05,3.57070399675391
"CANDIDATE",6521045,"K00041.01",6501,12.8157,10030,12,0,41.99039,-0.0001281,11.761583011583
"CANDIDATE",6521045,"K00041.02",7782,6.887,13180,12,0,41.990465,-5.996e-05,7.28437654016757
"CANDIDATE",6521045,"K00041.03",1856,35.3339,3158,12,0,41.990374,-5.045e-05,6.82155408043733
"CANDIDATE",8866102,"K00042.01",3367,17.8336,5402,12,0,45.139992,0.0001457,17.4952800503461
"FALSE POSITIVE",9025922,"K00043.01",4257,11.3203,4704,12,0,45.343954,0.06295,59.7935103244838
"FALSE POSITIVE",8845026,"K00044.01",3786,66.4696,4974,31,0,45.089558,-0.001799,3.49366359447005
"FALSE POSITIVE",3742855,"K00045.01",10630,6.39719,15220,12,0,38.839015,-0.05663,485.289465359064
"CANDIDATE",10905239,"K00046.01",15660,3.48767,21670,6,0,48.355286,-7.65e-05,4.14834794335806
"CANDIDATE",10905239,"K00046.02",6996,6.02981,10610,6,0,48.355114,2.684e-05,1.40012845215157
"FALSE POSITIVE",7837302,"K00048.01",2723,23.837,4076,12,0,43.543179,-0.0006494,2.13167701863354
"CANDIDATE",9527334,"K00049.01",4901,8.31378,7518,6,0,46.16479,8.647e-06,6.01752289924333
"FALSE POSITIVE",6056992,"K00051.01",4302,10.4311,4864,6,0,41.332248,0.04291,12.5317693059629
"FALSE POSITIVE",3558981,"K00052.01",8363,2.98785,11180,6,0,38.678222,-0.003217,6.46345811051693
"FALSE POSITIVE",2445975,"K00053.01",8579,3.38888,12500,6,0,37.773441,-0.00428,259.708193041526
"FALSE POSITIVE",8248939,"K00061.01",17720,1.63346,25940,3,0,44.16672,-0.0036,3.04193319118692
"CANDIDATE",11554435,"K00063.01",3808,9.43415,5671,6,0,49.548286,-9.444e-05,7.37867647058824
"CANDIDATE",7051180,"K00064.01",10970,1.95108,16520,3,0,42.547409,7.244e-05,8.23603002502085
"FALSE POSITIVE",10620329,"K00066.01",17760,0.87256,25710,3,27,47.840013,-2.884e-05,3.87346221441125
"FALSE POSITIVE",8669092,"K00068.01",-1,1.00071,32150,3,0,44.827502,-5.345e-05,-13.85
"CANDIDATE",3544595,"K00069.01",8217,4.72675,13560,6,0,38.672404,1.635e-05,20.1293356848912
"CANDIDATE",6850504,"K00070.01",4741,10.8541,6815,6,0,42.338664,-5.514e-05,8.90287277701778
"CANDIDATE",6850504,"K00070.02",8431,3.6961,13610,6,0,42.338628,2.923e-05,8.44036697247707
"CANDIDATE",6850504,"K00070.03",895.2,77.6101,1584,12,0,42.338615,0.0001024,8.49882491186839
"CANDIDATE",6850504,"K00070.04",5135,6.09858,9034,6,0,42.338555,2.47e-05,3.24974164657251
"CANDIDATE",6850504,"K00070.05",1485,19.5775,3024,6,0,42.338781,-4.405e-05,2.18607542478243
"CANDIDATE",11904151,"K00072.01",1773,45.2935,3069,12,0,50.241397,6.128e-05,14.4168591224018
"CANDIDATE",11904151,"K00072.02",19570,0.83749,25050,3,0,50.241587,-2.284e-05,6.28459119496855
"FALSE POSITIVE",6889235,"K00074.01",11660,5.18864,20640,12,0,42.388513,-4.611e-05,2.44115691489362
"CANDIDATE",7199397,"K00075.01",2533,105.88,3277,31,0,42.728722,-0.0008328,8.02621434078643
"FALSE POSITIVE",9955262,"K00076.01",1790,77.4818,2879,24,0,46.822415,-0.0007428,3.07670373538637
"FALSE POSITIVE",9552608,"K00080.01",3984,9.25058,5941,6,0,46.104302,-6.04e-05,2.05379482902419
"FALSE POSITIVE",8823868,"K00081.01",4821,23.8758,8344,24,0,45.018499,-0.000332,2.62561231630511
"CANDIDATE",10187017,"K00082.01",3170,16.1456,4722,6,0,47.207921,-3.555e-05,14.8637911464245
"CANDIDATE",10187017,"K00082.02",3838,10.3117,5834,6,0,47.207896,1.449e-05,11.5057915057915
"CANDIDATE",10187017,"K00082.03",1680,27.454,2578,6,0,47.207855,2.79e-05,4.23824959481361
"CANDIDATE",10187017,"K00082.04",4692,7.07135,6976,6,0,47.2078,2.566e-05,3.65092918131592
"CANDIDATE",10187017,"K00082.05",5597,5.28687,8709,6,0,47.208086,-2.593e-05,2.74184397163121
"CANDIDATE",10187017,"K00082.06",1015,22.4101,1510,3,0,47.208073,-3.415e-05,2.11579699785561
"CANDIDATE",2571238,"K00084.01",5045,9.28694,6946,6,0,37.851719,-1.688e-05,8.13680781758958
"CANDIDATE",5866724,"K00085.01",9267,5.85998,16660,6,0,41.151204,-6.693e-05,16.2506841817187
"CANDIDATE",5866724,"K00085.02",16980,2.1549,26920,6,0,41.151185,-1.214e-05,11.2390670553936
"CANDIDATE",5866724,"K00085.03",4978,8.13117,8739,6,0,41.151223,-2.972e-05,10.3464755077658
"CANDIDATE",10593626,"K00087.01",283.4,289.864,477,12,0,47.884269,-6.895e-05,8.41968911917098
"FALSE POSITIVE",7700871,"K00088.01",14090,2.58984,24840,6,0,43.333593,-0.0002737,4.61555075593953
"CANDIDATE",8056665,"K00089.01",1734,84.6849,2927,24,0,43.81437,-5.856e-05,4.28538550057537
"CANDIDATE",8056665,"K00089.02",410.6,207.578,745,12,0,43.814243,0.0001417,4.06285714285714
"FALSE POSITIVE",9210823,"K00090.01",25480,0.8282,32230,3,1,0,0,2.16285714285714
"CANDIDATE",7941200,"K00092.01",667.2,65.7048,966,6,0,43.788365,2.344e-06,6.39547074858461
"CANDIDATE",6462863,"K00094.01",1790,22.3427,2622,12,0,41.891142,-0.0002888,5.47774158523344
"CANDIDATE",6462863,"K00094.02",957.3,54.3184,1562,12,0,41.891134,-4.452e-05,5.46696035242291
"CANDIDATE",6462863,"K00094.03",2959,10.4236,4427,12,0,41.891175,-0.0001318,5.38783783783784
"CANDIDATE",6462863,"K00094.04",5446,3.74315,8461,6,0,41.891176,-2.14e-05,4.76889613920609
"CANDIDATE",5780885,"K00097.01",13180,4.88546,19690,12,0,41.089757,-2.272e-05,15.9137769447048
"CANDIDATE",10264660,"K00098.01",11370,6.79019,18950,12,0,47.333018,-0.0002271,13.6863995563566
"CANDIDATE",4055765,"K00100.01",5520,9.96639,7525,12,0,39.199498,-1.491e-05,3.91515994436718
"CANDIDATE",8456679,"K00102.01",18590,1.73513,24700,6,0,44.435397,-0.001065,6.04758961681088
"FALSE POSITIVE",8456679,"K00102.02",7184,4.06844,12830,6,0,44.435302,-6.386e-05,3.91619927416694
"CANDIDATE",2444412,"K00103.01",3154,14.9109,4350,6,0,37.751499,-0.0001361,7.8639846743295
"CANDIDATE",10318874,"K00104.01",7849,2.50806,12870,3,0,47.497211,3.93e-06,19.1324921135647
"CANDIDATE",8711794,"K00105.01",3026,8.98098,3648,3,0,44.857885,8.027e-05,6.26606334841629
"FALSE POSITIVE",10489525,"K00106.01",16330,1.61224,25750,6,9,47.576372,0.03441,2.77314814814815
"CANDIDATE",11250587,"K00107.01",9023,7.25704,14900,12,0,48.982357,-2.081e-05,14.3948797517455
"CANDIDATE",4914423,"K00108.01",3843,15.9655,6058,12,0,40.064589,-8.038e-05,13.8071065989848
"CANDIDATE",4914423,"K00108.02",932,179.604,1402,31,0,40.064522,9.363e-05,15.472972972973
"FALSE POSITIVE",4752451,"K00109.01",4648,6.41496,8171,6,0,39.815233,-0.006196,1.44112859468258
"CANDIDATE",9450647,"K00110.01",5461,9.9406,7662,6,0,46.063898,4.615e-05,5.64030297692443
"CANDIDATE",6678383,"K00111.01",5334,11.4277,8392,12,0,42.166576,0.0001063,7.0381984036488
"CANDIDATE",6678383,"K00111.02",1728,51.7548,2898,12,0,42.166604,6.937e-05,7.07438449449974
"CANDIDATE",6678383,"K00111.03",2980,23.6686,5053,12,0,42.166613,3.642e-05,6.85554903112155
"CANDIDATE",10984090,"K00112.01",1888,51.0789,2776,12,0,48.495545,7.995e-05,7.01040253279059
"CANDIDATE",10984090,"K00112.02",9275,3.70919,14130,6,0,48.495685,-5.047e-05,4.96002906976744
"FALSE POSITIVE",6721123,"K00114.01",7128,7.36174,10300,12,0,42.158262,-0.005549,1.3472442730778
"CANDIDATE",9579641,"K00115.01",7215,5.41218,9779,6,0,46.276192,-0.0001369,6.85990338164251
"CANDIDATE",9579641,"K00115.02",4928,7.12599,8301,6,0,46.276037,6.1e-05,5.39052890528905
"CANDIDATE",9579641,"K00115.03",10280,3.43587,13630,6,0,46.276159,-2.759e-06,2.53717693836978
"CANDIDATE",8395660,"K00116.01",3258,13.5708,4816,6,0,44.337549,0.0001081,6.42167255594818
"CANDIDATE",8395660,"K00116.02",1880,43.8438,2741,12,0,44.337553,0.0001199,6.47506150749273
"CANDIDATE",8395660,"K00116.03",6847,6.16477,11540,6,0,44.337455,3.023e-05,2.09878345498783
"CANDIDATE",8395660,"K00116.04",2188,23.9801,4068,12,0,44.337906,-0.0001016,2.46511627906977
"CANDIDATE",10875245,"K00117.01",4285,14.7491,6759,12,0,48.208594,0.000114,20.2486678507993
"CANDIDATE",10875245,"K00117.02",10990,3.18004,17920,6,0,48.208621,2.021e-05,8.86592984142239
"CANDIDATE",10875245,"K00117.03",7272,4.9014,12680,6,0,48.208693,-1.23e-05,8.65128660159716
"CANDIDATE",10875245,"K00117.04",4283,7.95818,7506,12,0,48.208771,-1.84e-05,2.4285416232005
"CANDIDATE",3531558,"K00118.01",3162,24.9934,5264,12,0,38.649549,0.0001512,10.7086614173228
"CANDIDATE",9471974,"K00119.01",3278,49.1833,4624,24,0,46.06203,-0.00188,14.7164429530201
"CANDIDATE",9471974,"K00119.02",1027,190.325,1554,31,0,46.061957,-0.001,14.4589729012697
"CANDIDATE",11869052,"K00120.01",1138,20.5457,2125,3,0,50.172196,-0.0001147,1.78204010462075
"FALSE POSITIVE",3247396,"K00121.01",4164,8.81112,6869,12,0,38.382674,0.001113,2.30252808988764
"CANDIDATE",8349582,"K00122.01",4605,11.523,6568,6,0,44.397929,6.316e-05,12.5281690140845
"CANDIDATE",5094751,"K00123.01",7697,6.48156,11830,6,0,40.284928,-4.27e-05,19.3828067597355
"CANDIDATE",5094751,"K00123.02",3896,21.2222,5708,12,0,40.284941,-7.224e-05,14.8669201520913
"CANDIDATE",11086270,"K00124.01",3985,12.6911,5953,6,0,48.602858,-4.62e-05,3.79869313897964
"CANDIDATE",11086270,"K00124.02",2067,31.7197,3241,12,0,48.602753,6.819e-05,3.6971792932022
"CANDIDATE",11449844,"K00125.01",1540,38.4783,2487,12,0,49.370446,-0.0003218,7.45075970737198
"FALSE POSITIVE",5897826,"K00126.01",4501,33.8049,7624,24,0,41.114284,-0.0004284,4.25531914893617
"CANDIDATE",5897826,"K00126.02",490.6,279.361,835,31,0,41.114122,0.0002066,0.43364312267658
"CANDIDATE",8359498,"K00127.01",10210,3.57876,14790,6,8,44.345455,0.0002158,16.8255481410867
"CANDIDATE",11359879,"K00128.01",8570,4.94279,10840,6,0,49.140052,-0.002235,7.34817813765182
"CANDIDATE",11974540,"K00129.01",3576,24.6692,5224,12,0,50.372381,-0.0007078,2.43736332396126
"CANDIDATE",5297298,"K00130.01",1990,34.1935,2856,12,0,40.429762,0.000125,4.73740392826644
"CANDIDATE",7778437,"K00131.01",12170,5.01419,19190,12,0,43.497579,-0.0005156,2.9760579064588
"FALSE POSITIVE",8892910,"K00132.01",5039,10.8101,6132,12,0,45.130784,0.00159,3.24447482342219
"FALSE POSITIVE",11673674,"K00133.01",14160,4.61879,22840,12,0,49.704288,-0.01577,3.44340505144995
"FALSE POSITIVE",9032900,"K00134.01",388.8,405.661,496,24,0,45.364919,0.0002735,4.37479047938317
"CANDIDATE",9818381,"K00135.01",12310,3.0241,17840,6,0,46.668261,-0.0002718,12.6903044871795
"FALSE POSITIVE",7601633,"K00136.01",894,15.6639,996,6,0,43.203834,0.0001242,3.53658536585366
"CANDIDATE",8644288,"K00137.01",3529,14.8588,5014,6,0,44.746285,0.0002559,14.4005358338915
"CANDIDATE",8644288,"K00137.02",6437,7.64149,8263,6,0,44.746286,0.0001639,14.4226237234878
"CANDIDATE",8644288,"K00137.03",7280,3.50472,11240,3,0,44.746421,-0.0001172,6.81067344345616
"FALSE POSITIVE",8506766,"K00138.01",1495,48.9375,1852,12,0,44.578335,-0.003826,3.5060930847159
"CANDIDATE",8559644,"K00139.01",823.9,224.776,1180,24,0,44.68827,-0.0001367,5.79018867924528
"CANDIDATE",8559644,"K00139.02",11650,3.34179,19080,6,0,44.688125,7.537e-05,4.62020556530459
"FALSE POSITIVE",5130369,"K00140.01",5848,19.9784,9787,24,0,40.29061,-0.009659,2.35890302066773
"CANDIDATE",12105051,"K00141.01",7655,2.62424,24430,3,1,50.651584,0.0001692,8.54086501462213
"CANDIDATE",4649305,"K00143.01",1938,22.6511,2814,6,0,39.781594,0.0001295,2.5982905982906
"CANDIDATE",4180280,"K00144.01",9723,4.17624,14450,6,0,39.249783,-1.631e-05,13.6922406277245
"CANDIDATE",9904059,"K00145.01",1382,102.966,1912,31,0,46.781529,-0.0004518,4.14127569847127
"FALSE POSITIVE",9048161,"K00146.01",5707,8.66786,7412,12,0,45.323741,-0.05926,2.10209456917095
"FALSE POSITIVE",1996679,"K00147.01",332.7,145.562,558,12,0,37.490999,-0.01246,1.85222518067706
"CANDIDATE",5735762,"K00148.01",4772,9.6739,6720,6,0,40.94892,-4.434e-05,11.9372549019608
"CANDIDATE",5735762,"K00148.02",7604,4.77803,13050,6,0,40.948887,3.226e-05,12.2780748663102
"CANDIDATE",5735762,"K00148.03",1574,42.8962,2651,12,0,40.948995,-0.0001775,9.81296758104738
"CANDIDATE",3835670,"K00149.01",7405,14.5571,11190,12,1,38.945612,-2.098e-05,4.94023479188901
"CANDIDATE",7626506,"K00150.01",5826,8.4089,9034,6,0,43.209853,0.0003416,9.92862807295797
"CANDIDATE",7626506,"K00150.02",2281,28.5743,3196,12,0,43.209801,0.0005166,8.27380952380952
"CANDIDATE",2307199,"K00151.01",2524,13.4472,3220,6,0,37.630755,0.0003652,3.08126410835214
"CANDIDATE",8394721,"K00152.01",2483,52.091,3168,24,0,44.381603,-0.0006164,5.34920634920635
"CANDIDATE",8394721,"K00152.02",4936,13.4844,7682,12,0,44.381514,7.225e-05,5.31650695100553
"CANDIDATE",8394721,"K00152.03",3272,27.402,5542,12,0,44.381547,-8.218e-06,5.31451405001289
"CANDIDATE",8394721,"K00152.04",541.7,81.0631,811,6,0,44.381395,0.0002121,2.81273062730627
"CANDIDATE",12252424,"K00153.01",7188,4.75398,11140,6,0,50.94432,4.709e-05,13.1073446327684
"CANDIDATE",12252424,"K00153.02",3705,8.92513,5455,6,0,50.944313,8.51e-05,10.3944607637432
"CANDIDATE",8030148,"K00155.01",11150,5.6606,16960,12,0,43.881246,-0.000103,5.84123814278582
"CANDIDATE",10925104,"K00156.01",3517,11.7761,5537,6,0,48.349659,-0.0006337,15.853985264568
"CANDIDATE",10925104,"K00156.02",4169,8.04127,6261,6,0,48.349655,-0.0002523,15.6927426955702
"CANDIDATE",10925104,"K00156.03",5657,5.18852,9445,6,0,48.349619,-9.972e-05,15.009250693802
"CANDIDATE",6541920,"K00157.01",1767,31.9957,2930,12,0,41.909219,0.0002749,14.4235216385861
"CANDIDATE",6541920,"K00157.02",4687,13.0248,7111,12,0,41.90923,0.0001231,12.7459502173054
"CANDIDATE",6541920,"K00157.03",3065,22.6868,4312,12,0,41.90919,0.0002936,11.2970168612192
"CANDIDATE",6541920,"K00157.04",1027,118.377,1498,24,0,41.909222,0.0002123,9.52049290115189
"CANDIDATE",6541920,"K00157.05",1755,46.6859,2537,12,0,41.909202,0.0001472,13.9279026217228
"CANDIDATE",6541920,"K00157.06",4787,10.3039,8226,12,0,41.909162,0.0001207,12.4031443009545
"FALSE POSITIVE",10555375,"K00158.01",6039,5.80179,10210,6,3,47.782943,0.002798,1.97767857142857
"CANDIDATE",8972058,"K00159.01",6030,8.99093,8122,6,0,45.261978,-1.057e-05,5.73314938904217
"CANDIDATE",8972058,"K00159.02",8144,2.40363,12500,3,0,45.262101,-3.242e-05,2.19909159727479
"CANDIDATE",6631721,"K00160.01",2852,13.738,4076,6,0,42.014046,-0.001993,3.51020408163265
"CANDIDATE",5084942,"K00161.01",7749,3.10551,10420,3,0,40.211428,4.776e-05,12.8763316350162
"CANDIDATE",8107380,"K00162.01",4539,14.0065,6878,12,3,43.963002,7.939e-05,5.93646102696712
"CANDIDATE",6851425,"K00163.01",4036,11.1199,6711,6,0,42.355277,0.0001603,9.50151712180321
"FALSE POSITIVE",5652237,"K00164.01",8557,4.46454,14460,6,0,40.864052,-0.002663,2.18833044482958
"CANDIDATE",9527915,"K00165.01",2864,13.2218,3991,6,0,46.19626,-0.0005696,11.0601833399761
"CANDIDATE",2441495,"K00166.01",2512,12.4934,4281,6,0,37.769677,0.0001245,8.31313131313131
"CANDIDATE",11666881,"K00167.01",11220,4.91958,15160,12,0,49.76506,2.635e-06,5.66811123149151
"CANDIDATE",11512246,"K00168.01",7672,10.7425,12120,12,0,49.479259,0,15.882099827883
"CANDIDATE",11512246,"K00168.02",4948,15.2741,7909,12,0,49.479289,0,5.70790216368768
"CANDIDATE",11512246,"K00168.03",8604,7.10687,11770,12,0,49.478988,0,6.06207565470417
"FALSE POSITIVE",6185711,"K00169.01",1727,11.7021,2151,6,0,41.562678,-0.003187,1.80860702151755
"FALSE POSITIVE",11044770,"K00170.01",3373,15.6087,5767,12,3,48.556703,-0.003068,2.57854917668002
"CANDIDATE",7831264,"K00171.01",8228,5.96868,12510,6,1,43.536819,-4.498e-05,5.32492581602374
"CANDIDATE",7831264,"K00171.02",2834,13.0714,4571,6,0,43.536813,-1.641e-05,4.24580103359173
"CANDIDATE",8692861,"K00172.01",4992,13.7225,7766,12,0,44.868839,-2.721e-05,6.89342403628118
"CANDIDATE",8692861,"K00172.02",663.3,242.465,1064,31,0,44.869027,-0.0002438,6.26696118649416
"CANDIDATE",11402995,"K00173.01",5855,10.0609,9435,12,0,49.262033,-0.0001396,6.3167104111986
"CANDIDATE",10810838,"K00174.01",663.4,56.3543,950,6,0,48.107791,-0.0002601,9.49055931599572
"FALSE POSITIVE",8323753,"K00175.01",5536,6.71424,9606,6,0,44.296414,-0.00253,2.69137670196672
"CANDIDATE",6442377,"K00176.01",2847,30.2288,4242,12,0,41.884724,-2.005e-05,5.30912957618107
"CANDIDATE",6803202,"K00177.01",3388,21.0605,5246,12,0,42.237005,-8.769e-05,4.06811931457584
"FALSE POSITIVE",11455491,"K00178.01",10430,6.14287,17570,12,0,49.370198,0.007375,4.43948009748172
"CANDIDATE",9663113,"K00179.01",5483,20.7408,8587,24,0,46.328651,-0.0001572,5.5349135169763
"CANDIDATE",9663113,"K00179.02",765.5,286.179,792,31,0,46.328619,-4.92e-05,5.53780501148922
"CANDIDATE",9573539,"K00180.01",4260,10.0455,6104,6,0,46.249161,-2.201e-05,7.5022275022275
"FALSE POSITIVE",12504988,"K00181.01",9703,5.09394,12480,6,0,51.417464,0.002842,2.96568208980707
"CANDIDATE",5376836,"K00182.01",10110,3.47943,14730,6,0,40.599129,8.307e-05,3.53967821107172
"CANDIDATE",9651668,"K00183.01",13160,2.68432,20030,6,0,46.391192,-0.001386,7.96284829721362
"FALSE POSITIVE",7972785,"K00184.01",10640,7.30077,14970,12,0,43.762149,0.00109,2.9242819843342
"FALSE POSITIVE",4178389,"K00185.01",1372,23.2105,1522,6,0,39.262659,-0.009349,3.79291453615778
"CANDIDATE",12019440,"K00186.01",12930,3.24327,16510,6,0,50.470064,-0.0008932,6.10432330827068
"FALSE POSITIVE",7023960,"K00187.01",2112,30.8823,3034,12,0,42.550905,-0.0006482,3.28866198681132
"CANDIDATE",5357901,"K00188.01",8236,3.79704,11340,6,0,40.567712,-4.848e-05,13.4478371501272
"CANDIDATE",11391018,"K00189.01",2037,30.3605,2883,12,0,49.267088,-0.0003632,9.92812219227314
"FALSE POSITIVE",5771719,"K00190.01",3362,12.2648,4699,12,0,41.014991,2.5e-05,3.12946085428791
"CANDIDATE",5972334,"K00191.01",2909,15.3588,4012,6,0,41.222018,-0.0001327,9.84861976847729
"CANDIDATE",5972334,"K00191.02",8746,2.4184,13580,6,0,41.222011,1.011e-05,8.35294117647059
"CANDIDATE",5972334,"K00191.03",20190,0.708624,21690,3,0,41.222001,7.048e-06,1.99904580152672
"CANDIDATE",5972334,"K00191.04",896.1,38.6514,1540,12,0,41.221787,0.0004393,4.20799143774527
"CANDIDATE",7950644,"K00192.01",5130,10.2909,7153,6,0,43.70487,0.0004139,4.45691647408386
"FALSE POSITIVE",10799735,"K00193.01",1457,37.59,1968,12,0,48.195333,0.0007782,2.94093851132686
"CANDIDATE",10904857,"K00194.01",9741,3.12083,10230,6,0,48.345118,0.000865,3.19338990620813
"CANDIDATE",11502867,"K00195.01",8503,3.21752,16510,3,4,49.473424,0.001059,7.52895752895753
"CANDIDATE",9410930,"K00196.01",16800,1.85556,23190,6,0,45.981655,-0.000621,15.2763524409911
"CANDIDATE",2987027,"K00197.01",3066,17.2762,4330,6,0,38.18422,-0.0001924,15.239378238342
"FALSE POSITIVE",10666242,"K00198.01",622.8,87.2426,598,6,0,47.940767,-0.0004984,6.39673358285131
"CANDIDATE",10019708,"K00199.01",13710,3.26868,19760,6,0,46.956042,0.002655,4.31406598858844
"FALSE POSITIVE",10019708,"K00199.02",9961,8.78463,15580,24,0,0,-0.04034,4.18313489628084
"CANDIDATE",6046540,"K00200.01",5321,7.34065,7350,6,0,41.355553,-0.0005434,10.6899055918664
"CANDIDATE",6849046,"K00201.01",8856,4.22535,12490,6,0,42.350172,0,6.30695770804911
"CANDIDATE",7877496,"K00202.01",14780,1.72086,18630,3,0,43.680974,-0.003873,12.6507177033493
"CANDIDATE",10619192,"K00203.01",15080,1.48571,25680,6,7,47.815047,-0.01007,16.4148585709417
"CANDIDATE",9305831,"K00204.01",14580,3.24674,16540,6,0,45.76231,0.004011,12.0242537313433
"CANDIDATE",7046804,"K00205.01",3167,11.7201,4422,6,0,42.537934,-0.001331,7.47479376718607
"CANDIDATE",5728139,"K00206.01",15340,5.33411,24040,12,0,40.977259,-0.001888,4.35914332784184
"CANDIDATE",3762468,"K00208.01",11550,3.0039,16990,6,0,38.881531,-0.00131,3.11703032020402
"CANDIDATE",10723750,"K00209.01",2969,50.7912,4621,24,0,48.040204,-0.0001567,5.55382215288612
"CANDIDATE",10723750,"K00209.02",5231,18.7961,8074,12,0,48.040169,0.0002356,5.5503003003003
"FALSE POSITIVE",10602291,"K00210.01",1954,20.9274,2052,6,0,47.800626,-0.0003883,3.06529625151149
"CANDIDATE",10656508,"K00211.01",511.1,124.036,774,12,0,47.972035,0.001418,6.08977825851812
"CANDIDATE",6300348,"K00212.01",4884,5.69585,6688,6,0,41.603087,-0.000638,3.09917355371901
"FALSE POSITIVE",9164836,"K00213.01",1402,48.1184,1589,12,0,45.589745,-0.0008935,3.2212962962963
"CANDIDATE",11046458,"K00214.01",4651,3.31187,7688,3,0,48.577482,-0.001449,7.45858895705521
"FALSE POSITIVE",12508335,"K00215.01",1100,42.9437,1302,6,0,51.467487,0.002166,3.4168071273778
"CANDIDATE",6152974,"K00216.01",2317,20.1722,3082,6,0,41.424783,-0.0009789,10.9744435284419
"CANDIDATE",6152974,"K00216.02",4796,7.51848,8267,6,0,41.424739,-6.409e-06,2.37264863380475
"CANDIDATE",9595827,"K00217.01",9065,3.90507,13560,6,0,46.285797,0.0009357,15.0210575573234
"FALSE POSITIVE",9838975,"K00218.01",2581,18.6929,3415,6,0,46.600231,-0.0001226,7.41708542713568
"CANDIDATE",6305192,"K00219.01",9978,8.02506,13540,12,0,41.66401,0.0002142,5.67732962447844
"CANDIDATE",7132798,"K00220.01",15510,2.42209,22120,6,0,42.658861,0.0002716,4.69876602951851
"CANDIDATE",7132798,"K00220.02",7804,4.12505,13560,6,0,42.658456,0.0001799,2.16548561900792
"CANDIDATE",3937519,"K00221.01",11650,3.41302,15780,6,0,39.098074,-5.973e-05,4.81944444444445
"CANDIDATE",3937519,"K00221.02",6109,5.89663,11320,6,0,39.097834,0.0001177,1.86313625921896
"CANDIDATE",4249725,"K00222.01",6334,6.3125,8622,6,1,39.339172,-0.0002413,5.88939857288481
"CANDIDATE",4249725,"K00222.02",3281,12.7946,5253,6,0,39.339135,-4.172e-05,4.76556291390728
"CANDIDATE",4545187,"K00223.01",6613,3.1774,10100,3,0,39.678085,-0.0002351,6.23480902777778
