"koi_disposition","kepid","kepoi_name","tce_model_dof","tcet_period","tcet_model_dof","tce_rb_tpdur","tce_rb_tcount2","tce_fwm_sdec","tce_fwm_pdeco","tce_prad_sn"
"FALSE POSITIVE",4931073,"K06473.01",2543,26.9517,3793,12,0,40.031163,-0.0005085,2.98747763864043
"FALSE POSITIVE",4932691,"K06474.01",3704,18.1118,4541,12,0,40.007434,0.008818,2.80749471139317
"CANDIDATE",4939265,"K06475.01",67.71,253.669,338,3,0,40.012229,0.0001012,0.0608549471661864
"FALSE POSITIVE",4940201,"K06476.01",8066,4.40831,9604,6,0,40.061635,-0.006732,4.05077023215448
"FALSE POSITIVE",4946680,"K06477.01",3689,8.66528,4910,6,0,40.024245,-0.0002184,1.80319579288026
"FALSE POSITIVE",4947726,"K06478.01",10980,4.72621,32170,6,0,40.060732,0.004195,3.70291777188329
"FALSE POSITIVE",4948863,"K06479.01",4199,8.64358,4896,6,0,40.068529,-0.03433,4.72748815165877
"FALSE POSITIVE",4949214,"K06481.01",45490,0.922025,32220,12,0,40.020663,-0.06177,3.34081104400345
"FALSE POSITIVE",4950557,"K06483.01",2142,24.7149,2925,12,0,40.073168,0.008167,3.203125
"FALSE POSITIVE",5000179,"K06485.01",10800,3.6329,20560,6,0,40.174549,8.502e-05,1.17164315808756
"FALSE POSITIVE",5017058,"K06486.01",31840,1.16194,25420,6,0,0,0,3.11311736590547
"FALSE POSITIVE",5018787,"K06487.01",23720,0.607189,25710,3,0,40.189609,0.00155,10.4784285369969
"FALSE POSITIVE",5021732,"K06490.01",3450,15.0394,4041,12,0,40.150456,-0.003941,3.06001348617667
"FALSE POSITIVE",5022440,"K06491.01",6228,3.69396,6945,6,0,40.169955,0.0008071,3.86292834890966
"FALSE POSITIVE",5022900,"K06492.01",37980,1.05675,20780,12,0,40.150889,4.17e-05,0.773022196926579
"FALSE POSITIVE",5024126,"K06493.01",16590,0.787124,20800,3,0,40.131591,0.0008345,1.14752325329872
"FALSE POSITIVE",5025217,"K06496.01",42250,1.78754,25660,12,0,40.12108,-3.677e-06,1.94691780821918
"FALSE POSITIVE",5025294,"K06498.01",5375,5.46267,6404,6,0,40.175188,0.005074,3.55845046280425
"FALSE POSITIVE",5026187,"K06499.01",22060,3.58969,23680,12,0,40.198183,1.105e-05,0.386341463414634
"FALSE POSITIVE",5031882,"K06501.01",58700,1.00964,32160,24,0,40.166563,-1.159e-06,0.687786960514233
"FALSE POSITIVE",5036516,"K06502.01",1858,1.06098,1970,6,0,40.107871,-0.08912,2.96543597800471
"FALSE POSITIVE",5036530,"K06503.01",58700,2.73066,32270,24,0,40.120306,3.151e-05,2.78561736770692
"FALSE POSITIVE",5036538,"K06504.01",26240,1.06101,31920,6,0,40.107794,0,6.29975242810893
"FALSE POSITIVE",5042785,"K06507.01",58990,1.67472,32350,31,0,40.198162,0,0.304356534802203
"FALSE POSITIVE",5078879,"K06508.01",14550,1.03937,23940,3,9,40.242722,0.001081,2.45292207792208
"FALSE POSITIVE",5080346,"K06509.01",45380,2.3118,24860,24,2,40.208558,6.424e-05,2.28307950258488
"FALSE POSITIVE",5080652,"K06510.01",-1,2.07218,23210,6,2,40.298501,-0.0003544,-35.82
"FALSE POSITIVE",5083252,"K06512.01",-1,2.50103,32250,31,0,40.273281,-3.455e-05,-2.459
"FALSE POSITIVE",5091614,"K06515.01",3176,21.1424,3759,12,0,40.292727,-0.002899,3.10711365494685
"FALSE POSITIVE",5095269,"K06518.01",2518,18.6119,3233,6,0,40.235045,0.0002425,3.3869710467706
"FALSE POSITIVE",5111801,"K06521.01",47020,0.562007,25750,12,2,40.291652,-2.383e-05,1.0798825256975
"FALSE POSITIVE",5112198,"K06522.01",46950,3.21582,25730,31,0,40.256839,0.0001554,3.10551558752998
"FALSE POSITIVE",5113809,"K06523.01",46940,1.54739,25700,12,0,40.232087,0.0001667,2.06307053941909
"FALSE POSITIVE",5115178,"K06524.01",4212,12.8518,4555,12,0,40.280891,0.009533,3.39659262454173
"FALSE POSITIVE",5125048,"K06528.01",58970,0.568188,32230,6,0,40.265636,-8.778e-08,0.971618357487923
"FALSE POSITIVE",5126627,"K06529.01",44690,1.00948,31330,12,0,40.258848,8.303e-05,1.01573779959573
"FALSE POSITIVE",5164794,"K06531.01",45530,1.04293,24900,24,2,40.324799,3.228e-05,2.38187702265372
"CANDIDATE",5171707,"K06532.01",23290,0.814012,31320,3,0,40.364867,0.0002388,1.59230340211935
"FALSE POSITIVE",5172274,"K06533.01",23000,12.253,26320,31,0,40.301805,3.531e-05,2.69837476099426
"FALSE POSITIVE",5174492,"K06534.01",33880,1.12996,32260,6,0,40.386163,-1.672e-05,1.88452163315052
"FALSE POSITIVE",5174920,"K06535.01",36850,0.950472,32090,6,0,40.369267,7.075e-06,1.98263957388045
"FALSE POSITIVE",5181455,"K06536.01",7266,5.57965,7460,6,0,40.319159,-0.02333,3.13093709884467
"FALSE POSITIVE",5193386,"K06537.01",9800,21.379,11820,31,0,40.364236,0,3.83314285714286
"CANDIDATE",5193439,"K06538.01",1180,129.835,1562,24,0,40.334106,-2.857e-05,2.03921027198675
"FALSE POSITIVE",5199978,"K06540.01",27680,0.550506,25100,3,0,40.352871,-0.0002739,2.72169312169312
"FALSE POSITIVE",5211470,"K06541.01",20780,2.40429,21760,12,0,40.307566,8.967e-05,2.31668009669621
"FALSE POSITIVE",5211470,"K06541.02",15520,0.938074,23780,3,0,40.308556,-0.0003895,1.68015267175573
"FALSE POSITIVE",5216727,"K06543.01",20000,1.51303,32290,6,0,0,0,3.48086522462562
"FALSE POSITIVE",5218014,"K06544.01",4755,10.8453,5938,12,0,40.314681,0.002233,2.58973194002726
"FALSE POSITIVE",5255552,"K06545.01",1919,32.456,2190,12,0,40.498623,-0.0006526,16.9477911646586
"CANDIDATE",5263167,"K06546.01",10790,3.394,15740,6,0,40.418718,-0.0001264,1.28937893789379
"FALSE POSITIVE",5266937,"K06547.01",-1,5.91707,31760,31,0,40.497225,0,-23.62
"FALSE POSITIVE",5269407,"K06548.01",27330,0.958878,32200,6,0,40.461796,0,3.91094339622642
"FALSE POSITIVE",5272571,"K06550.01",40300,1.28806,32250,6,0,40.447673,-2.861e-06,2.44895644283122
"FALSE POSITIVE",5282656,"K06551.01",11060,1.5164,22590,3,0,40.453988,0.001471,1.04515522107244
"FALSE POSITIVE",5284133,"K06552.01",6471,8.78453,5459,12,0,40.452179,0.009169,4.21583850931677
"FALSE POSITIVE",5285607,"K06553.01",19860,1.94971,25220,6,0,40.459556,-0.0005796,2.76689655172414
"FALSE POSITIVE",5286786,"K06554.01",2877,9.94874,3486,6,0,40.477176,-0.0009199,3.58527341635084
"FALSE POSITIVE",5288543,"K06555.01",21930,1.72853,24710,12,0,40.406193,-0.003054,3.3528951486698
"FALSE POSITIVE",5294739,"K06556.01",-1,3.73599,31620,31,0,40.473028,-0.03045,-75.34
"CANDIDATE",5295206,"K06557.01",8148,6.63452,14460,6,0,40.430007,-0.0001102,1.98777796638941
"FALSE POSITIVE",5298620,"K06558.01",22620,12.4257,25210,31,0,40.489923,0.0001879,2.32124766728872
"FALSE POSITIVE",5300878,"K06559.01",-1,0.639719,32040,6,0,40.478031,-0.07999,-32.04
"FALSE POSITIVE",5306862,"K06561.01",24070,2.02558,32230,6,0,40.458366,-0.003535,2.81509177430319
"FALSE POSITIVE",5308778,"K06563.01",5504,20.2824,10800,31,0,40.458514,4.369e-05,4.87582781456954
"FALSE POSITIVE",5310435,"K06564.01",29200,4.93143,32180,24,0,40.48724,0.002113,2.09545715928695
"FALSE POSITIVE",5343976,"K06565.01",6656,4.33139,8854,6,0,40.527642,-0.001531,4.2916942057722
"FALSE POSITIVE",5347537,"K06566.01",235.4,345.184,312,12,0,40.528494,0.01094,3.47781217750258
"FALSE POSITIVE",5347784,"K06567.01",15400,4.79201,19250,12,0,40.513211,-0.03791,1.7505209883894
"CANDIDATE",5353938,"K06568.01",3749,6.27645,6761,3,0,40.51182,4.16e-05,1.08487253854373
"FALSE POSITIVE",5359678,"K06569.01",18410,3.11532,23450,12,0,40.54793,0.009397,3.2665544332211
"FALSE POSITIVE",5385469,"K06571.01",9491,12.4236,25780,24,0,40.512696,-7.309e-05,2.26843910806175
"FALSE POSITIVE",5385667,"K06573.01",22480,12.4246,25750,31,0,40.53229,-6.802e-05,2.96281487405038
"FALSE POSITIVE",5389184,"K06575.01",18340,1.06996,30120,3,0,40.594398,-0.001195,1.44512787309809
"FALSE POSITIVE",5393558,"K06576.01",4749,10.2171,4992,6,0,40.50147,-0.2581,3.6707163803938
"FALSE POSITIVE",5397905,"K06577.01",17380,1.23611,25980,3,0,40.549556,6.245e-05,1.56650380021716
"FALSE POSITIVE",5444392,"K06578.01",46500,0.759764,31550,12,0,0,0,3.85639562529719
"CANDIDATE",5456979,"K06579.01",9286,2.65277,13060,6,0,40.692856,-4.544e-05,2.51196596348165
"FALSE POSITIVE",5460835,"K06580.01",2266,21.5394,2701,12,0,40.661566,-0.006607,2.92058165548098
"FALSE POSITIVE",5462901,"K06581.01",4682,5.27072,4551,6,0,40.61886,0.09476,10.4540636042403
"CANDIDATE",5466109,"K06582.01",8069,2.43137,13280,3,0,40.681933,-3.631e-05,1.99539018768522
"FALSE POSITIVE",5471010,"K06583.01",23660,12.4246,25190,31,0,40.615444,0.000243,3.50642099385818
"FALSE POSITIVE",5471415,"K06586.01",20950,12.4257,25800,31,0,40.622193,0,3.70496453900709
"FALSE POSITIVE",5471480,"K06587.01",22340,12.4246,25730,31,0,40.687185,0.0005149,4.08221408221408
"FALSE POSITIVE",5475712,"K06588.01",-1,1.49594,31970,12,0,40.676509,0.01583,-25.62
"FALSE POSITIVE",5479973,"K06589.01",42660,1.79527,32340,12,0,40.694643,-0.002018,3.16131064902331
"FALSE POSITIVE",5513833,"K06591.01",45300,0.755108,24890,12,2,40.734277,0.0002172,0.192795442014336
"FALSE POSITIVE",5529501,"K06592.01",42960,1.51947,32190,12,0,40.754426,-5.948e-06,3.12845215157354
"FALSE POSITIVE",5529560,"K06593.01",49690,0.759756,27250,6,0,40.722109,8.766e-06,0.553105310531053
"FALSE POSITIVE",5530881,"K06594.01",-1,5.08248,14370,12,0,40.777353,0,-50.05
"FALSE POSITIVE",5534476,"K06595.01",14470,2.15386,24860,6,0,40.792472,-3.852e-05,3.45614517459445
"FALSE POSITIVE",5534702,"K06596.01",-1,2.05092,32270,6,0,40.707223,-0.000561,-23.66
"FALSE POSITIVE",5535280,"K06597.01",1122,74.9855,1389,12,0,40.733132,-0.03336,3.35742035742036
"FALSE POSITIVE",5553624,"K06599.01",-1,25.7621,7170,24,0,40.775395,0.01064,-50.72
"CANDIDATE",5597361,"K06601.01",1710,17.9923,2300,6,0,40.852265,7.871e-05,1.26392757660167
"FALSE POSITIVE",5598639,"K06602.01",36510,0.64878,24630,6,6,0,0,7.92956026058632
"FALSE POSITIVE",5610698,"K06603.01",22700,4.13244,30300,24,0,40.881288,0.006488,2.92167334223409
"FALSE POSITIVE",5621294,"K06606.01",-1,0.938903,32190,12,0,40.893332,-0.05293,-71.65
"FALSE POSITIVE",5621299,"K06607.01",43250,0.938908,32170,6,1,40.887898,-0.0002121,2.05278039585297
"FALSE POSITIVE",5622250,"K06608.01",4299,16.2943,5916,12,0,40.827557,0.009778,5.00463821892393
"FALSE POSITIVE",5632781,"K06609.01",-1,11.0251,11700,24,0,40.843548,0,-85.32
"FALSE POSITIVE",5647638,"K06611.01",58700,1.2159,32200,12,0,40.838978,-1.804e-05,1.84734513274336
"FALSE POSITIVE",5653126,"K06612.01",2835,38.4959,3916,24,0,40.896178,0.009298,1.59267089499648
"FALSE POSITIVE",5653126,"K06612.02",2794,38.486,3818,24,0,40.896191,0.000426,1.90817941952507
"FALSE POSITIVE",5686974,"K06613.01",12280,4.18216,17610,12,0,40.984171,4.143e-05,3.4055694394859
"FALSE POSITIVE",5696909,"K06614.01",30300,0.643003,32160,3,0,40.978554,-0.0009463,2.95624558927311
"FALSE POSITIVE",5700330,"K06616.01",4038,53.2197,6024,31,0,40.901598,0.0002795,3.5168253968254
"CANDIDATE",5702770,"K06617.01",5123,8.00183,9209,6,0,40.987993,0.0001544,1.26846872346448
"CANDIDATE",5716244,"K06619.01",16710,1.33034,25780,6,0,40.986964,-0.03728,3.66805411030177
"FALSE POSITIVE",5725851,"K06620.01",58740,1.14014,32190,12,0,40.920617,7.856e-05,1.16888045540797
"FALSE POSITIVE",5731312,"K06621.01",3519,7.94637,5182,6,0,40.903585,0,9.971037388099
"FALSE POSITIVE",5735878,"K06622.01",5628,16.8322,7399,12,0,40.927008,0.00548,2.5325638911789
"FALSE POSITIVE",5736461,"K06623.01",10460,7.34615,12670,12,0,40.972277,0.008468,3.82857142857143
"FALSE POSITIVE",5737869,"K06624.01",1612,26.24,2450,6,0,40.99499,0.0004974,0.943165467625899
"FALSE POSITIVE",5771589,"K06625.01",2537,10.7384,4540,6,0,41.0096,0.0001413,3.34859011033919
"FALSE POSITIVE",5781192,"K06626.01",6077,9.46001,7670,12,0,41.059248,-0.0008506,4.40780141843972
"FALSE POSITIVE",5802285,"K06627.01",14640,1.20853,21270,3,0,41.073584,0,9.85040478704682
"FALSE POSITIVE",5802470,"K06628.01",8238,3.79185,11030,6,0,41.052504,0.001264,4.94767441860465
"FALSE POSITIVE",5807579,"K06629.01",3176,17.8442,3388,12,0,41.073001,-0.006107,3.06344410876133
"CANDIDATE",5809372,"K06630.01",3051,34.65,4708,12,0,41.000675,3.563e-05,2.4393984962406
"CANDIDATE",5860347,"K06631.01",5860,2.56271,16100,3,1,41.145042,-5.726e-05,1.4589222614841
"FALSE POSITIVE",5871918,"K06632.01",5040,12.6433,5922,12,0,41.137815,0.01124,14.9170659786215
"FALSE POSITIVE",5894825,"K06633.01",52080,1.36299,32180,12,0,41.192073,-7.985e-06,2.56184407796102
"FALSE POSITIVE",5894972,"K06634.01",58840,3.34104,32410,24,0,41.147395,1.429e-06,2.3716814159292
"FALSE POSITIVE",5952309,"K06636.01",21590,0.905683,32180,3,7,41.267779,-0.0002453,1.83906603063018
"FALSE POSITIVE",5952457,"K06637.01",21590,0.905677,32220,3,16,41.278191,0.0001839,1.08397412425241
"FALSE POSITIVE",5962514,"K06639.01",6652,0.790116,4304,12,0,41.2116,0.001287,1.72984699703129
"FALSE POSITIVE",5962716,"K06640.01",21840,1.8046,29720,6,0,41.225159,0,5.27745180217938
"CANDIDATE",5966732,"K06641.01",11790,1.40091,19390,3,0,41.20409,0.0002496,1.7195375037059
"FALSE POSITIVE",5977541,"K06642.01",58890,1.14073,32240,6,0,41.243167,-0.0002384,2.24390243902439
"FALSE POSITIVE",5983348,"K06644.01",3652,25.1505,3740,12,0,41.250932,0.0008008,3.42234275581517
"FALSE POSITIVE",5990753,"K06645.01",4654,7.21632,5950,6,0,41.263655,0,4.08396946564886
"CANDIDATE",6019971,"K06646.01",2119,7.13562,3514,3,0,41.347045,6.366e-05,0.517627540439652
"FALSE POSITIVE",6029130,"K06647.01",-1,12.5915,5916,12,0,41.328862,0.003161,-40.25
"FALSE POSITIVE",6041511,"K06649.01",38470,0.977058,32250,3,0,41.38879,1.147e-05,1.50656576897396
"FALSE POSITIVE",6042116,"K06650.01",12740,5.40713,13600,12,0,41.389984,-0.002113,2.37598467106664
"FALSE POSITIVE",6042663,"K06651.01",3227,30.9715,3464,12,0,41.305883,-0.001142,3.76271186440678
"FALSE POSITIVE",6044064,"K06652.01",-1,5.0633,30370,24,0,41.32429,0,-22.11
"FALSE POSITIVE",6046311,"K06654.01",58180,0.957475,32250,12,0,41.356285,-2.468e-05,1.33312921004287
"FALSE POSITIVE",6048106,"K06655.01",4691,1.55939,4301,12,0,41.395398,0,3.47345132743363
"FALSE POSITIVE",6048255,"K06656.01",58800,0.576295,31350,12,0,0,0,1.25412293853073e-05
"FALSE POSITIVE",6057750,"K06657.01",58680,1.60375,31990,12,0,41.369114,1.577e-05,1.20599613152805
"FALSE POSITIVE",6060580,"K06658.01",12020,2.31336,13860,6,0,41.319543,-0.0005342,5.08646140868832
"FALSE POSITIVE",6063448,"K06659.01",2319,76.018,2661,24,0,41.329737,0.04067,2.88357400722022
"FALSE POSITIVE",6103049,"K06662.01",29410,0.643174,24950,3,22,41.441102,0.001157,3.52032293986637
"FALSE POSITIVE",6109688,"K06663.01",8081,14.0867,11100,24,0,41.481543,0.009108,3.26955655206776
"FALSE POSITIVE",6111011,"K06664.01",2123,14.7639,3691,6,0,41.471462,0.0001191,0.711610486891386
"FALSE POSITIVE",6128141,"K06665.01",10360,1.87262,17110,3,0,41.426243,0.0002153,3.33203125
"CANDIDATE",6128245,"K06666.01",17440,1.11851,28740,3,1,41.403901,-4.729e-05,1.3688226744186
"FALSE POSITIVE",6131659,"K06667.01",-1,17.5278,4009,12,0,41.436855,0.02291,-38.83
"FALSE POSITIVE",6146838,"K06668.01",1760,27.4671,1918,6,0,41.485621,0.0183,7.47612903225806
"FALSE POSITIVE",6147573,"K06669.01",2825,25.8366,2781,12,0,41.484311,0.01332,3.43267259056733
"FALSE POSITIVE",6152521,"K06670.01",15550,0.948959,8545,12,0,41.425494,-1.829e-05,0.279345284489478
"FALSE POSITIVE",6185717,"K06671.01",2260,11.7022,2816,6,0,41.561758,-0.008722,2.89572736520854
"CANDIDATE",6187508,"K06672.01",6541,2.28495,10800,3,1,41.539041,0.000353,0.880989180834621
"FALSE POSITIVE",6205460,"K06673.01",-1,3.72297,31460,24,0,41.559369,-0.03625,-27.04
"FALSE POSITIVE",6206751,"K06674.01",36040,1.24534,32250,6,0,41.513076,-0.0001694,5.03537170263789
"FALSE POSITIVE",6207053,"K06675.01",32320,0.604755,32190,3,0,41.549363,-0.000179,1.63607085346216
"FALSE POSITIVE",6220470,"K06677.01",12780,8.14416,19570,24,0,41.516503,0,3.44844417327639
"FALSE POSITIVE",6228703,"K06678.01",11580,4.20022,17210,12,1,41.510739,-0.00183,3.2121615623613
"FALSE POSITIVE",6231401,"K06679.01",7282,6.09193,8770,6,0,41.567415,0.02509,4.0041772340743
"CANDIDATE",6265961,"K06680.01",4539,5.52507,7383,6,0,41.633836,-0.0002065,1.20613700025465
"FALSE POSITIVE",6283224,"K06682.01",18130,0.766473,17080,6,0,41.667176,-0.008437,5.95668758459456
"FALSE POSITIVE",6285094,"K06683.01",15980,5.24365,15640,31,0,41.69834,-0.0001582,2.74264087468461
"FALSE POSITIVE",6285396,"K06684.01",25030,5.24364,30180,24,0,41.623752,0.0002969,0.356608478802993
"FALSE POSITIVE",6285397,"K06685.01",21790,5.24384,32500,12,0,41.630476,0.0002398,2.26031052886948
"FALSE POSITIVE",6292732,"K06686.01",44380,1.2534,32160,6,0,41.631706,9.231e-05,2.91709183673469
"CANDIDATE",6307000,"K06687.01",19460,1.00259,32080,3,4,41.672198,0.0002594,0.95327380952381
"FALSE POSITIVE",6311637,"K06688.01",30070,1.6208,32230,12,2,41.63393,0.01244,3.25925925925926
"CANDIDATE",6345758,"K06689.01",12780,3.37116,22240,12,0,41.706335,-7.184e-05,1.49530236866481
"FALSE POSITIVE",6364126,"K06690.01",22510,5.24411,27490,31,0,41.725849,0.0001562,1.53221957040573
"FALSE POSITIVE",6364195,"K06691.01",32650,5.24372,32500,31,0,41.767442,0.0002559,5.91808443604285
"FALSE POSITIVE",6364200,"K06692.01",26440,5.24387,32490,24,0,41.788436,0.0002148,2.8623493131483
"FALSE POSITIVE",6364247,"K06693.01",29720,5.24409,32500,24,0,41.777103,8.057e-05,2.17517956903432
"FALSE POSITIVE",6364294,"K06694.01",33660,5.24335,32500,31,0,41.778672,0.0001966,2.12476089266738
"FALSE POSITIVE",6367628,"K06696.01",-1,3.77971,29220,31,0,41.716895,-0.0007366,-3.62
"FALSE POSITIVE",6372268,"K06698.01",9848,5.21986,12470,12,0,41.777206,7.155e-05,4.50838926174497
"FALSE POSITIVE",6384840,"K06699.01",10970,2.49906,21810,6,0,41.789732,1.275e-05,1.0682019486271
"FALSE POSITIVE",6386784,"K06700.01",28130,1.99571,32230,6,0,41.793894,-5.891e-05,2.97687262685537
"FALSE POSITIVE",6390236,"K06701.01",28870,0.898794,32010,3,3,41.777356,-1.985e-05,3.35666704301682
"FALSE POSITIVE",6421188,"K06702.01",2794,16.4343,4413,12,0,41.831891,-0.03303,2.94583576004659
"FALSE POSITIVE",6421483,"K06703.01",21090,2.15838,24420,12,0,41.859991,-0.0001581,1.53497212366954
"CANDIDATE",6423922,"K06705.01",43920,0.995122,24080,12,0,41.818555,3.528e-05,1.05202460276781
"CANDIDATE",6436505,"K06707.01",1330,43.5348,2140,12,0,41.843488,7.864e-05,0.767608603964572
"FALSE POSITIVE",6436505,"K06707.02",2372,24.7217,3961,12,0,41.843256,0.000297,1.1733746130031
"FALSE POSITIVE",6437993,"K06708.01",41490,1.39785,31340,12,1,41.867218,4.971e-06,3.30833333333333
"FALSE POSITIVE",6442246,"K06709.01",21720,2.21284,29050,6,0,41.83075,-1.001e-05,2.22117202268431
"FALSE POSITIVE",6443392,"K06710.01",14530,1.55394,32110,3,0,41.884102,7.776e-05,3.18965517241379
"FALSE POSITIVE",6447326,"K06711.01",57200,4.3177,31370,31,0,41.850876,-9.383e-05,1.28990610328638
"FALSE POSITIVE",6448768,"K06712.01",4920,16.4867,7701,12,0,41.873103,0.01632,3.37085137085137
"FALSE POSITIVE",6449291,"K06713.01",6922,5.77689,15740,6,0,41.856706,-6.754e-05,1.41496163682864
"FALSE POSITIVE",6449552,"K06714.01",-1,20.1487,4485,12,0,41.855478,0.3201,-50.09
"CANDIDATE",6452742,"K06715.01",41230,0.687771,32230,6,0,41.800481,0.0003289,3.85025945144552
"FALSE POSITIVE",6464285,"K06716.01",-1,0.843652,32240,6,0,41.876106,0.6426,-14.07
"FALSE POSITIVE",6466939,"K06717.01",29390,1.14295,31210,6,0,41.850683,0,12.9178390545864
"FALSE POSITIVE",6468938,"K06718.01",7295,7.21704,8909,12,0,41.880886,-0.0003476,3.53052325581395
"FALSE POSITIVE",6471229,"K06719.01",23430,1.75249,30280,6,1,41.862845,-4.531e-06,2.38392384981491
"FALSE POSITIVE",6471230,"K06720.01",22270,1.75248,24320,6,0,41.863076,-9.344e-05,1.8933064921993
"FALSE POSITIVE",6521174,"K06721.01",3850,8.27925,6439,6,0,41.985183,-0.003824,1.49757363728699
"FALSE POSITIVE",6521542,"K06722.01",-1,2.21289,31380,6,0,41.915971,0.02457,-50.63
"FALSE POSITIVE",6522353,"K06723.01",32300,0.845098,32180,3,0,41.965994,-0.0007162,1.16630785791173
"FALSE POSITIVE",6522750,"K06724.01",-1,17.4455,4084,12,0,41.956564,0,-41.85
"FALSE POSITIVE",6523216,"K06725.01",7650,14.3128,11250,24,0,41.915047,-5.571e-06,4.34961375529529
"FALSE POSITIVE",6531485,"K06726.01",30120,0.676993,32170,3,0,41.914252,-0.001152,3.75216262975779
"FALSE POSITIVE",6543682,"K06728.01",-1,1.19553,31290,12,0,41.951057,0.01296,-49.81
"FALSE POSITIVE",6545018,"K06729.01",-1,1.99571,30240,12,0,41.96304,0,-38.81
"FALSE POSITIVE",6548447,"K06730.01",13950,10.7683,20860,31,0,41.953194,-0.02085,1.93030104712042
"CANDIDATE",6551106,"K06731.01",10020,3.84613,16460,6,0,41.942369,-6.406e-05,1.14337204645575
"FALSE POSITIVE",6584167,"K06732.01",45420,0.733711,24870,6,0,42.027094,1.208e-05,1.25997045790251
"CANDIDATE",6584278,"K06733.01",30560,1.28938,24850,6,0,42.070022,8.183e-05,1.4249022892239
"FALSE POSITIVE",6591789,"K06735.01",-1,5.08836,12240,6,0,42.000507,0,-43.16
"FALSE POSITIVE",6593363,"K06736.01",3788,18.5276,5065,12,0,42.05911,0.001132,2.79948029449978
"FALSE POSITIVE",6594972,"K06737.01",-1,10.8192,5632,12,0,42.057371,-0.008188,-54.07
"FALSE POSITIVE",6595662,"K06738.01",13090,2.6805,27490,6,0,42.047597,-0.002064,3.33174711080897
"CANDIDATE",6603765,"K06739.01",1824,19.1643,3247,6,0,42.003904,-0.0007157,0.874807987711213
"FALSE POSITIVE",6606282,"K06740.01",17560,1.05358,32140,3,0,42.030523,0.0005663,2.07464788732394
"FALSE POSITIVE",6606669,"K06741.01",17400,0.970083,27630,3,0,42.048772,0.0001445,2.29957534422854
"FALSE POSITIVE",6607610,"K06742.01",3184,63.5185,5017,31,0,42.037721,-0.00238,3.27280441238863
"FALSE POSITIVE",6610219,"K06743.01",15550,5.65046,21270,12,0,42.001382,-0.0001508,5.20724560468833
"FALSE POSITIVE",6610433,"K06744.01",58660,0.920944,32160,12,0,0,0,1.78088026502603
"CANDIDATE",6628926,"K06746.01",1004,2.5644,1646,3,0,42.09886,0.0001817,3.22651406771578
"FALSE POSITIVE",6629156,"K06747.01",58830,0.715414,32240,12,0,42.088993,-6.43e-05,3.06488260540268
"FALSE POSITIVE",6629588,"K06748.01",34520,2.26448,32170,12,0,42.009059,9.548e-05,2.93601003764115
"CANDIDATE",6664842,"K06750.01",8574,5.21393,14410,12,0,42.16935,-1.38e-06,4.10787486515642
"FALSE POSITIVE",6665064,"K06751.01",4255,0.69836,4908,3,1,42.133513,-0.002783,2.00385208012327
"FALSE POSITIVE",6665064,"K06751.02",361.6,25.0037,490,12,0,42.132259,-0.0006913,0.673777315296566
"CANDIDATE",6670610,"K06752.01",2086,8.94299,3714,3,0,42.124398,-0.0005024,0.699819168173599
"FALSE POSITIVE",6672229,"K06754.01",-1,23.8327,3263,12,0,42.113182,0.08088,-53.37
"FALSE POSITIVE",6676725,"K06755.01",51930,1.42878,32040,12,0,42.107271,0.0003482,2.74747757847534
"FALSE POSITIVE",6695889,"K06757.01",22900,1.10655,29160,6,0,42.122579,0,3.05792163543441
"FALSE POSITIVE",6697716,"K06758.01",37460,0.721624,32070,6,0,42.143121,-0.0463,8.20229681978799
"FALSE POSITIVE",6698670,"K06760.01",5297,10.8159,6861,12,0,42.122155,-0.0009429,3.86714116251483
"FALSE POSITIVE",6706287,"K06761.01",-1,1.26769,31480,6,0,42.111345,0,-23.31
"CANDIDATE",6763884,"K06763.01",7919,2.44694,13040,3,0,42.263349,5.331e-06,3.48959608323133
"FALSE POSITIVE",6766748,"K06764.01",-1,3.50141,19910,12,0,42.248069,0.001227,-61.27
"CANDIDATE",6768616,"K06765.01",4710,13.0565,4156,12,0,42.27971,0.0001683,1.19447092469018
"FALSE POSITIVE",6768616,"K06765.02",4242,8.82465,8179,6,0,42.280417,-0.0001484,1.30412317867108
"FALSE POSITIVE",6778289,"K06767.01",-1,30.1303,6172,24,0,42.252189,0,-47.5
"FALSE POSITIVE",6781047,"K06768.01",44020,7.04398,32610,31,0,42.244419,-1.471e-05,2.95829892650702
"FALSE POSITIVE",6781535,"K06769.01",6060,9.12205,7034,12,0,42.280226,4.583e-05,6.70360568971221
"FALSE POSITIVE",6792124,"K06770.01",58760,0.528809,32200,6,0,42.286081,-2.895e-05,1.9142372358476
"FALSE POSITIVE",6804648,"K06771.01",27930,0.7006,32150,3,4,42.240485,-8.183e-06,2.30247128437174
"FALSE POSITIVE",6806632,"K06772.01",12690,9.46925,17080,24,0,42.209842,-0.01414,2.26422018348624
"FALSE POSITIVE",6841577,"K06773.01",3377,15.5375,3658,12,0,42.359338,0.001068,4.1139750302054
"CANDIDATE",6842345,"K06774.01",1365,17.3817,1683,6,0,42.3505,0.001935,3.44636410520887
"FALSE POSITIVE",6852488,"K06775.01",32220,2.17207,32200,12,0,42.380097,0.002916,5.28196022727273
"CANDIDATE",6853172,"K06776.01",4194,28.6566,6687,24,0,42.33439,-0.0002743,2.37315396987864
"CANDIDATE",6859546,"K06777.01",2065,13.4451,3312,3,0,42.391374,0.0001989,1.2737676056338
