"koi_disposition","kepid","kepoi_name","boot_mesthresh","tce_fwm_pdeco","tce_ror_sn"
"FALSE POSITIVE",3228945,"K02917.01",8.4243,-1.048e-05,1.05549874447312
"FALSE POSITIVE",7008149,"K02918.01",7.168,0.001855,4.2771706274205
"CANDIDATE",10332213,"K02919.01",7.2227,0.0001535,1.66616693755255
"CANDIDATE",7090524,"K02920.01",7.0981,-0.0001666,2.841667521067
"CANDIDATE",6842807,"K02921.01",7.1272,0.0002619,9.39141017074039
"FALSE POSITIVE",4381282,"K02922.01",6.6483,0.001176,1.36546021623256
"CANDIDATE",9815053,"K02923.01",7.2651,-0.0002906,1.05189703553664
"CANDIDATE",7609553,"K02924.01",7.326,0,2.3983828974019
"CANDIDATE",7609553,"K02924.02",7.2964,0,1.4829523226202
"CANDIDATE",6974658,"K02925.01",7.2486,4.411e-05,4.96566648831154
"CANDIDATE",10122538,"K02926.01",7.1071,0.001212,1.60121493373321
"CANDIDATE",10122538,"K02926.02",7.1061,-0.0002477,6.20303761709417
"CANDIDATE",10122538,"K02926.03",7.2796,-0.0005934,7.19948864971041
"CANDIDATE",10122538,"K02926.04",7.2157,-0.001915,14.1365830578448
"CANDIDATE",10122538,"K02926.05",7.2685,0.001477,10.3183945948604
"CANDIDATE",5787131,"K02927.01",7.2225,0.000224,6.96388509594372
"FALSE POSITIVE",3230753,"K02928.01",7.3166,-7.033e-05,4.45757653594197
"FALSE POSITIVE",8358012,"K02929.01",7.3063,0.006825,1.05883910603309
"FALSE POSITIVE",4664046,"K02930.01",6.9949,-0.001484,1.39836281987011
"CANDIDATE",8611257,"K02931.01",8.1756,-0.0006285,16.2702863752466
"FALSE POSITIVE",3861611,"K02932.01",7.1452,5.764e-05,3.67302719673034
"FALSE POSITIVE",12416987,"K02933.01",7.2307,0.002408,0.605892707383414
"FALSE POSITIVE",10964265,"K02934.01",7.0367,-0.00105,1.54267616173431
"CANDIDATE",8259713,"K02935.01",7.8907,-9.018e-05,19.079503778405
"CANDIDATE",10880507,"K02936.01",7.1526,-3.9e-05,1.55555653723384
"FALSE POSITIVE",9837578,"K02937.01",-1,0.3927,-0.5
"FALSE POSITIVE",7821010,"K02938.01",-1,0.01354,-0.44629598
"FALSE POSITIVE",5473556,"K02939.01",-1,-0.0357,46.6275088683127
"FALSE POSITIVE",9532424,"K02941.01",7.2828,-0.008572,1.82455280300935
"CANDIDATE",4385148,"K02942.01",7.3127,-0.0002885,5.66832489410164
"CANDIDATE",4385148,"K02942.02",7.2623,-0.0003899,2.9681682713209
"CANDIDATE",9838468,"K02943.01",7.0726,-0.0001289,4.6349115171332
"FALSE POSITIVE",6781548,"K02944.01",7.1722,-0.03577,1.93699074145474
"CANDIDATE",8617363,"K02945.01",7.1245,0,1.03284456903142
"CANDIDATE",9642292,"K02946.01",7.1537,0.0001713,2.96908482868961
"CANDIDATE",6356692,"K02948.01",7.2404,1.429e-05,3.33798859093398
"CANDIDATE",6026737,"K02949.01",7.0992,-4.789e-06,2.20337641677313
"CANDIDATE",6026737,"K02949.02",7.0985,-4.094e-05,1.66587072894513
"FALSE POSITIVE",6028860,"K02950.01",5.174,0.0001958,8.86067943733836
"CANDIDATE",4991208,"K02951.01",7.4143,3.185e-05,3.02742535371884
"FALSE POSITIVE",8243283,"K02952.01",7.232,8.106e-05,12.5496326649444
"FALSE POSITIVE",6778019,"K02953.01",6.1631,-0.0003163,2.94458620059403
"FALSE POSITIVE",4571536,"K02954.01",7.0931,-2.784e-06,2.2236170131312
"FALSE POSITIVE",5108946,"K02955.01",7.1906,-0.0002278,2.14837331599874
"CANDIDATE",8801316,"K02956.01",7.572,4.191e-06,4.42468473423522
"CANDIDATE",10904004,"K02957.01",7.1567,0.0001991,1.28947281066371
"CANDIDATE",10597693,"K02958.01",7.0979,0.0003826,2.29625325871244
"CANDIDATE",7466270,"K02959.01",7.1314,-0.000133,2.18501779037926
"FALSE POSITIVE",10876237,"K02960.01",7.2019,-0.001117,2.37836304076238
"CANDIDATE",10471515,"K02961.01",7.3021,-1.354e-05,2.93413538804913
"CANDIDATE",4935172,"K02962.01",7.1264,2.549e-05,2.11694322518087
"CANDIDATE",8760040,"K02963.01",7.1719,-0.000357,4.11648215413082
"CANDIDATE",8760040,"K02963.02",7.219,-1.714e-05,1.71195177355869
"CANDIDATE",10098844,"K02964.01",7.3969,0.0001607,9.84790559135447
"FALSE POSITIVE",10098844,"K02964.02",7.3636,-5.437e-05,1.86777368796406
"FALSE POSITIVE",8429415,"K02965.01",7.5146,-0.0002179,5.09851092633548
"FALSE POSITIVE",5014903,"K02966.01",7.3312,-0.001129,4.2485431185242
"CANDIDATE",5980783,"K02967.01",7.1021,-0.0002501,4.30212850264796
"CANDIDATE",8873090,"K02968.01",7.3975,-2.224e-05,4.49249788764601
"FALSE POSITIVE",8560804,"K02969.01",7.6828,-0.0002234,2.55924797586015
"CANDIDATE",5450893,"K02970.01",7.2701,3.939e-05,3.53805521204223
"CANDIDATE",4770174,"K02971.01",7.1167,2.661e-05,19.5953077289322
"CANDIDATE",4770174,"K02971.02",7.2633,5.29e-05,3.61843562279831
"CANDIDATE",8949925,"K02972.01",7.3752,0.0002836,3.65456343295335
"FALSE POSITIVE",8949925,"K02972.02",7.3028,0.0002172,2.52107309705429
"FALSE POSITIVE",5091016,"K02973.01",7.2106,-0.03038,3.3880777264843
"FALSE POSITIVE",6948480,"K02975.01",7.306,0.0005765,0.679443758176242
"CANDIDATE",6438099,"K02976.01",7.331,-0.0004825,1.02768173591537
"CANDIDATE",11090556,"K02977.01",7.1781,-1.924e-05,3.62425764030505
"CANDIDATE",11090556,"K02977.02",7.0945,-0.0001071,2.46798104167188
"FALSE POSITIVE",10686814,"K02978.01",7.1052,-0.001118,16.2223307505116
"FALSE POSITIVE",2720514,"K02979.01",7.2459,0.0001103,2.47521849631626
"CANDIDATE",9468551,"K02980.01",7.0864,-2.976e-05,1.94367285301347
"CANDIDATE",9076971,"K02981.01",7.1751,-0.0002896,3.41199323991963
"CANDIDATE",8360640,"K02982.01",7.2355,0.0001534,2.37208055464152
"FALSE POSITIVE",5695904,"K02983.01",6.6701,0.01876,1.93839665275482
"CANDIDATE",7918652,"K02984.01",7.3462,1.78e-05,2.38111811826923
"FALSE POSITIVE",8847111,"K02985.01",7.1752,0.0009161,2.66730356245845
"FALSE POSITIVE",4568298,"K02986.01",6.767,-0.0004438,1.4709516801365
"FALSE POSITIVE",4374339,"K02987.01",7.203,5.504e-05,6.24538607559335
"CANDIDATE",6636320,"K02989.01",7.2357,0.0005329,10.4112251015819
"CANDIDATE",5520547,"K02990.01",7.2252,-4.787e-05,5.31497900440361
"FALSE POSITIVE",4848424,"K02991.01",6.9124,0.000216,0.923975679103548
"CANDIDATE",8509442,"K02992.01",7.5406,0.0003626,1.82213228449053
"FALSE POSITIVE",11304987,"K02993.01",7.3731,-0.000176,4.82978046326173
"CANDIDATE",11244137,"K02994.01",7.2436,9.203e-05,2.04499436066499
"CANDIDATE",3848275,"K02995.01",7.0721,-5.126e-05,2.30214417876653
"CANDIDATE",12021625,"K02996.01",7.1937,7.357e-05,2.39852347781533
"FALSE POSITIVE",9777256,"K02997.01",6.6093,0.0003007,2.89962475774029
"CANDIDATE",4175630,"K02998.01",7.2244,-0.001004,3.0422227886306
"FALSE POSITIVE",7433585,"K02999.01",7.3631,-9.973e-09,1.0190477452589
"FALSE POSITIVE",5702939,"K03000.01",7.2756,-0.0002786,15.5626070828758
"FALSE POSITIVE",11709423,"K03001.01",6.6788,-0.002846,3.67949734586541
"CANDIDATE",3852655,"K03002.01",7.158,2.177e-05,1.79609482517014
"FALSE POSITIVE",11255231,"K03003.01",7.1089,-0.0009137,3.20736850069488
"CANDIDATE",6103377,"K03004.01",7.4827,0.0002108,5.11737625571434
"CANDIDATE",6103377,"K03004.02",7.2627,-0.000245,1.4363657901392
"FALSE POSITIVE",3747262,"K03005.01",7.2918,0.0004949,3.51590961224743
"CANDIDATE",8758136,"K03006.01",6.7785,-2e-05,1.62613142713214
"CANDIDATE",10190075,"K03007.01",7.1479,-0.0001488,1.4347120039801
"CANDIDATE",9070666,"K03008.01",7.0695,-1.192e-05,2.86359350634764
"CANDIDATE",12405333,"K03009.01",7.3716,-5.673e-06,1.47215692309842
"CANDIDATE",3642335,"K03010.01",7.6288,-0.0005197,2.7559682190282
"FALSE POSITIVE",3328052,"K03011.01",6.8273,-0.000123,5.06840070021425
"FALSE POSITIVE",7109851,"K03012.01",7.2975,-0.0001673,4.82447708109714
"CANDIDATE",11565544,"K03013.01",7.2005,1.76e-05,1.90015873999499
"CANDIDATE",7347246,"K03014.01",7.0327,-0.0007033,2.13510060828249
"CANDIDATE",11403530,"K03015.01",7.1293,-2.358e-05,2.73227159817174
"FALSE POSITIVE",10617638,"K03016.01",6.5658,0.001969,1.75900772431277
"CANDIDATE",12072872,"K03017.01",7.1595,-0.0001304,2.07167218452466
"FALSE POSITIVE",7906671,"K03018.01",7.1225,0.002364,15.2622009353611
"CANDIDATE",8709688,"K03019.01",7.1141,0.0004241,1.46963375359125
"CANDIDATE",8709688,"K03019.02",7.0856,-0.0002225,1.67636803795712
"CANDIDATE",8241079,"K03020.01",7.258,-0.0001787,3.32363815159376
"FALSE POSITIVE",3348285,"K03021.01",7.2627,-0.0003751,2.98907994525784
"CANDIDATE",11618601,"K03022.01",7.1168,7.551e-05,2.07928366748207
"CANDIDATE",11618601,"K03022.02",7.0986,-7.66e-05,9.72779990416359
"FALSE POSITIVE",7732285,"K03023.01",7.1858,0.0001876,6.10415412801813
"CANDIDATE",9716391,"K03025.01",7.0919,0.0006908,2.23498180855691
"CANDIDATE",6929841,"K03026.01",7.203,0.0005141,1.41262486981711
"CANDIDATE",11137180,"K03027.01",7.324,0.0003431,1.67082025946997
"FALSE POSITIVE",9838804,"K03028.01",7.0729,-0.0004277,1.35140673585496
"CANDIDATE",5903749,"K03029.01",7.2969,4.354e-05,7.48561093741334
"CANDIDATE",5903749,"K03029.02",7.3789,-0.0001751,1.60202872102844
"FALSE POSITIVE",5524881,"K03030.01",7.2019,0.000491,1.4140834921015
"CANDIDATE",6949898,"K03031.01",7.1192,0.0006672,1.47523504659062
"CANDIDATE",10585738,"K03032.01",6.86,-0.0003285,1.65311901020736
"FALSE POSITIVE",7186665,"K03033.01",7.1275,-0.0001775,12.9394363346997
"CANDIDATE",2973386,"K03034.01",7.2173,-0.001834,1.08276007832773
"FALSE POSITIVE",6388770,"K03035.01",7.487,0.000125,0.870652013061608
"FALSE POSITIVE",5217891,"K03036.01",-1,-0.002411,20.4925993085448
"CANDIDATE",6593150,"K03037.01",7.1732,0.0001235,12.3319465265545
"CANDIDATE",8051946,"K03038.01",6.8948,0,2.170875585
"CANDIDATE",5445681,"K03039.01",7.0566,4.881e-05,2.29573456260833
"CANDIDATE",6357290,"K03040.01",7.3317,-0.0004243,2.39422385179097
"CANDIDATE",4072955,"K03041.01",7.1901,-0.0001331,1.76986405074177
"CANDIDATE",8695311,"K03042.01",7.0889,0.0002535,3.05635940022718
"CANDIDATE",9834731,"K03043.01",7.0215,9.461e-06,1.76652243720596
"FALSE POSITIVE",9153554,"K03044.01",6.4191,-0.0008421,2.74406114152175
"CANDIDATE",5092266,"K03045.01",7.2466,-0.0006536,2.47931643951177
"FALSE POSITIVE",9301506,"K03047.01",5.4427,-0.0007915,2.47419882781759
"CANDIDATE",9714550,"K03048.01",7.1467,-2.018e-05,1.59350483447223
"CANDIDATE",6263593,"K03049.01",7.185,-0.000518,9.2921321602955
"CANDIDATE",5475042,"K03050.01",6.9925,-8.863e-05,1.41432874587837
"CANDIDATE",8827575,"K03052.01",7.2041,-8.509e-06,1.69853274325462
"CANDIDATE",8827575,"K03052.02",7.2062,-3.772e-05,2.61078486235355
"CANDIDATE",2716801,"K03053.01",7.1681,-0.001724,1.38648151357982
"CANDIDATE",2716801,"K03053.02",7.2071,-0.0002063,6.80090788938365
"FALSE POSITIVE",6461850,"K03054.01",6.9044,-0.0009051,1.01228970339973
"FALSE POSITIVE",7281454,"K03055.01",15.24,1.933e-05,0.196824984470437
"CANDIDATE",7216284,"K03056.01",7.0802,-0.000413,1.89397137108769
"CANDIDATE",3234843,"K03057.01",7.3012,9.674e-05,16.0901514508477
"CANDIDATE",3234843,"K03057.02",7.1703,-0.0003781,6.86857655198377
"FALSE POSITIVE",8192911,"K03058.01",7.2714,-0.0001851,10.8772695103108
"FALSE POSITIVE",10554967,"K03059.01",7.0868,-0.000791,1.5999209217703
"CANDIDATE",11019987,"K03060.01",7.2953,7.612e-05,3.6030577094293
"CANDIDATE",4857058,"K03061.01",7.258,-0.000172,1.42468182394604
"FALSE POSITIVE",4857058,"K03061.02",7.5192,0.0002298,1.25260787362707
"FALSE POSITIVE",7613246,"K03062.01",6.8837,-0.0007695,4.42580032498202
"CANDIDATE",10924562,"K03063.01",7.2377,-0.0003379,2.46891353805614
"FALSE POSITIVE",9899505,"K03064.01",7.1088,-0.0005081,1.49050135293451
"CANDIDATE",5040077,"K03065.01",6.8011,-0.000295,1.98714269743405
"CANDIDATE",4067925,"K03066.01",7.1342,0.0002885,5.23823825009611
"FALSE POSITIVE",4847782,"K03067.01",7.1279,-0.0007099,1.64549772804669
"CANDIDATE",3230805,"K03068.01",7.2048,7.076e-05,1.19982126711463
"CANDIDATE",3230805,"K03068.02",7.2566,-0.0001872,0.974962062648946
"CANDIDATE",4676964,"K03069.01",7.0972,-0.0004759,1.27714787140016
"FALSE POSITIVE",6072593,"K03070.01",7.133,-0.0006154,2.65542349179219
"CANDIDATE",5865654,"K03071.01",7.2984,0.0003784,1.31546945913851
"FALSE POSITIVE",3219643,"K03072.01",7.1331,-0.0003319,0.308871291707822
"CANDIDATE",8546542,"K03073.01",7.1982,0.0002286,1.2282544651735
"FALSE POSITIVE",8197560,"K03074.01",6.9071,-0.0008303,9.950090015166
"CANDIDATE",3328080,"K03075.01",7.1628,2.677e-05,13.7931591309722
"CANDIDATE",2715695,"K03077.01",7.1641,9.563e-06,0.975841012618086
"CANDIDATE",2715695,"K03077.02",7.0804,-0.0009372,1.45668051708154
"CANDIDATE",8430964,"K03078.01",7.0619,-0.0001679,2.85257991235082
"FALSE POSITIVE",3654719,"K03081.01",7.2828,-0.005093,3.12444892802212
"FALSE POSITIVE",10619142,"K03082.01",7.2828,0.0003582,4.95888756300124
"CANDIDATE",7106173,"K03083.01",7.36,-3.959e-05,1.89874645101888
"CANDIDATE",7106173,"K03083.02",7.2862,-5.626e-06,3.95363341696035
"CANDIDATE",7106173,"K03083.03",7.2385,-9.442e-06,1.47924020514195
"FALSE POSITIVE",3324986,"K03084.01",7.0273,-2.281e-05,1.74526139645306
"FALSE POSITIVE",11912932,"K03085.01",6.9034,-0.0001271,2.6135072566551
"CANDIDATE",10749059,"K03086.01",7.8756,0.0007637,12.1033840678358
"FALSE POSITIVE",9119568,"K03087.01",-1,-0.001533,3.29965665290398
"FALSE POSITIVE",9119568,"K03087.02",-1,5.961e-05,0.218902166937627
"CANDIDATE",9020114,"K03088.01",7.0503,-0.0002515,1.30760037982879
"CANDIDATE",7668416,"K03089.01",6.9068,0.0002196,2.75943512900077
"CANDIDATE",6609270,"K03090.01",7.1338,-0.0002915,1.34022254303615
"FALSE POSITIVE",6609270,"K03090.02",7.2119,-0.001082,2.04251140269231
"CANDIDATE",12406807,"K03091.01",7.1602,-0.0001105,3.60531714346703
"CANDIDATE",12406807,"K03091.02",7.1759,4.928e-05,1.62405505372729
"FALSE POSITIVE",8046689,"K03092.01",7.1911,0.05192,10.8981298060632
"CANDIDATE",5096590,"K03093.01",7.2491,4.76e-05,12.5537295582109
"CANDIDATE",12352520,"K03094.01",7.2458,-0.0004007,1.91596912954964
"CANDIDATE",9650989,"K03095.01",7.2116,0.0001118,1.8314322451872
"CANDIDATE",7455981,"K03096.01",7.0928,3.136e-05,17.054644887308
"CANDIDATE",7582689,"K03097.01",7.3907,7.366e-05,3.31757654245111
"CANDIDATE",7582689,"K03097.02",7.4006,-2.919e-05,2.7995514994769
"CANDIDATE",7582689,"K03097.03",7.3227,-3.255e-05,2.56981013312165
"FALSE POSITIVE",9959589,"K03098.01",6.1669,0.0003209,4.47455927439807
"FALSE POSITIVE",5124254,"K03099.01",7.2737,0.006027,1.22287848311141
"FALSE POSITIVE",7107561,"K03100.01",7.405,0,3.84768929855111
"CANDIDATE",11508644,"K03101.01",7.2029,-0.000161,3.7490387375995
"CANDIDATE",11518201,"K03104.01",7.0648,-0.000146,1.97024189526083
"CANDIDATE",12168993,"K03105.01",7.0891,-0.0001125,1.37138108167087
"CANDIDATE",8895758,"K03106.01",6.8774,-5.284e-05,1.50313751115514
"FALSE POSITIVE",10031500,"K03107.01",7.178,0.001184,1.66137835123121
"CANDIDATE",3756264,"K03108.01",7.1546,-0.0005368,1.86411307877128
"CANDIDATE",11572193,"K03109.01",7.0807,-2.223e-05,5.00531924759633
"CANDIDATE",11285870,"K03110.01",7.1075,-0.0004095,1.42352745901573
"CANDIDATE",8581240,"K03111.01",7.1731,-0.0001034,2.3679920868254
"CANDIDATE",8581240,"K03111.02",7.1819,2.674e-05,2.08481207786507
"CANDIDATE",7022573,"K03112.01",7.1529,0.0002096,1.2281770159
"CANDIDATE",7676423,"K03113.01",7.3387,-2.37e-06,4.24366572943654
"CANDIDATE",9288237,"K03114.01",7.394,2.436e-06,4.64630325252286
"CANDIDATE",11714231,"K03115.01",7.1817,0.0001028,3.48406607133506
"CANDIDATE",11720424,"K03116.01",7.0941,-0.0005303,4.40676880558382
"CANDIDATE",6523351,"K03117.01",7.21,-4.185e-06,2.01784599022827
"CANDIDATE",5551672,"K03119.01",7.04,0,3.96779761731397
"CANDIDATE",11499192,"K03120.01",7.0852,4.804e-05,1.97376558912311
"FALSE POSITIVE",10934313,"K03121.01",7.2193,-0.0007579,1.81515464312926
"CANDIDATE",12416661,"K03122.01",7.2981,4.05e-05,3.29371605217414
"CANDIDATE",8197793,"K03123.01",7.1945,0.0004048,2.99452721040957
"FALSE POSITIVE",4076976,"K03124.01",7.4296,-0.0006178,0.460272445334356
"CANDIDATE",8751796,"K03125.01",7.2592,4.467e-05,3.89341361634467
"FALSE POSITIVE",7097534,"K03126.01",7.243,0.0001712,4.15061114329584
"CANDIDATE",9907129,"K03127.01",7.1842,9.397e-05,5.30349036497645
"CANDIDATE",7609674,"K03128.01",7.1993,3.469e-05,3.32876506919391
"FALSE POSITIVE",6964159,"K03129.01",7.2899,0.0003873,3.02048956905711
"CANDIDATE",10252275,"K03130.01",7.2125,-3.32e-05,1.78614936558602
"CANDIDATE",10252275,"K03130.02",7.3357,4.16e-05,1.31340645137915
"CANDIDATE",11455181,"K03131.01",7.0753,0.0001268,3.14914568874725
"FALSE POSITIVE",9541295,"K03132.01",6.2368,-6.305e-06,1.28151929505257
"FALSE POSITIVE",6115516,"K03134.01",6.7992,-0.0007902,3.12567003500461
"FALSE POSITIVE",9899352,"K03135.01",6.9024,0.001035,3.69884897162348
"CANDIDATE",6945786,"K03136.01",7.1575,-8.869e-05,1.29707020879209
"CANDIDATE",9758032,"K03137.01",7.1371,0.0001404,0.433407798890264
"CANDIDATE",6444896,"K03138.01",7.2226,-0.001889,0.829347825624455
"FALSE POSITIVE",6444896,"K03138.02",7.2239,0.0009428,0.495772780120981
"CANDIDATE",5978170,"K03140.01",7.1691,0.000114,2.34071789614767
"CANDIDATE",5440317,"K03141.01",7.1899,0.0001227,1.29437114984899
"CANDIDATE",3752110,"K03142.01",7.074,0.000298,3.41174268717848
"CANDIDATE",5688790,"K03144.01",7.2877,-0.0009184,7.35001506892463
"CANDIDATE",1717722,"K03145.01",7.4446,0.0004546,1.54025163825242
"CANDIDATE",1717722,"K03145.02",7.0966,0.0003794,1.73947559837314
"CANDIDATE",10908248,"K03146.01",7.7655,-7.215e-05,3.40700125799488
"CANDIDATE",7534267,"K03147.01",7.3168,-0.0001325,3.42010195894566
"FALSE POSITIVE",10611420,"K03148.01",7.1438,-0.0001894,1.18877144870629
"FALSE POSITIVE",6504534,"K03152.01",7.6682,-0.0007489,34.9090347011833
"FALSE POSITIVE",6307062,"K03153.01",-1,0,-0.5
"FALSE POSITIVE",5217733,"K03155.01",12.402,-0.1096,462.520378678226
"CANDIDATE",4150611,"K03156.01",-1,0.3448,9.00518206190885
"FALSE POSITIVE",4150611,"K03156.02",-1,0.3441,8.95457920302076
"FALSE POSITIVE",4150611,"K03156.03",-1,0.2736,337.063771808297
"FALSE POSITIVE",4150611,"K03156.04",-1,0.004976,23.6151550450754
"FALSE POSITIVE",8738244,"K03157.01",5.2856,-7.821e-05,0.832620030165451
"CANDIDATE",6278762,"K03158.01",-1,-3.323e-05,5.451711571382
"CANDIDATE",6278762,"K03158.02",-1,2.514e-05,5.97992285178088
"CANDIDATE",6278762,"K03158.03",-1,2.794e-05,5.54613912629276
"CANDIDATE",6278762,"K03158.04",-1,-2.365e-05,5.30750315778296
"CANDIDATE",6278762,"K03158.05",-1,-2.047e-05,-0.0097638012
"FALSE POSITIVE",5200084,"K03159.01",8.2063,-7.596e-06,8.93921270705736
"FALSE POSITIVE",2696703,"K03161.01",4.1595,0.001127,10.5298537442387
"FALSE POSITIVE",9752973,"K03162.01",-1,0.0005958,20.5142845764028
"CANDIDATE",9579208,"K03165.01",7.4798,3.711e-05,7.35880321198135
"FALSE POSITIVE",12255382,"K03167.01",8.1394,-0.000194,5.39821692825086
"CANDIDATE",4450844,"K03168.01",7.6779,-6.008e-05,3.33610796486931
"FALSE POSITIVE",3337061,"K03172.01",7.309,-0.004712,2.1347316936365
"FALSE POSITIVE",7115661,"K03174.01",6.5192,0,0.00340292535325074
"FALSE POSITIVE",4909707,"K03175.01",-1,-0.00021,40.9024690379064
"CANDIDATE",6153407,"K03179.01",7.4064,3.154e-05,3.29399735131419
"CANDIDATE",4735826,"K03184.01",7.5425,-1.582e-05,4.36276648188997
"FALSE POSITIVE",3240406,"K03185.01",7.5024,-5.229e-06,10.3223646583458
"FALSE POSITIVE",4663658,"K03187.01",11.574,-4.591e-06,1.42462412618917
"FALSE POSITIVE",7457278,"K03188.01",6.9961,1.988e-05,7.89066038406198
"CANDIDATE",5985713,"K03190.01",7.2268,0.0001124,2.46242862905171
"CANDIDATE",10467815,"K03191.02",9.8788,-0.0001617,3.1141739368755
"FALSE POSITIVE",7430876,"K03193.01",7.131,-0.004681,0.653205527703761
"CANDIDATE",12004971,"K03194.01",7.3685,1.751e-05,5.49798643018448
"CANDIDATE",9002538,"K03196.01",7.3545,-1.851e-05,3.59533019963599
"CANDIDATE",9002538,"K03196.02",7.3335,7.945e-06,2.96734056285902
"CANDIDATE",8443527,"K03197.01",7.8427,3.137e-06,4.59676771740207
"FALSE POSITIVE",5482603,"K03199.01",7.4738,-0.00142,2.11341471113554
"CANDIDATE",4262040,"K03202.01",7.439,-6.497e-05,2.40696329015212
"CANDIDATE",3122872,"K03203.01",7.5571,0.0001514,9.6133656088088
"FALSE POSITIVE",9959494,"K03205.01",8.0018,-2.524e-05,5.49993917064072
"CANDIDATE",5612697,"K03206.01",7.1835,-0.0004547,4.9713157946411
"FALSE POSITIVE",9518710,"K03207.01",9.5333,0,2.59392844975487
"CANDIDATE",10155029,"K03208.01",7.4031,5.789e-06,4.32810163060711
"CANDIDATE",7017274,"K03209.01",7.7057,-2.098e-06,11.5958698089497
"CANDIDATE",7017274,"K03209.02",7.767,-1.338e-05,6.72831784377728
"FALSE POSITIVE",7293937,"K03211.01",7.4373,0,7.38096021647
"FALSE POSITIVE",4927734,"K03212.01",-1,0,0.71532367733719
"FALSE POSITIVE",5398002,"K03213.01",6.9866,1.944e-05,2.62097340509063
"CANDIDATE",7983117,"K03214.01",7.3772,-8.396e-05,6.67934495229907
"CANDIDATE",7983117,"K03214.02",7.3631,5.808e-05,5.07343229573293
"FALSE POSITIVE",3342952,"K03215.01",7.5178,-9.122e-05,3.09658089555802
"FALSE POSITIVE",10338279,"K03216.01",8.639,3.562e-05,13.9140436382229
"FALSE POSITIVE",2573108,"K03217.01",-1,-3.103e-05,5.14588052544828
"FALSE POSITIVE",10191036,"K03218.01",7.9737,8.801e-05,4.97823739622764
"FALSE POSITIVE",7985733,"K03219.01",7.4802,-0.0006726,3.80802775835762
"CANDIDATE",11189311,"K03220.01",7.3672,-8.783e-05,21.6069899584678
"FALSE POSITIVE",6956136,"K03221.01",7.3216,-3.171e-05,1.6357126516934
"FALSE POSITIVE",5556726,"K03223.01",8.6457,5.563e-05,2.71444027326516
"CANDIDATE",10384298,"K03224.01",7.3427,0.0001381,3.26236212037341
"CANDIDATE",3109550,"K03225.01",7.2658,0,3.65378709439959
"CANDIDATE",5544450,"K03226.01",7.4955,2.627e-05,7.97736196805579
"CANDIDATE",5544450,"K03226.02",7.5901,5.481e-05,5.97405086769278
"FALSE POSITIVE",8975368,"K03227.01",7.3202,-0.0002108,2.91745437719153
"FALSE POSITIVE",5307990,"K03228.01",7.0725,0.0003266,8.64293776922069
"FALSE POSITIVE",9291039,"K03230.01",7.8172,3.111e-05,3.19364600434298
"FALSE POSITIVE",9291039,"K03230.02",7.8078,1.815e-05,0.296529182958892
"FALSE POSITIVE",10489539,"K03231.01",7.2059,-0.0001197,13.0802863550235
"CANDIDATE",9569711,"K03232.01",7.3396,-2.84e-05,4.96967285032716
"CANDIDATE",10057494,"K03234.01",7.1321,-1.281e-05,4.45191290963699
"CANDIDATE",7902003,"K03236.01",7.1398,2.283e-05,3.13012628434796
"CANDIDATE",6587796,"K03237.01",8.7323,-2.436e-06,18.7603537093359
"FALSE POSITIVE",9489953,"K03238.01",7.3005,6.028e-05,2.90370288384774
"FALSE POSITIVE",5305240,"K03239.01",7.404,-2.636e-05,4.32981264074
"FALSE POSITIVE",6206559,"K03240.01",7.419,3.384e-05,3.88757104283984
"FALSE POSITIVE",9532117,"K03241.01",7.2763,0,2.56777505477121
"FALSE POSITIVE",6928906,"K03242.01",-1,-7.064e-07,1.36845139263093
"FALSE POSITIVE",9821151,"K03243.01",7.3438,-4.682e-05,4.20647241086531
"FALSE POSITIVE",6850665,"K03244.01",7.8913,-3.738e-05,2.60723694102051
"CANDIDATE",8073705,"K03245.01",7.4832,-3.316e-05,3.48352172549681
"CANDIDATE",9885417,"K03246.01",7.4766,3.233e-05,5.522102912895
"FALSE POSITIVE",3336476,"K03247.01",7.1168,-5.131e-05,8.12251446768451
"CANDIDATE",10917433,"K03248.01",7.2559,4.085e-05,2.60399812461741
"FALSE POSITIVE",9083564,"K03249.01",7.4625,-4.289e-05,2.49317199931014
"FALSE POSITIVE",7335713,"K03250.01",7.9302,0.0001578,1.87188309410802
"FALSE POSITIVE",2707985,"K03253.01",7.3939,-9.261e-06,5.60581809857947
"FALSE POSITIVE",9899141,"K03254.01",7.4836,3.48e-06,5.33027546116906
"CANDIDATE",8183288,"K03255.01",8.1007,-0.0002699,5.63925429371947
"FALSE POSITIVE",10420301,"K03257.01",7.6493,0,1.60131907669822
"CANDIDATE",4366323,"K03258.01",7.1574,-0.0001225,1.49351554482092
"CANDIDATE",2853029,"K03259.01",7.2094,-0.001968,1.32863032067266
"CANDIDATE",12156174,"K03260.01",7.089,-0.0004964,3.96433733871678
"CANDIDATE",12055539,"K03261.01",7.2616,-2.117e-05,6.00766173985491
"CANDIDATE",12056139,"K03262.01",7.2819,7.329e-05,4.58615796260305
"CANDIDATE",11853130,"K03263.01",7.2653,0.003706,56.0752719708761
"CANDIDATE",9345933,"K03264.01",7.1693,0.0005319,2.0516203350169
"FALSE POSITIVE",10030778,"K03265.01",7.0506,-0.02152,2.89511562985959
"CANDIDATE",8826007,"K03266.01",7.1461,-0.0004486,5.96102476724417
