"koi_disposition","kepid","kepoi_name","tce_insol","tce_mesmedian","tce_fwm_pdeco","tce_depth_sn","tce_fwm_pdeco_sn","tce_dicco_msky_sn"
"CANDIDATE",6223324,"K04274.01",1128.1,-0.9196,0.000131,11.1188204683434,1.20183486238532,0.823559870550162
"FALSE POSITIVE",3336845,"K04275.01",1505.04,-0.8798,0.0008553,13.7782727895819,13.6848,65.8917293233083
"CANDIDATE",6026924,"K04276.01",68.51,-0.05488,-4.584e-06,12.3281546887225,-0.0640223463687151,2.44517304189435
"FALSE POSITIVE",6525280,"K04277.01",979.51,-0.1582,0,15.4692429022082,0,4.52355072463768
"FALSE POSITIVE",4861784,"K04278.01",154.85,-0.02599,0.001253,14.3523878437048,3.89130434782609,21.6251677852349
"FALSE POSITIVE",5876360,"K04279.01",2442.8,-0.3158,0.001274,22.29088639201,0.152392344497608,76.838963963964
"FALSE POSITIVE",5026326,"K04280.01",2287.13,0.01193,-0.0001728,11.3397901533495,-5.31692307692308,0
"FALSE POSITIVE",11670599,"K04282.01",5001.59,-1.638,0.0002162,8.44961240310077,5.15990453460621,98.018691588785
"FALSE POSITIVE",10156055,"K04284.01",1251.63,0.2048,-0.0002475,11.0064620355412,-4.57486136783734,10.6563882063882
"FALSE POSITIVE",5024177,"K04286.01",3582.88,-2.491,0.001144,8.89287481444829,15.1724137931034,12.0357142857143
"CANDIDATE",11081504,"K04287.01",266.34,-0.01004,3.414e-05,10.0250563768479,1.13421926910299,2.62415458937198
"CANDIDATE",11081504,"K04287.02",403.05,-0.1196,1.267e-05,9.9395313681028,0.618048780487805,0.409921875
"CANDIDATE",4548011,"K04288.01",356.76,-0.0771,1.766e-05,12.6763415457307,0.541717791411043,1.20827988338192
"CANDIDATE",4548011,"K04288.02",218.14,-0.0672,-5.112e-05,10.0680628272251,-1.26222222222222,0.67360248447205
"CANDIDATE",5868793,"K04290.01",3.7,-0.05016,0.001281,9.76058931860037,0.61,2.20417582417582
"CANDIDATE",10063208,"K04292.01",91.22,-0.02823,-6.356e-06,11.6201271772187,-0.143800904977376,1.50975935828877
"FALSE POSITIVE",5817533,"K04293.01",235.66,-1.058,-0.0002129,10.1717967072298,-1.21657142857143,3.31219195849546
"FALSE POSITIVE",7681230,"K04294.01",3992.45,0.5841,0.0003257,13.0111402359109,1.78956043956044,1.11272058823529
"CANDIDATE",7596240,"K04295.01",145.96,0.02259,0.0001263,11.8986438258387,0.701666666666667,0.778072289156626
"CANDIDATE",7661893,"K04296.01",580.87,-0.03683,-0.0001073,9.18513827316867,-2.21694214876033,0.339754385964912
"FALSE POSITIVE",12107008,"K04297.01",149.18,-0.193,4.541e-05,14.960942671786,0.461953204476094,3.10055325034578
"CANDIDATE",2852941,"K04298.01",3212.1,-0.07393,5.817e-05,11.8100967826314,0.963079470198676,1.52349602724177
"FALSE POSITIVE",8508126,"K04299.01",3110.41,-0.75,-0.0008261,9.3440122044241,-6.94201680672269,66.9638888888889
"CANDIDATE",8507475,"K04300.01",303.79,0.00519,-0.0003663,11.8661391361688,-1.20891089108911,0.719793388429752
"CANDIDATE",8773015,"K04301.01",249.17,-0.06153,3.692e-05,13.4245246410555,0.511357340720222,0.816511627906977
"CANDIDATE",8773015,"K04301.02",2.87,-0.02203,0.0003633,8.78319652341864,1.71367924528302,2.36336538461538
"CANDIDATE",6290935,"K04302.01",682.23,-0.01074,-1.762e-05,10.721914556962,-0.325092250922509,1.2445652173913
"FALSE POSITIVE",12734396,"K04303.01",2.72,0.01013,0.00106,11.2729758468783,1.22119815668203,5.60165165165165
"CANDIDATE",11612280,"K04304.01",219.72,-0.1264,-3.702e-05,11.9360702923799,-0.468607594936709,3.26582278481013
"FALSE POSITIVE",8149484,"K04306.01",3198.59,-0.9361,5.905e-05,13.1702314679168,1.52190721649485,1.17033794162826
"CANDIDATE",3558849,"K04307.01",1.54,-0.01012,0.0003663,4.41985868352547,0.849883990719258,0
"FALSE POSITIVE",11151677,"K04308.01",5964.14,-2.532,-0.03079,15.9248554913295,-145.235849056604,103.698879551821
"FALSE POSITIVE",11037128,"K04309.01",325.99,0.05439,-0.0001377,9.47969117153407,-0.553012048192771,14.4544117647059
"CANDIDATE",7103919,"K04310.01",75.92,-0.01822,-8.893e-05,12.8642149929279,-0.566433121019108,1.849609375
"FALSE POSITIVE",8645191,"K04311.01",1961.94,-1.857,-0.001393,7.83489096573209,-6.41935483870968,38.0517857142857
"CANDIDATE",10722485,"K04312.01",173.11,-0.06042,-4.526e-05,12.1112019623876,-0.605890227576975,1.29449074074074
"FALSE POSITIVE",8128067,"K04314.01",47.35,-0.03005,0.003251,12.6969084977474,5.77442273534636,6.98244514106583
"FALSE POSITIVE",10342248,"K04315.01",1449.92,-0.2565,-0.0002291,9.24560061208875,-4.1959706959707,9.89628820960699
"FALSE POSITIVE",9777290,"K04316.01",2228.65,-1.106,-0.001053,10.9540229885057,-4.92056074766355,3.48049180327869
"CANDIDATE",9286088,"K04318.01",163.73,0.05192,5.893e-05,10.6006213324128,1.26188436830835,0.730196463654224
"FALSE POSITIVE",6289344,"K04319.01",0.5,0.006296,0.08766,20.3588143525741,50.3793103448276,77.0697940503432
"CANDIDATE",5095082,"K04320.01",66.38,-0.06527,3.42e-06,12.0917185022564,0.0368137782561894,4.81407035175879
"FALSE POSITIVE",12418891,"K04321.01",2581.29,-0.4332,-8.899e-05,7.42092457420925,-0.463489583333333,4.83373655913979
"CANDIDATE",5385410,"K04323.01",296.02,-0.06498,-0.0002096,11.9648030904603,-1.83859649122807,1.15090543259557
"FALSE POSITIVE",5385410,"K04323.02",266.78,-0.6568,-1.495e-05,14.236575105172,-0.267441860465116,2.3893216080402
"FALSE POSITIVE",9910942,"K04324.01",884.39,0.06744,3.23e-05,9.8542199488491,0.699134199134199,4.61540106951872
"CANDIDATE",7749002,"K04325.01",4975.72,-1.885,0.0002148,7.59764185703758,1.66511627906977,1.26708487084871
"FALSE POSITIVE",10924340,"K04326.01",4378.5,-0.9165,7.595e-05,9.59144343804201,1.81698564593301,4.62478991596639
"CANDIDATE",5371777,"K04327.01",4625.11,-0.9077,-2.177e-05,7.9739010989011,-0.240818584070796,3.10114173228346
"CANDIDATE",12456063,"K04329.01",105.22,-0.06473,0,11.9943093636834,0,0.716597671410091
"CANDIDATE",5096053,"K04331.01",5667.04,-0.1113,1.832e-05,11.4482345900658,0.553474320241692,2.11444117647059
"FALSE POSITIVE",8953414,"K04332.01",278.06,-0.2285,0.0005947,13.6084284460053,3.76392405063291,2.24673076923077
"CANDIDATE",10140274,"K04334.01",265.75,0.04321,-0.0005034,9.69681397738952,-2.12405063291139,3.06018957345972
"CANDIDATE",10730070,"K04335.01",255.89,0.03423,-6.334e-05,12.8207612456747,-0.67598719316969,2.08288659793814
"CANDIDATE",8573193,"K04337.01",149.82,0.03233,-9.019e-05,12.147049053261,-0.757899159663866,2.81574626865672
"FALSE POSITIVE",9240664,"K04338.01",902.47,-0.04372,-0.0002189,3.02592852137351,-1.08366336633663,0.19770086526576
"FALSE POSITIVE",7281411,"K04339.01",2154.64,-2.303,-0.0002957,3.88620304946077,-4.2485632183908,1.77797619047619
"FALSE POSITIVE",6528141,"K04340.01",1141.26,-1.021,0.0003793,9.05469277515192,3.01031746031746,8.31373737373737
"CANDIDATE",6792908,"K04341.01",306.88,-0.05587,-8.611e-06,12.08835946924,-0.162165725047081,0.623205574912892
"FALSE POSITIVE",7211879,"K04342.01",4331.4,0.5591,0.01203,8.70503597122302,106.46017699115,131.430790960452
"CANDIDATE",8087812,"K04343.01",65.43,-0.007346,-4.94e-05,12.8513061780364,-0.63659793814433,1.11713740458015
"CANDIDATE",10534155,"K04345.01",903.06,-0.005692,-0.0001967,11.6327474560592,-2.69452054794521,1.35986111111111
"CANDIDATE",9509343,"K04346.01",148.7,-0.03255,0.0006776,10.3280609256005,2.67826086956522,0.590178217821782
"CANDIDATE",3244792,"K04347.01",495.09,-0.1201,5.5e-05,14.3659244917715,0.319767441860465,1.82462235649547
"FALSE POSITIVE",11872139,"K04350.01",13450.92,-0.01347,-8.636e-05,10.6077831219939,-3.15182481751825,1.92110726643599
"FALSE POSITIVE",2708221,"K04352.01",427.76,-1.082,-0.00102,14.6064209274673,-2.88951841359773,5.05197568389058
"CANDIDATE",4571844,"K04353.01",71.73,-0.0161,0.001866,9.53318335208099,1.03093922651934,0.977768595041322
"FALSE POSITIVE",5040223,"K04354.01",3722.74,-0.9208,-0.001081,8.35180055401662,-16.605222734255,0
"CANDIDATE",8459663,"K04356.01",0.28,-0.004598,-0.0009291,12.348367029549,-0.61125,1.70767764298094
"CANDIDATE",3550372,"K04357.01",14183.62,-0.432,0.00028,7.64845605700713,2.41379310344828,1.21963715529753
"CANDIDATE",7191646,"K04358.01",5.71,-0.001158,6.688e-05,3.33225458468177,0.0757417893544734,0.508870967741936
"CANDIDATE",1575873,"K04359.01",30726.76,-0.08634,-0.0001451,7.40406320541761,-11.7016129032258,15.1346153846154
"CANDIDATE",10669994,"K04360.01",809.84,-0.06373,0,9.6550989993613,0,1.39761344537815
"CANDIDATE",7801070,"K04361.01",7.19,-0.004118,-0.0003356,6.53390742734123,-0.204634146341463,0.576129032258064
"CANDIDATE",9776794,"K04363.01",35.07,0.03287,-0.0007821,11.2621832358674,-0.444375,7.78883248730964
"CANDIDATE",7427764,"K04364.01",218.74,0.01272,-0.0001853,11.1816675869685,-0.908333333333333,0.83051376146789
"CANDIDATE",10647452,"K04366.01",1757.63,-0.8078,4.803e-05,7.65498652291105,0.510957446808511,8.08310810810811
"CANDIDATE",4773392,"K04367.01",10.88,-0.005904,-6.606e-05,12.6335272342676,-0.133724696356275,1.14031017369727
"FALSE POSITIVE",5471489,"K04368.01",674.33,-0.8633,-2.142e-05,17.0573503631355,-0.5578125,2.34850374064838
"FALSE POSITIVE",12407623,"K04370.01",905.82,-0.4982,-0.004933,7.58940112020681,-19.1945525291829,12.2255172413793
"CANDIDATE",11444514,"K04371.01",11.61,-0.00998,9.943e-05,11.8078078078078,0.235059101654846,0.984587155963303
"CANDIDATE",9702006,"K04372.01",67.75,-0.1447,0.0001403,11.0866222450026,0.558964143426295,1.76569358178054
"FALSE POSITIVE",6778008,"K04373.01",2431.26,-1.159,-0.0006082,10.078431372549,-7.27511961722488,11.3811320754717
"CANDIDATE",10991114,"K04374.01",248.19,0.01679,-8.907e-05,11.3528336380256,-0.601824324324324,1.61508968609865
"FALSE POSITIVE",11969092,"K04375.01",2018.74,-2.496,0,-997.8,0,4.23640167364017
"FALSE POSITIVE",2570773,"K04376.01",299.6,-0.4872,-0.001002,13.0017713584957,-1.45428156748911,3.58106796116505
"CANDIDATE",4945764,"K04377.01",299.92,-0.1142,0.0001305,11.6530278232406,1.40322580645161,1.12343195266272
"FALSE POSITIVE",7703910,"K04379.01",858.7,-0.2612,0.001942,1.74415328261482,14.1751824817518,58.7081447963801
"CANDIDATE",7777818,"K04380.01",1120.03,0.05115,0.0001999,12.1260518633007,2.93538913362702,67.1428571428571
"FALSE POSITIVE",9851360,"K04381.01",87.91,0.08355,0.0002434,10.9586342744583,1.12165898617512,1.9951909476662
"CANDIDATE",6937529,"K04382.01",1189.69,-0.3076,3.014e-05,9.74249757986447,0.610121457489879,0.605392561983471
"CANDIDATE",9883606,"K04383.01",553.42,0.00133,5.68e-05,10.4481097649978,0.859304084720121,1.75693430656934
"CANDIDATE",9883606,"K04383.02",1105.55,-0.1284,7.772e-05,7.96171753750647,1.48320610687023,0.819127604166667
"CANDIDATE",5860968,"K04384.01",6.47,0.02015,0.0005534,9.2757793764988,1.10459081836327,2.53826530612245
"CANDIDATE",3645438,"K04385.01",0.45,-0.000194,0.00164,13.4381139489195,0.82,1.37100323624595
"CANDIDATE",3645438,"K04385.02",90.25,0.1136,7.145e-05,12.5677995193958,0.15267094017094,0.315202628696605
"CANDIDATE",3645438,"K04385.03",28.4,-0.09925,0.0003983,8.12832985869817,0.580612244897959,1.50124716553288
"CANDIDATE",8480582,"K04386.01",22.44,-0.03442,-0.0004696,12.6853015075377,-1.03893805309734,1.52758196721311
"FALSE POSITIVE",2830919,"K04387.01",1703.14,-0.5047,-8.235e-05,6.69132149901381,-0.741891891891892,1.10363957597173
"FALSE POSITIVE",9588822,"K04388.01",46.43,0.02214,-5.477e-05,288.750421017178,-0.0586402569593148,0.291343669250646
"CANDIDATE",9588822,"K04388.02",46.43,0.00772,-0.0001078,25.4494863013699,-1.375,0.674110429447853
"CANDIDATE",2997459,"K04389.01",40.31,-0.02938,-0.0007046,11.0209290454313,-2.64887218045113,3.31490683229814
"CANDIDATE",8330207,"K04390.01",10204.51,-0.3254,0.0009339,8.21532379955819,0.994568690095847,1.69553429027113
"CANDIDATE",6359926,"K04391.01",14.52,-0.03072,0.000286,14.0245098039216,0.838709677419355,1.70875471698113
"FALSE POSITIVE",6629993,"K04392.01",1.89,-0.04509,-0.001837,12.2461439588689,-3.64484126984127,172.481644640235
"CANDIDATE",8324518,"K04393.01",734.49,-0.3238,-0.0002268,9.36170212765958,-1.35808383233533,1.18055753262159
"FALSE POSITIVE",10427700,"K04394.01",37719.36,-1.042,5.84e-05,11.3321456848773,1.63585434173669,2.99954954954955
"CANDIDATE",3103473,"K04395.01",473.09,-0.1843,-9.061e-05,8.62941946748145,-0.397412280701754,2.01495145631068
"FALSE POSITIVE",3247503,"K04397.01",2465.85,-0.5429,0.0001708,7.19275123558484,0.694308943089431,38.0048611111111
"CANDIDATE",5802637,"K04398.01",116.23,-0.02437,9.114e-05,10.8857049820905,0.378174273858921,2.43066528066528
"CANDIDATE",8345384,"K04399.01",11.19,-0.008745,0.0001946,15.3108108108108,1.64915254237288,2.57311111111111
"CANDIDATE",2831055,"K04400.01",1222.89,-0.3476,-6.504e-05,11.3554884189325,-1.2,0.975270541082164
"CANDIDATE",7703882,"K04403.01",192.45,-0.0452,0.0001535,10.9033511413307,0.682222222222222,1.6564161849711
"CANDIDATE",10745365,"K04405.01",178.19,-0.09933,0.0002241,11.1325115562404,1.43653846153846,7.11671641791045
"FALSE POSITIVE",5563937,"K04406.01",7885.3,-1.909,0.02058,8.77800407331976,132.774193548387,128.651193633952
"CANDIDATE",8396660,"K04407.01",3850.75,-0.1543,-3.546e-05,9.43304535637149,-2.21625,2.22126050420168
"FALSE POSITIVE",10736179,"K04408.01",409.51,-2.333,-2.526e-05,10.19890260631,-0.111277533039648,5.71438127090301
"CANDIDATE",5308537,"K04409.01",125.6,-0.04558,1.355e-05,12.4639580602883,0.217147435897436,0.875362831858407
"CANDIDATE",6350882,"K04410.01",319.53,0.03617,-0.0002932,2.15261382799325,-0.823595505617978,0.485046439628483
"CANDIDATE",5281113,"K04411.01",427.09,0.03213,-4.259e-05,11.727969348659,-0.600705218617771,2.06603846153846
"FALSE POSITIVE",7847104,"K04412.01",9117.91,-0.7008,0.0002396,10.64,10.9406392694064,106.529182879377
"FALSE POSITIVE",6891513,"K04413.01",106.8,0.03055,-0.003123,11.7617554858934,-6.70171673819742,88.7848244620612
"FALSE POSITIVE",4579598,"K04414.01",5207.41,-0.5454,-1.627e-05,7.16079010522429,-0.330691056910569,6.78623188405797
"FALSE POSITIVE",7777522,"K04415.01",2376.34,-1.207,-0.0002792,9.42414735350673,-2.21587301587302,7.32563338301043
"FALSE POSITIVE",9597729,"K04417.01",3156.57,-1.525,-0.0009172,11.2015868044681,-11.1175757575758,4.48485981308411
"FALSE POSITIVE",9597729,"K04417.02",3156.6,-0.7221,-0.0003935,9.88599889319314,-4.90648379052369,6.75394230769231
"CANDIDATE",7582691,"K04419.01",555.68,-1.894,0.0001594,9.37757625721352,1.594,2.08664335664336
"FALSE POSITIVE",7031942,"K04420.01",6116.92,-0.1597,3.439e-05,7.80327868852459,1.78186528497409,0.697201309328969
"CANDIDATE",9836563,"K04421.01",496.6,-0.002604,5.73e-05,9.87169517884914,1.32027649769585,0.260921568627451
"CANDIDATE",9836563,"K04421.02",320.84,-0.1775,-5.358e-05,7.52671755725191,-1.19331848552339,3.35537313432836
"FALSE POSITIVE",3866536,"K04423.01",226.99,0.2407,-1.227e-05,9.59231744881319,-0.159143968871595,1.67116173120729
"CANDIDATE",7046035,"K04424.01",1270.68,-0.704,4.063e-05,10.2767009758054,0.417574511819116,1.67116935483871
"FALSE POSITIVE",4679314,"K04425.01",289.36,-1.075,0.0001665,18.0533995653524,3.50526315789474,0
"CANDIDATE",4172805,"K04427.01",0.23,-0.01003,0.0008399,10.5338809034908,0.749910714285714,2.25584158415842
"CANDIDATE",5126182,"K04428.01",60.26,-0.1242,-0.0002118,11.9570267131243,-1.92545454545455,2.35843373493976
"FALSE POSITIVE",9642018,"K04430.01",2997.92,-1.976,0.0001634,10.7955936352509,1.32845528455285,0.977619047619048
"CANDIDATE",9936080,"K04431.01",92.89,-0.07769,-2.078e-05,12.116610423697,-0.389868667917448,0.324410480349345
"FALSE POSITIVE",9518651,"K04433.01",1114.91,-0.1772,-6.147e-05,7.72043809170225,-0.954503105590062,7.79098228663446
"CANDIDATE",8278685,"K04435.01",154.89,-0.07993,0.0001182,9.93153956376373,1.576,1.52702702702703
"FALSE POSITIVE",8308260,"K04436.01",3297.09,0.2725,0.002149,11.2172442941674,14.2317880794702,0
"FALSE POSITIVE",8492101,"K04437.01",666.28,-0.1512,-0.0001613,15.8482799176713,-1.89097303634232,1.94761235955056
"FALSE POSITIVE",6343576,"K04438.01",2378.21,-0.01744,-0.000168,8.87112403100775,-1.82608695652174,2.19509049773756
"FALSE POSITIVE",9899630,"K04439.01",1884.93,0.5561,0.0004326,11.6471099521947,5.81451612903226,4.29798994974874
"CANDIDATE",8416523,"K04441.01",1575.45,-1.223,0.0002106,12.1680216802168,2.54347826086957,1.83030303030303
"CANDIDATE",11124436,"K04442.01",302.23,-0.01587,-0.0001086,11.2703057209162,-0.738775510204082,1.16683269476373
"CANDIDATE",5780855,"K04443.01",803.04,-0.122,6.815e-05,9.49719626168224,1.2126334519573,1.77884615384615
"CANDIDATE",11718389,"K04444.01",48.93,-0.03893,0.0005818,10.9138576779026,1.52703412073491,1.13860619469027
"CANDIDATE",10329196,"K04446.01",18.47,-0.005778,-0.0001085,12.6482534524777,-1.09929078014184,0.983887884267631
"CANDIDATE",10604592,"K04447.01",345.52,-0.217,-2.2e-05,10.565371024735,-0.228215767634855,0.26377358490566
"FALSE POSITIVE",8429668,"K04449.01",1194.75,-0.2128,-0.001671,8.66715976331361,-33.220675944334,170.838150289017
"CANDIDATE",7429240,"K04450.01",1.72,0.01601,-3.979e-06,12.6547352721849,-0.0051877444589309,1.35150588235294
"CANDIDATE",10120548,"K04451.01",49.39,-0.01395,-0.0003098,10.6627946703109,-0.788295165394402,1.23862068965517
"CANDIDATE",4474462,"K04452.01",129.29,-0.06607,-8.904e-05,11.6737790422001,-0.945222929936306,1.85192660550459
"FALSE POSITIVE",10729472,"K04453.02",2796.62,-1.338,-1.118e-05,5.60959958932238,-0.112588116817724,0.672101910828026
"FALSE POSITIVE",9777200,"K04455.01",22181.64,-0.355,0.000169,9.23500611995104,6.5,3.9614837398374
"CANDIDATE",3557560,"K04456.01",259.97,-0.06952,-0.0001371,2.76223776223776,-0.481052631578947,0.818443960826986
"CANDIDATE",12109267,"K04457.01",14.76,-0.02436,-5.065e-05,10.7637075718016,-0.25974358974359,1.0540350877193
"CANDIDATE",8652577,"K04458.01",1.11,0.01338,0.0228,10.1026119402985,22.5742574257426,78.6691176470588
"CANDIDATE",9947389,"K04460.01",1.41,-0.007798,0.0003908,11.5426908150065,1.10084507042254,1.32759206798867
"FALSE POSITIVE",11912987,"K04461.01",452.32,0.032,-6.859e-05,3.03861927546138,-1.23363309352518,4.9860889395667
"CANDIDATE",6197344,"K04463.01",12.02,-0.0003773,0.0001257,12.6894865525672,1.24455445544554,1.03218518518519
"CANDIDATE",11357664,"K04464.01",66.17,0.04086,0.0002221,8.15925288768739,0.662985074626866,2.71467492260062
"CANDIDATE",7272132,"K04466.01",4.47,-0.003519,0.0002276,9.35536184877356,0.375577557755776,0.383011235955056
"CANDIDATE",5352640,"K04467.01",344.56,-0.1002,-0.0003395,8.93181054753107,-1.1547619047619,0.942608695652174
"FALSE POSITIVE",4157052,"K04468.01",32369.56,-0.7957,-0.001462,6.91251154201293,-16.4085297418631,60.2703947368421
"FALSE POSITIVE",10006641,"K04469.01",1077.8,-1.184,-2.012e-05,9.62515683814304,-0.415702479338843,0.532327790973872
"FALSE POSITIVE",10815916,"K04470.01",3640.4,-0.1976,-0.000926,7.82507845545095,-12.2002635046113,119.269269269269
"FALSE POSITIVE",8955709,"K04471.01",642.45,-1.019,-0.00116,10.1792673421668,-6.74418604651163,85.8619402985074
"FALSE POSITIVE",7031430,"K04472.01",177.97,-1.985,-4.029e-05,8.2911223673687,-0.825614754098361,3.86761619190405
"CANDIDATE",7133294,"K04473.01",164.25,0.04495,0.000183,10.58114374034,2.55944055944056,4.34588235294118
"CANDIDATE",4381429,"K04474.01",33.27,-0.1023,0.0009227,12.7585335018963,1.55598650927487,1.13440751445087
"FALSE POSITIVE",11912916,"K04475.01",267.32,-0.6357,-0.0003117,3.35406192114316,-1.5131067961165,2.8502538071066
"FALSE POSITIVE",3732894,"K04476.01",1479.1,-0.3393,-0.0001688,9.79972054028877,-3.57627118644068,4.25421286031042
"CANDIDATE",6276791,"K04477.01",99.81,0.0029,0.0004092,12.616789603091,1.02044887780549,1.51320754716981
"CANDIDATE",6276791,"K04477.02",212.02,0.03882,-8.537e-06,8.65912762520194,-0.0348448979591837,0.257597765363129
"CANDIDATE",8636600,"K04478.01",102.39,-0.02413,0.0001116,13.2872596153846,0.58125,1.22244897959184
"FALSE POSITIVE",3644602,"K04479.01",1.23,-0.04397,-0.002067,7.64427987742595,-2.27894156560088,3.77295454545455
"CANDIDATE",10467714,"K04480.01",7.72,0.00914,0.0002948,11.7092896174863,0.992592592592593,2.23241106719368
"FALSE POSITIVE",11912941,"K04481.01",534.89,-0.106,1.038e-05,11.0027855153203,0.0715862068965517,2.11742857142857
"CANDIDATE",7778427,"K04482.01",583.18,-0.01071,2.137e-06,10.3142501555694,0.0647575757575757,1.23722943722944
"FALSE POSITIVE",6525106,"K04483.01",1057.96,-0.366,-0.0001664,10.1718288278428,-1.48571428571429,2.7005772005772
"CANDIDATE",9898017,"K04484.01",1355.41,-0.1871,-0.0001564,10.411356466877,-1.39642857142857,1.35578673602081
"CANDIDATE",8098212,"K04487.01",225.26,0.0347,0,8.64478764478764,0,0.198818791946309
"FALSE POSITIVE",7694615,"K04489.01",3392.48,0.008904,0.0005572,7.64654032613486,13.8952618453865,55.2656
"CANDIDATE",4556468,"K04491.01",8.04,-0.05274,1.11e-05,10.7410714285714,0.036038961038961,1.37890011223345
"FALSE POSITIVE",9222516,"K04492.01",10272,-0.7707,-0.0001284,9.97511709601874,-3.30077120822622,19.8333333333333
"FALSE POSITIVE",3953173,"K04493.01",140.72,-0.2289,-0.001993,8.32085106382979,-11.9341317365269,31.0854700854701
"CANDIDATE",5552562,"K04495.01",236.46,-0.05622,0.00031,11.8791500664011,1.65775401069519,3.04060344827586
"CANDIDATE",6186182,"K04496.01",6.04,0.007695,0.001059,9.24770937148368,1.25029515938607,1.00125
"CANDIDATE",12645057,"K04497.01",143.06,-0.1534,0.0001106,11.231884057971,0.505022831050228,0.226692111959288
"CANDIDATE",4844367,"K04498.01",48.93,-0.06056,9.289e-05,4.77549246813442,0.329397163120567,0.770317647058824
"CANDIDATE",10937749,"K04499.01",271.85,-0.04334,-4.601e-05,10.0469483568075,-0.26906432748538,2.06921739130435
"CANDIDATE",9100953,"K04500.01",74.75,0.02468,-0.0004907,10.875493362038,-1.05982721382289,0.881489361702128
"CANDIDATE",9100953,"K04500.02",8.36,-0.03354,-0.0002938,11.522633744856,-0.327536231884058,0.818847736625514
"CANDIDATE",9100953,"K04500.03",36.98,-0.02123,-0.0004785,7.54121431443506,-0.681623931623932,2.1998322147651
"FALSE POSITIVE",8109107,"K04501.01",258.1,-0.02198,-0.000574,9.51086956521739,-3.17127071823204,23.7534161490683
"CANDIDATE",10907132,"K04503.01",223.32,-0.08098,-0.0001526,9.03501945525292,-0.422714681440443,0.133089598352214
"CANDIDATE",6520753,"K04504.01",232.02,0.02003,0.0002663,10.3205551883675,2.27606837606838,13.3905923344948
"CANDIDATE",6520753,"K04504.02",94.22,-0.08124,0.0004578,9.60011185682327,3.01184210526316,0
"CANDIDATE",8493354,"K04505.01",96.46,0.05811,0.0001091,10.7187780772686,1.17564655172414,0.298508620689655
"CANDIDATE",4545570,"K04506.01",133.15,-0.1086,0.0002736,11.5204386839482,0.9,1.53807324840764
"CANDIDATE",5457326,"K04508.01",220.95,0.04744,-0.0001307,8.85263157894737,-0.706486486486486,1.2377239199157
"CANDIDATE",11350118,"K04509.01",15.14,-0.04209,-0.0004351,11.0233682514102,-1.44072847682119,0.628768197088466
"CANDIDATE",11671579,"K04510.01",566.17,-0.2605,-1.561e-05,12.5304361226691,-0.183647058823529,0.913074534161491
"FALSE POSITIVE",12069414,"K04512.01",2762.93,-1.977,0.001107,8.5886524822695,12.3411371237458,107.601513240858
"CANDIDATE",9216775,"K04513.01",267.06,0.04922,0.0001034,11.7432309096441,0.795384615384615,1.49204845814978
"FALSE POSITIVE",9849884,"K04516.01",1067.78,0.0007783,-2.677e-05,15.8903812824957,-0.539717741935484,1.15130592503023
"FALSE POSITIVE",11243547,"K04517.01",52.83,-0.9153,-0.0001088,10.8660374234145,-1.67384615384615,0.454175035868006
"FALSE POSITIVE",7032001,"K04518.01",3608.22,-1.977,-1.124e-05,9.30232558139535,-0.300534759358289,2.77438848920863
"CANDIDATE",10003058,"K04519.01",22.53,-0.02016,-0.0004702,9.09453729109504,-0.850271247739602,0.373455149501661
"CANDIDATE",9031703,"K04520.01",324.31,-0.05865,-8.3e-05,9.43366841285573,-1.05732484076433,0.255730769230769
"FALSE POSITIVE",9577855,"K04522.01",1446.67,-0.1193,0.001986,7.83950617283951,15.888,41.8226086956522
"CANDIDATE",8700895,"K04523.01",334.18,-0.1749,-1.702e-05,8.42175360710322,-0.148,1.0859842519685
"CANDIDATE",5003670,"K04524.01",156.06,-0.0333,0.0001094,11.0469591993841,0.729333333333333,1.32226289517471
"CANDIDATE",5003670,"K04524.02",333.02,-0.0514,0.0001297,9.24528301886792,1.04596774193548,1.97154340836013
"CANDIDATE",5003670,"K04524.03",499.57,-0.1868,8.151e-05,7.91179117911791,0.696666666666667,0.525314371257485
"CANDIDATE",3765917,"K04526.01",47.55,-0.011,-0.001047,5.80881440099317,-1.91058394160584,0.992331210191083
"CANDIDATE",3765917,"K04526.02",168.59,-0.05011,0.0005806,9.08604363935776,1.72797619047619,1.15412429378531
"FALSE POSITIVE",3438976,"K04527.01",896.04,-1.063,0.000381,11.8658965344048,7.00367647058824,5.06335341365462
"CANDIDATE",7833305,"K04528.01",97.73,-0.1168,0.0001128,10.8918374202217,1.61604584527221,0.827444444444444
"FALSE POSITIVE",6610064,"K04529.01",1934.53,-0.6205,0.0007908,9.5200144901286,19.7206982543641,6.74632701421801
"CANDIDATE",12647577,"K04530.01",85.19,0.03711,2.327e-05,9.99172870140612,0.161597222222222,0.701324257425743
"FALSE POSITIVE",2710623,"K04532.01",3105.28,-0.4377,-0.0003556,7.32817478379609,-7.34710743801653,101.983012457531
"FALSE POSITIVE",3330684,"K04533.01",9.41,-0.6393,0.0007938,6.47977795400476,8.81021087680355,20.25
"FALSE POSITIVE",7699298,"K04534.01",4899.05,-0.9759,-6.682e-05,12.1956339210747,-3.2125,3.32884210526316
"CANDIDATE",3547760,"K04535.01",60.51,-0.01212,0.0001097,8.72286079182631,0.519905213270142,0.91742033383915
