"koi_disposition","kepid","kepoi_name","tce_insol","tce_mesmedian","tce_fwm_pdeco","tce_depth_sn","tce_fwm_pdeco_sn","tce_dicco_msky_sn"
"FALSE POSITIVE",10253638,"K07608.01",1611.55,0.3995,1.288e-05,12.1018376722818,0.389123867069486,0.371320754716981
"FALSE POSITIVE",10341777,"K07610.01",3038.23,-0.5868,5.809e-05,7.32237539766702,4.36766917293233,4.0839603960396
"FALSE POSITIVE",10407271,"K07611.01",1879.72,-3.972,1.319e-05,5.90172239108409,0.276519916142558,4.11761280931587
"FALSE POSITIVE",10471167,"K07612.01",835.96,-3.457,-0.000363,4.24517087667162,-3.05042016806723,2.4299522673031
"FALSE POSITIVE",10471174,"K07613.01",1888.53,-2.313,-6.72e-05,6.49196787148594,-0.71948608137045,2.55849753694581
"FALSE POSITIVE",10471345,"K07614.01",1650.81,-3.367,-0.0001286,7.06311522872032,-1.08983050847458,2.43546875
"FALSE POSITIVE",11463950,"K07616.01",3890.35,-2.986,-3.384e-05,12.8917748917749,-1.10228013029316,0.256211453744493
"FALSE POSITIVE",11621897,"K07618.01",61.12,0.2375,5.162e-05,11.3801694070752,0.560477741585233,3.11512770137524
"FALSE POSITIVE",1025986,"K07621.01",2,-0.005224,0.0006248,8.88840642640035,1.45302325581395,2.02460317460317
"FALSE POSITIVE",1293046,"K07622.01",3.45,0.008151,0.002794,6.91100759990194,3.09070796460177,22.5657407407407
"FALSE POSITIVE",1434395,"K07623.01",0,-0.01816,-0.01877,12.2096956031567,-160.42735042735,0
"CANDIDATE",1723078,"K07624.01",12.38,-0.002071,-0.0003331,7.39451476793249,-0.881216931216931,1.11830917874396
"FALSE POSITIVE",1868404,"K07625.01",401.7,-0.05435,-0.0001345,5.27461597966626,-1.54420206659013,1.40751724137931
"FALSE POSITIVE",1995712,"K07626.01",0.92,0.01614,-2.891e-06,7.83125864453665,-0.00258125,5.8182119205298
"FALSE POSITIVE",2140389,"K07627.01",960.5,-5.628,0,178.323322016192,0,15.8478991596639
"CANDIDATE",2299738,"K07628.01",425.79,-0.01068,-3.395e-05,7.39642128017293,-0.701446280991736,1.20859154929577
"FALSE POSITIVE",2302758,"K07629.01",5936.78,-1.637,0.0005031,9.50975006866246,8.734375,17.3263498920086
"CANDIDATE",2302997,"K07630.01",5.39,-0.0007168,5.8e-05,7.25120236773955,0.200692041522491,0.222229299363057
"FALSE POSITIVE",2308411,"K07631.01",4789.3,-0.2917,-0.0002599,7.70941883767535,-2.49903846153846,3.17825503355705
"FALSE POSITIVE",2446134,"K07632.01",30.79,-0.02234,-0.0006307,6.57689811810513,-1.72794520547945,1.4655
"FALSE POSITIVE",2449053,"K07633.01",2587.62,-1.162,2.49e-05,6.13084340290492,0.273927392739274,77.1777777777778
"FALSE POSITIVE",2569995,"K07634.01",14.85,0.002963,-0.01009,20.275776908829,-0.563687150837989,1.48065268065268
"CANDIDATE",2577353,"K07635.01",16.18,-0.03539,-3.166e-05,8.33418759610456,-0.111872791519435,2.62469304229195
"CANDIDATE",2696205,"K07636.01",2299.05,-0.5709,9.769e-05,6.24976258309592,0.9769,0.659846153846154
"FALSE POSITIVE",2711131,"K07637.01",226.65,-0.06851,0.001227,8.03351404632824,12.688728024819,31.3794117647059
"CANDIDATE",2834805,"K07638.01",116.48,0.04292,-5.042e-05,8.23864339645996,-0.576228571428571,0.851906565656566
"FALSE POSITIVE",2854839,"K07639.01",896.96,-0.46,1.047e-06,3.6132432122809,0.0149358059914408,0.571990212071778
"FALSE POSITIVE",2859299,"K07640.01",7320.07,-1.253,0.0005755,9.46153846153846,9.99131944444444,12.7420454545455
"CANDIDATE",2984990,"K07641.01",866.9,-0.2053,-0.0001206,6.4278565471226,-0.763291139240506,0.795976331360947
"FALSE POSITIVE",3003019,"K07642.01",8925.56,-0.3855,1.17e-05,7.21691933370766,0.174887892376682,108.393422655298
"FALSE POSITIVE",3102309,"K07643.01",395.09,-0.2049,-7.028e-05,1.73679108095007,-1.09300155520995,0.487914951989026
"CANDIDATE",3110177,"K07644.01",477.1,-0.2131,0.0001829,7.28323108384458,1.29716312056738,0.167406779661017
"CANDIDATE",3129238,"K07645.01",545.73,0.04536,2.708e-06,-114.5,0.0937024221453287,0.61911214953271
"FALSE POSITIVE",3218844,"K07646.01",7.49,-0.005366,0.0001754,7.26038781163435,0.171960784313725,2.99730010384216
"FALSE POSITIVE",3230095,"K07647.01",105.27,-0.181,-0.0004296,8.44336765596608,-1.97064220183486,2.17039312039312
"CANDIDATE",3232249,"K07648.01",661.21,-0.2414,4.859e-05,5.98426150121065,0.296280487804878,1.9966078697422
"FALSE POSITIVE",3235282,"K07649.01",1.17,-0.004075,0.008487,2.6144578313253,2.09039408866995,15.491875
"FALSE POSITIVE",3241647,"K07650.01",2712.35,-0.7677,-6.083e-05,5.69450060655075,-0.579333333333333,3.17564841498559
"FALSE POSITIVE",3248696,"K07651.01",0.5,0.008755,0.00189,7.92440743113389,0.984375,3.72192307692308
"FALSE POSITIVE",3345973,"K07652.01",480.96,-0.01269,-0.0004117,10.3389830508475,-4.94237695078031,1.60211480362538
"FALSE POSITIVE",3347807,"K07653.01",5.02,-0.007008,6.883e-06,6.40702781844802,0.0588290598290598,2.27295660948537
"FALSE POSITIVE",3353454,"K07654.01",1296.48,-0.4074,-0.0005759,10.6647398843931,-0.28795,0
"FALSE POSITIVE",3439126,"K07655.01",0.12,0.003511,-0.00156,5.37389530931339,-0.739336492890995,0.533961424332344
"FALSE POSITIVE",3448456,"K07656.01",2971.3,-0.6065,0.0003989,5.36242603550296,2.1679347826087,4.06624
"FALSE POSITIVE",3531231,"K07657.01",6.09,-0.09786,0.01671,13.4172185430464,29.8926654740608,18.1535714285714
"FALSE POSITIVE",3542542,"K07658.01",210.02,-0.2909,0.0003707,8.47232472324723,2.00378378378378,4.31958874458874
"FALSE POSITIVE",3644631,"K07659.01",0.81,-0.009681,0.0008572,8.64177803602557,0.75858407079646,3.41135802469136
"FALSE POSITIVE",3644738,"K07660.01",1.13,-0.01017,-0.001128,10.5953938759487,-0.964102564102564,3.84042328042328
"FALSE POSITIVE",3645282,"K07661.01",3799.51,-0.007631,-0.0005089,6.39570948565521,-9.90077821011673,62.9803278688525
"CANDIDATE",3660581,"K07662.01",16.22,-0.0403,0.0001105,6.42089985486212,0.186971235194585,0
"FALSE POSITIVE",3663141,"K07663.01",850.22,-0.04419,0.0003704,7.63794983642312,7.54378818737271,0
"FALSE POSITIVE",3732972,"K07664.01",0,0.04615,0.0001139,6.02938295788443,2.2465483234714,0.309803571428571
"FALSE POSITIVE",3750350,"K07665.01",1.45,0.01423,-0.0002917,7.31418148654811,-0.892048929663609,0.744525547445255
"FALSE POSITIVE",3751231,"K07666.01",8725.94,-1.164,0.0009872,5.66803278688525,7.25882352941176,0.916172413793103
"CANDIDATE",3762750,"K07668.01",1144.59,0.09918,-0.0002711,6.83246073298429,-0.849843260188088,1.75651720542232
"FALSE POSITIVE",3839294,"K07669.01",63.5,0.004785,0.0002563,7.63568475796773,0.747230320699709,1.32327683615819
"CANDIDATE",3848083,"K07670.01",132.33,-0.05656,-3.773e-05,7.55627009646302,-0.141842105263158,1.2647572815534
"FALSE POSITIVE",3851194,"K07671.01",14458.73,-0.2747,-7.242e-05,8.04467465199094,-1.9841095890411,1.70108695652174
"FALSE POSITIVE",3852476,"K07672.01",49.5,0.01578,-0.0001403,7.7289156626506,-0.45112540192926,0.471853658536585
"CANDIDATE",3852872,"K07673.01",12.09,0.01209,0.0002524,6.97452229299363,1.1420814479638,1.60676691729323
"FALSE POSITIVE",3858943,"K07674.01",55.94,0.02556,-0.0007717,6.75373134328358,-5.67426470588235,4.74064864864865
"FALSE POSITIVE",3859042,"K07675.01",15.78,-0.1723,-0.0006414,4.90503323836657,-1.20563909774436,1.17546511627907
"CANDIDATE",3934657,"K07676.01",212.76,-0.008245,-0.0001407,7.92261055634807,-1.7787610619469,0.657158469945355
"FALSE POSITIVE",3967501,"K07677.01",269.03,-0.07296,2.755e-06,24.3878969314658,0.0035230179028133,2.244
"CANDIDATE",4048898,"K07678.01",149.68,-0.05212,2.971e-05,8.62235915492958,0.581409001956947,1.49489130434783
"CANDIDATE",4054784,"K07679.01",658.43,-0.08007,9.929e-06,6.58039215686275,0.0993893893893894,0.171964656964657
"CANDIDATE",4072271,"K07680.01",10.2,0.01357,-0.0001625,6.66666666666667,-0.697424892703863,0.752567567567567
"CANDIDATE",4073017,"K07681.01",120.03,-0.0237,-0.000351,9.38788659793814,-1.73762376237624,0.369008547008547
"FALSE POSITIVE",4073089,"K07682.01",50.45,0.01816,0.003122,32.8864902506964,0.000525589225589226,0.742256699576869
"FALSE POSITIVE",4136659,"K07683.01",3543.74,-0.2637,0.0007108,7.39444911690496,13.9099804305284,11.3524258760108
"FALSE POSITIVE",4141587,"K07684.01",7396.86,-0.03321,9.573e-05,9.48577680525164,0.9573,0.233959646910467
"CANDIDATE",4141593,"K07685.01",16.99,-0.02556,-3.509e-05,8.36879432624113,-0.347425742574257,1.80137825421133
"CANDIDATE",4141593,"K07685.02",40.89,0.04427,-3.361e-05,8.0889914996327,-0.421706398996236,1.55013661202186
"FALSE POSITIVE",4144873,"K07686.01",267.73,0.00295,0.0003596,8.18055555555556,0.367313585291113,0.384096385542169
"CANDIDATE",4252671,"K07687.01",423.59,-0.03792,-2.27e-05,9.00233686859608,-0.362619808306709,2.63473242392445
"FALSE POSITIVE",4281068,"K07689.01",6907.24,92.91,0,721.970187945561,0,26.783185840708
"FALSE POSITIVE",4284980,"K07690.01",773.05,-0.3983,-0.0002364,6.86389684813753,-1.50573248407643,2.37545454545455
"FALSE POSITIVE",4355503,"K07691.01",0.02,0.04436,-0.0007157,5.35069547203315,-0.252897526501767,1.73961538461538
"FALSE POSITIVE",4373195,"K07692.01",163649.3,0.09883,0,9.42068965517242,0,7.02017167381974
"CANDIDATE",4384909,"K07693.01",146.22,0.002733,-0.0007827,7.087346396546,-2.42321981424149,4.01040145985401
"FALSE POSITIVE",4386607,"K07694.01",194.93,-0.03143,5.968e-05,7.421875,0.310833333333333,6.33485193621868
"FALSE POSITIVE",4390912,"K07695.01",0,0.2283,0.0001612,12.4426123504688,4.04010025062657,67.0352941176471
"FALSE POSITIVE",4472143,"K07696.01",1.22,-0.001367,0.000155,6.63366336633663,0.324267782426778,0.811459854014598
"FALSE POSITIVE",4574319,"K07697.01",1166.11,-0.002827,-0.0001045,7.46074544012688,-0.81640625,3.8818373812038
"FALSE POSITIVE",4651399,"K07698.01",29.59,0.01296,0.002041,8.48899958489,0.891266375545852,0.241282722513089
"FALSE POSITIVE",4670267,"K07699.01",2045.99,-9.756,0,-122900,0,2.28643067846608
"CANDIDATE",4670361,"K07700.01",0.75,-0.02655,0.0004618,8.3290676416819,0.954132231404959,0.996761363636364
"FALSE POSITIVE",4730442,"K07702.01",3821.46,-0.1273,4.01e-05,6.97362999587969,0.750936329588015,6.78120893561104
"CANDIDATE",4742188,"K07703.01",0.98,0.0425,0.0002778,6.47177419354839,0.333093525179856,1.79392898052692
"CANDIDATE",4742452,"K07704.01",362.52,-0.0186,-7.087e-05,7.77259752616556,-0.826954492415403,0.769568345323741
"CANDIDATE",4762283,"K07706.01",2.01,0.03955,0.001462,6.71662269129288,1.40576923076923,0.493007518796993
"FALSE POSITIVE",4774646,"K07707.01",13779.64,-2.025,-0.000316,8.00122530249655,-7.72616136919315,79.64375
"CANDIDATE",4813793,"K07708.01",827.98,-0.01235,5.423e-05,6.43396421553418,0.459576271186441,1.70039772727273
"FALSE POSITIVE",4840156,"K07709.01",1019.53,-0.2238,-9.562e-05,8.70657568238213,-1.32254495159059,12.021546961326
"FALSE POSITIVE",4851283,"K07710.01",1969.47,-1.958,-0.0006209,9.28319623971798,-4.28206896551724,18.2845528455285
"CANDIDATE",4940203,"K07711.01",0.87,-0.01658,7.335e-05,9.19584055459272,0.164093959731544,2.41702702702703
"FALSE POSITIVE",5009688,"K07713.01",2112.15,-0.1385,-0.0003072,4.91203319502075,-2.95384615384615,10.8215384615385
"FALSE POSITIVE",5024429,"K07714.01",1965.22,-0.1252,0.0003249,5.10293621329733,8.85286103542234,3.34687830687831
"CANDIDATE",5091479,"K07715.01",33.44,0.02299,6.668e-05,7.14611872146119,0.336767676767677,0.885557963163597
"CANDIDATE",5097856,"K07716.01",0.39,0.03432,0.0004422,7.34109429569267,0.757191780821918,3.75077605321508
"FALSE POSITIVE",5120225,"K07717.01",2821.07,-9.887,-0.001524,215.941809365055,-30.2380952380952,66.5975773889637
"FALSE POSITIVE",5126932,"K07718.01",5852.66,-1.552,-0.0001013,6.11358440620864,-2.99704142011834,2.29904347826087
"FALSE POSITIVE",5168498,"K07719.01",7.84,-0.02003,-0.0003742,7.98405103668262,-0.897362110311751,7.58857142857143
"FALSE POSITIVE",5185765,"K07720.01",47.35,0.02199,-0.0001371,6.86890574214518,-0.806470588235294,3.10874568469505
"FALSE POSITIVE",5201593,"K07721.01",8521.59,-0.504,-0.0001674,6.96928140427866,-6.31698113207547,123.729338842975
"FALSE POSITIVE",5273713,"K07722.01",6881.24,-0.3059,0.0006651,5.51204819277108,13.2490039840637,0
"FALSE POSITIVE",5276332,"K07723.01",2.09,0.006995,1.461e-05,6.4604090194022,0.0924683544303798,9.08812351543943
"FALSE POSITIVE",5301093,"K07724.01",0.3,0.05746,6.618e-05,6.82303201127441,0.0963318777292576,0
"FALSE POSITIVE",5305399,"K07725.01",1.06,0.01374,0.002754,13.5558408215661,3.98552821997106,2.01401960784314
"FALSE POSITIVE",5389632,"K07726.01",2224.46,-1.153,0.0003053,5.95593726661688,1.66830601092896,18.3496124031008
"FALSE POSITIVE",5444491,"K07727.01",4258.43,-2.557,-0.0001944,5.80254212237659,-5.34065934065934,7.696632996633
"FALSE POSITIVE",5456319,"K07728.01",1504.77,-0.8039,0.0002265,7.88558855885589,4.89200863930886,35.496835443038
"FALSE POSITIVE",5460434,"K07729.01",5600.9,-2.548,0,5.27032967032967,0,0.180948905109489
"FALSE POSITIVE",5512513,"K07730.01",786.5,-0.9795,4.689e-05,9.70426409903714,0.631940700808625,0.787124039517014
"FALSE POSITIVE",5513861,"K07731.01",8016.46,-16.88,0,-63130,0,0.384227886056972
"FALSE POSITIVE",5529552,"K07732.01",2155.74,-2.621,0.000148,5.52164791150105,2.47906197654941,4.30426599749059
"FALSE POSITIVE",5617259,"K07733.01",53151.93,-2.316,0.0001675,13.2196339434276,5.56478405315615,3.381
"FALSE POSITIVE",5653795,"K07734.01",10910.02,-0.3018,0,6.2810707456979,0,1.14410977242303
"CANDIDATE",5687986,"K07735.01",6.05,-0.0176,-0.0003933,6.32418069087688,-1.68798283261803,0.503989769820972
"FALSE POSITIVE",5709103,"K07736.01",7133.95,-1.167,8.618e-06,6.52526742899299,0.484157303370786,128.93351800554
"FALSE POSITIVE",5716508,"K07737.01",0,0.0414,-0.0002573,2.87938979818846,-0.0614081145584726,2.77834532374101
"FALSE POSITIVE",5730380,"K07738.01",6923.85,-0.2207,0,9.03741373047584,0,3.02242355605889
"FALSE POSITIVE",5736801,"K07739.01",148.37,-0.06224,-0.003708,7.47539871055311,-12.1573770491803,81.9171428571429
"FALSE POSITIVE",5774375,"K07740.01",4976.28,-0.1603,0,-43480,0,0.353094170403587
"FALSE POSITIVE",5806800,"K07741.01",4.11,0.002429,-0.00328,8.85211267605634,-9.34472934472934,8.5957225433526
"FALSE POSITIVE",5817957,"K07742.01",0.81,-0.02373,-0.005822,10.7801568793725,-5.01896551724138,2.11483282674772
"FALSE POSITIVE",5823557,"K07743.01",1809.04,-0.2578,4.513e-05,7.80541012216405,0.766213921901528,1.00630136986301
"CANDIDATE",5877292,"K07744.01",135.74,0.0001108,-0.000525,6.92132269099202,-1.74418604651163,0.389178343949045
"FALSE POSITIVE",5879448,"K07745.01",2.34,0.002637,0.0003727,8.12061711079944,1.74976525821596,1.9390977443609
"CANDIDATE",5881307,"K07746.01",1.14,0.02498,-5.965e-05,8.61869463026577,-0.0872076023391813,2.2275956284153
"FALSE POSITIVE",5887316,"K07747.01",8657.59,0.1861,-0.0001511,11.2837480148227,-4.70716510903427,1.5792828685259
"FALSE POSITIVE",5887393,"K07748.01",24532.29,0.4631,-7.475e-06,5.71994062345374,-0.248338870431894,1.1018487394958
"CANDIDATE",5888187,"K07749.01",2.38,0.01214,0.0003839,7.85389930898322,0.938630806845966,2.14520231213873
"CANDIDATE",5894182,"K07750.01",4.89,-0.006791,-0.0002985,7.59889604415823,-0.98841059602649,1.77589506172839
"FALSE POSITIVE",5895083,"K07751.01",17540.18,-0.2515,0.000456,7.959046659953,13.5714285714286,121.9099756691
"FALSE POSITIVE",5952448,"K07753.01",2376.92,-0.6569,4.947e-05,5.11792452830189,0.462336448598131,2.39511653718091
"FALSE POSITIVE",5962509,"K07754.01",2091.88,-3.212,-0.0007246,8.87747925165284,-8.57514792899408,16.6262
"FALSE POSITIVE",5991070,"K07756.01",13766.75,-0.1299,-5.041e-05,8.00476676881171,-2.28099547511312,7.2579185520362
"FALSE POSITIVE",6032920,"K07757.01",78.38,0.02514,8.617e-05,6.87490961677513,0.724117647058823,1.11960753532182
"CANDIDATE",6043538,"K07759.01",853.43,0.01171,-1.39e-05,8.56091578086672,-0.113008130081301,1.25444700460829
"FALSE POSITIVE",6069674,"K07761.01",2.81,0.007721,-0.0002777,7.18435385377125,-0.373252688172043,1.56737513283741
"CANDIDATE",6106046,"K07762.01",149.06,-0.01612,-2.789e-05,7.54786450662739,-0.0866149068322981,1.73159663865546
"FALSE POSITIVE",6113752,"K07763.01",1.42,-0.004672,-0.0005684,8.7645478961504,-1.92677966101695,5.05021164021164
"CANDIDATE",6124137,"K07764.01",9.61,-0.02304,-6.519e-05,8.94058295964126,-0.412594936708861,0.886244239631336
"FALSE POSITIVE",6147851,"K07766.01",644.2,-0.2832,-0.004384,8.22123487053777,-45.3830227743271,0
"FALSE POSITIVE",6187888,"K07768.01",1287.05,-0.2497,0.0001455,6.27661596958175,1.4126213592233,1.07280312907432
"FALSE POSITIVE",6190535,"K07769.01",250.89,-0.01739,5.91e-05,5.34969325153374,0.211827956989247,0.561418803418803
"FALSE POSITIVE",6198256,"K07770.01",2458.81,-0.08831,-2.283e-05,9.73245069645566,-0.585384615384615,0.254983783783784
"FALSE POSITIVE",6199716,"K07771.01",5204.93,-0.6907,-0.0006481,5.04930332261522,-10.3200636942675,2.08093076049943
"FALSE POSITIVE",6205566,"K07772.01",461.64,-0.6934,-0.0001117,8.43417553191489,-1.51560379918589,5.58076923076923
"CANDIDATE",6231721,"K07773.01",415.79,-0.1384,0.0001125,6.39128231120122,0.511363636363636,0.981304893350063
"CANDIDATE",6277410,"K07774.01",156.41,-0.05958,0.0004124,7.1765988372093,1.29278996865204,1.11756465517241
"CANDIDATE",6278670,"K07775.01",1.42,0.01638,-0.000208,6.69449378330373,-0.380952380952381,0.595052287581699
"CANDIDATE",6356400,"K07776.01",0.1,-0.01153,0.002304,7.37795671867136,1.16954314720812,11.2428571428571
"FALSE POSITIVE",6369845,"K07777.01",193.7,0.00279,0.001554,6.95551555669838,12.7377049180328,17.2899705014749
"FALSE POSITIVE",6442602,"K07778.01",1803.45,0.2577,-3.375e-06,5.86427267194157,-0.470055710306407,0
"FALSE POSITIVE",6445531,"K07779.01",2302.17,-0.5387,-0.0003534,6.02232486528099,-2.45416666666667,3.77
"CANDIDATE",6451368,"K07780.01",1826.87,-0.003503,2.198e-05,8.36911299717091,0.845384615384615,2.01931034482759
"FALSE POSITIVE",6469946,"K07781.01",1781.95,0.3271,-0.001951,20.5864928909953,-11.7530120481928,32.6091676718939
"FALSE POSITIVE",6519865,"K07782.01",6280.15,0.07646,-0.0001339,6.21350762527233,-1.82425068119891,2.89292389853137
"FALSE POSITIVE",6527016,"K07783.01",11832.89,-1.56,0.0002735,8.49288094516813,6.25858123569794,65.2149606299213
"FALSE POSITIVE",6531143,"K07784.01",74.65,-0.1573,-0.0003218,7.228721258572,-1.22824427480916,2.90561440677966
"CANDIDATE",6531617,"K07785.01",0.4,-0.01354,0.0002377,6.70478483298225,0.307901554404145,0.921473684210526
"FALSE POSITIVE",6547322,"K07786.01",8880.18,-1.323,0.0001981,6.67081905948303,5.22691292875989,3.20477876106195
"FALSE POSITIVE",6590307,"K07787.01",1054.17,-0.7008,-4.299e-05,7.07907337906044,-0.441829393627955,0.613399258343634
"FALSE POSITIVE",6679504,"K07788.01",2065.12,-1.4,0.0006957,4.52624245239201,3.49597989949749,4.44179487179487
"FALSE POSITIVE",6780367,"K07789.01",7.38,-0.005012,0.0003001,6.83976261127596,1.31622807017544,0.319268707482993
"FALSE POSITIVE",6783732,"K07790.01",5171.9,-0.5134,0.0005718,5.65563573028116,16.061797752809,156.02510460251
"CANDIDATE",6790592,"K07791.01",0,-0.02904,-4.15e-05,7.62261014131338,-0.124624624624625,3.03939393939394
"FALSE POSITIVE",6795089,"K07792.01",205.2,-0.004528,-0.0003208,7.19211822660099,-0.453107344632768,0.429930555555556
"CANDIDATE",6863158,"K07793.01",78.12,-0.7844,-0.0001266,7.50239693192713,-1.19433962264151,1.08686305732484
"FALSE POSITIVE",6863187,"K07794.01",1048.53,-1.884,-4.868e-05,8.11900440757065,-1.33736263736264,2.77425925925926
"CANDIDATE",6887030,"K07795.01",149.76,0.02946,-0.0003064,8.32265579499126,-1.72134831460674,0.242996515679442
"CANDIDATE",6891124,"K07796.01",740.15,0.06191,-7.651e-05,8.6053412462908,-0.865497737556561,1.02971193415638
"FALSE POSITIVE",6936966,"K07797.01",18.32,0.01008,0.000821,8.80631550292637,11.0796221322537,0
"CANDIDATE",6952971,"K07798.01",2.3,0.03946,0.0002463,6.75093867334168,0.594927536231884,3.5028192371476
"FALSE POSITIVE",6962901,"K07799.01",25661.92,-0.8122,-0.0003566,20.679766330324,-23.4605263157895,108.175879396985
"FALSE POSITIVE",6974867,"K07800.01",12752.3,-0.9691,-6.491e-05,7.4089219330855,-3.21336633663366,0
"FALSE POSITIVE",7013923,"K07801.01",376.85,-0.3468,-0.0008862,7.99074686054197,-4.54461538461538,14.9555555555556
"FALSE POSITIVE",7017437,"K07802.01",646.99,0.01741,-7.906e-05,6.40270400772574,-0.380096153846154,0.311632
"FALSE POSITIVE",7031066,"K07803.01",3215.98,-0.3517,-0.0001206,6.24400147655962,-2.18083182640145,4.59605522682446
"FALSE POSITIVE",7031340,"K07804.01",11881.95,-2.035,8.64e-05,7.66405693950178,1.6875,1.79470782800441
"FALSE POSITIVE",7031638,"K07805.01",3834.6,0.4868,1.431e-05,5.78536947642035,0.841764705882353,1.03276036400404
"FALSE POSITIVE",7031726,"K07806.01",0,-2.616,4.086e-05,7.73669027012851,1.79210526315789,8.0190093708166
"FALSE POSITIVE",7031898,"K07807.01",9978.7,-0.07735,3.434e-05,6.2560706401766,2.98608695652174,2.64267515923567
"FALSE POSITIVE",7045605,"K07808.01",14087.99,-0.04041,-1.113e-06,4.82514177693762,-0.0984955752212389,0.584264705882353
"FALSE POSITIVE",7090867,"K07810.01",26.1,-0.02373,-0.0007183,6.09837086230155,-1.68615023474178,1.79111475409836
"FALSE POSITIVE",7115550,"K07811.01",4094.05,-0.622,8.539e-05,8.65065945214745,3.68060344827586,2.53185185185185
"FALSE POSITIVE",7116024,"K07812.01",1333.74,-0.1688,-1.106e-05,5.89032461393003,-0.576041666666667,0.632575488454707
"FALSE POSITIVE",7116519,"K07813.01",6256.49,-3.229,-0.0002614,-981.6,-2.98401826484018,3.0540404040404
"FALSE POSITIVE",7117126,"K07814.01",4574.29,-2.496,-4.415e-06,4.4959508517174,-0.154370629370629,0.699032697547684
"FALSE POSITIVE",7117147,"K07815.01",21555.26,0.2904,5.005e-05,7.21260815822002,4.76666666666667,3.8360768175583
"FALSE POSITIVE",7117485,"K07816.01",4081.79,-3.072,6.262e-05,-860.8,0.963384615384615,2.47354037267081
"FALSE POSITIVE",7117710,"K07817.01",3355.94,-0.5359,1.846e-05,7.12156862745098,0.927638190954774,2.84353448275862
"CANDIDATE",7134626,"K07818.01",5012.99,0.05429,-1.697e-05,9.15895213708883,-0.585172413793103,0.720170575692964
"FALSE POSITIVE",7177766,"K07819.01",17406.75,-0.8205,-5.036e-05,8.8716323296355,-3.67591240875912,1.36307490144547
"FALSE POSITIVE",7199644,"K07821.01",2691.55,-0.8724,4.599e-05,3.9140207923574,1.28105849582173,2.81245421245421
"FALSE POSITIVE",7199724,"K07822.01",6582.96,-2.716,1.61e-05,5.23091725465042,0.519354838709677,3.46484245439469
"FALSE POSITIVE",7199756,"K07823.01",334.75,-0.5146,-5.551e-05,6.54496140204465,-0.651525821596244,4.26655574043261
"FALSE POSITIVE",7199883,"K07824.01",6621.05,-3.903,7.381e-05,5.50979294907666,4.613125,2.21713030746706
"FALSE POSITIVE",7200485,"K07825.01",4411.6,0.1168,3.355e-05,6.84853051996986,0.624767225325885,2.80692771084337
"FALSE POSITIVE",7203326,"K07826.01",225.2,0.04164,-2.044e-05,4.84021005251313,-0.039383429672447,8.34120734908137
"FALSE POSITIVE",7210749,"K07828.01",57.07,-0.04609,0.000306,6.74006291106663,0.836065573770492,13.5036344755971
"FALSE POSITIVE",7281668,"K07829.01",3823.07,0.3117,3.331e-05,9.3587842846553,2.01878787878788,2.26122778675283
"FALSE POSITIVE",7282154,"K07830.01",3219.32,-3.261,-0.0003174,-1229,-4.0536398467433,3.18139534883721
"FALSE POSITIVE",7282168,"K07831.01",2665.44,-2.254,6.504e-05,4.62330025725836,1.20444444444444,2.4295652173913
"CANDIDATE",7287028,"K07832.01",478.12,-0.04924,6.313e-07,7.96358831302305,0.0134033970276008,3.92220216606498
"CANDIDATE",7300182,"K07833.01",3.08,-0.01319,-0.0005009,8.71857456675616,-1.46461988304094,3.586796875
"CANDIDATE",7366501,"K07834.01",187.72,0.01799,0.0002002,7.21393034825871,1.08216216216216,2.61955782312925
"CANDIDATE",7367164,"K07835.01",357.53,0.01096,-0.00011,6.89650037230082,-0.802919708029197,2.82006633499171
"FALSE POSITIVE",7377200,"K07836.01",2.27,0.01388,0.0003696,6.421831165519,0.642782608695652,0.84421568627451
"FALSE POSITIVE",7386391,"K07837.01",16.12,0.001947,0.01554,9.75320829220138,41.8867924528302,0
"FALSE POSITIVE",7431709,"K07838.01",2369.64,-0.5493,-0.0001747,5.89507593189139,-3.11964285714286,2.25938337801609
"FALSE POSITIVE",7448023,"K07839.01",1493.13,-0.6456,-0.000148,7.65501792114695,-1.48,8.31301627033792
"FALSE POSITIVE",7470491,"K07840.01",0,-0.2356,-9.074e-05,12.9398563734291,-5.93071895424837,0
"FALSE POSITIVE",7538434,"K07841.01",0.85,-0.01779,-0.0001009,7.34558201377977,-0.0626708074534161,9.38895859473024
"CANDIDATE",7601665,"K07842.01",1299.37,-0.009786,-4.604e-05,8.22474281192298,-0.849446494464945,0.170604651162791
"CANDIDATE",7613620,"K07843.01",2991.17,-1.447,-0.0001061,5.57555178268251,-0.938938053097345,0.568568965517241
"FALSE POSITIVE",7618364,"K07844.01",29636.66,0.1783,0.0008456,14.375,20.7764127764128,4.02128099173554
"FALSE POSITIVE",7664272,"K07845.01",0.71,0.009254,-0.0003646,7.23493975903614,-0.604643449419569,1.44784615384615
"CANDIDATE",7671950,"K07846.01",152.9,-0.05274,7.16e-05,9.18854415274463,1.26056338028169,5.2874613003096
"CANDIDATE",7747103,"K07847.01",2.67,0.005296,-0.0006245,7.58639308855292,-1.33440170940171,0
"FALSE POSITIVE",7757698,"K07848.01",0.85,0.008849,-0.0005386,8.37825278810409,-0.517884615384615,12.7269444444444
"CANDIDATE",7778664,"K07849.01",305.23,-0.2612,0.0001711,7.69246031746032,1.28646616541353,1.87473572938689
