"koi_disposition","kepid","kepoi_name","tce_ldm_coeff1","tce_ptemp_stat","tce_fwm_pdeco","tce_dikco_mra","tce_dikco_mdec","tce_dikco_msky","tce_sradius_sn","tce_ptemp_sn","tce_dicco_mra_sn","tce_dikco_msky_sn"
"FALSE POSITIVE",5738346,"K01006.01",0.5832174,1.448,0.02776,-2.2576,-4.6047,5.1283,8.9,1.69929492472845,-30.9749058971142,66.4287564766839
"CANDIDATE",1725016,"K01007.01",0.441064,5.24,-1.006e-05,-0.042035,0.021168,0.047064,3.23569023569024,7.45166391945471,-0.656038647342995,0.22736231884058
"FALSE POSITIVE",1722276,"K01008.01",0.3934874,2.254,0.0005639,-0.16718,-0.071444,0.1818,3.51023890784983,2.71604073243647,-2.1755462184874,1.78235294117647
"FALSE POSITIVE",892772,"K01009.01",0.5923188,3.429,0.0007155,-4.948,-1.5764,5.193,9.50632911392405,4.78301646038025,-30.5638709677419,33.2884615384615
"FALSE POSITIVE",5728283,"K01011.01",0.342184,13.04,0.001565,0.044473,-0.15089,0.1573,3.09655172413793,27.7077854507615,-0.215791044776119,2.31323529411765
"FALSE POSITIVE",8127639,"K01012.01",0.4360124,1.374,-0.001365,0.70158,4.4393,4.4944,3.65983606557377,5.66609198193385,1.50441988950276,14.931561461794
"FALSE POSITIVE",6047498,"K01013.01",0.4182628,0.9159,9.961e-05,0.0088761,-0.10451,0.10488,5.18367346938776,4.06272922219773,-0.0346987447698745,0.98018691588785
"CANDIDATE",8125580,"K01014.01",0.1763598,5.127,0.0006099,0.25103,0.63249,0.68049,17.3103448275862,6.2992398952288,0.570052356020942,3.01101769911504
"CANDIDATE",8158127,"K01015.01",0.5036848,4.654,-0.0001966,-0.37861,-0.040995,0.38083,3.86694386694387,7.91417514843088,-1.27565573770492,3.55915887850467
"CANDIDATE",8158127,"K01015.02",0.5036848,2.285,-0.0001064,-0.62165,-0.52991,0.81686,3.86694386694387,4.37971297497559,-1.6762323943662,2.5526875
"CANDIDATE",8158127,"K01015.03",0.5036848,6.762,1.637e-05,-0.7311,-0.23231,0.76712,3.86694386694387,9.25164638773961,-0.458731092436975,0.5993125
"FALSE POSITIVE",8176653,"K01016.01",0.5773524,4.084,0.0006798,-1.6039,-0.84029,1.8107,6.26229508196721,7.80458849742376,-11.7571428571429,10.8425149700599
"CANDIDATE",8174625,"K01017.01",0.5355212,9.576,-0.0003542,0.047123,0.087782,0.099631,3.70114942528736,12.9227081021088,0.471106870229008,0.550447513812155
"FALSE POSITIVE",8183911,"K01018.01",0.274486,2.404,0.003617,-4.1874,-7.0208,8.1748,1.36591639871383,4.56634846507795,-59.888,104.939666238768
"FALSE POSITIVE",2309719,"K01020.01",0.4055394,5.621,0.001044,-0.014744,0.02869,0.032257,5.75688073394495,10.4784574905443,-0.375454545454545,0.423876478318003
"FALSE POSITIVE",2558363,"K01021.01",0.4140674,0.4905,0.0006206,5.6888,-4.1422,7.0371,5.95,1.62870279268074,81.3694721825963,98.0097493036212
"CANDIDATE",2716853,"K01022.01",0.4810936,4.013,-0.0004778,0.090311,0.16148,0.18502,3.49593495934959,4.98203565718423,-0.204170616113744,0.911428571428572
"FALSE POSITIVE",2716853,"K01022.02",0.4810936,0.6327,0.0006449,1.1865,0.14391,1.1952,3.49593495934959,0.695711465391217,1.25773195876289,1.28793103448276
"FALSE POSITIVE",2445154,"K01023.01",0.6292104,6.491,0.01751,-9.5383,-5.4514,10.986,10.8947368421053,8.90615895111686,-139.608888888889,162.99703264095
"CANDIDATE",2715135,"K01024.01",0.6412376,4.267,0.0004222,-0.20592,0.28745,0.3536,20.3870967741935,6.386076991471,0.500027586206897,2.40544217687075
"FALSE POSITIVE",2574201,"K01025.01",0.5486754,0.7758,-0.001393,-5.1591,2.2564,5.631,9.77777777777778,0.897059435178638,-33.5119718309859,70.919395465995
"FALSE POSITIVE",2166206,"K01028.01",0.4363828,3.507,0.003603,-7.4014,-3.5324,8.2011,4.36572890025575,6.2899373751431,-44.6951515151515,40.8014925373134
"CANDIDATE",2164169,"K01029.01",0.4830644,10.61,4.569e-05,0.35127,0.21446,0.41157,4.58282208588957,13.8809787234043,0.16691167192429,1.47516129032258
"CANDIDATE",2574338,"K01030.01",0.4745428,4.26,0.0004266,0.1456,-0.11845,0.1877,5.90566037735849,6.07673380435165,0.4445,0.595873015873016
"CANDIDATE",2584163,"K01031.01",0.4008032,3.571,0.0001373,0.60367,-1.39,1.5154,3.36585365853659,4.62302279917094,0.805966101694915,2.43242375601926
"FALSE POSITIVE",5899544,"K01034.01",0.4599388,7.337,-0.01884,3.3753,2.1356,3.9941,5.22535211267606,17.3600055955795,15.9478527607362,49.616149068323
"FALSE POSITIVE",5963222,"K01035.01",0.3872874,-4.676,0,1.5888,-2.1415,2.6665,5.89208633093525,32.2664739884393,14.3821932681868,38.7572674418605
"FALSE POSITIVE",5982353,"K01036.01",0.2803704,10.67,-0.002439,-0.25105,0.3748,0.45111,3.16234887737478,34.8215755855216,-1.59547770700637,1.31518950437318
"FALSE POSITIVE",6205468,"K01037.01",0.4001474,6.619,0,-2.2458,2.9793,3.7309,4.20975609756098,14.9374184286087,-16.3985294117647,19.2314432989691
"FALSE POSITIVE",5802486,"K01039.01",0.4273588,0.9795,-0.002205,3.1822,2.3297,3.9438,3.11363636363636,5.70960597476178,45.9956395348837,54.9275766016713
"FALSE POSITIVE",5817553,"K01040.01",0.3734112,3.637,-0.1353,5.8176,13.149,14.379,2.98060941828255,8.69241096401268,1.54905027932961,33.4395348837209
"FALSE POSITIVE",5982368,"K01041.01",0.4901752,9.261,-0.009551,0,0,0,3.61409395973154,16.6203268029772,0,0
"FALSE POSITIVE",5816811,"K01042.01",0.3643752,4.075,0,0,0,0,3.16838487972509,5.94831781461895,0,0
"FALSE POSITIVE",5816165,"K01043.01",0.4517976,2.145,-2.819e-05,0.0024975,-0.18422,0.18424,7.52873563218391,6.55798808735937,0.937672413793103,1.57470085470085
"FALSE POSITIVE",5802246,"K01044.01",0.4376402,1.062,0.002037,-4.0693,-4.3664,5.9686,4.47619047619048,2.95113425401856,-42.6270661157025,71.6518607442977
"FALSE POSITIVE",6066403,"K01045.01",0.4141862,1.97,0,0,0,0,3.69672131147541,6.18942226970923,0,0
"FALSE POSITIVE",5988031,"K01047.01",0.3665168,1.116,-0.02368,0,0,0,3.32472324723247,2.35041880118162,0,0
"FALSE POSITIVE",5820218,"K01048.01",0.596974,1.462,0.0009546,-4.0506,-1.8211,4.4412,6.92592592592593,2.40826720033124,-41.1434599156118,42.7038461538462
"FALSE POSITIVE",5876368,"K01049.01",0.3538884,1.53,0.0009608,-6.6849,-1.4289,6.836,4.43093922651934,7.703833056841,-92.7531034482759,98.5014409221902
"CANDIDATE",5809890,"K01050.01",0.6389768,3.388,-0.0002414,-0.0012864,0.18413,0.18414,15.0196078431373,9.38515112281798,1.45565939771547,1.97363344051447
"CANDIDATE",5809890,"K01050.02",0.6389768,4.23,-6.868e-05,-0.1607,0.1034,0.19109,15.0196078431373,6.93246746376045,-0.184829113924051,1.2249358974359
"CANDIDATE",6131236,"K01051.01",0.4108628,6.272,-0.0002688,-0.21507,-0.072559,0.22698,3.23333333333333,9.89848754150038,-1.14159420289855,1.58727272727273
"CANDIDATE",5956342,"K01052.01",0.3711782,5.735,-0.0005364,-0.043286,0.24045,0.24431,6.20348837209302,7.55307486001976,-0.0560294117647059,0.9543359375
"CANDIDATE",5956342,"K01052.02",0.3711782,3.859,-0.0001732,-0.81496,-0.35113,0.88738,6.20348837209302,5.55248006002381,-3.30343612334802,4.10824074074074
"CANDIDATE",5956342,"K01052.03",0.3711782,3.11,0.0009829,0.018559,-0.20448,0.20532,6.20348837209302,3.5255306742326,0.105937360178971,0.377426470588235
"CANDIDATE",5956342,"K01052.04",0.3711782,1.802,-0.000268,0.39723,0.11715,0.41414,6.20348837209302,2.08904347285601,0.870958408679928,0.727838312829525
"CANDIDATE",5956656,"K01053.01",0.59641,1.675,-0.0002177,-0.11251,0.36225,0.37932,6.87577639751553,4.35663202933985,-0.119954943679599,0.447311320754717
"CANDIDATE",5956656,"K01053.02",0.59641,1.795,0.0009512,-0.021152,-0.47787,0.47834,6.87577639751553,2.0937119698744,-0.033628078817734,1.31052054794521
"FALSE POSITIVE",5866099,"K01055.01",0.4935314,2.649,-0.007882,7.2333,1.5168,7.3906,3.33962264150943,3.48300967570731,103.289705882353,104.980113636364
"FALSE POSITIVE",6066416,"K01057.01",0.162765,3.514,-0.0002114,0,0,0,3.97127937336815,9.62006306201098,0,0
"CANDIDATE",6124941,"K01058.01",0.45884,6.549,0.001315,3.0551,-0.8376,3.1678,2.07954545454545,8.45229570345409,27.6230769230769,31.8052208835341
"CANDIDATE",6060203,"K01059.01",0.6321968,1.086,4.39e-05,0.30593,0.050015,0.30999,7.03448275862069,3.54497466514234,0.509171597633136,0.591583969465649
"CANDIDATE",5880320,"K01060.01",0.2931932,9.016,-7.926e-05,-0.27796,-0.082833,0.29004,4.30088495575221,12.800778473515,-0.890359116022099,0.78177897574124
"CANDIDATE",5880320,"K01060.02",0.2931932,4.213,4.017e-05,-0.31891,-0.35381,0.47632,4.30088495575221,6.77387178519437,-1.09211656441718,1.25018372703412
"CANDIDATE",5880320,"K01060.03",0.2931932,4.371,-3.412e-05,-0.27237,-0.20626,0.34166,4.30088495575221,5.45391324102939,-0.420503401360544,0.41921472392638
"CANDIDATE",5880320,"K01060.04",0.2931932,6.976,-1.835e-05,0.038802,-1.3112,1.3118,4.30088495575221,9.77602162360271,-0.000761023255813954,1.66683608640407
"CANDIDATE",6037187,"K01061.01",0.4110186,4.469,-0.0002522,-0.092643,0.063702,0.11243,3.30952380952381,5.53770176334289,0.250709677419355,0.548439024390244
"FALSE POSITIVE",6147122,"K01062.01",0.4898616,0.9349,-0.002438,-10.489,5.9021,12.036,4.0970297029703,1.2480032318198,-137.055771725032,162.210242587601
"FALSE POSITIVE",8257407,"K01063.01",0.1857026,0,-0.01165,-0.058024,-0.068603,0.089851,2.54501607717042,0,-0.0221364317841079,1.29842485549133
"CANDIDATE",8218274,"K01064.01",0.3615536,-4.78,-2.29e-05,0.14463,0.083469,0.16699,3.36117381489842,10.0112248563218,0.114895209580838,2.46297935103245
"FALSE POSITIVE",8242681,"K01065.01",0.387216,8.531,-0.001334,0.015369,-0.074785,0.076348,2.95988538681948,23.7782081074103,0.144483532934132,1.12441826215022
"CANDIDATE",8260218,"K01066.01",0.416648,3.846,0.01074,-0.053694,0.058052,0.079077,3.75892857142857,10.6629587690668,-18.9175572519084,1.14770682148041
"FALSE POSITIVE",8246781,"K01067.01",0.4889788,9.878,-0.0002754,0.047421,0.021374,0.052016,5.69583333333333,14.3497154115587,-0.550639880952381,0.753855072463768
"FALSE POSITIVE",8264070,"K01068.01",0.241269,0.5297,0.003916,8.4153,-3.5995,9.1528,1.58580508474576,8.58763822135583,9.83845238095238,10.9091775923719
"CANDIDATE",8222813,"K01069.01",0.6619152,5.361,0.0004775,0.012934,-0.078664,0.07972,11.9861111111111,7.92641970282923,0.664773980154355,0.802012072434608
"CANDIDATE",8222813,"K01069.02",0.6619152,2.86,5.724e-05,-0.13386,-0.0095752,0.1342,11.9861111111111,4.97609274461948,-0.316501766784452,0.456462585034014
"CANDIDATE",8240904,"K01070.01",0.60635,5.836,0.0004309,0.24414,0.045479,0.24834,4.54035087719298,9.00900545955986,1.02450867052023,1.57177215189873
"CANDIDATE",8240904,"K01070.02",0.60635,8.63,0.001107,0.17233,-0.14302,0.22395,4.54035087719298,9.83236099206459,0.38411961722488,0.799821428571429
"FALSE POSITIVE",8244190,"K01071.01",0.5322536,2.088,0,0,0,0,3.68669527896996,4.20512655042011,0,0
"CANDIDATE",8229696,"K01072.01",0.4142968,5.732,-0.0003892,-0.0048959,0.30477,0.30481,8.03921568627451,7.87964215699809,2.38135135135135,2.0877397260274
"FALSE POSITIVE",8262210,"K01073.01",0.524193,2.347,0.0009891,0.62116,-10.622,10.64,3.27445652173913,3.95420252104749,4.16527559055118,22.1205821205821
"CANDIDATE",10272640,"K01074.01",0.3641128,5.113,0.0005125,0.023603,0.13289,0.13497,2.9532967032967,19.0848443380089,0.0245156950672646,1.9199146514936
"CANDIDATE",10232123,"K01075.01",0.2329504,-0.3495,-0.000128,0.74871,-0.24095,0.78652,2.00694444444444,27.0724156992814,15.1160714285714,11.6005899705015
"FALSE POSITIVE",10223616,"K01076.01",0.4214648,15.38,0.0001593,0.12764,0.12091,0.17582,10.4565217391304,16.7674654066824,0.200643051771117,0.457864583333333
"FALSE POSITIVE",10268907,"K01077.01",0.4795868,1.347,-0.001151,0,0,0,5.60902255639098,3.41288185172463,0,0
"CANDIDATE",10166274,"K01078.01",0.658996,4.953,-0.0002568,0.36729,0.43843,0.57195,8.67924528301887,7.87112384890058,-0.249626168224299,5.06150442477876
"CANDIDATE",10166274,"K01078.02",0.658996,5.89,0.001404,0.61641,0.48287,0.78302,8.67924528301887,7.869149022471,1.19515151515151,6.06992248062015
"CANDIDATE",10166274,"K01078.03",0.658996,5.873,0.001115,0.55463,-0.11913,0.56728,8.67924528301887,6.91496832828422,0.663247422680412,2.85065326633166
"FALSE POSITIVE",10158990,"K01080.01",0.4952828,1.897,-0.0001098,-3.0385,-3.8595,4.9121,7.48039215686275,3.90448517359559,0,7.08816738816739
"FALSE POSITIVE",10149023,"K01081.01",0.4443992,0.9761,-0.0001414,0.14544,-0.1643,0.21943,3.44117647058823,1.55770709452532,1.02134328358209,0.843961538461539
"CANDIDATE",10141900,"K01082.01",0.6716908,2.464,-0.0005853,1.33,-0.9335,1.6249,14.05,3.44614747307374,0.998363636363636,1.91841794569067
"CANDIDATE",10141900,"K01082.02",0.6716908,1.239,-5.399e-05,-1.0181,-0.46872,1.1208,14.05,2.55238157089047,-2.37957610789981,1.8648918469218
"CANDIDATE",10141900,"K01082.03",0.6716908,2.238,0.0003633,0.33999,0.70986,0.78708,14.05,3.10151757335244,0.158776266996292,0.871627906976744
"CANDIDATE",10141900,"K01082.04",0.6716908,2.007,0.0002552,-3.0797,-0.52185,3.1236,14.05,2.47548710459057,-0.93954415954416,0.887386363636364
"CANDIDATE",10157458,"K01083.01",0.4257056,4.386,-4.164e-05,-0.52002,0.50589,0.7255,3.36507936507937,5.94860802554846,-1.56695473251029,2.2671875
"CANDIDATE",10157458,"K01083.02",0.4257056,1.553,3.205e-05,-0.75312,-1.0159,1.2646,3.36507936507937,2.0767236725506,-0.683947963800905,1.34103923647932
"FALSE POSITIVE",10148521,"K01084.01",0.4936744,3.582,0.006574,0,0,0,3.70742358078603,7.04465230456681,0,0
"CANDIDATE",10118816,"K01085.01",0.72992,3.581,0.0006778,0.26964,0.44004,0.51608,13.7567567567568,4.55947796320068,0.0525669724770642,0.801366459627329
"CANDIDATE",10122255,"K01086.01",0.3191248,7.264,7.231e-05,0.0091235,0.22659,0.22677,3.41275167785235,9.28189233278956,0.283747311827957,0.896324110671937
"FALSE POSITIVE",3124412,"K01087.01",0.3876186,2.47,0.02561,4.6765,-5.0165,6.8582,2.9201030927835,7.39113773510109,48.697247706422,91.4426666666667
"FALSE POSITIVE",3113266,"K01088.01",0.4269692,12.56,0.002241,1.2032,-1.5681,1.9765,7.06,28.6395953220717,17.4676470588235,28.2761087267525
"CANDIDATE",3247268,"K01089.01",0.4604808,12.56,0.003006,-0.0047726,0.03534,0.035661,6.67283950617284,15.7705170363115,0.334701601164483,0.480606469002695
"CANDIDATE",3247268,"K01089.02",0.4604808,3.021,0.0006021,0.0050177,0.0011049,0.0051379,6.67283950617284,5.23962527301913,0.258286334056399,0.0498825242718447
"FALSE POSITIVE",3232859,"K01090.01",0.4380496,9.957,0.009243,4.9481,-1.1774,5.0863,4.25355450236967,16.0926151172893,60.7654639175258,59.4193925233645
"FALSE POSITIVE",3098184,"K01091.01",0.3372752,16.63,-0.2293,0,0,0,3.45859872611465,22.1071953010279,0,0
"FALSE POSITIVE",3239636,"K01093.01",0.308814,2.15,0.0003489,4.4373,-2.3797,5.0351,4.22943722943723,4.62206901705809,14.8090252707581,14.7656891495601
"CANDIDATE",2721030,"K01094.01",0.4369788,3.764,-0.0002094,0.11787,0.010017,0.1183,3.13377926421405,6.00451771247366,2.21832432432432,0.629255319148936
"CANDIDATE",3329204,"K01095.01",0.5057202,9.875,0.0004139,0.038809,-0.15455,0.15935,3.46370967741936,12.3986600521659,-1.71635294117647,1.76467331118494
"FALSE POSITIVE",3240706,"K01098.01",0.4407924,3.453,0.0007934,5.0067,-1.1872,5.1456,3.82470119521912,4.43239902604041,58.618544600939,59.5555555555555
"CANDIDATE",2853093,"K01099.01",0.5478414,8.586,-6.136e-05,-0.086596,-0.025644,0.090313,6.03482587064677,9.81459176621582,0.259820022497188,0.92439099283521
"FALSE POSITIVE",3228824,"K01100.01",0.6376608,-0.005915,-1.875e-05,-1.9853,-0.77089,2.1298,11.109375,0.0724258918840121,-1.91927877947295,4.43708333333333
"CANDIDATE",3245969,"K01101.01",0.6495474,6.032,-0.001421,-0.026651,-0.269,0.27032,7.91304347826087,7.77625341587195,-0.0299446078431373,0.986569343065693
"CANDIDATE",3231341,"K01102.01",0.319161,5.339,5.8e-06,0.24832,0.36503,0.44148,4.9402390438247,7.85443021329195,0.414969135802469,1.17728
"CANDIDATE",3231341,"K01102.02",0.319161,8.107,-0.0003411,-0.097027,0.17165,0.19717,4.9402390438247,12.9132192591988,-0.954424242424242,1.02160621761658
"CANDIDATE",3231341,"K01102.03",0.319161,9.294,-0.0001254,-0.40965,0.21738,0.46375,4.9402390438247,11.8821747690444,-1.7495,1.32879656160458
"CANDIDATE",3231341,"K01102.04",0.319161,3.8,-0.0001546,-1.6177,-1.5456,2.2373,4.9402390438247,4.01619467406458,-1.69979317476732,2.54238636363636
"CANDIDATE",2860866,"K01103.01",0.404193,10.41,0.0008883,-0.147,0.2319,0.27457,2.96341463414634,12.31446674454,0.831861042183623,0.631195402298851
"FALSE POSITIVE",2851100,"K01104.01",0.6956844,2.182,0.001765,-7.1153,-3.1904,7.7979,11.109375,3.51830162476085,-95.9958734525447,99.3363057324841
"FALSE POSITIVE",3130300,"K01105.01",0.228508,2.645,-0.001273,4.5255,2.3297,5.09,2.98384925975774,6.53544218703316,39.1885964912281,34.6258503401361
"CANDIDATE",3240158,"K01106.01",0.4906654,6.959,0.000312,-0.1399,0.13726,0.19599,6.39130434782609,10.2426809059105,-0.990574712643678,1.10728813559322
"CANDIDATE",3240158,"K01106.02",0.4906654,4.543,-3.419e-05,-0.017111,0.41741,0.41776,6.39130434782609,5.60644576175392,-0.195129807692308,0.532178343949045
"CANDIDATE",3240158,"K01106.03",0.4906654,0.3969,-8.758e-05,1.0243,1.6068,1.9056,6.39130434782609,0.542192313240947,1.14149112426035,1.88673267326733
"FALSE POSITIVE",3228959,"K01107.01",0.3625618,1.241,0.0002975,-2.2458,-2.7446,3.5463,3.37848605577689,2.1150143282017,-3.45243902439024,5.48962848297214
"CANDIDATE",3218908,"K01108.01",0.7515558,0,0.0004641,-0.061387,0.16345,0.1746,2.9859413202934,0,-0.860210526315789,0.721487603305785
"CANDIDATE",3218908,"K01108.02",0.7515558,1.893,0.0009834,0.30023,0.063281,0.30683,2.9859413202934,2.0561495045974,2.43723958333333,3.98480519480519
"CANDIDATE",3218908,"K01108.03",0.7515558,-0.457,-5.225e-05,0.020926,-0.80086,0.80114,2.9859413202934,1.66089231916017,-0.353034934497817,2.79142857142857
"CANDIDATE",2837111,"K01110.01",0.4407924,6.991,-9.806e-05,-0.0067405,-0.36504,0.3651,3.05732484076433,9.53909475843568,-0.320880701754386,1.85329949238579
"FALSE POSITIVE",2837111,"K01110.02",0.4407924,1.997,0.0001044,0.52174,0.51096,0.73027,3.05732484076433,2.77604842760321,0.531348314606742,0.933849104859335
"FALSE POSITIVE",3120276,"K01111.01",0.4866846,9.453,-0.002497,7.8665,4.7892,9.2097,3.62978723404255,12.6519150848029,12.9288052373159,22.7962871287129
"CANDIDATE",3109930,"K01112.01",0.331021,6.322,0.0002531,0.15123,-0.15176,0.21425,3.22185430463576,7.71661345630838,-3.24612676056338,0.723817567567568
"CANDIDATE",2854914,"K01113.01",0.4684784,4.689,-0.0001316,-0.28601,-0.053582,0.29099,5.91787439613527,6.30652838779405,-0.473839285714286,1.25426724137931
"CANDIDATE",2854914,"K01113.02",0.4684784,4.459,-0.0003918,-0.34698,-0.055734,0.35143,5.91787439613527,5.38838681852934,-1.07913294797688,2.0794674556213
"FALSE POSITIVE",3337425,"K01114.01",0.4984144,5.135,9.94e-05,-3.0417,-0.99194,3.1994,3.7212543554007,7.39397000373306,-4.34404591104735,5.03842519685039
"CANDIDATE",3116412,"K01115.01",0.4901412,7.762,-1.611e-05,-0.13297,-0.56112,0.57666,5.94258373205742,10.5675202652911,-0.622903225806452,2.8129756097561
"CANDIDATE",2849805,"K01116.01",0.5256572,4.01,1.061e-06,-0.028075,-0.034711,0.044643,6.59731543624161,7.42643110764701,0.578550724637681,0.22661421319797
"CANDIDATE",3114811,"K01117.01",0.342152,6.897,1.399e-05,0.32998,-0.3569,0.48607,3.47094430992736,12.5610437710438,1.4317880794702,1.50953416149068
"CANDIDATE",2853446,"K01118.01",0.4006454,4.899,-0.0003065,-0.19187,0.29988,0.35601,6.36904761904762,7.47606590365992,-0.0843611111111111,0.185421875
"FALSE POSITIVE",3003992,"K01119.01",0.605138,3.856,-0.02032,0.032201,19.828,19.828,4.91011235955056,5.4127225437761,-4.80238805970149,296.382660687593
"FALSE POSITIVE",3003992,"K01119.02",0.605138,4.49,0.0003902,8.3064,-2.6349,8.7143,4.91011235955056,5.61577466631772,64.527868852459,61.8035460992908
"FALSE POSITIVE",6307537,"K01120.01",0.7034198,22.9,-0.03046,0.03764,0.035406,0.051675,12.7096774193548,26.2157729994556,-0.269670658682635,0.761045655375552
"FALSE POSITIVE",6359798,"K01121.01",0.4796864,27.3,-0.01419,-0.094391,0.020936,0.096685,6.32317073170732,38.8361464270057,-4.27640949554896,1.43876488095238
"FALSE POSITIVE",6311681,"K01122.01",0.4273556,-0.01324,0.0008839,4.6836,-1.2609,4.8504,3.86075949367089,0.00702880198117618,69.0516224188791,69.991341991342
"FALSE POSITIVE",6365321,"K01123.01",0.4407616,0.9711,6.027e-06,-0.047277,-0.1628,0.16952,3.1728813559322,4.42367362914991,0.2637017310253,2.22759526938239
"FALSE POSITIVE",6301035,"K01124.01",0.2899164,5.229,-0.04936,0,0,0,3.36050156739812,6.68803844670181,0,0
"FALSE POSITIVE",6292162,"K01125.01",0.450386,15.54,-0.005977,1.7668,2.7578,3.2752,3.13468013468013,25.6934877425177,-0.234350318471338,34.4757894736842
"FALSE POSITIVE",6307521,"K01126.01",0.6369968,24.69,-0.01862,0,0,0,7.12056737588653,30.209456622155,0,0
"FALSE POSITIVE",6307521,"K01126.02",0.6369968,3.446,-0.007851,0,0,0,7.12056737588653,3.74330049839383,0,0
"CANDIDATE",6359320,"K01127.01",0.491699,4.306,-0.000293,-0.13336,-0.16559,0.21261,3.05980066445183,6.96745672968855,-0.463469387755102,1.42691275167785
"CANDIDATE",6359320,"K01127.02",0.491699,3.502,0.0004765,0.5761,-0.29292,0.64629,3.05980066445183,4.56006639791321,1.34679166666667,1.30300403225806
"CANDIDATE",6359320,"K01127.03",0.491699,1.564,0.0001622,-0.82727,0.21523,0.85481,3.05980066445183,2.27322091215488,-1.73821596244131,1.52372549019608
"CANDIDATE",6362874,"K01128.01",0.5758808,2.328,2.542e-05,0.0045983,-0.4714,0.47142,8.94623655913978,7.39436576068429,-0.154259615384615,5.48162790697674
"CANDIDATE",6272413,"K01129.01",0.6442798,1.625,-5.385e-05,-0.050806,-0.18875,0.19547,8.30392156862745,2.36272832445292,0.0847415565345081,0.461014150943396
"FALSE POSITIVE",8279765,"K01130.01",0.4752048,10.23,-0.0006439,-0.0058503,0.073749,0.073981,3.42692307692308,28.0536413862381,-1.09992548435171,1.09277695716396
"CANDIDATE",8435247,"K01131.01",0.3229044,-0.5191,0.00154,-0.23574,-0.08838,0.25176,8.75324675324675,2.03106081773307,5.62222222222222,3.48698060941828
"FALSE POSITIVE",8330548,"K01132.01",0.4006138,-2.024,0,10.682,-5.8658,12.187,2.88144329896907,18.5480510359359,-0.496415094339623,167.634112792297
"FALSE POSITIVE",8374494,"K01133.01",0.5641208,6.044,0.07778,0,0,0,3.85840707964602,10.1027578839077,0,0
"FALSE POSITIVE",8414907,"K01134.01",0.6353036,2.144,-0.1041,3.6636,4.3281,5.6704,9.53086419753086,2.37802426135896,33.9778846153846,45.0031746031746
"FALSE POSITIVE",8414907,"K01134.02",0.6353036,1.245,-0.04662,3.6757,4.3543,5.6983,9.53086419753086,1.485548866638,35.1019607843137,45.9540322580645
"FALSE POSITIVE",8397446,"K01135.01",0.2996004,2.155,0.0005176,-2.3018,-0.5507,2.3668,3.66402116402116,4.24686761020718,-33.7167138810198,30.777633289987
"FALSE POSITIVE",8386035,"K01136.01",0.5016224,0,0.000331,10.991,-3.2083,11.45,2.45681818181818,0,165.381231671554,144.206549118388
"FALSE POSITIVE",8332986,"K01137.01",0.603413,6.644,0.02864,0.090537,-0.2338,0.25072,11.9027777777778,8.25643610943066,-2.12961992136304,2.45803921568627
"FALSE POSITIVE",8415745,"K01138.01",0.4323518,2.432,0.007766,1.0081,-1.6638,1.9454,3.20557491289199,3.38998792918455,12.2869077306733,25.1668822768435
"FALSE POSITIVE",8378634,"K01139.01",0.3305496,13.2,0,0,0,0,4.59245283018868,27.2807889078372,0,0
"CANDIDATE",8397675,"K01140.01",0.227891,0,-0.0002653,-0.034942,0.16665,0.17027,1.43404837973528,0,2.53554913294798,2.13370927318296
"CANDIDATE",8346392,"K01141.01",0.6068252,6.733,3.598e-05,0.46024,0.047422,0.46268,16.6060606060606,9.26331622721642,1.80101604278075,2.57044444444444
"CANDIDATE",8288947,"K01142.01",0.58799,2.924,-3.445e-05,0.078708,0.08192,0.1136,5.92481203007519,4.50236207862919,-0.12862987012987,0.614054054054054
"FALSE POSITIVE",8312852,"K01143.01",0.4529,6.933,0.004983,-1.1153,-4.3901,4.5295,3.5650406504065,10.6047865703807,-15.1766342141864,63.885754583921
"FALSE POSITIVE",8302450,"K01144.01",0.2183168,5.479,0.0001433,2.118,-1.4495,2.5665,4.10309278350516,8.8327002762431,3.69882943143813,4.39469178082192
"CANDIDATE",8313667,"K01145.01",0.4542424,2.634,0.0001773,-0.243,-0.19139,0.30932,5.97790055248619,3.37328758992379,-0.7403081232493,1.64531914893617
"CANDIDATE",8351704,"K01146.01",0.4889046,3.603,3.417e-06,0.49019,-0.39204,0.62768,6.82456140350877,4.54115086083687,1.14567849686848,1.24293069306931
"FALSE POSITIVE",8299955,"K01147.01",0.3061368,3.465,-0.00522,-10.632,3.0451,11.059,3.58651026392962,6.59780334728034,-155.783308931186,161.681286549708
"CANDIDATE",8410727,"K01148.01",0.4585568,4.507,-3.709e-07,0.28194,0.16123,0.32479,5.59523809523809,6.57892674476159,1.09602803738318,1.55401913875598
"CANDIDATE",8410727,"K01148.02",0.4585568,5.452,-0.0001407,0.16921,0.12366,0.20958,5.59523809523809,6.65004915040022,0.251688311688312,0.274319371727749
"CANDIDATE",8278371,"K01150.01",0.5388496,0.8269,-2.439e-05,-0.021472,-0.035712,0.04167,6.40123456790123,2.91796471429707,-0.000179829745596869,0.0962355658198614
"CANDIDATE",8280511,"K01151.01",0.494424,7.129,0,-0.077855,-0.34775,0.35636,9.58426966292135,9.53831933826294,-0.154796992481203,1.43116465863454
"CANDIDATE",8280511,"K01151.02",0.494424,4.088,0,0.17449,-0.053837,0.18261,9.58426966292135,5.64659117845486,0.633796033994334,0.441086956521739
