"koi_disposition","kepid","kepoi_name","tce_ldm_coeff1","tce_ptemp_stat","tce_fwm_pdeco","tce_dikco_mra","tce_dikco_mdec","tce_dikco_msky","tce_sradius_sn","tce_ptemp_sn","tce_dicco_mra_sn","tce_dikco_msky_sn"
"CANDIDATE",11446443,"K00001.01",0.4685532,-8.432,0.0007788,0.014583,-0.27006,0.27045,25.3684210526316,21.1627266467753,-0.128975073313783,1.63909090909091
"CANDIDATE",10666592,"K00002.01",0.4179966,-0.4252,0,2.0211,-3.6656,4.1859,17.7454545454545,64.911887215636,3.87870855148342,5.61112600536193
"CANDIDATE",10748390,"K00003.01",0.7185774,0.4827,0.0008108,-4.0045,1.5513,4.2945,27.25,7.08740105540897,-3.78266666666667,3.70215517241379
"CANDIDATE",3861595,"K00004.01",0.3111566,2.725,0.0001224,-0.048718,-0.077171,0.091262,3.08135942327497,31.6160518098763,-1.06839883551674,1.20876821192053
"CANDIDATE",8554498,"K00005.01",0.4959136,0.3914,-0.0001082,-0.12743,-0.015759,0.1284,13.5378787878788,8.76674793916173,-2.14153846153846,1.79329608938547
"FALSE POSITIVE",3248033,"K00006.01",0.3917248,2.142,-0.003615,0,0,0,4.66076696165192,6.7082266161254,0,0
"CANDIDATE",11853905,"K00007.01",0.543529,0.5266,5.112e-05,0.18244,0.067877,0.19465,15.9278350515464,7.6876652814507,0.37931693989071,2.53120936280884
"FALSE POSITIVE",5903312,"K00008.01",0.450294,1.101,-0.0004966,-7.3481,3.4912,8.1353,6.88811188811189,3.8118069245934,-109.197329376855,118.590379008746
"FALSE POSITIVE",11553706,"K00009.01",0.2964238,5.529,0.01866,3.5236,-4.0169,5.3433,3.06527415143603,38.2314609365876,49.9349710982659,77.1038961038961
"CANDIDATE",6922244,"K00010.01",0.3798706,-1.558,0.0003616,-0.028353,0.1761,0.17837,13.1909090909091,14.6242189183366,0.21312874251497,2.61923641703377
"FALSE POSITIVE",11913073,"K00011.01",0.5537852,15.31,0.004598,1.0605,-11.182,11.232,4.3936170212766,28.6094488188976,1.69384615384615,12.2086956521739
"CANDIDATE",5812701,"K00012.01",0.4124056,2.864,-0.0009708,-0.047867,0.18408,0.1902,5.11985018726592,6.56911477240994,-0.122981042654028,0.660416666666667
"CANDIDATE",9941662,"K00013.01",0.5744564,-2.375,0,3.0005,2.3303,3.7991,2.25856929955291,19.8067720090293,3.11973913043478,4.53353221957041
"FALSE POSITIVE",7684873,"K00014.01",0.4406016,8.081,5.322e-05,-3.4481,-0.46942,3.4799,3.84509466437177,23.6349487596974,-11.6381578947368,19.0158469945355
"FALSE POSITIVE",3964562,"K00015.01",0.557243,4.032,0,-9.4467,0.24296,9.4498,3.41344537815126,12.5037803296321,-135.941520467836,135.968345323741
"FALSE POSITIVE",9110357,"K00016.01",0.4475868,-1.476,0.06975,-5.9097,-7.9903,9.9383,2.03488372093023,3.99404048918267,-80.0995792426368,129.068831168831
"CANDIDATE",10874614,"K00017.01",0.634036,-2.891,0.0008648,0.073313,0.17454,0.18932,13.5894736842105,12.4622237648964,-0.597228017883755,2.71621233859397
"CANDIDATE",8191672,"K00018.01",0.3915036,-2.044,-0.000686,-0.0026877,0.025836,0.025975,11.3376623376623,21.2415542989706,-0.121761976047904,0.385385756676558
"FALSE POSITIVE",7255336,"K00019.01",0.3103952,-5.284,-2.683e-05,-0.017842,0.16255,0.16353,5.57438016528926,10.6046555108909,-1.52038404726736,2.26182572614108
"CANDIDATE",11804465,"K00020.01",0.4704364,-1.393,8.806e-05,-0.044232,-0.072613,0.085024,5.05357142857143,16.663954318344,0.0219700598802395,1.20772727272727
"FALSE POSITIVE",10125352,"K00021.01",0.1923804,3.259,-0.00363,1.7423,0.85411,1.9404,2.91836734693878,19.8693160106993,24.2953890489914,26.3641304347826
"CANDIDATE",9631995,"K00022.01",0.5300978,1.162,0.0009601,-0.074509,-0.14294,0.1612,5.91866028708134,9.82948121050881,-0.295328358208955,2.39524517087667
"FALSE POSITIVE",9071386,"K00023.01",0.450288,10.36,-1.322e-05,0.13313,-0.031632,0.13684,5.50561797752809,44.0511560167486,0.149790732436472,1.99475218658892
"FALSE POSITIVE",4743513,"K00024.01",0.1424498,0.8311,0.008371,-4.0876,-1.5342,4.3661,3.2877030162413,30.7659606429323,-40.4326710816777,61.4943661971831
"FALSE POSITIVE",10593759,"K00025.01",0.3813176,-2.775,-8.061e-05,0.041441,0.090436,0.099479,2.92326732673267,7.93674905595606,0.162020958083832,1.48476119402985
"FALSE POSITIVE",5021737,"K00026.01",0.3462488,11.95,-0.006092,-4.4179,0.57424,4.4551,3.12581344902386,15.3953258009596,-50.2442455242967,66.0994065281899
"FALSE POSITIVE",3832716,"K00027.01",0.2654568,0,0,-0.041498,7.8558e-05,0.041498,3.43718592964824,0,0.178125937031484,0.612064896755162
"FALSE POSITIVE",4247791,"K00028.01",0.4661836,0,0.02054,0.031156,0.0062289,0.031773,3.40857787810384,0,0.0442788605697151,0.46725
"FALSE POSITIVE",6956014,"K00031.01",0.8242512,0,3.581e-05,0.085297,0.15062,0.1731,3.40848990953375,0,0.802362204724409,1.81446540880503
"FALSE POSITIVE",5725087,"K00033.01",0.5601592,0,-5.153e-05,-0.1953,1.2809,1.2957,4.46428571428571,0,-0.438627450980392,2.43552631578947
"CANDIDATE",6521045,"K00041.01",0.5155576,7.206,-0.0001281,-0.41364,0.91463,1.0038,15.6808510638298,11.301823853052,-4.08436842105263,1.76725352112676
"CANDIDATE",6521045,"K00041.02",0.5155576,5.668,-5.996e-05,-0.64332,1.441,1.5781,15.6808510638298,9.14222834386322,-3.55202702702703,2.3344674556213
"CANDIDATE",6521045,"K00041.03",0.5155576,8.228,-5.045e-05,0.065419,-0.39735,0.4027,15.6808510638298,10.0774585878598,-0.561181818181818,0.650565428109855
"CANDIDATE",8866102,"K00042.01",0.3786636,5.891,0.0001457,1.225,0.50991,1.3269,18.0675675675676,9.38840183382933,-0.700580046403712,1.84291666666667
"FALSE POSITIVE",9025922,"K00043.01",0.4997976,54.99,0.06295,-6.9951,-4.6623,8.4065,0,68.2006509357201,-21.1409638554217,122.902046783626
"FALSE POSITIVE",8845026,"K00044.01",0.5448482,18.23,-0.001799,-0.072042,-0.069514,0.10011,3.49511400651466,24.0920846033065,-1.56792207792208,1.27043147208122
"FALSE POSITIVE",3742855,"K00045.01",0.4997976,122.9,-0.05663,2.2091,5.527,5.9521,0,182.538882138518,-4.97042062415197,84.9087018544936
"CANDIDATE",10905239,"K00046.01",0.6367176,0.5241,-7.65e-05,0.026554,0.12898,0.13169,4.17015706806283,7.85900966304511,0.124854107648725,1.86529745042493
"CANDIDATE",10905239,"K00046.02",0.6367176,2.045,2.684e-05,0.80869,0.51489,0.95869,4.17015706806283,2.8859638783929,0.685436974789916,0.665756944444444
"FALSE POSITIVE",7837302,"K00048.01",0.2542876,0.4632,-0.0006494,0.071463,0.054742,0.09002,2.13421342134213,15.8393944123615,0.325823353293413,1.33362962962963
"CANDIDATE",9527334,"K00049.01",0.4993818,7.621,8.647e-06,0.0081307,0.015009,0.01707,6.25657894736842,11.9617825478301,-0.584444444444444,0.13547619047619
"FALSE POSITIVE",6056992,"K00051.01",0.4997976,2.437,0.04291,-1.0449,-1.5791,1.8935,0,7.84291361544942,-3.69933823529412,25.4502688172043
"FALSE POSITIVE",3558981,"K00052.01",0.6305096,10.29,-0.003217,0.027126,-0.091523,0.095458,6.46456692913386,25.5259285629524,-0.561820895522388,1.41629080118694
"FALSE POSITIVE",2445975,"K00053.01",0.4997976,15.03,-0.00428,-0.94476,0.80622,1.242,0,35.470598146588,-7.88724832214765,15.1463414634146
"FALSE POSITIVE",8248939,"K00061.01",0.3113968,3.548,-0.0036,-3.8782,4.4477,5.901,3.09065155807365,10.3022342253867,-53.6481994459834,73.5785536159601
"CANDIDATE",11554435,"K00063.01",0.565812,6.525,-9.444e-05,0.15155,0.21477,0.26286,7.38333333333333,14.1053919347531,0.178220588235294,3.25321782178218
"CANDIDATE",7051180,"K00064.01",0.6035072,4.373,7.244e-05,-0.098764,-0.1598,0.18786,8.27986348122867,39.2347486578819,0.0769773371104816,2.73848396501458
"FALSE POSITIVE",10620329,"K00066.01",0.4630136,1.014,-2.884e-05,0.99571,0.088029,0.99959,3.90178571428571,36.5442357096981,2.39472527472527,2.04834016393443
"FALSE POSITIVE",8669092,"K00068.01",0.0989604,0,-5.345e-05,-0.81952,-0.25421,0.85805,2.31559766763848,0,-3.56142857142857,4.63810810810811
"CANDIDATE",3544595,"K00069.01",0.4604184,3.435,1.635e-05,-1.4812,3.2463,3.5683,22.35,8.85088732542266,-1.56559633027523,3.13008771929825
"CANDIDATE",6850504,"K00070.01",0.583273,0.0009129,-5.514e-05,-0.086563,-0.23087,0.24656,9.15841584158416,0.293799651601294,-0.511004366812227,2.44118811881188
"CANDIDATE",6850504,"K00070.02",0.583273,1.219,2.923e-05,-0.12366,-0.37887,0.39854,9.15841584158416,3.83754796577448,-0.803861386138614,3.90725490196078
"CANDIDATE",6850504,"K00070.03",0.583273,13.02,0.0001024,0.12856,-0.34576,0.36889,9.15841584158416,15.2857859252243,1.13201492537313,1.92130208333333
"CANDIDATE",6850504,"K00070.04",0.583273,4.323,2.47e-05,0.2128,0.64956,0.68353,9.15841584158416,5.99325074295535,0.979515570934256,2.27843333333333
"CANDIDATE",6850504,"K00070.05",0.583273,2.944,-4.405e-05,0.042819,0.70779,0.70908,9.15841584158416,3.66469080422941,0.230547169811321,1.10448598130841
"CANDIDATE",11904151,"K00072.01",0.4767788,10.61,6.128e-05,-0.81066,1.442,1.6543,18.3157894736842,13.3832086012438,-1.70770114942529,2.78971332209106
"CANDIDATE",11904151,"K00072.02",0.4767788,0.7732,-2.284e-05,-0.65245,1.3956,1.5405,18.3157894736842,4.58713601108566,-2.2510824742268,4.24380165289256
"FALSE POSITIVE",6889235,"K00074.01",0.584105,13.3,-4.611e-05,-0.77694,0.098218,0.78312,2.44150943396226,22.8714822322919,-1.68539548022599,1.97259445843829
"CANDIDATE",7199397,"K00075.01",0.3719862,7.118,-0.0008328,-1.4498,1.6028,2.1612,8.03536977491961,9.94185557373218,-1.89361111111111,2.31144385026738
"FALSE POSITIVE",9955262,"K00076.01",0.408916,10.8,-0.0007428,1.3079,2.007,2.3955,3.08156779661017,14.5838426578906,2.51955835962145,2.80175438596491
"FALSE POSITIVE",9552608,"K00080.01",0.460372,3.302,-6.04e-05,0.064482,-0.048267,0.080546,2.11018577834721,14.2610930849943,1.14697619047619,0.884149286498354
"FALSE POSITIVE",8823868,"K00081.01",0.6177428,17.36,-0.000332,-0.86931,-0.40446,0.95879,2.62487046632124,24.1437026883898,-4.01989637305699,3.71624031007752
"CANDIDATE",10187017,"K00082.01",0.6592448,1.789,-3.555e-05,-0.49961,-0.4982,0.70556,15.4375,3.24266758848087,0.894554455445544,7.41134453781513
"CANDIDATE",10187017,"K00082.02",0.6592448,6.241,1.449e-05,-0.75883,-0.74455,1.0631,15.4375,9.19033776301218,-0.759441624365482,5.65478723404255
"CANDIDATE",10187017,"K00082.03",0.6592448,5.176,2.79e-05,-1.1851,-0.46009,1.2712,15.4375,6.25236519003686,-1.32458612975391,2.92903225806452
"CANDIDATE",10187017,"K00082.04",0.6592448,4.602,2.566e-05,-0.87941,-0.60795,1.0691,15.4375,6.15880143344415,-1.01263888888889,3.22990936555891
"CANDIDATE",10187017,"K00082.05",0.6592448,3.253,-2.593e-05,0.10201,-1.5039,1.5074,15.4375,4.52631832255787,2.27030487804878,3.29846827133479
"CANDIDATE",10187017,"K00082.06",0.6592448,3.56,-3.415e-05,-1.3918,-0.14388,1.3992,15.4375,4.07004571821334,-0.676112068965517,1.093125
"CANDIDATE",2571238,"K00084.01",0.5097446,8.933,-1.688e-05,0.23518,-0.26148,0.35168,8.18181818181818,15.0699141272133,-0.336191176470588,2.44222222222222
"CANDIDATE",5866724,"K00085.01",0.455556,3.698,-6.693e-05,-1.0362,1.2611,1.6322,16.7529411764706,9.07728327175874,-3.89391891891892,3.71799544419134
"CANDIDATE",5866724,"K00085.02",0.455556,0.447,-1.214e-05,-0.78613,0.66173,1.0276,16.7529411764706,3.2143822439862,-2.44524324324324,1.91359404096834
"CANDIDATE",5866724,"K00085.03",0.455556,6.261,-2.972e-05,-0.069153,-0.71938,0.7227,16.7529411764706,10.0136267993721,-0.437739726027397,1.43392857142857
"CANDIDATE",10593626,"K00087.01",0.4698376,9.34,-6.895e-05,-0.85382,-0.61428,1.0518,9.95505617977528,10.2604851024539,-0.954900284900285,2.97960339943343
"FALSE POSITIVE",7700871,"K00088.01",0.3496936,2.385,-0.0002737,6.7395,0.43408,6.7535,5.58219178082192,5.39926766574519,95.5493562231759,97.0330459770115
"CANDIDATE",8056665,"K00089.01",0.2899972,3.231,-5.856e-05,-0.28081,0.39653,0.48589,4.31325301204819,4.34962011577424,-0.408238993710692,1.67548275862069
"CANDIDATE",8056665,"K00089.02",0.2899972,9.134,0.0001417,0.0016894,0.35609,0.35609,4.31325301204819,10.6618512054812,1.11979487179487,0.765784946236559
"FALSE POSITIVE",9210823,"K00090.01",0.3967344,-1.021,0,7.5393,13.054,15.075,2.35719503287071,4.9457406827435,112.087928464978,216.906474820144
"CANDIDATE",7941200,"K00092.01",0.4481212,11.21,2.344e-06,-0.092573,0.24902,0.26567,6.60126582278481,13.535621424857,-1.40331707317073,1.51811428571429
"CANDIDATE",6462863,"K00094.01",0.3955016,3.394,-0.0002888,0.10227,0.18452,0.21097,5.47736625514403,7.34244899955971,-1.03991957104558,2.78324538258575
"CANDIDATE",6462863,"K00094.02",0.3955016,0.8885,-4.452e-05,0.024806,-0.074426,0.078451,5.47736625514403,1.50714542798467,-1.181640625,0.44073595505618
"CANDIDATE",6462863,"K00094.03",0.3955016,4.24,-0.0001318,0.24489,0.11603,0.27099,5.47736625514403,7.95291193181818,0.985680894308943,1.97802919708029
"CANDIDATE",6462863,"K00094.04",0.3955016,3.825,-2.14e-05,-0.23776,0.23759,0.33612,5.47736625514403,7.5903128930414,-1.95736842105263,1.29776061776062
"CANDIDATE",5780885,"K00097.01",0.449964,3.189,-2.272e-05,-0.034911,-0.21237,0.21522,15.9083333333333,38.1904761904762,-0.545805970149254,3.165
"CANDIDATE",10264660,"K00098.01",0.388034,3.147,-0.0002271,-0.15201,-0.13594,0.20393,13.7054794520548,14.2527109128663,-1.23447870778267,2.5651572327044
"CANDIDATE",4055765,"K00100.01",0.3072792,2.707,-1.491e-05,0.027324,-0.080346,0.084865,3.93734015345269,12.805727417359,0.370757749712974,0.92546346782988
"CANDIDATE",8456679,"K00102.01",0.5764746,-0.3006,-0.001065,0.030437,-0.065273,0.072021,6.05084745762712,9.27635080769945,-1.212,0.968024193548387
"FALSE POSITIVE",8456679,"K00102.02",0.5764746,3.85,-6.386e-05,0.87763,-1.8345,2.0336,6.05084745762712,6.50557180821367,0,5.13535353535354
"CANDIDATE",2444412,"K00103.01",0.52176,7.754,-0.0001361,-0.17023,-0.10058,0.19772,7.8859649122807,11.6565196158229,0.0410986394557823,2.04256198347107
"CANDIDATE",10318874,"K00104.01",0.7221502,1.908,3.93e-06,-0.10049,0.41129,0.42338,20.0263157894737,9.11767665875925,-0.32374686716792,4.66277533039648
"CANDIDATE",8711794,"K00105.01",0.3593476,6.518,8.027e-05,-0.32855,-0.13691,0.35594,6.57823129251701,12.0165486006271,0.724677419354839,3.38990476190476
"FALSE POSITIVE",10489525,"K00106.01",0.3385814,1.838,0.03441,-2.5579,-11.715,11.991,2.94948335246843,9.81393040165276,-37.1617210682493,154.722580645161
"CANDIDATE",11250587,"K00107.01",0.5419512,4.071,-2.081e-05,-0.026845,-0.14007,0.14262,17.021978021978,9.08627282491944,-0.0828134592680047,1.19848739495798
"CANDIDATE",4914423,"K00108.01",0.4872696,7.783,-8.038e-05,0.019968,-0.034198,0.039601,15.9222222222222,12.4020185029436,0.463824786324786,0.253852564102564
"CANDIDATE",4914423,"K00108.02",0.4872696,14,9.363e-05,-0.033451,0.10809,0.11315,15.9222222222222,16.5765949067997,0.196332179930796,0.449007936507937
"FALSE POSITIVE",4752451,"K00109.01",0.2441468,1.904,-0.006196,1.214,7.3031,7.4033,4.88842975206612,2.9919545935618,17.3675595238095,104.714285714286
"CANDIDATE",9450647,"K00110.01",0.432645,7.79,4.615e-05,0.030886,0.26018,0.26201,5.74885844748859,13.6327021998468,-1.05097087378641,1.61734567901235
"CANDIDATE",6678383,"K00111.01",0.3214452,0,0.0001063,0.088765,-0.79435,0.79929,7.28260869565217,0,0.860645514223195,8.62233009708738
"CANDIDATE",6678383,"K00111.02",0.3214452,6.124,6.937e-05,-0.041697,-0.80415,0.80523,7.28260869565217,7.97329324372126,-0.387636363636364,6.24209302325581
"CANDIDATE",6678383,"K00111.03",0.3214452,6.687,3.642e-05,0.21965,-0.49089,0.5378,7.28260869565217,9.44138236240747,1.80024390243902,3.51503267973856
"CANDIDATE",10984090,"K00112.01",0.469192,9.464,7.995e-05,-0.19121,-0.19759,0.27496,7.14685314685315,12.0440148698885,-0.760981595092024,1.36118811881188
"CANDIDATE",10984090,"K00112.02",0.469192,5.051,-5.047e-05,0.15884,-0.13071,0.20571,7.14685314685315,8.92160659628959,1.54968152866242,1.00346341463415
"FALSE POSITIVE",6721123,"K00114.01",0.3753544,1.383,-0.005549,-4.5368,7.7129,8.9483,4.05383022774327,2.83172103487064,-63.3699015471167,116.060959792477
"CANDIDATE",9579641,"K00115.01",0.470906,5.081,-0.0001369,-0.16027,-0.18161,0.24222,6.92356687898089,11.3751025991792,-0.374247787610619,2.28509433962264
"CANDIDATE",9579641,"K00115.02",0.470906,7.107,6.1e-05,-0.091312,-0.21218,0.23099,6.92356687898089,10.9273073681896,0.140648068669528,1.13788177339901
"CANDIDATE",9579641,"K00115.03",0.470906,3.067,-2.759e-06,-0.11265,-0.32149,0.34066,6.92356687898089,4.53581290891799,0.015896875,0.34066
"CANDIDATE",8395660,"K00116.01",0.4371692,7.999,0.0001081,0.3662,0.19244,0.41368,6.57142857142857,11.8956646021915,1.95022900763359,3.08716417910448
"CANDIDATE",8395660,"K00116.02",0.4371692,6.315,0.0001199,0.21463,-0.026559,0.21627,6.57142857142857,8.09973857506867,0.520941704035874,0.897385892116183
"CANDIDATE",8395660,"K00116.03",0.4371692,3,3.023e-05,-0.70141,-0.03581,0.70233,6.57142857142857,4.05339905524748,-0.769912621359223,0.627080357142857
"CANDIDATE",8395660,"K00116.04",0.4371692,4.135,-0.0001016,0.27366,-0.45766,0.53324,6.57142857142857,4.90960693504334,0.0978066666666667,0.574612068965517
"CANDIDATE",10875245,"K00117.01",0.5622816,8.32,0.000114,0.19232,0.38188,0.42757,22.2539682539683,12.567817092034,1.40979508196721,2.19266666666667
"CANDIDATE",10875245,"K00117.02",0.5622816,3.805,2.021e-05,-0.015339,-0.21795,0.21849,22.2539682539683,8.16712426883133,0.490927419354839,0.860196850393701
"CANDIDATE",10875245,"K00117.03",0.5622816,3.017,-1.23e-05,-0.69523,-0.0020466,0.69524,22.2539682539683,5.99731239833086,-2.0595652173913,2.79212851405622
"CANDIDATE",10875245,"K00117.04",0.5622816,2.164,-1.84e-05,0.60598,-0.45906,0.76022,22.2539682539683,3.25147476955145,0.787605042016807,1.08914040114613
"CANDIDATE",3531558,"K00118.01",0.4983504,7.765,0.0001512,0.13308,0.8013,0.81228,20.578125,10.4905271985667,-0.84141975308642,3.51636363636364
"CANDIDATE",9471974,"K00119.01",0.63789,3.122,-0.00188,0.44227,-0.16686,0.4727,14.9057971014493,5.39392399918716,-0.0253540540540541,4.6343137254902
"CANDIDATE",9471974,"K00119.02",0.63789,9.2,-0.001,0.45019,-0.14251,0.47221,14.9057971014493,11.2703746620317,1.4719391634981,1.88131474103586
"CANDIDATE",11869052,"K00120.01",0.5120112,2.775,-0.0001147,-0.23463,0.26043,0.35053,3.85365853658537,3.68439716312057,-0.420739599383667,0.606453287197232
"FALSE POSITIVE",3247396,"K00121.01",0.34086,2.776,0.001113,0.48919,-2.7842,2.8268,3.54572271386431,5.87876011930124,4.92802850356295,38.3035230352303
"CANDIDATE",8349582,"K00122.01",0.6194376,2.941,6.316e-05,0.054655,-0.2567,0.26245,15.5054945054945,5.83765424404836,0.579881355932203,2.99258836944128
"CANDIDATE",5094751,"K00123.01",0.4190724,4.819,-4.27e-05,-0.1586,0.1285,0.20413,22.448275862069,9.70835813281184,-1.44208242950108,1.64620967741935
"CANDIDATE",5094751,"K00123.02",0.4190724,7.601,-7.224e-05,-0.086567,0.066205,0.10898,22.448275862069,10.8424422497489,-0.374719008264463,0.778428571428571
"CANDIDATE",11086270,"K00124.01",0.3939796,9.035,-4.62e-05,0.068062,0.11013,0.12947,3.93704600484262,14.3403595505618,0.0501636363636364,0.599398148148148
"CANDIDATE",11086270,"K00124.02",0.3939796,8.745,6.819e-05,0.056412,-0.066507,0.08721,3.93704600484262,12.1441948334634,0.122497175141243,0.433880597014925
"CANDIDATE",11449844,"K00125.01",0.613404,9.464,-0.0003218,0.043268,-0.34655,0.34924,7.44915254237288,14.492603115509,0.060937125748503,4.75803814713896
"FALSE POSITIVE",5897826,"K00126.01",0.5153984,5.727,-0.0004284,-0.0032598,-0.085102,0.085164,4.25592417061611,15.9692977296789,-0.575942228335626,1.02607228915663
"CANDIDATE",5897826,"K00126.02",0.5153984,0.7508,0.0002066,0.16154,0.063799,0.17368,4.25592417061611,0.86412555502257,0.033854103343465,0.0717685950413223
"CANDIDATE",8359498,"K00127.01",0.6213028,0.9828,0.0002158,-0.0018503,0.15265,0.15266,16.8474576271186,14.2135386737157,0.0292653673163418,2.25828402366864
"CANDIDATE",11359879,"K00128.01",0.6714416,1.142,-0.002235,0.0078063,-0.1534,0.1536,7.35338345864662,11.8417972831766,-1.50351906158358,2.27893175074184
"CANDIDATE",11974540,"K00129.01",0.7315076,0.4749,-0.0007078,-0.004992,0.016326,0.017072,2.43779404077365,6.38556772601049,-2.742194092827,0.218033205619413
"CANDIDATE",5297298,"K00130.01",0.352164,6.666,0.000125,-0.032748,-0.092042,0.097695,4.73740053050398,17.3650029359953,0.0981208955223881,1.43038067349927
"CANDIDATE",7778437,"K00131.01",0.431168,1.104,-0.0005156,0.02212,0.055015,0.059295,2.97722095671982,8.0189527458493,0.609868995633188,0.802368064952639
"FALSE POSITIVE",8892910,"K00132.01",0.3953506,8.886,0.00159,0.009919,-0.2088,0.20904,3.25063291139241,25.1796500479386,0.150266666666667,3.07411764705882
"FALSE POSITIVE",11673674,"K00133.01",0.329155,8.434,-0.01577,3.9391,2.849,4.8614,3.44333333333333,28.8755155605549,8.72057416267942,45.012962962963
"FALSE POSITIVE",9032900,"K00134.01",0.536572,22.51,0.0002735,0.045811,-0.16067,0.16707,4.38190954773869,24.0569105691057,-0.089012315270936,0.982764705882353
"CANDIDATE",9818381,"K00135.01",0.5411668,-0.1707,-0.0002718,-0.013458,0.0059037,0.014696,12.6915887850467,16.1789288463653,-0.111216417910448,0.208158640226629
"FALSE POSITIVE",7601633,"K00136.01",0.5015368,2.645,0.0001242,-0.03326,-0.0045996,0.033577,3.89649122807018,9.4084794619265,-0.0296010928961749,0.444728476821192
"CANDIDATE",8644288,"K00137.01",0.6504888,0,0.0002559,0.072364,-0.14122,0.15868,14.6527777777778,0,0.528100558659218,2.00860759493671
"CANDIDATE",8644288,"K00137.02",0.6504888,3.831,0.0001639,0.059529,-0.16641,0.17674,14.6527777777778,9.58638346292433,0.322790697674419,2.40790190735695
"CANDIDATE",8644288,"K00137.03",0.6504888,3.501,-0.0001172,0.045592,-0.12685,0.1348,14.6527777777778,7.43685938232732,0.336131578947368,1.02121212121212
"FALSE POSITIVE",8506766,"K00138.01",0.290052,5.008,-0.003826,0.13356,0.013687,0.13426,3.60860655737705,9.98448519040903,1.18006983240223,1.80456989247312
"CANDIDATE",8559644,"K00139.01",0.5327502,9.079,-0.0001367,0.036737,-0.1302,0.13529,5.7981220657277,10.6260254725105,0.179540636042403,0.973309352517986
"CANDIDATE",8559644,"K00139.02",0.5327502,5.249,7.537e-05,0.30565,-0.11185,0.32547,5.7981220657277,9.79474770938186,1.56880434782609,2.08634615384615
"FALSE POSITIVE",5130369,"K00140.01",0.5893252,12.55,-0.009659,4.1112,4.1755,5.8597,2.359900373599,18.8319912516155,57.5379310344828,82.5309859154929
"CANDIDATE",12105051,"K00141.01",0.68545,0.9755,0.0001692,-0.28458,-0.37372,0.46973,8.56190476190476,8.47834419317746,-0.435690936106984,6.64398868458274
"CANDIDATE",4649305,"K00143.01",0.343122,17.03,0.0001295,0.019028,-0.16062,0.16174,2.59844054580897,25.1031191098681,-0.422623574144487,1.97726161369193
"CANDIDATE",4180280,"K00144.01",0.6875536,3.697,-1.631e-05,0.4721,0.2112,0.51719,15.2156862745098,8.56087099967008,-0.701727528089888,6.64768637532134
"CANDIDATE",9904059,"K00145.01",0.6635436,7.9,-0.0004518,-0.071456,0.010937,0.072289,4.15586690017513,12.1979462304557,-0.280707692307692,0.372623711340206
"FALSE POSITIVE",9048161,"K00146.01",0.2250978,2.148,-0.05926,-4.6113,7.8827,9.1325,2.21194379391101,11.8150676581738,-2.18486075949367,125.965517241379
"FALSE POSITIVE",1996679,"K00147.01",0.306734,3.754,-0.01246,3.5846,3.7747,5.2056,3.31818181818182,4.36223784908179,48.2032301480484,70.8244897959184
"CANDIDATE",5735762,"K00148.01",0.660278,5.392,-4.434e-05,0.23774,-0.18759,0.30283,13.4307692307692,8.98572186580483,1.91377358490566,3.05580221997982
"CANDIDATE",5735762,"K00148.02",0.660278,4.827,3.226e-05,0.16757,-0.27805,0.32464,13.4307692307692,9.40313196935906,1.33913461538462,2.77470085470085
"CANDIDATE",5735762,"K00148.03",0.660278,9.27,-0.0001775,-0.26494,-0.21878,0.34359,13.4307692307692,11.258201754386,-1.87372670807453,1.99761627906977
"CANDIDATE",3835670,"K00149.01",0.5355816,4.603,-2.098e-05,-0.19018,0.15216,0.24356,4.98939929328622,8.59290196927072,-0.844079229122056,2.31961904761905
"CANDIDATE",7626506,"K00150.01",0.3897572,5.051,0.0003416,0.25905,-0.13849,0.29374,11.6,8.5994460792799,0.195082417582418,3.78043758043758
"CANDIDATE",7626506,"K00150.02",0.3897572,7.366,0.0005166,0.26127,-0.11483,0.28539,11.6,9.56335982571509,0.182685950413223,2.28312
"CANDIDATE",2307199,"K00151.01",0.2918792,10.83,0.0003652,0.055425,-0.13952,0.15013,3.19325153374233,16.6690348004662,0.330634920634921,1.30547826086956
"CANDIDATE",8394721,"K00152.01",0.3889038,6.025,-0.0006164,0.090574,-0.053224,0.10505,5.36032388663968,8.20382531309434,0.595049751243781,1.34335038363171
"CANDIDATE",8394721,"K00152.02",0.3889038,7.378,7.225e-05,-0.20202,-0.24579,0.31816,5.36032388663968,11.2560149034841,-1.70741496598639,1.96395061728395
"CANDIDATE",8394721,"K00152.03",0.3889038,6.308,-8.218e-06,-0.029092,-0.011967,0.031457,5.36032388663968,8.70405409695546,-0.634032786885246,0.243852713178294
"CANDIDATE",8394721,"K00152.04",0.3889038,5.289,0.0002121,0.1464,-0.26261,0.30066,5.36032388663968,6.02219248672579,0.553842592592593,0.608623481781376
"CANDIDATE",12252424,"K00153.01",0.6669184,3.07,4.709e-05,-0.086105,-0.24768,0.26222,14.1428571428571,6.48382572104848,-0.13257555847569,3.14789915966387
"CANDIDATE",12252424,"K00153.02",0.6669184,6.129,8.51e-05,-0.21664,-0.2725,0.34812,14.1428571428571,9.6299464650367,-1.22315112540193,2.67784615384615
"CANDIDATE",8030148,"K00155.01",0.4667928,2.96,-0.000103,0.19647,0.13512,0.23845,5.92424242424242,7.88352745424293,2.50246002460025,2.36089108910891
