"koi_disposition","kepid","kepoi_name","tce_dor","tce_sradius_prov","tce_fwm_pdeco","tce_incl_sn","tce_albedo_sn"
"CANDIDATE",4742414,"K00631.01",13.350801,0,4.406e-05,478.27027027027,2.4839377109877
"CANDIDATE",4827723,"K00632.01",8.1632603,0,-0.0001012,25.2184392889425,2.42048192771084
"CANDIDATE",4841374,"K00633.01",76.981143,0,7.908e-05,365.576451349141,2.73554387383744
"FALSE POSITIVE",4861736,"K00634.01",2.5618246,0,-0.004898,67.4177648123931,2.10202336848105
"CANDIDATE",5020319,"K00635.01",24.475498,0,6.589e-05,58.7341772151899,2.14469078179697
"FALSE POSITIVE",5090690,"K00636.01",15.879814,0,0.0006352,2106.01998537655,1.79052234787291
"FALSE POSITIVE",5098444,"K00637.01",21.791432,0,0.0008263,2291.43150333504,11.9454700369213
"CANDIDATE",5113822,"K00638.01",14.187771,0,0.0007513,482.652490207051,0.466407185628743
"CANDIDATE",5113822,"K00638.02",44.86019,0,0.0004807,541.778319123021,2.11755607115236
"CANDIDATE",5120087,"K00639.01",12.939775,0,0.0001573,84.6758349705305,2.67892720306513
"CANDIDATE",5121511,"K00640.01",48.786583,0,-5.812e-05,98.7685822054582,1.93272727272727
"CANDIDATE",5131180,"K00641.01",20.610297,0,-0.001372,152.476968538154,1.88857345635202
"FALSE POSITIVE",5181817,"K00642.01",8.6294914,0,0.006427,13.4394496880499,1.82158452900811
"FALSE POSITIVE",5309353,"K00643.01",2.842896,0,-3.576e-05,4.59473346178549,2.48648648648649
"FALSE POSITIVE",5356593,"K00644.01",50.612878,0,0.005325,11658.4222858631,3.79193037974684
"CANDIDATE",5374854,"K00645.01",12.00211,0,0.0001268,35.5,1.99689869055824
"CANDIDATE",5374854,"K00645.02",12.507394,0,4.164e-05,10.7807807807808,1.35561160151324
"FALSE POSITIVE",5384802,"K00646.01",5.3978976,0,-0.00105,1045.317616241,2.96492890995261
"CANDIDATE",5531694,"K00647.01",4.0823336,0,2.366e-06,14.5017826984425,1.00789265982636
"CANDIDATE",5531694,"K00647.02",8.2594963,0,-4.341e-05,3.54147368421053,0.79709800190295
"FALSE POSITIVE",5596440,"K00648.01",23.452297,0,4.789e-05,204.529535372403,0.955863262656858
"CANDIDATE",5613330,"K00649.01",11.81318,0,0.0001419,66.1384615384615,1.67392883079158
"CANDIDATE",5613330,"K00649.02",5.8822107,0,5.439e-05,3.26947791164659,1.03164239075841
"CANDIDATE",5786676,"K00650.01",22.158443,0,2.934e-05,144.563426688633,1.25455147302218
"FALSE POSITIVE",5796186,"K00651.01",49.830915,0,0.1494,516.56976744186,1.04576436222006
"CANDIDATE",5796675,"K00652.01",33.914169,0,0.0004456,371.148225469729,3.28953037483843
"FALSE POSITIVE",5893123,"K00653.01",2.5454485,0,0.0004739,2.6198409693298,2.06188466947961
"CANDIDATE",5941160,"K00654.01",5.6119921,0,-0.0001765,90.8255840326605,3.14211825555425
"CANDIDATE",5941160,"K00654.02",28.37285,0,-5.528e-05,14.1586384071933,0.807990867579909
"CANDIDATE",5966154,"K00655.01",17.231658,0,7.192e-05,126.547515257193,2.30656506447831
"CANDIDATE",5966154,"K00655.02",59.688079,0,0.0001111,236.308262711864,2.2689259360481
"FALSE POSITIVE",5966660,"K00656.01",3.2079724,0,0.01462,7.08653846153846,2.41258094357077
"CANDIDATE",6020753,"K00657.01",6.6594098,0,5.073e-05,32.4960443037975,1.84154662623199
"CANDIDATE",6020753,"K00657.02",20.264905,0,0.0004939,134.439834024896,2.84684684684685
"CANDIDATE",6062088,"K00658.01",6.4321973,0,0,23.5771658060815,2.30737493553378
"CANDIDATE",6062088,"K00658.02",8.9455686,0,0,38.3386436049158,1.8237108858528
"CANDIDATE",6062088,"K00658.03",10.731652,0,0,10.3745591633224,1.4717683557394
"CANDIDATE",6125481,"K00659.01",23.38045,0,2.622e-05,48.7313019390582,1.39073384092014
"CANDIDATE",6267535,"K00660.01",3.3565554,0,4.987e-05,21.1626591230552,0.964453386988598
"CANDIDATE",6347299,"K00661.01",16.350579,0,0.0001885,28.1909385113269,1.9851333624836
"CANDIDATE",6347299,"K00661.02",20.086678,0,4.393e-05,21.5079950799508,1.52098765432099
"CANDIDATE",6365156,"K00662.01",6.4499201,0,-6.35e-05,45.0989010989011,2.43674779352768
"CANDIDATE",6425957,"K00663.01",5.3123703,0,0,34.1344108889834,2.54509493670886
"CANDIDATE",6425957,"K00663.02",23.000681,0,0,243.300970873786,3.68794326241135
"CANDIDATE",6442340,"K00664.01",11.878136,0,-6.28e-05,19.2046470062556,1.73824130879346
"CANDIDATE",6442340,"K00664.02",7.6201976,0,7.388e-06,7.56987295825771,1.40768746061752
"CANDIDATE",6442340,"K00664.03",9.5021436,0,9.079e-05,26.2468827930175,1.40128755364807
"CANDIDATE",6685609,"K00665.01",5.8766138,0,-5.461e-05,44.1418516513265,2.44336344683808
"CANDIDATE",6685609,"K00665.02",2.0364503,0,7.783e-05,3.25855901890649,1.60032793605247
"CANDIDATE",6685609,"K00665.03",2.7990972,0,4.572e-05,3.10907504363002,1.41938144329897
"CANDIDATE",6707835,"K00666.01",19.018249,0,-2.545e-05,228.07109252483,2.38405036726128
"CANDIDATE",6752502,"K00667.01",6.7881651,1,-0.0002704,397.25168756027,3.49691797060218
"FALSE POSITIVE",6805146,"K00668.01",15.346364,0,0.001179,5492.59259259259,1.72826086956522
"FALSE POSITIVE",6960445,"K00669.01",2.1799781,0,-0.0164,15.7894736842105,0.862903225806452
"CANDIDATE",7033671,"K00670.01",10.326205,0,8.631e-06,18.7883469432796,1.70937912813738
"CANDIDATE",7040629,"K00671.01",2.8841249,0,-4.793e-05,22.2741629816804,2.1
"CANDIDATE",7040629,"K00671.02",7.7189822,0,-4.713e-05,7.44652406417112,1.26191403713803
"CANDIDATE",7040629,"K00671.03",15.562026,0,4.43e-05,12.8798455369078,1.2267818574514
"CANDIDATE",7040629,"K00671.04",9.4386208,0,-8.582e-05,7.78360957642726,1.31105088828666
"CANDIDATE",7115785,"K00672.01",36.543756,0,-0.0001923,262.555456965395,2.18903660535422
"CANDIDATE",7115785,"K00672.02",18.232315,0,0.0002978,131.269769543606,3.15067650676507
"FALSE POSITIVE",7115785,"K00672.03",1.3371006,0,4.049e-05,0.00298238617480891,0.455982641041538
"CANDIDATE",7124613,"K00673.01",5.2262762,0,1.016e-05,24.8480148883375,1.18827002053388
"CANDIDATE",7277317,"K00674.01",11.979504,0,-3.452e-05,67.4056966897614,1.80708951299043
"FALSE POSITIVE",7385509,"K00675.01",1.5662163,0,-0.006026,123.926526717557,1.86172487526728
"CANDIDATE",7447200,"K00676.01",13.176663,0,-9.581e-05,646.038863976084,0.325178504321684
"CANDIDATE",7447200,"K00676.02",5.986058,0,-0.0001012,158.7789228077,2.68289557975657
"FALSE POSITIVE",7466863,"K00677.01",9.961188,0,-0.001456,91.2455361973812,1.16343582887701
"CANDIDATE",7509886,"K00678.01",6.6990597,0,6.799e-05,16.001555814858,2.33256351039261
"CANDIDATE",7509886,"K00678.02",10.449078,0,7.559e-05,18.2106164383562,1.87063537492845
"CANDIDATE",7515212,"K00679.01",15.538863,0,4.291e-05,116.942760942761,1.69223785746709
"CANDIDATE",7515212,"K00679.02",9.1887981,0,-2.539e-05,6.58424336973479,1.0925100312082
"CANDIDATE",7529266,"K00680.01",7.0294938,0,8.368e-05,430.72319201995,1.4018691588785
"FALSE POSITIVE",7598128,"K00681.01",35.989526,0,0,37712.5850340136,1.95094339622641
"CANDIDATE",7630229,"K00683.01",295.38636,0,0.0004292,4943.86351128233,3.49590780023384
"CANDIDATE",7730747,"K00684.01",6.1004129,0,-6.037e-05,110.287897393915,1.16493760336791
"CANDIDATE",7764367,"K00685.01",3.309539,0,-0.0001809,15.3715586835024,1.62063012516185
"CANDIDATE",7906882,"K00686.01",104.26284,0,0.0009867,12170.3110145321,2.76974416017798
"CANDIDATE",7976520,"K00687.01",6.8534036,0,3.273e-05,15.3205723843152,1.59537166900421
"CANDIDATE",8161561,"K00688.01",4.4227435,0,-9.317e-05,9.98225602027883,1.80085391887771
"CANDIDATE",8361905,"K00689.01",15.506816,0,-4.071e-05,55.886524822695,1.77269670477471
"FALSE POSITIVE",8409588,"K00690.01",4.3362451,0,-0.0001277,88.1455531698497,1.73761467889908
"CANDIDATE",8480285,"K00691.01",21.875177,0,8.597e-05,54.0281173594132,1.61472785485592
"CANDIDATE",8480285,"K00691.02",9.3390532,0,3.24e-05,10.9590461378953,1.65989528795812
"CANDIDATE",8557374,"K00692.01",4.4178521,0,1.485e-05,6.07153965785381,1.18608852755194
"CANDIDATE",8557374,"K00692.02",20.431103,0,1.704e-05,27.7979027645377,1.53918411164788
"CANDIDATE",8738735,"K00693.01",9.9850852,0,0.0001358,43.0005042864347,2.62462462462462
"CANDIDATE",8738735,"K00693.02",12.33512,0,0.0003878,57.914979757085,2.46693916806925
"CANDIDATE",8802165,"K00694.01",17.444302,0,1.864e-05,129.487559241706,2.20822837951301
"CANDIDATE",8805348,"K00695.01",28.024925,0,-8.281e-05,130.975682087782,3.05560821484992
"CANDIDATE",8869680,"K00696.01",3.9929383,0,8.896e-05,12.8302515408962,1.42886942010847
"CANDIDATE",8878187,"K00697.01",3.1447787,0,0.0001043,9.32274459974587,2.59591298615689
"FALSE POSITIVE",8891278,"K00698.01",22.645409,0,-0.01583,1057.52265861027,1.46952931461602
"FALSE POSITIVE",8908102,"K00699.01",5.2850371,0,-0.0003865,233.747044917258,0.998326359832636
"CANDIDATE",8962094,"K00700.01",37.2491,0,1.297e-06,194.875742247636,2.55555555555556
"CANDIDATE",8962094,"K00700.02",10.298526,0,0.0001501,22.2486910994764,1.78783026421137
"CANDIDATE",8962094,"K00700.03",20.619366,0,-1.147e-05,15.4326838687028,1.16530723219141
"CANDIDATE",8962094,"K00700.04",65.708369,0,2.719e-05,34.2320949827652,0.980408331614766
"CANDIDATE",9002278,"K00701.01",30.296395,0,0.0001298,104.819990525817,2.59225741578683
"CANDIDATE",9002278,"K00701.02",8.4796219,0,9.038e-06,36.4465682015638,3.28284982935154
"CANDIDATE",9002278,"K00701.03",82.792099,0,-5.735e-06,286.790638025008,2.6272159163372
"CANDIDATE",9002278,"K00701.04",193.63488,0,0.0002781,108.638838475499,0.883107626514611
"CANDIDATE",9002278,"K00701.05",12.74195,0,5.449e-05,6.25127087872186,0.725486381322957
"FALSE POSITIVE",9053112,"K00702.01",2.5625423,0,-0.0003556,1.79422470274205,0
"FALSE POSITIVE",9162741,"K00703.01",3.0314819,0,-0.0001405,4.25659050966608,1.69049801405438
"CANDIDATE",9266431,"K00704.01",21.103729,0,0.0003884,292.184368737475,2.3219390926041
"FALSE POSITIVE",9300285,"K00705.01",2.0016647,0,0,4.6837416481069,0.0846565199506376
"FALSE POSITIVE",9426071,"K00706.01",31.752781,0,0.0009148,5918.90080428954,1.95502542041455
"CANDIDATE",9458613,"K00707.01",15.759576,0,-1.486e-05,77.3056537102474,1.88518781006378
"CANDIDATE",9458613,"K00707.02",14.834771,0,4.531e-06,193.494299128102,2.28259408602151
"CANDIDATE",9458613,"K00707.03",13.167727,0,-0.0002123,126.531511679154,1.93559660509236
"CANDIDATE",9458613,"K00707.04",9.8894185,0,0.0001187,16.1541367585946,1.8151638466481
"CANDIDATE",9458613,"K00707.05",5.5221759,0,-2.547e-05,3.23760412534708,0.97038998555609
"CANDIDATE",9530945,"K00708.01",10.735634,0,-0.0001917,103.398645379777,2.09823756387527
"CANDIDATE",9530945,"K00708.02",5.3405541,0,-2.141e-05,28.2945736434108,2.42351920156216
"CANDIDATE",9578686,"K00709.01",15.324114,0,1.393e-05,279.696087940511,2.13027061044682
"CANDIDATE",9590976,"K00710.01",6.0400925,0,0.0001442,8.9625831787935,1.5261893320519
"CANDIDATE",9590976,"K00710.02",9.8516403,0,2.305e-05,8.38499506416584,1.26974421685519
"CANDIDATE",9590976,"K00710.03",5.3727383,0,8.386e-05,4.38233710285406,1.41234711706465
"CANDIDATE",9597345,"K00711.01",40.386523,0,-0.0002098,106.561302681992,1.63927023121387
"CANDIDATE",9597345,"K00711.02",4.1966151,0,1.497e-05,8.36332291778903,1.91787658802178
"CANDIDATE",9597345,"K00711.03",68.464934,0,-0.0003385,163.639692420359,2.20371352785146
"FALSE POSITIVE",9640976,"K00712.01",3.8040948,0,0.0004607,4.38448275862069,1.81556809711426
"FALSE POSITIVE",9640985,"K00713.01",3.6976088,0,0.00222,8.93021066258679,2.1844262295082
"CANDIDATE",9702072,"K00714.01",8.8029946,0,-4.983e-05,63.3109118086697,2.74240940254652
"FALSE POSITIVE",9834719,"K00715.01",4.7869436,0,0.0003058,1355.94381637547,1.99938600081867
"CANDIDATE",9846348,"K00716.01",38.880807,0,-0.0001006,877.029702970297,1.80413625304136
"CANDIDATE",9873254,"K00717.01",18.164695,0,0.000125,23.7960185437687,1.61297182349814
"CANDIDATE",9873254,"K00717.02",5.4850082,0,1.958e-05,0.808566108007449,0.461784713885554
"CANDIDATE",9884104,"K00718.01",5.1106494,0,3.284e-05,27.1254237288136,2.39698890649762
"CANDIDATE",9884104,"K00718.02",15.704783,0,0.0001026,123.894436519258,2.67645096731154
"CANDIDATE",9884104,"K00718.03",25.2602,0,0.0002546,186.862244897959,2.43881546744983
"CANDIDATE",9950612,"K00719.01",21.36368,0,8.827e-05,89.2318663406683,2.46958011996572
"CANDIDATE",9950612,"K00719.02",32.218111,0,-0.0001093,195.532950022114,2.4248
"CANDIDATE",9950612,"K00719.03",9.130783,0,3.44e-05,10.9973924380704,1.47954278389061
"CANDIDATE",9950612,"K00719.04",19.077688,0,-8.726e-05,92.6567481402763,2.78281397544854
"CANDIDATE",9963524,"K00720.01",10.148659,0,0.0001316,111.109663974993,1.00285986653956
"CANDIDATE",9963524,"K00720.02",18.543034,0,-6.548e-06,80.4411764705882,2.02570625251038
"CANDIDATE",9963524,"K00720.03",47.566579,0,-0.0002792,60.202565833896,1.6220152817574
"CANDIDATE",9963524,"K00720.04",5.7640006,0,3.18e-05,11.3716197379426,1.85193519351935
"CANDIDATE",9964801,"K00721.01",8.4607423,0,-0.0001945,27.934350132626,2.34140017286085
"CANDIDATE",9965439,"K00722.01",25.739328,0,6.639e-05,168.845858895706,2.15455381784729
"CANDIDATE",10002866,"K00723.01",23.211744,0,-0.0003867,357.433808553971,2.54705958717383
"CANDIDATE",10002866,"K00723.02",9.0456867,0,-0.0001439,53.6081166772353,1.96883852691218
"CANDIDATE",10002866,"K00723.03",38.085236,0,0.0001444,92.4314784053156,2.06802938358352
"FALSE POSITIVE",10005020,"K00724.01",6.9388905,0,0.006086,17.6439232409382,1.58192834562698
"FALSE POSITIVE",10068383,"K00725.01",7.8898519,0,0.0003075,407.650809220206,4.56297123708461
"CANDIDATE",10157573,"K00726.01",5.7563405,0,-7.459e-05,52.20703125,1.22441072005166
"FALSE POSITIVE",10191070,"K00727.01",1.8466535,0,0.0002157,0.845436839176405,0.264118705035971
"CANDIDATE",10221013,"K00728.01",16.031795,0,-0.001125,932.351043235104,1.97697368421053
"FALSE POSITIVE",10225800,"K00729.01",3.9981349,0,-0.003695,22.614571092832,1.48845825021374
"CANDIDATE",10227020,"K00730.01",4.8008282,0,-0.0002885,45.8851113716295,1.78909418657053
"CANDIDATE",10227020,"K00730.02",5.2729857,0,-0.0004226,35,1.10084355828221
"CANDIDATE",10227020,"K00730.03",7.2010419,0,0.000131,6.89238410596026,1.5098536036036
"CANDIDATE",10227020,"K00730.04",3.2786455,0,-1.214e-05,18.4500632111252,2.11619506321493
"FALSE POSITIVE",10259031,"K00731.01",6.3174851,0,-0.06975,47.5793184488837,0.918291550603528
"CANDIDATE",10265898,"K00732.01",3.0464983,0,-4.824e-05,6.26139294926913,1.47145307522666
"CANDIDATE",10265898,"K00732.02",6.4579065,0,-0.0001782,3.10351341140914,0.753704313467237
"CANDIDATE",10265898,"K00732.03",5.85415,0,0.0001035,1.91901491830452,0.52018779342723
"CANDIDATE",10271806,"K00733.01",8.7683477,0,-0.0001833,88.1196402426271,3.09083263246426
"CANDIDATE",10271806,"K00733.02",19.013067,0,0.0003539,31.893856779353,2.04231133564888
"CANDIDATE",10271806,"K00733.03",4.95497,0,0.0002194,7.42577030812325,1.67589044983681
"CANDIDATE",10271806,"K00733.04",57.349489,0,0.0004552,18.1627670396745,0.50014009526478
"CANDIDATE",10272442,"K00734.01",15.615951,0,-0.000201,110.93690248566,1.59874701670644
"CANDIDATE",10272442,"K00734.02",54.857495,0,0.0004482,127.409422884147,0.320592592592593
"CANDIDATE",10287242,"K00735.01",11.888379,0,0.0003235,229.577843506319,2.26027397260274
"CANDIDATE",10340423,"K00736.01",25.451013,0,-0.000579,96.3375970263475,2.46705426356589
"CANDIDATE",10340423,"K00736.02",8.530436,0,-0.0004979,16.6600515975392,1.87575757575758
"FALSE POSITIVE",10345478,"K00737.01",15.933681,0,-0.0008886,878.419452887538,5.30015197568389
"CANDIDATE",10358759,"K00738.01",6.6839186,0,-0.001338,49.430303030303,0.975614552605703
"CANDIDATE",10358759,"K00738.02",6.7591195,0,-0.0009964,35.2722558340536,0.709742351046699
"CANDIDATE",10386984,"K00739.01",3.8174082,0,-0.0001862,7.34823977164605,1.91671420422133
"CANDIDATE",10395381,"K00740.01",23.704596,0,-0.0005387,57.7858081471748,2.16899671052632
"FALSE POSITIVE",10418797,"K00741.01",33.977747,0,0.003544,7661.76470588235,2.82788825757576
"FALSE POSITIVE",10419211,"K00742.01",17.159015,0,0.0001174,978.361320861039,2.90026833631485
"FALSE POSITIVE",10464078,"K00743.01",9.223745,0,-0.0001528,1886.96424605818,7.47859589041096
"FALSE POSITIVE",10480982,"K00744.01",31.057321,0,-0.001731,2568.35369400814,1.98862461220269
"FALSE POSITIVE",10480982,"K00744.02",1.9050188,0,-0.0001914,1.4018691588785,1.07897277466692
"FALSE POSITIVE",10485250,"K00745.01",13.419654,0,0.0008186,398.869801084991,5.782722513089
"CANDIDATE",10526549,"K00746.01",11.699235,0,0.0001896,83.5443037974684,1.85977125808056
"CANDIDATE",10583066,"K00747.01",19.745168,0,-0.0001026,31.3052781740371,1.72157975125464
"FALSE POSITIVE",10583180,"K00748.01",2.8016272,0,0.0001937,7.80399473222125,3.60335705163291
"CANDIDATE",10601284,"K00749.01",6.5797191,0,0.0003006,37.8416935112747,1.7502706604114
"CANDIDATE",10601284,"K00749.02",4.711102,0,-0.0001336,11.1569544874521,2.20526755852843
"CANDIDATE",10601284,"K00749.03",8.0052052,0,2.119e-05,4.99521244763615,0.896282774643213
"CANDIDATE",10662202,"K00750.01",24.747602,0,1.019e-06,111.120940224946,3.3521539104977
"CANDIDATE",10662202,"K00750.02",12.015544,0,0.0001019,3.91628753412193,0.46784765279008
"CANDIDATE",10662202,"K00750.03",21.470283,0,-4.147e-05,8.31090047393365,0.543977249644526
"CANDIDATE",10682541,"K00751.01",6.1531356,0,8.781e-06,62.0489296636086,2.28691851389323
"CANDIDATE",10797460,"K00752.01",9.196221,0,-0.0005549,75.3536257833482,2.36184857423795
"CANDIDATE",10797460,"K00752.02",67.428761,0,-0.001047,51.4976958525346,0.943197278911565
"FALSE POSITIVE",10811496,"K00753.01",54.880784,0,0.0005628,1215.26071526072,1.92242573495459
"FALSE POSITIVE",10848459,"K00754.01",3.5315766,0,-0.001423,274.522058823529,1.62154459960103
"CANDIDATE",10854555,"K00755.01",9.0096013,0,-7.285e-05,5.11044776119403,1.0633341421985
"CANDIDATE",10872983,"K00756.01",15.095555,0,0,26.3063063063063,1.68298027757487
"CANDIDATE",10872983,"K00756.02",4.2310563,0,0,28.2166301969365,1.97420395002015
"CANDIDATE",10872983,"K00756.03",4.542696,0,0,1.3998945333099,0.590271132376396
"CANDIDATE",10910878,"K00757.01",28.299599,0,0.0004904,220.756595321055,1.61089601769911
"CANDIDATE",10910878,"K00757.02",28.571184,0,0.0001184,610.526315789474,2.34350202786105
"CANDIDATE",10910878,"K00757.03",12.185154,0,-9.063e-05,14.0204512254504,1.41834061135371
"CANDIDATE",10987985,"K00758.01",21.609139,0,0.000538,63.7645348837209,2.02763117044396
"CANDIDATE",11018648,"K00759.01",24.699339,0,-0.0001563,444.764795144158,1.87775187775188
"CANDIDATE",11018648,"K00759.02",72.774002,0,0.000156,66.9086826347305,1.36729663105998
"CANDIDATE",11138155,"K00760.01",11.716346,0,-6.696e-05,2370.33968516984,2.28708644610459
"FALSE POSITIVE",11152159,"K00761.01",2.3851828,0,-0.01249,17.1052631578947,1.15375265876633
"CANDIDATE",11153539,"K00762.01",5.1539559,0,-9.557e-05,7.14627659574468,1.40740740740741
"FALSE POSITIVE",11242721,"K00763.01",23.3749,0,-0.0001765,3042.78812974465,2.48710390567428
"CANDIDATE",11304958,"K00764.01",28.205711,0,-0.0004023,113.018652455272,2.31906375115491
"CANDIDATE",11391957,"K00765.01",14.755204,0,-9.43e-05,43.9452332657201,2.30334014996592
"CANDIDATE",11403044,"K00766.01",5.1803508,0,-8.795e-05,83.1432718225171,1.89888603256213
"CANDIDATE",11414511,"K00767.01",8.7418348,0,0.0006911,554.25667090216,2.88098878695209
"FALSE POSITIVE",11442465,"K00768.01",13.344775,0,-0.001606,1093.50518069244,6.72226434167298
"CANDIDATE",11460018,"K00769.01",6.3563435,0,5.908e-05,17.4968125796855,1.68158567774936
"FALSE POSITIVE",11463211,"K00770.01",3.9980252,0,-0.0015,63.5755573905863,0.913860701107011
"FALSE POSITIVE",11465813,"K00771.01",84.325692,0,-0.004915,14843.3095672359,3.39128275176953
"FALSE POSITIVE",11493732,"K00772.01",31.705211,0,-0.0008746,292.959149784125,0.95566742448847
"CANDIDATE",11507101,"K00773.01",32.309679,0,-0.001041,66.0402684563758,2.06974248927039
"FALSE POSITIVE",11656840,"K00774.01",25.564599,0,0.004054,1404.95346269128,2.54616384915475
"CANDIDATE",11754553,"K00775.01",8.2234359,0,-1.827e-05,102.084866323277,1.58565837646762
"CANDIDATE",11754553,"K00775.02",28.044158,0,-3.1e-05,30.71875,1.43430807248764
"CANDIDATE",11754553,"K00775.03",44.922618,0,0.0008449,65.2898019075568,1.78818537859008
"CANDIDATE",11812062,"K00776.01",8.2378906,0,-0.001356,196.305703070884,1.87542163256128
"CANDIDATE",11818800,"K00777.01",55.271653,0,-0.00114,2774.14330218069,2.95055821371611
"CANDIDATE",11853255,"K00778.01",7.094719,0,-0.0005673,20.9439228622177,2.07845084409136
"FALSE POSITIVE",11909839,"K00779.01",12.702608,0,4.001e-05,692.235294117647,2.80867850098619
"CANDIDATE",11918099,"K00780.01",4.95522,0,0.000452,16.6514047866805,2.16000807102502
"CANDIDATE",11918099,"K00780.02",81.92929,0,0.0007533,17.891061452514,0.502960526315789
"CANDIDATE",11923270,"K00781.01",26.577053,0,0.0005964,85.1926782273603,1.99594320486815
"CANDIDATE",11960862,"K00782.01",9.8492011,0,-7.452e-05,75.1913043478261,1.8138030194105
"CANDIDATE",12020329,"K00783.01",6.4942603,0,0.0006417,108.668373879641,2.04728260869565
"CANDIDATE",12066335,"K00784.01",19.648322,0,0.001447,251.745024516873,3.00610820244328
"CANDIDATE",12066335,"K00784.02",19.107501,0,0.001165,122.725992678119,2.88295600170867
"CANDIDATE",12070811,"K00785.01",12.989406,0,0.0001118,58.3265582655827,2.26348956282001
"CANDIDATE",12110942,"K00786.01",3.7184039,0,0.0001177,24.0357598978289,1.71716260895702
"CANDIDATE",12366084,"K00787.01",7.5603779,0,-9.931e-05,14.1207963861469,2.20833333333333
"CANDIDATE",12366084,"K00787.02",17.484666,0,-0.0001674,71.7807089859852,2.5083135391924
"CANDIDATE",12366084,"K00787.03",1.3713794,0,-4.354e-05,0.326622073578595,0.523762620044324
"CANDIDATE",12404086,"K00788.01",40.990206,0,3.314e-05,75.4622561492791,1.68583582795021
"CANDIDATE",12470844,"K00790.01",16.011027,0,0.0003712,25.0100315276584,1.90886075949367
"CANDIDATE",12470844,"K00790.02",72.538443,0,0.0002477,29.8897795591182,0.765815085158151
"CANDIDATE",12644822,"K00791.01",16.023276,0,0.001479,504.195402298851,1.90294704187902
"FALSE POSITIVE",2440757,"K00792.01",4.1306852,0,0.0002586,26.1309925725861,1.87867265814034
"FALSE POSITIVE",2445129,"K00793.01",6.9028002,0,0.0046,36.0176211453745,0.661028037383178
"CANDIDATE",2713049,"K00794.01",3.6730108,0,-0.0001886,8.2270505160239,1.92212518195051
"CANDIDATE",3114167,"K00795.01",11.639916,0,0.0005724,92.5833694239931,2.1575856889253
"FALSE POSITIVE",3114661,"K00796.01",2.9031413,0,0.2722,185.688499226405,6.24846625766871
"CANDIDATE",3115833,"K00797.01",12.679964,0,-0.0003063,897.532413216228,2.13744360902256
"FALSE POSITIVE",3120431,"K00798.01",2.2016762,0,-0.0005767,6.79484514653918,0.753617154158426
"CANDIDATE",3246984,"K00799.01",4.0563089,0,0.0008047,19.8763842389905,2.43616508752208
"CANDIDATE",3342970,"K00800.01",3.8097243,0,-0.0002963,15.5676988463874,1.4009900990099
"CANDIDATE",3342970,"K00800.02",8.9871287,0,-0.0008314,19.9133489461358,1.72357106727365
"CANDIDATE",3351888,"K00801.01",4.4966753,0,-0.002258,172.987779182469,1.95512820512821
"CANDIDATE",3453214,"K00802.01",68.850185,0,-0.01335,2402.41610738255,2.67052489905787
"FALSE POSITIVE",3554600,"K00803.01",4.6010363,0,-0.001912,6.13661202185792,1.99144173798552
"CANDIDATE",3641726,"K00804.01",13.461894,0,-6.135e-05,32.9425199847735,2.16826923076923
"FALSE POSITIVE",3734868,"K00805.01",11.351131,0,0.0008281,196.141197105898,2.97581013235965
"CANDIDATE",3832474,"K00806.01",79.284046,0,3.805e-06,28.3107895564643,0.798873692679002
"CANDIDATE",3832474,"K00806.02",137.7879,0,0.0009133,57.1365079365079,2.98172959805116
"FALSE POSITIVE",3836375,"K00807.01",3.2432804,0,0.002052,6.41876629018245,2.04631083202512
"FALSE POSITIVE",3838486,"K00808.01",1.5186843,0,0.002602,12.6369168356998,1.66020730058585
"CANDIDATE",3935914,"K00809.01",5.1489496,0,0.0006342,541.079657669519,1.83572093023256
"CANDIDATE",3940418,"K00810.01",6.6068522,0,1.964e-05,84.0869476058649,2.22426470588235
"CANDIDATE",4049131,"K00811.01",31.374975,0,0.0001036,75.4159592529711,2.34416543574594
"CANDIDATE",4139816,"K00812.01",6.2871583,0,-0.000126,65.4523618895116,3.4755364806867
"CANDIDATE",4139816,"K00812.02",37.071564,0,-9.91e-05,30.3031335149864,1.54731264193793
"CANDIDATE",4139816,"K00812.03",61.50838,0,0.001439,33.2948622486969,1.25984990619137
"CANDIDATE",4139816,"K00812.04",13.215914,0,0.0003142,12.0083682008368,1.39165701042874
"CANDIDATE",4275191,"K00813.01",10.452677,0,-0.001106,293.630790190736,1.76156097560976
"CANDIDATE",4476123,"K00814.01",25.100697,0,-0.0001554,20.9052233514536,1.41016109045849
"CANDIDATE",4544670,"K00815.01",47.253965,0,-7.295e-05,796.860986547085,1.8
"CANDIDATE",4664847,"K00816.01",11.725047,0,-1.018e-05,82.3759541984733,1.49681978798587
"CANDIDATE",4725681,"K00817.01",26.238921,0,-0.0008789,94.3279109589041,2.03839122486289
"CANDIDATE",4725681,"K00817.02",25.590673,0,-0.0009625,18.0032733224223,0.97667593450726
"CANDIDATE",4913852,"K00818.01",17.297576,0,0.0005428,44.720942140297,2.46108490566038
"FALSE POSITIVE",4932348,"K00819.01",77.650236,0,-0.07478,26851.4080287597,3.73763306199123
"FALSE POSITIVE",4936180,"K00820.01",10.904073,0,0.0005132,142.777871195561,1.69588414634146
"CANDIDATE",5021899,"K00821.01",28.293494,0,0.0003259,34.4747081712062,1.61468735596866
"FALSE POSITIVE",5077629,"K00822.01",14.995604,0,-0.002208,1526.10371408549,3.22555812163202
