"koi_disposition","kepid","kepoi_name","tce_ror","tce_model_snr","tce_nkoi","tcet_ingress","tcet_depth","tce_max_sngle_ev","tce_rb_tcount4","tce_fwm_sdeco","tce_fwm_pdeco","tce_dicco_msky","tce_dor_sn","tce_fwm_sdec_sn"
"CANDIDATE",5084942,"K00161.01",0.032207579,177.7,1,0.3305,862.5,18.37,0,-0.4407,4.776e-05,0.053198,6.90453055991269,2513214.25
"CANDIDATE",8107380,"K00162.01",0.026202325,96.12,1,0.8165,675.4,15.73,4,-0.1384,7.939e-05,0.23929,2.7083111769319,1080172.03931204
"CANDIDATE",6851425,"K00163.01",0.02622887,90.99,1,0.6537,599.9,11.87,0,-0.3348,0.0001603,0.35761,3.36578469667492,1224140.95375723
"FALSE POSITIVE",5652237,"K00164.01",0.01748591,33.11,1,1.262,204.6,9.715,0,13.65,-0.002663,9.5191,12.5499860796402,332228.06504065
"CANDIDATE",9527915,"K00165.01",0.031828232,85.12,1,0.6145,840.2,12.09,0,0.1789,-0.0005696,0.027719,5.19685633493621,1097298.33729216
"CANDIDATE",2441495,"K00166.01",0.028464205,70.66,1,0.3041,662,11.23,0,-0.4078,0.0001245,0.19314,2.7479850454462,619175.032786885
"CANDIDATE",11666881,"K00167.01",0.020876753,103.4,1,0.5774,398.6,10.44,0,0.07028,2.635e-06,0.074855,9.04538408088295,1481102.97619048
"CANDIDATE",11512246,"K00168.01",0.022281762,72.26,3,1.309,386.5,8.863,0,0.1414,0,0.1615,14.7716387965383,1028674.82328482
"CANDIDATE",11512246,"K00168.02",0.014651955,32.12,3,0.9056,189,7.836,0,0.2484,0,0.33588,1.34822320605351,445759.36036036
"CANDIDATE",11512246,"K00168.03",0.011319118,23.36,3,1.945,112,5.45,0,-0.8356,0,0.75423,1.42069570106711,325519.657894737
"FALSE POSITIVE",6185711,"K00169.01",0.03841057,43.41,1,1.012,649.5,14.17,0,4.925,-0.003187,8.9257,5.9095542223223,692711.3
"FALSE POSITIVE",11044770,"K00170.01",0.021849113,37.29,1,2.174,292.7,7.4,0,10.2,-0.003068,8.6567,11.7133007190952,373513.1
"CANDIDATE",7831264,"K00171.01",0.022857141,93,2,0.6388,487.5,9.559,0,-0.0401,-4.498e-05,0.088931,3.54292671999776,1136731.56657963
"CANDIDATE",7831264,"K00171.02",0.016739535,27.23,2,0.5802,238.8,5.464,0,-0.06208,-1.641e-05,0.1091,1.27847229506273,340131.3515625
"CANDIDATE",8692861,"K00172.01",0.023629141,88.37,2,1.06,542,12.48,0,-0.1823,-2.721e-05,0.052821,3.00495381623301,1113370.69478908
"CANDIDATE",8692861,"K00172.02",0.019295468,19.69,2,1.757,309.2,11.45,0,0.4945,-0.0002438,1.4571,2.25584946597476,246533.115384615
"CANDIDATE",11402995,"K00173.01",0.02321566,77.3,1,0.9788,441,9.399,0,-0.06123,-0.0001396,0.043267,7.37258229882381,1007403.53783231
"CANDIDATE",10810838,"K00174.01",0.034821651,51.08,1,0.7457,980,15.57,0,0.8659,-0.0002601,0.11041,3.28384096093672,671896.522346369
"FALSE POSITIVE",8323753,"K00175.01",0.018646716,42.08,1,0.8017,268.4,8.794,0,9.447,-0.00253,7.8595,6.13589833716958,582081.655716163
"CANDIDATE",6442377,"K00176.01",0.021101001,57.62,1,0.9862,419.7,12.29,0,0.2292,-2.005e-05,0.16257,3.30289477561329,764319.781021898
"CANDIDATE",6803202,"K00177.01",0.017047019,46.78,1,1.046,288.9,7.582,0,-0.1253,-8.769e-05,0.35084,1.15583113494328,550678.031290743
"FALSE POSITIVE",11455491,"K00178.01",0.012889135,29.44,1,1.832,120.3,9.808,0,-66.32,0.007375,8.9865,13.5395198501835,418391.508474576
"CANDIDATE",9663113,"K00179.01",0.030474605,120.9,2,1.793,979.3,20.7,0,-0.1781,-0.0001572,0.12182,6.44875111803518,1890965.34693878
"CANDIDATE",9663113,"K00179.02",0.035700301,39.9,2,2.18,963.3,29.14,0,-0.2922,-4.92e-05,0.089793,7.67395725256777,908404.294117647
"CANDIDATE",9573539,"K00180.01",0.027138073,92.27,1,0.6197,643.5,14.59,0,0.2913,-2.201e-05,0.068534,6.24466591389985,2234258.98550725
"FALSE POSITIVE",12504988,"K00181.01",0.15379449,1636,1,0.9071,24270,180,0,0.484,0.002842,0.16105,474.77094676346,36209481.6901409
"CANDIDATE",5376836,"K00182.01",0.13549507,1482,1,0.7738,18820,138.5,0,0.2489,8.307e-05,0.027661,466.089177609099,35613271.0526316
"CANDIDATE",9651668,"K00183.01",0.12329977,2686,1,0.5897,17540,193,0,0.0445,-0.001386,0.0080239,190.028539099322,39650591.4529914
"FALSE POSITIVE",7972785,"K00184.01",0.10826147,1335,1,0.9993,12550,121.1,0,0.03259,0.00109,0.0050783,218.044633199647,19891885.9090909
"FALSE POSITIVE",4178389,"K00185.01",0.23525895,1015,1,1.13,28230,330.4,1,-0.0757,-0.009349,0.15553,198.147343352554,11480309.6491228
"CANDIDATE",12019440,"K00186.01",0.11748588,1587,1,0.6264,15890,133.8,0,0.0149,-0.0008932,0.021342,103.119216691378,19948641.8972332
"FALSE POSITIVE",7023960,"K00187.01",0.1426541,1143,1,1.054,23140,232.8,0,0.09108,-0.0006482,0.0050187,167.512739807119,13681963.022508
"CANDIDATE",5357901,"K00188.01",0.1142657,1540,1,0.586,14020,140.1,0,-0.1014,-4.848e-05,0.0049248,126.03290623588,19045874.1784038
"CANDIDATE",11391018,"K00189.01",0.13237587,1021,1,1.259,20130,229.5,0,0.3515,-0.0003632,0.014194,158.597684880879,14447826.3929619
"FALSE POSITIVE",5771719,"K00190.01",0.11142515,556.3,1,1.302,10950,129,0,-0.1051,2.5e-05,0.045009,280.587951313036,10653244.4155844
"CANDIDATE",5972334,"K00191.01",0.11430012,659.9,4,0.87,14040,110.9,0,0.2088,-0.0001327,0.14821,84.1922188394619,8623853.13807531
"CANDIDATE",5972334,"K00191.02",0.0278732,59.93,4,0.4742,640.5,8.395,0,0.1839,1.011e-05,0.34431,4.02675096032714,696317.753378378
"CANDIDATE",5972334,"K00191.03",0.012983271,20.71,4,0.3026,168.1,4.485,0,0.1488,7.048e-06,0.64907,0.674346835704303,248325.307228916
"CANDIDATE",5972334,"K00191.04",0.024376968,16.14,4,0.9341,531.5,6.234,0,-0.6245,0.0004393,0.22497,1.13785942650878,245367.779761905
"CANDIDATE",7950644,"K00192.01",0.090104708,1184,1,0.8292,9266,161,0,0.001425,0.0004139,0.012115,61.4463464949661,14815210.1694915
"FALSE POSITIVE",10799735,"K00193.01",0.13285834,831.5,1,0.8991,19270,202.4,0,0.08404,0.0007782,0.17239,123.652337264405,12649693.7007874
"CANDIDATE",10904857,"K00194.01",0.13152545,954.1,1,0.6398,16080,95.43,0,0.1735,0.000865,0.017118,312.205226654204,17266113.5714286
"CANDIDATE",11502867,"K00195.01",0.11869968,1337,1,0.5511,14030,97.47,0,0.0881,0.001059,0.0058344,164.09057293417,16657718.5185185
"CANDIDATE",9410930,"K00196.01",0.10079657,1840,1,0.5691,10300,116.7,0,0.05348,-0.000621,0.0031288,200.010167705211,25126587.431694
"CANDIDATE",2987027,"K00197.01",0.091298931,739.1,1,0.8243,9952,125.2,0,-0.4681,-0.0001924,0.014588,35.8277384116642,8410621.14537445
"FALSE POSITIVE",10666242,"K00198.01",0.18039537,462.8,1,1.627,17770,238.7,0,-0.1894,-0.0004984,0.015619,68.6407970218726,7950375.95356551
"CANDIDATE",10019708,"K00199.01",0.094221973,1343,2,0.6659,9726,93.93,0,0.1509,0.002655,0.021216,94.1832130149657,14719762.3824451
"FALSE POSITIVE",10019708,"K00199.02",0.018467216,19.99,2,3.202,217.7,4.955,0,188.9,-0.04034,13.29,13.5493596452498,0
"CANDIDATE",6046540,"K00200.01",0.090066251,850.5,1,0.6918,8225,103.3,0,0.1182,-0.0005434,0.0549,85.7418360225461,11057634.4919786
"CANDIDATE",6849046,"K00201.01",0.08039187,1365,1,0.6394,7264,116.9,0,0.07816,0,0.0063618,51.4655980540643,16351417.7606178
"CANDIDATE",7877496,"K00202.01",0.099724242,1572,1,0.5484,9996,108.1,0,0.05167,-0.003873,0.1674,158.015590334757,21517721.182266
"CANDIDATE",10619192,"K00203.01",0.13004003,2173,1,0.4943,20180,137.1,1,0.1335,-0.01007,0.017168,141.535325609132,39192661.4754098
"CANDIDATE",9305831,"K00204.01",0.081063753,740.7,1,0.6458,6748,56.11,0,0.611,0.004011,0.16622,57.4628108413308,7931076.25649913
"CANDIDATE",7046804,"K00205.01",0.09705502,702.6,1,0.6999,9433,100.1,0,0.1587,-0.001331,0.018185,85.4651738003308,9801367.28110599
"CANDIDATE",5728139,"K00206.01",0.063629319,564.2,1,0.8365,4452,47.41,0,-0.03788,-0.001888,0.043114,37.2253200473826,7659300.74766355
"CANDIDATE",3762468,"K00208.01",0.085985744,477.6,1,0.6349,8002,41.05,1,-0.393,-0.00131,0.025637,38.0066292584946,6469472.71214642
"CANDIDATE",10723750,"K00209.01",0.069625598,369.6,2,1.532,5447,91.5,0,-0.09331,-0.0001567,0.0021709,42.300959616723,7267806.9591528
"CANDIDATE",10723750,"K00209.02",0.04818813,221.6,2,1.204,2294,34.18,0,-0.2182,0.0002356,0.026086,27.2154079396528,3905704.79674797
"FALSE POSITIVE",10602291,"K00210.01",0.1256958,257,1,1.244,7895,56.44,0,-0.01261,-0.0003883,0.048508,49.8591825680366,4193037.36842105
"CANDIDATE",10656508,"K00211.01",0.080585114,173.6,1,0.891,7393,69.08,0,-0.2328,0.001418,0.032148,8.22106217250031,2050086.96581197
"CANDIDATE",6300348,"K00212.01",0.065806465,350.1,1,0.7074,4741,43.76,0,-0.3345,-0.000638,0.17086,13.6701075142612,5252915.02525253
"FALSE POSITIVE",9164836,"K00213.01",0.36564357,2362,1,1.984,68620,668.3,0,-0.08903,-0.0008935,0.06187,1236.66694371706,33036047.1014493
"CANDIDATE",11046458,"K00214.01",0.095118021,453.4,1,0.493,5953,39.36,1,0.1151,-0.001449,0.044008,49.3331139985276,5520168.40909091
"FALSE POSITIVE",12508335,"K00215.01",0.1383637,261.5,1,1.383,9015,64.62,0,0.8179,0.002166,0.19661,38.7817068533451,3729528.04347826
"CANDIDATE",6152974,"K00216.01",0.070599594,196.5,2,0.654,5129,37.64,0,-0.1701,-0.0009789,0.14509,12.9548610766546,2818012.44897959
"CANDIDATE",6152974,"K00216.02",0.018332279,16.45,2,0.7701,255.5,4.017,0,-0.3282,-6.409e-06,0.38417,0.633793957073061,236712.794285714
"CANDIDATE",9595827,"K00217.01",0.13267647,1413,1,0.6122,20610,140,0,-0.1899,0.0009357,0.022781,108.205922180704,21730421.1267606
"FALSE POSITIVE",9838975,"K00218.01",0.20487119,1206,1,0.8803,49590,209.8,0,0.2914,-0.0001226,0.0058853,203.070615326226,13089952.5280899
"CANDIDATE",6305192,"K00219.01",0.054649661,389.7,1,0.9065,2967,40,0,-0.1063,0.0002142,0.075258,40.9055581304312,5918183.23863636
"CANDIDATE",7132798,"K00220.01",0.042882624,397.8,2,0.5303,1800,27.23,0,-0.2115,0.0002716,0.010429,13.8247242012028,5195963.58099878
"CANDIDATE",7132798,"K00220.02",0.011469747,18.89,2,0.003913,100.6,4.203,0,-1.67,0.0001799,1.1283,0.547695670394382,261708.319018405
"CANDIDATE",3937519,"K00221.01",0.058507917,459.2,2,0.5759,3718,32.43,1,-0.2369,-5.973e-05,0.00053383,11.5268229729358,3833144.50980392
"CANDIDATE",3937519,"K00221.02",0.012987705,13.49,2,0.9231,132.4,3.225,1,-1.101,0.0001177,0.56522,0.47672123759705,119932.006134969
"CANDIDATE",4249725,"K00222.01",0.037083616,98.94,2,0.5183,1206,11.13,0,0.1528,-0.0002413,0.13719,5.28308962925523,1170808.69047619
"CANDIDATE",4249725,"K00222.02",0.028866237,45.04,2,0.6028,762.2,7.672,0,0.01712,-4.172e-05,0.14569,1.88811464851077,540372.733516484
"CANDIDATE",4545187,"K00223.01",0.037183013,110.1,2,0.3475,1101,10.34,0,0.3054,-0.0002351,0.099546,7.46988600313739,1124025.07082153
"CANDIDATE",4545187,"K00223.02",0.031472729,36.39,2,1,969,9.753,0,-0.2092,0.0003081,0.33719,1.29659420484258,430813.702497286
"FALSE POSITIVE",5547480,"K00224.01",0.040543953,59.16,1,0.8551,873.7,8.755,0,-6.874,0.005859,4.5836,7.79743896694808,674263.305785124
"FALSE POSITIVE",5801571,"K00225.01",0.051382399,294,1,0.8576,2927,18.78,0,0.05464,-0.001055,0.31314,36.3811876217282,4026933.82352941
"CANDIDATE",5959753,"K00226.01",0.032504094,61.8,1,0.7157,767.1,7.171,0,-0.05776,0.0002362,0.099029,11.23439954543,728640
"CANDIDATE",3847907,"K00229.01",0.053330169,364.2,1,0.604,2864,31.25,0,-0.1783,0.000767,0.39252,15.0677006333421,3298975.42372881
"FALSE POSITIVE",3862246,"K00230.01",0.096003458,211.5,1,0.8813,4738,27.31,0,-0.2195,-0.002638,0.59433,31.5409714724588,2864432.27941176
"FALSE POSITIVE",4043443,"K00231.01",0.11230008,72.16,1,1.454,5477,29.97,0,0.09705,-0.0003026,0.073915,10.1094788403286,739448.245283019
"CANDIDATE",4833421,"K00232.01",0.045902018,237,5,0.8507,2145,34.22,0,-0.1638,0.0002824,0.070806,14.0877992584504,3274513.52459016
"CANDIDATE",4833421,"K00232.02",0.019368412,54.07,5,0.5129,334.2,5.816,0,-0.07837,1.418e-05,0.052896,1.828345778952,684059.726027397
"CANDIDATE",4833421,"K00232.03",0.021496149,25.51,5,2.115,345.9,6.326,0,-0.2832,8.637e-05,0.52334,7.10664196114177,353531.247787611
"CANDIDATE",4833421,"K00232.04",0.017547639,24.4,5,1.096,290.7,5.538,0,-0.1651,3.759e-05,0.28445,0.756180149288175,330157.553719008
"CANDIDATE",4833421,"K00232.05",0.018006504,22.58,5,1.725,323.2,6.86,0,-0.3844,0.0001127,0.28427,0.849306848232949,291598.562043796
"FALSE POSITIVE",5023956,"K00233.01",0.10701929,291.8,1,1.959,6108,93.36,0,56.6,-0.2306,8.5045,76.3126047577803,5150119.35897436
"CANDIDATE",8491277,"K00234.01",0.028931568,91.77,1,0.8147,759.1,11.46,0,-0.2249,0.0001132,0.065879,5.83346934335378,1091144.31372549
"CANDIDATE",8107225,"K00235.01",0.02636737,70.25,1,0.4811,608.8,7.302,7,-0.1145,-6.52e-05,0.2304,1.98937007116936,867888.893280633
"FALSE POSITIVE",8453211,"K00236.01",0.066140181,111.8,1,2.785,3427,123.6,0,-37.33,0.05002,0,15.5657289487391,1708076.11538462
"CANDIDATE",8041216,"K00237.01",0.027653305,81.28,1,0.6099,619.2,10.22,0,-0.01601,5.715e-05,0.016424,8.15218196254743,1112996.09137056
"CANDIDATE",7219825,"K00238.01",0.022318391,59.5,3,0.5406,475.7,8.937,0,0.4334,-0.0002136,0.32959,1.62428948643081,707141.818181818
"CANDIDATE",7219825,"K00238.02",0.018424055,11.62,3,2.134,257.3,8.69,0,-0.4354,0.0001266,0.71436,2.24295809720128,115626.591891892
"CANDIDATE",7219825,"K00238.03",0.011347777,10.75,3,0.005901,114.3,3.294,0,0.2899,-3.247e-05,0.38817,0.305069310243227,130036.598784195
"CANDIDATE",6383785,"K00239.01",0.039225003,134.7,2,0.5469,1388,13.93,0,0.2807,0.001095,0.34544,7.67438224552988,2280343.60655738
"CANDIDATE",6383785,"K00239.02",0.014154263,18.93,2,0.7881,169.7,5.311,0,-0.04072,0.000182,0.39798,0.639807535222165,328584.244094488
"CANDIDATE",8026752,"K00240.01",0.031941757,117.8,1,0.786,1251,11.96,0,0.1972,-0.0001089,0.09103,4.41533077103316,1387982.75316456
"CANDIDATE",11288051,"K00241.01",0.030441084,69.05,3,0.7912,730.6,11.47,0,0.07898,-0.0001273,0.2327,7.7114630266389,936353.664122137
"CANDIDATE",11288051,"K00241.02",0.021677322,21.3,3,2.103,313,6.196,0,-0.00929,-2.438e-05,0.43466,6.63303762535505,293801.838323353
"CANDIDATE",11288051,"K00241.03",0.012908172,20.93,3,0.6746,131,4.556,0,-0.04412,-6.079e-06,0.11685,0.570031348349983,278777.829545454
"FALSE POSITIVE",3642741,"K00242.01",0.056650788,283.3,1,0.8613,3523,30.84,0,-0.2638,-0.0005473,0.10987,17.1080039208699,3686437.80952381
"FALSE POSITIVE",9592579,"K00243.01",0.11378801,299.5,1,2.145,5739,82.96,0,32.53,0,5.0759,78.5548628474987,4894789.11205074
"CANDIDATE",4349452,"K00244.01",0.036420429,414.9,2,0.6589,1154,53.94,0,0.3741,1.748e-05,0.57451,48.2610401202173,4143544.91080798
"CANDIDATE",4349452,"K00244.02",0.021447683,221.6,2,0.6695,388,22.16,0,0.4712,-3.298e-05,0.87816,19.3361128916933,2157814.75409836
"CANDIDATE",8478994,"K00245.01",0.024780324,167.4,4,0.799,576.3,45.32,0,1.242,-0.0006645,3.6423,10.3322507921039,1969847.74336283
"CANDIDATE",8478994,"K00245.02",0.010444274,34.27,4,0.6808,86.07,7.641,0,0.3778,-2.097e-05,4.1806,2.33065723915168,408424.944954128
"CANDIDATE",11295426,"K00246.01",0.019077309,243,2,0.6081,333.2,22.31,0,-0.5341,0.0001224,1.4608,7.95308961930055,2464327.73869347
"CANDIDATE",11295426,"K00246.02",0.0080288647,27.54,2,0.7096,55.03,21.69,0,-0.4629,1.555e-05,2.5108,1.07309712116896,291905.601190476
"CANDIDATE",11852982,"K00247.01",0.036067278,48.14,1,0.7066,1043,8.291,0,0.0069,-0.0001805,0.060096,7.42450862456993,708288.02259887
"CANDIDATE",5364071,"K00248.01",0.044276382,84.27,4,0.6014,1693,11.85,0,-0.04274,1.155e-05,0.12981,8.47322930073668,1449706.35714286
"CANDIDATE",5364071,"K00248.02",0.030106092,53.4,4,0.5097,776.9,10.21,0,0.2214,-0.0001929,0.13314,3.49639354257721,835223.271604938
"CANDIDATE",5364071,"K00248.03",0.05410989,48.25,4,1.192,1335,7.449,0,-0.1229,0.00012,0.12714,7.60418552001715,791262.300194932
"CANDIDATE",5364071,"K00248.04",0.02868131,22.85,4,0.002131,751.4,6.387,0,-0.1174,6.385e-05,0.60033,0.71557437423088,382941.103773585
"CANDIDATE",9390653,"K00249.01",0.045067159,107.4,1,0.3468,1787,16.15,0,0.311,0.001125,1.1336,6.42411336430208,2242560.29268293
"CANDIDATE",9757613,"K00250.01",0.053826674,105,4,0.6774,2675,17.02,0,-0.06184,-0.0006605,0.11326,10.2180427628907,1811926.96498054
"CANDIDATE",9757613,"K00250.02",0.049739315,54.07,4,0.6094,1930,10.91,0,-0.5947,0.0005987,0.18668,11.2775518687128,885292.300380228
"CANDIDATE",9757613,"K00250.03",0.038570106,25.86,4,0.3876,1418,11.2,0,0.4325,-0.001088,0.06501,0.736113114255325,412094.336283186
"CANDIDATE",9757613,"K00250.04",0.021415914,25.24,4,0.5439,373,4.209,0,-0.3336,1.369e-05,0.16611,1.22699988870344,398003.82051282
"CANDIDATE",10489206,"K00251.01",0.048472749,144.9,2,0.4348,2267,14.95,1,0.6685,0.003124,0.04107,6.40659748483707,1874217.55905512
"CANDIDATE",10489206,"K00251.02",0.017248663,13.08,2,0.0001752,241.8,3.99,1,-0.8244,0.000733,0.58723,0.327089488416487,176969.185873606
"CANDIDATE",11187837,"K00252.01",0.048138295,72.04,1,0.7799,2188,14.03,0,0.2863,0.001501,0.10454,5.94583533145061,1130154.39814815
"CANDIDATE",11752906,"K00253.01",0.052812418,63.87,2,0.3717,2086,9.956,0,-0.9726,-0.001851,1.5337,5.63568169216949,1665400
"CANDIDATE",11752906,"K00253.02",0.035011285,14.32,2,1.218,857.1,4.967,0,-0.6247,-0.0009121,1.427,5.81059477479029,409525.37704918
"CANDIDATE",5794240,"K00254.01",0.17796879,1397,1,0.5049,36150,114.1,0,-0.3629,0.001127,0.015386,134.17808263258,15978275.8754864
"CANDIDATE",7021681,"K00255.01",0.045711658,84.97,3,0.7791,2240,17.75,0,0.5709,0.0005278,0.31657,3.34927490858746,1188346.06145251
"CANDIDATE",7021681,"K00255.02",0.014152581,9.437,3,1.121,195.7,3.076,0,0.3305,9.378e-05,1.4184,0.231297189040832,120517.626062323
"FALSE POSITIVE",7021681,"K00255.03",0.012181991,7.997,3,1.06,114.2,3.396,0,0.3933,5.038e-05,1.8315,0.272329491094208,104527.614250614
"FALSE POSITIVE",11548140,"K00256.01",0.042292678,30.76,1,0.1219,21290,27.95,1,-2.845,0.005516,0.20841,0.530298095423144,1084564.11378556
"CANDIDATE",5514383,"K00257.01",0.023672214,165.6,1,0.4028,487.3,21.59,0,-0.1038,1.996e-05,0.39301,7.80617604988029,2300553.72881356
"FALSE POSITIVE",11231334,"K00258.01",0.059074906,145.8,1,2.568,1184,14.05,0,0.5862,-0.0004082,3.3562,62.4686317552531,5563800.34090909
"FALSE POSITIVE",5790807,"K00259.01",0.15038496,965.6,1,1.299,23360,287.8,0,-0.07114,0.0008155,2.6631,633.310388351663,39901019.4174757
"CANDIDATE",8292840,"K00260.01",0.018121591,50.85,3,1.444,335.5,17.65,0,-0.08975,2.98e-05,1.3977,4.6258173706664,887720.602409639
"CANDIDATE",8292840,"K00260.02",0.01140123,54.39,3,0.8045,109.7,11.87,0,-0.2259,2.496e-05,1.9672,4.17100517336411,741752.483221476
"CANDIDATE",8292840,"K00260.03",0.012630243,40.26,3,1.058,114.6,8.237,1,0.4018,-4.803e-05,2.507,11.7759283935344,559602.82278481
"CANDIDATE",5383248,"K00261.01",0.026308255,177,1,0.603,611,33.63,0,-0.6385,0.0003686,1.4384,14.3381005149889,1986517.30392157
"CANDIDATE",11807274,"K00262.01",0.011885259,42.15,2,0.8004,122.4,6.407,0,-0.7824,8.71e-05,0.6481,1.71360667398822,580435.069605569
"CANDIDATE",11807274,"K00262.02",0.012216601,38.39,2,1.639,94.92,6.177,0,-0.1616,9.769e-06,0.40163,26.4950686210475,555312.708102109
"FALSE POSITIVE",10514430,"K00263.01",0.0086837559,9.764,1,0.05277,67.13,32.98,0,-1.678,0.0001081,4.5861,0.373285412175099,190334.398406375
"FALSE POSITIVE",3097346,"K00264.01",0.012193044,52.73,1,1.203,124.2,14.8,0,-34.66,0.003282,10.317,18.5873581720466,475785.945273632
"CANDIDATE",12024120,"K00265.01",0.010694335,46.96,1,0.6274,94.24,5.677,0,0.3369,0,0.1664,1.85510381621982,640521.905972046
"CANDIDATE",7375348,"K00266.01",0.01312591,43.47,2,0.7514,146.4,8.03,0,-0.000472,-3.581e-05,0.26266,2.35694388604712,751423.496503496
"CANDIDATE",7375348,"K00266.02",0.012716707,15.09,2,0.6997,96.52,4.68,0,-0.7846,5.644e-05,0.89267,4.32452336743979,236160.472527473
"CANDIDATE",3425851,"K00268.01",0.021776271,63,1,1.606,474.4,19.88,0,-0.5069,0.0002751,0.49994,7.10071295914913,491158.571428571
"CANDIDATE",7670943,"K00269.01",0.011012162,41.95,1,0.9869,103.2,6.877,0,0.3328,-9.293e-07,0.34251,4.22487932831398,532905.184275184
"CANDIDATE",6528464,"K00270.01",0.011215626,45.85,2,0.831,111.4,11.05,0,-0.466,-3.823e-05,0.70436,2.57733232612062,629139.63963964
"CANDIDATE",6528464,"K00270.02",0.013232078,42.98,2,1.475,163.5,9.501,0,-0.8382,5.287e-06,1.5712,2.34325129043732,560168.395721925
"CANDIDATE",9451706,"K00271.01",0.018544088,65.2,3,0.9103,307.9,14.8,0,1.031,-0.0001935,1.5255,6.23814166639665,1461214.15873016
"CANDIDATE",9451706,"K00271.02",0.019065862,49.82,3,0.6644,314.8,15.08,0,1.14,-0.0002452,1.6644,4.16778982372436,1122640.90243902
"CANDIDATE",9451706,"K00271.03",0.010725923,25.32,3,0.5516,99.5,5.723,0,1.024,-5.742e-05,1.5403,1.09312679744796,525436.575342466
"FALSE POSITIVE",5716763,"K00272.01",0.017716134,118.1,1,0.3392,482.6,8.272,0,0.1574,-7.925e-06,0.16385,4.38968286476365,2059634.3718593
"CANDIDATE",3102384,"K00273.01",0.019450119,81.05,1,0.4376,288.7,14.34,0,0.3807,0.0001089,0.30133,3.52557877845626,801445.408805031
"CANDIDATE",8077137,"K00274.01",0.0067214976,15.82,2,3.556,77.12,3.964,0,0.4077,-1.238e-05,0.65609,0.846028627069815,314145.164285714
"CANDIDATE",8077137,"K00274.02",0.0074079356,11.33,2,2.144,46.47,4.095,0,-0.9836,5.213e-05,0.10929,0.739136306544678,225538.138461539
"CANDIDATE",10586004,"K00275.01",0.014158059,50.1,2,1.241,188.9,8.1,0,0.0296,7.346e-07,0.40924,2.32366508578754,1001016.15062761
"CANDIDATE",10586004,"K00275.02",0.015806591,26.18,2,1.509,219.7,9.682,0,0.06819,-7.603e-06,0.65481,4.05381692475273,498422.739583333
"CANDIDATE",11133306,"K00276.01",0.021697422,91.76,1,0.6988,403.5,20.14,0,-0.1527,5.465e-05,0.18334,6.24755961934991,1395592.20630372
"CANDIDATE",11401755,"K00277.01",0.022271066,123,2,4.845,485.4,17.55,0,-0.01696,-1.709e-05,0.075386,9.69566885646408,2499077.71573604
"CANDIDATE",11401755,"K00277.02",0.015413982,17.71,2,7.177,74.26,6.121,0,0.7578,-5.24e-05,0.6633,4.29105947338759,341889.208333333
"CANDIDATE",12314973,"K00279.01",0.035731525,196.1,3,1.003,1327,36.47,0,-0.06523,-2.576e-05,0.084444,18.522049408245,4514467.43362832
"CANDIDATE",12314973,"K00279.02",0.017321694,48.53,3,1.062,243.5,9.397,0,-0.4676,9.559e-05,0.18056,12.5140770528759,992478.015564202
"CANDIDATE",12314973,"K00279.03",0.0060816544,9.721,3,1.486,25.67,3.61,0,0.03432,-3.869e-06,0.66059,0.749007343927277,186180.693430657
"CANDIDATE",4141376,"K00280.01",0.019985799,121.6,1,0.5159,326.7,19.93,0,0.7305,-6.148e-05,0.60315,6.11778087390232,1188245.84848485
