"koi_disposition","kepid","kepoi_name","tce_dor","tce_chisqgof","tce_slogg_prov","tce_rb_tcount3","tce_fwm_sra","tce_fwm_pdeco","tce_duration_sn","tce_insol_sn","tce_ptemp_sn","tce_fwm_sdeco_sn","tce_dikco_mra_sn"
"CANDIDATE",10073672,"K02764.01",4.8130672,2105,54,0,19.415497,0.000474,4.55359426963418,10.1243301178992,0,4.24822695035461,0.595686274509804
"FALSE POSITIVE",11188249,"K02765.01",1.2844065,3934,13,0,19.375785,-0.004616,17.0010063737001,1.84310224062685,1.49113746366592,100.40899795501,-0.468971193415638
"FALSE POSITIVE",4677282,"K02766.01",1.5223295,7958,5,0,19.808829,-1.702e-05,14.4489657511021,1.3742511830412,10.2909673631159,1.28469945355191,175.706214689266
"FALSE POSITIVE",5097470,"K02767.01",1.4249439,8736,18,0,19.416747,-0.0005812,7.12754996909128,4.72341313419723,2.68847609736532,14.7432950191571,-13.3332369942197
"FALSE POSITIVE",9692128,"K02769.01",2.6951915,6279,7,0,18.800801,0.0001602,6.60109642050951,2.73582403283119,6.14073222433802,-3.44635193133047,2.45635416666667
"CANDIDATE",10917043,"K02770.01",143.38906,120.2,67,0,19.350209,0.0008591,9.05200994612516,6.33333333333333,5.44469979890836,-1.68862559241706,-1.67010582010582
"FALSE POSITIVE",11456382,"K02771.01",1.8756398,4705,13,0,0,0,19.2639447958597,2.55640718502977,9.56841108857336,645.804195804196,0
"FALSE POSITIVE",11966253,"K02772.01",2.107816,9213,7,0,19.554405,-0.00103,4.73203652242954,3.11289344759221,0,12.9989550679206,-126.993788819876
"FALSE POSITIVE",3130548,"K02773.01",3.2814682,6449,7,0,19.638481,0.0004624,4.50710479573712,2.92466369546551,6.53664184241817,-3.77892918825561,5.93392156862745
"FALSE POSITIVE",9593757,"K02774.01",3.6948091,18520,15,0,19.60749,0,17.0833333333333,0,3.31724904929325,-122.163120567376,37.787023977433
"CANDIDATE",6346809,"K02775.01",21.705047,407,7,0,19.006597,-0.0003892,6.72903441363181,2.95006090133983,1.34167375371473,0.826463700234192,-0.661968215158924
"FALSE POSITIVE",4275117,"K02776.01",6.1135794,4519,7,0,19.642166,0.000357,13.6373798345629,2.61325388190073,0.0720434232984589,-3.925,-49.7963636363636
"FALSE POSITIVE",6545051,"K02777.01",2.5016382,7719,7,0,19.854484,0.001498,10.7095709570957,4.65601371105958,3.0389754747771,-10.3294117647059,-7.27054054054054
"CANDIDATE",7769819,"K02778.01",4.4510406,2513,7,0,19.801319,0.0002222,4.10906642728905,3.13226531210315,5.03548990540731,-0.953184165232358,-0.388041958041958
"CANDIDATE",11874577,"K02779.01",28.993515,569.4,7,0,19.78481,2.927e-05,8.99938987187309,2.64187643020595,4.83955064002999,0.45965379494008,-1.06848484848485
"CANDIDATE",12164564,"K02780.01",6.0819168,2080,7,0,19.619609,0.0001584,4.07238961531173,2.4360858066412,5.32927451131886,-0.387916152897657,-0.39173127753304
"FALSE POSITIVE",8190354,"K02781.01",3.6843559,4231,5,0,19.937261,-0.0002257,28.2808771730485,2.15990121088195,10.1024244390877,8.59097525473071,22.6213740458015
"FALSE POSITIVE",10275805,"K02782.01",47.920541,351,7,1,19.504298,0.003674,10.6314529402963,2.34975369458128,1.64753021074649,-2.90147783251231,56.9426406926407
"CANDIDATE",5709889,"K02783.01",1.861017,12990,18,0,19.544793,0.0004701,3.72388059701493,8.47100897884645,0.0224821535860854,-7.98141891891892,34.8229299363057
"FALSE POSITIVE",3119256,"K02784.01",6.2619993,2065,5,0,19.47007,0.0005738,11.0619894281595,1.69900008685456,8.49266873545384,-19.0472972972973,8.22287390029325
"CANDIDATE",10001368,"K02785.01",6.6463942,1086,7,0,19.139083,0.0001077,9.81929466627805,2.34605039002959,7.01897105467893,-1.1680216802168,0.594702760084926
"CANDIDATE",9466429,"K02786.01",23.419766,424.4,7,0,19.498536,-0.0001893,15.4924094978591,2.73947895791583,10.0729261841789,1.34965870307167,0.719823943661972
"FALSE POSITIVE",4365442,"K02787.01",2.0578197,5260,5,0,19.447523,0.0003465,11.2621685129238,1.73031532044186,4.62466495268311,-10.7225913621262,60.8545454545455
"FALSE POSITIVE",9943435,"K02788.01",2.1702738,8317,7,0,19.202213,0.0003453,6.73086181993259,2.83700348278446,6.39801731629599,-6.25470085470085,110.254814814815
"CANDIDATE",8885643,"K02789.01",4.79513,1988,7,1,19.456087,0.0001557,5.04959848842702,2.45430728241563,6.51316388993443,-1.23293051359517,-0.0880799086757991
"CANDIDATE",5652893,"K02790.01",14.47691,688.5,48,0,19.977273,-8.411e-05,6.19741100323625,8.5975,6.02358722358722,0.454375896700144,0.537326732673267
"CANDIDATE",11662184,"K02791.01",11.861135,489.9,26,0,19.47249,-0.0001133,14.0127970749543,4.62679425837321,11.5663539329662,0.561938202247191,0.859169329073482
"CANDIDATE",11127479,"K02792.01",2.698617,3313,73,0,19.089267,2.169e-05,26.5178571428571,14.7195474241695,7.46158099572532,-0.61689708141321,0.599615384615385
"CANDIDATE",9823519,"K02793.01",18.95641,759.1,54,0,19.21673,-0.0001293,4.9538719597428,7.12132352941176,4.28202919947507,-1.25066312997347,-0.501591194968554
"CANDIDATE",9823519,"K02793.02",4.6749976,1139,54,0,19.21669,0.0006659,5.29080014099401,7.12275132275132,8.93857973782446,-2.1219512195122,-1.29771653543307
"FALSE POSITIVE",5428668,"K02794.01",9.2201213,6518,7,0,18.962806,0.002199,10.0202839756592,2.46671060887421,4.05141825135451,-10.7189409368635,-10.2435742971888
"FALSE POSITIVE",5041569,"K02795.01",1.7439574,6749,7,0,19.923498,0.0007482,10.3152060962937,2.15581635383616,9.58640666600927,-8.52487135506003,0.292429906542056
"CANDIDATE",11246161,"K02796.01",4.800824,8857,26,0,19.524943,8.516e-05,5.56415343915344,4.62306880933176,4.63475418900639,-0.968888888888889,-1.06272536687631
"CANDIDATE",10604521,"K02797.01",3.5467293,9935,7,0,19.578896,-0.0003741,14.0402193784278,2.37514501408708,0,-1.15250965250965,-0.517205387205387
"CANDIDATE",6697756,"K02798.01",2.95224,6052,7,0,19.5739,1.382e-05,6.77700348432056,6.39907221664995,4.18229827573337,0.34047619047619,-0.820860927152318
"FALSE POSITIVE",5649833,"K02799.01",1.597735,8366,7,0,19.938528,0.01539,9.03878583473862,2.79849208976334,5.19362694914706,-468.511450381679,-1.99590723055935
"FALSE POSITIVE",10518399,"K02800.01",2.4428429,4411,7,0,18.915815,-0.0001286,6.73185341789993,2.02399737733581,7.91208171206226,1.66527777777778,2.15073170731707
"CANDIDATE",5905822,"K02801.01",5.1862445,2178,23,0,19.944002,-1.508e-06,18.8363220144983,3.33000969394821,7.41575227057905,0.253626634958383,0.0550784729586426
"CANDIDATE",5775129,"K02802.01",7.5330955,1369,26,0,19.083651,0.0003988,3.50824083417423,4.60832436311446,3.13154364739379,-2.58480176211454,1.08940476190476
"CANDIDATE",9898447,"K02803.01",3.6055007,3286,23,0,19.657762,1.482e-05,17.951724137931,4.45229881011054,4.94595305920238,-0.86410635155096,-1.43383561643836
"FALSE POSITIVE",5307568,"K02804.01",2.9318307,3359,7,0,19.957389,-0.001065,5.72887323943662,2.635488993368,5.45453958580798,15.632183908046,123.299572039943
"CANDIDATE",11135308,"K02805.01",2.8499561,4431,5,0,19.379546,-1.703e-05,11.4339268978444,3.4444656986349,4.69926019462783,0.440871021775544,1.37424242424242
"CANDIDATE",7047824,"K02806.01",34.007829,398.8,7,0,19.715719,-7.601e-05,4.95298672566372,5.55465587044534,3.6015644400298,0.202816901408451,1.49467479674797
"CANDIDATE",2985587,"K02807.01",9.5946142,1449,7,0,19.365328,3.444e-05,5.05668016194332,2.5254498831325,6.14233223430605,-0.507072368421053,-0.865707070707071
"FALSE POSITIVE",3730335,"K02808.01",2.8729484,9496,13,0,19.061204,-0.0003903,12.7897140923702,1.56540908183684,10.9188335358445,8.82273603082852,-26.6422110552764
"FALSE POSITIVE",7428316,"K02809.01",8.9056522,795.6,7,0,19.066262,0.008537,14.8394675019577,2.92268041237113,19.8772390293319,-29.2857142857143,80.981455064194
"FALSE POSITIVE",10275766,"K02810.01",1.248999,13110,7,17,19.502883,0.0002607,4.02162941600577,2.5650541064694,0,-3.18574297188755,-12.7194078947368
"CANDIDATE",6370120,"K02811.01",3.1889029,5666,7,0,19.582485,0,3.1153694192019,6.79883040935672,2.41019942178967,-29.0157958687728,0
"CANDIDATE",2442448,"K02812.01",42.3971,411,7,0,19.41636,0.0002786,13.8082347912808,2.53181818181818,7.31805965257293,-2.1522491349481,-1.25228915662651
"CANDIDATE",11197853,"K02813.01",2.4289856,7496,72,0,19.689492,-1.239e-05,7.32844770153231,0,0,0.570200573065903,-2.12588235294118
"FALSE POSITIVE",4479633,"K02814.01",3.4686866,5042,7,0,19.701202,0.000367,4.73586698337292,2.47710769128277,5.02607291402605,-4.47954866008463,-4.2655612244898
"FALSE POSITIVE",9665922,"K02815.01",1.7256158,4201,7,0,19.85732,7.553e-05,9.94769874476987,3.49889376518806,5.17145607039736,-2.84181568088033,1.48563829787234
"CANDIDATE",11283615,"K02816.01",6.5907057,4660,7,0,18.916092,3.587e-05,12.183908045977,3.62571816567429,3.52023567771644,0.277095808383233,0.536772486772487
"CANDIDATE",7605093,"K02817.01",5.807248,4323,7,0,19.39968,0.0004475,8.80188275566966,4.46558660195024,0.856316684418035,-2.16915422885572,-0.577598784194529
"FALSE POSITIVE",4952341,"K02818.01",1.125941,8035,7,0,0,0,16.4084688871676,2.59151221776466,0.541315577952984,904.114490161002,0
"FALSE POSITIVE",4270565,"K02819.01",17.988606,1215,7,0,19.572352,0.03848,6.98649442160893,2.57102934326968,4.06500936614715,-152.678571428571,-84.0571010248902
"CANDIDATE",11963206,"K02820.01",4.6951872,2537,26,0,19.436583,0.0001754,3.49830107844586,5.37079981069569,3.98520648317759,-1.1478163493841,-0.387546419098143
"CANDIDATE",4249611,"K02821.01",92.236945,160.1,7,0,19.18998,7.23e-05,5.52881183069862,2.84304932735426,4.57125510005829,-8.45583038869258,0.664803921568627
"CANDIDATE",8263545,"K02822.01",6.7107157,1654,7,0,20.048866,-0.0007885,4.46556671449067,2.52094611476639,6.55592232260057,1.99601063829787,1.5226
"FALSE POSITIVE",10341917,"K02823.01",1.3004384,9801,7,0,19.518762,0.0001176,5.56807511737089,3.3690289871046,0,-1.0177135678392,-5.86311360448808
"FALSE POSITIVE",3241604,"K02824.01",51.802784,329.9,7,0,19.539404,0.01445,21.785079928952,2.42857142857143,6.6257476728065,-36.8125,0.00220961977186312
"FALSE POSITIVE",9591070,"K02825.01",1.4829749,7595,7,0,19.538266,0,8.50302696752889,2.30676013014815,2.98488879478588,-42.7595628415301,-15.6984615384615
"FALSE POSITIVE",8227661,"K02826.01",3.2091366,2559,13,0,19.322781,-0.003117,3.37320211960636,0,5.05726267442151,12.6574307304786,-114.202034883721
"CANDIDATE",7428736,"K02827.01",11.419416,1001,7,0,19.078042,4.659e-05,4.12012113055182,3.87281009110021,3.65325107525835,-0.207980049875312,1.75292792792793
"CANDIDATE",6436029,"K02828.01",45.512124,203.1,7,0,19.302608,0.0003142,12.3644388398487,4.12264150943396,8.66012458133784,-0.746712802768166,0.480517711171662
"CANDIDATE",6436029,"K02828.02",315.17951,52.05,7,0,19.302562,-0.0009326,8.38283828382838,4.16666666666667,5.2732215606393,0.355,-0.735640449438202
"CANDIDATE",6197215,"K02829.01",34.777031,557.7,23,1,19.290974,-4.508e-05,3.43157181571816,3.11541655134237,4.23054085793078,0.620848056537103,-0.795346820809249
"CANDIDATE",9244508,"K02830.01",21.737926,730.5,26,0,20.022954,0.0001719,19.4930707512764,2.70140250339315,8.00235485180674,-1.09039665970772,-1.70582317073171
"FALSE POSITIVE",9692557,"K02831.01",2.6477681,11480,5,0,18.820717,-0.0002658,14.9738219895288,2.02889662618807,7.35734926776706,12.8942065491184,-70.5885634588564
"CANDIDATE",9995402,"K02832.01",5.1793619,2228,7,0,18.904356,-3.882e-05,6.29000492368291,2.73020207536865,3.76965709193452,1.1905317769131,0.0276996197718631
"CANDIDATE",9109857,"K02833.01",4.5877212,2829,23,0,19.880995,-4.542e-05,10.9871589085072,2.55967677017864,6.12466143482186,1.31729222520107,3.00480362537764
"CANDIDATE",5609593,"K02834.01",139.80364,145.7,67,0,19.235887,0.0009114,5.67586552935273,5.93333333333333,4.06042344195925,-0.982102628285356,-0.115836538461538
"CANDIDATE",5436338,"K02835.01",16.907786,943.5,7,0,19.188434,4.584e-05,3.87394729693018,5.9292364990689,5.60254197002677,-0.292114093959732,1.6564824120603
"CANDIDATE",11414465,"K02836.01",4.7672582,2006,7,0,19.799771,-0.0002685,4.17037037037037,5.76491585925548,5.18774844901286,1.22327327327327,0.377572916666667
"CANDIDATE",11565924,"K02837.01",7.8265531,1368,5,0,19.676797,-4.632e-05,14.8976744186046,2.38780790359738,10.8061939875213,0.73373786407767,-0.193204444444444
"CANDIDATE",6607357,"K02838.01",6.4877785,1891,32,0,19.479978,-8.244e-05,7.65248226950355,4.17688161309643,4.82521280559457,1.11746268656716,-0.154453020134228
"CANDIDATE",6607357,"K02838.02",4.5925326,2106,32,0,19.479965,6.54e-05,8.32328885062419,4.17671276258841,3.7697727568771,-2.13544303797468,1.05893333333333
"CANDIDATE",6186964,"K02839.01",11.391816,1495,54,0,19.004315,-0.0002936,9.52170713760118,10.2994219653179,3.30951204786212,1.92387543252595,-0.733424657534247
"CANDIDATE",6467363,"K02840.01",4.0165871,3047,7,0,19.890199,-1.773e-05,6.30802839978154,3.27584335714932,4.21311008378333,0.298859315589354,-1.2884477124183
"CANDIDATE",6467363,"K02840.02",7.3996428,1226,7,0,19.890277,1.723e-05,5.07060010085729,3.27598981245659,2.99672047104591,-0.186228070175439,0.502116883116883
"CANDIDATE",8758204,"K02841.01",59.51268,143.2,26,0,19.575938,-0.0009958,10.1701732673267,6.11111111111111,10.698439313814,1.33557800224467,0.551475409836066
"CANDIDATE",8733898,"K02842.01",16.488014,2240,54,0,18.816667,0.002095,11.9867668097282,7.55234657039711,6.78271262609361,-1.97741935483871,-2.13189393939394
"CANDIDATE",8733898,"K02842.02",21.726668,721.1,54,0,18.816669,-0.001924,5.77883472057075,7.55458515283843,4.40067225253313,1.70380818053597,-2.25976608187134
"CANDIDATE",8733898,"K02842.03",19.951021,390.9,54,0,18.816674,-0.0005194,3.28943338437979,7.56637168141593,7.52417485814753,0.373942701227831,-1.09968309859155
"FALSE POSITIVE",4858610,"K02844.01",3.7162994,3121,7,0,19.82567,-0.002596,3.920679057515,3.16864468864469,3.96169588385204,18.854054054054,36.154091392136
"CANDIDATE",10591855,"K02845.01",3.5312957,3756,54,0,19.227845,-8.706e-05,3.20357007216103,9.11593640946103,2.74254716981132,0.669453376205788,1.36630434782609
"FALSE POSITIVE",4832175,"K02846.01",2.5312287,6798,7,0,19.382247,0.001088,2.69380203515264,6.11121177802945,2.60516001537026,-7.18571428571429,0
"FALSE POSITIVE",12935144,"K02847.01",2.3094611,5206,7,0,19.349137,-0.001245,2.74784640093444,5.31622683885458,2.78302433371958,9.90050377833753,70.3364197530864
"CANDIDATE",7749773,"K02848.01",8.7369747,1431,5,0,19.37764,-7.473e-05,12.2304187459319,2.5051443743777,6.90972294715744,0.00323623188405797,0.618199233716475
"CANDIDATE",10064256,"K02849.01",7.1085113,1385,7,0,19.128299,-6.152e-05,4.20543462796984,3.04702380952381,3.6979190565778,1.0221875,-1.14066137566138
"FALSE POSITIVE",4075015,"K02850.01",2.9276232,4873,7,0,19.724097,0.001384,6.79921773142112,2.9028402651372,2.86802580645161,-10.3877551020408,10.0074324324324
"CANDIDATE",6697605,"K02851.01",7.6711681,1232,26,0,19.571097,-0.00025,3.41794225925208,5.36465168225604,4.24047622028318,-9.69230769230769,2.53488294314381
"CANDIDATE",6697605,"K02851.02",5.228099,3152,26,0,19.571095,-0.000123,10.6464174454829,5.36461000324547,3.35674422681718,-6.07161803713528,1.97153024911032
"CANDIDATE",6294819,"K02852.01",1.5099879,7071,7,0,19.65113,0.0003817,3.46359097951455,2.37925512104283,3.73874527537797,-2.48508430609598,-0.422309941520468
"CANDIDATE",12602314,"K02853.01",4.0679755,4194,26,0,19.36219,-0.0001774,3.79765395894428,6.55564811729424,2.97258127329711,2.54918918918919,-1.59836363636364
"FALSE POSITIVE",5513866,"K02854.01",1.9590784,7793,15,1,18.956772,0.0001933,20.8398576512456,63263.5,2.88286734241864,-5.99009009009009,2.80414201183432
"CANDIDATE",4547603,"K02855.01",4.4897467,4035,26,0,19.146166,0.0003108,4.19956927494616,4.0432448191249,3.27629255221972,-2.84859813084112,0.582839879154079
"CANDIDATE",5688910,"K02856.01",18.718501,218.7,7,0,19.053154,0.000174,10.0627015406664,2.44143675169183,10.1221316188385,-0.230209617755857,0.0770369230769231
"CANDIDATE",6345732,"K02857.01",15.58613,482.7,26,0,18.971012,7.766e-05,7.09775812109196,4.12717337307501,6.51792216659081,-0.768806161745828,-0.542895604395604
"CANDIDATE",6345732,"K02857.02",5.8310098,1218,26,0,18.971019,-2.908e-05,6.49843131905606,4.12697583278903,4.81517137950219,0.187205731832139,-0.777860576923077
"FALSE POSITIVE",6185496,"K02858.01",2.6412765,4445,7,0,18.957393,-0.001429,3.17820658342792,5.72881536251928,3.79585634176619,7.45788043478261,-13.8435294117647
"CANDIDATE",10397751,"K02859.01",5.4679939,2120,7,0,19.255416,-8.831e-05,4.57562220804084,5.11730026428136,3.87192725943525,1.48648648648649,0.667268993839836
"CANDIDATE",10397751,"K02859.02",3.8495087,3013,7,0,19.25542,-3.557e-05,6.06031440487648,5.11764124851837,3.26832046966089,0.773881373569199,-0.17067335243553
"CANDIDATE",10397751,"K02859.03",8.0357969,1149,7,0,19.255431,0.0001111,5.08864211961816,5.11782252050708,3.12185792349727,-1.44593088071349,-0.816342975206612
"CANDIDATE",10397751,"K02859.04",7.2588131,1657,7,0,19.255389,-7.882e-05,12.9375,5.11819948186529,4.34407008361785,1.46610169491525,0.345080882352941
"CANDIDATE",10397751,"K02859.05",6.5984062,1153,7,0,19.255472,-0.0001238,6.93783576362241,5.11785519869352,2.85952216588509,2.02543859649123,0.133264516129032
"CANDIDATE",6606438,"K02860.01",103.56749,139.4,7,0,19.46154,0.0003184,6.17702895111533,2.50530035335689,6.68456571817916,-0.830464480874317,-0.380719178082192
"FALSE POSITIVE",7815931,"K02861.01",2.7575508,3051,7,6,19.309851,-0.0008507,5.81691772885284,2.49682503386044,11.3013744450526,4.81747572815534,-2.26038759689923
"CANDIDATE",6679295,"K02862.01",58.011348,285,54,0,19.196632,-0.001252,2.69144542772861,9.07692307692308,2.73826177096405,0.699805825242718,0.997483176312248
"FALSE POSITIVE",3241557,"K02863.01",3.1794385,4288,7,0,19.538557,-0.0003132,6.84393795504907,2.64496370235935,3.77655051150895,5.06691729323308,4.32735949098621
"FALSE POSITIVE",3957082,"K02864.01",1.1576358,4695,5,0,19.48367,-0.001489,13.5206349206349,1.30073541343316,1.68709334442788,31.8110236220472,0
"CANDIDATE",8681833,"K02865.01",2.5407149,5258,7,0,19.259106,-6.821e-05,4.09519983932517,2.38019194988421,4.13489480218785,0.310187667560322,-0.0707405660377358
"CANDIDATE",4138951,"K02866.01",2.6113501,5046,7,0,19.050121,-1.924e-05,6.85277382645804,2.61816550053587,3.92047785570555,0.106862745098039,-0.2315
"FALSE POSITIVE",9899181,"K02867.01",1.7759038,8303,23,0,19.676705,-2.722e-05,24.5926966292135,8.35305205161665,5.54024441635061,1.27492877492877,-1.59710494571773
"FALSE POSITIVE",9899181,"K02867.02",3.6674514,1355,23,0,19.676702,-1.308e-05,50.0455788514129,8.37,3.73229013813692,0.0336874051593323,0.687200772200772
"CANDIDATE",8884274,"K02868.01",19.672338,725.6,7,0,19.423331,-7.532e-05,4.14163401538238,3.32431149097816,3.93808692672585,0.698863636363636,1.37412280701754
"CANDIDATE",7767162,"K02869.01",2.6499557,3416,26,0,19.75289,-0.0001067,10.3466785953925,4.39275092329313,7.08106289942819,2.5682382133995,0.503739837398374
"FALSE POSITIVE",4861791,"K02870.01",2.3999154,4018,7,0,19.869552,-0.003592,4.62811585427389,2.84267678079701,1.20502723269254,13.077519379845,0
"CANDIDATE",10793172,"K02871.01",11.986475,854,26,0,19.346796,-0.0001607,4.02597402597403,4.20183869619724,4.21749586107721,0.93010101010101,-0.105122866894198
"CANDIDATE",10793172,"K02871.02",10.302264,1792,26,0,19.346722,4.264e-05,9.94180075316672,4.20228845882187,2.39225835566982,-0.458921568627451,-1.65416988416988
"FALSE POSITIVE",7136729,"K02872.01",2.3242888,2047,7,0,19.792566,0.01189,17.7352941176471,4.52746158224246,11.3967044366422,-120.483619344774,25.0815138282387
"FALSE POSITIVE",6364276,"K02873.01",1.2273592,5741,7,0,19.459885,0.0001924,18.7141216991963,5.95316804407714,3.15117741445856,-2.76805251641138,-3.82190669371197
"CANDIDATE",9149789,"K02874.01",4.6067694,8211,7,0,19.323923,9.164e-05,19.4805194805195,3.94179750457254,5.61322839919625,-1.04786184210526,0.810845410628019
"FALSE POSITIVE",12170648,"K02875.01",2.9451315,8809,7,0,19.797631,-0.0002082,4.45459770114943,5.59829139847864,5.49409173634374,3.65176908752328,0.560295566502463
"FALSE POSITIVE",4367854,"K02876.01",14.31853,882.6,7,0,19.491906,-4.388e-06,6.74740484429066,5.44250706880302,2.04820181835107,-0.290890481064483,-1.77153110047847
"FALSE POSITIVE",4367854,"K02876.02",1.0915051,6504,7,0,19.491913,5.652e-05,4.15101244205904,5.44185781904242,0,-1.00810810810811,-97.0964391691395
"CANDIDATE",7019524,"K02877.01",3.1254977,2063,7,0,19.13056,0.0001156,9.10065805508165,2.42563346060396,6.16857200565542,-0.900689655172414,-0.748402555910543
"CANDIDATE",5106313,"K02878.01",8.6943949,1355,26,0,19.586251,-4.804e-05,3.26274362818591,6.93690851735016,2.54476310676387,0.795682613768961,0.982970297029703
"FALSE POSITIVE",7051984,"K02879.01",5.2750071,7544,7,0,19.780165,-4.272e-05,21.953921134249,1.0670172604083,2.32642529348069,0.742574257425743,1.3832735426009
"CANDIDATE",9825174,"K02880.01",2.4219999,7970,7,0,19.279698,-9.259e-05,3.32208157524613,3.05165553205303,3.33125337363705,0.250625,1.90567567567568
"FALSE POSITIVE",7812455,"K02881.01",4.1404913,7426,7,0,19.21128,0.0004118,5.14859693877551,2.562084251715,7.70050453597244,-4.15625,-42.1685116851169
"FALSE POSITIVE",5642620,"K02882.01",5.8225373,3424,67,0,19.839359,-0.0004535,10.5016216216216,5.54980446284794,3.66088278417933,-4.77672209026128,-1.44503529411765
"FALSE POSITIVE",5642620,"K02882.02",3.3508733,3735,67,0,19.839368,-7.107e-05,2.08842680109221,5.54968944099379,3.25451742853072,-7.99769585253456,-1.42099767981439
"CANDIDATE",5209845,"K02883.01",18.832483,588.4,7,0,19.82488,0.001168,4.59205190592052,5.25806451612903,5.13795782253633,-2.18861788617886,1.30356828193833
"FALSE POSITIVE",9652649,"K02884.01",2.6621127,6181,7,0,19.550382,-0.0004926,13.9150366748166,3.32429122527708,3.07413175682834,9.64761904761905,-13.0347715736041
"FALSE POSITIVE",11100670,"K02885.01",23.751669,319.9,7,0,19.917838,-0.0008569,6.30536451169188,3.684375,2.82446647357514,4.49245283018868,47.1552631578947
"CANDIDATE",6129524,"K02886.01",4.6801655,6905,7,0,19.578009,0.0003129,12.3586956521739,4.14638933645818,3.50533891723985,-0.434835355285962,-0.0344840909090909
"FALSE POSITIVE",3859363,"K02887.01",2.5291627,4170,7,0,19.587117,0.01945,4.07929515418502,2.41957224571002,6.32326998924346,-107.805907172996,-42.950289017341
"FALSE POSITIVE",12023078,"K02888.01",2.4435101,8674,7,0,0,0.0003573,14.5739842328684,0.712070996438191,10.127617094755,-11.0231213872832,111.628013777268
"FALSE POSITIVE",6364162,"K02889.01",1.2085203,6680,7,0,19.457242,-0.0001581,22.3412167187268,2.44566377980781,6.39112314170319,1.65915492957746,-3.17512195121951
"CANDIDATE",7463685,"K02890.01",7.2931452,1665,7,0,19.783075,-0.0001598,5.65804664049873,2.40392655880749,5.17796868083223,0.8044,1.78417391304348
"FALSE POSITIVE",10068024,"K02891.01",4.9610554,2689,7,0,19.256744,0.000425,7.18485301444943,2.27215635553639,5.91233338666601,-12.5794066317627,37.8645669291339
"FALSE POSITIVE",9636563,"K02892.01",9.6067763,1300,7,0,19.019567,0.04644,6.6900269541779,3.69124168514412,10.6526290361543,-258.625730994152,0
"FALSE POSITIVE",9520443,"K02893.01",3.8569929,6295,7,0,19.279036,-0.002631,3.02518891687657,5.14738363092166,3.61537287983487,14.0915208613728,-54.4246031746032
"CANDIDATE",6937402,"K02894.01",8.1434527,1564,7,0,19.207703,-3.456e-05,5.35305164319249,2.62042948345908,3.13447980182927,0.178272727272727,-0.715890985324948
"FALSE POSITIVE",5475641,"K02895.01",1.2378693,8677,7,0,0,0,7.2296047098402,5.46959811393169,5.39931484103263,111.58273381295,0
"FALSE POSITIVE",2853828,"K02896.01",2.4833543,6076,5,0,19.449322,0,16.0088158685634,2.86409892822371,5.83638602732764,43.1732776617954,-9.68132450331126
"FALSE POSITIVE",5817986,"K02897.01",2.0194833,10590,7,0,19.900527,0.0009066,4.42765394786551,2.47213626835612,4.34453119504818,-8.39238410596026,-86.1526251526252
"CANDIDATE",11129258,"K02898.01",37.451757,254.7,7,0,19.169069,4.509e-05,4.45362829707062,2.45996493278784,4.1314103941882,-0.0676406926406926,0.0874618834080717
"CANDIDATE",4939533,"K02899.01",7.6501515,1146,7,0,19.723219,-0.0003309,3.19061247853463,3.38155478473781,4.47772793327857,-0.296604938271605,0.563373983739837
"CANDIDATE",4846856,"K02900.01",40.050237,210.2,7,0,19.656104,0.0006436,6.39108385422809,4.45029239766082,6.18794723683076,-1.16944444444444,-1.71471124620061
"FALSE POSITIVE",9366886,"K02901.01",1.6547448,7452,7,0,19.995901,-0.0009997,4.05918618988903,6.35488971460195,4.03305169697838,11.2191780821918,-10.9477064220183
"FALSE POSITIVE",3657176,"K02903.01",24.10147,329.5,7,0,19.625091,0.005227,3.31569664902998,2.42504672897196,5.10671568373634,-15.352380952381,3.10194690265487
"CANDIDATE",3969687,"K02904.01",6.6196791,1485,23,1,19.691835,-2.443e-05,20.9415792852557,3.11667703795893,9.08582408198121,0.947037701974865,0.465833333333333
"FALSE POSITIVE",9369366,"K02905.01",32.354026,316.4,5,0,20.044088,0.0041,5.22271424850221,2.1433160365703,5.34583264937623,-41.009009009009,-3.65080862533693
"CANDIDATE",6716545,"K02906.01",5.2113796,1386,26,0,19.863038,-4.113e-05,9.68394268113031,3.67664921465969,8.50078353887034,0.5662,-0.943480662983426
"CANDIDATE",6716545,"K02906.02",9.155499,961.9,26,0,19.86293,-0.0001943,7.10199004975124,3.67692307692308,4.68131375670735,2.05555555555556,0.5938203125
"CANDIDATE",6716545,"K02906.03",79.267074,168.5,26,0,19.862929,9.184e-05,4.42961800104657,3.67788461538462,2.98057382135939,-0.338108108108108,-1.22306748466258
"FALSE POSITIVE",2708885,"K02907.01",2.275396,7446,7,0,19.365234,0.0003899,2.74479889042996,3.28709623749198,2.06059747481008,-2.86423505572442,32.1740932642487
"FALSE POSITIVE",6612284,"K02908.01",2.5197886,5216,7,0,19.573769,0.0003452,2.74801140627345,2.55534531693472,3.28540473610896,-1.8801775147929,-4.37690909090909
"FALSE POSITIVE",7461307,"K02909.01",1.7090987,8905,7,0,19.749255,-0.0003627,6.66903409090909,2.59046149890731,4.45703972880033,8.16708229426434,11.603317535545
"CANDIDATE",4483138,"K02910.01",15.391186,456.8,7,0,19.747652,0.0005946,6.50148172538689,4.24441524310118,7.55262396832106,-1.96330275229358,-0.684423076923077
