"koi_disposition","kepid","kepoi_name","tce_duration","tce_fwm_pdeco","tce_dicco_mra"
"CANDIDATE",6607447,"K01242.01",5.16,-0.0002376,0.007952
"FALSE POSITIVE",6677256,"K01243.01",1.87,-0.05643,0
"FALSE POSITIVE",6692833,"K01244.01",3.525,-2.457e-05,3.2642
"CANDIDATE",6693640,"K01245.01",5.69,4.889e-05,0.079065
"CANDIDATE",6441738,"K01246.01",3.568,-0.0009263,-0.33034
"FALSE POSITIVE",8801343,"K01247.01",4.023,0.0002098,0.0016536
"FALSE POSITIVE",8488878,"K01248.01",4.138,0.0087,-0.018663
"FALSE POSITIVE",8560285,"K01249.01",10.61,0.01846,0.39543
"FALSE POSITIVE",8620565,"K01250.01",1.786,0.1142,-0.9689
"FALSE POSITIVE",8616873,"K01251.01",1.403,0.0002941,0.060979
"FALSE POSITIVE",8737796,"K01252.01",2.13,0,-5.5233
"FALSE POSITIVE",8462258,"K01253.01",7.556,0.04011,5.3422
"CANDIDATE",8454250,"K01254.01",6.085,-0.002909,1.1905
"FALSE POSITIVE",8494263,"K01255.01",7.524,-0.0005799,0
"FALSE POSITIVE",8848271,"K01256.01",3.834,0.004857,-2.6611
"CANDIDATE",8751933,"K01257.01",4.263,-8.594e-05,-0.011915
"CANDIDATE",8630788,"K01258.01",7.068,0.000397,-0.011873
"CANDIDATE",8630788,"K01258.02",6.161,0.0002385,0.19249
"CANDIDATE",8630788,"K01258.03",4.308,0.0004955,0.12607
"FALSE POSITIVE",8823426,"K01259.01",2.646,-0.002076,-7.4958
"FALSE POSITIVE",8766222,"K01260.01",5.678,-0.002472,-11.048
"CANDIDATE",8678594,"K01261.01",11.55,0.0009908,0.16421
"CANDIDATE",8678594,"K01261.02",3.165,0.0003845,-0.25845
"FALSE POSITIVE",8703884,"K01262.01",3.718,0.009956,0
"FALSE POSITIVE",8560840,"K01263.01",12.8,0.0003296,0.70364
"CANDIDATE",8612847,"K01264.01",4.12,-0.0008642,-0.082737
"FALSE POSITIVE",8552583,"K01265.01",1.75,0.0009875,-1.2469
"CANDIDATE",8547140,"K01266.01",4.054,-0.0002375,-0.043924
"FALSE POSITIVE",8519253,"K01267.01",2.412,-0.007818,2.9766
"CANDIDATE",8813698,"K01268.01",5.507,0.001736,0.0051851
"FALSE POSITIVE",8757910,"K01269.01",0.9953,0.0005752,5.3105
"CANDIDATE",8564587,"K01270.01",1.203,-0.0001902,0.07966
"CANDIDATE",8564587,"K01270.02",2.517,3.846e-05,0.031847
"CANDIDATE",8631160,"K01271.01",9.737,-0.0001403,0.0002207
"CANDIDATE",8806072,"K01273.01",5.852,0.0001878,-0.10904
"CANDIDATE",8583696,"K01275.01",6.434,-0.0005838,0.078804
"CANDIDATE",8804283,"K01276.01",5.239,-0.0006119,-3.5017
"CANDIDATE",8804283,"K01276.02",4.365,-0.0001406,-3.8413
"FALSE POSITIVE",8552565,"K01277.01",1.402,0.0001782,0.23183
"CANDIDATE",8609450,"K01278.01",6.571,-3.173e-05,0.12414
"CANDIDATE",8609450,"K01278.02",6.328,0.0002864,-0.13049
"CANDIDATE",8609450,"K01278.03",5.964,-4.829e-05,0.64871
"CANDIDATE",8609450,"K01278.04",5.322,-0.0002054,0.12753
"FALSE POSITIVE",8609450,"K01278.05",6.657,0.0001979,0.29356
"CANDIDATE",8628758,"K01279.01",4.934,6.08e-05,0.034697
"CANDIDATE",8628758,"K01279.02",4.356,1.606e-05,0.41021
"FALSE POSITIVE",8509361,"K01280.01",3.867,0.02731,0
"CANDIDATE",8742590,"K01281.01",2.617,0.0001772,-0.37189
"CANDIDATE",8822366,"K01282.01",8.886,-4.725e-05,0.099732
"CANDIDATE",8700771,"K01283.01",5.462,1.585e-06,0.015257
"FALSE POSITIVE",10960993,"K01284.01",3.114,0,4.687
"FALSE POSITIVE",10879208,"K01286.01",1.348,-0.1007,4.378
"FALSE POSITIVE",10843203,"K01287.01",2.866,0.001276,-0.28131
"CANDIDATE",10790387,"K01288.01",5.906,0.0007234,0.028572
"FALSE POSITIVE",10748393,"K01289.01",2.724,-0.001687,0.73323
"FALSE POSITIVE",10748393,"K01289.02",3.083,-0.0001851,0
"FALSE POSITIVE",10874226,"K01290.01",2.618,-0.0008149,-0.018941
"FALSE POSITIVE",10661771,"K01291.01",3.483,-1.903e-05,3.2906
"FALSE POSITIVE",10924853,"K01292.01",1.563,-0.001852,3.0157
"FALSE POSITIVE",10874926,"K01293.01",2.039,-0.001069,-0.011518
"FALSE POSITIVE",10549562,"K01294.01",5.919,-0.06206,1.3826
"FALSE POSITIVE",10666230,"K01295.01",1.718,0.0001144,5.0887
"CANDIDATE",10971674,"K01296.01",4.15,0.005844,-0.98577
"FALSE POSITIVE",10676923,"K01297.01",2.103,-0.008138,1.881
"CANDIDATE",10604335,"K01298.01",2.391,0.0003943,0.093892
"CANDIDATE",10604335,"K01298.02",7.745,0.0007563,-0.11913
"CANDIDATE",10864656,"K01299.01",14.89,-0.0001171,0.072756
"CANDIDATE",10975146,"K01300.01",1.075,5.939e-06,-0.0036432
"CANDIDATE",10538176,"K01301.01",3.204,-0.0002192,-0.016873
"CANDIDATE",10538176,"K01301.02",5.451,0.0006757,0.093178
"CANDIDATE",10724369,"K01302.01",7.191,0.0003502,0.065085
"CANDIDATE",10867062,"K01303.01",19.4,-0.0002446,0.10462
"CANDIDATE",10744335,"K01304.01",2.908,1.993e-05,0.38049
"CANDIDATE",10730034,"K01305.01",2.072,-0.0002301,0.1464
"CANDIDATE",10730034,"K01305.02",3.26,-0.0001112,0.24099
"CANDIDATE",10858691,"K01306.01",2.086,-0.0001203,-0.022852
"CANDIDATE",10858691,"K01306.02",2.709,-0.0002489,0.13674
"CANDIDATE",10858691,"K01306.03",3.009,-0.0002205,0.50266
"CANDIDATE",10858691,"K01306.04",3.957,0.0008588,-0.34879
"CANDIDATE",10973814,"K01307.01",3.797,-5.839e-05,0.098646
"CANDIDATE",10973814,"K01307.02",2.424,0.0003794,0.10459
"CANDIDATE",10586208,"K01308.01",5.629,-0.0002086,0.17844
"CANDIDATE",10854768,"K01309.01",5.034,0.0001366,-0.1691
"CANDIDATE",10964440,"K01310.01",3.979,6.711e-05,0.13055
"CANDIDATE",10964440,"K01310.02",9.981,0.0006186,0.49106
"CANDIDATE",10713616,"K01311.01",7.465,4.664e-05,-0.06459
"CANDIDATE",10963242,"K01312.01",3.451,2.555e-05,0.039253
"FALSE POSITIVE",10785538,"K01313.01",0.6193,0,5.5731
"CANDIDATE",10585852,"K01314.01",8.94,9.71e-05,-0.46257
"CANDIDATE",10928043,"K01315.01",3.453,-0.000328,0.24563
"CANDIDATE",10794087,"K01316.01",6.556,7.905e-06,0.23975
"FALSE POSITIVE",4275739,"K01317.01",3.189,0.0636,-0.11285
"FALSE POSITIVE",4070376,"K01318.01",2.694,0.003426,0.080093
"FALSE POSITIVE",4078157,"K01319.01",3.505,0.01575,-1.8926
"CANDIDATE",4164994,"K01320.01",3.86,0.01231,-0.02589
"FALSE POSITIVE",4480676,"K01321.01",1.972,-0.0008081,0.072606
"FALSE POSITIVE",4079535,"K01322.01",4.066,0.2002,-1.1252
"CANDIDATE",4076098,"K01323.01",2.555,-0.002489,-0.011627
"FALSE POSITIVE",4551328,"K01324.01",1.125,-4.069e-05,1.4951
"CANDIDATE",4282872,"K01325.01",3.534,-0.0007899,0.16016
"FALSE POSITIVE",4639868,"K01326.01",2.284,0.0008878,-0.0094695
"FALSE POSITIVE",4372768,"K01327.01",4.544,0.08437,-2.904
"CANDIDATE",4074736,"K01328.01",2.605,0.0009674,0.08529
"CANDIDATE",4072526,"K01329.01",5.259,-6.743e-05,-0.090021
"FALSE POSITIVE",4150539,"K01330.01",3.68,0.001492,-1.636
"FALSE POSITIVE",4150539,"K01330.02",4.414,0.0008058,-1.0215
"CANDIDATE",4274548,"K01331.01",2.175,0.0002762,9.0114
"CANDIDATE",4455231,"K01332.01",4.394,0.0004416,0.17688
"CANDIDATE",4455231,"K01332.02",6.157,0.0004556,-0.047846
"CANDIDATE",4455231,"K01332.03",3.533,0.0003033,-0.62419
"FALSE POSITIVE",4285107,"K01333.01",3.506,0.02483,-3.6197
"FALSE POSITIVE",4150624,"K01334.01",4.163,0.0006914,-2.3418
"FALSE POSITIVE",4150624,"K01334.02",3.913,0.0007746,-3.0037
"CANDIDATE",4155328,"K01335.01",10.92,0.0002274,-0.11355
"CANDIDATE",4077526,"K01336.01",4.424,-0.0001193,-0.049529
"CANDIDATE",4077526,"K01336.02",5.151,-0.0001683,-0.23191
"CANDIDATE",4077526,"K01336.03",5.143,-0.0002863,-0.14991
"CANDIDATE",4077526,"K01336.04",2.952,0.0004477,-0.48836
"CANDIDATE",4243911,"K01337.01",1.972,0.0001046,0.022238
"CANDIDATE",4466677,"K01338.01",2.908,-6.466e-05,-0.10156
"CANDIDATE",4466677,"K01338.02",6.503,-0.0001859,0.31629
"CANDIDATE",4466677,"K01338.03",5.578,-0.0003875,-1.2506
"CANDIDATE",4135665,"K01339.01",2.857,-4.434e-05,-0.040133
"FALSE POSITIVE",4386059,"K01340.01",3.267,0.001245,-10.404
"CANDIDATE",4650674,"K01341.01",3.164,-6.252e-05,0.045441
"CANDIDATE",4275721,"K01342.01",2.853,-2.587e-05,-0.65114
"CANDIDATE",4275721,"K01342.02",2.552,0.0001683,-0.048798
"FALSE POSITIVE",4570931,"K01343.01",1.261,-0.00336,0
"CANDIDATE",4136466,"K01344.01",2.997,0.0001124,0.023255
"FALSE POSITIVE",7199774,"K01346.01",2.982,-0.0006526,-0.010789
"FALSE POSITIVE",7037540,"K01347.01",5.491,-0.001185,-0.0016646
"FALSE POSITIVE",6866228,"K01348.01",3.83,9.808e-05,-0.013437
"FALSE POSITIVE",6847018,"K01349.01",3.864,0.0006076,-0.0066396
"FALSE POSITIVE",7220322,"K01350.01",2.026,-0.02177,-0.78797
"FALSE POSITIVE",6964043,"K01351.01",8.827,-0.002912,-0.063989
"FALSE POSITIVE",6956233,"K01352.01",5.715,0.05521,0
"CANDIDATE",7303287,"K01353.01",9.052,0.0003378,0.0024805
"CANDIDATE",7303287,"K01353.02",3.458,7.646e-05,0.027785
"CANDIDATE",7303287,"K01353.03",6.276,-0.0004118,0.074173
"FALSE POSITIVE",6891543,"K01354.01",3.916,0.002236,-4.3034
"CANDIDATE",7211141,"K01355.01",5.384,-0.0005992,-0.065349
"CANDIDATE",6719086,"K01357.01",2.656,-0.0007596,-0.29516
"CANDIDATE",7376983,"K01358.01",2.566,-0.001037,0.17889
"CANDIDATE",7376983,"K01358.02",2.859,-0.0004986,0.53702
"CANDIDATE",7376983,"K01358.03",2.066,-0.0002286,0.070773
"CANDIDATE",7376983,"K01358.04",1.794,-0.0002021,0.72784
"CANDIDATE",6946199,"K01359.01",4.48,-0.0002394,0.98001
"CANDIDATE",6946199,"K01359.02",5.699,-0.0002257,1.123
"CANDIDATE",7102227,"K01360.01",4.784,-0.0003826,0.18664
"CANDIDATE",7102227,"K01360.02",2.836,-0.0002031,-0.10635
"CANDIDATE",7102227,"K01360.03",1.386,7.379e-05,0.82499
"CANDIDATE",6960913,"K01361.01",4.874,-0.0005357,-0.13316
"CANDIDATE",6837146,"K01362.01",3.455,0.0005937,3.9771
"CANDIDATE",6936909,"K01363.01",2.431,-0.0001894,0.0046831
"CANDIDATE",6936909,"K01363.02",1.67,-0.0007892,0.15934
"CANDIDATE",6962977,"K01364.01",3.135,-1.514e-05,-0.27814
"CANDIDATE",6962977,"K01364.02",4.548,0.000745,-0.2112
"CANDIDATE",6962977,"K01364.03",4.744,0.0009096,0.12357
"CANDIDATE",6962977,"K01364.04",3.235,-7.291e-05,-0.45101
"CANDIDATE",6962977,"K01364.05",2.107,0.0004284,0.48487
"FALSE POSITIVE",7174351,"K01365.01",1.572,-0.004404,-0.87785
"CANDIDATE",6932987,"K01366.01",4.802,0.0004362,0.05216
"CANDIDATE",6932987,"K01366.02",4.36,-0.0006006,-0.011309
"CANDIDATE",6934291,"K01367.01",1.093,2.568e-05,0.011673
"FALSE POSITIVE",7357531,"K01368.01",5.036,-0.008246,-0.87709
"CANDIDATE",7287415,"K01369.01",3.267,2.314e-05,0.13953
"CANDIDATE",6924203,"K01370.01",2.841,-4.481e-05,-0.29428
"FALSE POSITIVE",6878167,"K01371.01",1.754,0.0005872,6.7417
"FALSE POSITIVE",6863839,"K01373.01",2.583,-0.01343,1.8112
"FALSE POSITIVE",7296086,"K01374.01",1.254,-0.002696,5.0452
"CANDIDATE",6766634,"K01375.01",4.091,-0.0004361,-0.01372
"FALSE POSITIVE",6774826,"K01376.01",4.524,0.0005866,-5.4732
"CANDIDATE",7211469,"K01377.01",4.647,-0.000189,0.37151
"FALSE POSITIVE",7375795,"K01378.01",6.188,-2.353e-05,11.527
"FALSE POSITIVE",7375795,"K01378.02",2.311,-0.0002217,11.5
"CANDIDATE",7211221,"K01379.01",2.397,3.655e-05,-0.14363
"FALSE POSITIVE",7025526,"K01380.01",1.49,0,11.844
"FALSE POSITIVE",9451127,"K01381.01",4.3,-3.752e-05,0.027627
"FALSE POSITIVE",9446824,"K01382.01",3.729,-2.01e-05,-0.0013503
"FALSE POSITIVE",8953257,"K01383.01",3.337,-0.0008968,-0.0089773
"FALSE POSITIVE",8971432,"K01384.01",1.421,-0.0005462,0.084416
"FALSE POSITIVE",9278553,"K01385.01",4.963,0.003463,0.020785
"FALSE POSITIVE",9143254,"K01386.01",2.632,-0.001312,-0.050103
"FALSE POSITIVE",8949247,"K01387.01",5.014,0.0007032,0.029259
"FALSE POSITIVE",9346253,"K01388.01",9.618,-0.000644,-0.0076269
"FALSE POSITIVE",9002237,"K01389.01",2.631,-0.0001927,-0.0080649
"FALSE POSITIVE",9288786,"K01390.01",1.932,-3.901e-05,0.043712
"FALSE POSITIVE",8958035,"K01391.01",1.803,-0.001046,-0.023347
"FALSE POSITIVE",9040849,"K01392.01",3.79,-0.001816,-1.7459
"CANDIDATE",9202151,"K01393.01",1.778,-0.001696,1.2105
"FALSE POSITIVE",8937021,"K01394.01",1.457,-0.02146,-1.6788
"CANDIDATE",8935810,"K01395.01",1.64,-0.0007747,0.084737
"CANDIDATE",9455556,"K01396.01",3.324,0.0002506,0.013965
"CANDIDATE",9455556,"K01396.02",2.696,-0.0001444,0.16955
"CANDIDATE",9427402,"K01397.01",1.71,-0.00105,0.14858
"CANDIDATE",9269281,"K01398.01",2.323,0.00051,0.63719
"CANDIDATE",9100484,"K01399.01",3.158,-0.001036,1.2712
"FALSE POSITIVE",9157908,"K01400.01",4.389,-0.004698,4.1941
"CANDIDATE",9034103,"K01402.01",4.196,0.0001364,0.10199
"CANDIDATE",9214942,"K01403.01",3.165,0.001566,0.061852
"CANDIDATE",8874090,"K01404.01",3.451,-0.0002212,0.05554
"CANDIDATE",8874090,"K01404.02",4.874,0.0002195,-0.85223
"CANDIDATE",9264949,"K01405.01",4.657,0.0001638,0.41299
"CANDIDATE",9271752,"K01406.01",4.404,0.0001086,0.010872
"CANDIDATE",9150827,"K01408.01",3.338,-9.944e-05,-0.094641
"CANDIDATE",9391208,"K01409.01",2.618,-0.00016,-0.029084
"CANDIDATE",9391506,"K01410.01",4.73,0.000908,0.0030109
"CANDIDATE",9425139,"K01411.01",6.308,-0.0004089,-0.027414
"CANDIDATE",8950853,"K01412.01",9.33,-0.0001782,-0.0070354
"CANDIDATE",9006449,"K01413.01",9.119,0.0001717,-0.25402
"CANDIDATE",9006449,"K01413.02",8.35,-0.0001315,-0.44457
"CANDIDATE",9006449,"K01413.03",5.52,-8.071e-05,-0.4253
"FALSE POSITIVE",8916492,"K01414.01",4.457,-0.0002587,-14.819
"CANDIDATE",11517719,"K01416.01",4.211,0.001166,-0.011018
"FALSE POSITIVE",11599264,"K01417.01",1.881,-0.005211,-0.2768
"FALSE POSITIVE",11100657,"K01418.01",1.775,-0.01464,0.12093
"FALSE POSITIVE",11125936,"K01419.01",1.285,-0.001059,0.92191
"CANDIDATE",11026304,"K01420.01",3.72,-0.002646,-1.1132
"CANDIDATE",11497958,"K01422.01",1.939,0.0001286,0.071118
"CANDIDATE",11497958,"K01422.02",2.898,0.0005738,-0.044867
"CANDIDATE",11497958,"K01422.03",2.465,-0.0007481,0.17293
"CANDIDATE",11497958,"K01422.04",3.452,-0.0001048,0.049871
"CANDIDATE",11497958,"K01422.05",3.79,-0.0005012,-0.18729
"CANDIDATE",11177707,"K01423.01",3.909,-0.0001142,0.043886
"CANDIDATE",11611600,"K01424.01",1.64,-8.188e-05,-0.17912
"CANDIDATE",11254382,"K01425.01",2.345,0.0002722,0.36006
"CANDIDATE",11122894,"K01426.01",4.139,0.0004408,-0.043868
"CANDIDATE",11122894,"K01426.02",3.853,-0.0002943,0.057829
"CANDIDATE",11122894,"K01426.03",7.781,4.091e-05,-0.071688
"CANDIDATE",11129738,"K01427.01",1.813,0.0001213,-0.12098
"CANDIDATE",11129738,"K01427.02",1.838,-0.0006159,-0.4412
"CANDIDATE",11401182,"K01428.01",1.253,0.0001188,0.013852
"CANDIDATE",11030711,"K01429.01",10.46,-0.0005006,-0.14255
"CANDIDATE",11176127,"K01430.01",2.33,-4.565e-05,-0.047604
"CANDIDATE",11176127,"K01430.02",4.108,0.000718,-0.14645
"CANDIDATE",11176127,"K01430.03",2.081,-4.143e-05,0.374
"CANDIDATE",11075279,"K01431.01",7.522,6.251e-05,0.095924
"CANDIDATE",11014932,"K01432.01",3.877,-0.0001757,-0.13929
"CANDIDATE",11014932,"K01432.02",4.772,0.0003431,0.29817
"CANDIDATE",11014932,"K01432.03",2.651,8.669e-05,0.0855
"CANDIDATE",11014932,"K01432.04",5.897,-0.000317,-0.52589
"CANDIDATE",11288505,"K01433.01",3.602,-0.0006531,0.19134
"CANDIDATE",11493431,"K01434.01",2.188,0.0005602,0.25156
"CANDIDATE",11037335,"K01435.01",9.029,-0.0001196,0.1506
"CANDIDATE",11037335,"K01435.02",2.775,-0.0002048,-0.048272
"CANDIDATE",11389771,"K01436.01",2.441,9.709e-05,0.13937
"CANDIDATE",11389771,"K01436.02",3.994,-0.0003092,0.17511
"CANDIDATE",11389771,"K01436.03",2.433,-9.139e-05,-0.63903
"CANDIDATE",11599038,"K01437.01",3.676,0.0002584,-0.20851
"FALSE POSITIVE",11599038,"K01437.02",3.02,-0.000561,-0.31516
"FALSE POSITIVE",11599038,"K01437.03",4.858,0.000201,-0.77208
"CANDIDATE",11193263,"K01438.01",5.963,6.053e-05,-0.19913
"CANDIDATE",11027624,"K01439.01",24.04,4.637e-05,-0.069485
"CANDIDATE",11032227,"K01440.01",3.512,-0.000303,-0.049176
"CANDIDATE",11356260,"K01441.01",3.025,0.0003239,0.3615
"CANDIDATE",11600889,"K01442.01",1.542,-8.307e-07,0.068379
"FALSE POSITIVE",11197126,"K01443.01",1.47,-0.0002601,-1.6078
"CANDIDATE",11043167,"K01444.01",6.632,-1.418e-05,0.34693
"CANDIDATE",11336883,"K01445.01",4.723,-3.727e-05,0.029122
"FALSE POSITIVE",12506351,"K01446.01",2.679,-0.0006095,0.0015929
"FALSE POSITIVE",7622486,"K01447.01",6.057,-0.001924,0.091453
"FALSE POSITIVE",7622486,"K01447.02",5.29,0.000115,-0.054285
"CANDIDATE",9705459,"K01448.01",2.849,0.002256,0.012281
"FALSE POSITIVE",7802136,"K01449.01",3.773,0.01687,-0.0043262
"CANDIDATE",7532973,"K01450.01",3.91,-0.0005687,0.054772
"FALSE POSITIVE",9632895,"K01451.01",5.683,-0.001182,0.0087276
"FALSE POSITIVE",7449844,"K01452.01",3.885,-0.0001907,-0.02718
"FALSE POSITIVE",7842610,"K01453.01",1.838,-0.01825,-2.8075
"FALSE POSITIVE",7830637,"K01454.01",11.12,0.003667,0.01806
"FALSE POSITIVE",4760746,"K01455.01",3.319,-0.004042,-7.0834
"CANDIDATE",7832356,"K01456.01",5.243,0.001287,-0.024543
"CANDIDATE",9643874,"K01457.01",3.198,-0.006047,-0.045764
"CANDIDATE",12120943,"K01458.01",4.967,-0.004107,0.020853
"FALSE POSITIVE",9761199,"K01459.01",0.8581,-0.0008825,0.026627
"FALSE POSITIVE",7751571,"K01460.01",7.58,-0.03221,-0.92951
"FALSE POSITIVE",9579499,"K01461.01",1.569,-0.002015,0.071884
"FALSE POSITIVE",11913013,"K01462.01",4.818,-0.0109,2.4545
"FALSE POSITIVE",7672940,"K01463.01",11.55,0.0001085,0.050459
"FALSE POSITIVE",7838655,"K01464.01",3.193,-0.01585,0
"FALSE POSITIVE",11702948,"K01465.01",1.783,0.000469,0.0024518
"CANDIDATE",9512981,"K01466.01",8.848,-0.001591,-0.048143
"FALSE POSITIVE",7770450,"K01467.01",2.338,0.002518,7.9464
"FALSE POSITIVE",9851226,"K01468.01",7.148,-0.0002673,-0.64699
"FALSE POSITIVE",7543649,"K01469.01",4.302,0.01933,0
"CANDIDATE",9480310,"K01470.01",4.21,0.002651,0.14711
"FALSE POSITIVE",11858748,"K01471.01",2.516,-0.002632,-6.6814
"CANDIDATE",7761545,"K01472.01",6.782,-7.477e-05,-0.029952
"CANDIDATE",7499398,"K01473.01",3.541,-0.003931,2.6001
"CANDIDATE",12365184,"K01474.01",3.922,-7.4e-05,0.0055092
"CANDIDATE",4770365,"K01475.01",1.653,0.0001895,0.43796
"CANDIDATE",4770365,"K01475.02",3.087,0.0004277,0.34585
"CANDIDATE",4770365,"K01475.03",2.391,0.0003412,-1.2579
"CANDIDATE",12406749,"K01476.01",6.458,0.000189,0.23206
"CANDIDATE",7811397,"K01477.01",7.55,0.002091,0.014783
"CANDIDATE",12403119,"K01478.01",8.301,-0.0003904,0.023607
"FALSE POSITIVE",9842890,"K01479.01",8.72,0.002179,-0.96953
"CANDIDATE",7512982,"K01480.01",4.037,0.0002162,0.035389
"CANDIDATE",7512982,"K01480.02",2.799,-0.0005887,-0.67185
"CANDIDATE",9597806,"K01481.01",2.72,0.0003148,0.0016753
"FALSE POSITIVE",7812167,"K01482.01",4.407,0.02985,3.5971
"FALSE POSITIVE",11909686,"K01483.01",3.571,-0.0006783,0.028431
"FALSE POSITIVE",11760959,"K01484.01",2.554,-2.041e-05,-1.7232
"FALSE POSITIVE",9692345,"K01485.01",2.179,0.001292,-11.659
"CANDIDATE",7898352,"K01486.01",7.187,-0.001036,-0.0040839
"CANDIDATE",7898352,"K01486.02",6.126,-0.0003309,-0.059354
"FALSE POSITIVE",12062667,"K01487.01",6.181,0.007167,-5.9984
"CANDIDATE",9589323,"K01488.01",1.73,-0.0001655,0.12545
"CANDIDATE",9823487,"K01489.01",4.039,-4.312e-05,-0.15236
"FALSE POSITIVE",9602514,"K01490.01",10.47,0.0003626,3.2076
"CANDIDATE",9726659,"K01491.01",2.245,0.0007929,0.30033
"FALSE POSITIVE",12108312,"K01492.01",1.048,-0.0004129,0
"FALSE POSITIVE",9842906,"K01493.01",8.751,0.0006604,4.0888
"CANDIDATE",11821363,"K01494.01",2.938,0.0002409,-0.16352
"CANDIDATE",7629518,"K01495.01",5.123,-4.513e-05,-0.11136
"FALSE POSITIVE",4828341,"K01496.01",2.155,0.0001167,0.026112
"FALSE POSITIVE",11774387,"K01497.01",1.008,0.000685,-6.8223
"CANDIDATE",9636135,"K01498.01",4.09,0.0005191,0.347
"CANDIDATE",9636135,"K01498.02",2.943,-5.128e-05,-0.11591
"CANDIDATE",7841925,"K01499.01",4.44,0.0002512,0.00029167
"CANDIDATE",7841925,"K01499.02",2.706,0.0004131,-1.4663
"CANDIDATE",7841925,"K01499.03",1.264,-1.393e-05,0.1726
"FALSE POSITIVE",9719634,"K01500.01",2.528,0.02466,2.3667
"CANDIDATE",7439316,"K01501.01",2.155,-0.0003382,-0.16153
"FALSE POSITIVE",12061238,"K01502.01",1.636,-0.0005686,1.8266
"CANDIDATE",12400538,"K01503.01",10.97,-0.0002135,0.028501
"FALSE POSITIVE",9641018,"K01504.01",2.255,0.0003498,-2.7018
"CANDIDATE",9813499,"K01505.01",4.191,0.0008402,0.013829
"CANDIDATE",12254792,"K01506.01",7.16,1.829e-05,0.18284
"CANDIDATE",12020218,"K01507.01",5.965,0.0001577,-0.13672
"CANDIDATE",7690844,"K01508.01",5.445,-0.0007564,0.035312
"FALSE POSITIVE",9535080,"K01509.01",23.05,1.11e-05,0.30717
"CANDIDATE",11870545,"K01510.01",1.393,0.0007571,0.036244
"CANDIDATE",7901948,"K01511.01",2.484,1.604e-05,-0.027931
"FALSE POSITIVE",11955499,"K01512.01",2.835,-0.000799,1.3492
"FALSE POSITIVE",9784222,"K01513.01",1.039,0,5.1783
"FALSE POSITIVE",9520668,"K01514.01",1.887,0.004139,-0.11716
"CANDIDATE",7871954,"K01515.01",1.605,-0.0001122,0.14624
"CANDIDATE",7871954,"K01515.02",1.079,-0.0003936,-0.076365
"CANDIDATE",12418724,"K01516.01",5.299,9.214e-05,-0.054938
"CANDIDATE",7456001,"K01517.01",6.153,-0.0004691,0.0016123
"CANDIDATE",7549209,"K01518.01",6.006,0.0003235,-0.3157
"CANDIDATE",7663405,"K01519.01",2.746,-0.0002114,-0.38533
"CANDIDATE",7663405,"K01519.02",4.988,-0.0002278,-0.90505
"CANDIDATE",9765975,"K01520.01",3.419,-3.571e-05,0.0067281
"CANDIDATE",9818462,"K01521.01",4.552,0.0001614,-0.02057
"CANDIDATE",12266636,"K01522.01",5.066,3.513e-05,-0.097262
"CANDIDATE",12266636,"K01522.02",4.511,0.0001166,0.3035
"FALSE POSITIVE",9850893,"K01523.01",6.673,0.0002872,0.89053
"FALSE POSITIVE",4826110,"K01524.01",1.115,0.001387,7.8361
"CANDIDATE",7869917,"K01525.01",4.506,2.587e-06,-0.058377
"CANDIDATE",7869917,"K01525.02",4.656,-7.947e-07,0.37219
"CANDIDATE",9824805,"K01526.01",3.527,-5.255e-05,0.18647
"CANDIDATE",7768451,"K01527.01",5.058,0.0007147,0.022964
"CANDIDATE",7691260,"K01528.01",1.682,0.0001096,-0.16868
"CANDIDATE",9821454,"K01529.01",6.354,6.063e-05,0.15307
"CANDIDATE",9821454,"K01529.02",5.977,4.077e-05,-0.1622
"CANDIDATE",11954842,"K01530.01",3.61,-0.0001113,0.28729
"CANDIDATE",11764462,"K01531.01",2.524,-2.789e-05,0.0022864
"CANDIDATE",11656246,"K01532.01",5.276,-5.718e-05,0.24944
"CANDIDATE",7808587,"K01533.01",3.294,-1.323e-05,-0.32232
"CANDIDATE",4741126,"K01534.01",6.597,-2.675e-05,0.05819
"CANDIDATE",4741126,"K01534.02",4.178,-5.545e-05,0.21262
"CANDIDATE",11669125,"K01535.01",7.111,-0.0001554,0.45439
"CANDIDATE",12159249,"K01536.01",2.976,3.93e-06,0.28376
"CANDIDATE",9872292,"K01537.01",6.248,-2.003e-05,0.82625
"FALSE POSITIVE",9963461,"K01538.01",6.675,0,0.012952
"CANDIDATE",8081482,"K01539.01",4.303,-0.002047,0.0035887
"FALSE POSITIVE",5649956,"K01540.01",3.49,0.001653,0.0031071
"CANDIDATE",4840513,"K01541.01",3.182,-0.009686,0.092237
"FALSE POSITIVE",8113154,"K01542.01",5.374,-0.0006264,0.025055
"FALSE POSITIVE",5270698,"K01543.01",4.722,-0.000252,0.0054939
"FALSE POSITIVE",5024450,"K01544.01",3.136,-0.0003788,0.074096
"CANDIDATE",5282049,"K01545.01",3.921,0.0281,-0.50743
"FALSE POSITIVE",5282049,"K01545.02",4.446,0.0007096,-0.49487
"CANDIDATE",5475431,"K01546.01",1.714,-0.0007506,0.43449
"CANDIDATE",5283458,"K01547.01",2.978,0.003895,-0.12935
"FALSE POSITIVE",9940565,"K01548.01",2.779,0.002241,-4.6227
"FALSE POSITIVE",8053552,"K01549.01",3.66,-0.0006291,0.034869
