"koi_disposition","kepid","kepoi_name","tce_dor","tce_ingress","tce_chisqgof","tce_insol","tce_sradius","tce_slogg_prov","tce_mesmedian","tce_ptemp","tce_rb_tcount3","tce_fwm_srao","tce_fwm_pdeco","tce_ror_sn","tce_prad_sn","tce_fwm_pdeco_sn","tce_dicco_msky_sn"
"FALSE POSITIVE",11662440,"K07469.01",34.049512,1.588,127800,50.56,0.846,7,-0.07517,3517.87,0,-0.05473,-0.05853,12.7379861598531,4.32497299891996,-2.02525951557093,6.9130787037037
"CANDIDATE",11672354,"K07471.01",4.8854244,0.2341,2079,422.36,1.1,7,-0.05332,4772.75,0,0.7844,0.0002162,1.85524789674772,1.58042979344878,0.948245614035088,1.22350427350427
"FALSE POSITIVE",11704044,"K07472.01",22.501044,1.178,5984000,170.27,0.948,7,0.1557,0,0,0.1398,0.009862,-0.5,-51.72,0.0776535433070866,0.481691616766467
"FALSE POSITIVE",11706658,"K07473.01",7.9416422,0.1487,232000,458.35,0.741,7,0.04911,0,0,0.1533,0.002671,-0.10837909,-8.764,0.234298245614035,1.5631654676259
"FALSE POSITIVE",11709022,"K07474.01",1.3349947,0.0007953,12330,147.06,0.368,13,-3.243,42352.34,0,0,0,0.000952314296948897,0.000952354467927327,0,5.83256578947368
"FALSE POSITIVE",11724091,"K07475.01",3.7672424,1.452,4173000,16878.21,2.624,7,-9.562,4684.45,0,0.01015,-0.0001911,6161.26238082765,2.60089686098655,-0.00247859922178988,0.0195622188905547
"FALSE POSITIVE",11757422,"K07476.01",2.8491878,0.09474,5044,160.39,0.578,7,-0.4759,2907.37,0,10.3,0.001526,1.07517320708213,1.0682918395574,9.84516129032258,10.2484084880637
"FALSE POSITIVE",11763910,"K07477.01",1.1725074,0.03263,8876,14474.53,1.368,7,1.085,7093.08,0,-2.225,-0.0001082,1.25126130137592,1.15583941605839,-4.50833333333333,18.1488372093023
"FALSE POSITIVE",11768970,"K07478.01",29.81384,1.218,18790,449.23,3.54,58,-0.1733,2065.54,0,0.2063,0.002068,10.0243186792921,4.4188829787234,0.00580898876404494,4.25178041543027
"CANDIDATE",11773625,"K07479.01",8.6124886,0.06373,1419,389.44,1.575,26,-0.1307,4391.65,0,-0.9782,-9.466e-05,1.49476309666875,1.40260378285434,-1.40237037037037,0.974639016897081
"FALSE POSITIVE",11811454,"K07481.01",4.5088756,2.194,43630000,4539.31,1.947,13,-61.5,3858.9,0,0.08445,-0.0007221,69.4201156619537,2.27338651196519,-0.0596776859504132,0.566835066864785
"FALSE POSITIVE",11817750,"K07482.01",6.3800965,2.385,7640000,2131.22,1.95,7,-0.05623,915.27,0,-0.09841,-0.003393,57.824312976565,3.50116279069767,-0.0492452830188679,0.455778443113773
"FALSE POSITIVE",11854636,"K07484.01",151.31491,0.07876,118.8,15.69,0.886,7,0.01725,4261.47,0,-0.2036,-0.0004499,0.628906956797859,0.620387453874539,-0.357063492063492,1.67914110429448
"FALSE POSITIVE",11855538,"K07485.01",3.7188256,0.06738,2638,4177.81,1.874,5,0.05463,4480.84,0,1.105,-5.852e-05,4.02850815675011,2.37551478846874,-1.84605678233438,4.92903225806452
"FALSE POSITIVE",11858541,"K07486.01",8.8010725,2.083,262200,291.35,1.071,7,-0.08697,3182.33,0,7.959e-05,0.0008771,38.0201924932214,3.04083405734144,0.210841346153846,0.569895052473763
"FALSE POSITIVE",11873166,"K07487.01",4.9750427,1.336,16770000,1849.21,0.997,7,14.99,0,0,0.09362,0.0001448,656.497560031519,3.19455894476505,0.00272693032015066,0.0516521739130435
"FALSE POSITIVE",11873171,"K07488.01",1.6815437,0.08491,9350,5782.11,1.005,7,-1.467,5045.93,0,-7.314,0.0009342,1.41764267734552,1.3165417707466,6.86911764705882,6.09009497964722
"CANDIDATE",11904704,"K07489.01",2.4485227,0.04316,7891,3197.21,0.881,7,-0.9611,2334.29,1,-3.61,1.894e-05,2.03701705510392,1.9570590699623,0.164695652173913,2.25513089005236
"FALSE POSITIVE",11906217,"K07490.01",102.54224,1.574,304700,3.89,0.56,7,-0.06181,2396.86,0,-0.1149,-0.005807,3.52026606566814,3.39789574366332,-0.0240954356846473,0.724439461883408
"FALSE POSITIVE",11913052,"K07491.01",3.6725504,0.2479,2524,8392.06,7.7,29,-0.2897,3183.27,0,0.1716,0.0006914,3.2653987391913,2.44960560911481,10.786271450858,4.44132352941176
"FALSE POSITIVE",11913071,"K07492.01",7.2096527,2.283,39200000,12523.71,3.065,7,-4.603,5682.89,0,0.8037,0.1464,25250.12011364,2.2213513089826,13.1891891891892,9.74872122762148
"FALSE POSITIVE",11922648,"K07494.01",3.47665,0.03974,4719,825.49,0.812,7,-0.1309,4305.74,0,0.8322,-0.0003767,2.516248151874,2.07334410339257,-5.01597869507324,2.37604060913706
"FALSE POSITIVE",11922782,"K07495.01",4.1935606,1.318,88880000,2662.79,1.465,18,-0.06651,0,0,-0.552,0.02061,4333.16962189917,4.2084273890143,0.53671875,0.807324503311258
"FALSE POSITIVE",11923819,"K07496.01",37.306267,4.591,25350000,308.22,2.379,18,-0.4632,5791.48,0,-0.1266,0.06987,66.5047815137262,2.99388572633354,1.06185410334347,2.80699404761905
"FALSE POSITIVE",11959569,"K07497.01",41.365691,3.528,58360000,41.55,1.935,5,-0.6454,0,0,-0.01841,0.01474,-0.41128063,-86.84,1.14263565891473,0.134684131736527
"FALSE POSITIVE",11966557,"K07498.01",68.170622,2.281,105200,12.65,0.977,7,-0.181,0,0,0.1445,0.04562,-0.33554908,-35.77,0.170861423220974,0.325381231671554
"FALSE POSITIVE",11967004,"K07499.01",6.5879701,1.042,1497000,2109.66,1.161,7,-0.2603,2152.35,0,-0.1191,0.002593,1339.05028887616,3.00900900900901,0.192074074074074,0.335472263868066
"FALSE POSITIVE",11968490,"K07500.01",1.7795696,1.094,4061000,18154.19,1.456,13,-3.766,800.93,1,0.01149,-0.0002526,120.56680101635,3.4487106017192,-0.133650793650794,0.588080357142857
"FALSE POSITIVE",11970288,"K07501.01",1.6093296,20.52,2004,571.65,2.888,5,-0.08447,3107.66,0,-0.1702,0,4.11194302161757,2.483781278962,0,0.290939947780679
"FALSE POSITIVE",12004679,"K07502.01",11.501882,0.8329,71120000,562.36,0.854,7,-0.2964,0,0,-0.1268,-0.00341,-0.49202255,-45.85,-0.0379310344827586,0.0395487256371814
"FALSE POSITIVE",12004680,"K07503.01",6.0659363,0.04354,2547,453.94,0.81,7,-0.3762,4604.36,0,0.3601,-0.0009486,1.17029496915792,1.13420984118719,-4.83979591836735,8.07019607843137
"FALSE POSITIVE",12013615,"K07505.01",9.980222,1.372,69510000,1196.65,1.643,7,0.1259,0,0,0.1054,0.0003915,-0.43187236,-77.43,0.0241666666666667,0.0103857571214393
"CANDIDATE",12016243,"K07506.01",7.0253663,0.3754,752.9,112.22,0.999,7,-0.06759,4414.42,0,-1.955,0.0002599,2.87301814763178,2.07519979038386,0.893127147766323,0.907935483870968
"FALSE POSITIVE",12022517,"K07507.01",7.3780654,1.715,243500,423.73,0.861,7,-2.281,3575.82,0,0.3421,0.006272,12.3343279508852,3.56786477955402,0.204967320261438,0.655223880597015
"FALSE POSITIVE",12022718,"K07508.01",5.2381087,1.692,72320,276.19,0.874,7,-0.0953,1393.93,0,0.4206,0.0002118,8.6292969723338,3.12133468149646,0.666037735849057,1.66756373937677
"CANDIDATE",12067960,"K07510.01",7.4247149,0.1791,1586,186.68,0.853,7,-0.1264,3631.08,0,3.979,6.863e-05,1.43449510121383,1.36483227362421,0.260950570342205,1.60260770975057
"FALSE POSITIVE",12071006,"K07511.01",4.5796624,1.792,28050000,3253.35,2.692,18,-15.64,0,0,0.03974,0,-0.17102202,-50.24,0,0.248398203592814
"FALSE POSITIVE",12105785,"K07512.01",21.066882,4.07,101900,131.75,2.734,5,-0.1257,2399.3,0,0.2468,0.005178,41.1619853329628,2.71948912015137,5.98612716763006,9.05372023809524
"FALSE POSITIVE",12157983,"K07514.01",1.8643256,0.02786,6979,3638.71,0.816,7,-0.04799,4106.85,0,1.955,0.000545,4.46864047369906,2.94762979683973,12.8235294117647,122.38423028786
"FALSE POSITIVE",12164751,"K07515.01",3.447816,1.599,82430000,1372.38,1.108,7,1.159,0,0,-0.01335,0,-0.26079264,-31.53,0,0.232578710644678
"FALSE POSITIVE",12217907,"K07516.01",30.019488,5.242,3070000,17.19,0.932,7,-0.5718,4028.45,0,0.4701,0.0294,8225.49138069726,3.036593947924,0.788203753351206,0.227230538922156
"FALSE POSITIVE",12251779,"K07517.01",20.506337,1.565,725300,102.16,0.988,7,-0.2529,2966.44,0,-0.2569,0.002135,5339.56065364666,4.18708561545114,0.302407932011331,0.615427286356822
"FALSE POSITIVE",12268220,"K07518.01",4.190893,3.826,1013000,10254.69,3.461,7,0.007024,2157.66,0,-0.0523,0,73.8277587620642,1.89990075145328,0,0.187070254110613
"FALSE POSITIVE",12302391,"K07519.01",46.362842,2.356,763500,43.49,1.029,7,-2.324,4692.07,0,-0.2347,0.06687,2.6223609552666,1.97921225382932,0.181711956521739,1.10618906942393
"CANDIDATE",12304728,"K07520.01",3.513408,0.09817,3053,5638.92,4.93,26,-0.1132,3809.54,0,-0.28,-1.285e-05,1.17183390130034,1.06904231625835,-0.154819277108434,1.94923728813559
"FALSE POSITIVE",12306808,"K07521.01",36.966978,5.331,23470000,15.22,0.758,7,-6.778,4927.02,0,0.173,0.02504,51.3702657746508,4.44153414405987,0.450359712230216,0.0958305847076462
"FALSE POSITIVE",12306808,"K07521.02",29.684245,6.21,8207000,15.22,0.758,7,0.1079,0,0,0.1746,0.01778,14.906183242237,4.27144203581527,0.13890625,0.0969490254872564
"FALSE POSITIVE",12351927,"K07522.01",27.25336,1.358,63140,21.59,0.519,7,-0.1935,2284.32,0,-0.1726,0.01581,23.4833823119216,13.9307692307692,1.30661157024793,1.03358098068351
"FALSE POSITIVE",12353633,"K07523.01",1.2641472,0.06698,12210,17049.67,2.053,13,0.5857,3699.24,0,-3.491,-9.559e-06,2.07588894341886,1.40755873340143,-0.3476,0.237083333333333
"FALSE POSITIVE",12353720,"K07524.01",5.0303829,0.3239,88360,17387.28,3.928,5,-6.141,3172.86,0,-0.01494,0,122.931340898003,2.60532976030966,0,1.68528995756719
"FALSE POSITIVE",12356746,"K07525.01",1.7813135,1.106,2442000,7050.58,0.901,7,-5.596,0,0,-0.07136,-0.006429,144.492321710273,3.33678603137023,-2.66763485477178,4.07260479041916
"FALSE POSITIVE",12356914,"K07526.01",104.08158,1.009,3788000,17.78,0.739,7,-0.7717,0,0,-0.01627,0.1699,-0.5,-40.32,0.894210526315789,2.69339887640449
"FALSE POSITIVE",12365000,"K07527.01",5.1263754,0.1126,15230,9974.7,3.15,7,-0.4145,3826.88,0,-1.353,-0.0004167,3.76439150919158,1.33357066571734,-4.30030959752322,0.998509687034277
"FALSE POSITIVE",12365015,"K07528.01",3.164916,0.04347,9841,938.25,0.663,7,-0.4008,0,0,0.3653,-8.688e-08,-0.028531137,-2.064,8.688e-08,0.726582109479306
"FALSE POSITIVE",12367017,"K07529.01",2.2957164,0.4622,37930,1106.66,0.87,7,-0.9202,2799.32,0,6.915,-0.01168,48.3655586405265,6.78169986196017,-97.3333333333333,23.4348214285714
"FALSE POSITIVE",12367310,"K07530.01",12.236537,2.304,350100,1034.73,4.063,7,-0.1471,2541.05,0,0.2774,4.523e-05,48.023626687277,1.35446035863313,0.0148782894736842,0.676831091180867
"FALSE POSITIVE",12403968,"K07531.01",4.6798514,0.06568,6842,901.27,0.678,7,-1.822,3198.48,0,-1.408,0.0007749,0.947339752243193,0.936752136752137,2.90224719101124,3.37481146304676
"FALSE POSITIVE",12418662,"K07532.01",4.3545171,2.504,519100,445.87,0.861,7,-0.6172,3111.97,0,0.6421,0.002893,249.36476776492,4.67793207294629,0.212720588235294,0.483338323353294
"FALSE POSITIVE",12418816,"K07533.01",4.9647772,0.3254,15700000,646.41,0.511,7,-0.5061,0,0,0,0,-0.27061288,-15.09,0,0.183508245877061
"FALSE POSITIVE",12470530,"K07536.01",37.545413,0.8409,3653000,42.22,0.621,7,-0.2026,0,0,0.7835,0.1007,-0.5,-33.88,0.932407407407407,0.534156804733728
"FALSE POSITIVE",12506342,"K07538.01",2.6259007,0.161,7794,339.87,0.56,7,0.0811,2765.4,0,56.4,-0.0003241,1.75594939263595,1.7313713212273,-1.852,90.6052366565962
"CANDIDATE",12555616,"K07540.01",16.619478,0.1793,626.1,36.14,0.936,7,-0.03629,3965.33,0,-0.6126,0.000289,1.48824172965695,1.39125464418405,2.20610687022901,3.07913043478261
"FALSE POSITIVE",12557713,"K07541.01",21.082383,1.193,90250,37.22,0.552,7,-0.146,2802.66,0,0.1042,-0.01317,38.5564990523054,13.9148239148239,-2.05140186915888,0.408479532163743
"FALSE POSITIVE",3458687,"K07543.01",1.2574578,0.04763,8602,0,5.294,5,-2.965,0,0,1.767,-4.117e-06,1.36675774409124,1.10821052631579,-0.302720588235294,3.1719305019305
"FALSE POSITIVE",3749508,"K07544.01",4.1201614,0.07179,19470,0,10.11,5,-0.48,0,0,1.122,-0.0004302,5.20363724434553,1.67013527575442,-7.50785340314136,0.593111432706223
"FALSE POSITIVE",3749508,"K07544.02",1.4911378,0.1003,8123,54938.48,10.11,5,3.081,5418.2,0,-0.9131,1.998e-05,1.51208188405816,1.14768745620182,0.644516129032258,0.31576
"FALSE POSITIVE",3955867,"K07545.01",27.796417,3.214,27270,509.61,6.447,58,0.1792,3342.99,0,-0.07895,-0.0011,4.37611753421321,2.7886193689586,-0.0207939508506616,0.593532041728763
"FALSE POSITIVE",4074294,"K07547.01",1.587811,0.05305,5087,27595.62,2.975,5,-0.3326,6311.08,1,2.76,0.0001206,2.27723596698876,1.68808699950568,3.89032258064516,76.9634146341463
"FALSE POSITIVE",4380560,"K07548.01",1.1787429,0.0623,7144,4688.63,0.966,7,-0.6429,5654.38,0,-3.419,-7.583e-05,0.595768752256128,0.585449735449736,-1.99552631578947,12.3107336956522
"FALSE POSITIVE",4483235,"K07550.01",3.2473231,0.02541,6728,15844.38,1.967,7,-0.6268,6818.02,0,1.296,9.699e-06,1.21439914545517,1.11717352415027,0.252578125,0.849516129032258
"FALSE POSITIVE",5024414,"K07555.01",4.9483999,0.01757,2940,0,10.53,74,-0.2185,0,0,6.826,-0.0001473,2.08554128556952,1.7283950617284,-4.00271739130435,163.574244415243
"FALSE POSITIVE",5268955,"K07557.01",1.1273457,20.76,3165,165.74,1.352,5,0.3404,2195.02,0,0.00751,-1.301e-06,2.30873171613672,2.01568154402895,-0.0496564885496183,1.62728310502283
"FALSE POSITIVE",5598645,"K07560.01",1.0609902,0.04817,7312,0,4.708,58,-1.393,0,2,4.648,-3.928e-05,0.928408883024458,0.90495867768595,-4.04531410916581,0
"FALSE POSITIVE",5908086,"K07563.01",1.5346676,0.03057,9801,0,7.781,5,-1.091,0,0,-0.3482,-1.174e-05,6.00929077800767,1.74934861907243,-1.18108651911469,0.136614107883817
"FALSE POSITIVE",6590362,"K07570.01",2.435557,0.04155,9594,4629.45,0.887,7,-0.1907,3607.07,0,14.88,-0.0008837,3.16729282691739,2.25578338590957,-10.7115151515152,97.5765171503958
"FALSE POSITIVE",6628740,"K07571.01",1.6609196,0.01272,12890,20283.12,1.613,7,0.05633,4987.53,0,-0.1655,1.983e-06,1.07945570573646,1.01669570267131,0.0836708860759494,1.65245059288538
"FALSE POSITIVE",7031126,"K07573.01",1.2014508,0.01738,9721,14376.77,1.961,7,-1.83,2281.38,0,0.6339,4.522e-05,0.345865781137962,0.337141148325359,2.39259259259259,1.11971726190476
"FALSE POSITIVE",7031208,"K07574.01",1.3005788,0.02223,10820,8006.42,1.032,7,-4.043,6217,0,-7.329,7.863e-05,0.523408137785061,0.516026769989433,1.52679611650485,1.79375
"FALSE POSITIVE",7031742,"K07575.01",1.2504822,0.02624,12760,6405.97,1.012,7,-3.423,0,0,-1.895,-6.777e-05,0.477193243112374,0.472134387351779,-1.53325791855204,3.21873840445269
"FALSE POSITIVE",7032568,"K07576.01",1.1481058,0.02529,12710,22269.85,1.603,7,-4.214,0,0,0.1173,0,0.976747769686165,0.913744075829384,0,3.13023758099352
"FALSE POSITIVE",7032687,"K07577.01",1.3130654,0.02165,10830,5778.52,0.872,7,-2.032,0,0,3.951,-5.481e-05,0.361491248821882,0.359172154280339,-0.660361445783132,2.35933806146572
"FALSE POSITIVE",7116282,"K07579.01",1.1712389,0.02959,11980,4193.92,0.887,7,-2.908,0,0,11.84,1.024e-05,0.385984348904033,0.384437596302003,0.187202925045704,3.72631578947368
"FALSE POSITIVE",7116859,"K07580.01",1.1499089,0.1259,10410,5328.24,0.94,7,-1.272,0,0,-1.573,-1.57e-05,0.834402658875648,0.813175899359965,-0.242658423493045,2.57294117647059
"FALSE POSITIVE",7133286,"K07581.01",89.344641,19.91,41420,0.15,0.635,13,0.03127,2745.78,0,0.01066,-0.001464,1.5762388460317,1.55755894590846,-8.56140350877193e-05,0.82570796460177
"FALSE POSITIVE",7214090,"K07583.01",1.7045008,0.08322,8624,4443.89,0.908,7,-2.7,4717.42,0,24.75,-0.0002753,1.71823499079974,1.52625666947487,-2.18492063492063,98.1509167842031
"FALSE POSITIVE",7281694,"K07584.01",1.2457737,0.07627,10420,9604.31,1.734,7,-0.7016,3615.11,0,0.5596,9.787e-05,1.82032519356428,1.28115593016255,3.96234817813765,3.04415841584158
"FALSE POSITIVE",7362450,"K07585.01",1.1725566,0.02074,12450,12219.53,1.547,7,-1.257,1570.49,0,-2.894,4.067e-05,0.907812069117415,0.846182152713891,4.067,0.672851941747573
"CANDIDATE",8096395,"K07587.01",168.63208,0.5843,73.75,1.03,0.945,13,0.001893,3848.24,0,0.3589,0.0001279,12.9807610441802,3.20156446431066,0.814649681528662,1.45475555555556
"FALSE POSITIVE",8649876,"K07595.01",1.5279073,1.264,3862,550.62,2.073,5,0.01884,4833.79,0,-1.037,-5.801e-05,11.2848200359669,3.03923309071543,-2.0644128113879,2.41778140293638
"FALSE POSITIVE",8868686,"K07598.01",1.6116312,0.2797,7841,539.32,1.076,7,-1.426,4840.49,0,-2.978,2.562e-05,4.364127326167,2.67427832830676,1.08101265822785,2.46044303797468
"FALSE POSITIVE",9246715,"K07601.01",23.256607,37,216600,177.29,14.22,7,0.02424,2678.03,0,0.03701,0.03117,25.4056842869805,2.07642357642358,0.302621359223301,0.486497890295359
"FALSE POSITIVE",10253638,"K07608.01",1.8872486,0.3191,5577,1611.55,2.661,5,0.3995,5069.27,0,1.27,1.288e-05,6.35238539396675,2.61119081779053,0.389123867069486,0.371320754716981
"FALSE POSITIVE",10341777,"K07610.01",1.3929161,0.0614,12060,3038.23,0.815,7,-0.5868,3262.04,1,-5.308,5.809e-05,3.14893550920248,2.56167400881057,4.36766917293233,4.0839603960396
"FALSE POSITIVE",10407271,"K07611.01",1.4015581,0.048,10430,1879.72,0.787,7,-3.972,5849.81,0,-0.5916,1.319e-05,1.14395263391221,1.11920529801325,0.276519916142558,4.11761280931587
"FALSE POSITIVE",10471167,"K07612.01",1.7259279,0.03373,12430,835.96,0.717,13,-3.457,0,2,-5.611,-0.000363,0.39366135884873,0.393424036281179,-3.05042016806723,2.4299522673031
"FALSE POSITIVE",10471174,"K07613.01",1.7251827,0.03698,9992,1888.53,0.838,7,-2.313,0,0,0.5597,-6.72e-05,0.4595975025023,0.456172839506173,-0.71948608137045,2.55849753694581
"FALSE POSITIVE",10471345,"K07614.01",1.2939388,0.1735,12290,1650.81,0.741,7,-3.367,4424.59,1,4.988,-0.0001286,1.3527214650259,1.30359848484848,-1.08983050847458,2.43546875
"FALSE POSITIVE",11463950,"K07616.01",1.3805639,1.142,7599,3890.35,2.531,18,-2.986,4890.92,0,-0.2442,-3.384e-05,22.7180963897225,4.10092872328522,-1.10228013029316,0.256211453744493
"FALSE POSITIVE",11621897,"K07618.01",4.1846789,0.6768,1918,61.12,1.031,7,0.2375,5331.65,0,0.4645,5.162e-05,7.5319289003375,2.84895833333333,0.560477741585233,3.11512770137524
"FALSE POSITIVE",1025986,"K07621.01",356.04226,0.1679,29.23,2,1.187,18,-0.005224,0,0,0.0558,0.0006248,1.24360176176103,1.2090852520224,1.45302325581395,2.02460317460317
"FALSE POSITIVE",1293046,"K07622.01",104.47743,0.08758,194.4,3.45,0.62,7,0.008151,3781.22,0,27.48,0.002794,0.661794262718499,0.660259089009611,3.09070796460177,22.5657407407407
"FALSE POSITIVE",1434395,"K07623.01",2.9555588,0.2325,1025,0,20.85,29,-0.01816,0,0,31.32,-0.01877,5.95454099302095,2.19823529411765,-160.42735042735,0
"CANDIDATE",1723078,"K07624.01",226.36804,0.3127,40.91,12.38,3.466,5,-0.002071,5813.35,0,1.193,-0.0003331,2.62961871680286,1.80292381220129,-0.881216931216931,1.11830917874396
"FALSE POSITIVE",1868404,"K07625.01",7.6731528,0.2151,849.7,401.7,1.286,7,-0.05435,3683.11,0,1.809,-0.0001345,2.13092576815315,1.76075268817204,-1.54420206659013,1.40751724137931
"FALSE POSITIVE",1995712,"K07626.01",285.89455,0.4357,42.13,0.92,0.974,7,0.01614,4949.56,0,-0.7547,-2.891e-06,1.49964892089621,1.38444567015996,-0.00258125,5.8182119205298
"FALSE POSITIVE",2140389,"K07627.01",1.5970088,1.761,76360,960.5,0.709,7,-5.628,1031.01,0,-6.202,0,64.5677473795755,8.17818574514039,0,15.8478991596639
"CANDIDATE",2299738,"K07628.01",1.2461838,0.3718,7598,425.79,0.7,7,-0.01068,3630.36,0,-0.1958,-3.395e-05,4.43646754885551,3.89612676056338,-0.701446280991736,1.20859154929577
"FALSE POSITIVE",2302758,"K07629.01",1.5135811,0.07722,10770,5936.78,0.998,18,-1.637,2616.61,0,4.078,0.0005031,1.88908184810407,1.81813186813187,8.734375,17.3263498920086
"CANDIDATE",2302997,"K07630.01",22.976335,0.186,601.6,5.39,0.521,54,-0.0007168,2756.66,0,-1.525,5.8e-05,1.21832460053621,1.21511872980188,0.200692041522491,0.222229299363057
"FALSE POSITIVE",2308411,"K07631.01",1.9579712,0.09583,11520,4789.3,1.198,7,-0.2917,3849.67,0,-8.526,-0.0002599,1.60095309613387,1.44903710662283,-2.49903846153846,3.17825503355705
"FALSE POSITIVE",2446134,"K07632.01",59.144928,0.1752,143.2,30.79,1.08,7,-0.02234,4838.07,0,-0.2882,-0.0006307,1.35483708168378,1.23203285420945,-1.72794520547945,1.4655
"FALSE POSITIVE",2449053,"K07633.01",1.2647015,0.1318,11380,2587.62,0.935,7,-1.162,3191.17,0,549.5,2.49e-05,1.12916008289203,1.10053490604855,0.273927392739274,77.1777777777778
"FALSE POSITIVE",2569995,"K07634.01",78.09436,0.7049,138.8,14.85,1.597,7,0.002963,3646.94,0,0.2082,-0.01009,4.60881174214679,2.26197429906542,-0.563687150837989,1.48065268065268
"CANDIDATE",2577353,"K07635.01",29.316599,0.4024,383.6,16.18,1.181,7,-0.03539,4566.02,0,-7.269,-3.166e-05,2.35314996818663,1.93886758402887,-0.111872791519435,2.62469304229195
"CANDIDATE",2696205,"K07636.01",3.9594652,0.01022,6214,2299.05,0.836,7,-0.5709,3448.75,0,-2.792,9.769e-05,0.417742898651683,0.41705329153605,0.9769,0.659846153846154
"FALSE POSITIVE",2711131,"K07637.01",14.412089,0.01318,1669,226.65,0.754,18,-0.06851,4277.32,0,-18.4,0.001227,1.35633761200358,1.34972677595628,12.688728024819,31.3794117647059
"CANDIDATE",2834805,"K07638.01",19.939237,0.1392,309.1,116.48,1.685,5,0.04292,4682.75,0,0.04373,-5.042e-05,2.73840610940191,2.24794841735053,-0.576228571428571,0.851906565656566
"FALSE POSITIVE",2854839,"K07639.01",6.2876221,0.01495,5104,896.96,0.751,13,-0.46,4598.75,0,0.07177,1.047e-06,1.60991093427291,1.59122695486332,0.0149358059914408,0.571990212071778
"FALSE POSITIVE",2859299,"K07640.01",3.6340913,0.03081,9231,7320.07,1.114,7,-1.253,4207.04,0,6.011,0.0005755,4.88441686122893,2.58230683090705,9.99131944444444,12.7420454545455
"CANDIDATE",2984990,"K07641.01",6.2549464,0.09493,1641,866.9,1.507,7,-0.2053,4011.7,0,-1.314,-0.0001206,0.933298210144754,0.862278761061947,-0.763291139240506,0.795976331360947
"FALSE POSITIVE",3003019,"K07642.01",1.1541464,0.1065,9008,8925.56,1.098,7,-0.3855,4641.01,0,6.227,1.17e-05,1.1837372765388,1.11101973684211,0.174887892376682,108.393422655298
"FALSE POSITIVE",3102309,"K07643.01",1.2580975,3.304,3409,395.09,1.015,13,-0.2049,2946.75,0,1.714,-7.028e-05,0.262117592381843,0.261288998357964,-1.09300155520995,0.487914951989026
"CANDIDATE",3110177,"K07644.01",4.5073361,0.1078,2712,477.1,0.929,7,-0.2131,4410.64,0,-3.142,0.0001829,1.08750453917693,1.04782257132956,1.29716312056738,0.167406779661017
"CANDIDATE",3129238,"K07645.01",3.4772384,0.04475,3224,545.73,0.759,7,0.04536,0,0,0.3615,2.708e-06,-0.0096631394,-0.8003,0.0937024221453287,0.61911214953271
"FALSE POSITIVE",3218844,"K07646.01",167.59696,0.1405,80.65,7.49,0.975,7,-0.005366,4819.46,0,-0.7612,0.0001754,0.732026101966861,0.711874272409779,0.171960784313725,2.99730010384216
"FALSE POSITIVE",3230095,"K07647.01",13.712543,0.06501,1284,105.27,0.776,7,-0.181,3927.34,0,-0.3491,-0.0004296,0.787446796016121,0.77952380952381,-1.97064220183486,2.17039312039312
"CANDIDATE",3232249,"K07648.01",3.5591307,0.0687,4803,661.21,0.746,7,-0.2414,3543.06,0,2.907,4.859e-05,0.737570276267331,0.736064257028112,0.296280487804878,1.9966078697422
"FALSE POSITIVE",3235282,"K07649.01",521.54588,1.465,25.54,1.17,1.162,7,-0.004075,4378.21,0,3.326,0.008487,0.546021295074021,0.539828326180257,2.09039408866995,15.491875
"FALSE POSITIVE",3241647,"K07650.01",1.8752042,0.06989,7855,2712.35,1.029,7,-0.7677,3117.94,0,0.8358,-6.083e-05,0.950199866541651,0.921564673858252,-0.579333333333333,3.17564841498559
"FALSE POSITIVE",3248696,"K07651.01",126.79432,1.9,52.31,0.5,0.729,7,0.008755,3533.74,0,2.479,0.00189,9.423175596,4.38796377446684,0.984375,3.72192307692308
"FALSE POSITIVE",3345973,"K07652.01",10.165524,0.4563,997.2,480.96,2.259,18,-0.01269,4518.29,0,-4.443,-0.0004117,6.7544056781979,3.64754856614246,-4.94237695078031,1.60211480362538
"FALSE POSITIVE",3347807,"K07653.01",89.739076,0.4034,89.84,5.02,2.183,5,-0.007008,5071.59,0,-0.3651,6.883e-06,2.50091364894448,1.81611065907242,0.0588290598290598,2.27295660948537
"FALSE POSITIVE",3353454,"K07654.01",1.2257799,2.29,217.2,1296.48,1,15,-0.4074,3929.06,0,-0.9112,-0.0005759,16.0445416486956,16.043267862226,-0.28795,0
"FALSE POSITIVE",3439126,"K07655.01",300.56383,0.6037,139.2,0.12,0.664,7,0.003511,4142.65,0,0.1427,-0.00156,2.99423880574114,2.88675903739973,-0.739336492890995,0.533961424332344
"FALSE POSITIVE",3448456,"K07656.01",2.613825,0.07573,5792,2971.3,0.865,7,-0.6065,5413.99,0,6.518,0.0003989,1.06324264953355,1.01301871440195,2.1679347826087,4.06624
"FALSE POSITIVE",3531231,"K07657.01",7.49963,4.079,665.6,6.09,0.784,7,-0.09786,4931.13,0,5.149,0.01671,14.5123549322174,4.06860706860707,29.8926654740608,18.1535714285714
"FALSE POSITIVE",3542542,"K07658.01",3.0866327,0.183,4897,210.02,0.716,7,-0.2909,3980.03,0,5.887,0.0003707,1.14944699593194,1.12940871369295,2.00378378378378,4.31958874458874
