"koi_disposition","kepid","kepoi_name","tce_ingress","tce_model_chisq","tce_minmesd","tce_fwm_srao","tce_fwm_pdeco","tce_impact_sn","tce_sma_sn","tce_smet_sn","tce_fwm_sdeco_sn"
"CANDIDATE",6975129,"K01628.02",0.1215,14080,-0.3698,-0.03914,5.318e-06,4.08163265306122,6.38975640224859,1.05,0.185239361702128
"FALSE POSITIVE",6975129,"K01628.03",0.5005,1604,-5.04,0.06413,-6.083e-05,9.23148435079021,6.39069264069264,1.05,0.992619047619048
"CANDIDATE",8685497,"K01629.01",0.1487,5165,1.654,0.3007,-3.909e-06,3.10673965104345,6.9575230296827,2,0.14282793867121
"CANDIDATE",9017682,"K01630.01",0.2449,3792,5.25,-0.5301,-0.0001674,1.62282546358249,4.21556624398776,-0.466666666666667,0.939507772020725
"FALSE POSITIVE",9084778,"K01631.01",0.1728,28130,0.3625,-0.1787,0.001085,19.5434876676763,15.030555194383,-3.2,-2.50776699029126
"CANDIDATE",9277896,"K01632.01",0.1629,6403,1.775,0.9237,1.549e-05,3.70998349834983,6.26646010844307,0.666666666666667,0.0234042553191489
"CANDIDATE",9401997,"K01633.01",0.4809,1480,8.235,1.121,-0.0002734,4.66279069767442,12.4192485168095,0.933333333333334,0.92035595105673
"FALSE POSITIVE",10487119,"K01635.01",2.273,14200,0.9188,0.1682,0.007078,222.31284590737,4.20318352059925,0.7,8.82815057283142
"FALSE POSITIVE",10621666,"K01636.01",0.2805,11330,1.093,0.09866,-0.0001627,5.27851766068327,4.41252302025783,-1.4,2.0384024577573
"CANDIDATE",10686864,"K01637.01",0.3029,7066,0.5292,0.08412,0.0002598,5.56599140577041,9.57457584198531,-0.0666666666666667,-0.616944024205749
"FALSE POSITIVE",10747439,"K01638.01",1.309,4303,1.873,7.55,-0.01945,56.0916905444126,3.8326359832636,-0.4,81.4450867052023
"CANDIDATE",10879038,"K01641.01",1.186,5493,-0.7813,-1.001,0.0001872,93.7715930902111,7.41552511415525,0.933333333333334,-0.793611111111111
"FALSE POSITIVE",10879656,"K01642.01",0.08973,18540,0.2672,6.026,-0.0003911,1.87367766023647,12.4656278643446,-3.06666666666667,4.63333333333333
"CANDIDATE",10990917,"K01643.01",0.4787,3972,-1.785,-0.5603,-0.0002779,8.56422454804948,3.57867834976269,-0.4,1.32237762237762
"FALSE POSITIVE",11043136,"K01644.01",0.9624,2273,2.691,0.2871,0.001837,26.7763339784352,4.79310344827586,-1.86666666666667,-0.491819291819292
"FALSE POSITIVE",11045383,"K01645.01",1.099,400.8,-6.109,0.2141,0.001798,34.9106504646176,9.30732135028496,-0.6,-2.98630136986301
"CANDIDATE",11046025,"K01646.01",0.02403,4226,0.2875,0.1355,-8.575e-05,0.0247841726618705,10.1346880907372,-0.0666666666666667,0.550296559905101
"CANDIDATE",11153121,"K01647.01",0.286,3237,4.495,0.4418,-0.0004071,1.92000949442203,5.01860272840017,1.4,2.04444444444444
"CANDIDATE",11153121,"K01647.02",1.011,1834,8.003,0.7661,-0.0007204,22.3918212077984,5.01857815209314,1.4,2.90661070304302
"CANDIDATE",11177543,"K01648.01",0.2956,557.9,-7.318,-1.373,-9.805e-05,3.38812103100486,9.66156699119147,0.533333333333333,0.409142857142857
"CANDIDATE",11337141,"K01649.01",0.1537,3183,2.85,-0.6562,0.0003716,2.69458570146575,15.036443148688,0.466666666666667,-1.21087662337662
"CANDIDATE",11337372,"K01650.01",0.4361,3381,1.269,-0.1855,0.0002146,10.4620462046205,7.54121198049687,1.06666666666667,-0.324857142857143
"CANDIDATE",11337372,"K01650.02",0.5141,521.2,-18.38,-0.1498,-0.001046,1.08787502219066,7.54119850187266,1.06666666666667,1.95053191489362
"CANDIDATE",11337833,"K01651.01",1.031,1021,-3.065,1.309,0.0001127,24.9517426273458,3.80411937788987,-0.6,-0.247179487179487
"FALSE POSITIVE",11391667,"K01652.01",0.7909,31950,0.3085,-0.0639,-0.0002131,845.589600742804,0,-0.888888888888889,71.0411622276029
"FALSE POSITIVE",11392017,"K01653.01",0.1931,8436,0.3375,-167.3,0.01328,5.04809843400447,1.10277594183741,-1.93333333333333,-201.671388101983
"FALSE POSITIVE",11546211,"K01654.01",0.454,17970,-0.191,-0.2935,-0.001642,177.710078700178,10.2616690240453,-2,113.707414829659
"CANDIDATE",11547505,"K01655.01",0.09218,13330,0.3281,-0.05894,5.39e-05,4.68305439330544,6.52298850574713,0.8,-0.598295454545455
"CANDIDATE",4471747,"K01656.01",1.057,667.2,-4.189,-0.3431,-6.556e-05,23.7354871277133,6.63564448580735,1.06666666666667,0.347623762376238
"FALSE POSITIVE",4474645,"K01657.01",4.536,29810,2.266,-31.22,-0.05185,1347.88937409025,4.87577639751553,-1.86666666666667,254.545454545455
"CANDIDATE",4570949,"K01658.01",0.4921,8752,0.7125,-0.5722,-0.004236,681.818181818182,6.03478643769265,-0.666666666666667,-33.4916666666667
"CANDIDATE",4650733,"K01659.01",0.2821,1432,11.87,1.169,0.0003741,1.60404734631539,3.79066741029931,0.2,-0.89281507656066
"CANDIDATE",4830605,"K01660.01",0.26,1344,26.35,-0.1175,0.0003269,0.732,4.82228846594818,-0.666666666666667,-0.821187308085978
"FALSE POSITIVE",4832197,"K01661.01",0.8484,32050,0.3892,0,0,855.084745762712,3.43396226415094,-2.33333333333333,0
"FALSE POSITIVE",4844004,"K01662.01",0.105,7941,0.725,-1.04,0.0004896,2.68736936398925,5.58772687986171,0.233333333333333,-1.6390306122449
"FALSE POSITIVE",4927315,"K01663.01",1.615,1860,-0.3813,2.048,0.001416,72.7408513816281,3.73176805407328,-0.171428571428571,-6.22424242424242
"FALSE POSITIVE",4928119,"K01664.01",1.516,535.1,27.01,-0.1213,-0.007179,18.9298525308888,3.53399138050883,-0.266666666666667,-22.2941176470588
"CANDIDATE",4932442,"K01665.01",0.2229,5295,2.213,-0.985,8.794e-05,2.3652501344809,5.49884526558891,0,-0.716446402349486
"FALSE POSITIVE",5008501,"K01666.01",0.0674,16540,0.4563,0.4098,0.0002249,3.294500723589,4.24062307849969,0.2,-2.65185185185185
"FALSE POSITIVE",5015913,"K01667.01",0.2645,13510,0.1906,0.01583,0.0001168,65.515988372093,3.23689416419387,-0.1,0.193672922252011
"FALSE POSITIVE",5103942,"K01668.01",1.028,1354,3.416,-0.7015,0.0005387,33.216830675263,3.86174323744096,-1.33333333333333,-1.66315789473684
"CANDIDATE",5183357,"K01669.01",0.9193,1452,34.01,0.003028,0.0001494,21.4985590778098,6.47887323943662,1.86666666666667,-0.487861271676301
"FALSE POSITIVE",5184709,"K01670.01",0.1262,1714,5.392,-3.101,-0.0002325,1.89227115716753,4.04638752052545,-0.266666666666667,-7.58258258258258
"CANDIDATE",5195172,"K01671.01",0.1035,15370,0.522,0.2956,6.214e-05,2.19625246548323,5.93294797687861,0.133333333333333,-2.41916167664671
"CANDIDATE",5269467,"K01672.01",0.4865,1294,18.98,0.3189,-0.000816,6.43516483516483,14.2271293375394,-0.2,0.508221476510067
"FALSE POSITIVE",5271608,"K01673.01",0.1532,7686,0.3083,21.54,-0.002062,1.80742085097802,3.86469253215173,-0.8,14.7784431137725
"FALSE POSITIVE",5357470,"K01674.01",0.09071,7494,0.275,2.603,-0.0001653,1.91714712790946,4.05897540426688,-3.13333333333333,1.46926713947991
"CANDIDATE",5360920,"K01675.01",0.6224,1208,1.943,-0.5503,6.756e-05,49.7539267015707,5.19779208831647,-1,-0.335381750465549
"FALSE POSITIVE",5443775,"K01676.01",0.1701,5741,2.467,-2.257,-0.0008142,11.2975970425139,4.11959287531807,1.73333333333333,23.3581081081081
"CANDIDATE",5526717,"K01677.01",0.3026,632.4,31.73,-0.3379,0.000857,3.70247229326513,6.10751728753067,2.13333333333333,-2.79649122807018
"FALSE POSITIVE",5527172,"K01678.01",1.066,7956,1.49,0.09982,7.002e-05,1198.03543238028,4.2591857000993,-0.666666666666667,-118.722222222222
"FALSE POSITIVE",5529643,"K01679.01",0.1888,41330,0.4973,-3.247,0.0005067,2.18524788391777,4.05307599517491,-0.228571428571429,-5.25615212527964
"FALSE POSITIVE",5530882,"K01680.01",0.158,6942,2.384,-1.388,-0.0009003,1.55645730416373,4.32463545663853,-0.6,11.4708798017348
"CANDIDATE",5531953,"K01681.01",0.304,3733,2.439,-0.468,-0.0008096,6.06464646464646,10.1621017328116,-0.933333333333334,-1.30848484848485
"FALSE POSITIVE",5531953,"K01681.02",0.1281,7383,0.7531,-0.5443,-0.0006523,1.80036079374624,10.1626712328767,-0.933333333333334,0.583730715287518
"CANDIDATE",5531953,"K01681.03",0.108,914.7,-4.471,1.427,0.000321,0.323976849937991,10.1645021645022,-0.933333333333334,-2.57619047619048
"CANDIDATE",5531953,"K01681.04",0.1893,3754,0.3063,0.04422,-0.0004189,3.24373259052925,10.1607717041801,-0.933333333333334,-0.675934065934066
"CANDIDATE",6034945,"K01683.01",0.1568,5662,-0.5994,0.4672,-7.184e-05,0.681346153846154,3.80562884784521,0,0.338177339901478
"FALSE POSITIVE",6048024,"K01684.01",1.337,416.9,-12.38,0.201,-0.0004361,28.7301128145791,6.79226671927402,3.2,-0.993340611353712
"CANDIDATE",6049190,"K01685.01",0.5148,1013,16.11,-0.2567,0.0003591,4.75105740181269,3.78436657681941,-0.466666666666667,-0.405105105105105
"CANDIDATE",6198999,"K01687.01",0.2556,6236,0.3167,-0.389,-6.209e-05,5.31065088757396,11.8965979105277,0.333333333333333,-0.40825
"CANDIDATE",6310636,"K01688.01",0.1459,29960,0.4034,-1.287,7.463e-05,2.51828077030421,5.0065121125293,0.933333333333334,-0.26793893129771
"FALSE POSITIVE",6312534,"K01689.01",1.028,21200,-0.3563,-14.82,-0.03613,335.565154787617,12.2764227642276,0.466666666666667,221.751824817518
"FALSE POSITIVE",6470917,"K01690.01",0.157,17680,0.8021,-16.09,0.0003355,2.12870588235294,4.85359005214601,-2.33333333333333,-3.1489841986456
"FALSE POSITIVE",6611330,"K01691.01",1.118,531.3,20.72,-0.118,0.002691,18.493894165536,6.74740484429066,-1,5.2125890736342
"CANDIDATE",6616218,"K01692.01",0.4411,2352,1.059,0.2657,3.463e-05,67.9713423831071,9.03435600169659,1.86666666666667,1.31147260273973
"CANDIDATE",6616218,"K01692.02",0.1045,4159,0.8517,0.04579,-5.718e-05,2.6114050558495,9.03365629780724,1.86666666666667,2.12258883248731
"CANDIDATE",6696462,"K01693.01",0.7142,4576,1.46,0.1731,0.0002571,81.006711409396,4.72436604189636,-0.333333333333333,-2.05892857142857
"CANDIDATE",6699368,"K01694.01",0.6677,4271,0.6531,0.2973,0.0001387,40.7205331112037,3.76224899598394,-0.6,-0.240503597122302
"CANDIDATE",6803855,"K01695.01",0.3424,953.5,19.16,-0.6159,0.0003382,1.95073327222731,3.45671641791045,-0.333333333333333,-1.59350503919373
"FALSE POSITIVE",6891366,"K01696.01",2.333,21860,1.249,2.266,-0.0002418,131.422505307856,3.66237660877171,-0.0666666666666667,4.42127659574468
"FALSE POSITIVE",6891637,"K01697.01",2.507,23710,0.504,-0.2448,9.068e-05,91.4419475655431,14.0464547677262,-3.13333333333333,-1.20324675324675
"FALSE POSITIVE",6975615,"K01698.01",0.1909,13610,1.492,26.25,-0.01729,2.9369898792034,8.64360073484385,-1.31428571428571,149.075391180654
"FALSE POSITIVE",7137725,"K01699.01",0.2102,17560,1.382,0.4532,-8.463e-05,8.10097431355182,5.74485071052211,-0.466666666666667,4.08203125
"CANDIDATE",7220429,"K01700.01",0.1711,3908,-0.4,-0.8537,3.367e-05,1.80115089514067,2.24328544659588,-0.0666666666666667,0.21041095890411
"CANDIDATE",7222086,"K01701.01",0.05738,6733,0.2583,0.6773,1.269e-05,7.223113964687,5.27028661264966,3.73333333333333,-0.150982905982906
"CANDIDATE",7304449,"K01702.01",0.17,10160,1.119,0.08995,0.0003513,7.22329317269076,6.2429696287964,-0.4,-5.02264150943396
"FALSE POSITIVE",7380829,"K01703.01",2.692,23980,1.512,-96.92,-0.005075,308.585858585859,4.1533226581265,-0.933333333333334,46.5839694656489
"CANDIDATE",7386827,"K01704.01",0.2544,2939,-0.4625,0.3439,-0.0002353,4.25315179021684,4.04724061810155,0.133333333333333,0.179068965517241
"CANDIDATE",7522911,"K01705.01",0.4944,3150,0.6879,0.08012,-0.0007899,4.99311531841652,3.73046875,-0.133333333333333,1.83875338753388
"CANDIDATE",7626370,"K01706.01",0.1616,9921,1.131,-0.06384,6.138e-05,5.71092757306226,3.84318588948601,-0.266666666666667,-0.333582677165354
"CANDIDATE",7703955,"K01707.01",2.572,989.6,-11.7,-0.2907,-2.108e-05,69.9851961509993,7.56017716156364,-1.73333333333333,-0.0996125461254612
"CANDIDATE",7703955,"K01707.02",4.137,352.8,-2.752,0.2024,-0.001995,68.4368308351178,7.56360078277886,-1.73333333333333,2.34469696969697
"CANDIDATE",7750419,"K01708.01",1.305,1094,-2.849,-1.675,-0.0001687,92.2592945662536,4.53016371383718,0.8,0.270343839541547
"FALSE POSITIVE",7768952,"K01709.01",0.1919,1075,6.536,-4.407,-0.0007138,2.82972718720602,1.24665257223397,-0.742857142857143,6.04954128440367
"CANDIDATE",7815744,"K01710.01",0.3086,1623,-1.655,-1.067,0.0007265,2.0039603960396,7.88476118271418,-1.86666666666667,-1.74957698815567
"CANDIDATE",7955580,"K01711.01",0.3071,676.4,15.6,0.1493,-0.0003382,1.58284140102322,17.4343832020997,0.933333333333334,0.351174496644295
"FALSE POSITIVE",8162790,"K01712.01",0.3843,3175,2.705,-0.2821,-0.000991,7.61942257217848,4.57774310972439,-0.466666666666667,23.7231503579952
"CANDIDATE",8230616,"K01713.01",0.1552,7062,1.194,-1.382,-3.68e-05,3.86798964624676,23.2946058091286,-2.13333333333333,-0.496681415929204
"CANDIDATE",8230616,"K01713.02",0.2913,3372,0.974,-1.243,0.0001834,6.19363762102351,23.2925384919068,-2.13333333333333,-1.38390557939914
"CANDIDATE",9655129,"K01714.01",1.455,21160,1.504,0.02165,-9.419e-05,1425.24602573808,7.65924619792815,-0.914285714285714,117.921348314607
"CANDIDATE",9836959,"K01715.01",0.6013,580.8,46.05,-0.6101,0.000201,12.3312294182217,7.83833889506859,-1.46666666666667,-1.66776315789474
"CANDIDATE",9838949,"K01716.01",0.1785,5837,0.735,-0.1217,-9.048e-05,2.34508399889838,2.26040326040326,1.2,0.633846153846154
"CANDIDATE",9895006,"K01717.01",0.7964,2802,5.266,-1.309,0.0004256,68.7908961593172,4.36492673992674,1.26666666666667,-0.598862019914651
"CANDIDATE",9896558,"K01718.01",0.3784,1032,31.58,-0.05539,0.0001156,0.47828773168579,4.05784288961859,-1,-0.153075268817204
"CANDIDATE",9896558,"K01718.02",1.876,666.4,-20.19,-0.7538,-0.0003956,15.896170212766,4.05783308931186,-1,0.75578231292517
"FALSE POSITIVE",9899483,"K01719.01",2.025,25020,0.579,-2.242,-0.0003007,463.679023932426,5.37705618457594,-0.666666666666667,10.1639344262295
"CANDIDATE",10015937,"K01720.01",1.642,860.2,-11.33,-0.1576,-0.001633,54.5790080738178,12.347377472055,0.933333333333334,-0.43236797274276
"CANDIDATE",10019065,"K01721.01",0.6317,1335,32.89,-0.3453,0.000235,7.75561545372866,2.66666666666667,1.33333333333333,-1.23054945054945
"CANDIDATE",10080248,"K01722.01",0.2506,5377,2.139,-0.7231,0.0002585,0.563527533918595,3.93711551606288,-0.933333333333334,-0.489275766016713
"CANDIDATE",10213902,"K01723.01",0.6821,1250,43.59,0.4915,0.0001367,7.6742700729927,4.50500883912787,-0.228571428571429,-0.409832134292566
"CANDIDATE",10214162,"K01724.01",0.4963,2270,-2.35,0.6355,-2.354e-05,8.84844808411687,3.77086931491077,-0.666666666666667,-0.411850311850312
"CANDIDATE",10905746,"K01725.01",0.2459,1040,-1.925,-1.211,-0.000187,11.2867000405899,10.2020053081687,-0.4,-2.17945823927765
"CANDIDATE",8242434,"K01726.01",0.5452,1236,33.54,-0.03264,0.0001375,23.4265350877193,16.0293091416608,0.933333333333334,1.31538461538462
"CANDIDATE",6185331,"K01727.01",0.9861,1858,36.96,-0.1972,-0.000182,11.3465379494008,4.91639438785316,-1,0.185333333333333
"CANDIDATE",11820830,"K01728.01",0.8862,3272,-0.3385,0,0,804.198473282443,3.49670392662654,0,0
"CANDIDATE",6603756,"K01729.01",0.9765,15620,2.807,-0.03613,-0.004556,37.5565026475526,7.08457840717162,-0.4,9.21224489795918
"FALSE POSITIVE",8460600,"K01730.01",0.8267,9877,3.306,1.624,0.05802,45.1688218390805,11.1910669975186,-1.73333333333333,64.8852459016394
"CANDIDATE",8266276,"K01731.01",0.277,3975,1.803,1.75,-0.0001875,3.58444619010212,11.5848670756646,1,-1.225
"FALSE POSITIVE",8266276,"K01731.02",0.09493,11720,0.2969,-4.004,-0.001161,0.538022561380226,11.5858073859522,1,4.37546012269939
"CANDIDATE",6869184,"K01732.01",0.8351,1312,-5.154,0.003593,-0.0007417,18.6647193824327,5.47129186602871,-1.26666666666667,1.85349301397206
"CANDIDATE",8396405,"K01733.01",0.1598,1466,-3.552,1.528,-0.0003977,0.432181303116147,16.8069624768155,-4.86666666666667,0.519421965317919
"FALSE POSITIVE",8845574,"K01734.01",0.2533,9441,0.85,-2.811,-0.001762,9.28798931470256,11.753986332574,-1.77142857142857,6.67924528301887
"FALSE POSITIVE",3446451,"K01735.01",0.05219,12320,0.7865,-0.617,-0.005392,4.81196581196581,3.42271880819367,-0.466666666666667,179.296066252588
"CANDIDATE",6604328,"K01736.01",0.3283,1768,18.46,-1.044,0.0004376,1.26909864223785,4.50243255196816,0.6,-0.782480818414322
"CANDIDATE",4365645,"K01738.01",0.1638,5793,2.996,-0.5118,6.758e-05,4.30243669374104,11.5142991092358,1.46666666666667,-2.01501416430595
"FALSE POSITIVE",6762829,"K01740.01",1.398,6194,9.025,-0.01417,0.001087,44.5333333333333,13.8400789733465,-0.8,-43.4935897435897
"FALSE POSITIVE",8180020,"K01741.01",0.8872,9910,2.765,0.2251,0.02618,0.00349297658862876,5.09797297297297,-0.666666666666667,31.5637860082304
"FALSE POSITIVE",9528420,"K01742.01",1.036,14750,2.161,-0.1189,0.001173,203.421686746988,3.88591549295775,-0.8,28.1410788381743
"FALSE POSITIVE",6364327,"K01744.01",8.121,21720,3.91,-3.044,0.0001742,30.9121830550402,4.99540018399264,-1.93333333333333,-3.33009708737864
"FALSE POSITIVE",9574614,"K01745.01",0.4662,17940,0.5531,0.03359,-0.0003828,171.200304356097,7.71729587357331,-1.73333333333333,3.35972850678733
"CANDIDATE",8197343,"K01746.01",0.2059,2903,8.344,2.204,-0.0003317,1.24044205495818,5.89864466705952,0.933333333333334,0.372754491017964
"CANDIDATE",7032421,"K01747.01",0.7296,816.9,12.29,0.563,-0.0003114,13.6856140350877,8.11142061281337,1.06666666666667,0.666202090592335
"FALSE POSITIVE",7593110,"K01748.01",1.233,7486,1.693,0.006356,-0.0004292,65.4989075018208,4.30146341463415,-0.666666666666667,16.2984218077475
"CANDIDATE",6786348,"K01749.01",0.1717,1581,2.595,0.09567,0.0004267,0.327029563585171,4.91135734072022,0.233333333333333,-0.991323529411765
"CANDIDATE",6209677,"K01750.01",0.2365,5215,-1.832,0.9221,-0.0001944,2.18801912912157,9.46663296258847,1.06666666666667,-0.340893470790378
"CANDIDATE",6209677,"K01750.02",0.07782,6564,-0.1438,-0.7294,-0.0001065,1.18541195261547,9.46961620469083,1.06666666666667,0.11
"CANDIDATE",9729691,"K01751.01",0.2268,2905,2.797,-0.09286,5.036e-05,3.94184890656064,5.11030383091149,0.266666666666667,-0.430926829268293
"FALSE POSITIVE",9729691,"K01751.02",1.934,1498,3.838,-0.07449,0.0004387,11.9725268104591,5.11005135730007,0.266666666666667,-1.31432291666667
"FALSE POSITIVE",8127586,"K01752.01",0.1293,1984,2.909,12.9,-0.004439,0.419956733369389,3.93939393939394,-0.533333333333333,13.6607142857143
"FALSE POSITIVE",4950232,"K01753.01",0.1355,13830,0.2482,31.88,-0.002948,3.78059950041632,6.45922746781116,-1.33333333333333,9.94054054054054
"CANDIDATE",8651389,"K01754.01",0.1934,1534,6.665,0.7295,9.2e-05,3.7780580075662,3.64332293734052,0.466666666666667,-0.862569832402235
"FALSE POSITIVE",5302006,"K01755.01",0.7726,6331,-0.6875,-49.26,0.03708,61.1937377690802,4.06830907054871,0.175,-186.254295532646
"FALSE POSITIVE",4851464,"K01757.01",1.08,7821,2.983,-0.07539,0.006653,44.5373543522961,3.78874925194494,-0.0666666666666667,10.7586206896552
"CANDIDATE",6705142,"K01758.01",0.2063,3028,-1.16,-0.683,0.001133,3.04586129753915,5.62164662349676,0,13.3333333333333
"FALSE POSITIVE",3248019,"K01759.01",1.266,22860,0.375,1.293,-0.03689,1101.07334525939,3.89397905759162,-1.06666666666667,-561.333333333333
"CANDIDATE",3967760,"K01760.01",0.3067,4357,1.811,-1.703,5.217e-05,4.08352455254704,7.48876043673732,1.06666666666667,-0.553706293706294
"CANDIDATE",3967760,"K01760.02",0.2888,2978,4.271,1.255,-0.0002323,1.9929768917082,7.48867924528302,1.06666666666667,0.317102803738318
"CANDIDATE",4067336,"K01761.01",0.8672,1089,6.084,-0.8483,-0.0003342,12.8684627575277,4.02993029930299,0.2,0.147072072072072
"FALSE POSITIVE",5387843,"K01762.01",0.1393,17650,-0.2063,1.466,-0.0002396,6.16986301369863,3.93339333933393,-1.13333333333333,1.15182186234818
"FALSE POSITIVE",10491044,"K01763.01",2.188,13920,-0.4625,0.3004,0.002562,8.03861625100563,11.4871794871795,-1.08571428571429,-7.04293193717278
"CANDIDATE",11904734,"K01764.01",0.8602,1038,5.25,-0.1947,-0.0006445,29.7232824427481,11.4268247952072,-1.08571428571429,3.99672131147541
"FALSE POSITIVE",8043714,"K01765.01",1.065,4579,3.594,-0.05126,-4.591e-05,466.56942823804,5.19051262433053,-0.2,0.829946524064171
"FALSE POSITIVE",3654950,"K01766.01",2.954,12320,0.3746,0.1299,0.01158,73.1407648494711,8.44949398510598,-1.65714285714286,-55.7056145675266
"FALSE POSITIVE",8223328,"K01767.01",1.249,611.2,5.201,-0.01453,0.002597,79.4791666666667,9.75973089860644,-0.4,-15.8692307692308
"FALSE POSITIVE",4150390,"K01768.01",3.029,1042,36.05,-0.1076,-0.00311,45.3109327983952,4.11475409836065,-0.866666666666667,-14.1830985915493
"FALSE POSITIVE",8444552,"K01769.01",1.13,95840,0.3542,0.06493,-0.0003316,244.257703081232,7.37477368738684,-2.46666666666667,11.2341650671785
"FALSE POSITIVE",7918217,"K01770.01",6.153,2776,-9.038,-20.87,0.01993,40.6298252742788,0,-0.08,-238.223938223938
"FALSE POSITIVE",11342573,"K01771.01",3.339,633.6,3.283,0.05774,0.007945,29.7725024727992,3.66607617360496,0.233333333333333,-12.8472906403941
"FALSE POSITIVE",3345675,"K01772.01",1.771,371.9,-9.206,0.08687,0.000963,5.06188247529901,17.1085807238715,0.466666666666667,-21.0968660968661
"FALSE POSITIVE",10153011,"K01773.01",4.589,980.7,-1.56,-0.2772,0.0009313,36.0824742268041,12.8146361077604,-3.46666666666667,-3.46705426356589
"FALSE POSITIVE",11285136,"K01774.01",1.356,9670,1.272,-0.04827,-0.0003003,278.334880841845,4.17239225484072,-1.26666666666667,16.2660550458716
"FALSE POSITIVE",4913000,"K01775.01",1.194,8592,0.575,-40.76,-0.0237,629.107373868047,6.7408737283064,-0.533333333333333,569.858156028369
"FALSE POSITIVE",8453214,"K01776.01",0.7619,18870,1.812,-51.08,-0.001078,17.3821548821549,13.0238152513832,-0.6,15.070796460177
"FALSE POSITIVE",5110423,"K01777.01",2.054,13210,0.8779,-1.479,-0.01381,213.492741246798,6.37326515704894,-1.8,65.3658536585366
"FALSE POSITIVE",5444384,"K01778.01",2.396,77910,0.4323,0,0,94.1690682036503,3.97301698069318,0.7,0
"CANDIDATE",9909735,"K01779.01",0.3337,5901,2.366,0.1869,5.405e-07,34.8723404255319,6.77813033927264,1.4,1.76118721461187
"CANDIDATE",9909735,"K01779.02",0.1754,1878,-1.716,-0.02377,0.0001816,3.14615707685846,6.77609980302035,1.4,-0.905982905982906
"FALSE POSITIVE",5450814,"K01780.01",1.223,3744,3.069,-0.3035,-0.001214,35.7937384898711,13.6280949974735,-4.93333333333333,-11.7213930348259
"CANDIDATE",11551692,"K01781.01",0.3251,3929,3.693,0.177,0.0001595,33.0251046025105,14.0940525587828,0.466666666666667,18.3511450381679
"CANDIDATE",11551692,"K01781.02",0.2952,5875,2.101,0.2384,5.197e-05,50.0834724540901,14.0943113772455,0.466666666666667,9.20380952380952
"CANDIDATE",11551692,"K01781.03",0.4018,608.1,39.58,0.1426,6.107e-05,8.58100800346096,14.0925637025481,0.466666666666667,5.12612612612613
"FALSE POSITIVE",8678664,"K01782.01",1.187,1532,8.144,-0.1251,0.002498,36.517719568567,5.18354710305175,0.133333333333333,-3.71544715447154
"CANDIDATE",10005758,"K01783.01",2.502,451.2,18.33,0.2057,0.0002054,310.752688172043,5.28303828736105,0.133333333333333,-3.53619302949062
"CANDIDATE",10005758,"K01783.02",0.7707,338.3,-14.57,0.1725,-0.0006042,10.193094629156,5.28455284552846,0.133333333333333,0.666228070175439
"CANDIDATE",10158418,"K01784.01",0.699,3018,2.982,-0.3602,-0.0004808,112.985759111755,7.14021685559389,0,2.21710526315789
"FALSE POSITIVE",9366989,"K01785.01",1.246,39360,0.6753,0.2882,0,28.2140812821981,4.02676399026764,1.13333333333333,348.663967611336
"FALSE POSITIVE",3128793,"K01786.01",1.432,7960,1.682,0.1605,-0.001102,15.1232551232551,4.84992570579495,0.933333333333334,-14.4611973392461
"CANDIDATE",5864975,"K01787.01",0.7444,530.4,43.02,0.3091,-0.001459,7.45998262811763,5.58674901740595,-1.53333333333333,-2.88574317492417
"CANDIDATE",2975770,"K01788.01",0.4722,460.1,19.41,-0.1831,0.001809,1.2683218665869,16.978021978022,0.8,-1.02049180327869
"FALSE POSITIVE",2975770,"K01788.02",1.578,175.2,14.6,1.21,0.0004213,35.361216730038,16.9788408463661,0.8,-0.21129883843717
"FALSE POSITIVE",5565497,"K01789.01",0.08364,27830,0.9063,-443.6,0,5.36531585220501,5.14792899408284,-0.857142857142857,-156.793893129771
"CANDIDATE",6504954,"K01790.01",0.5258,552.8,73.19,-0.07051,-0.0009885,2.75359233634912,3.58795013850415,0.333333333333333,0.574962406015038
"FALSE POSITIVE",4144231,"K01791.01",1.909,1784,0.5417,22.34,0.1526,11.4253057492285,14.4339928640934,-13.2,-316.867469879518
"CANDIDATE",8552719,"K01792.01",0.7508,1757,60.39,0.01568,-0.0003275,15.8698437099667,7.06455102776776,2.4,9.45363408521303
"FALSE POSITIVE",8552719,"K01792.02",0.3878,6149,4.189,0.446,-2.276e-05,15.8556988497734,7.06480721903199,2.4,1.70142180094787
"CANDIDATE",8552719,"K01792.03",2.542,44820,0.545,1.946,2.906e-05,504.84693877551,7.06449023280706,2.4,-2.05772870662461
"CANDIDATE",5731623,"K01793.01",0.8602,4329,2.347,1.321,0.00282,153.215989471953,3.52969894222945,-0.8,2.69135802469136
"FALSE POSITIVE",6153672,"K01794.01",0.6464,4754,1.847,0.7088,-0.0002512,40.6217391304348,4.63645473777976,-1.73333333333333,-0.39294670846395
"FALSE POSITIVE",9674608,"K01795.01",0.4456,5525,1.547,1.291,0.0009629,44.3131462333826,13.4846211552888,0.4,2.07333333333333
"FALSE POSITIVE",10019399,"K01796.01",1.024,1594,-2.328,-0.1371,-8.361e-05,64.2412451361868,1.84186719739461,-1.86666666666667,-0.586376021798365
"CANDIDATE",10676014,"K01797.01",0.2721,2039,7.056,0.1176,0.0001127,6.44046627810158,19.3410916243239,0,2.1622641509434
