"koi_disposition","kepid","kepoi_name","tce_ingress","tce_model_chisq","tce_minmesd","tce_fwm_srao","tce_fwm_pdeco","tce_impact_sn","tce_sma_sn","tce_smet_sn","tce_fwm_sdeco_sn"
"CANDIDATE",11446443,"K00001.01",0.6188,7199,1.796,-0.02322,0.0007788,3421.03126268778,31.1521547933157,-0.4,60.5681818181818
"CANDIDATE",10666592,"K00002.01",0.4694,20270,0.9536,0.3986,0,302.283770651118,22.0752498530276,0.933333333333334,-334.140969162996
"CANDIDATE",10748390,"K00003.01",0.1817,4935,-1.196,1.98,0.0008108,17.2865013774105,27.093142272262,2.13333333333333,453.821656050955
"CANDIDATE",3861595,"K00004.01",0.6598,5579,1.82,-0.05632,0.0001224,520.022371364653,3.33861144945189,-0.8,-7.35567010309278
"CANDIDATE",8554498,"K00005.01",0.7206,3908,1.841,-0.001298,-0.0001082,939.823008849558,18.3941378235111,1.6,-1.47291066282421
"FALSE POSITIVE",3248033,"K00006.01",0.0955,15460,0.8185,-50.63,-0.003615,4.06795679567957,5.19258796585467,0,167.898383371824
"CANDIDATE",11853905,"K00007.01",0.2783,11200,0.4836,0.2591,5.112e-05,19.2463909958405,20.4414498141264,1.2,-1.052466367713
"FALSE POSITIVE",5903312,"K00008.01",0.07633,13800,0.5414,-36.27,-0.0004966,5.35336109458656,7.5728500355366,-0.666666666666667,23.273127753304
"FALSE POSITIVE",11553706,"K00009.01",1.788,11790,1.985,8.465,0.01866,755.051710421639,3.2018691588785,-0.666666666666667,-351.701244813278
"CANDIDATE",6922244,"K00010.01",0.5262,9927,2.175,-0.5515,0.0003616,216.462293071735,15.1880424300868,-0.266666666666667,-7.97994652406417
"FALSE POSITIVE",11913073,"K00011.01",2.32,11130,2.004,1.642,0.004598,351.460512080779,5.09812617806852,-0.133333333333333,-75.9285714285714
"CANDIDATE",5812701,"K00012.01",0.6566,4227,-2.963,-0.0764,-0.0009708,27.3986152324431,6.13075657894737,0.466666666666667,53.6748329621381
"CANDIDATE",9941662,"K00013.01",0.285,25810,1.001,-0.176,0,169.255855321672,2.52848722986248,0.1,254.290909090909
"FALSE POSITIVE",7684873,"K00014.01",0.7462,6157,1.569,-1.363,5.322e-05,1573.46048165508,4.33568281938326,-0.466666666666667,4.858
"FALSE POSITIVE",3964562,"K00015.01",1.557,8859,1.625,-84.28,0,94.3383742911153,4.16426282051282,0.323076923076923,-90.1015228426396
"FALSE POSITIVE",9110357,"K00016.01",0.976,31350,0.2813,-275.6,0.06975,66.4300066979236,2.14577530176416,-0.228571428571429,-1299.34640522876
"CANDIDATE",10874614,"K00017.01",0.3059,10060,1.853,0.05247,0.0008648,0.0552281616688396,15.4532527550658,2.26666666666667,34.6904761904762
"CANDIDATE",8191672,"K00018.01",0.3336,14670,1.396,0.02196,-0.000686,0.00576243504083148,14.2441528807758,0.266666666666667,9.62147887323943
"FALSE POSITIVE",7255336,"K00019.01",0.939,17450,0.1906,0.02982,-2.683e-05,771.821862348178,5.79788605310647,-1.6,12.4145785876993
"CANDIDATE",11804465,"K00020.01",0.4927,9376,2.367,-0.007793,8.806e-05,1.08741066520066e-05,5.42330677290837,0.533333333333333,4.86908077994429
"FALSE POSITIVE",10125352,"K00021.01",1.14,4948,2.217,1.782,-0.00363,84.2167654530059,3.00675675675676,-1.6,42.2367149758454
"CANDIDATE",9631995,"K00022.01",0.4817,6005,2.122,-0.1774,0.0009601,46.0019175455417,6.96655231560892,1.6,-12.9012517385257
"FALSE POSITIVE",9071386,"K00023.01",0.574,11590,2.173,0.0926,-1.322e-05,67.2428154935444,6.55274077309456,1,22.9041095890411
"FALSE POSITIVE",4743513,"K00024.01",0.7433,42450,0.9486,-7.817,0.008371,583.333333333333,3.29613175858706,-2.46666666666667,-244.660194174757
"FALSE POSITIVE",10593759,"K00025.01",1.802,16080,1.078,0.1456,-8.061e-05,129.110164019114,3.63122362869198,-0.2,13.3693304535637
"FALSE POSITIVE",5021737,"K00026.01",2.653,21380,8.269,-7.85,-0.006092,4.67726847521048,3.8887199756765,-0.333333333333333,132.547169811321
"FALSE POSITIVE",3832716,"K00027.01",0.3386,-1,0.4792,0,0,-0.1,-0.02116,-1.26666666666667,0
"FALSE POSITIVE",4247791,"K00028.01",4.031,110900,0.9675,-0.03921,0.02054,305.044091710758,3.4016522011921,0.2,-644.897959183673
"FALSE POSITIVE",6956014,"K00031.01",0.1993,29900,0.3719,0.02297,3.581e-05,28.2884012539185,0,-0.266666666666667,-6.80188679245283
"FALSE POSITIVE",5725087,"K00033.01",0.03171,19720,0.2958,-2.05,-5.153e-05,6.797583081571,0,-1.92,3.76113360323887
"CANDIDATE",6521045,"K00041.01",0.2673,5333,3.324,-0.143,-0.0001281,7.14311111111111,20.2003338898164,0.666666666666667,2.7724358974359
"CANDIDATE",6521045,"K00041.02",0.2167,6520,2.132,0.3955,-5.996e-05,7.4513201320132,20.2048260381594,0.666666666666667,1.90679347826087
"CANDIDATE",6521045,"K00041.03",0.365,1612,-1.206,0.4093,-5.045e-05,7.73599320882852,20.2075471698113,0.666666666666667,0.655536028119508
"CANDIDATE",8866102,"K00042.01",0.3838,2934,10.18,0.2593,0.0001457,48.6865342163355,22.9886914378029,0,5.51415094339623
"FALSE POSITIVE",9025922,"K00043.01",0.9604,4843,8.172,-37.61,0.06295,59.7972972972973,1011375.28182005,1.06666666666667,-256.118143459916
"FALSE POSITIVE",8845026,"K00044.01",2.016,3437,1.744,0.7125,-0.001799,20.7267645003494,4.06021558666832,0.6,-18.25
"FALSE POSITIVE",3742855,"K00045.01",1.583,12670,2.958,2.72,-0.05663,259.38451132905,4717482.51748252,1.06666666666667,306.356589147287
"CANDIDATE",10905239,"K00046.01",0.271,12970,0.8991,-0.055,-7.65e-05,11.0242628992629,4.55731225296443,2,4.60332541567696
"CANDIDATE",10905239,"K00046.02",0.1389,5756,2.731,-1.214,2.684e-05,1.21359223300971,4.5562414266118,2,-0.296573426573427
"FALSE POSITIVE",7837302,"K00048.01",2.971,4672,3.848,-0.005123,-0.0006494,115.536791314837,1.99184554502938,-1.33333333333333,-1.0226368159204
"CANDIDATE",9527334,"K00049.01",0.2376,3966,4.838,0.135,8.647e-06,8.80135860633286,7.12771503040834,0.466666666666667,-1.31456953642384
"FALSE POSITIVE",6056992,"K00051.01",1.932,3729,1.229,-0.8123,0.04291,32.2937350222526,6271812.08053691,1.06666666666667,-29.6143497757848
"FALSE POSITIVE",3558981,"K00052.01",0.7326,13150,1.571,0.4727,-0.003217,484.214390602056,7.83367139959432,0.233333333333333,-113.221957040573
"FALSE POSITIVE",2445975,"K00053.01",0.5502,14270,2.421,-0.4423,-0.00428,104.801210620443,9839572.19251337,1.06666666666667,-19.475
"FALSE POSITIVE",8248939,"K00061.01",0.1659,15240,-0.3583,-17.03,-0.0036,14.6936790923825,3.80866174627489,-0.8,232.159090909091
"CANDIDATE",11554435,"K00063.01",0.3126,3729,3.523,0.1696,-9.444e-05,53.8032532920217,8.25915221579961,0.266666666666667,30.8
"CANDIDATE",7051180,"K00064.01",0.2784,9038,0.4625,-0.2441,7.244e-05,84.5958646616541,10.78079059131,0,-3.72847682119205
"FALSE POSITIVE",10620329,"K00066.01",0.05722,13020,0.5288,0.3754,-2.884e-05,21.2214100448008,4.05193349523632,-2.53333333333333,-0.284104389086596
"FALSE POSITIVE",8669092,"K00068.01",0.07916,-1,-0.25,-0.06281,-5.345e-05,-0.1,-0.02154,-2.34285714285714,1.03448275862069
"CANDIDATE",3544595,"K00069.01",0.2112,6694,2.645,-0.3536,1.635e-05,32.2418879056047,26.5386558868115,-1.33333333333333,1.43363636363636
"CANDIDATE",6850504,"K00070.01",0.2787,3968,4.091,-0.02455,-5.514e-05,13.050034270048,10.2293731210333,0.133333333333333,-5.04010025062657
"CANDIDATE",6850504,"K00070.02",0.2197,7119,0.3281,-0.1131,2.923e-05,16.9671814671815,10.2306462662708,0.133333333333333,-4.33725490196078
"CANDIDATE",6850504,"K00070.03",0.4428,762.5,5.463,-0.1004,0.0001024,6.89738805970149,10.2310231023102,0.133333333333333,-3.73267326732673
"CANDIDATE",6850504,"K00070.04",0.1361,4130,-0.6188,0.08461,2.47e-05,3.20049857549858,10.2305805396566,0.133333333333333,-1.26228813559322
"CANDIDATE",6850504,"K00070.05",0.1598,1209,-3.085,-0.3799,-4.405e-05,1.79898270600203,10.2253944402705,0.133333333333333,0.353311793214863
"CANDIDATE",11904151,"K00072.01",0.3233,1546,10.73,-0.1366,6.128e-05,6.39774696707106,23.2198443579766,-0.8,2.7390625
"CANDIDATE",11904151,"K00072.02",0.05922,16540,0.6156,-0.3002,-2.284e-05,5.92115637319317,23.2160244818473,-0.8,2.88268156424581
"FALSE POSITIVE",6889235,"K00074.01",0.3172,11870,2.398,-0.1692,-4.611e-05,43.9786297925833,3.11083944580277,0.107692307692308,5.61904761904762
"CANDIDATE",7199397,"K00075.01",1.046,2361,-1.607,-0.5745,-0.0008328,21.7088833392793,9.77523498161014,-0.933333333333334,19.8204545454545
"FALSE POSITIVE",9955262,"K00076.01",0.4301,1460,-8.432,1.147,-0.0007428,5.36778873399071,3.29678935003915,0.233333333333333,15.7036450079239
"FALSE POSITIVE",9552608,"K00080.01",1.79,3366,6.131,-0.1785,-6.04e-05,103.487890705858,2.23354391685347,-0.228571428571429,-3.54569190600522
"FALSE POSITIVE",8823868,"K00081.01",0.6187,6533,11.57,-0.0238,-0.000332,1.78835386338186e-05,3.3067139899438,0.525,5.0919175911252
"CANDIDATE",10187017,"K00082.01",0.3718,2672,9.093,-0.6352,-3.555e-05,35.6990166737922,17.4586466165414,0.533333333333333,-8.74553571428571
"CANDIDATE",10187017,"K00082.02",0.2923,3282,1.594,-0.8904,1.449e-05,18.5349268493715,17.463503649635,0.533333333333333,-3.63082706766917
"CANDIDATE",10187017,"K00082.03",0.2073,1539,-3.487,-0.6778,2.79e-05,3.82839721254355,17.458306945324,0.533333333333333,-1.63828125
"CANDIDATE",10187017,"K00082.04",0.1267,4087,-0.9688,-1.12,2.566e-05,3.89134199134199,17.4628422425033,0.533333333333333,-1.76021276595745
"CANDIDATE",10187017,"K00082.05",0.09818,4814,2.287,0.3536,-2.593e-05,2.87892376681614,17.4643874643875,0.533333333333333,0.312037037037037
"CANDIDATE",10187017,"K00082.06",0.02563,851.6,4.533,0.1026,-3.415e-05,0.44318339100346,17.4622356495468,0.533333333333333,0.143211009174312
"CANDIDATE",2571238,"K00084.01",0.4175,4297,-1.531,0.3189,-1.688e-05,63.5205183585313,8.84978267783314,-0.933333333333334,-4.16309012875536
"CANDIDATE",5866724,"K00085.01",0.3554,7602,-1.16,-0.05054,-6.693e-05,50.4143019296254,21.2013694366636,0.933333333333334,1.46965517241379
"CANDIDATE",5866724,"K00085.02",0.1622,14040,-0.5375,-0.09141,-1.214e-05,12.2362697117999,21.2067919951486,0.933333333333334,0.138156028368794
"CANDIDATE",5866724,"K00085.03",0.2453,4065,4.433,-0.09619,-2.972e-05,10.7497612225406,21.1980990495248,0.933333333333334,0.75
"CANDIDATE",10593626,"K00087.01",0.5027,246.3,48.05,-0.03596,-6.895e-05,7.97584541062802,9.59835966710891,-1.73333333333333,-3.22910798122066
"FALSE POSITIVE",7700871,"K00088.01",0.1516,12370,1.502,27.59,-0.0002737,7.59348914858097,6.46678966789668,-1.33333333333333,18.4823529411765
"CANDIDATE",8056665,"K00089.01",0.5804,1464,-4.679,-0.8908,-5.856e-05,14.4961240310078,4.89551537919699,-1.33333333333333,1.95434782608696
"CANDIDATE",8056665,"K00089.02",0.2907,345.3,11.88,-0.0008561,0.0001417,2.26903553299492,4.89412524209167,-1.33333333333333,-0.415172413793103
"FALSE POSITIVE",9210823,"K00090.01",0.07162,20850,0.5,188.7,0,4.58320610687023,2.50474863872357,-0.285714285714286,346.285714285714
"CANDIDATE",7941200,"K00092.01",0.3312,537.6,5.244,0.157,2.344e-06,15.9470958194599,7.31545162769372,-0.266666666666667,4.0671875
"CANDIDATE",6462863,"K00094.01",0.4758,1985,1.015,0.135,-0.0002888,5.5951933909125,6.10330421572351,-0.133333333333333,7.43703703703704
"CANDIDATE",6462863,"K00094.02",0.5914,939.8,31.26,0.2207,-4.452e-05,12.9933211900425,6.1016593152699,-0.133333333333333,1.16778523489933
"CANDIDATE",6462863,"K00094.03",0.2796,2479,-1.73,0.1925,-0.0001318,6.06855184233076,6.1010101010101,-0.133333333333333,3.46153846153846
"CANDIDATE",6462863,"K00094.04",0.2526,4713,2.411,-0.1208,-2.14e-05,8.49859681945744,6.10097475631092,-0.133333333333333,0.855274261603375
"CANDIDATE",5780885,"K00097.01",0.5278,11470,2.638,-0.01235,-2.272e-05,82.5087775295244,22.404594294183,1,-56.2573099415205
"CANDIDATE",10264660,"K00098.01",0.3904,9501,0.7895,-0.06842,-0.0002271,27.8081534772182,19.6046926804387,0.266666666666667,-12.4520255863539
"CANDIDATE",4055765,"K00100.01",2.522,4455,3.761,-0.07491,-1.491e-05,307.340324118208,4.42355889724311,-1.06666666666667,0.844507042253521
"CANDIDATE",8456679,"K00102.01",0.3926,15700,0.5708,0.0423,-0.001065,174.520069808028,6.9643728648121,1.4,-22.2027972027972
"FALSE POSITIVE",8456679,"K00102.02",0.2097,6017,-0.6,0.1403,-6.386e-05,6.75562001450326,6.96391538780589,1.4,-1.54903846153846
"CANDIDATE",2444412,"K00103.01",0.8469,2998,7.311,-0.272,-0.0001361,209.431843700876,8.55875831485588,-0.266666666666667,-2.91607142857143
"CANDIDATE",10318874,"K00104.01",0.2396,6488,1.4,-0.2513,3.93e-06,79.0079016681299,19.4568324757004,2.26666666666667,6.57657657657658
"CANDIDATE",8711794,"K00105.01",0.1494,2336,3.669,-0.3643,8.027e-05,6.88074204946997,6.37418300653595,-2.66666666666667,-1.24497936726272
"FALSE POSITIVE",10489525,"K00106.01",0.1397,13260,0.9688,-87.39,0.03441,5.8556566970091,3.14139867279224,-0.333333333333333,-1031.4371257485
"CANDIDATE",11250587,"K00107.01",0.299,7474,3.624,0.03298,-2.081e-05,11.1094287680661,23.1057401812689,1.46666666666667,-0.14692513368984
"CANDIDATE",4914423,"K00108.01",0.3175,3297,6.116,0.1542,-8.038e-05,13.063829787234,20.4413659793814,0.533333333333333,2.51781472684086
"CANDIDATE",4914423,"K00108.02",0.9331,835.2,43.65,0.1073,9.363e-05,16.7719461216907,20.4331087584216,0.533333333333333,-0.325959367945824
"FALSE POSITIVE",4752451,"K00109.01",1.983,4357,2.756,6.801,-0.006196,44.5308310991957,5.06456571867794,-1.53333333333333,103.801020408163
"CANDIDATE",9450647,"K00110.01",0.2637,4523,2.963,0.1077,4.615e-05,11.2626332548802,6.75265768958186,0.533333333333333,3.58529411764706
"CANDIDATE",6678383,"K00111.01",0.2773,4645,2.786,0.01926,0.0001063,9.63043216564343,8.0275,-2.26666666666667,-8.91140776699029
"CANDIDATE",6678383,"K00111.02",0.4481,1511,8.691,-0.001846,6.937e-05,9.40007228044814,8.02984165651644,-2.26666666666667,-5.37542372881356
"CANDIDATE",6678383,"K00111.03",0.2999,2491,15.92,0.1603,3.642e-05,6.21805111821086,8.02975885069266,-2.26666666666667,-5.04033613445378
"CANDIDATE",10984090,"K00112.01",0.4982,1541,5.292,-0.0316,7.995e-05,15.0745712155108,7.81844802342606,-0.266666666666667,-0.458760330578512
"CANDIDATE",10984090,"K00112.02",0.1691,7452,-0.8021,0.3592,-5.047e-05,5.94393139841689,7.81928319030792,-0.266666666666667,1.58456140350877
"FALSE POSITIVE",6721123,"K00114.01",2.493,6648,1.853,-13.45,-0.005549,32.296511627907,4.63518099547511,0,108.513513513514
"CANDIDATE",9579641,"K00115.01",0.3385,5971,1.026,0.006651,-0.0001369,39.2942743009321,7.15392061955469,-0.4,-2.56764705882353
"CANDIDATE",9579641,"K00115.02",0.2137,3921,-0.651,0.291,6.1e-05,7.33986928104575,7.15523320237735,-0.4,-2.9292
"CANDIDATE",9579641,"K00115.03",0.08873,8622,1.823,-0.5762,-2.759e-06,2.2526395173454,7.1543250327654,-0.4,-0.24
"CANDIDATE",8395660,"K00116.01",0.3989,2902,-2.525,0.6116,0.0001081,27.0641373080398,7.57261410788382,-0.8,-0.0163417721518987
"CANDIDATE",8395660,"K00116.02",0.6727,1629,26.5,0.1938,0.0001199,26.1672683513839,7.57594936708861,-0.8,0.0594475138121547
"CANDIDATE",8395660,"K00116.03",0.1,5561,2.712,0.305,3.023e-05,1.28488285330548,7.57696359592649,-0.8,-0.353409090909091
"CANDIDATE",8395660,"K00116.04",0.2529,1745,16.4,1.225,-0.0001016,2.2758707723372,7.5769048745859,-0.8,1.31724845995893
"CANDIDATE",10875245,"K00117.01",0.6488,3594,1.955,-0.2086,0.000114,45.017667844523,29.7053810567324,2.6,-0.520973451327434
"CANDIDATE",10875245,"K00117.02",0.2506,9028,2.349,-0.2523,2.021e-05,9.72889315828797,29.7020988490183,2.6,0.173273542600897
"CANDIDATE",10875245,"K00117.03",0.2788,5956,0.613,0.255,-1.23e-05,8.34476367006488,29.7106598984772,2.6,1.30789473684211
"CANDIDATE",10875245,"K00117.04",0.1679,3494,2.23,0.07569,-1.84e-05,1.93185763888889,29.7060984570169,2.6,0.757254901960784
"CANDIDATE",3531558,"K00118.01",0.35,2668,-0.8105,0.4167,0.0001512,7.04817275747508,28.4018579046964,0,-0.648763250883392
"CANDIDATE",9471974,"K00119.01",0.7249,2615,22.7,0.3906,-0.00188,16.4808630875931,18.4289439374185,2.4,-15.4428571428571
"CANDIDATE",9471974,"K00119.02",1.18,918.6,119.3,0.2811,-0.001,22.7471230451461,18.4316318434277,2.4,-6.91237113402062
"CANDIDATE",11869052,"K00120.01",0.1899,2401,-1.079,-1.182,-0.0001147,2.21868211440985,3.94997251236943,0,0.998955613577023
"FALSE POSITIVE",3247396,"K00121.01",2.44,3464,-0.8378,0.356,0.001113,57.1288837744534,3.91766211604096,-0.8,-14.0148514851485
"CANDIDATE",8349582,"K00122.01",0.2602,3961,7.043,-0.0304,6.316e-05,9.9305724725944,20.0315457413249,2,-5.79768786127168
"CANDIDATE",5094751,"K00123.01",0.3738,6474,4.826,-0.06479,-4.27e-05,35.8254344391785,25.6172607879925,-0.8,2.41744186046512
"CANDIDATE",5094751,"K00123.02",0.3112,3252,13.26,-0.05773,-7.224e-05,6.33903830480848,25.6126616746086,-0.8,2.60526315789474
"CANDIDATE",11086270,"K00124.01",0.3112,3118,-1.478,0.2569,-4.62e-05,11.3823004335629,4.27773343974461,-1.06666666666667,0.8705
"CANDIDATE",11086270,"K00124.02",0.2805,1637,-3.569,-0.09121,6.819e-05,4.69077448747153,4.27735644637053,-1.06666666666667,-0.994634146341463
"CANDIDATE",11449844,"K00125.01",0.6104,1659,17.95,0.03944,-0.0003218,0.00756105197244834,8.12637766348273,1.06666666666667,-16.9667738478028
"FALSE POSITIVE",5897826,"K00126.01",2.236,25070,14.25,-0.02856,-0.0004284,231.598746081505,4.60537542662116,1.06666666666667,-3.74422442244224
"CANDIDATE",5897826,"K00126.02",10.89,548.6,188.5,-1.552,0.0002066,21.9010074463425,4.60490605427975,1.06666666666667,-0.9125
"CANDIDATE",8359498,"K00127.01",0.2974,9068,0.651,0.01191,0.0002158,12.9518950437318,18.1385979049154,1.33333333333333,20.5305466237942
"CANDIDATE",11359879,"K00128.01",0.5166,7345,3.229,-0.005861,-0.002235,162.607838304166,8.07124609707636,2.4,-36.8965517241379
"CANDIDATE",11974540,"K00129.01",0.4985,3438,11.28,0.1265,-0.0007078,0.0111422254974208,3.26441631504923,3.73333333333333,16.6893939393939
"CANDIDATE",5297298,"K00130.01",0.9227,2020,3.099,0.05464,0.000125,193.936705116829,5.14081145584726,-0.933333333333334,-19.1437980241493
"CANDIDATE",7778437,"K00131.01",0.3463,10280,-1.144,0.04932,-0.0005156,4.12941544232573,3.67272727272727,0.457142857142857,-4.01359223300971
"FALSE POSITIVE",8892910,"K00132.01",2.24,4126,5.675,-0.01446,0.00159,251.119304714248,3.99436846339501,0,-15.3012820512821
"FALSE POSITIVE",11673674,"K00133.01",0.8261,27540,2.105,5.701,-0.01577,135.796358493901,4.10990712074303,-1,195.304347826087
"FALSE POSITIVE",9032900,"K00134.01",1.161,386,67.02,0.01132,0.0002735,12.5695309256953,4.86831275720165,2.26666666666667,-3.09308885754584
"CANDIDATE",9818381,"K00135.01",0.3859,10170,0.7656,0.03082,-0.0002718,103.152446675031,14.8391466305452,2.26666666666667,5.27361111111111
"FALSE POSITIVE",7601633,"K00136.01",1.235,751.3,5.903,-0.0669,0.0001242,48.0394088669951,4.38830632348268,1.6,-0.527228915662651
"CANDIDATE",8644288,"K00137.01",0.3714,3280,7.101,-0.07823,0.0002559,21.072705601907,14.8167470979523,1.33333333333333,-3.8693009118541
"CANDIDATE",8644288,"K00137.02",0.3815,5505,4.223,-0.1209,0.0001639,31.0679611650485,14.812030075188,1.33333333333333,-3.51884057971014
"CANDIDATE",8644288,"K00137.03",0.1887,5978,1.017,-0.1829,-0.0001172,7.31836734693878,14.8103860608131,1.33333333333333,1.54255319148936
"FALSE POSITIVE",8506766,"K00138.01",3.289,1280,6.866,0.1112,-0.003826,74.3963553530752,4.13797968397291,-0.685714285714286,-2.47824074074074
"CANDIDATE",8559644,"K00139.01",0.9941,753.6,82.52,-0.005988,-0.0001367,18.8024298524732,6.78779599271403,1.2,0.00228571428571429
"CANDIDATE",8559644,"K00139.02",0.2157,9587,0.748,-0.1522,7.537e-05,6.95919938414165,6.78818921361856,1.2,-1.73089700996678
"FALSE POSITIVE",5130369,"K00140.01",2.001,5782,2.241,14.75,-0.009659,171.68044077135,2.98744636898141,0.116666666666667,97.3333333333333
"CANDIDATE",12105051,"K00141.01",0.3506,6561,1.019,-0.2986,0.0001692,137.102473498233,8.96610582784687,2.4,-2.51160949868074
"CANDIDATE",4649305,"K00143.01",1.12,3350,0.6688,-0.03565,0.0001295,306.074612083196,3.20119114088963,-0.285714285714286,-2.30700179533214
"CANDIDATE",4180280,"K00144.01",0.3049,7762,1.887,0.8608,-1.631e-05,12.603169362826,15.7342885053728,1.73333333333333,1.33620414673046
"CANDIDATE",9904059,"K00145.01",4.656,1148,65.36,-0.1641,-0.0004518,128.109005394937,6.15794143744454,0.28,0.86
"FALSE POSITIVE",9048161,"K00146.01",2.432,8925,4.149,-15.68,-0.05926,93.1098696461825,2.20119109269808,-1.46666666666667,870.754716981132
"FALSE POSITIVE",1996679,"K00147.01",2.713,362.9,-15.92,4.409,-0.01246,16.9958634953464,4.01347305389221,-1,19.9347826086956
"CANDIDATE",5735762,"K00148.01",0.3044,4015,5.781,0.305,-4.434e-05,13.7685560053981,14.1005511942542,1.2,-4.45745992601726
"CANDIDATE",5735762,"K00148.02",0.3773,6312,0.5375,0.123,3.226e-05,35.9936783879889,14.1005078855921,1.2,-3.7390625
"CANDIDATE",5735762,"K00148.03",0.464,1309,-6.477,0.1411,-0.0001775,8.91392136025505,14.1027227722772,1.2,-0.384502164502165
"CANDIDATE",3835670,"K00149.01",0.4103,6124,2.106,-0.06583,-2.098e-05,6.64519326065411,5.38601271571299,0.933333333333334,0.479732739420935
"CANDIDATE",7626506,"K00150.01",0.239,4937,-1.09,0.1266,0.0003416,6.37871287128713,12.1312010443864,-2.8,3.83987603305785
"CANDIDATE",7626506,"K00150.02",0.2695,1816,21.13,0.1954,0.0005166,2.63378176382661,12.129963898917,-2.8,1.22080536912752
"CANDIDATE",2307199,"K00151.01",1.563,2072,-1.113,0.09145,0.0003652,101.477677635716,3.84002770083102,-1.06666666666667,-5.14895104895105
"CANDIDATE",8394721,"K00152.01",0.6337,2209,35.46,0.651,-0.0006164,8.95071295722257,6.27028228495221,-0.266666666666667,1.41077441077441
"CANDIDATE",8394721,"K00152.02",0.6092,4143,1.928,0.5975,7.225e-05,31.663082437276,6.27257799671593,-0.266666666666667,-1.39415204678363
"CANDIDATE",8394721,"K00152.03",0.7476,2687,16.8,0.7993,-8.218e-06,26.2139167426314,6.27216916780355,-0.266666666666667,-0.639130434782609
"CANDIDATE",8394721,"K00152.04",0.2844,485.3,-16.58,0.8684,0.0002121,2.18332919871,6.27214037411025,-0.266666666666667,-0.80618932038835
"CANDIDATE",12252424,"K00153.01",0.3874,6095,1.234,0.06534,4.709e-05,39.6913580246914,16.7133333333333,0.266666666666667,-0.338878504672897
"CANDIDATE",12252424,"K00153.02",0.2678,3073,5.576,0.005817,8.51e-05,9.86268939393939,16.712658782304,0.266666666666667,-0.540353982300885
"CANDIDATE",8030148,"K00155.01",0.3274,9380,2.173,0.04238,-0.000103,12.8550512445095,5.96456692913386,-0.533333333333333,3.92784992784993
"CANDIDATE",10925104,"K00156.01",0.4438,3030,2.739,0.4817,-0.0006337,47.9017117614578,20.8458083832335,-1.33333333333333,9.61228406909789
"CANDIDATE",10925104,"K00156.02",0.6683,3379,3.234,0.6204,-0.0002523,126.979432719452,20.8462033462033,-1.33333333333333,4.36306306306306
"CANDIDATE",10925104,"K00156.03",0.681,4699,-0.8281,-0.002254,-9.972e-05,125.12045839302,20.8444635932788,-1.33333333333333,2.21875
"CANDIDATE",6541920,"K00157.01",0.5032,1555,0.8923,0.09797,0.0002749,22.7550463720676,16.5318416523236,0,3.11331133113311
"CANDIDATE",6541920,"K00157.02",0.3692,4182,2.452,0.1071,0.0001231,10.1474631342164,16.5282782390725,0,3.32340862422998
"CANDIDATE",6541920,"K00157.03",0.3372,2677,15.71,-0.2102,0.0002936,4.22801875732708,16.525974025974,0,1.92094017094017
"CANDIDATE",6541920,"K00157.04",0.3954,905.7,7.063,-0.01013,0.0002123,1.05171009771987,16.5251798561151,0,2.06619718309859
"CANDIDATE",6541920,"K00157.05",0.93,1411,29.31,0.3091,0.0001472,36.0989230155565,16.5284280936455,0,1.09852941176471
"CANDIDATE",6541920,"K00157.06",0.5379,3910,3.229,-0.08058,0.0001207,26.1582081088744,16.5305000915919,0,0.364253393665158
"FALSE POSITIVE",10555375,"K00158.01",0.8452,5334,1.9,-15.11,0.002798,82.7811158798283,1.93393480791618,-0.8,-34.2318059299191
"CANDIDATE",8972058,"K00159.01",0.3572,4767,3.269,0.1215,-1.057e-05,12.6021599532983,7.0304026294166,0.466666666666667,1.43931034482759
"CANDIDATE",8972058,"K00159.02",0.07338,6628,1.622,-0.7138,-3.242e-05,2.00736278447122,7.02889944576405,0.466666666666667,0.83031847133758
"CANDIDATE",6631721,"K00160.01",0.9269,2326,-1.589,2.217,-0.001993,193.282072035613,4.24725066363292,-1.46666666666667,17.3631578947368
"CANDIDATE",5084942,"K00161.01",0.1977,6409,1.777,-0.1217,4.776e-05,18.2355442176871,15.1904036557502,2,-7.65104166666667
"CANDIDATE",8107380,"K00162.01",0.2372,3702,-1.819,0.1456,7.939e-05,2.67333836858006,7.12207463630613,0,-0.947945205479452
"CANDIDATE",6851425,"K00163.01",0.2674,3445,3.158,-0.3885,0.0001603,7.18717504332756,16.4339826839827,0,-2.6784
"FALSE POSITIVE",5652237,"K00164.01",1.912,7423,1.544,38,-0.002663,180.694342395298,2.20861319636507,-0.6,30.8126410835214
"CANDIDATE",9527915,"K00165.01",0.3334,2231,6.42,0.06787,-0.0005696,14.8590096286107,14.8169418521177,0,1.18476821192053
"CANDIDATE",2441495,"K00166.01",0.2485,2074,8.009,-0.06939,0.0001245,8.02407407407407,14.3289606458123,0,-1.85363636363636
"CANDIDATE",11666881,"K00167.01",0.4428,9419,-0.8037,-0.02482,2.635e-06,35.7125843588726,6.70916953099013,0.8,0.580826446280992
"CANDIDATE",11512246,"K00168.01",0.921,6542,1.607,0.116,0,82.5892857142857,23.4191355026712,0.3,0.817341040462428
"CANDIDATE",11512246,"K00168.02",0.2822,4154,6.811,0.03862,0,2.92047853624208,23.4299980795084,0.3,0.619451371571072
