"koi_disposition","kepid","kepoi_name","X","tce_ldm_coeff4","tce_maxmesd","tce_fwm_prao","tce_fwm_pdeco","tce_dikco_mra_sn","tce_dikco_mdec_sn"
"FALSE POSITIVE",7732285,"K03023.01",3805,0.2384292,2.222,-0.0001137,0.0001876,8.13846153846154,-4.47347670250896
"CANDIDATE",9716391,"K03025.01",3806,-0.463565,7.359,-0.0005586,0.0006908,-2.11752542372881,-1.1991280653951
"CANDIDATE",6929841,"K03026.01",3807,-0.5415692,2.091,-0.0004535,0.0005141,-1.71729357798165,0.742699822380107
"CANDIDATE",11137180,"K03027.01",3808,-0.5351468,-0.8156,0.0001855,0.0003431,-0.879424572317263,0.0409332096474954
"FALSE POSITIVE",9838804,"K03028.01",3809,-0.3290532,0.625,-1.503e-05,-0.0004277,-0.0434773109243698,2.73647058823529
"CANDIDATE",5903749,"K03029.01",3810,-0.500363,2.245,-0.0005862,4.354e-05,0.875668662674651,0.159140022050717
"CANDIDATE",5903749,"K03029.02",3811,-0.500363,3.888,0.0001093,-0.0001751,-2.92675736961451,-0.357693836978131
"FALSE POSITIVE",5524881,"K03030.01",3812,0.015544,3.803,0.0001253,0.000491,-8.21100917431193,-6.74444444444444
"CANDIDATE",6949898,"K03031.01",3813,-0.2996352,1.304,-0.0002932,0.0006672,-1.38697986577181,-0.780621761658031
"CANDIDATE",10585738,"K03032.01",3814,-0.5264644,-0.1563,0.0001234,-0.0003285,0.326117936117936,-0.973367556468172
"FALSE POSITIVE",7186665,"K03033.01",3815,0.2561804,2.752,0.0003604,-0.0001775,-1.66772727272727,0.690017636684303
"CANDIDATE",2973386,"K03034.01",3816,0.1365936,1.047,-0.0003211,-0.001834,0.598725,1.42531017369727
"FALSE POSITIVE",6388770,"K03035.01",3817,0.2360274,-3.08,4.863e-05,0.000125,-0.509756097560976,-1.1652641509434
"FALSE POSITIVE",5217891,"K03036.01",3818,-0.3837206,27.63,-0.001302,-0.002411,-0.489217391304348,6.66022988505747
"CANDIDATE",6593150,"K03037.01",3819,-0.2829472,1.178,0.0001384,0.0001235,0.308452220726783,0.288371428571429
"CANDIDATE",8051946,"K03038.01",3820,-0.3460058,0.6139,-2.159e-05,0,0.25828431372549,-0.560952380952381
"CANDIDATE",5445681,"K03039.01",3821,0.0038104,-5.068,4.869e-06,4.881e-05,-0.0157179245283019,1.80265486725664
"CANDIDATE",6357290,"K03040.01",3822,-0.0469156,1.529,-0.0001708,-0.0004243,0.233044871794872,-1.72576530612245
"CANDIDATE",4072955,"K03041.01",3823,0.1418028,1.125,-3.338e-05,-0.0001331,0.587086419753086,0.283333333333333
"CANDIDATE",8695311,"K03042.01",3824,0.002206,7.207,0.0002818,0.0002535,-1.97861163227017,0.595387931034483
"CANDIDATE",9834731,"K03043.01",3825,-0.0730624,0.3678,6.983e-05,9.461e-06,0.297207792207792,-0.636846522781775
"FALSE POSITIVE",9153554,"K03044.01",3826,-0.0308036,0.3755,-0.001768,-0.0008421,54.4485006518905,58.3931972789116
"CANDIDATE",5092266,"K03045.01",3827,0.0193588,-0.9944,0.0005104,-0.0006536,-0.837922535211268,0.203877083333333
"FALSE POSITIVE",9301506,"K03047.01",3828,-0.5176206,0.3031,-0.0004891,-0.0007915,16.6640350877193,24.35375
"CANDIDATE",9714550,"K03048.01",3829,-0.250768,-0.2121,5.117e-05,-2.018e-05,0.211260975609756,-0.251685314685315
"CANDIDATE",6263593,"K03049.01",3830,-0.489896,3.283,-1.537e-05,-0.000518,-0.221226730310263,-0.58043956043956
"CANDIDATE",5475042,"K03050.01",3831,-0.3560512,0.275,-5.881e-05,-8.863e-05,1.21850490196078,-1.35274193548387
"CANDIDATE",8827575,"K03052.01",3832,-0.4580144,6.765,3.406e-05,-8.509e-06,0.335714285714286,-3.94777173913043
"CANDIDATE",8827575,"K03052.02",3833,-0.4580144,6.607,-0.0001814,-3.772e-05,-0.140406926406926,0.21390990990991
"CANDIDATE",2716801,"K03053.01",3834,-0.1057132,6.954,0.0005187,-0.001724,-1.03718279569892,-0.234186119873817
"CANDIDATE",2716801,"K03053.02",3835,-0.1057132,6.922,-0.0004789,-0.0002063,0.673324074074074,2.36921675774135
"FALSE POSITIVE",6461850,"K03054.01",3836,-0.1884654,0.2688,0.001767,-0.0009051,-0.22050985915493,-0.0466711590296496
"FALSE POSITIVE",7281454,"K03055.01",3837,0.3700392,0.2083,-5.314e-05,1.933e-05,-0.887754777070064,-1.06890746934225
"CANDIDATE",7216284,"K03056.01",3838,-0.493748,-0.2708,-0.0002745,-0.000413,0.331728395061728,-0.422042253521127
"CANDIDATE",3234843,"K03057.01",3839,-0.159836,-2.55,0.002132,9.674e-05,-0.151439393939394,0.342551282051282
"CANDIDATE",3234843,"K03057.02",3840,-0.159836,-1.231,-0.0001893,-0.0003781,-1.00174785100287,0.136311320754717
"FALSE POSITIVE",8192911,"K03058.01",3841,-0.0309746,3.745,-0.0004881,-0.0001851,0.530086206896552,5.34249471458774
"FALSE POSITIVE",10554967,"K03059.01",3842,-0.4165602,0.2594,0.001451,-0.000791,-19.0208333333333,17.1718181818182
"CANDIDATE",11019987,"K03060.01",3843,0.0797732,1.996,-9.593e-06,7.612e-05,-1.34340336134454,3.8013698630137
"CANDIDATE",4857058,"K03061.01",3844,-0.5262516,3.706,-0.0002875,-0.000172,0.680893470790378,-1.66729442970822
"FALSE POSITIVE",4857058,"K03061.02",3845,-0.5262516,35.35,0.000276,0.0002298,-0.196009900990099,1.09230576441103
"FALSE POSITIVE",7613246,"K03062.01",3846,0.1750506,0.2719,0.0003805,-0.0007695,-20.6758620689655,22.4938461538462
"CANDIDATE",10924562,"K03063.01",3847,0.1557034,2.674,0.0005388,-0.0003379,-2.25274924471299,1.08056379821958
"FALSE POSITIVE",9899505,"K03064.01",3848,0.0197704,0.5083,0.0009121,-0.0005081,-5.78185053380783,1.56166077738516
"CANDIDATE",5040077,"K03065.01",3849,0.0969132,-0.1625,0.0001647,-0.000295,1.03586956521739,-0.9632
"CANDIDATE",4067925,"K03066.01",3850,-0.5231958,9.376,0.0002641,0.0002885,0.629196078431373,-0.6
"FALSE POSITIVE",4847782,"K03067.01",3851,-0.5495502,14.2,-0.001138,-0.0007099,6.03103773584906,-0.0632558922558923
"CANDIDATE",3230805,"K03068.01",3852,-0.5602346,1.891,0.0003363,7.076e-05,0.671140495867769,0.193985507246377
"CANDIDATE",3230805,"K03068.02",3853,-0.5602346,0.6851,0.000163,-0.0001872,-0.141054054054054,-0.388283018867924
"CANDIDATE",4676964,"K03069.01",3854,-0.3211674,16.91,0.0001661,-0.0004759,-1.0421095890411,-0.52655421686747
"FALSE POSITIVE",6072593,"K03070.01",3855,-0.0634016,0.7792,-0.002811,-0.0006154,56.1330434782609,10.1254901960784
"CANDIDATE",5865654,"K03071.01",3856,-0.5483672,4.066,-0.0002993,0.0003784,2.7157196969697,1.28477777777778
"FALSE POSITIVE",3219643,"K03072.01",3857,-0.498917,2.363,8.123e-05,-0.0003319,-0.0650649350649351,-0.797353433835846
"CANDIDATE",8546542,"K03073.01",3858,-0.4317704,3.941,0.0003517,0.0002286,0.548706697459584,-0.725702247191011
"FALSE POSITIVE",8197560,"K03074.01",3859,-0.4203172,0.2649,0.002164,-0.0008303,-16.944,4.55657342657343
"CANDIDATE",3328080,"K03075.01",3860,-0.1205176,2.317,4.926e-05,2.677e-05,-0.43629009762901,0.732333333333333
"CANDIDATE",2715695,"K03077.01",3861,-0.5630412,-0.8052,-0.0007769,9.563e-06,-0.539839034205231,-1.31468085106383
"CANDIDATE",2715695,"K03077.02",3862,-0.5630412,1.798,0.00131,-0.0009372,1.55947611710324,0.953636363636364
"CANDIDATE",8430964,"K03078.01",3863,0.0228848,1.028,-4.383e-05,-0.0001679,0.461416309012876,-0.124107142857143
"FALSE POSITIVE",3654719,"K03081.01",3864,-0.060759,-4.693,0.00558,-0.005093,-64.8593548387097,55.2955555555556
"FALSE POSITIVE",10619142,"K03082.01",3865,-0.0202748,1.063,-0.0001273,0.0003582,1.45115473441109,-0.785952626158599
"CANDIDATE",7106173,"K03083.01",3866,-0.3559862,-0.9875,0.0001045,-3.959e-05,-0.68003861003861,-0.558106995884774
"CANDIDATE",7106173,"K03083.02",3867,-0.3559862,3.126,-7.952e-05,-5.626e-06,-0.535590551181102,-1.2024347826087
"CANDIDATE",7106173,"K03083.03",3868,-0.3559862,4.332,-9.081e-05,-9.442e-06,0.429567567567567,-0.0920641940085592
"FALSE POSITIVE",3324986,"K03084.01",3869,-0.0819088,0.1844,4.101e-05,-2.281e-05,4.72053097345133,-3.20439442658092
"FALSE POSITIVE",11912932,"K03085.01",3870,-0.303492,1.861,-0.0001001,-0.0001271,2.55910224438903,-0.0817767722473605
"CANDIDATE",10749059,"K03086.01",3871,-0.514477,52.51,-0.0007383,0.0007637,-0.610106544901065,0.795813648293963
"FALSE POSITIVE",9119568,"K03087.01",3872,-0.503882,2.684,0.001246,-0.001533,-10.6344506517691,73.5586538461538
"FALSE POSITIVE",9119568,"K03087.02",3873,-0.503882,-28.65,-0.0004981,5.961e-05,-1.31386666666667,-2.9631724137931
"CANDIDATE",9020114,"K03088.01",3874,-0.3358864,0.9497,-0.0001598,-0.0002515,0.75952736318408,1.6077508650519
"CANDIDATE",7668416,"K03089.01",3875,-0.5003054,0.1656,-0.0004119,0.0002196,0.0987524366471735,-0.0936794258373206
"CANDIDATE",6609270,"K03090.01",3876,-0.007351,-0.7347,-0.0001711,-0.0002915,0.298373493975904,-0.134808933002481
"FALSE POSITIVE",6609270,"K03090.02",3877,-0.007351,-1.203,-0.0002321,-0.001082,0,0
"CANDIDATE",12406807,"K03091.01",3878,0.234508,2.929,-0.0002251,-0.0001105,-0.314326923076923,2.59926873857404
"CANDIDATE",12406807,"K03091.02",3879,0.234508,-0.5517,-4.843e-05,4.928e-05,1.53717647058824,-0.302805555555556
"FALSE POSITIVE",8046689,"K03092.01",3880,0.2208856,-0.7031,0.03287,0.05192,0,0
"CANDIDATE",5096590,"K03093.01",3881,-0.2030008,2.827,0.0001261,4.76e-05,-0.804359673024523,1.12772486772487
"CANDIDATE",12352520,"K03094.01",3882,0.1293948,-0.677,-0.001467,-0.0004007,1.93056756756757,-0.742111111111111
"CANDIDATE",9650989,"K03095.01",3883,-0.2917932,0.2208,0.0002244,0.0001118,-0.122037691401649,0.661446111869031
"CANDIDATE",7455981,"K03096.01",3884,0.0096556,-1.049,7.253e-05,3.136e-05,-1.267,2.6325850340136
"CANDIDATE",7582689,"K03097.01",3885,-0.114341,2.139,3.224e-05,7.366e-05,-0.203007194244604,0.00371723549488055
"CANDIDATE",7582689,"K03097.02",3886,-0.114341,3.152,-5.104e-05,-2.919e-05,1.14401221995927,0.86722854188211
"CANDIDATE",7582689,"K03097.03",3887,-0.114341,2.062,-4.614e-05,-3.255e-05,-0.00831935483870968,2.06326530612245
"FALSE POSITIVE",9959589,"K03098.01",3888,0.0197704,0.3678,-0.0009051,0.0003209,3.46044943820225,-0.877061688311688
"FALSE POSITIVE",5124254,"K03099.01",3889,-0.2992388,-2.188,-0.0003052,0.006027,4.52632743362832,-17.0259701492537
"FALSE POSITIVE",7107561,"K03100.01",3890,0.0358722,0.4125,-0.000641,0,16.7783018867925,77.6990384615385
"CANDIDATE",11508644,"K03101.01",3891,0.002234,-1.908,-7.646e-05,-0.000161,1.25195652173913,-0.653807339449541
"CANDIDATE",11518201,"K03104.01",3892,-0.3092352,0.7556,-0.0001188,-0.000146,0.301502504173623,0.199419913419913
"CANDIDATE",12168993,"K03105.01",3893,-0.41701,2.513,0.0002825,-0.0001125,-0.171805785123967,1.12122330097087
"CANDIDATE",8895758,"K03106.01",3894,-0.2567118,-0.2083,7.976e-05,-5.284e-05,0.369413333333333,-1.13219469026549
"FALSE POSITIVE",10031500,"K03107.01",3895,-0.024592,4.121,-0.0005927,0.001184,-7.33529411764706,-2.0556338028169
"CANDIDATE",3756264,"K03108.01",3896,-0.1256544,5.403,-0.0004958,-0.0005368,0.945818181818182,0.284763092269327
"CANDIDATE",11572193,"K03109.01",3897,0.0164658,2.578,1.236e-05,-2.223e-05,1.64313432835821,1.26142076502732
"CANDIDATE",11285870,"K03110.01",3898,0.0645032,2.91,-4.027e-05,-0.0004095,-1.47749478079332,0.616433962264151
"CANDIDATE",8581240,"K03111.01",3899,-0.0943376,0.5517,5.707e-05,-0.0001034,-2.18734756097561,-0.184698331193838
"CANDIDATE",8581240,"K03111.02",3900,-0.0943376,0.7875,5.892e-05,2.674e-05,0.226875,0.940637254901961
"CANDIDATE",7022573,"K03112.01",3901,-0.342495,1.034,-4.369e-05,0.0002096,1.39933104631218,-1.77112033195021
"CANDIDATE",7676423,"K03113.01",3902,-0.5192504,0.598,0.0001903,-2.37e-06,-0.136515555555556,0.388282258064516
"CANDIDATE",9288237,"K03114.01",3903,0.2329768,1.887,8.568e-07,2.436e-06,-1.5543553008596,1.11798192771084
"CANDIDATE",11714231,"K03115.01",3904,-0.0870614,2.277,5.168e-05,0.0001028,-0.499503676470588,-0.0944421593830334
"CANDIDATE",11720424,"K03116.01",3905,0.130072,8.197,0.0002472,-0.0005303,0.129820512820513,0.559874476987448
"CANDIDATE",6523351,"K03117.01",3906,-0.3855126,2.058,-2.257e-05,-4.185e-06,-0.787464324917673,-0.0960277227722772
"CANDIDATE",5551672,"K03119.01",3907,0.2339,0.8407,0.0001184,0,-4.01277272727273,-8.18324607329843
"CANDIDATE",11499192,"K03120.01",3908,-0.2224026,-0.8385,0.0002278,4.804e-05,-0.283584,0.75906976744186
"FALSE POSITIVE",10934313,"K03121.01",3909,0.0288586,0.3219,-0.000803,-0.0007579,10.1947368421053,7.00594795539034
"CANDIDATE",12416661,"K03122.01",3910,0.0182028,1.621,2.033e-06,4.05e-05,-0.0443836477987421,-0.95559068219634
"CANDIDATE",8197793,"K03123.01",3911,-0.2520672,8.829,-1.866e-05,0.0004048,1.08404617253949,0.0680546737213404
"FALSE POSITIVE",4076976,"K03124.01",3912,0.2219436,2.609,0.002633,-0.0006178,-4.5109649122807,2.44880332986472
"CANDIDATE",8751796,"K03125.01",3913,0.115538,1.962,2.695e-05,4.467e-05,-1.21328925619835,2.01146268656716
"FALSE POSITIVE",7097534,"K03126.01",3914,0.106295,1.083,6.121e-05,0.0001712,0.437218453188602,-1.04310418904404
"CANDIDATE",9907129,"K03127.01",3915,-0.2450408,4.461,-0.0001309,9.397e-05,-0.647723214285714,0.0735
"CANDIDATE",7609674,"K03128.01",3916,0.135328,1.049,-6.947e-05,3.469e-05,-0.313928143712575,-0.259625137816979
"FALSE POSITIVE",6964159,"K03129.01",3917,-0.159836,9.025,0.0003893,0.0003873,-3.88389261744966,-11.6699633699634
"CANDIDATE",10252275,"K03130.01",3918,-0.4946168,9.58,-1.56e-06,-3.32e-05,-1.11558752997602,-2.64513888888889
"CANDIDATE",10252275,"K03130.02",3919,-0.4946168,3.482,-0.0001317,4.16e-05,-0.921473509933775,-1.23676855895197
"CANDIDATE",11455181,"K03131.01",3920,-0.1668668,1.414,-1.142e-05,0.0001268,0.364218362282878,0.274441860465116
"FALSE POSITIVE",9541295,"K03132.01",3921,0.0114104,0.325,1.657e-05,-6.305e-06,-13.2985507246377,-1.22028880866426
"FALSE POSITIVE",6115516,"K03134.01",3922,0.0705444,0.3531,0.0003222,-0.0007902,7.84263157894737,22.4227941176471
"FALSE POSITIVE",9899352,"K03135.01",3923,-0.2413308,0.3406,-0.0005505,0.001035,1.16110266159696,1.98226600985222
"CANDIDATE",6945786,"K03136.01",3924,-0.5210104,0.6125,-0.0003001,-8.869e-05,-0.452020202020202,-0.005265770609319
"CANDIDATE",9758032,"K03137.01",3925,-0.3304992,0.6688,1.334e-05,0.0001404,-0.234416184971098,1.07240601503759
"CANDIDATE",6444896,"K03138.01",3926,0.0943,2.794,-0.001399,-0.001889,-10.5789115646258,-4.29003558718861
"FALSE POSITIVE",6444896,"K03138.02",3927,0.0943,-4.713,-0.001512,0.0009428,-1.21312,-2.71412568306011
"CANDIDATE",5978170,"K03140.01",3928,-0.2642948,3.488,-0.0001288,0.000114,-0.108267123287671,0.700917030567686
"CANDIDATE",5440317,"K03141.01",3929,-0.4054072,-0.5694,5.157e-05,0.0001227,-0.833524027459954,-2.25
"CANDIDATE",3752110,"K03142.01",3930,0.0747064,5.871,-0.001039,0.000298,2.2656432748538,-1.39474327628362
"CANDIDATE",5688790,"K03144.01",3931,0.2478366,1.729,0.001515,-0.0009184,-2.74242524916944,-3.21121212121212
"CANDIDATE",1717722,"K03145.01",3932,-0.5649116,266.9,0.005408,0.0004546,-32.9521276595745,-10.2855263157895
"CANDIDATE",1717722,"K03145.02",3933,-0.5649116,3.175,1.815e-05,0.0003794,0.533661016949153,0.463411214953271
"CANDIDATE",10908248,"K03146.01",3934,-0.3201752,20.18,-8.818e-05,-7.215e-05,-1.07797297297297,1.99174041297935
"CANDIDATE",7534267,"K03147.01",3935,-0.4363224,3.846,-0.0003381,-0.0001325,0.0239305019305019,0.1024734375
"FALSE POSITIVE",10611420,"K03148.01",3936,0.1321,5.929,-0.001324,-0.0001894,4.74364937388193,1.19355095541401
"FALSE POSITIVE",6504534,"K03152.01",3937,-0.546012,15.71,0.0006254,-0.0007489,-1.15058139534884,-5.99779735682819
"FALSE POSITIVE",6307062,"K03153.01",3938,-0.3775576,-11.61,0.8138,0,-0.0310265095729013,-1.16995548961424
"FALSE POSITIVE",5217733,"K03155.01",3939,-0.01911,27.66,0.05474,-0.1096,-3.05970695970696,0.310457875457875
"CANDIDATE",4150611,"K03156.01",3940,0.627404,6.299,0,0.3448,4.13275,-8.56715328467153
"FALSE POSITIVE",4150611,"K03156.02",3941,0.627404,1.329,0,0.3441,4.36387931034483,-8.60729927007299
"FALSE POSITIVE",4150611,"K03156.03",3942,0.627404,47.88,0,0.2736,5.33485436893204,-6.92644230769231
"FALSE POSITIVE",4150611,"K03156.04",3943,0.627404,0.3281,0,0.004976,6.91894736842105,-2.85128078817734
"FALSE POSITIVE",8738244,"K03157.01",3944,-0.0241788,0.6987,-0.0001182,-7.821e-05,-6.38,-4.41914141414141
"CANDIDATE",6278762,"K03158.01",3945,-0.4823456,1.691,-0.0001227,-3.323e-05,0.69253488372093,-3.19314285714286
"CANDIDATE",6278762,"K03158.02",3946,-0.4823456,1.177,-1.926e-05,2.514e-05,2.61338461538462,-8.34645161290322
"CANDIDATE",6278762,"K03158.03",3947,-0.4823456,-0.8802,-1.088e-05,2.794e-05,4.49660606060606,-5.39137055837563
"CANDIDATE",6278762,"K03158.04",3948,-0.4823456,-0.1959,3.62e-05,-2.365e-05,-1.55114093959732,-1.26740310077519
"CANDIDATE",6278762,"K03158.05",3949,-0.4823456,0.7625,1.629e-05,-2.047e-05,1.35793103448276,-4.81226053639847
"FALSE POSITIVE",5200084,"K03159.01",3950,-0.0420012,0.8226,2.39e-05,-7.596e-06,-5.09521531100478,1.81617021276596
"FALSE POSITIVE",2696703,"K03161.01",3951,0.2099096,3.119,0.001521,0.001127,-3.45793184488837,-2.08616144975288
"FALSE POSITIVE",9752973,"K03162.01",3952,0.3204792,0.4615,-0.000616,0.0005958,14.013601236476,-18.3418738049713
"CANDIDATE",9579208,"K03165.01",3953,0.194592,-0.8718,3.385e-07,3.711e-05,1.65652173913043,0.210997807017544
"FALSE POSITIVE",12255382,"K03167.01",3954,-0.384469,0.4844,7.412e-05,-0.000194,-23.9230769230769,43.3931034482759
"CANDIDATE",4450844,"K03168.01",3955,-0.0504956,7.608,5.912e-05,-6.008e-05,-0.817692307692308,-3.68785714285714
"FALSE POSITIVE",3337061,"K03172.01",3956,0.0674162,3.292,-0.0005202,-0.004712,-4.396875,15.0376811594203
"FALSE POSITIVE",7115661,"K03174.01",3957,-0.2420112,0.423,0,0,-2.74830508474576,-1.68788627935723
"FALSE POSITIVE",4909707,"K03175.01",3958,-0.0860394,0.865,0,-0.00021,2.82392655367232,6.6804979253112
"CANDIDATE",6153407,"K03179.01",3959,-0.280646,-1.475,-0.0001748,3.154e-05,3.03434065934066,0.474650259067358
"CANDIDATE",4735826,"K03184.01",3960,-0.2467248,0.8718,-9.684e-06,-1.582e-05,-1.38312292358804,-0.908070175438596
"FALSE POSITIVE",3240406,"K03185.01",3961,0.2403086,0.362,8.421e-06,-5.229e-06,1.24728923476005,-3.05573122529644
"FALSE POSITIVE",4663658,"K03187.01",3962,-0.0023626,0.3438,0,-4.591e-06,0.105953703703704,-2.57254901960784
"FALSE POSITIVE",7457278,"K03188.01",3963,-0.0690608,-2.2,5.168e-05,1.988e-05,3.83564899451554,-2.45491758241758
"CANDIDATE",5985713,"K03190.01",3964,0.0674344,2.025,-9.919e-05,0.0001124,0.401205714285714,-1.50294117647059
"CANDIDATE",10467815,"K03191.02",3965,-0.0197692,16.84,-7.582e-05,-0.0001617,0.727398843930636,0.0266862637362637
"FALSE POSITIVE",7430876,"K03193.01",3966,-0.2420112,0.8646,0.00455,-0.004681,-2.5775,3.43227272727273
"CANDIDATE",12004971,"K03194.01",3967,0.001244,3.547,-1.006e-05,1.751e-05,0.957847826086956,0.412094455852156
"CANDIDATE",9002538,"K03196.01",3968,0.0250716,-0.3188,2.576e-05,-1.851e-05,-0.151133802816901,0.28379012345679
"CANDIDATE",9002538,"K03196.02",3969,0.0250716,0.9667,-6.882e-06,7.945e-06,0.0922295973884657,-0.127172949002217
"CANDIDATE",8443527,"K03197.01",3970,0.223771,-1.069,-2.558e-05,3.137e-06,-0.0402005044136192,2.0910290237467
"FALSE POSITIVE",5482603,"K03199.01",3971,-0.2420112,1.945,-0.001181,-0.00142,168.498622589532,137.973352033661
"CANDIDATE",4262040,"K03202.01",3972,-0.4754752,30.49,9.633e-05,-6.497e-05,0.239618163054696,-3.32375
"CANDIDATE",3122872,"K03203.01",3973,0.276527,5.095,-0.0001093,0.0001514,0.78402157164869,1.14702702702703
"FALSE POSITIVE",9959494,"K03205.01",3974,0.341413,0.6675,-3.024e-05,-2.524e-05,3.08848039215686,-0.85366568914956
"CANDIDATE",5612697,"K03206.01",3975,-0.2420112,6.355,-0.0002886,-0.0004547,-0.187060869565217,2.30891089108911
"FALSE POSITIVE",9518710,"K03207.01",3976,0.2952144,0.4505,-6.663e-06,0,0.667646017699115,1.48877094972067
"CANDIDATE",10155029,"K03208.01",3977,-0.1426244,-0.3333,-6.428e-05,5.789e-06,4.4156043956044,-0.767077244258873
"CANDIDATE",7017274,"K03209.01",3978,0.1138388,3.099,2.942e-05,-2.098e-06,0.394678571428571,1.60200607902736
"CANDIDATE",7017274,"K03209.02",3979,0.1138388,4.713,6.731e-06,-1.338e-05,-0.87552808988764,2.26476780185758
"FALSE POSITIVE",7293937,"K03211.01",3980,-0.2420112,-0.2167,0,0,19.2217261904762,207.833572453372
"FALSE POSITIVE",4927734,"K03212.01",3981,-0.0436964,1.519,0,0,30.0919377652051,-17.8808567603748
"FALSE POSITIVE",5398002,"K03213.01",3982,-0.027598,9.004,-1.073e-05,1.944e-05,-0.78329650092081,0.761700680272109
"CANDIDATE",7983117,"K03214.01",3983,0.0550404,-1.641,1.181e-05,-8.396e-05,1.63629929221436,0.358346994535519
"CANDIDATE",7983117,"K03214.02",3984,0.0550404,14.77,-0.0001307,5.808e-05,-0.233,-0.11277868852459
"FALSE POSITIVE",3342952,"K03215.01",3985,-0.256498,-0.214,0.0001021,-9.122e-05,-33.9402684563758,31.6147260273973
"FALSE POSITIVE",10338279,"K03216.01",3986,-0.0932056,2.838,2.423e-06,3.562e-05,-1.84627930682977,1.2904347826087
"FALSE POSITIVE",2573108,"K03217.01",3987,0.347196,2.125,-1.428e-05,-3.103e-05,0.758313659359191,-0.127592371871275
"FALSE POSITIVE",10191036,"K03218.01",3988,0.1483756,0.3746,5.733e-05,8.801e-05,-0.972108695652174,-0.856278846153846
"FALSE POSITIVE",7985733,"K03219.01",3989,-0.3337556,0.2696,0.0002686,-0.0006726,-94.2216560509554,122.762730227519
"CANDIDATE",11189311,"K03220.01",3990,-0.008581,56.32,-3.079e-05,-8.783e-05,0.0159495726495726,1.92168103448276
"FALSE POSITIVE",6956136,"K03221.01",3991,0.0696012,-1.772,-4.854e-05,-3.171e-05,-0.162523659305994,0.727375
"FALSE POSITIVE",5556726,"K03223.01",3992,-0.5550756,0.4785,-4.93e-06,5.563e-05,-0.371266666666667,-7.20035842293907
"CANDIDATE",10384298,"K03224.01",3993,-0.4629548,1.266,6.912e-06,0.0001381,-1.14079207920792,0.133921568627451
"CANDIDATE",3109550,"K03225.01",3994,-0.3991562,3.263,4.914e-05,0,-0.920256797583082,-1.78216482164822
"CANDIDATE",5544450,"K03226.01",3995,0.203482,0.7697,7.557e-05,2.627e-05,-0.675177993527508,0.900301724137931
"CANDIDATE",5544450,"K03226.02",3996,0.203482,1.662,3.034e-05,5.481e-05,0.110125581395349,-0.442231884057971
"FALSE POSITIVE",8975368,"K03227.01",3997,0.1325536,0.9838,1.504e-05,-0.0002108,9.24426751592357,11.4024509803922
"FALSE POSITIVE",5307990,"K03228.01",3998,-0.0133536,0.6689,0.0003331,0.0003266,-106.592644978784,-125.171314741036
"FALSE POSITIVE",9291039,"K03230.01",3999,-0.0771788,4.529,0,3.111e-05,0.729270072992701,2.2025
"FALSE POSITIVE",9291039,"K03230.02",4000,-0.0771788,154.3,0,1.815e-05,8.88103896103896,1.92334928229665
"FALSE POSITIVE",10489539,"K03231.01",4001,0.1347252,6.866,0.0007919,-0.0001197,-28.9992452830189,5.70728155339806
"CANDIDATE",9569711,"K03232.01",4002,-0.2865224,-0.6813,-5.829e-05,-2.84e-05,0.316427230046948,-0.608556701030928
"CANDIDATE",10057494,"K03234.01",4003,0.080023,1.198,2.698e-05,-1.281e-05,0.649822695035461,1.29379537953795
"CANDIDATE",7902003,"K03236.01",4004,0.1147704,-1.631,2.066e-06,2.283e-05,-0.926429418742586,1.76844809866393
"CANDIDATE",6587796,"K03237.01",4005,-0.2832212,4.645,3.545e-05,-2.436e-06,0.556328502415459,0.964126984126984
"FALSE POSITIVE",9489953,"K03238.01",4006,0.0185192,-13.47,9.696e-05,6.028e-05,0.428471760797342,0.586776923076923
"FALSE POSITIVE",5305240,"K03239.01",4007,-0.194982,-0.2031,0.0005006,-2.636e-05,-105.203980099502,12.6581395348837
"FALSE POSITIVE",6206559,"K03240.01",4008,0.1273152,0.6307,0,3.384e-05,2.85885869565217,-4.22137404580153
"FALSE POSITIVE",9532117,"K03241.01",4009,0.2506556,3.031,-0.001693,0,13.1296875,-22.219152854512
"FALSE POSITIVE",6928906,"K03242.01",4010,0.2331412,1.005,-2.525e-06,-7.064e-07,0,0
"FALSE POSITIVE",9821151,"K03243.01",4011,0.156424,4.219,0,-4.682e-05,-1.29285106382979,3.20238500851789
"FALSE POSITIVE",6850665,"K03244.01",4012,-0.452944,124.3,-1.169e-05,-3.738e-05,1.87017543859649,1.39905660377358
"CANDIDATE",8073705,"K03245.01",4013,0.0444012,3.76,3.45e-05,-3.316e-05,0.177025462962963,0.517456279809221
"CANDIDATE",9885417,"K03246.01",4014,-0.5550444,0.3406,1.175e-07,3.233e-05,1.58826446280992,-2.35517857142857
"FALSE POSITIVE",3336476,"K03247.01",4015,-0.035983,0.6403,-1.98e-05,-5.131e-05,2.7743842364532,-3.41212121212121
"CANDIDATE",10917433,"K03248.01",4016,-0.2476468,-0.3333,-4.293e-06,4.085e-05,4.21409691629956,-2.77360655737705
"FALSE POSITIVE",9083564,"K03249.01",4017,0.127252,0.6417,8.642e-05,-4.289e-05,-1.00477272727273,0.39702819956616
"FALSE POSITIVE",7335713,"K03250.01",4018,-0.0968408,0.5625,0.0001408,0.0001578,-13.0126785714286,-18.512077294686
