"koi_disposition","kepid","kepoi_name","tce_plnt_num","tce_ingress","tce_model_chisq","tce_sradius","tce_minmesd","tce_bin_oedp_stat","tce_albedo","tce_rb_tcount3","tce_fwm_stat","tce_fwm_srao","tce_fwm_pdeco","tce_impact_sn","tce_duration_sn","tce_sma_sn","tce_insol_sn","tce_smet_sn","tce_fwm_srao_sn","tce_fwm_sdeco_sn"
"FALSE POSITIVE",7032687,"K07577.01",1,0.02165,39830,0.872,0.3085,3.265e-05,0,0,3.5082,3.951,-5.481e-05,0.00855418592706728,5.69019362898189,3.68435676576827,2.33128923459261,-1.66666666666667,0.945215311004785,0.658968609865471
"FALSE POSITIVE",7116282,"K07579.01",1,0.02959,45870,0.887,0.3085,9.6e-25,0,0,17.523,11.84,1.024e-05,0.0301750150875075,6.39161053276179,4.91451292246521,3.04662278981243,-0.933333333333334,2.93069306930693,-0.175776566757493
"FALSE POSITIVE",7116859,"K07580.01",1,0.1259,49980,0.94,0.3251,0.0438,0,0,1.1431,-1.573,-1.57e-05,0.697288923315259,2.17413666421749,4.2833277647845,2.72958919688734,-0.866666666666667,-1.21937984496124,-0.0411756756756757
"FALSE POSITIVE",7133286,"K07581.01",1,19.91,1420,0.635,-39.39,0.1724,15800,0,124.36,0.01066,-0.001464,3.76364320662401,9.24344395451381,12.8204081632653,5,-0.733333333333333,2.9366391184573,-26.0761154855643
"FALSE POSITIVE",7214090,"K07583.01",1,0.08322,22950,0.908,0.2281,0.01688,4.613,0,676.52,24.75,-0.0002753,1.6156862745098,3.35745296671491,3.96153846153846,2.56473460342012,-0.133333333333333,21.7105263157895,2.11811023622047
"FALSE POSITIVE",7281694,"K07584.01",1,0.07627,43760,1.734,0.2667,0.001054,0.7361,0,52.381,0.5596,9.787e-05,1.93693693693694,8.81292261457551,1.69698511639741,1.00065534349793,1.06666666666667,0.532952380952381,-3.04550050556117
"FALSE POSITIVE",7362450,"K07585.01",1,0.02074,47220,1.547,0.2542,3.493e-07,0.02061,0,63.309,-2.894,4.067e-05,0.0334688346883469,19.0812250332889,2.27680110306791,1.36150296990651,-0.266666666666667,-2.08201438848921,-3.85877192982456
"CANDIDATE",8096395,"K07587.01",1,0.5843,317.9,0.945,-9.658,0.06503,8820,0,3.6833,0.3589,0.0001279,4.49507246376812,26.7360270989596,3.97295115058539,2.575,-0.8,1.16148867313916,-0.626384364820847
"FALSE POSITIVE",8649876,"K07595.01",1,1.264,26230,2.073,6.464,0.06658,41.04,0,19.212,-1.037,-5.801e-05,22.5501361723199,43.2747652226598,3.28887443070917,1.99796799593599,-0.133333333333333,-1.53402366863905,2.29188255613126
"FALSE POSITIVE",8868686,"K07598.01",1,0.2797,30040,1.076,3.017,2.497,42.14,0,23.011,-2.978,2.562e-05,2.31532258064516,18.1618956307355,4.06459143968872,2.64424396940577,-1.06666666666667,-3.11506276150628,-1.16756756756757
"FALSE POSITIVE",9246715,"K07601.01",1,37,5629,14.22,-1.607,12.94,12.01,0,670.77,0.03701,0.03117,24.843847595253,2271.72244396684,2.18326577880718,1.35615390499503,-1.6,3.33423423423423,-34.9823943661972
"FALSE POSITIVE",10253638,"K07608.01",1,0.3191,34930,2.661,4.545,0.2076,16.96,0,2.9113,1.27,1.288e-05,1.75961973743775,33.2769491004152,3.13038754074611,1.96126276332924,-0.4,1.04098360655738,-0.389238095238095
"FALSE POSITIVE",10341777,"K07610.01",1,0.0614,27060,0.815,0.3684,0.9772,1.543,1,112.33,-5.308,5.809e-05,1.90606780393004,12.7764797507788,4.96750494489969,3.04334281593076,-3.66666666666667,-5.25544554455446,-3.90748440748441
"FALSE POSITIVE",10407271,"K07611.01",1,0.048,47860,0.787,0.4338,0.01464,25.79,0,0.39165,-0.5916,1.319e-05,0.233946488294314,10.7134420033073,6.51561309977152,3.88588675500796,-1.54285714285714,-0.272626728110599,-0.287463414634146
"FALSE POSITIVE",10471167,"K07612.01",1,0.03373,47970,0.717,0.4019,0.000842,0,2,46.916,-5.611,-0.000363,8.30031948881789e-09,8.47224871256914,14.2844974446337,5.79361009078938,-0.2,-2.63427230046948,2.8622009569378
"FALSE POSITIVE",10471174,"K07613.01",1,0.03698,40360,0.838,0.4291,7.097e-05,0,0,1.8649,0.5597,-6.72e-05,0.000474428571428571,8.67695915575533,4.52221394887069,2.87294439796151,-0.333333333333333,0.380748299319728,0.804861111111111
"FALSE POSITIVE",10471345,"K07614.01",1,0.1735,37690,0.741,0.4978,0.7445,9.61,1,17.397,4.988,-0.0001286,1.19046992233776,3.04410517387617,5.82803613248578,3.62815384615385,-1.66666666666667,2.75580110497238,1.08134715025907
"FALSE POSITIVE",11463950,"K07616.01",1,1.142,30040,2.531,1.494,0.04532,6.088,0,7.7604,-0.2442,-3.384e-05,46.5576245596377,38.7699728670485,4.70940170940171,3.06411215689363,1.06666666666667,-1.28526315789474,0.799009900990099
"FALSE POSITIVE",11621897,"K07618.01",1,0.6768,12780,1.031,1.621,0.3165,547.3,0,1.299,0.4645,5.162e-05,2.86496995404737,23.7621832358674,3.66510538641686,2.39780306002354,-0.666666666666667,0.476410256410257,-0.53019801980198
"FALSE POSITIVE",1025986,"K07621.01",1,0.1679,106.3,1.187,-24.26,0.02344,0,0,6.4827,0.0558,0.0006248,0.693954248366013,3.13575525812619,4.86913580246914,2.85714285714286,-0.8,0.0516666666666667,-1.13952380952381
"FALSE POSITIVE",1293046,"K07622.01",1,0.08758,632.3,0.62,14.99,0.2449,2453,0,416.5,27.48,0.002794,0.191152597402597,2.71996674518498,12.8047921071177,6.27272727272727,-0.666666666666667,14.8540540540541,-3.93227848101266
"FALSE POSITIVE",1434395,"K07623.01",1,0.2325,4378,20.85,0.724,0.8636,0,0,24733,31.32,-0.01877,6.77310293012772,10.2263744160977,0,0,0.107692307692308,87.7310924369748,161.884328358209
"CANDIDATE",1723078,"K07624.01",1,0.3127,197.2,3.466,105.8,3.002,3818,0,6.6526,1.193,-0.0003331,0.924880993846511,5.84717607973422,2.64783337323438,1.64846870838881,0.24,1.20383451059536,0.605074626865672
"FALSE POSITIVE",1868404,"K07625.01",1,0.2151,2942,1.286,-0.8156,0.503,18.96,0,10.356,1.809,-0.0001345,6.1282375236892,1.76796157059315,2.84650735294118,1.64604163251926,-1,1.07041420118343,1.41373626373626
"FALSE POSITIVE",1995712,"K07626.01",1,0.4357,200,0.974,118.2,6.071,27140,0,0.029257,-0.7547,-2.891e-06,0.354293893129771,2.98832016489179,4.32245681381958,2.78787878787879,-1.66666666666667,-0.443941176470588,-0.500820512820513
"FALSE POSITIVE",2140389,"K07627.01",1,1.761,35700,0.709,0.5674,1.075,0.04869,0,0,-6.202,0,235.010214504596,224.331210191083,10.2989449003517,5.09576104833148,-0.8,-173.240223463687,-310.115606936416
"CANDIDATE",2299738,"K07628.01",1,0.3718,42660,0.7,0.853,0.02912,16.89,0,2.0301,-0.1958,-3.395e-05,4.66321243523316,11.6972546640376,10.4273842500989,5.70534637545223,-1.06666666666667,-0.309320695102686,-0.258928571428571
"FALSE POSITIVE",2302758,"K07629.01",1,0.07722,31010,0.998,0.2577,0.0004682,0.3268,0,324.47,4.078,0.0005031,1.67719754692436,4.55780346820809,7.37190082644628,4.59176128453423,1.2,5.1620253164557,-10.1744885679904
"CANDIDATE",2302997,"K07630.01",1,0.186,1637,0.521,1.294,2.268,443.3,0,2.2918,-1.525,5.8e-05,1.0659288349399,1.90868924889543,21.8011496700021,9.13559322033898,-2,-0.965189873417721,-0.700680272108844
"FALSE POSITIVE",2308411,"K07631.01",1,0.09583,21690,1.198,0.3907,1.207,1.898,0,103.16,-8.526,-0.0002599,1.217792243016,3.41005246234558,4.11776251226693,2.65558808525739,0.6,-6.17826086956522,1.74926470588235
"FALSE POSITIVE",2446134,"K07632.01",1,0.1752,591.3,1.08,16.91,0.2339,736.5,0,9.4443,-0.2882,-0.0006307,1.01287117534154,1.83996937212864,3.57441536317175,2.34501142421934,-0.533333333333333,-0.162824858757062,1.43388888888889
"FALSE POSITIVE",2449053,"K07633.01",1,0.1318,42400,0.935,0.2865,6.324e-24,1.659,0,0,549.5,2.49e-05,1.10429447852761,3.57835027180336,5.53183791606368,3.2767541693576,0.7,203.518518518518,-0.598895027624309
"FALSE POSITIVE",2569995,"K07634.01",1,0.7049,366,1.597,55.16,22.26,493,0,45.208,0.2082,-0.01009,0.00603287197231834,6.9147224456959,2.61961057023644,1.57643312101911,1.84,0.505339805825243,1.27883435582822
"CANDIDATE",2577353,"K07635.01",1,0.4024,1564,1.181,-9.353,2.001,1112,0,39.158,-7.269,-3.166e-05,1.3088144963145,5.46426312460468,4.22619879770726,2.83362521891419,0.0666666666666667,-4.35269461077844,-0.098448275862069
"CANDIDATE",2696205,"K07636.01",1,0.01022,22230,0.836,0.2688,0.01496,2.547,0,10.7,-2.792,9.769e-05,4.00756143667297e-05,8.62047440699126,8.1864406779661,4.63042033393084,-0.133333333333333,-1.96619718309859,-1.29210526315789
"FALSE POSITIVE",2711131,"K07637.01",1,0.01318,5658,0.754,0.4308,0.02945,61.13,0,935.41,-18.4,0.001227,0.134983853606028,14.281098546042,15.0446428571429,8.27491785323111,0.933333333333334,-15.2066115702479,-13.1891891891892
"CANDIDATE",2834805,"K07638.01",1,0.1392,2395,1.685,11.53,1.58,170.9,0,1.1549,0.04373,-5.042e-05,1.09430176565008,10.7389817629179,4.05045871559633,2.40910031023785,0,0.041647619047619,0.616488549618321
"FALSE POSITIVE",2854839,"K07639.01",1,0.01495,16520,0.751,0.2542,0.01404,20.64,0,0,0.07177,1.047e-06,1.07730451366815,5.82518641259321,12.6232876712329,5.50147203140334,-0.266666666666667,0.0345048076923077,-0.231351351351351
"FALSE POSITIVE",2859299,"K07640.01",1,0.03081,24050,1.114,0.4593,0.0001063,1.771,0,448.61,6.011,0.0005755,3.97091229616571,8.16831049058537,3.7691131498471,2.54184101144859,-0.333333333333333,8.16711956521739,-10.6794871794872
"CANDIDATE",2984990,"K07641.01",1,0.09493,5970,1.507,0.2292,0.2781,12.37,0,2.8406,-1.314,-0.0001206,0.723852459016394,3.04949441192123,1.96339362618432,1.1235678365908,-0.514285714285714,-0.759537572254335,0.467365853658537
"FALSE POSITIVE",3003019,"K07642.01",1,0.1065,37630,1.098,0.2125,7.071e-07,2.152,0,32.88,6.227,1.17e-05,1.02246303194491,3.0331979937903,3.81253767329717,2.45159199279263,0.133333333333333,3.86770186335404,-0.336994219653179
"FALSE POSITIVE",3102309,"K07643.01",1,3.304,6222,1.015,2.214,0.4139,7.9,0,6.346,1.714,-7.028e-05,14.5324996364694,5.53897736797988,3.94884488448845,2.59058422398531,-0.666666666666667,1.02634730538922,0.996648044692737
"CANDIDATE",3110177,"K07644.01",1,0.1078,9255,0.929,-0.3188,2.698,32.83,0,10.888,-3.142,0.0001829,0.693710191082803,3.53482880755608,4.54428341384863,2.90454158042128,-0.866666666666667,-1.48207547169811,-1.33535353535354
"CANDIDATE",3129238,"K07645.01",1,0.04475,-1,0.759,0.6879,0,0,0,0.61906,0.3615,2.708e-06,-0.1,-4.5,-0.02774,-545.73,-1.42857142857143,0.825342465753425,0.300910746812386
"FALSE POSITIVE",3218844,"K07646.01",1,0.1405,322.3,0.975,-5.479,0.02392,2980,0,0.16498,-0.7612,0.0001754,0.2219028456453,1.49226361031519,3.65625,2.37777777777778,-0.133333333333333,-0.390358974358974,-0.871649484536082
"FALSE POSITIVE",3230095,"K07647.01",1,0.06501,4169,0.776,1.406,0.01351,93.55,0,11.881,-0.3491,-0.0004296,0.189483493077742,5.0644930132569,6.56868395773295,3.97845804988662,-0.8,-0.219559748427673,1.74076433121019
"CANDIDATE",3232249,"K07648.01",1,0.0687,13000,0.746,0.1813,0.003886,9.865,0,6.447,2.907,4.859e-05,0.791476274165202,2.09406882241051,14.8354059985369,5.94399496583963,0.4,1.71,-0.405
"FALSE POSITIVE",3235282,"K07649.01",1,1.465,87.65,1.162,40.27,2.429,12970,0,65.028,3.326,0.008487,4.67648478995654,3.03775150383738,4.29038587311969,2.78571428571429,0.2,1.84777777777778,-3.43915662650602
"FALSE POSITIVE",3241647,"K07650.01",1,0.06989,24480,1.029,0.2708,2.67,1.442,0,1.5625,0.8358,-6.083e-05,0.750769230769231,4.04884054996922,4.40868454661558,2.80256455295977,1.13333333333333,0.444574468085106,0.258449197860962
"FALSE POSITIVE",3248696,"K07651.01",1,1.9,301.7,0.729,144.8,0.1226,12890,0,7.1231,2.479,0.00189,10.0934899099305,9.15142648134601,6.0062656641604,3.84615384615385,-1.66666666666667,1.59935483870968,-1.82083333333333
"FALSE POSITIVE",3345973,"K07652.01",1,0.4563,3382,2.259,10.7,1.549,35.87,0,436.6,-4.443,-0.0004117,6.22783083219645,6.9437718590261,4.66205077481042,2.94201125519941,0.266666666666667,-15.9820143884892,-1.53682795698925
"FALSE POSITIVE",3347807,"K07653.01",1,0.4034,529.9,2.183,-56.85,2.948,5457,0,0.33611,-0.3651,6.883e-06,0.774134974276203,11.7076326002587,2.86224042117578,1.79928315412186,-0.342857142857143,-0.331909090909091,-0.246917293233083
"FALSE POSITIVE",3353454,"K07654.01",1,2.29,1194,1,1.053,0.7667,7.609,0,2.4213,-0.9112,-0.0005759,30.7266553480475,13.0888697152718,2191.79163378058,1098.71186440678,1.06666666666667,-2.93935483870968,-3.988
"FALSE POSITIVE",3439126,"K07655.01",1,0.6037,334.7,0.664,55.1,1.494,100600,0,4.738,0.1427,-0.00156,0.794550277308898,7.75468622656887,13.6752136752137,6,0.4,0.182015306122449,1.03927680798005
"FALSE POSITIVE",3448456,"K07656.01",1,0.07573,17280,0.865,0.4426,8.799e-05,11.97,0,58.954,6.518,0.0003989,0.924470371507522,1.72883454573595,3.93347794649313,2.51589740984412,-0.666666666666667,5.29918699186992,-2.10157480314961
"FALSE POSITIVE",3531231,"K07657.01",1,4.079,4132,0.784,34.63,0.03826,4021,0,2486.8,5.149,0.01671,25.5665294924554,13.2218396458436,5.20143240823635,3.25668449197861,-0.866666666666667,5.69579646017699,-30.4014598540146
"FALSE POSITIVE",3542542,"K07658.01",1,0.183,15220,0.716,0.722,0.158,49.46,0,39.52,5.887,0.0003707,0.608845029239766,4.35901778154107,7.5340475758126,4.53313187999137,-0.971428571428572,3.77371794871795,-2.09006211180124
"FALSE POSITIVE",3644631,"K07659.01",1,1.092,598.4,0.904,-46.18,0.04995,44420,0,2.1789,-0.02181,0.0008572,0.868220858895706,9.13476263399694,3.90260252365931,2.53125,0.133333333333333,-0.0118532608695652,-0.757446808510638
"FALSE POSITIVE",3644738,"K07660.01",1,4.901,676.4,0.947,2.615,0.4125,20830,0,5.632,0.953,-0.001128,21.2600229095074,9.68036529680365,4.49661705006766,2.75609756097561,-0.733333333333333,0.675886524822695,0.870212765957447
"FALSE POSITIVE",3645282,"K07661.01",1,0.04796,23350,0.951,0.2406,0.0006895,3.333,0,983.81,-17.44,-0.0005089,1.79931768011238,6.32113821138211,4.42042042042042,2.83867521367521,0.0666666666666667,-19.6175478065242,8.42307692307692
"CANDIDATE",3660581,"K07662.01",1,10.73,366.8,3.831,-2.002,8.676,699.9,0,1.0776,0.2081,0.0001105,66.3831258644537,14.4960861056751,2.47351902706944,1.52874646559849,-1.2,0.67785016286645,0.165717488789238
"FALSE POSITIVE",3663141,"K07663.01",1,0.2512,17280,1,1.515,0.07646,29.59,0,0,-11.25,0.0003704,2.3254972875226,7.93326039387309,121977.240398293,85022,1.06666666666667,-8.7890625,-7.02785714285714
"FALSE POSITIVE",3732972,"K07664.01",1,0.07249,9910,14.68,0.5313,0.005392,0,2,81.015,-3.793,0.0001139,2.02020202020202,6.6491935483871,0,0,-2.96,-5.29009762900976,-2.48783454987835
"FALSE POSITIVE",3750350,"K07665.01",1,0.3425,243.6,1.014,204,2.125,19930,0,2.9922,0.6911,-0.0002917,0.796330275229358,2.75247933884297,3.53962264150943,2.3015873015873,-0.114285714285714,0.318479262672811,0.848768472906404
"FALSE POSITIVE",3751231,"K07666.01",1,0.008999,27750,1.145,0.225,0.01971,6.546,0,252.07,-7.989,0.0009872,0.022323991797676,8.95287958115183,3.63636363636364,2.30968401103235,0.4,-4.56514285714286,-7.18781725888325
"CANDIDATE",3762750,"K07668.01",1,0.1285,5577,1.081,0.8188,0.0733,14.18,1,6.9421,-2.389,-0.0002711,1.090290436262,2.064595716048,3.96675084175084,2.51237982352167,-0.2,-1.36514285714286,0.658620689655172
"FALSE POSITIVE",3839294,"K07669.01",1,0.4705,272.6,6.897,12.53,2.745,110.7,0,5.6809,0.5561,0.0002563,6.16322314049587,6.61113915530877,9.12092882991556,7.4793875147232,0.266666666666667,1.12116935483871,-1.28820224719101
"CANDIDATE",3848083,"K07670.01",1,0.1885,6424,0.931,6.164,0.03709,82.45,0,0.10086,-0.3273,-3.773e-05,0.327580442958629,3.46407185628743,4.17846309403438,2.5911494027805,0.2,-0.199573170731707,0.492857142857143
"FALSE POSITIVE",3851194,"K07671.01",1,0.09536,35900,2.338,0.4844,1.954e-08,0.4704,0,16.147,1.706,-7.242e-05,1.55765920826162,6.34825665360016,3.6146554866934,2.34869486539302,-1.2,1.25441176470588,2.00408163265306
"FALSE POSITIVE",3852476,"K07672.01",1,0.2435,334.2,4.525,30.85,2.093,294.9,0,1.5731,0.4924,-0.0001403,0.890538421327757,3.09756097560976,3.79601990049751,2.53196930946292,-1.06666666666667,0.513451511991658,0.419917355371901
"CANDIDATE",3852872,"K07673.01",1,0.3306,470.8,1.708,56.11,0.5186,753,0,6.0719,-1.485,0.0002524,1.42777863419146,1.54336425978217,1.60283060592658,0.974214343271555,1.4,-1.04577464788732,-1.20059523809524
"FALSE POSITIVE",3858943,"K07674.01",1,0.4785,4054,1.106,-2.309,0.3077,1064,0,104.91,1.463,-0.0007717,2.91188666205943,14.6630344664219,3.59847725906632,2.39571734475375,-0.333333333333333,1.489816700611,4.44859813084112
"FALSE POSITIVE",3859042,"K07675.01",1,9.328,4857,0.748,6.9,1.421,422.8,0,16.626,3.575,-0.0006414,8.54130808950086,5.37442396313364,7.01174423662462,4.1201044386423,-0.8,2.00842696629214,0.967058823529412
"CANDIDATE",3934657,"K07676.01",1,0.08401,7768,0.869,3.857,0.5999,71.29,0,13.515,1.279,-0.0001407,0.844083812654067,10.0796614388847,3.96107382550336,2.59052721295507,-0.4,0.80440251572327,1.72865168539326
"FALSE POSITIVE",3967501,"K07677.01",1,39.18,5697,5.915,1.9,0.2326,0.5684,0,0.011955,0.5195,2.755e-06,17.7983942908118,52.5201072386059,1.99511798209927,1.32207970907661,-0.24,18.6870503597122,-6.43165467625899
"CANDIDATE",4048898,"K07678.01",1,0.06856,1559,1.288,8.246,0.3107,114.8,0,1.4492,-0.01037,2.971e-05,1.60805008944544,6.35152284263959,5.92274678111588,3.66682998530132,0.266666666666667,-0.00987619047619048,-0.269384615384615
"CANDIDATE",4054784,"K07679.01",1,0.04941,8340,0.815,0.8024,0.05702,15.03,0,4.5202,-2.493,9.929e-06,1.63250498820969,4.78126380910296,5.41430192962543,3.4016842322794,-0.266666666666667,-1.68445945945946,-0.175436241610738
"CANDIDATE",4072271,"K07680.01",1,0.3796,474.5,1.785,4.121,0.3434,5151,0,1.5854,-0.2056,-0.0001625,0.712896825396825,11.3104524180967,3.94782608695652,2.55639097744361,0.171428571428571,-0.16448,0.761654135338346
"CANDIDATE",4073017,"K07681.01",1,0.1694,3801,0.805,-1.092,1.993,61.4,1,10.795,0.8152,-0.000351,1.23951680088864,2.93672773753728,6.33994163228338,3.83604985618409,0.233333333333333,0.636875,1.38840579710145
"FALSE POSITIVE",4073089,"K07682.01",1,8.725,358800,1.568,44.04,0,2.197,0,0,0.02002,0.003122,0.637217771303714,33.9428126823575,3.74349694639222,2.43955512572534,-0.457142857142857,4.52941176470588,31.3238289205703
"FALSE POSITIVE",4136659,"K07683.01",1,0.004581,17280,1.049,-0.1969,7.579e-21,5.109,0,732.29,-7.652,0.0007108,0.181130025353133,13.9169061928403,3.91037835552737,2.53842296782327,-0.0666666666666667,-6.71228070175439,-14.0775862068966
"FALSE POSITIVE",4141587,"K07684.01",1,0.1229,1724,16.82,-1.717,0.001136,0.567,0,3.7226,-0.2738,9.573e-05,1.90216468590832,4.00735294117647,5.72772055530676,4.79288537549407,0.84,-0.503308823529412,-1.05871080139373
"CANDIDATE",4141593,"K07685.01",1,0.9033,2493,1.177,34.99,3.426,868.5,0,2.7683,0.8922,-3.509e-05,9.16582406471183,15.8069194116428,3.93702803020607,2.46589259796807,-1.06666666666667,1.13946360153257,0.326470588235294
"CANDIDATE",4141593,"K07685.02",2,1.846,2590,1.177,2.411,0.4789,222.9,0,5.101,1.33,-3.361e-05,42.9799554565701,11.8027210884354,3.93764892772041,2.46473779385172,-1.06666666666667,1.50452488687783,0.404466019417476
"FALSE POSITIVE",4144873,"K07686.01",1,0.2088,136.5,8.123,18.58,1.389,46.48,0,0.76265,-0.002541,0.0003596,0.39562874251497,5.01666888918522,8.023598820059,6.77454453441296,-1.33333333333333,-0.00389127105666156,-0.822565687789799
"CANDIDATE",4252671,"K07687.01",1,0.2471,3772,3.775,6.443,2.785,32.36,0,3.5714,-1.294,-2.27e-05,1.76291175274502,10.1472348575533,3.62044957230953,2.43093256814921,-3.73333333333333,-1.22075471698113,0.34896
"FALSE POSITIVE",4281068,"K07689.01",1,2.586,68120,1.44,0.6403,0.1022,0.6188,2,0,0,0,735.289389067524,888.030224969947,6.69060256009991,4.4329750024067,0.4,0,0
"FALSE POSITIVE",4284980,"K07690.01",1,0.221,15100,0.891,-0.4563,0.04305,13.6,1,7.7441,1.004,-0.0002364,1.32369689005694,2.68671328671329,3.81387904424374,2.43641463645246,-0.533333333333333,0.631446540880503,0.883536585365854
"FALSE POSITIVE",4355503,"K07691.01",1,0.3673,275.5,0.388,64.99,4.388,192000,0,2.1923,1.388,-0.0007157,0.315384615384615,3.54049079754601,9.99484004127967,0,-2,1.47974413646055,0.179102956167176
"FALSE POSITIVE",4373195,"K07692.01",1,0.02569,36820,2.773,0.2167,2.97e-06,0.5964,0,0,0,0,10.6048814998231,25.8988358916246,2.41229341838214,1.36488634905977,-2.53333333333333,0,0
"CANDIDATE",4384909,"K07693.01",1,0.1537,2599,0.933,-0.4333,0.01499,96.73,0,22.38,-0.2851,-0.0007827,0.514490161001789,1.76193633952255,5.05056603773585,3.08285895003163,1.33333333333333,-0.219307692307692,1.04238410596026
"FALSE POSITIVE",4386607,"K07694.01",1,0.2949,4548,0.868,0.5994,0.2589,71.3,0,4.6618,-1.625,5.968e-05,1.53651445185565,2.76790450928382,4.11025145067698,2.63918223666396,-0.6,-1.50462962962963,-1.12547169811321
"FALSE POSITIVE",4390912,"K07695.01",1,0.05551,18540,7.906,0.3938,0.0353,0,0,71.132,0.5089,0.0001612,3.81186440677966,11.8316512776466,0,0,-1.2,1.25344827586207,-1.21257253384913
"FALSE POSITIVE",4472143,"K07696.01",1,0.2064,137.2,1.253,295.6,3.475e-06,37690,0,4.6425,-2.726,0.000155,0.134738556178759,1.57758620689655,13.1554924434527,8.13333333333333,3.73333333333333,-1.39081632653061,-0.43
"FALSE POSITIVE",4574319,"K07697.01",1,0.1966,25210,0.862,0.7477,0.02645,2.304,0,31.14,4.581,-0.0001045,0.764884135472371,3.80218921032056,4.77935054121565,3.00551560607232,0.266666666666667,3.01381578947368,1.79926470588235
"FALSE POSITIVE",4651399,"K07698.01",1,0.4806,83.21,8.811,52.9,0.1344,371.4,0,8.1164,-0.2728,0.002041,0.261464420763149,1.04931682322801,5.8577194752775,4.91528239202658,-2.45714285714286,-0.362284196547145,-1.38439716312057
"FALSE POSITIVE",4670267,"K07699.01",1,0.883,-1,0.844,0.5467,0,0,0,0,0,0,-0.1,-3.5,-0.01863,-2045.99,-1.26666666666667,0,0
"CANDIDATE",4670361,"K07700.01",1,0.5472,363,1.059,95.77,0.08358,35970,0,6.3013,0.2125,0.0004618,0.564723032069971,12.8242320819113,3.79424497071556,2.5,-0.733333333333333,0.3500823723229,-1.12799377916019
"FALSE POSITIVE",4730442,"K07702.01",1,0.008741,9024,1.589,-0.2136,9.105e-08,3.828,0,56.517,-7.697,4.01e-05,0.162573673870334,13.8856746123583,2.0729086722947,1.21006184156779,-1.86666666666667,-5.45886524822695,-0.85506329113924
"CANDIDATE",4742188,"K07703.01",1,0.3372,265.4,0.992,173.1,0.001435,43850,0,0.5083,-0.04591,0.0002778,0.189689304371735,3.259375,3.78951024661341,2.45,-0.466666666666667,-0.0200480349344978,-0.43976833976834
"CANDIDATE",4742452,"K07704.01",1,0.1295,5733,1.08,1.973,0.001217,36.82,0,2.2419,-0.9428,-7.087e-05,0.914527238572323,3.9190653980489,3.67188405797101,2.33086864270559,0.4,-0.632751677852349,0.303809523809524
"CANDIDATE",4762283,"K07706.01",1,0.1128,489.6,0.48,13.95,0.02504,3684,0,11.092,1.463,0.001462,0.246110928782409,1.83599290780142,9.36523929471033,5.025,-3.37142857142857,1.21916666666667,-1.14779874213836
"FALSE POSITIVE",4774646,"K07707.01",1,0.009034,27940,1.309,0.2408,9.603e-08,2.268,0,422.76,-8.903,-0.000316,0.82687765706188,14.9416160672583,4.01035673187572,2.62718540634735,-0.6,-10.15165336374,7.42145593869732
"CANDIDATE",4813793,"K07708.01",1,0.05873,1753,2.224,2.419,0.3646,6.726,0,1.263,0.8296,5.423e-05,1.35980406709218,2.90563126767807,4.01860465116279,2.77036838759327,-1.86666666666667,0.468700564971751,-0.591005291005291
"FALSE POSITIVE",4840156,"K07709.01",1,0.04537,9143,1.187,-0.4948,3.209,4.183,0,282.99,14.68,-9.562e-05,0.561520912547528,12.0077054794521,4.35128589551378,2.83187045164158,0,11.206106870229,2.08527131782946
"FALSE POSITIVE",4851283,"K07710.01",1,0.1034,14830,1,0.47,0.07626,0,0,63.083,2.091,-0.0006209,0.119477298740939,5.12377541346255,166888.888888889,98473.5,1.06666666666667,2.22446808510638,4.52510917030568
"CANDIDATE",4940203,"K07711.01",1,0.653,498.1,0.797,129.3,1.386,14060,0,1.9865,-1.413,7.335e-05,1.15854765506808,10.6695598264104,4.63305785123967,3,-1.26666666666667,-0.877639751552795,-0.131488095238095
"FALSE POSITIVE",5009688,"K07713.01",1,0.04451,11600,1.131,0.2188,15.35,3.685,0,32.712,0.1182,-0.0003072,1.5555939823621,4.31469979296066,3.85318306427048,2.46582299169945,1.26666666666667,0.0743396226415094,3.348
"FALSE POSITIVE",5024429,"K07714.01",1,0.2262,9310,1.038,0.4676,0.01551,6.507,0,356.96,0.2687,0.0003249,4.79608237066801,1.86223891105374,4.0422322775264,2.50381582132528,-0.171428571428571,1.24976744186047,-16.0596330275229
"CANDIDATE",5091479,"K07715.01",1,0.3234,3086,0.884,13.78,10.21,667.6,0,0.93646,-0.713,6.668e-05,1.14064378255643,5.25873655913978,3.95397980746654,2.51617757712566,-1.26666666666667,-0.520437956204379,-0.549620253164557
"CANDIDATE",5097856,"K07716.01",1,1.101,429.3,0.718,-65.89,0.004153,32360,0,4.7063,-1.579,0.0004422,2.83741721854305,7.50446428571429,6.05420054200542,3.9,-2.26666666666667,-0.887078651685393,-0.660326086956522
"FALSE POSITIVE",5120225,"K07717.01",1,3.82,58270,0.991,0.6062,0,0.6755,0,49710,8.062,-0.001524,281.854607899256,205.845905172414,4.1907068927549,2.67038043221037,-1.26666666666667,171.167728237792,21.7241379310345
"FALSE POSITIVE",5126932,"K07718.01",1,0.06782,30940,1,0.3469,1.42e-24,5.282,0,32.26,-0.3178,-0.0001013,1.40021776326023,4.7742499271774,63787.2132747682,32514.7777777778,1.06666666666667,-0.431207598371778,1.95331325301205
