"koi_disposition","kepid","kepoi_name","tce_plnt_num","tce_ingress","tce_model_chisq","tce_sradius","tce_minmesd","tce_bin_oedp_stat","tce_albedo","tce_rb_tcount3","tce_fwm_stat","tce_fwm_srao","tce_fwm_pdeco","tce_impact_sn","tce_duration_sn","tce_sma_sn","tce_insol_sn","tce_smet_sn","tce_fwm_srao_sn","tce_fwm_sdeco_sn"
"CANDIDATE",11446443,"K00001.01",1,0.6188,7199,0.964,1.796,2.05,0.0393,0,2480.3,-0.02322,0.0007788,3421.03126268778,2945.41878380593,31.1521547933157,14.2542595019659,-0.4,-14.3333333333333,60.5681818181818
"CANDIDATE",10666592,"K00002.01",1,0.4694,20270,1.952,0.9536,25.95,0.1674,1,0,0.3986,0,302.283770651118,2004.95785820526,22.0752498530276,11.9239049527627,0.933333333333334,188.018867924528,-334.140969162996
"CANDIDATE",10748390,"K00003.01",1,0.1817,4935,0.763,-1.196,6.051,0.233,1,985.47,1.98,0.0008108,17.2865013774105,369.812480786966,27.093142272262,10.0092879256966,2.13333333333333,188.571428571429,453.821656050955
"CANDIDATE",3861595,"K00004.01",1,0.6598,5579,2.992,1.82,3.622,0.5699,0,208.36,-0.05632,0.0001224,520.022371364653,187.880886426593,3.33861144945189,2.10768167743812,-0.8,-2.99574468085106,-7.35567010309278
"CANDIDATE",8554498,"K00005.01",1,0.7206,3908,1.787,1.841,0.668,0.2107,7,47.32,-0.001298,-0.0001082,939.823008849558,193.703007518797,18.3941378235111,11.416359369762,1.6,-0.0363585434173669,-1.47291066282421
"FALSE POSITIVE",3248033,"K00006.01",1,0.0955,15460,1.58,0.8185,0.05381,0.908,0,0,-50.63,-0.003615,4.06795679567957,12.4906666666667,5.19258796585467,3.24922143504101,0,-117.470997679814,167.898383371824
"CANDIDATE",11853905,"K00007.01",1,0.2783,11200,1.545,0.4836,2.646,0.2332,0,66.373,0.2591,5.112e-05,19.2463909958405,92.4921559838637,20.4414498141264,11.831814730448,1.2,5.92906178489703,-1.052466367713
"FALSE POSITIVE",5903312,"K00008.01",1,0.07633,13800,0.985,0.5414,0.005731,0.6968,0,25285,-36.27,-0.0004966,5.35336109458656,13.0459231490159,7.5728500355366,4.56236055104088,-0.666666666666667,-153.037974683544,23.273127753304
"FALSE POSITIVE",11553706,"K00009.01",1,1.788,11790,2.348,1.985,7.572,1.63,0,311460,8.465,0.01866,755.051710421639,302.366863905325,3.2018691588785,1.96650195163715,-0.666666666666667,376.222222222222,-351.701244813278
"CANDIDATE",6922244,"K00010.01",1,0.5262,9927,1.451,2.175,0.1861,0.1108,0,96.827,-0.5515,0.0003616,216.462293071735,692.275132275132,15.1880424300868,7.57416582104698,-0.266666666666667,-63.6101499423299,-7.97994652406417
"FALSE POSITIVE",11913073,"K00011.01",1,2.32,11130,0.826,2.004,0.03068,14.09,0,10818,1.642,0.004598,351.460512080779,74.0935952723207,5.09812617806852,3.21851673489044,-0.133333333333333,16.2574257425743,-75.9285714285714
"CANDIDATE",5812701,"K00012.01",1,0.6566,4227,1.367,-2.963,0.5304,1.864,0,1550.1,-0.0764,-0.0009708,27.3986152324431,1617.39130434783,6.13075657894737,4.13601823708207,0.466666666666667,-17.8922716627635,53.6748329621381
"CANDIDATE",9941662,"K00013.01",1,0.285,25810,3.031,1.001,0.08052,0.02523,0,0,-0.176,0,169.255855321672,1944.95412844037,2.52848722986248,1.57678080022317,0.1,-98.3240223463687,254.290909090909
"FALSE POSITIVE",7684873,"K00014.01",1,0.7462,6157,2.234,1.569,1.833,3.105,0,1644,-1.363,5.322e-05,1573.46048165508,185.755258126195,4.33568281938326,2.57597024695419,-0.466666666666667,-31.0478359908884,4.858
"FALSE POSITIVE",3964562,"K00015.01",1,1.557,8859,2.031,1.625,0.0004082,1.349,0,0,-84.28,0,94.3383742911153,160.981912144703,4.16426282051282,2.55730123708101,0.323076923076923,-957.727272727273,-90.1015228426396
"FALSE POSITIVE",9110357,"K00016.01",1,0.976,31350,3.325,0.2813,3.086,0.02843,0,900730,-275.6,0.06975,66.4300066979236,20.8146726380891,2.14577530176416,1.31871649962614,-0.228571428571429,-1020.74074074074,-1299.34640522876
"CANDIDATE",10874614,"K00017.01",1,0.3059,10060,1.291,1.853,0.002736,0.06968,0,1939.7,0.05247,0.0008648,0.0552281616688396,694.449816283117,15.4532527550658,7.91643564356436,2.26666666666667,12.7046004842615,34.6904761904762
"CANDIDATE",8191672,"K00018.01",1,0.3336,14670,1.746,1.396,27.36,0.1112,0,1052.3,0.02196,-0.000686,0.00576243504083148,630.756465219195,14.2441528807758,7.98932898415657,0.266666666666667,3.4746835443038,9.62147887323943
"FALSE POSITIVE",7255336,"K00019.01",1,0.939,17450,1.349,0.1906,237.3,0.01422,0,478.35,0.02982,-2.683e-05,771.821862348178,544.347826086957,5.79788605310647,3.45214682184423,-1.6,2.71090909090909,12.4145785876993
"CANDIDATE",11804465,"K00020.01",1,0.4927,9376,1.415,2.367,0.6937,0.1011,0,8.0673,-0.007793,8.806e-05,1.08741066520066e-05,1248.20430965682,5.42330677290837,3.30726378552465,0.533333333333333,-2.27201166180758,4.86908077994429
"FALSE POSITIVE",10125352,"K00021.01",1,1.14,4948,2.002,2.217,0.0297,0.9076,0,18087,1.782,-0.00363,84.2167654530059,249.398117750055,3.00675675675676,1.8312959724407,-1.6,80.6334841628959,42.2367149758454
"CANDIDATE",9631995,"K00022.01",1,0.4817,6005,1.237,2.122,0.5908,0.306,0,918.78,-0.1774,0.0009601,46.0019175455417,679.463171036205,6.96655231560892,4.5851839000694,1.6,-20.5086705202312,-12.9012517385257
"FALSE POSITIVE",9071386,"K00023.01",1,0.574,11590,1.47,2.173,2.185,1.608,0,48.07,0.0926,-1.322e-05,67.2428154935444,2410.72261072261,6.55274077309456,4.1920756330467,1,37.1887550200803,22.9041095890411
"FALSE POSITIVE",4743513,"K00024.01",1,0.7433,42450,1.417,0.9486,1.024,0.2652,0,173010,-7.817,0.008371,583.333333333333,220.173204279165,3.29613175858706,1.97331139815227,-2.46666666666667,-468.083832335329,-244.660194174757
"FALSE POSITIVE",10593759,"K00025.01",1,1.802,16080,1.181,1.078,1.72e-05,0.02944,0,11.039,0.1456,-8.061e-05,129.110164019114,1097.10806697108,3.63122362869198,2.46605596988082,-0.2,29.7142857142857,13.3693304535637
"FALSE POSITIVE",5021737,"K00026.01",1,2.653,21380,1.441,8.269,0.000112,124.7,0,325400,-7.85,-0.006092,4.67726847521048,1.12701784197111,3.8887199756765,2.65264532984977,-0.333333333333333,-785.785785785786,132.547169811321
"FALSE POSITIVE",3832716,"K00027.01",1,0.3386,-1,1.368,0.4792,0,0,0,0,0,0,-0.1,-2,-0.02116,-5385.46,-1.26666666666667,0,0
"FALSE POSITIVE",4247791,"K00028.01",1,4.031,110900,1.51,0.9675,0,0,0,454450,-0.03921,0.02054,305.044091710758,8737.40110545139,3.4016522011921,1.99708386207592,0.2,-171.973684210526,-644.897959183673
"FALSE POSITIVE",6956014,"K00031.01",1,0.1993,29900,24.49,0.3719,12.97,0,0,37.393,0.02297,3.581e-05,28.2884012539185,39.3928174750093,0,0,-0.266666666666667,0.582994923857868,-6.80188679245283
"FALSE POSITIVE",5725087,"K00033.01",1,0.03171,19720,31.5,0.2958,0,0,0,63.814,-2.05,-5.153e-05,6.797583081571,22.4251553379778,0,0,-1.92,-3.0058651026393,3.76113360323887
"CANDIDATE",6521045,"K00041.01",1,0.2673,5333,1.474,3.324,0.4335,10.42,0,75.691,-0.143,-0.0001281,7.14311111111111,49.6562261268144,20.2003338898164,11.7173774665818,0.666666666666667,-1.02877697841727,2.7724358974359
"CANDIDATE",6521045,"K00041.02",2,0.2167,6520,1.474,2.132,0.3977,8.538,0,19.441,0.3955,-5.996e-05,7.4513201320132,19.1533277169334,20.2048260381594,11.7201668984701,0.666666666666667,1.18059701492537,1.90679347826087
"CANDIDATE",6521045,"K00041.03",3,0.365,1612,1.474,-1.206,0.1771,156.4,0,3.2297,0.4093,-5.045e-05,7.73599320882852,13.7756497948016,20.2075471698113,11.7290640394089,0.666666666666667,0.7994140625,0.655536028119508
"CANDIDATE",8866102,"K00042.01",1,0.3838,2934,1.337,10.18,1.853,9.228,0,102.69,0.2593,0.0001457,48.6865342163355,88.6234148134534,22.9886914378029,12.7370936902486,0,1.87898550724638,5.51415094339623
"FALSE POSITIVE",9025922,"K00043.01",1,0.9604,4843,1,8.172,1.035,124.4,0,60703,-37.61,0.06295,59.7972972972973,43.6054421768707,1011375.28182005,0,1.06666666666667,-385.348360655738,-256.118143459916
"FALSE POSITIVE",8845026,"K00044.01",1,2.016,3437,1.073,1.744,1.601,171.2,0,978.52,0.7125,-0.001799,20.7267645003494,877.669039145907,4.06021558666832,2.55707762557078,0.6,49.1379310344827,-18.25
"FALSE POSITIVE",3742855,"K00045.01",1,1.583,12670,1,2.958,1.504,15.35,0,147990,2.72,-0.05663,259.38451132905,371.882951653944,4717482.51748252,0,1.06666666666667,174.358974358974,306.356589147287
"CANDIDATE",10905239,"K00046.01",1,0.271,12970,1.593,0.8991,0.02895,0.2432,0,10.616,-0.055,-7.65e-05,11.0242628992629,79.6651200322776,4.55731225296443,2.85675190048376,2,-1.04961832061069,4.60332541567696
"CANDIDATE",10905239,"K00046.02",2,0.1389,5756,1.593,2.731,0.1167,24.95,0,1.123,-1.214,2.684e-05,1.21359223300971,5.50013590649633,4.5562414266118,2.85671676035333,2,-0.682022471910112,-0.296573426573427
"FALSE POSITIVE",7837302,"K00048.01",1,2.971,4672,1.94,3.848,10.98,0.2603,0,84.124,-0.005123,-0.0006494,115.536791314837,1005.58375634518,1.99184554502938,1.1665629107007,-1.33333333333333,-1.38459459459459,-1.0226368159204
"CANDIDATE",9527334,"K00049.01",1,0.2376,3966,0.951,4.838,1.751,12.25,0,3.3516,0.135,8.647e-06,8.80135860633286,33.3226427196921,7.12771503040834,4.42761760242792,0.466666666666667,1.57342657342657,-1.31456953642384
"FALSE POSITIVE",6056992,"K00051.01",1,1.932,3729,1,1.229,0.4969,0.7755,0,11958,-0.8123,0.04291,32.2937350222526,250,6271812.08053691,0,1.06666666666667,-36.2633928571429,-29.6143497757848
"FALSE POSITIVE",3558981,"K00052.01",1,0.7326,13150,0.821,1.571,0.4657,2.923,0,0,0.4727,-0.003217,484.214390602056,1175.78994214508,7.83367139959432,4.17548209366391,0.233333333333333,95.1106639839035,-113.221957040573
"FALSE POSITIVE",2445975,"K00053.01",1,0.5502,14270,1,2.421,8.481e-05,1.586,0,3147.9,-0.4423,-0.00428,104.801210620443,192.622352081812,9839572.19251337,0,1.06666666666667,-25.5664739884393,-19.475
"FALSE POSITIVE",8248939,"K00061.01",1,0.1659,15240,1.091,-0.3583,0.1402,1.387,0,114340,-17.03,-0.0036,14.6936790923825,22.3263393766551,3.80866174627489,2.50259102379236,-0.8,-190.279329608939,232.159090909091
"CANDIDATE",11554435,"K00063.01",1,0.3126,3729,0.886,3.523,0.05511,2.623,0,19.576,0.1696,-9.444e-05,53.8032532920217,271.710526315789,8.25915221579961,4.97049356223176,0.266666666666667,24.7230320699708,30.8
"CANDIDATE",7051180,"K00064.01",1,0.2784,9038,2.426,0.4625,0.00238,0.3659,0,15.203,-0.2441,7.244e-05,84.5958646616541,67.4180327868852,10.78079059131,7.20301883951593,0,-8.19127516778524,-3.72847682119205
"FALSE POSITIVE",10620329,"K00066.01",1,0.05722,13020,2.622,0.5288,5.927e-16,0.2612,2,0,0.3754,-2.884e-05,21.2214100448008,35.4498594189316,4.05193349523632,2.51621880295353,-2.53333333333333,3.5752380952381,-0.284104389086596
"FALSE POSITIVE",8669092,"K00068.01",1,0.07916,-1,3.177,-0.25,0,0,0,10.815,-0.06281,-5.345e-05,-0.1,-2,-0.02154,-30451.16,-2.34285714285714,-0.280401785714286,1.03448275862069
"CANDIDATE",3544595,"K00069.01",1,0.2112,6694,0.894,2.645,1.1,1.265,0,3.7848,-0.3536,1.635e-05,32.2418879056047,77.3970851444643,26.5386558868115,13.0088626292467,-1.33333333333333,-5.05865522174535,1.43363636363636
"CANDIDATE",6850504,"K00070.01",1,0.2787,3968,0.925,4.091,0.9982,0.1772,0,6.7293,-0.02455,-5.514e-05,13.050034270048,69.3870277975766,10.2293731210333,5.90451895043732,0.133333333333333,-0.637662337662338,-5.04010025062657
"CANDIDATE",6850504,"K00070.02",2,0.2197,7119,0.925,0.3281,0.1845,0.8166,0,4.8634,-0.1131,2.923e-05,16.9671814671815,32.4337893811974,10.2306462662708,5.90450606585788,0.133333333333333,-1.53877551020408,-4.33725490196078
"CANDIDATE",6850504,"K00070.03",3,0.4428,762.5,0.925,5.463,6.312,398.7,0,6.1009,-0.1004,0.0001024,6.89738805970149,48.5938521909745,10.2310231023102,5.88,0.133333333333333,-1.01619433198381,-3.73267326732673
"CANDIDATE",6850504,"K00070.04",4,0.1361,4130,0.925,-0.6188,0.2716,29.75,0,1.9557,0.08461,2.47e-05,3.20049857549858,9.6953642384106,10.2305805396566,5.90337837837838,0.133333333333333,0.185956043956044,-1.26228813559322
"CANDIDATE",6850504,"K00070.05",5,0.1598,1209,0.925,-3.085,0.09648,118,0,2.5751,-0.3799,-4.405e-05,1.79898270600203,6.24508050089445,10.2253944402705,5.904,0.133333333333333,-0.638487394957983,0.353311793214863
"CANDIDATE",11904151,"K00072.01",1,0.3233,1546,1.044,10.73,0.007187,96.75,0,3.3095,-0.1366,6.128e-05,6.39774696707106,58.9588581024349,23.2198443579766,11.9395973154362,-0.8,-1.26481481481481,2.7390625
"CANDIDATE",11904151,"K00072.02",2,0.05922,16540,1.044,0.6156,0.009287,0.3672,1,8.3553,-0.3002,-2.284e-05,5.92115637319317,22.0912703850898,23.2160244818473,11.9236718775604,-0.8,-0.9875,2.88268156424581
"FALSE POSITIVE",6889235,"K00074.01",1,0.3172,11870,1.941,2.398,0.03933,30.1,0,37.419,-0.1692,-4.611e-05,43.9786297925833,361.869978086194,3.11083944580277,2.13113639312286,0.107692307692308,-6.66141732283464,5.61904761904762
"CANDIDATE",7199397,"K00075.01",1,1.046,2361,2.499,-1.607,6.202,28.54,0,456.59,-0.5745,-0.0008328,21.7088833392793,292.620457819753,9.77523498161014,6.44034707158351,-0.933333333333334,-13.4859154929577,19.8204545454545
"FALSE POSITIVE",9955262,"K00076.01",1,0.4301,1460,2.909,-8.432,2.428,91.61,0,337.25,1.147,-0.0007428,5.36778873399071,197.950898898125,3.29678935003915,2.03399765533411,0.233333333333333,12.9166666666667,15.7036450079239
"FALSE POSITIVE",9552608,"K00080.01",1,1.79,3366,3.294,6.131,0.02755,1.535,0,9.2356,-0.1785,-6.04e-05,103.487890705858,335.52014995314,2.23354391685347,1.37441737617302,-0.228571428571429,-3.25729927007299,-3.54569190600522
"FALSE POSITIVE",8823868,"K00081.01",1,0.6187,6533,2.533,11.57,2.265,131.2,0,366.39,-0.0238,-0.000332,1.78835386338186e-05,1298.41185106099,3.3067139899438,2.23690003537875,0.525,-3.53640416047548,5.0919175911252
"CANDIDATE",10187017,"K00082.01",1,0.3718,2672,0.741,9.093,0.4583,4.353,0,2.4461,-0.6352,-3.555e-05,35.6990166737922,86.2403976502486,17.4586466165414,8.47983870967742,0.533333333333333,-10.3960720130933,-8.74553571428571
"CANDIDATE",10187017,"K00082.02",2,0.2923,3282,0.741,1.594,0.004395,17.04,0,4.9411,-0.8904,1.449e-05,18.5349268493715,27.3073736536868,17.463503649635,8.47671840354767,0.533333333333333,-4.91933701657459,-3.63082706766917
"CANDIDATE",10187017,"K00082.03",3,0.2073,1539,0.741,-3.487,0.02391,201,0,0.92504,-0.6778,2.79e-05,3.82839721254355,11.8990086741016,17.458306945324,8.49180327868852,0.533333333333333,-1.2812854442344,-1.63828125
"CANDIDATE",10187017,"K00082.04",4,0.1267,4087,0.741,-0.9688,1.566,43.37,0,3.4636,-1.12,2.566e-05,3.89134199134199,13.1395348837209,17.4628422425033,8.47587131367292,0.533333333333333,-1.77777777777778,-1.76021276595745
"CANDIDATE",10187017,"K00082.05",5,0.09818,4814,0.741,2.287,1.704,28.15,0,5.1481,0.3536,-2.593e-05,2.87892376681614,12.1085409252669,17.4643874643875,8.47770700636943,0.533333333333333,0.402275312855518,0.312037037037037
"CANDIDATE",10187017,"K00082.06",6,0.02563,851.6,0.741,4.533,0.1606,711,0,1.3106,0.1026,-3.415e-05,0.44318339100346,16.6348448687351,17.4622356495468,8.4875,0.533333333333333,0.0702739726027397,0.143211009174312
"CANDIDATE",2571238,"K00084.01",1,0.4175,4297,0.81,-1.531,0.3146,8.022,0,0.81473,0.3189,-1.688e-05,63.5205183585313,85.2466682253916,8.84978267783314,5.15772462831286,-0.933333333333334,5.98311444652908,-4.16309012875536
"CANDIDATE",5866724,"K00085.01",1,0.3554,7602,1.424,-1.16,1.353,1.444,0,51.847,-0.05054,-6.693e-05,50.4143019296254,83.2189766712409,21.2013694366636,11.7477384868421,0.933333333333334,-0.948217636022514,1.46965517241379
"CANDIDATE",5866724,"K00085.02",2,0.1622,14040,1.424,-0.5375,0.4615,0.3189,0,4.6949,-0.09141,-1.214e-05,12.2362697117999,30.5887939221273,21.2067919951486,11.7464796360485,0.933333333333334,-0.697786259541985,0.138156028368794
"CANDIDATE",5866724,"K00085.03",3,0.2453,4065,1.424,4.433,6.462,9.059,0,7.9844,-0.09619,-2.972e-05,10.7497612225406,23.5423365487674,21.1980990495248,11.7467387846007,0.933333333333334,-0.506263157894737,0.75
"CANDIDATE",10593626,"K00087.01",1,0.5027,246.3,0.886,48.05,0.7387,2805,0,5.7682,-0.03596,-6.895e-05,7.97584541062802,26.7327459618209,9.59835966710891,5.42105263157895,-1.73333333333333,-0.131721611721612,-3.22910798122066
"FALSE POSITIVE",7700871,"K00088.01",1,0.1516,12370,0.815,1.502,1.092,1.906,0,17116,27.59,-0.0002737,7.59348914858097,16.7077464788732,6.46678966789668,3.93903609122444,-1.33333333333333,133.285024154589,18.4823529411765
"CANDIDATE",8056665,"K00089.01",1,0.5804,1464,1.79,-4.679,0.8346,41.89,0,9.5739,-0.8908,-5.856e-05,14.4961240310078,61.1176470588235,4.89551537919699,3.11603773584906,-1.33333333333333,-3.45271317829457,1.95434782608696
"CANDIDATE",8056665,"K00089.02",2,0.2907,345.3,1.79,11.88,0.0432,490.6,0,7.4855,-0.0008561,0.0001417,2.26903553299492,25.4289996253278,4.89412524209167,3.11214953271028,-1.33333333333333,-0.00258640483383686,-0.415172413793103
"FALSE POSITIVE",9210823,"K00090.01",1,0.07162,20850,3.227,0.5,24.39,0.06203,0,0,188.7,0,4.58320610687023,13.8965517241379,2.50474863872357,1.55817821110601,-0.285714285714286,846.188340807175,346.285714285714
"CANDIDATE",7941200,"K00092.01",1,0.3312,537.6,1.043,5.244,0.01161,237,0,1.743,0.157,2.344e-06,15.9470958194599,30.1125541125541,7.31545162769372,4.39700374531835,-0.266666666666667,1.03973509933775,4.0671875
"CANDIDATE",6462863,"K00094.01",1,0.4758,1985,1.331,1.015,7.369,2.34,0,627.03,0.135,-0.0002888,5.5951933909125,383.6,6.10330421572351,3.76352201257862,-0.133333333333333,9.78260869565217,7.43703703703704
"CANDIDATE",6462863,"K00094.02",2,0.5914,939.8,1.331,31.26,0.749,6.195,0,12.739,0.2207,-4.452e-05,12.9933211900425,132.688499619193,6.1016593152699,3.76164383561644,-0.133333333333333,3.66003316749585,1.16778523489933
"CANDIDATE",6462863,"K00094.03",3,0.2796,2479,1.331,-1.73,0.3027,4.198,0,38.789,0.1925,-0.0001318,6.06855184233076,58.3870615233308,6.1010101010101,3.76247535264675,-0.133333333333333,2.62978142076503,3.46153846153846
"CANDIDATE",6462863,"K00094.04",4,0.2526,4713,1.331,2.411,1.791,3.257,0,6.8903,-0.1208,-2.14e-05,8.49859681945744,14.4943820224719,6.10097475631092,3.76273811367508,-0.133333333333333,-0.410884353741497,0.855274261603375
"CANDIDATE",5780885,"K00097.01",1,0.5278,11470,1.909,2.638,1.218,0.2652,0,196.3,-0.01235,-2.272e-05,82.5087775295244,1082.10961737332,22.404594294183,13.644682320442,1,-3.42105263157895,-56.2573099415205
"CANDIDATE",10264660,"K00098.01",1,0.3904,9501,2.001,0.7895,0.4193,0.4879,0,463.67,-0.06842,-0.0002271,27.8081534772182,416.120218579235,19.6046926804387,12.4704049844237,0.266666666666667,-7.0174358974359,-12.4520255863539
"CANDIDATE",4055765,"K00100.01",1,2.522,4455,3.079,3.761,2.191,0.6282,0,0.79932,-0.07491,-1.491e-05,307.340324118208,174.653739612188,4.42355889724311,2.83185943009075,-1.06666666666667,-2.53932203389831,0.844507042253521
"CANDIDATE",8456679,"K00102.01",1,0.3926,15700,1.071,0.5708,7.664e-17,0.1513,0,1267.8,0.0423,-0.001065,174.520069808028,146.290971822887,6.9643728648121,4.37030587043252,1.4,1.09585492227979,-22.2027972027972
"FALSE POSITIVE",8456679,"K00102.02",2,0.2097,6017,1.071,-0.6,0.07022,6.728,0,1.9814,0.1403,-6.386e-05,6.75562001450326,7.86832164058284,6.96391538780589,4.37015484761811,1.4,0.21322188449848,-1.54903846153846
"CANDIDATE",2444412,"K00103.01",1,0.8469,2998,0.899,7.311,5.974,16.03,0,8.1916,-0.272,-0.0001361,209.431843700876,82.4921465968586,8.55875831485588,5.03571428571429,-0.266666666666667,-3.17386231038506,-2.91607142857143
"CANDIDATE",10318874,"K00104.01",1,0.2396,6488,0.761,1.4,0.05626,0.458,0,8.0257,-0.2513,3.93e-06,79.0079016681299,58.8910133843212,19.4568324757004,8.58773861967695,2.26666666666667,-5.00597609561753,6.57657657657658
"CANDIDATE",8711794,"K00105.01",1,0.1494,2336,0.967,3.669,0.1013,5.352,0,3.5312,-0.3643,8.027e-05,6.88074204946997,30.8478365000798,6.37418300653595,3.64491264131552,-2.66666666666667,-4.16819221967963,-1.24497936726272
"FALSE POSITIVE",10489525,"K00106.01",1,0.1397,13260,2.569,0.9688,50.18,0.5777,2,260510,-87.39,0.03441,5.8556566970091,13.2253086419753,3.14139867279224,1.91975805727355,-0.333333333333333,-304.494773519164,-1031.4371257485
"CANDIDATE",11250587,"K00107.01",1,0.299,7474,1.549,3.624,0.5579,1.913,0,1.787,0.03298,-2.081e-05,11.1094287680661,52.2684703433923,23.1057401812689,13.1301577669903,1.46666666666667,0.468465909090909,-0.14692513368984
"CANDIDATE",4914423,"K00108.01",1,0.3175,3297,1.433,6.116,0.7513,9.385,0,22.324,0.1542,-8.038e-05,13.063829787234,46.0294117647059,20.4413659793814,11.8431542461005,0.533333333333333,1.96934865900383,2.51781472684086
"CANDIDATE",4914423,"K00108.02",2,0.9331,835.2,1.433,43.65,0.165,310.7,0,5.9908,0.1073,9.363e-05,16.7719461216907,110.38961038961,20.4331087584216,11.7826086956522,0.533333333333333,1.45986394557823,-0.325959367945824
"FALSE POSITIVE",4752451,"K00109.01",1,1.983,4357,1.183,2.756,0.9004,10.3,0,30598,6.801,-0.006196,44.5308310991957,22.4124293785311,5.06456571867794,2.94912985274431,-1.53333333333333,21.1869158878505,103.801020408163
"CANDIDATE",9450647,"K00110.01",1,0.2637,4523,1.259,2.963,0.4725,6.831,0,6.0119,0.1077,4.615e-05,11.2626332548802,45.1373504652193,6.75265768958186,4.26241782322863,0.533333333333333,1.5,3.58529411764706
"CANDIDATE",6678383,"K00111.01",1,0.2773,4645,1.005,2.786,0.1186,0,0,29.969,0.01926,0.0001063,9.63043216564343,47.4684183931278,8.0275,4.8041634541249,-2.26666666666667,0.251764705882353,-8.91140776699029
"CANDIDATE",6678383,"K00111.02",2,0.4481,1511,1.005,8.691,0.00392,64.25,0,6.0328,-0.001846,6.937e-05,9.40007228044814,52.5993031358885,8.02984165651644,4.80635838150289,-2.26666666666667,-0.0169357798165138,-5.37542372881356
"CANDIDATE",6678383,"K00111.03",3,0.2999,2491,1.005,15.92,5.196,26.6,0,14.664,0.1603,3.642e-05,6.21805111821086,40.3455425017277,8.02975885069266,4.80162767039675,-2.26666666666667,1.44414414414414,-5.04033613445378
"CANDIDATE",10984090,"K00112.01",1,0.4982,1541,1.022,5.292,2.043,94.95,0,2.7316,-0.0316,7.995e-05,15.0745712155108,54.3205858421481,7.81844802342606,4.67692307692308,-0.266666666666667,-0.279646017699115,-0.458760330578512
"CANDIDATE",10984090,"K00112.02",2,0.1691,7452,1.022,-0.8021,0.2676,5.494,0,9.4911,0.3592,-5.047e-05,5.94393139841689,12.4030658250676,7.81928319030792,4.6746808312366,-0.266666666666667,1.31575091575092,1.58456140350877
"FALSE POSITIVE",6721123,"K00114.01",1,2.493,6648,1.958,1.853,0.1272,2.628,0,18405,-13.45,-0.005549,32.296511627907,47.7224880382775,4.63518099547511,2.99559797428905,0,-52.7450980392157,108.513513513514
"CANDIDATE",9579641,"K00115.01",1,0.3385,5971,1.087,1.026,1.463,2.289,0,41.281,0.006651,-0.0001369,39.2942743009321,52.9280439635926,7.15392061955469,4.20059694067902,-0.4,0.0948787446504993,-2.56764705882353
"CANDIDATE",9579641,"K00115.02",2,0.2137,3921,1.087,-0.651,0.07889,13.99,0,9.496,0.291,6.1e-05,7.33986928104575,13.2888295505118,7.15523320237735,4.20064608758076,-0.4,1.12790697674419,-2.9292
"CANDIDATE",9579641,"K00115.03",3,0.08873,8622,1.087,1.823,5.184,16.42,0,0.30643,-0.5762,-2.759e-06,2.2526395173454,10.5833598979917,7.1543250327654,4.20071927800774,-0.4,-0.46096,-0.24
"CANDIDATE",8395660,"K00116.01",1,0.3989,2902,1.012,-2.525,0.1881,17.91,0,6.2337,0.6116,0.0001081,27.0641373080398,29.9826689774697,7.57261410788382,4.70508119434259,-0.8,3.2531914893617,-0.0163417721518987
"CANDIDATE",8395660,"K00116.02",2,0.6727,1629,1.012,26.5,0.001964,79.01,0,8.7925,0.1938,0.0001199,26.1672683513839,44.4336569579288,7.57594936708861,4.7,-0.8,0.869058295964126,0.0594475138121547
"CANDIDATE",8395660,"K00116.03",3,0.1,5561,1.012,2.712,0.2319,39.07,0,1.134,0.305,3.023e-05,1.28488285330548,8.88830897703549,7.57696359592649,4.7037307973665,-0.8,0.262931034482759,-0.353409090909091
"CANDIDATE",8395660,"K00116.04",4,0.2529,1745,1.012,16.4,1.293e-05,287.7,0,4.6789,1.225,-0.0001016,2.2758707723372,5.19951499118166,7.5769048745859,4.70246085011186,-0.8,1.03813559322034,1.31724845995893
"CANDIDATE",10875245,"K00117.01",1,0.6488,3594,1.402,1.955,0.07265,13.68,0,19.863,-0.2086,0.000114,45.017667844523,58.8198198198198,29.7053810567324,14.9491891891892,2.6,-1.91376146788991,-0.520973451327434
"CANDIDATE",10875245,"K00117.02",2,0.2506,9028,1.402,2.349,1.61,2.171,0,2.3609,-0.2523,2.021e-05,9.72889315828797,15.8570820927265,29.7020988490183,14.953026702083,2.6,-1.19009433962264,0.173273542600897
"CANDIDATE",10875245,"K00117.03",3,0.2788,5956,1.402,0.613,3.969,2.886,0,5.8272,0.255,-1.23e-05,8.34476367006488,16.2075332348597,29.7106598984772,14.9514683922349,2.6,1.1697247706422,1.30789473684211
"CANDIDATE",10875245,"K00117.04",4,0.1679,3494,1.402,2.23,4.696,14.02,0,0.93065,0.07569,-1.84e-05,1.93185763888889,7.87495843032923,29.7060984570169,14.9548693586698,2.6,0.103119891008174,0.757254901960784
"CANDIDATE",3531558,"K00118.01",1,0.35,2668,1.317,-0.8105,1.434,38.94,0,14.747,0.4167,0.0001512,7.04817275747508,24.8997134670487,28.4018579046964,13.6726457399103,0,1.7731914893617,-0.648763250883392
"CANDIDATE",9471974,"K00119.01",1,0.7249,2615,2.057,22.7,6.384,5.606,0,581.21,0.3906,-0.00188,16.4808630875931,183.541304691202,18.4289439374185,10.1085106382979,2.4,10.7603305785124,-15.4428571428571
