"koi_disposition","kepid","kepoi_name","tce_dof2","tce_chisq2","tce_chisqgof","tce_eqt","tce_hap_stat","tce_fwm_pdeco","tce_dicco_mdec","tce_time0_sn"
"FALSE POSITIVE",8519253,"K01267.01",318.1,619.5,1574,996,53.4,-0.007818,5.4032,1673679617.67373
"CANDIDATE",8813698,"K01268.01",1481,1266,1709,321,13.26,0.001736,0.061168,2920140631.65306
"FALSE POSITIVE",8757910,"K01269.01",1036,1086,7194,2510,39.62,0.0005752,-3.4437,4459420429.38288
"CANDIDATE",8564587,"K01270.01",408.8,287.1,1411,850,6.676,-0.0001902,0.12019,4825399009.35608
"CANDIDATE",8564587,"K01270.02",159,154.5,743.1,672,5.625,3.846e-05,-0.089174,1075538323.36641
"CANDIDATE",8631160,"K01271.01",3192,7659,18960,438,21.21,-0.0001403,0.018882,3063270228.219
"CANDIDATE",8806072,"K01273.01",207.5,71.44,365.1,490,3.642,0.0001878,-0.010006,1135449138.35367
"CANDIDATE",8583696,"K01275.01",721.2,117.4,474.9,543,6.935,-0.0005838,0.14544,1749173506.61195
"CANDIDATE",8804283,"K01276.01",207.6,106.9,720.2,635,1.753,-0.0006119,3.73,985330240.174672
"CANDIDATE",8804283,"K01276.02",109.3,104.2,759.8,760,2.129,-0.0001406,3.4574,410177539.706674
"FALSE POSITIVE",8552565,"K01277.01",1300,1491,5405,2510,25.86,0.0001782,-2.2177,3017244663.81447
"CANDIDATE",8609450,"K01278.01",129.3,56.3,467.3,484,7.013,-3.173e-05,0.11416,660138750.705854
"CANDIDATE",8609450,"K01278.02",149.2,83.91,698.2,588,3.002,0.0002864,0.016579,664481483.686914
"CANDIDATE",8609450,"K01278.03",100.3,107.8,955,718,2.762,-4.829e-05,-0.50622,270550519.176811
"CANDIDATE",8609450,"K01278.04",136.7,124.5,1342,818,1.869,-0.0002054,-1.4833,251414286.650609
"FALSE POSITIVE",8609450,"K01278.05",11.39,6.618,84.57,292,-1.055,0.0001979,-0.23358,152121298.493683
"CANDIDATE",8628758,"K01279.01",261.2,136.9,1053,780,6.347,6.08e-05,-0.043054,1239264206.2807
"CANDIDATE",8628758,"K01279.02",156.7,167.8,1399,890,4.375,1.606e-05,0.70505,536033695.205988
"FALSE POSITIVE",8509361,"K01280.01",306.6,385.4,1738,1370,278.8,0.02731,0,1283584040.4896
"CANDIDATE",8742590,"K01281.01",56.81,29.83,149.3,462,3.278,0.0001772,0.048951,868711495.794394
"CANDIDATE",8822366,"K01282.01",214.1,125.2,959,743,0.6936,-4.725e-05,-0.1392,876280527.416672
"CANDIDATE",8700771,"K01283.01",232,162.6,1649,1090,1.697,1.585e-06,0.061094,894577083.971023
"FALSE POSITIVE",10960993,"K01284.01",606500,878000,1258000,2320,669,0,-0.99378,96785715693.7343
"FALSE POSITIVE",10879208,"K01286.01",1188,6584,10010,1450,149.7,-0.1007,5.638,6912662857.85083
"FALSE POSITIVE",10843203,"K01287.01",3133,5153,17160,951,19.54,0.001276,0.2141,4034302673.35389
"CANDIDATE",10790387,"K01288.01",3299,1650,2301,418,16.97,0.0007234,0.010385,4384855677.78129
"FALSE POSITIVE",10748393,"K01289.01",1543,4018,5157,918,111.4,-0.001687,1.9009,7795411605.93792
"FALSE POSITIVE",10748393,"K01289.02",6.763,3.691,23.28,214,0.5007,-0.0001851,0,335602853.553752
"FALSE POSITIVE",10874226,"K01290.01",2413,734.8,1527,820,25.27,-0.0008149,0.11931,7053416998.51172
"FALSE POSITIVE",10661771,"K01291.01",1131,2286,8800,1710,82.4,-1.903e-05,3.6094,1076448844.8266
"FALSE POSITIVE",10924853,"K01292.01",1322,1415,4852,1440,39.37,-0.001852,0.98556,8110857448.69944
"FALSE POSITIVE",10874926,"K01293.01",1510,281.6,1039,812,16.37,-0.001069,0.17932,7274825831.72574
"FALSE POSITIVE",10549562,"K01294.01",425.2,1256,2768,1100,169.4,-0.06206,10.949,1184831081.08108
"FALSE POSITIVE",10666230,"K01295.01",1140,1053,3763,1510,19.88,0.0001144,1.6236,5664355510.43481
"CANDIDATE",10971674,"K01296.01",2534000,622600,1697000,1480,679,0.005844,-0.23893,204223442309.292
"FALSE POSITIVE",10676923,"K01297.01",1042,1382,5987,2020,28.15,-0.008138,10.703,1428523214.60783
"CANDIDATE",10604335,"K01298.01",238.8,156,748.6,488,7.734,0.0003943,-0.2286,1713682402.95413
"CANDIDATE",10604335,"K01298.02",21.92,12.34,116.9,240,3.498,0.0007563,-0.14513,197248178.173433
"CANDIDATE",10864656,"K01299.01",337,42.03,905.5,813,13.49,-0.0001171,-0.22318,1022367144.32659
"CANDIDATE",10975146,"K01300.01",2111,2849,12800,1320,11.43,5.939e-06,-0.099222,7466907962.77146
"CANDIDATE",10538176,"K01301.01",152.9,109.4,617.1,687,4.569,-0.0002192,0.20701,802941647.833012
"CANDIDATE",10538176,"K01301.02",86.41,27.32,343,479,2.808,0.0006757,-0.13899,526624236.066868
"CANDIDATE",10724369,"K01302.01",155.7,89.12,559.3,478,2.168,0.0003502,0.085999,788179996.917861
"CANDIDATE",10867062,"K01303.01",194.8,178.9,1241,585,4.6,-0.0002446,-0.18136,431542403.121896
"CANDIDATE",10744335,"K01304.01",249.8,285.2,1750,1110,2.355,1.993e-05,-0.38626,755590847.814445
"CANDIDATE",10730034,"K01305.01",541.9,579.3,2400,1130,6.651,-0.0002301,-0.12925,1779949682.06898
"CANDIDATE",10730034,"K01305.02",197.1,196.2,1246,851,0.6249,-0.0001112,-0.13705,540476814.25203
"CANDIDATE",10858691,"K01306.01",756.9,852.1,3939,1370,0.6088,-0.0001203,0.5449,1464135549.55181
"CANDIDATE",10858691,"K01306.02",339.2,389.2,2328,1100,0.4313,-0.0002489,0.5618,893967918.722575
"CANDIDATE",10858691,"K01306.03",182.8,237.3,1246,919,0.1731,-0.0002205,-0.19315,633627309.025492
"CANDIDATE",10858691,"K01306.04",39.54,32.68,234.7,540,3.519,0.0008588,-0.90919,289342859.567407
"CANDIDATE",10973814,"K01307.01",98.11,103.6,346.7,513,3.553,-5.839e-05,0.29603,889605965.952327
"CANDIDATE",10973814,"K01307.02",118,88.17,446.8,668,3.939,0.0003794,-0.096936,1148056697.391
"CANDIDATE",10586208,"K01308.01",183.7,106,785,730,1.232,-0.0002086,0.1501,877565245.988368
"CANDIDATE",10854768,"K01309.01",242.2,167.6,1567,1160,7.917,0.0001366,-0.065627,1168465792.8054
"CANDIDATE",10964440,"K01310.01",125.8,75.51,490,817,3.48,6.711e-05,-0.12431,801125832.136797
"CANDIDATE",10964440,"K01310.02",9.063,0.8772,102.9,416,2.89,0.0006186,-0.3341,117899402.600895
"CANDIDATE",10713616,"K01311.01",205,53.19,334.4,656,4.631,4.664e-05,0.20792,951289353.869999
"CANDIDATE",10963242,"K01312.01",218.6,202.5,1528,1160,0.134,2.555e-05,0.10134,932537406.412745
"FALSE POSITIVE",10785538,"K01313.01",2020,2194,8387,2310,22.97,0,-0.56857,5287477627.4669
"CANDIDATE",10585852,"K01314.01",169.2,164.9,2229,1370,0.5835,9.71e-05,0.63613,471375247.692048
"CANDIDATE",10928043,"K01315.01",266.8,243.2,1513,1130,1.031,-0.000328,12.53,1394916872.1661
"CANDIDATE",10794087,"K01316.01",205.9,179.2,2143,1140,0.6685,7.905e-06,0.080718,555315029.202463
"FALSE POSITIVE",4275739,"K01317.01",217200,71540,137200,1310,145.7,0.0636,-0.24107,77902663319.9316
"FALSE POSITIVE",4070376,"K01318.01",50170,14390,39820,1610,100.7,0.003426,-0.047836,69723262009.3041
"FALSE POSITIVE",4078157,"K01319.01",6764,25580,41810,657,26.42,0.01575,-2.4748,6201934615.16114
"CANDIDATE",4164994,"K01320.01",9162,2067,5060,669,37.47,0.01231,-0.28333,8437424818.36116
"FALSE POSITIVE",4480676,"K01321.01",20370,20590,35460,1860,20.51,-0.0008081,-0.024981,41448433635.2662
"FALSE POSITIVE",4079535,"K01322.01",30880,183000,188300,741,471.9,0.2002,-5.0324,5248992420.43596
"CANDIDATE",4076098,"K01323.01",5027,1616,3317,1120,24.77,-0.002489,0.13308,12380517718.7294
"FALSE POSITIVE",4551328,"K01324.01",1307,1361,7638,1610,19.95,-4.069e-05,0.32898,4700045373.70125
"CANDIDATE",4282872,"K01325.01",1624,160.1,1112,786,12.19,-0.0007899,0.041713,4739379220.60873
"FALSE POSITIVE",4639868,"K01326.01",101300,9502,123400,464,82.31,0.0008878,-0.033682,51010879683.5001
"FALSE POSITIVE",4372768,"K01327.01",76.29,321.3,819.4,640,60.37,0.08437,-8.3346,340708265.503109
"CANDIDATE",4074736,"K01328.01",178.3,109.2,183.5,364,9.256,0.0009674,-0.10107,1759408033.82664
"CANDIDATE",4072526,"K01329.01",110.4,64.95,439.6,485,3.546,-6.743e-05,-0.16561,868048950.381342
"FALSE POSITIVE",4150539,"K01330.01",262.1,272.2,1399,633,48.19,0.001492,-1.9802,1138716365.711
"FALSE POSITIVE",4150539,"K01330.02",269.7,334.8,1377,633,43.92,0.0008058,-1.9734,945299053.149174
"CANDIDATE",4274548,"K01331.01",170.2,147.8,637.4,697,1.835,0.0002762,-1.7736,1213625397.95535
"CANDIDATE",4455231,"K01332.01",141.6,90.02,609.7,816,0.6679,0.0004416,-0.027433,704430939.099695
"CANDIDATE",4455231,"K01332.02",44.82,38.46,297.1,570,-1.479,0.0004556,-0.56114,276580811.028217
"CANDIDATE",4455231,"K01332.03",194.9,211.9,1434,1200,3.733,0.0003033,-0.27731,485390650.332561
"FALSE POSITIVE",4285107,"K01333.01",648.6,778.6,3728,1170,162.5,0.02483,-8.1901,1904509592.48427
"FALSE POSITIVE",4150624,"K01334.01",229.4,213.6,1367,772,34,0.0006914,-3.0365,834223635.832297
"FALSE POSITIVE",4150624,"K01334.02",240,265.8,1227,772,41.12,0.0007746,-2.9406,907768821.180299
"CANDIDATE",4155328,"K01335.01",148.4,7.114,218.1,554,9.129,0.0002274,-0.083343,1347442603.33595
"CANDIDATE",4077526,"K01336.01",147.2,142.4,933.5,920,2.627,-0.0001193,0.032036,717104090.902452
"CANDIDATE",4077526,"K01336.02",96.18,73.25,616.7,799,2.768,-0.0001683,0.42113,481557401.166737
"CANDIDATE",4077526,"K01336.03",40.68,20.18,268.3,583,1.3,-0.0002863,0.13173,416095904.922195
"CANDIDATE",4077526,"K01336.04",210.9,220,1215,1210,4.084,0.0004477,-1.1601,607605682.605682
"CANDIDATE",4243911,"K01337.01",745.1,741,3520,1220,2.554,0.0001046,0.049585,2464510118.66937
"CANDIDATE",4466677,"K01338.01",465,494.7,2944,1240,3.395,-6.466e-05,-0.10663,1561467224.68866
"CANDIDATE",4466677,"K01338.02",39.18,30.23,421.2,527,5.175,-0.0001859,-0.30524,246566110.655804
"CANDIDATE",4466677,"K01338.03",54.09,60.64,486.1,664,1.725,-0.0003875,-0.63797,213642850.926812
"CANDIDATE",4135665,"K01339.01",355.4,340,2170,1280,5.895,-4.434e-05,-0.0056389,1229581436.34897
"FALSE POSITIVE",4386059,"K01340.01",377.4,529.1,2443,1650,68,0.001245,-1.9246,865602544.303173
"CANDIDATE",4650674,"K01341.01",343,317.6,1998,1230,5.114,-6.252e-05,0.022278,1206747051.91288
"CANDIDATE",4275721,"K01342.01",328.2,362.6,2074,1270,1.796,-2.587e-05,-0.57447,1314653071.93463
"CANDIDATE",4275721,"K01342.02",158.3,142.3,754.6,982,2.369,0.0001683,-0.15379,1113395375.83789
"FALSE POSITIVE",4570931,"K01343.01",718,893.7,3367,1820,98.05,-0.00336,0,2379769290.42265
"CANDIDATE",4136466,"K01344.01",338,275,2000,1300,-1.301,0.0001124,0.15247,1209797756.79565
"FALSE POSITIVE",7199774,"K01346.01",1603000,253300,846500,1050,363.2,-0.0006526,0.00027087,43065040407.9563
"FALSE POSITIVE",7037540,"K01347.01",434800,77360,140600,888,194,-0.001185,0.001622,38783621961.6616
"FALSE POSITIVE",6866228,"K01348.01",42910,18540,33900,825,89.03,9.808e-05,-0.010555,27689807206.6565
"FALSE POSITIVE",6847018,"K01349.01",189900,43890,126500,834,134.1,0.0006076,-0.0020753,65761446067.1388
"FALSE POSITIVE",7220322,"K01350.01",7163,233600,463700,2230,626.4,-0.02177,4.1973,16515924166.79
"FALSE POSITIVE",6964043,"K01351.01",37220,156100,293600,279,14.84,-0.002912,0.099606,617011758.851809
"FALSE POSITIVE",6956233,"K01352.01",675.9,4594,7135,803,336.6,0.05521,0,1069815884.08323
"CANDIDATE",7303287,"K01353.01",1847,423.8,1862,394,34.76,0.0003378,-0.0089893,6797057553.23979
"CANDIDATE",7303287,"K01353.02",63.23,40.37,297.5,607,3.577,7.646e-05,0.196,814833131.420416
"CANDIDATE",7303287,"K01353.03",6.108,0.4905,24.29,286,0.6352,-0.0004118,-0.29412,256961015.799653
"FALSE POSITIVE",6891543,"K01354.01",859.4,923.8,4236,1500,156.9,0.002236,-8.4032,1622176849.17205
"CANDIDATE",7211141,"K01355.01",557.3,32.32,324.3,574,9.188,-0.0005992,-0.054301,1576555054.65007
"CANDIDATE",6719086,"K01357.01",596.4,479.6,2500,1120,8.632,-0.0007596,0.17381,2860890277.98171
"CANDIDATE",7376983,"K01358.01",464.9,231.4,991.3,744,8.08,-0.001037,6.0082,2496626208.28524
"CANDIDATE",7376983,"K01358.02",175.7,112.3,638.9,643,2.318,-0.0004986,6.264,909686145.181013
"CANDIDATE",7376983,"K01358.03",289.4,325.1,1490,861,1.811,-0.0002286,6.1776,1177432350.76882
"CANDIDATE",7376983,"K01358.04",415.8,464.4,1558,997,-2.228,-0.0002021,6.0705,1444125484.56737
"CANDIDATE",6946199,"K01359.01",468,37.3,185.4,377,8.74,-0.0002394,-0.072495,1365109903.85845
"CANDIDATE",6946199,"K01359.02",245,119.5,530.9,532,7.96,-0.0002257,-0.022637,848015696.190289
"CANDIDATE",7102227,"K01360.01",132.7,67.95,435.5,437,4.637,-0.0003826,-0.32385,881368832.213223
"CANDIDATE",7102227,"K01360.02",152,94.76,569.1,595,2.396,-0.0002031,0.07993,1030413303.61677
"CANDIDATE",7102227,"K01360.03",1660,1904,7107,1590,0.6595,7.379e-05,0.41919,1253187883.49039
"CANDIDATE",6960913,"K01361.01",170.7,206.3,446.5,273,1.525,-0.0005357,-0.057179,1182205613.95736
"CANDIDATE",6837146,"K01362.01",129.4,96.44,516.7,540,6.926,0.0005937,-1.9319,731047544.17624
"CANDIDATE",6936909,"K01363.01",414.1,426.6,1881,1210,1.594,-0.0001894,0.051755,1487725358.30076
"CANDIDATE",6936909,"K01363.02",226.7,280.5,933.9,1030,1.924,-0.0007892,-0.050479,826647675.424862
"CANDIDATE",6962977,"K01364.01",222.9,199.7,1287,809,3.543,-1.514e-05,0.34458,1039285910.83622
"CANDIDATE",6962977,"K01364.02",134.2,130.3,705,678,1.338,0.000745,0.32414,512639645.847689
"CANDIDATE",6962977,"K01364.03",87.9,66.76,456.6,564,2.585,0.0009096,0.36951,460804114.423005
"CANDIDATE",6962977,"K01364.04",299.4,278.2,1967,1000,1.24,-7.291e-05,0.23375,564061383.495201
"CANDIDATE",6962977,"K01364.05",379.9,363.4,1814,1130,4.056,0.0004284,0.17281,922546484.885836
"FALSE POSITIVE",7174351,"K01365.01",904.8,1172,4134,1460,28.32,-0.004404,7.1776,1539938527.16096
"CANDIDATE",6932987,"K01366.01",205.9,132.5,840.3,658,8.672,0.0004362,-0.079008,1165054717.67955
"CANDIDATE",6932987,"K01366.02",66.55,47.94,234.8,466,4.527,-0.0006006,0.20074,674312506.180028
"CANDIDATE",6934291,"K01367.01",2456,2668,10670,1850,9.184,2.568e-05,0.055654,6869941905.36955
"FALSE POSITIVE",7357531,"K01368.01",683.3,1115,1313,301,14.99,-0.008246,1.0601,2535438470.38825
"CANDIDATE",7287415,"K01369.01",514.2,473.3,3126,1450,2.629,2.314e-05,0.042688,1321297093.64909
"CANDIDATE",6924203,"K01370.01",247.2,207.1,1311,857,2.157,-4.481e-05,-0.1591,1028802635.10795
"FALSE POSITIVE",6878167,"K01371.01",826.8,1988,8638,1440,113.7,0.0005872,-2.7882,2022482369.99934
"FALSE POSITIVE",6863839,"K01373.01",765,1144,4947,1480,110.3,-0.01343,10.754,1992161063.3688
"FALSE POSITIVE",7296086,"K01374.01",1548,2096,7277,2020,28.07,-0.002696,6.3412,3796627364.61826
"CANDIDATE",6766634,"K01375.01",544.4,3.162,137.1,310,4.986,-0.0004361,0.028591,2062296293.80733
"FALSE POSITIVE",6774826,"K01376.01",252.8,388.7,1673,1620,34.7,0.0005866,-0.93378,670648720.561439
"CANDIDATE",7211469,"K01377.01",145.1,155.6,1308,908,2.722,-0.000189,-0.27978,539037318.086405
"FALSE POSITIVE",7375795,"K01378.01",187.4,133.7,1010,670,1.762,-2.353e-05,4.9626,829328522.831305
"FALSE POSITIVE",7375795,"K01378.02",1842,2180,9678,2030,151,-0.0002217,4.9253,1185644532.66492
"CANDIDATE",7211221,"K01379.01",311.8,224.3,1367,992,5.217,3.655e-05,0.033415,1646194595.31952
"FALSE POSITIVE",7025526,"K01380.01",638.3,894.4,3684,997,169,0,-12.244,1994256795.17798
"FALSE POSITIVE",9451127,"K01381.01",383100,68650,167700,1130,335.5,-3.752e-05,0.0022846,72616135472.898
"FALSE POSITIVE",9446824,"K01382.01",216500,29800,69390,1250,235.4,-2.01e-05,0.0034774,71859019953.9277
"FALSE POSITIVE",8953257,"K01383.01",605400,110400,320000,1360,363,-0.0008968,0.011326,136876937487.455
"FALSE POSITIVE",8971432,"K01384.01",150400,182500,1907000,1300,17.36,-0.0005462,-0.013114,111454332488.9
"FALSE POSITIVE",9278553,"K01385.01",133600,68980,90920,686,163.3,0.003463,0.2665,26579899287.4768
"FALSE POSITIVE",9143254,"K01386.01",254100,89450,147900,1750,28.1,-0.001312,0.05287,111284071386.155
"FALSE POSITIVE",8949247,"K01387.01",597100,224600,343800,637,240.8,0.0007032,-0.010492,55456814665.0553
"FALSE POSITIVE",9346253,"K01388.01",87810,30340,40030,570,128.7,-0.000644,0.0027573,14707084019.7694
"FALSE POSITIVE",9002237,"K01389.01",143200,24690,64690,1140,184.1,-0.0001927,0.0096469,76333283583.9459
"FALSE POSITIVE",9288786,"K01390.01",21450,7867,25080,1020,55.35,-3.901e-05,-0.042025,45678449555.8624
"FALSE POSITIVE",8958035,"K01391.01",17170,4467,18090,966,49.6,-0.001046,0.0095035,31438787101.1035
"FALSE POSITIVE",9040849,"K01392.01",985.6,1209,3177,1070,50.99,-0.001816,0.79366,3372054052.42063
"CANDIDATE",9202151,"K01393.01",1045,855.3,3186,797,8.506,-0.001696,3.7795,6643124457.10853
"FALSE POSITIVE",8937021,"K01394.01",526.3,3895,5902,774,72.27,-0.02146,5.0829,2098641636.53305
"CANDIDATE",8935810,"K01395.01",296.7,361.7,1517,875,4.518,-0.0007747,-0.17369,2287970996.9338
"CANDIDATE",9455556,"K01396.01",291.7,192.5,1331,895,2.339,0.0002506,-0.12602,1477144593.46438
"CANDIDATE",9455556,"K01396.02",350.1,332,2106,1090,2.856,-0.0001444,-0.57651,1001121432.82413
"CANDIDATE",9427402,"K01397.01",322.4,278.8,832.4,512,8.354,-0.00105,0.5631,2605558238.38761
"CANDIDATE",9269281,"K01398.01",299.8,194.7,1351,955,1.653,0.00051,-1.5065,1410788787.10908
"CANDIDATE",9100484,"K01399.01",177.3,107.7,934.6,682,2.417,-0.001036,7.4895,787306097.447558
"FALSE POSITIVE",9157908,"K01400.01",541.9,4826,5953,963,76.52,-0.004698,4.4598,1032767092.39908
"CANDIDATE",9034103,"K01402.01",235.4,228,1960,966,0.8159,0.0001364,-0.089429,776206375.403917
"CANDIDATE",9214942,"K01403.01",134.4,104.1,574.3,382,4.525,0.001566,-0.13714,1095621477.12109
"CANDIDATE",8874090,"K01404.01",141.7,83.64,684.8,378,1.533,-0.0002212,0.17547,790065330.029286
"CANDIDATE",8874090,"K01404.02",75.35,84.1,459.9,337,-0.2404,0.0002195,-0.86712,246259419.161725
"CANDIDATE",9264949,"K01405.01",152.8,142.3,1145,921,3.686,0.0001638,0.20328,524910571.67843
"CANDIDATE",9271752,"K01406.01",332.9,179.8,1264,870,4.113,0.0001086,0.06578,1461657080.9369
"CANDIDATE",9150827,"K01408.01",151.8,94.76,668.8,420,3.443,-9.944e-05,0.16446,1021078900.30362
"CANDIDATE",9391208,"K01409.01",142.5,105.5,415.9,702,2.036,-0.00016,-0.10917,1097306091.79938
"CANDIDATE",9391506,"K01410.01",205.1,150.3,843,777,6.161,0.000908,-0.17113,963470104.589784
"CANDIDATE",9425139,"K01411.01",1768,5.439,456.2,284,15.36,-0.0004089,-0.020624,2576057885.31011
"CANDIDATE",8950853,"K01412.01",159.7,109.2,721.6,626,-0.1634,-0.0001782,0.39852,687932590.188925
"CANDIDATE",9006449,"K01413.01",152.6,104.3,2066,741,1.997,0.0001717,0.22194,391144881.515908
"CANDIDATE",9006449,"K01413.02",82.08,68.1,1098,621,4.412,-0.0001315,0.25021,325303775.160004
"CANDIDATE",9006449,"K01413.03",45.88,28.94,426.4,534,1.33,-8.071e-05,0.10689,305092391.797393
"FALSE POSITIVE",8916492,"K01414.01",420.5,493.3,2854,2500,0,-0.0002587,6.1812,1005846683.32855
"CANDIDATE",11517719,"K01416.01",118500,34980,156200,1410,316,0.001166,-0.016789,120591124777.726
"FALSE POSITIVE",11599264,"K01417.01",2917,803.6,2448,817,23.26,-0.005211,0.14426,8014998514.51369
"FALSE POSITIVE",11100657,"K01418.01",1890,602.3,2245,785,17.99,-0.01464,0.3602,8645813156.58798
"FALSE POSITIVE",11125936,"K01419.01",1456,2210,6473,1730,15.3,-0.001059,0.61342,11132943940.0673
"CANDIDATE",11026304,"K01420.01",791.6,189.9,1020,586,14.67,-0.002646,1.8472,2357986034.40493
"CANDIDATE",11497958,"K01422.01",289.1,237.1,1024,446,9.548,0.0001286,0.15825,2535031360.42494
"CANDIDATE",11497958,"K01422.02",111.4,98.24,311.3,297,4.61,0.0005738,0.18087,1086837375.26673
"CANDIDATE",11497958,"K01422.03",106.8,120.9,569.8,363,8.656,-0.0007481,-0.228,709403833.428211
"CANDIDATE",11497958,"K01422.04",35.34,36.65,162.3,248,1.631,-0.0001048,-0.82645,406800865.643052
"CANDIDATE",11497958,"K01422.05",20.86,28.07,136.4,202,5.355,-0.0005012,0.26501,334327919.172991
"CANDIDATE",11177707,"K01423.01",140.4,10.15,61.6,416,3.179,-0.0001142,0.035166,963958268.708992
"CANDIDATE",11611600,"K01424.01",1363,1407,5027,1250,10.43,-8.188e-05,-0.083611,5644024388.00096
"CANDIDATE",11254382,"K01425.01",787.7,684.7,4143,1520,3.113,0.0002722,-1.0928,3233742113.0972
"CANDIDATE",11122894,"K01426.01",1468,149.4,3917,409,9.723,0.0004408,-0.03168,3338155810.4277
"CANDIDATE",11122894,"K01426.02",678.3,91.6,601.9,325,11.38,-0.0002943,0.049093,2395998633.67979
"CANDIDATE",11122894,"K01426.03",291.3,171.4,920.7,509,8.096,4.091e-05,0.021468,852932490.697537
"CANDIDATE",11129738,"K01427.01",464.8,439.8,2161,713,5.156,0.0001213,-0.16348,2276155244.02908
"CANDIDATE",11129738,"K01427.02",208.7,226.7,960.8,579,0.969,-0.0006159,1.0524,573300452.807805
"CANDIDATE",11401182,"K01428.01",1621,1880,6586,1360,12.02,0.0001188,-0.025994,6870027564.39855
"CANDIDATE",11030711,"K01429.01",178.3,6.248,144.2,298,7.255,-0.0005006,0.13915,637950836.711361
"CANDIDATE",11176127,"K01430.01",229.5,187.8,881.9,541,4.499,-4.565e-05,-0.085121,1670950176.96706
"CANDIDATE",11176127,"K01430.02",60.61,31.08,148.4,277,-0.3085,0.000718,0.081351,632135932.579583
"CANDIDATE",11176127,"K01430.03",83.11,76.13,315.4,416,4.492,-4.143e-05,0.013343,844111458.003823
"CANDIDATE",11075279,"K01431.01",2570,7.516,387.8,241,16.33,6.251e-05,-0.01265,3028398599.25078
"CANDIDATE",11014932,"K01432.01",272.1,229.9,1598,946,5.006,-0.0001757,-0.18531,927299305.36407
"CANDIDATE",11014932,"K01432.02",99.61,97.76,798.8,729,3.286,0.0003431,-0.64412,352780232.650041
"CANDIDATE",11014932,"K01432.03",416.3,419.5,2887,1260,3.226,8.669e-05,-0.00056242,846185397.867104
"CANDIDATE",11014932,"K01432.04",35.07,24.44,376.4,534,2.303,-0.000317,0.14815,234428295.869063
"CANDIDATE",11288505,"K01433.01",90.18,78.43,466,624,4.583,-0.0006531,0.27169,639245186.724369
"CANDIDATE",11493431,"K01434.01",472.8,477.6,2406,1050,6.518,0.0005602,-0.017651,1509682378.62436
"CANDIDATE",11037335,"K01435.01",232,107.5,750.9,516,5.125,-0.0001196,0.15458,736501365.01365
"CANDIDATE",11037335,"K01435.02",198,142.9,777,812,3.167,-0.0002048,0.0044817,1117836425.06534
"CANDIDATE",11389771,"K01436.01",462.1,452.3,2561,1280,1.054,9.709e-05,-0.26576,1867891653.35159
"CANDIDATE",11389771,"K01436.02",110.9,100.6,571.3,725,-2.398,-0.0003092,-0.78289,790226222.205055
"CANDIDATE",11389771,"K01436.03",182.8,203.7,1004,989,4.609,-9.139e-05,0.093949,948216127.275466
"CANDIDATE",11599038,"K01437.01",160.6,128.3,1102,984,0.5959,0.0002584,0.074868,461372934.837559
"FALSE POSITIVE",11599038,"K01437.02",112,116.9,786.5,897,7.259,-0.000561,0.51882,319553946.702176
"FALSE POSITIVE",11599038,"K01437.03",52.48,45.8,538.9,727,3.234,0.000201,1.4043,200985697.561135
"CANDIDATE",11193263,"K01438.01",287,185.2,2469,1090,5.13,6.053e-05,-0.39891,918906880.469528
