"koi_disposition","kepid","kepoi_name","tce_period","tce_time0bk","tce_depth","tce_ldm_coeff1","tce_ldm_coeff2","tce_ldm_coeff3","tce_num_transits","tce_model_snr","tce_robstat","tce_dof1","tce_chisq1","tce_chisqgofdof","tce_sma","tce_smet","tce_steff_prov","tce_smet_prov","tcet_period","tcet_time0bk","tcet_time0","tcet_duration","tcet_model_dof","wst_robstat","tce_maxmes","tce_max_mult_ev","tce_ptemp_stat","boot_fap","boot_messtd","tce_rb_tpdur","tce_rb_tcount0","tce_rb_tcount2","tce_fwm_sdec","tce_fwm_prao","tce_dicco_mdec","tce_dikco_mra","tce_dikco_msky","tce_time0bk_sn","tce_time0_sn","tce_prad_sn","tce_sma_sn","tce_sradius_sn","tce_ptemp_sn","tce_fwm_sra_sn","tce_dicco_mra_sn","tce_dikco_mdec_sn","tce_dikco_msky_sn"
"CANDIDATE",12154526,"K02004.03",1.72104,132.789,26.85,0.6269,-0.2679728,0.822533,692,8.427,8.36,5976,4378,4301,0.02876,0.34,23,22,1.72109,132.766,2454970,2.561,27700,2.943,2.388,8.165,4.043,1.2214e-16,1.0336,6,656,0,50.788994,-1.447e-05,0.078354,-1.6356,1.6396,30872.3318678611,570759991.909291,2.52783882783883,7.36491677336748,6.46153846153846,5.02426778242678,441355.527522936,-2.34904270986745,0.147120822622108,2.14046997389034
"CANDIDATE",6665512,"K02005.01",6.92099,135.646,535,0.5695736,-0.3108524,0.927204,193,34.57,31.15,1701,1107,1807,0.05901,-0.6,5,5,6.92098,135.647,2454970,3.874,13920,1.874,2.072,31.73,4.533,2.3817e-212,1.0248,6,184,0,42.165517,-0.0005097,0.0098293,0.14862,0.17285,65737.7970767262,1189746248.98228,4.79094624331971,13.6344731977819,10.8333333333333,6.39871373018247,2346220.59925094,1.27833333333333,-0.648830882352941,1.26167883211679
"CANDIDATE",10525027,"K02006.01",3.27347,134.445,250.2,0.5198088,0.5514304,-0.3193762,408,36.94,34.94,3582,2154,1451,0.03486,0,41,40,3.27345,134.45,2454970,1.599,9735,3.156,2.787,31.89,4.991,7.1029e-213,1.0267,3,390,0,47.772876,0.0001324,0.057323,0.12329,0.15182,157431.585849951,2874705792.80788,4.15024741340531,15.5625,11.8095238095238,7.25805055713822,2059832.15053763,-0.352037313432836,0.582914473684211,0.93716049382716
"CANDIDATE",11069176,"K02007.01",15.3789,143.409,181.3,0.523372,0.1054096,0.3357938,90,19.69,17.13,792,461.4,836,0.1312,0.18,26,25,15.3786,143.421,2454980,5.134,6460,2.975,2.787,18.76,7.751,1.0113e-75,1.0288,12,86,0,48.626479,0.0002001,-0.62897,0.23438,0.58901,32041.1906778052,548504503.135773,2.81503316138541,3.07188012175135,2.83289473684211,12.2377112949996,1496954.76190476,1.06253333333333,-1.64246200607903,1.87582802547771
"CANDIDATE",11069176,"K02007.02",21.1286,149.276,193.2,0.523372,0.1054096,0.3357938,58,17.06,14.81,513,353.3,450,0.1622,0.18,26,25,21.1282,149.288,2454980,3.868,3241,2.564,2.668,15.73,5.287,1.1318e-48,1.0981,6,56,0,48.626426,-0.0001451,0.50147,0.31947,0.68939,42152.8817101065,693242594.527434,2.43836565096953,3.07255161962493,2.83289473684211,7.35632983950213,1209082.17948718,0.850410628019324,2.71511111111111,2.20958333333333
"FALSE POSITIVE",8098728,"K02008.01",24.4852,137.62,252.9,0.1956064,1.245394,-1.2308296,55,22.08,20.87,486,331.4,401,0.1856,-0.58,5,5,24.4854,137.615,2454970,4.74,3006,16.22,16.38,19.49,3.24,1.0562e-48,1.3484,12,53,0,43.993476,-0.0001806,-5.3534,0.6905,5.0922,34227.3600015917,610573622.897164,1.64695910150456,2.71265711780181,2.53813559322034,4.28861481379689,3324534.64163823,5.32413793103448,-43.1213675213675,45.4660714285714
"CANDIDATE",2449431,"K02009.01",86.7494,170.291,521.2,0.5490384,-0.1108446,0.6851016,14,30.4,28.5,126,89.94,258,0.3704,0,31,30,86.7503,170.283,2455000,8.848,2168,2.754,2.981,29.14,6.034,6.9117e-161,1.0923,24,14,0,37.797234,-0.0001729,-0.61984,0.25791,0.93416,32176.8212608765,463877105.633603,3.78547378547379,8.41435711040436,7.34848484848485,6.94531889727959,1894978.25242718,1.52392070484581,-2.45314207650273,2.61669467787115
"CANDIDATE",5631630,"K02010.01",25.9619,138.97,375.9,0.3953296,0.6640776,-0.4903032,43,31.13,23.04,369,196.2,511,0.189,0.06,26,25,25.9621,138.963,2454970,6.489,3928,2.846,3.218,26.85,8.141,1.5955e-154,1.0176,12,40,0,40.899099,-0.0001365,-0.50781,-1.0313,1.3784,61247.2454825914,1081961216.39489,4.2251111871365,5.00132310134956,4.47927461139896,10.8453008870774,2558802.73081925,1.11802707930368,1.0241209406495,1.48374596340151
"CANDIDATE",5384079,"K02011.01",7.05677,132.533,123.3,0.4189664,0.5937392,-0.40624,181,25.93,24,1611,1100,825,0.07773,0.1,23,22,7.05674,132.536,2454970,2.011,5820,2.351,2.932,23.8,4.347,1.5339e-119,1.0242,3,155,0,40.548662,-3.925e-05,-0.2727,0.39184,0.41323,87033.0117744403,1612152693.41144,3.42642924086223,6.3556827473426,5.25093632958801,6.75716771463598,1665294.78991597,2.07010526315789,-0.593800904977376,2.04569306930693
"CANDIDATE",5384079,"K02011.02",17.2655,135.353,81.14,0.4189664,0.5937392,-0.40624,77,13.39,11.06,639,404.4,741,0.1411,0.1,23,22,17.2652,135.363,2454970,5.582,5913,1.958,2.4,12.77,4.725,4.4719e-36,1.0331,12,73,0,40.548391,-3.644e-05,0.46207,0.39016,0.73806,25182.9842337733,456757299.833668,3.43329397874852,6.35585585585586,5.25093632958801,6.07767457963902,1065430.69892473,0.865486935866983,1.91593272171254,2.07320224719101
"CANDIDATE",9839821,"K02012.01",34.8537,164.046,763.6,0.4128692,0.3781968,0.0487808,35,27.72,23.74,315,176.2,368,0.2045,-0.22,5,5,34.8534,164.054,2455000,5.918,2905,-0.4515,2.988,26.36,0,3.5778e-134,1.0803,12,34,0,46.602169,-0.0002611,0.34337,0.31871,0.35565,56111.534870039,839726772.404971,3.57800765197676,4.93127562093079,4.26130653266332,0,2229844.39411099,1.36142857142857,0.773676470588235,2.03228571428571
"CANDIDATE",9839821,"K02012.02",180.926,234.316,713.9,0.4128692,0.3781968,0.0487808,8,12.45,10.44,72,43.33,144,0.6132,-0.22,5,5,180.926,234.356,2455070,9.194,1087,0.2673,4.87,12.03,1.01,5.2451e-22,1.4321,12,8,0,46.602003,0.0003443,0.69301,0.87044,1.0248,29506.408989081,309156436.251997,2.4845241842409,4.93322606596943,4.26130653266332,1.1403710243536,1151432.98245614,2.23417867435159,1.09270707070707,1.83327370304114
"CANDIDATE",4056616,"K02013.01",2.41435,132.428,189,0.7301558,-0.8401236,1.5006126,553,39.04,34.39,4950,3028,2009,0.03151,0.18,26,25,2.41435,132.428,2454970,1.358,13260,3.291,2.851,33.05,3.956,1.0029e-220,1.04,3,405,3,39.127391,-3.984e-05,-0.10313,-0.25048,0.41385,253027.471750603,4690660980.48432,3.7712895377129,21.6861665519615,20.6857142857143,6.78722774621212,2728639.46629213,-1.76316901408451,-2.00884146341463,2.44881656804734
"CANDIDATE",6707908,"K02014.01",2.46605,132.327,606.7,0.5067618,0.058033,0.4587862,523,38.63,36.21,4608,2994,2371,0.03529,-0.04,5,5,2.46607,132.32,2454970,1.963,16870,1.348,1.873,34.03,2.183,6.7308e-250,1.0124,3,509,0,42.113326,0.0003307,0.34955,-0.084639,0.27482,182370.079217636,3383384142.1397,3.36679813553245,4.0868558193399,3.41312741312741,5.47491062146606,2124507.42734123,0.494985673352436,1.51132947976879,1.5704
"FALSE POSITIVE",11298815,"K02015.01",5.73863,136.921,516.4,0.565776,0.5293032,-0.3840824,229,30.8,33.26,2025,1359,1697,0.05106,-0.1,53,52,5.73872,136.91,2454970,4.108,12790,4.244,4.048,37.03,11.98,4.2594e-282,1.0343,6,219,0,49.046404,0.06762,0,0,0,45372.1837275038,813515456.982566,13.6155202821869,20.9005321326238,16.4193548387097,16.308330011957,2137635.04928806,0,0,0
"CANDIDATE",8492026,"K02016.01",4.30655,132.442,258,0.4533772,0.3710704,-0.0325192,163,35.03,32.99,1467,930.7,1240,0.05399,0.07,8,5,4.30656,132.441,2454970,4.093,9129,2.868,2.085,31.38,5.88,7.32e-210,1.0158,6,149,0,44.556282,-0.0001527,0.013209,0.15615,0.22771,74441.1657252059,1379855548.99812,2.7955294454793,3.47202572347267,2.88515406162465,9.91692852130937,2013869.33471934,1.39238410596026,0.789238095238095,1.24431693989071
"CANDIDATE",8750043,"K02017.01",2.29503,132.696,164.8,0.5159668,0.0122936,0.5224192,581,37.32,26.29,5166,2984,3207,0.03306,-0.06,23,22,2.29503,132.695,2454970,1.772,22880,1.667,2.848,28.85,4.704,1.6672e-159,1.0769,3,529,10,44.932544,-3.871e-05,-0.07756,-0.026253,0.24278,215674.67412151,3990134252.18607,4.42015209125475,8.37386018237082,7.39024390243902,7.18423817206318,2663795.18569464,-0.344392857142857,-1.42816568047337,1.43656804733728
"CANDIDATE",9973109,"K02018.01",27.4956,133.287,483.9,0.3292788,0.5981742,-0.1824888,43,22.84,21.49,387,284.8,411,0.1629,-0.48,5,5,27.4957,133.282,2454970,5.754,3088,2.122,2.481,21.81,6.249,9.6929e-106,1.0028,12,39,0,46.899538,0.0001782,0.12768,-0.017235,0.21274,32631.9113931488,601036586.560119,3.16064312216573,4.04017857142857,3.47709923664122,7.74842077022512,1248024.8125,-0.0189829931972789,1.04458128078818,1.0479802955665
"CANDIDATE",9973109,"K02018.02",16.0989,131.874,173.8,0.3292788,0.5981742,-0.1824888,63,10.37,9.164,549,420.1,635,0.114,-0.48,5,5,16.0989,131.877,2454960,4.848,5013,3.227,3.09,8.817,7.681,4.3616e-19,1.0066,12,56,0,46.898868,-0.0001785,-0.16865,0.23841,0.2659,12794.729744152,238186069.52624,3.15966386554622,4.0396881644224,3.47709923664122,9.45944917471341,580477.732558139,0.311006993006993,-0.121517027863777,0.284994640943194
"CANDIDATE",6226290,"K02019.01",14.0883,137.343,890,0.4526042,0.2834042,0.1405322,97,27.9,25.23,837,527.4,888,0.1137,-0.1,5,5,14.088,137.356,2454970,4.756,6898,2.58,2.616,26,6.629,1.1139e-120,1.1325,6,94,0,41.558075,0.0006606,0.083879,0.082536,0.085665,51330.3210037112,917515986.650073,3.13391526506281,4.01483050847458,3.44230769230769,8.64021274923363,2235639.45885006,-1.70247787610619,-0.15502027027027,0.713875
"CANDIDATE",9349482,"K02020.01",110.964,187.047,1302,0.5047766,-0.0300728,0.5876114,13,36.21,32.55,108,71.86,306,0.3678,-0.86,5,5,110.961,187.069,2455020,13.22,2479,2.101,3.01,33.04,7.006,3.2284e-227,1.0338,24,13,0,45.874959,0.0003638,0.18766,-0.45518,0.56054,31880.7108805217,418439123.99503,8.71627146361406,13.3260869565217,11.1428571428571,7.83581625246276,2155840.28540066,-0.900087336244541,1.43478070175439,2.33558333333333
"CANDIDATE",6356207,"K02021.01",3.76419,132.352,553.4,0.5948942,-0.4371134,1.1623776,301,29,26.33,2637,1674,1351,0.04398,-0.14,8,5,3.76418,132.352,2454970,2.131,9645,2.36,2.792,25.24,5.223,1.0108e-136,1.0146,6,286,0,41.706451,-0.0002837,-0.011843,0.23373,0.2416,97992.7885505283,1817648060.53471,5.48672566371681,9.64685237990787,7.82795698924731,8.1548417721519,1387147.84172662,1.2742,-0.485460317460317,1.66620689655172
"CANDIDATE",8564674,"K02022.01",5.92977,135.491,421.4,0.5651756,-0.0872668,0.6105272,225,32.77,29.14,1989,1136,1236,0.06487,0.16,26,25,5.92977,135.492,2454970,2.729,8933,2.367,2.309,30.5,6.097,4.139e-190,1.0372,6,216,0,44.615598,0.0001681,0.19469,0.084417,0.31024,93342.2892769798,1691274844.13213,6.43410852713178,7.14348640017619,6.68531468531468,9.43664879624388,2330764.52380952,0.708216560509554,1.68661016949153,1.64148148148148
"CANDIDATE",8564674,"K02022.02",12.2476,138.219,457.3,0.5651756,-0.0872668,0.6105272,103,25.74,21.89,882,532.7,640,0.1052,0.16,26,25,12.2477,138.214,2454970,3.929,4776,2.884,2.751,23.21,9.266,1.7487e-110,1.0453,6,99,0,44.615602,4.672e-05,0.19442,-0.26227,0.41157,53308.9837588081,946844904.523698,6.42928786359077,7.1418873048201,6.68531468531468,12.341542499807,2039419.79166667,-0.841414473684211,1.13282142857143,1.01873762376238
"CANDIDATE",8578780,"K02023.01",13.5905,133.07,603.6,0.6046528,-0.3037126,0.9213388,103,23.22,21.76,918,607.7,770,0.1071,0.1,5,5,13.5904,133.077,2454970,4.307,5737,3.668,3.314,22.14,9.612,2.7952e-102,1.0301,6,97,0,44.66736,0.0002126,-0.39115,-0.11846,0.36791,42508.8087502915,784232736.28694,3.78185127405096,4.56716417910448,3.92741935483871,12.6297857793984,1928504.85436893,0.141132352941176,-1.75914141414141,1.84879396984925
"CANDIDATE",4544907,"K02024.01",46.8776,137.669,523.8,0.6266672,-0.3418876,0.950102,32,32.63,30.82,279,245.1,557,0.2494,0.2,26,25,46.8794,137.647,2454970,10.71,4322,3.005,3.325,28.89,9.45,1.194e-175,1.0227,24,30,0,39.630796,7.875e-05,-0.12798,-0.26855,0.28096,25214.3796451976,449633146.151789,6.64961636828644,8.6387253204018,7.63846153846154,11.2717571908577,1945749.28571429,-1.75927835051546,-0.458777777777778,1.4189898989899
"CANDIDATE",4636578,"K02025.01",17.8485,148.39,399.4,0.3783912,0.6435136,-0.4137904,73,32.8,28.42,648,425.4,899,0.1385,-0.08,15,14,17.8488,148.38,2454980,6.253,6886,2.705,3.147,29.97,7.901,2.0065e-179,1.0529,12,71,0,39.706022,0.0001146,0.25235,-0.057135,0.24355,58668.6382344452,970620213.577723,5.29161412358134,5.66693944353519,5.52830188679245,11.0588215623328,3275036.66092943,0.0583659793814433,1.51762820512821,1.69131944444444
"CANDIDATE",4636578,"K02025.02",26.1364,131.617,368.4,0.3783912,0.6435136,-0.4137904,52,26.37,23.27,459,327.2,636,0.1785,-0.08,15,14,26.1362,131.622,2454960,7.187,4894,1.399,3.05,24.6,4.256,7.4263e-120,1.0587,12,49,0,39.706117,4.914e-05,0.56148,-0.023682,0.54913,41474.28989179,773590970.108336,4.36194563662375,5.66307106598985,5.52830188679245,5.71430144023484,2802351.54639175,0.139851851851852,2.18573705179283,2.21423387096774
"CANDIDATE",4636578,"K02025.03",11.1896,140.631,124.1,0.3783912,0.6435136,-0.4137904,111,12.76,11.04,963,555.4,1122,0.1014,-0.08,15,14,11.1899,140.614,2454970,6.129,8653,3.718,3.065,12.08,6.603,7.2956e-32,1.0379,12,106,0,39.706564,-1.704e-05,0.36584,-0.47727,0.59542,25501.1152011895,445168368.179593,3.84245339747444,5.66164154103853,5.52830188679245,8.70247046186896,1260130.72847682,-0.772173144876325,0.719191919191919,0.926003110419907
"CANDIDATE",11923284,"K02026.01",2.75798,131.879,210.2,0.4389172,0.3518448,0.037547,487,43.13,33.71,4293,2406,3136,0.03841,-0.08,23,22,2.758,131.875,2454960,2.207,23290,3.616,2.451,32.95,5.847,1.1372e-220,1.041,3,362,1,50.275409,2.299e-05,-0.09857,0.21366,0.22685,199097.802932744,3706254538.53737,5.03385340005888,7.55210381439245,6.84931506849315,10.4787696422601,3169930.97913323,1.47747747747748,-0.459319277108434,1.8148
"FALSE POSITIVE",8556077,"K02027.01",3.63573,134.608,77.27,0.295197,0.9187888,-0.7834018,371,40.05,37.69,3276,2460,2050,0.04756,-0.24,18,17,3.63569,134.617,2454970,2.97,14860,3.752,4.269,37.06,5.777,1.6765e-281,1.0369,6,342,2,44.602803,0.006145,-0.98418,-11.457,11.508,142964.56473807,2607376363.18063,4.58134785568414,6.78556142103011,5.99537037037037,10.5216842234953,1860943.26923077,-160.222222222222,-13.8935897435897,163.234042553192
"CANDIDATE",7102316,"K02028.01",57.2489,184.686,1416,0.4832684,0.1081004,0.4137236,23,28.5,27.83,207,148.4,290,0.2817,-0.14,5,5,57.2489,184.686,2455020,6.281,2286,2.028,3.437,27.8,4.307,8.2275e-173,0.99333,12,23,0,42.657763,0.0002911,-0.41602,0.10461,0.44154,42829.3144471191,569327526.471775,2.40645634629494,4.38716710792711,3.63090128755365,5.04183501683502,1854063.39805825,-0.880147058823529,-2.61567073170732,2.65987951807229
"CANDIDATE",7102316,"K02028.02",37.0551,163.147,1045,0.4832684,0.1081004,0.4137236,37,24.15,23.12,324,237.9,381,0.2108,-0.14,5,5,37.0554,163.141,2455000,4.982,2892,3.263,3.062,22.67,9.351,2.4363e-115,0.99511,12,36,0,42.657755,0.0007143,-0.30193,0.018664,0.25663,33693.7867225659,507016656.168359,3.39747771254621,4.38709677419355,3.63090128755365,11.0942548481945,1540067.82258065,-1.20167938931298,-1.57024539877301,1.56481707317073
"CANDIDATE",7102316,"K02028.03",142.544,202.885,928.7,0.4832684,0.1081004,0.4137236,8,12.6,11.64,72,42.09,143,0.5175,-0.14,5,5,142.538,202.907,2455040,10.43,1222,3.213,3.45,11.7,9.462,1.7637e-31,1.0179,24,8,0,42.657652,0.001266,-0.34242,-0.46871,0.66886,16313.8046379981,197407609.919269,3.26089379248858,4.38559322033898,3.63090128755365,10.3200209506351,918116.538461538,-2.30445901639344,-1.14704326923077,1.81262872628726
"CANDIDATE",9489524,"K02029.01",16.3327,136.91,308.9,0.5757772,-0.32731,1.0179108,80,28.64,23.46,702,358.1,359,0.1167,-0.14,15,14,16.3327,136.912,2454970,2.476,2548,2.98,2.818,24.67,9.171,2.0113e-128,1.0281,6,75,0,46.052251,2.424e-05,0.030715,0.14857,0.20472,73706.5948855989,1321652759.08479,12.3262032085561,16.1165584863969,14.0363636363636,11.8203866276492,1388410.13888889,-0.155132653061224,-0.57962962962963,0.86379746835443
"CANDIDATE",9489524,"K02029.02",10.0554,133.004,136.6,0.5757772,-0.32731,1.0179108,136,17.96,16,1170,647.2,854,0.08447,-0.14,15,14,10.0554,133.007,2454970,3.009,6325,2.061,2.559,17.23,3.296,7.8401e-63,1.0378,6,128,0,46.052063,0.0002058,-0.48992,0.27133,0.69833,46274.3324345481,854125424.023658,2.40745163601624,16.1202290076336,14.0363636363636,4.25176574051172,934255.514018692,0.0603815789473684,-0.713381374722838,0.978053221288515
"CANDIDATE",9489524,"K02029.03",6.88728,132.07,77.51,0.5757772,-0.32731,1.0179108,189,11.82,10.2,1665,928.4,1043,0.06564,-0.14,15,14,6.88729,132.067,2454970,2.221,7324,3.738,3.314,11.16,2.883,3.7471e-28,1.0274,6,181,0,46.052654,-0.0001052,-0.33909,-0.3443,0.63916,37938.8302074326,705222154.874997,1.85802197802198,16.1198428290766,14.0363636363636,3.64488817582587,595034.077380953,-1.17984815618221,-1.04158607350097,1.27576846307385
"CANDIDATE",9489524,"K02029.04",4.78848,135.461,69.67,0.5757772,-0.32731,1.0179108,251,11.9,10.65,2196,1254,1119,0.05151,-0.14,15,14,4.78845,135.463,2454970,2.306,7800,1.926,2.319,9.918,2.457,8.8582e-23,1.0238,6,239,0,46.052069,0.0001258,0.30844,0.79064,0.80583,45756.2768325514,829244483.176771,1.82388758782201,16.1170212765957,14.0363636363636,3.36633481390718,613284.049079755,1.02164665523156,0.225043352601156,1.20995495495495
"FALSE POSITIVE",8111919,"K02030.01",1.66496,131.694,168,0.4583592,0.2621496,0.1730736,806,37.77,25.25,7110,5421,5982,0.02771,-0.04,5,5,1.66496,131.693,2454960,1.804,32190,1.603,1.617,25.17,0.5843,6.2892e-136,1.0264,3,751,0,43.941166,-0.004944,-8.7032,3.4939,9.4472,205850.033684665,3837331986.98881,2.27417840375587,2.7060546875,2.68782161234991,5.09799931405053,2269714.00688863,51.4172876304024,-129.077941176471,139.134020618557
"CANDIDATE",5940165,"K02031.01",9.30415,140.339,631.8,0.654766,-0.6294336,1.2890337,111,25.33,24.51,972,619.1,501,0.07481,-0.16,5,5,9.30416,140.337,2454970,1.708,3533,3.248,2.266,22.24,2.596,6.4451e-108,1.0108,3,102,2,41.221366,9.026e-05,0.044705,0.28725,0.29356,84898.0357283292,1485133361.16102,1.66901125401929,13.5919331395349,10.7868852459016,3.27160865039898,1514129.36,2.84401234567901,-0.32037037037037,1.56983957219251
"CANDIDATE",2985767,"K02032.01",14.0797,139.962,162.5,0.521782,0.089095,0.3691582,94,25.96,23.76,837,523.1,330,0.1175,0.14,26,25,14.0796,139.963,2454970,1.65,2257,1.703,2.61,22.38,3.248,4.3299e-106,1.0283,3,89,0,38.142895,0.000106,0.30945,-0.25452,0.31721,85743.1662521289,1503957508.85232,2.49067164179104,4.10265363128492,3.81034482758621,4.90344073707772,1810133.8317757,-0.471428571428571,0.876481481481481,1.04003278688525
"CANDIDATE",2304320,"K02033.01",16.5408,133.952,366.7,0.6342152,-0.5382256,1.2566152,80,30.83,29.13,702,539.2,431,0.1182,0,31,30,16.5408,133.953,2454970,2.606,3214,2.878,3.706,27.85,5.563,2.3852e-167,1.0124,6,76,0,37.688665,-2.248e-05,-0.16443,-0.32521,0.47215,61079.395188502,1119416528.35282,4.25845410628019,17.7824582518429,15.6938775510204,7.05498577729064,2192723.11161218,-2.25874285714286,-1.5701376146789,2.39670050761421
"CANDIDATE",3657758,"K02034.01",3.60929,133.795,1339,0.5248472,-0.012329,0.5528488,242,44.2,40.72,2151,1206,865,0.0455,-0.02,8,5,3.60929,133.796,2454970,1.917,5799,2.224,2.496,38.36,4.48,9.12279999999999e-296,1.0443,3,231,0,38.790493,-0.001409,0.020932,0.1489,0.18107,189748.920744955,3481654082.44884,3.14134275618375,4.1743119266055,3.52845528455284,7.77817674047477,3177038.67313916,1.13905982905983,-0.65624203821656,1.26622377622378
"CANDIDATE",3657758,"K02034.02",2.37029,133.684,253.3,0.5248472,-0.012329,0.5528488,348,10.36,9.663,3006,1701,1250,0.03438,-0.02,8,5,2.37028,133.687,2454970,1.635,8093,2.915,3.202,9.095,1.447,2.6331e-18,1.0442,3,331,0,38.789892,-0.0005486,0.80001,-0.53744,0.92187,49036.0349785786,900496654.733259,0.996013289036545,4.17384970256161,3.52845528455284,2.04572036150984,763973.73540856,-1.66905487804878,1.729792147806,2.31045112781955
"CANDIDATE",9790806,"K02035.01",1.93156,131.766,419.9,0.6153428,-0.3310984,0.9508952,552,80.04,59.84,4851,2672,1960,0.02992,0.14,26,25,1.93156,131.766,2454960,1.713,13150,1.406,3.128,69.97,2.28,0,1.0569,3,421,5,46.502265,-3.813e-05,-0.11937,-0.076363,0.16105,528194.335878781,9840899524.98347,7.47004933051445,9.02019897497739,8.4950495049505,6.39550824436161,5912297.03264095,-1.10912863070539,-1.53120950323974,1.77759381898455
"CANDIDATE",6382217,"K02036.01",8.41101,133.8,723.8,0.5625864,0.1581832,0.2473616,162,25.65,24.2,1422,940.7,888,0.06647,0.18,41,40,8.4111,133.792,2454970,2.701,6415,3.078,2.628,23.19,3.745,7.6727e-119,1.0067,6,154,0,41.758116,0.0004756,-0.37023,-0.16523,0.5028,70168.8142099715,1287461388.79711,2.53955820147266,17.945464362851,14.1842105263158,4.78105069366822,1691490.42735043,-0.448920308483291,-1.4793769470405,1.26969696969697
"CANDIDATE",6382217,"K02036.02",5.7953,136.781,336.6,0.5625864,0.1581832,0.2473616,219,13.64,13.23,1953,1300,1215,0.05186,0.18,41,40,5.79532,136.776,2454970,2.469,8764,3.078,3.198,12.48,3.294,3.011e-36,1.0079,6,210,0,41.757995,0.0001026,-0.12862,-0.34927,0.36651,41908.1263423646,752174592.426689,2.201699298116,17.9446366782007,14.1842105263158,4.21943839264101,912002.165898618,-1.27084210526316,-0.26447619047619,1.29508833922261
"CANDIDATE",9634821,"K02037.01",73.7578,183.723,1960,0.725801,-0.726518,1.389523,15,28.99,26.12,135,86.3,85,0.3258,0.48,8,5,73.7575,183.727,2455020,2.872,600,3.557,3.825,29.86,7.067,1.4845e-135,1.2453,6,15,0,46.316994,-0.001104,-9.3217,-0.16027,0.33889,75765.1861932451,1012421130.76828,1.81771653543307,2.12802090137165,1.93347193347193,8.24003225268309,2894073.12977099,26.5493387589013,2.29692307692308,2.73298387096774
"CANDIDATE",9634821,"K02037.02",5.47714,133.766,565.6,0.725801,-0.726518,1.389523,207,26.42,23.6,1818,1099,734,0.05755,0.48,8,5,5.47716,133.763,2454970,1.51,4917,3.531,2.966,22.76,4.655,3.309e-109,1.029,3,202,0,46.3167,-0.0001577,-9.4759,-0.26225,0.29434,111193.682460515,2040706566.91604,1.77187297472456,2.1275415896488,1.93347193347193,7.32482728732761,2411726.59033079,12.1904306220096,0.776976744186047,1.54915789473684
"CANDIDATE",9634821,"K02037.03",8.56269,132.506,606.3,0.725801,-0.726518,1.389523,132,22.51,21.05,1170,669,469,0.07752,0.48,8,5,8.56266,132.507,2454970,1.898,3088,3.813,3.354,18.69,5.008,3.4897e-74,1.0317,3,128,0,46.317293,-0.0001533,-9.4041,-0.21013,0.27754,74586.5558895381,1381882760.87226,1.74431468961278,2.12791655229207,1.93347193347193,7.0454744811985,2113285.39576366,16.7193548387097,1.14031446540881,1.59505747126437
