"koi_disposition","kepid","kepoi_name","tce_insol","tce_mesmedian","tce_fwm_prao","tce_fwm_pdeco_sn","tce_dicco_msky_sn"
"FALSE POSITIVE",4824268,"K03533.01",4.05,-0.2029,0.002438,0.0151030927835052,0.520963172804533
"FALSE POSITIVE",6431670,"K03534.01",11.7,-1.253,0.01601,0.109363636363636,0.608892215568862
"FALSE POSITIVE",7376500,"K03535.01",915.5,0.2707,-0.3854,0,46.0240740740741
"FALSE POSITIVE",7987086,"K03536.01",4.32,-0.00451,0.001686,-0.0421513944223108,0.1776011994003
"FALSE POSITIVE",7374746,"K03537.01",916.95,-0.1277,-0.08461,-5.12400635930048,126.128318584071
"FALSE POSITIVE",8668810,"K03538.01",0.44,-0.03076,-0.1156,0.186769547325103,0.989241982507289
"FALSE POSITIVE",8868907,"K03539.01",3.61,-0.1144,0.004362,0.00187313432835821,0.521855670103093
"CANDIDATE",8868364,"K03541.01",2.97,-0.01527,0.001025,0.19780612244898,0.0981167664670659
"FALSE POSITIVE",3964545,"K03542.01",879.75,0.09759,0.3184,0.200101214574899,4.23681034482759
"FALSE POSITIVE",9656397,"K03543.01",6.32,-0.04318,-0.004574,-0.423267326732673,0.344062968515742
"FALSE POSITIVE",3735629,"K03544.01",1901.03,0.03372,0.2832,-1.00075757575758,64.554
"FALSE POSITIVE",8244173,"K03545.01",434.35,-0.2445,0,0,0.315208955223881
"FALSE POSITIVE",7287391,"K03546.01",52.4,-0.1242,-0.04413,0.402898550724638,0.14300748502994
"FALSE POSITIVE",6756202,"K03547.01",0.58,0.002099,0.001214,-0.033841726618705,0.563847203274216
"FALSE POSITIVE",10215869,"K03548.01",539.94,-0.1185,0.02196,-3.67088607594937,8.07865671641791
"FALSE POSITIVE",2307206,"K03549.01",1.3,-0.136,0.2287,0.257356608478803,0.801491228070175
"FALSE POSITIVE",7025540,"K03550.01",617.42,-0.5268,0,0.139256198347107,0.704791666666667
"FALSE POSITIVE",7620844,"K03551.01",5.2,-0.2892,0.001832,-0.244380952380952,1.9228245363766
"FALSE POSITIVE",6233466,"K03552.01",202.6,-1.465,0.1634,0.00470854700854701,3.19792079207921
"FALSE POSITIVE",11249624,"K03553.01",4.51,-0.1429,0.005043,-0.000823076923076923,0.173318385650224
"CANDIDATE",6426592,"K03554.01",0.72,-0.005876,0.03257,-0.000402083333333333,0.237080838323353
"FALSE POSITIVE",8491745,"K03555.01",20.05,-0.3198,-0.002837,0.00515058823529412,0.0768358208955224
"FALSE POSITIVE",3970117,"K03556.01",4.07,-0.2277,0.04565,0.198975903614458,1.65902366863905
"FALSE POSITIVE",5534965,"K03557.01",4.19,-0.003794,-0.000885,0.0918361153262519,0.13915223880597
"FALSE POSITIVE",9965206,"K03558.01",30.59,-0.8087,-0.2531,-0.678899082568807,1.86533333333333
"FALSE POSITIVE",4848423,"K03560.01",3118.3,0.1711,-0.02069,0,0.317376311844078
"FALSE POSITIVE",11403216,"K03561.01",477.01,-0.1702,-0.03258,-6.97916666666667,2.57596566523605
"FALSE POSITIVE",9948002,"K03562.01",8.49,-0.1421,-0.006476,-0.0251456310679612,0.0692395209580838
"FALSE POSITIVE",5264304,"K03563.01",1.71,-0.1956,-0.07758,-1.11422413793103,2.08452173913043
"FALSE POSITIVE",10960995,"K03564.01",462.76,-0.1466,0,0,70.9598811292719
"FALSE POSITIVE",9592575,"K03565.01",563.41,-0.05171,0.04906,-2.54096385542169,15.5630036630037
"FALSE POSITIVE",7898576,"K03566.01",678.29,-0.04828,-0.009335,0.000194977843426883,1.07583208395802
"FALSE POSITIVE",11671429,"K03567.01",54.31,-0.08886,0,0,1.31850299401198
"FALSE POSITIVE",9773869,"K03568.01",93.26,-0.4353,-0.02299,0.0218484848484848,101.774891774892
"FALSE POSITIVE",6707942,"K03569.01",45.15,-0.1024,0.004846,-1.51402985074627,2.95889387144992
"FALSE POSITIVE",5023948,"K03570.01",1884.9,-0.04414,0,0,1.51223021582734
"FALSE POSITIVE",5113053,"K03571.01",3569.49,-0.06536,0,0,0.465278592375367
"CANDIDATE",4743508,"K03572.01",1734.39,-0.1071,0.03281,0.886524822695036,41.7972399150743
"FALSE POSITIVE",10068919,"K03573.01",35.9,0.001799,0.001121,-0.00208416547788873,0.180684523809524
"FALSE POSITIVE",7353970,"K03574.01",1.44,-0.09132,0.02847,-0.0287889908256881,26.7216494845361
"FALSE POSITIVE",12316447,"K03575.01",73.42,-0.05184,0,-0.607073170731707,1.51432748538012
"FALSE POSITIVE",10491554,"K03576.01",115.16,-2.558,-0.22,0.0978629856850716,36.18
"FALSE POSITIVE",9785454,"K03577.01",1.36,-0.06938,-0.004686,-0.535524652338812,0.366103896103896
"FALSE POSITIVE",10464666,"K03578.01",6.91,0.02404,-0.0006876,-0.0389385964912281,0.0736086956521739
"FALSE POSITIVE",5024292,"K03579.01",2668.38,-0.1307,0,1.48482142857143,5.59524291497976
"FALSE POSITIVE",4659255,"K03580.01",1.09,-0.04952,-0.00515,-0.00317352941176471,0.206905109489051
"FALSE POSITIVE",8263746,"K03581.01",36.52,-0.3926,0,0,91.1405472636816
"FALSE POSITIVE",3428468,"K03582.01",1.06,-0.03592,0.006749,-0.022719806763285,0.591283582089552
"FALSE POSITIVE",5130740,"K03583.01",17.98,-0.006977,-0.003312,-3.34187082405345,0.463243243243243
"FALSE POSITIVE",9892471,"K03584.01",131.18,-0.04331,-0.0007642,-0.0281596638655462,0.0877391304347826
"FALSE POSITIVE",2019076,"K03585.01",470.48,-0.04619,0.00172,0.231408450704225,1.88328358208955
"FALSE POSITIVE",7376490,"K03586.01",300.59,0.02866,-0.1996,1.30232558139535,76.6749633967789
"FALSE POSITIVE",11968513,"K03587.01",0,-0.446,0.01105,0,104.007425742574
"FALSE POSITIVE",9656543,"K03588.01",3988.42,0.04299,0.05962,0.116509433962264,0.0520119940029985
"FALSE POSITIVE",10751515,"K03589.01",3.87,-0.1955,0.008456,-1.29075144508671,1.5551724137931
"FALSE POSITIVE",3348093,"K03590.01",96.07,0.06979,0.002662,0.123701015965167,0.304255952380952
"FALSE POSITIVE",6182846,"K03591.01",279.7,-0.09799,-0.1681,-6.91100917431193,2.97032640949555
"FALSE POSITIVE",9851126,"K03592.01",79.75,-0.9372,0,-0.036,0.558892215568862
"FALSE POSITIVE",3442054,"K03593.01",25.81,0.01353,8.154e-05,0.0222156862745098,0.018312874251497
"FALSE POSITIVE",4079530,"K03594.01",54.44,-0.1046,0.05233,2.69565217391304,12.6122857142857
"FALSE POSITIVE",10677186,"K03595.01",7.39,-0.1276,0.01196,-0.17019801980198,0.538616071428571
"FALSE POSITIVE",9025914,"K03596.01",175.95,-0.1107,0.2684,0.643661971830986,4.37412677878396
"FALSE POSITIVE",9366988,"K03597.01",3618.11,-0.234,0,0,4.75594736842105
"FALSE POSITIVE",2437149,"K03598.01",25.95,-2.29,0.1803,0.0654903846153846,5.83018867924528
"FALSE POSITIVE",9715925,"K03599.01",98.35,-1.225,-0.05357,0.247565543071161,0.628252569750367
"FALSE POSITIVE",9529733,"K03600.01",1553.99,0.2148,-0.04119,-0.005893536121673,4.73973013493253
"FALSE POSITIVE",9613070,"K03601.01",1530.92,-0.9629,-0.003599,-0.0208333333333333,0.498245877061469
"FALSE POSITIVE",10845188,"K03602.01",2.14,0.03312,-0.0009994,-0.0494392523364486,0.256281690140845
"FALSE POSITIVE",5730394,"K03603.01",450.73,-0.4603,0,1.40405244338498,1.83739376770538
"FALSE POSITIVE",6956216,"K03604.01",1531.2,-1.612,0.01548,3.95560253699789,1.00545454545455
"FALSE POSITIVE",6137704,"K03605.01",1.02,-0.007859,-0.0472,0.0874860335195531,0.807906976744186
"FALSE POSITIVE",10275074,"K03606.01",2119.21,0.1531,0.001244,0.0329748953974895,0.336971514242879
"FALSE POSITIVE",9110346,"K03607.01",13181.55,-0.7444,0,0,36.5109090909091
"FALSE POSITIVE",10259301,"K03608.01",2.09,0.0007539,0.007522,-0.501121076233184,1.66243093922652
"FALSE POSITIVE",6233903,"K03609.01",2439.32,-0.03569,-0.1059,-1.16871508379888,7.75929339477727
"FALSE POSITIVE",7212066,"K03610.01",318.84,-0.2251,-0.05381,3.19318181818182,2.92478494623656
"FALSE POSITIVE",6675060,"K03611.01",149.64,0.01989,-0.0764,0.400985221674877,1.61448957189901
"FALSE POSITIVE",10518735,"K03612.01",28.36,-0.04677,-0.3822,0.473267326732673,3.83706777316736
"FALSE POSITIVE",6546508,"K03613.01",271.86,-0.2725,0.06461,-0.00338580931263858,131.057441253264
"FALSE POSITIVE",9886224,"K03614.01",1123.45,-0.2332,0,0,0.83723964868256
"FALSE POSITIVE",3735634,"K03615.01",525.74,-0.01059,0.1193,-1.64529331514325,78.9825436408978
"FALSE POSITIVE",6058875,"K03616.01",1071.44,-1.955,0,1.78541666666667,5.75962180200222
"FALSE POSITIVE",10735564,"K03617.01",20619.45,-31.91,0.4191,-0.774056603773585,1.92425595238095
"FALSE POSITIVE",9636559,"K03618.01",359.33,-1.352,0.2192,0.313221153846154,94.2071516646116
"FALSE POSITIVE",8095110,"K03619.01",556.22,-0.4046,0.2722,50.5844155844156,31.3593103448276
"FALSE POSITIVE",11499263,"K03620.01",11.33,-0.01935,0.007665,0.071038961038961,0.492028169014085
"FALSE POSITIVE",9775253,"K03621.01",22.29,0.02804,0.00515,-0.00733650793650794,0.291347305389222
"FALSE POSITIVE",6677267,"K03622.01",4496.39,-0.5445,0.02698,600,100.545051698671
"FALSE POSITIVE",7732791,"K03623.01",526.26,-0.06669,0.004631,0.0233073929961089,0.379955290611028
"FALSE POSITIVE",8177798,"K03624.01",12117.91,0.2454,-0.00116,-0.421484375,0.246341829085457
"FALSE POSITIVE",10489521,"K03625.01",2681.38,-0.1405,0,5.45222222222222,166.123032904149
"FALSE POSITIVE",12643582,"K03626.01",15.28,0.01152,0.1527,0.0925409836065574,7.52869198312236
"FALSE POSITIVE",10091110,"K03627.01",473.61,-0.1246,0.007822,2.10878661087866,1.63025936599424
"FALSE POSITIVE",10091110,"K03627.02",185.23,-0.03958,0.008214,1.02332155477032,1.7334808259587
"FALSE POSITIVE",3542574,"K03628.01",496.51,-0.04296,0,0,0
"FALSE POSITIVE",3544694,"K03629.01",2641.3,0.00365,-0.03772,-0.589130434782609,4.16086956521739
"FALSE POSITIVE",10259029,"K03630.01",119.08,-0.1822,0.03217,-0.538372093023256,17.8170212765957
"FALSE POSITIVE",8299947,"K03631.01",700.09,-0.07127,0.2982,-0.012795871559633,159.613733905579
"FALSE POSITIVE",3335813,"K03632.01",696.99,-0.0005313,-0.004794,0.345721271393643,0
"FALSE POSITIVE",11858741,"K03633.01",1208.92,-0.5012,0,-0.0712413793103448,1.03275449101796
"FALSE POSITIVE",6363494,"K03634.01",82538.8,-0.442,-0.008703,-0.0720065075921909,0.190490341753343
"FALSE POSITIVE",3327992,"K03635.01",153.17,-2.029,0,0,0
"FALSE POSITIVE",5649206,"K03636.01",791.57,-0.1373,0.2692,-0.0320274509803922,104.967391304348
"FALSE POSITIVE",5193384,"K03637.01",300.74,0.06457,-0.3791,-0.000488390804597701,0.686906474820144
"FALSE POSITIVE",5181804,"K03638.01",1111.17,0.03504,0.04714,1.1109756097561,106.303867403315
"FALSE POSITIVE",10491544,"K03639.01",585.99,-1.083,-0.122,0.527884615384615,48.6707168894289
"FALSE POSITIVE",8052474,"K03640.01",1.66,-0.04533,6.294e-05,0.0195749704840614,0.30897247706422
"FALSE POSITIVE",3534118,"K03641.01",4.01,-0.004513,0.057,0.163675213675214,4.73991989319092
"FALSE POSITIVE",3534118,"K03641.02",4.01,-0.05528,0.001202,0.624092409240924,0.842719665271967
"FALSE POSITIVE",2441161,"K03642.01",370.52,-0.1416,-0.0461,0.373333333333333,5.03663366336634
"FALSE POSITIVE",3231120,"K03643.01",428.57,-0.09779,0.08715,0.189099099099099,63.6497005988024
"FALSE POSITIVE",12216706,"K03644.01",44047.63,0.3802,-0.04125,0.0371061643835616,1.18387144992526
"FALSE POSITIVE",5816806,"K03645.01",897,-0.1725,0,-0.0547752808988764,93.4979919678715
"FALSE POSITIVE",6531496,"K03646.01",63.71,-2.44,0,0,4.37669491525424
"FALSE POSITIVE",6531496,"K03646.02",63.71,-0.08967,0,0,1.71128526645768
"FALSE POSITIVE",9661869,"K03647.01",74.36,-0.03514,0.0473,0.645882352941176,9.91235119047619
"FALSE POSITIVE",3097352,"K03648.01",547.6,-0.1883,-0.05532,0.0381772151898734,0
"FALSE POSITIVE",6066379,"K03649.01",4436.4,-2.93,0.1591,0,7.78884955752212
"FALSE POSITIVE",6227560,"K03650.01",147.15,0.02144,-0.007636,-0.573737373737374,1.20849557522124
"FALSE POSITIVE",5866104,"K03651.01",21.18,-0.1257,-0.06972,-0.00635286624203822,100.276685393258
"FALSE POSITIVE",8256044,"K03652.01",118.12,-0.04382,0.1081,-0.403191489361702,5.06568742655699
"FALSE POSITIVE",8780968,"K03653.01",3888.26,-0.8355,-0.1792,0,0
"FALSE POSITIVE",6960446,"K03654.01",710.54,0.01238,0.003832,-0.261491935483871,75.8806818181818
"FALSE POSITIVE",8264097,"K03655.01",631.81,-0.4973,0,-0.589747899159664,1.46309803921569
"FALSE POSITIVE",6312521,"K03656.01",6801.49,-0.1264,0.05131,-0.259785407725322,18.1226480836237
"FALSE POSITIVE",4579321,"K03657.01",962.87,-5.925,-0.109,0,139.409499358151
"FALSE POSITIVE",1575690,"K03658.01",223.31,-0.9315,-0.003255,-0.404288499025341,2.22010943912449
"FALSE POSITIVE",4386047,"K03659.01",652.84,-0.03592,0.1916,0.134022988505747,122.540983606557
"FALSE POSITIVE",5103998,"K03660.01",1.77,0.01109,0.01837,0.558227848101266,0.366465517241379
"FALSE POSITIVE",7910148,"K03661.01",303.59,-0.7037,0.02607,110.389170896785,62.2217261904762
"FALSE POSITIVE",12459731,"K03662.01",137.43,-0.9616,-0.03958,0.053008064516129,0.625914893617021
"CANDIDATE",12735740,"K03663.01",1.15,-0.01134,0.000304,0.0375126262626263,0.506926658905704
"FALSE POSITIVE",4678875,"K03664.01",2750.9,-2.105,0,-0.49495867768595,16.4417061611374
"FALSE POSITIVE",7812175,"K03665.01",56.18,-0.6327,0.01284,-0.0589650145772595,84.0390516039052
"FALSE POSITIVE",7708193,"K03666.01",644.88,0.03252,0.03028,0.591494845360825,5.01131386861314
"FALSE POSITIVE",11200767,"K03667.01",2015.91,-0.4916,0,40.8275862068965,17.0482456140351
"FALSE POSITIVE",8589731,"K03668.01",1608.23,-0.06333,-0.02475,102.236286919831,15.0926174496644
"FALSE POSITIVE",4356766,"K03669.01",1285.78,-4.864,-0.6763,-0.599024390243902,18.8910447761194
"FALSE POSITIVE",2167890,"K03670.01",0,0.04433,-0.0101,1.7850622406639,16.0948275862069
"FALSE POSITIVE",10383696,"K03671.01",96.22,-1.49,-0.068,-0.35225,116.282327586207
"FALSE POSITIVE",9777090,"K03672.01",82.6,-0.2282,-0.1598,0.197676056338028,0
"FALSE POSITIVE",11455484,"K03673.01",231.98,-0.2123,0.04045,0.269909208819715,132.198224852071
"FALSE POSITIVE",2446623,"K03674.01",2.24,0.0122,-0.003732,0.171203007518797,1.01625368731563
"FALSE POSITIVE",9596089,"K03675.01",27.49,-0.01489,-0.04059,-0.460151515151515,1.29280597014925
"FALSE POSITIVE",5738506,"K03676.01",129.68,-6.135,-0.01023,-0.143663366336634,86.9672131147541
"FALSE POSITIVE",3340313,"K03677.01",52.02,-0.07732,2.929e-05,2.27052341597796,1.59698795180723
"CANDIDATE",4150804,"K03678.01",3.4,0.0005088,-0.0003284,0.109549114331723,0.196268011527377
"FALSE POSITIVE",5021174,"K03679.01",404.92,-0.8446,-0.006762,-0.15953488372093,120.503660322108
"CANDIDATE",9025971,"K03680.01",3.63,0.02134,0.001324,-0.192212765957447,0.323406754772394
"CANDIDATE",2581316,"K03681.01",3.29,-0.01094,0.0001168,-0.0917925925925926,0.976339869281046
"CANDIDATE",2581316,"K03681.02",187.33,-0.01511,3.438e-05,-2.30769230769231,0.306498237367803
"FALSE POSITIVE",8621353,"K03682.01",102.38,-0.5037,-0.07227,0.0274016393442623,116.754716981132
"CANDIDATE",10795103,"K03683.01",4.94,-0.001081,6.559e-05,-0.11425,0.358275418275418
"FALSE POSITIVE",9394601,"K03684.01",4116.92,-6.557,0,-0.0270341207349081,0.231139430284858
"FALSE POSITIVE",8494410,"K03685.01",2.35,0.01854,-0.0001308,-0.130866807610994,0.309132352941176
"CANDIDATE",8494410,"K03685.02",207.06,-0.2229,-9.808e-05,1.3363329583802,0.453317948717949
"FALSE POSITIVE",9719636,"K03686.01",639.63,-0.1882,-0.007844,2.24444444444444,7.8125
"FALSE POSITIVE",2452440,"K03687.01",149.6,-0.202,0.01522,0.408313539192399,64.9887931034483
"FALSE POSITIVE",5020034,"K03688.01",2782.17,-0.5771,0.06269,0.783736559139785,92.1997319034853
"CANDIDATE",7017372,"K03689.01",719.23,-0.09454,-0.0003154,-0.211940298507463,0.318223880597015
"FALSE POSITIVE",9715939,"K03690.01",241,0.03692,0.0008159,1.58062015503876,2.42710674157303
"FALSE POSITIVE",4751083,"K03691.01",737.63,-0.3745,0.002191,-4.04099378881988,4.25994897959184
"CANDIDATE",5903301,"K03692.01",5379.99,-0.3097,0.006027,-0.368609271523179,118.716814159292
"FALSE POSITIVE",7695087,"K03693.01",10526.06,-0.1602,-0.1031,162.039215686275,4.21506493506494
"FALSE POSITIVE",6200709,"K03694.01",453.55,-0.1585,0.03166,-0.27187969924812,94.1763085399449
"FALSE POSITIVE",8043052,"K03695.01",475.09,0.009589,-0.0002191,0.356428571428571,1.90447093889717
"FALSE POSITIVE",5435816,"K03696.01",2.92,0.02045,0.000931,-0.0915873015873016,0.482981715893108
"FALSE POSITIVE",8559589,"K03697.01",2.87,-0.09572,-0.0001457,0.0694331550802139,0.82328275862069
"FALSE POSITIVE",4372765,"K03698.01",170.11,-2.022,0.07274,0,14.1755223880597
"FALSE POSITIVE",2438490,"K03699.01",351.29,-0.3002,-0.03486,-0.00941361256544503,2.87845303867403
"FALSE POSITIVE",3838496,"K03700.01",605.8,0.03099,-0.3604,0.0272096317280453,127.967581047382
"FALSE POSITIVE",6470521,"K03701.01",1666.13,-3.203,0.08447,0,88.5561497326203
"FALSE POSITIVE",2449090,"K03702.01",309.86,-0.7061,0.03719,-0.25739837398374,49.8935
"FALSE POSITIVE",5652260,"K03703.01",260.84,-0.1348,-0.02725,-0.252583979328165,60.741935483871
"FALSE POSITIVE",2569494,"K03704.01",919.52,-0.1379,0,0,1.45594900849858
"FALSE POSITIVE",6470516,"K03705.01",12953.89,-32.6,0,0,66.3987915407855
"FALSE POSITIVE",7770471,"K03706.01",6122.33,-8.727,0,0,0.0318995502248876
"FALSE POSITIVE",5130380,"K03707.01",70.68,-0.3348,-0.01259,-0.924712643678161,55.5644768856448
"FALSE POSITIVE",6314173,"K03708.01",12427.86,-42.73,0,0,36.5309178743961
"FALSE POSITIVE",2576107,"K03709.01",2.58,0.01467,0.01375,1.97384615384615,3.17461956521739
"FALSE POSITIVE",9532421,"K03710.01",143.05,-0.1953,0.003829,-2.61261261261261,9.73019169329073
"FALSE POSITIVE",5653849,"K03711.01",2.97,-0.1307,0.07095,-7.74267100977199,39.3902759526938
"FALSE POSITIVE",2437060,"K03712.01",0,0.1577,0,0.105016181229773,3.12356382978723
"FALSE POSITIVE",8127648,"K03713.01",2530.3,-0.1677,-0.1143,-0.150748031496063,124.813793103448
"FALSE POSITIVE",11564013,"K03714.01",1251.72,-0.3145,-0.003379,5.65739385065886,2.23598265895954
"FALSE POSITIVE",4937143,"K03715.01",390.98,-0.2017,-0.006261,-0.741176470588235,1.22151442307692
"FALSE POSITIVE",8719324,"K03716.01",602.23,0.05786,-0.0001217,0.36505376344086,1.70039421813403
"FALSE POSITIVE",8719324,"K03716.02",602.22,-0.1777,0.0002352,0.324406779661017,1.77485714285714
"FALSE POSITIVE",11241814,"K03717.01",2.47,-0.0109,0.002367,-0.610843373493976,0.719242021276596
"FALSE POSITIVE",5036537,"K03718.01",1433.16,-0.5742,-0.1958,-371.730769230769,14.2249626307922
"FALSE POSITIVE",9837083,"K03719.01",855.39,-49.8,0.008463,0.567769230769231,10.0090545938748
"FALSE POSITIVE",10735331,"K03720.01",11.34,-0.01724,5.99e-05,-0.101083032490975,0.461210374639769
"FALSE POSITIVE",7763269,"K03721.01",424.46,0.04689,-0.0001919,0.0020316091954023,0.192094395280236
"FALSE POSITIVE",8365739,"K03722.01",753.03,0.1533,0.002515,-0.213069306930693,1.04068452380952
"FALSE POSITIVE",5471606,"K03723.01",0,-3.865,0,0,18.1178451178451
"FALSE POSITIVE",11200405,"K03724.01",645.61,-0.1395,0.004509,-0.0680690399137001,0
"FALSE POSITIVE",3459199,"K03725.01",0,-0.09713,-0.00016,-1.13963254593176,1.45217948717949
"FALSE POSITIVE",6973796,"K03726.01",1.16,0.002487,0.03271,0.302935779816514,9.9537037037037
"CANDIDATE",7515679,"K03728.01",7046.79,0.03667,8.477e-05,0.406946107784431,0.291160058737151
"FALSE POSITIVE",9674592,"K03729.01",128.94,-1.531,-0.09875,15.948275862069,70.8548148148148
"FALSE POSITIVE",9674592,"K03729.02",128.94,-0.1423,-0.08024,25.5276381909548,57.9538274605103
"FALSE POSITIVE",10879213,"K03730.01",4464.94,-0.2073,-0.7809,-0.00437084398976982,51.186524822695
"FALSE POSITIVE",5650314,"K03731.01",531.8,-2.735,-0.01899,40.1985294117647,11.4796511627907
"FALSE POSITIVE",8302302,"K03732.01",2692.41,-39.09,0,0,67.4498229043684
"FALSE POSITIVE",9655858,"K03733.01",26.31,-0.4117,0.03346,0.115141843971631,190.563798219585
"FALSE POSITIVE",10275880,"K03734.01",817.51,0.2612,-0.542,4.54818325434439,0
"FALSE POSITIVE",2166200,"K03735.01",481.99,0.002368,0.01973,0.096864406779661,103.394366197183
"FALSE POSITIVE",3547315,"K03736.01",2650.74,-0.6253,-0.0006728,-1.04135338345865,8.50252225519288
"FALSE POSITIVE",6933781,"K03737.01",11.81,-0.04006,0.002643,8.13926940639269,5.01232558139535
"FALSE POSITIVE",5478083,"K03738.01",65.54,-0.153,-0.2139,0.000564841498559078,1.47046610169492
"FALSE POSITIVE",10857342,"K03739.01",29084.83,-18.41,0.0007223,0,0.22375748502994
"FALSE POSITIVE",5215700,"K03740.01",5125.28,-8.527,-0.03554,0,3.79249329758713
"FALSE POSITIVE",8780959,"K03741.01",1927.33,-0.651,0,0,114.443342776204
"FALSE POSITIVE",8780959,"K03741.02",789.47,-0.109,0,0,1.76878947368421
"CANDIDATE",8780959,"K03741.03",339.26,-0.2796,0,0,1.0724838012959
"FALSE POSITIVE",8780959,"K03741.04",141.28,-0.1266,0,0,6.03614173228346
"FALSE POSITIVE",5565486,"K03742.01",3622.83,-0.9429,0.1604,2.11214953271028,167.593423019432
"FALSE POSITIVE",4935914,"K03743.01",493.68,-0.3921,0.04622,-0.0107433628318584,137.117142857143
"FALSE POSITIVE",11303811,"K03744.01",347.92,0.2,0.003758,5.79559748427673,3.49465174129353
"FALSE POSITIVE",2437783,"K03745.01",179.25,-0.249,-0.02408,0.159872611464968,2.1096062992126
"FALSE POSITIVE",12062660,"K03746.01",622.66,-0.441,0.0121,0.162872928176796,124.651399491094
"FALSE POSITIVE",9777087,"K03747.01",86.76,-0.4022,-0.151,3.52436194895592,48.8458083832335
"FALSE POSITIVE",4247807,"K03748.01",632.61,-0.8949,0.09282,0.433425925925926,40.6842105263158
"FALSE POSITIVE",11547869,"K03749.01",2.1,-0.002938,0.002796,0.0675147928994083,1.73009575923393
"FALSE POSITIVE",7700590,"K03750.01",1451.21,-38.86,0,0,0
"FALSE POSITIVE",9053086,"K03751.01",3980.81,-9.549,0,-0.1871,2.44402985074627
"FALSE POSITIVE",6314185,"K03752.01",2319.76,-0.262,0.01059,575.696202531646,48.3100628930818
"FALSE POSITIVE",8620561,"K03753.01",838.79,-56.21,0,0,38.4488549618321
"FALSE POSITIVE",8937019,"K03754.01",258.51,-0.4946,0.01749,-0.005765,73.7493074792244
"FALSE POSITIVE",9896435,"K03755.01",19.16,-0.2872,0.02627,-0.510727272727273,2.31782608695652
"FALSE POSITIVE",10352938,"K03756.01",759.02,-0.2224,0.005809,-5.63225806451613,1.5978125
"FALSE POSITIVE",6863161,"K03757.01",25954.1,-0.09153,0.0006898,0,2.82769461077844
"FALSE POSITIVE",7840035,"K03758.01",66.1,0.005902,0.007517,-1.08181818181818,95.6386913229018
"FALSE POSITIVE",8543279,"K03759.01",94.19,-0.3153,0,0,3.52509410288582
"FALSE POSITIVE",8047283,"K03760.01",2978.94,-20.58,0,0,76.2489568845619
"FALSE POSITIVE",8308347,"K03761.01",0.96,-0.01864,0.01131,0.486334610472542,10.4472727272727
"CANDIDATE",11518142,"K03762.01",3.23,-0.08341,-0.001891,7.74153074027604,0.870814732142857
"FALSE POSITIVE",3114667,"K03763.01",508.81,-70.24,0,0.09045,70.2333333333333
"FALSE POSITIVE",3344427,"K03764.01",0,-111.3,0,0,2.18056338028169
"FALSE POSITIVE",12109845,"K03765.01",432.44,-27.42,-0.009077,-0.00559111111111111,0.0634289940828402
"FALSE POSITIVE",8323764,"K03767.01",101.21,-0.04605,-0.00762,-0.218005952380952,0
"FALSE POSITIVE",5360082,"K03768.01",19.31,0.01548,0.0008144,-0.296146044624746,0.444005979073244
"FALSE POSITIVE",6543683,"K03769.01",3489,-6.041,0,0,0
"CANDIDATE",5008245,"K03770.01",1406.46,0.02404,-0.001053,-4.57313432835821,12.7769679300292
"CANDIDATE",10555365,"K03771.01",226.21,-0.08832,0.004678,0.420756302521008,22.0114537444934
"FALSE POSITIVE",5481426,"K03772.01",819.46,-0.04117,-0.03096,0.0025541958041958,84.5421195652174
"FALSE POSITIVE",10268903,"K03773.01",106.63,-5.076,0.02254,-0.327601314348302,74.832492431887
"FALSE POSITIVE",7220320,"K03775.01",16052.98,-68.24,0.003258,-1.72612612612613,24.2067039106145
"FALSE POSITIVE",9291378,"K03776.01",547.92,-1.43,0.006215,0,0
"FALSE POSITIVE",4075067,"K03777.01",3774.68,-0.07927,4.912e-05,8.80357142857143,4.59329341317365
"FALSE POSITIVE",12405950,"K03778.01",5689.47,0.2457,0.0001106,1.55190839694656,0.0992237673830594
"FALSE POSITIVE",5206233,"K03779.01",143.9,-0.2803,-0.01773,42.2521008403361,92.7796610169492
"FALSE POSITIVE",6775985,"K03780.01",95.01,-0.003883,-0.005578,-2.39055555555556,2.30402877697842
"FALSE POSITIVE",3324644,"K03781.01",17019.28,0.4168,0.000237,-0.272909090909091,0.93896449704142
"FALSE POSITIVE",11357192,"K03782.01",9.84,0.01113,-0.004738,1.03387096774194,1.00280991735537
"CANDIDATE",9533489,"K03783.01",14.55,-0.008782,-8.115e-05,-0.355,0.651076294277929
"FALSE POSITIVE",5688997,"K03784.01",60.51,-0.005634,0.0001404,0.234869109947644,0.895667107001321
"FALSE POSITIVE",4073730,"K03785.01",9951.16,-0.4682,0,4.24054982817869,137.897471910112
"FALSE POSITIVE",2854948,"K03786.01",1006.18,-18.5,0.0001612,-0.373004694835681,2.64317073170732
"FALSE POSITIVE",7813039,"K03787.01",2.78,0.004852,-0.0007813,-0.218826291079812,0.747988826815642
"FALSE POSITIVE",9405541,"K03788.01",0,0.09412,0.01837,-66.7948717948718,29.9684981684982
"FALSE POSITIVE",8906045,"K03789.01",1206.77,-0.9318,0.0003488,6.33960396039604,5.60858333333333
"FALSE POSITIVE",7296094,"K03790.01",3045.11,-0.3038,-0.0005122,-0.00312218309859155,106.819736842105
"CANDIDATE",5437945,"K03791.01",2.14,0.009289,-0.001068,-0.0264845360824742,2.79385093167702
