"koi_disposition","kepid","kepoi_name","tce_insol","tce_mesmedian","tce_fwm_prao","tce_fwm_pdeco_sn","tce_dicco_msky_sn"
"CANDIDATE",11446443,"K00001.01",761.32,0.01998,-0.0001223,4.09894736842105,1.8659748427673
"CANDIDATE",10666592,"K00002.01",4165.02,-3.365,-0.001754,0,5.70057471264368
"CANDIDATE",10748390,"K00003.01",96.99,0.009725,0.001684,16.8565488565489,3.75237288135593
"CANDIDATE",3861595,"K00004.01",4056.95,-0.122,0.0001896,3.13846153846154,1.15434532374101
"CANDIDATE",8554498,"K00005.01",1021.65,0.01865,8.928e-05,-2.98071625344353,2.40720606826802
"FALSE POSITIVE",3248033,"K00006.01",5237.55,-0.2135,0,-168.139534883721,0
"CANDIDATE",11853905,"K00007.01",1246.6,-0.2792,-0.0001967,1.54441087613293,0.706370967741936
"FALSE POSITIVE",5903312,"K00008.01",2228.85,-0.02204,0.003678,-21.780701754386,119.378698224852
"FALSE POSITIVE",11553706,"K00009.01",2917.05,-0.338,-0.01863,156.806722689076,74.0743919885551
"CANDIDATE",6922244,"K00010.01",1268.9,-0.2208,1.319e-05,1.68971962616822,0.291011904761905
"FALSE POSITIVE",11913073,"K00011.01",267.33,-0.5094,-0.0007874,70.3058103975535,12.1633986928105
"CANDIDATE",5812701,"K00012.01",163.29,-0.03936,0.0004751,-1.82481203007519,0.182654838709677
"CANDIDATE",9941662,"K00013.01",37983.12,-0.8822,0,0,4.84764453961456
"FALSE POSITIVE",7684873,"K00014.01",7909.8,-0.239,0.0005353,2.59609756097561,11.9272425249169
"FALSE POSITIVE",3964562,"K00015.01",7487.42,-0.5239,0.092,0,135.973684210526
"FALSE POSITIVE",9110357,"K00016.01",77476.19,-0.5033,0.04832,1265.88021778584,126.181112548512
"CANDIDATE",10874614,"K00017.01",799.56,-0.3233,0.00086,5.20963855421687,1.03093610698366
"CANDIDATE",8191672,"K00018.01",1714.51,-1.002,0.0004054,-6.59615384615385,0.519657228017884
"FALSE POSITIVE",7255336,"K00019.01",4820.06,-0.3652,0.0004573,-0.484296028880866,1.60868924889543
"CANDIDATE",11804465,"K00020.01",759.91,-0.2555,-4.892e-05,0.224071246819338,0.0263577844311377
"FALSE POSITIVE",10125352,"K00021.01",2083.85,-0.2087,-0.006036,-22.1341463414634,27.4706703910615
"CANDIDATE",9631995,"K00022.01",264.29,-0.07987,0.001755,4.06822033898305,0.335119047619048
"FALSE POSITIVE",9071386,"K00023.01",882.39,-0.1071,-0.000133,-0.0439202657807309,0.152630792227205
"FALSE POSITIVE",4743513,"K00024.01",2746.81,-0.08205,0.02495,45.9945054945055,42.2192513368984
"FALSE POSITIVE",10593759,"K00025.01",1028.37,0.06588,-4.409e-05,-0.0775096153846154,0.185104790419162
"FALSE POSITIVE",5021737,"K00026.01",203.06,-0.1946,0.04122,-0.0181850746268657,50.7925257731959
"FALSE POSITIVE",3832716,"K00027.01",5385.46,-78.4,0,0,0.375194610778443
"FALSE POSITIVE",4247791,"K00028.01",2376.39,0.8421,0.02208,1.68360655737705,0.61237668161435
"FALSE POSITIVE",6956014,"K00031.01",0,-0.09805,-1.231e-05,3.16902654867257,1.96101871101871
"FALSE POSITIVE",5725087,"K00033.01",0,-0.4594,3.992e-05,-3.43533333333333,2.01731748726655
"CANDIDATE",6521045,"K00041.01",184.08,-0.1047,0.0001068,-3.71304347826087,2.515
"CANDIDATE",6521045,"K00041.02",421.34,0.01846,-3.921e-06,-2.30615384615385,3.44747474747475
"CANDIDATE",6521045,"K00041.03",47.62,-0.04386,-6.725e-06,-0.912296564195298,0.534261744966443
"CANDIDATE",8866102,"K00042.01",133.23,-0.02766,0.0002523,4.24781341107872,0.718925714285714
"FALSE POSITIVE",9025922,"K00043.01",102.67,-0.3223,0.09774,143.721461187215,25.3837837837838
"FALSE POSITIVE",8845026,"K00044.01",11.2,-0.07616,0.004064,-1.05204678362573,1.82228187919463
"FALSE POSITIVE",3742855,"K00045.01",219.76,-0.3465,0.04568,-17.0572289156627,15.103125
"CANDIDATE",10905239,"K00046.01",1033.43,-0.349,-0.0001073,-1.32124352331606,0.48821997105644
"CANDIDATE",10905239,"K00046.02",498.04,-0.05106,5.168e-05,0.390116279069767,0.772621848739496
"FALSE POSITIVE",7837302,"K00048.01",168.65,-0.04416,4.268e-05,-0.297889908256881,0.341826347305389
"CANDIDATE",9527334,"K00049.01",145.89,-0.01893,0.0001002,0.110434227330779,0.48161
"FALSE POSITIVE",6056992,"K00051.01",114.51,0.04342,0.01613,5.79864864864865,8.51973094170403
"FALSE POSITIVE",3558981,"K00052.01",303.14,-0.1929,0,-0.544331641285956,0.70533234859675
"FALSE POSITIVE",2445975,"K00053.01",512.7,-0.2439,0.004894,-2.89189189189189,8.61533333333333
"FALSE POSITIVE",8248939,"K00061.01",2221.5,0.08732,0.003007,-227.848101265823,73.32625
"CANDIDATE",11554435,"K00063.01",92.65,0.001145,2.272e-05,-0.858545454545455,0.236653005464481
"CANDIDATE",7051180,"K00064.01",3827.18,-0.3537,2.265e-05,1.69648711943794,0.875162241887906
"FALSE POSITIVE",10620329,"K00066.01",68039.11,-9.195,0,-1.66705202312139,2.31242236024845
"FALSE POSITIVE",8669092,"K00068.01",30451.16,-0.8544,-3.973e-06,-1.69145569620253,3.75702702702703
"CANDIDATE",3544595,"K00069.01",264.21,0.08385,-2.044e-05,0.548657718120805,2.34181818181818
"CANDIDATE",6850504,"K00070.01",81.01,0.008601,-2.59e-05,-1.20393013100437,0.708202614379085
"CANDIDATE",6850504,"K00070.02",340.69,-0.1723,2.398e-05,0.997610921501706,1.17009615384615
"CANDIDATE",6850504,"K00070.03",5.88,-0.03935,4.252e-05,1.13274336283186,1.21325925925926
"CANDIDATE",6850504,"K00070.04",174.74,-0.2295,-9.707e-06,0.722222222222222,3.17627906976744
"CANDIDATE",6850504,"K00070.05",36.9,-0.05104,3.076e-05,-0.764756944444445,1.44297058823529
"CANDIDATE",11904151,"K00072.01",17.79,-0.0125,-1.762e-05,0.96503937007874,1.86919275123559
"CANDIDATE",11904151,"K00072.02",3638.27,-0.5375,5.24e-06,-1.55374149659864,2.82389204545455
"FALSE POSITIVE",6889235,"K00074.01",4763.58,-7.293,9.049e-05,-1.33265895953757,1.33487964989059
"CANDIDATE",7199397,"K00075.01",29.69,-0.03765,0.0007389,-9.82075471698113,2.36139240506329
"FALSE POSITIVE",9955262,"K00076.01",86.75,-0.009224,-0.001127,-5.50222222222222,3.78091216216216
"FALSE POSITIVE",9552608,"K00080.01",3538.52,-0.2132,-1.973e-05,-0.686363636363636,1.45289256198347
"FALSE POSITIVE",8823868,"K00081.01",1138.09,-1.484,0.000319,-3.87397899649942,4.05544600938967
"CANDIDATE",10187017,"K00082.01",21.03,0.02059,2.264e-05,-0.786504424778761,0.92204
"CANDIDATE",10187017,"K00082.02",38.23,-0.04917,7.556e-05,0.399173553719008,1.76527950310559
"CANDIDATE",10187017,"K00082.03",10.36,-0.01268,9.302e-06,0.518587360594796,1.33252796420582
"CANDIDATE",10187017,"K00082.04",63.23,-0.07069,3.283e-05,0.846864686468647,1.1311963190184
"CANDIDATE",10187017,"K00082.05",93.17,0.00129,-3.96e-05,-0.974812030075188,3.0196682464455
"CANDIDATE",10187017,"K00082.06",13.58,-0.02936,-4.164e-05,-0.537795275590551,0.641
"CANDIDATE",2571238,"K00084.01",79.79,-0.01172,1.629e-05,-0.345901639344262,0.462086666666667
"CANDIDATE",5866724,"K00085.01",571.41,-0.1164,8.754e-06,-3.57914438502674,4.19719626168224
"CANDIDATE",5866724,"K00085.02",2168.87,-0.06233,5.765e-06,-1.02016806722689,1.96305418719212
"CANDIDATE",5866724,"K00085.03",369.2,-0.1063,7.786e-06,-1.35090909090909,1.33591101694915
"CANDIDATE",10593626,"K00087.01",1.03,-0.0006247,-0.0002333,-0.604824561403509,1.09564179104478
"FALSE POSITIVE",7700871,"K00088.01",533.7,-0.1151,-0.002118,-20.8931297709924,96.2442857142857
"CANDIDATE",8056665,"K00089.01",33.03,-0.09317,0.0001747,-0.905100463678516,1.35272727272727
"CANDIDATE",8056665,"K00089.02",9.99,0.002067,-0.0001914,1.22155172413793,0.923157894736842
"FALSE POSITIVE",9210823,"K00090.01",27198.92,0.4329,-0.01176,0,219.266862170088
"CANDIDATE",7941200,"K00092.01",11.74,0.01622,-9.543e-05,0.0275440658049354,2.16589743589744
"CANDIDATE",6462863,"K00094.01",89.76,-0.5545,0.001372,-1.42970297029703,1.06807901907357
"CANDIDATE",6462863,"K00094.02",27.46,-0.299,0.0003053,-0.3478125,1.08068027210884
"CANDIDATE",6462863,"K00094.03",248.06,0.007385,0.0001439,-2.77473684210526,0.889426229508197
"CANDIDATE",6462863,"K00094.04",971.84,0.03804,6.143e-05,-0.73037542662116,1.95410377358491
"CANDIDATE",5780885,"K00097.01",1185.45,-0.3211,0.0002854,-0.224950495049505,0.588746268656716
"CANDIDATE",10264660,"K00098.01",1000.75,-0.06272,0.0001601,-6.30833333333333,1.65006587615283
"CANDIDATE",4055765,"K00100.01",1469.82,0.02021,2.603e-05,-0.146176470588235,1.19179646936656
"CANDIDATE",8456679,"K00102.01",1380.23,-0.219,0.00014,-19.5772058823529,3.28955007256894
"FALSE POSITIVE",8456679,"K00102.02",443.09,-0.1451,4.147e-06,-0.770325693606755,0
"CANDIDATE",2444412,"K00103.01",54.99,-0.002158,4.489e-05,-1.34752475247525,1.06248175182482
"CANDIDATE",10318874,"K00104.01",233.93,-0.09303,0.0001626,0.0509727626459144,0.51431693989071
"CANDIDATE",8711794,"K00105.01",141.86,-0.00634,4.585e-06,1.00087281795511,1.19510666666667
"FALSE POSITIVE",10489525,"K00106.01",12825.75,0.01004,0.008739,1030.23952095808,169.089615931721
"CANDIDATE",11250587,"K00107.01",432.77,-0.08188,2.221e-05,-0.592877492877493,0.683520661157025
"CANDIDATE",4914423,"K00108.01",136.67,-0.2628,-6.412e-05,-1.96048780487805,0.463951367781155
"CANDIDATE",4914423,"K00108.02",5.42,-0.03525,-0.0001103,0.761219512195122,0.689398496240601
"FALSE POSITIVE",4752451,"K00109.01",418.57,-0.08264,-0.001033,-103.266666666667,94.0826873385013
"CANDIDATE",9450647,"K00110.01",233.41,-0.03472,8.768e-06,1.27839335180055,1.0725
"CANDIDATE",6678383,"K00111.01",124.62,-0.06703,-8.112e-05,2.58637469586375,1.7485779294653
"CANDIDATE",6678383,"K00111.02",16.63,-0.1581,-8.607e-05,0.962135922330097,0.951259842519685
"CANDIDATE",6678383,"K00111.03",47.2,0.02592,-0.0001372,0.678212290502793,2.01106060606061
"CANDIDATE",10984090,"K00112.01",15.2,0.003594,1.936e-05,0.870915032679739,1.29586734693878
"CANDIDATE",10984090,"K00112.02",501.64,-0.05087,-4.609e-05,-1.40194444444444,1.43725
"FALSE POSITIVE",6721123,"K00114.01",768.97,-0.06859,0.003032,-95.8376511226252,120.028225806452
"CANDIDATE",9579641,"K00115.01",337.77,0.02758,-5.213e-05,-3.28297362110312,0.768146788990826
"CANDIDATE",9579641,"K00115.02",234.06,-0.2016,-6.863e-05,1.31465517241379,0.257126168224299
"CANDIDATE",9579641,"K00115.03",619.06,-0.0884,1.221e-05,-0.0925838926174497,0.0505728051391863
"CANDIDATE",8395660,"K00116.01",89.82,-0.1502,-4.392e-05,1.30398069963812,1.93984848484848
"CANDIDATE",8395660,"K00116.02",18.8,0.02496,0.0002044,1.06106194690265,1.09444976076555
"CANDIDATE",8395660,"K00116.03",257.2,0.03131,1.223e-05,0.566104868913858,0.776867924528302
"CANDIDATE",8395660,"K00116.04",42.04,-0.00107,-6.593e-05,-1.10434782608696,0.947925373134328
"CANDIDATE",10875245,"K00117.01",138.28,-0.0363,2.118e-05,2.31237322515213,1.59620689655172
"CANDIDATE",10875245,"K00117.02",1069.59,-0.006082,1.114e-05,0.756928838951311,1.3980078125
"CANDIDATE",10875245,"K00117.03",600.75,-0.1743,-5.649e-05,-0.394230769230769,2.65597285067873
"CANDIDATE",10875245,"K00117.04",314.8,-0.08228,-1.163e-05,-0.485488126649077,1.36743262411348
"CANDIDATE",3531558,"K00118.01",60.98,-0.01566,-4.674e-05,2.01063829787234,2.1586320754717
"CANDIDATE",9471974,"K00119.01",47.51,-0.1243,0.0002428,-15.4098360655738,0.0322488479262673
"CANDIDATE",9471974,"K00119.02",7.82,0.004148,0.000293,-4.3859649122807,1.17664082687339
"CANDIDATE",11869052,"K00120.01",71.68,0.007351,0.0002035,-1.69674556213018,0.774094256259205
"FALSE POSITIVE",3247396,"K00121.01",907.21,-0.1326,-9.548e-05,13.7407407407407,38.7526595744681
"CANDIDATE",8349582,"K00122.01",175.19,0.02035,-1.2e-05,1.76424581005587,0.621842105263158
"CANDIDATE",5094751,"K00123.01",407.07,0.07269,2.933e-05,-1.70119521912351,1.30300970873786
"CANDIDATE",5094751,"K00123.02",83.72,-0.01749,3.454e-05,-1.96839237057221,0.526858823529412
"CANDIDATE",11086270,"K00124.01",244.66,-0.1891,-4.903e-05,-0.916666666666667,0.131990909090909
"CANDIDATE",11086270,"K00124.02",72.13,0.004326,5.365e-05,0.940551724137931,0.730281690140845
"CANDIDATE",11449844,"K00125.01",13.04,-0.05117,5.863e-05,-0.117445255474453,0.215856929955291
"FALSE POSITIVE",5897826,"K00126.01",72.88,-0.1208,0.003046,-0.308201438848921,0.579060773480663
"CANDIDATE",5897826,"K00126.02",4.36,0.01089,0.0006563,0.135032679738562,0.308151125401929
"CANDIDATE",8359498,"K00127.01",406.62,-0.1278,-0.000137,0.659938837920489,0.0295637181409295
"CANDIDATE",11359879,"K00128.01",244.92,0.1575,0.001817,-8.06859205776173,1.52624633431085
"CANDIDATE",11974540,"K00129.01",1153.12,0.02496,0.0018,-1.47151767151767,3.25742296918768
"CANDIDATE",5297298,"K00130.01",86.92,0.01513,-2.357e-05,0.197472353870458,0.115904619970194
"CANDIDATE",7778437,"K00131.01",692.55,0.1171,-0.002294,-2.31210762331839,0.815791666666667
"FALSE POSITIVE",8892910,"K00132.01",222.92,-0.1775,-0.0001769,5.67857142857143,2.16507936507937
"FALSE POSITIVE",11673674,"K00133.01",443.22,-0.1431,-0.01947,-85.2432432432432,9.80036363636364
"FALSE POSITIVE",9032900,"K00134.01",2.59,-0.02669,0.0001761,0.237826086956522,0.313875816993464
"CANDIDATE",9818381,"K00135.01",1162.66,-0.3034,-0.0001734,-1.40829015544041,0.171311475409836
"FALSE POSITIVE",7601633,"K00136.01",299.35,0.007788,0,0.297841726618705,0.116822510822511
"CANDIDATE",8644288,"K00137.01",63.65,-2.112,0,1.65096774193548,0.5976
"CANDIDATE",8644288,"K00137.02",154.47,-0.04934,0,1.7289029535865,0.472524544179523
"CANDIDATE",8644288,"K00137.03",436.74,0.0171,0,-1.74404761904762,0.292503597122302
"FALSE POSITIVE",8506766,"K00138.01",80.52,-0.007609,-0.0001232,-6.81996434937611,2.45599435825106
"CANDIDATE",8559644,"K00139.01",2.93,-0.0007863,0.0001498,-0.360686015831135,0.730480916030534
"CANDIDATE",8559644,"K00139.02",800.7,0.06456,2.957e-05,1.59682203389831,1.76793939393939
"FALSE POSITIVE",5130369,"K00140.01",789.77,-0.2336,-0.01005,-97.7631578947368,79.3543091655267
"CANDIDATE",12105051,"K00141.01",435.41,0.03391,0.0001489,1.18321678321678,4.06062322946176
"CANDIDATE",4649305,"K00143.01",126.79,-0.03881,8.489e-05,0.602325581395349,1.76287581699346
"CANDIDATE",4180280,"K00144.01",139.52,-0.02062,0.0006774,-0.180220994475138,0.73546835443038
"CANDIDATE",9904059,"K00145.01",95.59,-0.0111,-0.000121,-1.19208443271768,0.285471794871795
"FALSE POSITIVE",9048161,"K00146.01",682.02,-0.1675,0.03337,-26.1057268722467,2.35012787723785
"FALSE POSITIVE",1996679,"K00147.01",5.34,-0.01026,-0.01371,-16.266318537859,61.6002372479241
"CANDIDATE",5735762,"K00148.01",69.63,0.00515,-0.0002655,-0.546732429099877,2.25029126213592
"CANDIDATE",5735762,"K00148.02",178.34,-0.03307,-4.422e-05,0.546779661016949,1.42699029126214
"CANDIDATE",5735762,"K00148.03",9.56,0.01001,-6.385e-05,-1.35496183206107,1.9158125
"CANDIDATE",3835670,"K00149.01",141.23,-0.03227,-1.314e-05,-0.237062146892655,0.859563829787234
"CANDIDATE",7626506,"K00150.01",101.49,-0.1433,-0.0001594,4.34605597964377,0.943415730337079
"CANDIDATE",7626506,"K00150.02",19.87,0.000576,-0.0002247,4.06771653543307,0.79391935483871
"CANDIDATE",2307199,"K00151.01",122.58,-0.1212,8.82e-05,1.36779026217228,2.27628571428571
"CANDIDATE",8394721,"K00152.01",29.12,0.01052,0.0003244,-2.23333333333333,0.66287859824781
"CANDIDATE",8394721,"K00152.02",176.49,-0.07016,0.0001088,0.622844827586207,1.863625
"CANDIDATE",8394721,"K00152.03",68.57,-0.04858,-2.709e-05,-0.0582836879432624,0.746715328467153
"CANDIDATE",8394721,"K00152.04",16.15,0.02192,-4.183e-05,0.64468085106383,0.437771084337349
"CANDIDATE",12252424,"K00153.01",85.51,0.1536,-0.0001466,0.579926108374384,0.786174112256587
"CANDIDATE",12252424,"K00153.02",36.92,0.0639,-0.0001333,0.759821428571429,1.20020746887967
"CANDIDATE",8030148,"K00155.01",365.93,-0.179,-4.061e-05,-1.98076923076923,2.46884848484848
"CANDIDATE",10925104,"K00156.01",9.39,-0.004992,0.0006336,-6.64255765199161,3.25804455445545
"CANDIDATE",10925104,"K00156.02",15.62,-0.02345,0.0001799,-3.66182873730044,2.54299212598425
"CANDIDATE",10925104,"K00156.03",28.01,0.01029,0.0003111,-1.81970802919708,2.97045045045045
"CANDIDATE",6541920,"K00157.01",27.21,-0.2071,-0.0002271,1.94964539007092,1.23345543345543
"CANDIDATE",6541920,"K00157.02",90.2,-0.1913,-0.0001343,1.58838709677419,1.32974576271186
"CANDIDATE",6541920,"K00157.03",43.04,-0.08205,0.0001353,3.05197505197505,1.79831730769231
"CANDIDATE",6541920,"K00157.04",4.76,-0.07181,-6.545e-05,1.2271676300578,1.50379032258065
"CANDIDATE",6541920,"K00157.05",16.44,-0.006699,-0.000213,1.24745762711864,0.225828025477707
"CANDIDATE",6541920,"K00157.06",123.29,-0.1848,3.354e-06,1.82051282051282,0.774923076923077
"FALSE POSITIVE",10555375,"K00158.01",1172,-0.0285,0.003224,34.4581280788177,77.6527607361963
"CANDIDATE",8972058,"K00159.01",200.76,-0.005808,6.127e-06,-0.15453216374269,1.2635593220339
"CANDIDATE",8972058,"K00159.02",1165.69,0.01825,5.904e-05,-0.592687385740402,0.804366197183099
"CANDIDATE",6631721,"K00160.01",163.81,-0.02198,-0.001227,-15.5703125,41.2740447957839
"CANDIDATE",5084942,"K00161.01",218.22,0.1057,-1.297e-05,0.865217391304348,0.575735930735931
"CANDIDATE",8107380,"K00162.01",100.25,-0.002702,-0.0001673,0.748962264150943,2.54834930777423
"CANDIDATE",6851425,"K00163.01",42.11,0.1018,-1.631e-06,2.00124843945069,3.22171171171171
"FALSE POSITIVE",5652237,"K00164.01",1557.27,-0.101,-0.007128,-31.2192262602579,126.41567065073
"CANDIDATE",9527915,"K00165.01",39.62,0.04416,0.0001255,-4.12753623188406,0.238956896551724
"CANDIDATE",2441495,"K00166.01",42.13,-0.04165,0.000255,0.798076923076923,1.97686796315251
"CANDIDATE",11666881,"K00167.01",702.72,-0.318,4.078e-05,0.0576586433260394,0.762270875763748
"CANDIDATE",11512246,"K00168.01",244.49,0.03027,-4.612e-06,0,1.27165354330709
"CANDIDATE",11512246,"K00168.02",152.91,0.0255,1.32e-05,0,0.854656488549618
"CANDIDATE",11512246,"K00168.03",424.11,0.003732,-1.461e-06,0,1.78727488151659
"FALSE POSITIVE",6185711,"K00169.01",63.33,-0.007031,-0.02987,-21.5337837837838,54.425
"FALSE POSITIVE",11044770,"K00170.01",959.86,-0.07284,-0.003724,-21.3055555555556,24.8042979942693
"CANDIDATE",7831264,"K00171.01",580.77,-0.0657,8.767e-05,-0.645337159253946,0.562854430379747
"CANDIDATE",7831264,"K00171.02",204.21,-0.06098,-0.0001113,-0.146517857142857,0.599450549450549
"CANDIDATE",8692861,"K00172.01",73.37,0.002548,8.908e-05,-0.330218446601942,0.359326530612245
"CANDIDATE",8692861,"K00172.02",1.59,-0.03192,0.0001001,-1.10316742081448,2.46548223350254
"CANDIDATE",11402995,"K00173.01",154.53,-0.07871,-0.0001198,-1.72772277227723,0.462748663101604
"CANDIDATE",10810838,"K00174.01",3.64,0.01078,-0.0001845,-0.935611510791367,0.75108843537415
"FALSE POSITIVE",8323753,"K00175.01",1419.35,0.01322,-0.003715,-34.8005502063274,54.2034482758621
"CANDIDATE",6442377,"K00176.01",77.05,-0.02475,-0.0001025,-0.231791907514451,0.991280487804878
"CANDIDATE",6803202,"K00177.01",47.49,0.05865,-8.963e-05,-1.05396634615385,1.63943925233645
"FALSE POSITIVE",11455491,"K00178.01",798.65,-0.3957,0.01245,155.919661733615,134.126865671642
"CANDIDATE",9663113,"K00179.01",95.88,-0.2309,0.0001853,-1.64435146443515,1.0236974789916
"CANDIDATE",9663113,"K00179.02",2.9,-0.03992,-3.568e-05,-0.167918088737201,0.0871776699029126
"CANDIDATE",9573539,"K00180.01",81.7,0.01657,-0.0001111,-0.414500941619586,0.787747126436782
"FALSE POSITIVE",12504988,"K00181.01",395.83,-0.03593,0,1.81019108280255,2.39301634472511
"CANDIDATE",5376836,"K00182.01",437.2,0.06279,-0.0007776,0.0769166666666667,0.414086826347305
"CANDIDATE",9651668,"K00183.01",606.31,-0.08613,0.001694,-2.5524861878453,0.120118263473054
"FALSE POSITIVE",7972785,"K00184.01",329.93,-0.4509,-0.0004379,2.21544715447154,0.0759088191330344
"FALSE POSITIVE",4178389,"K00185.01",29.74,0.03101,0.01859,-2.76597633136095,2.297341211226
"CANDIDATE",12019440,"K00186.01",564.82,-0.1248,-0.001763,-1.2152380952381,0.319491017964072
"FALSE POSITIVE",7023960,"K00187.01",29.19,-0.06942,-0.0002169,-0.317745098039216,0.0749059701492537
"CANDIDATE",5357901,"K00188.01",219.88,0.1102,0.000323,-0.0820304568527919,0.0737245508982036
"CANDIDATE",11391018,"K00189.01",10.49,0.04343,0.0004704,-0.204044943820225,0.210281481481481
"FALSE POSITIVE",5771719,"K00190.01",318.56,0.01392,0.0007134,0.0260688216892596,0.673787425149701
"CANDIDATE",5972334,"K00191.01",45.53,-0.02399,0.001427,-0.0975735294117647,2.17955882352941
"CANDIDATE",5972334,"K00191.02",535.53,-0.1862,0.0002529,0.0732608695652174,0.409892857142857
"CANDIDATE",5972334,"K00191.03",2751.65,-1.674,9.406e-05,0.085223700120919,2.38628676470588
"CANDIDATE",5972334,"K00191.04",13.3,-0.2001,-3.766e-05,1.33932926829268,0.824065934065934
"CANDIDATE",7950644,"K00192.01",233.35,-0.07264,1.316e-05,1.25045317220544,0.180820895522388
"FALSE POSITIVE",10799735,"K00193.01",25.57,-0.05359,0.001137,0.399076923076923,2.51664233576642
"CANDIDATE",10904857,"K00194.01",682.78,-0.08509,9.224e-05,0.645522388059701,0.25625748502994
"CANDIDATE",11502867,"K00195.01",466.56,-0.3659,0.0009451,1.38976377952756,0.0873413173652695
"CANDIDATE",9410930,"K00196.01",1008.11,-1.033,-0.0004327,-2.08389261744966,0.0468383233532934
"CANDIDATE",2987027,"K00197.01",19.9,-0.02079,0.0001316,-0.321202003338898,0.217083333333333
"FALSE POSITIVE",10666242,"K00198.01",5.5,0.01225,-0.0002927,-0.13767955801105,0.231050295857988
"CANDIDATE",10019708,"K00199.01",1541.1,-0.2659,0.0004907,7.97297297297297,0.317130044843049
"FALSE POSITIVE",10019708,"K00199.02",412.44,-0.2654,-0.0009013,-256.942675159236,176.964047936085
"CANDIDATE",6046540,"K00200.01",421.69,0.03657,-0.0002521,-1.51364902506964,0.79796511627907
"CANDIDATE",6849046,"K00201.01",361.11,-0.06447,0.0001861,0,0.0949522388059701
"CANDIDATE",7877496,"K00202.01",1742.63,-0.4328,-0.001587,-11.2587209302326,2.4402332361516
"CANDIDATE",10619192,"K00203.01",1409.27,-0.7168,0.000807,-10.2233502538071,0.257005988023952
"CANDIDATE",9305831,"K00204.01",1072.84,-0.3065,0.001239,13.0651465798046,2.29585635359116
"CANDIDATE",7046804,"K00205.01",44.98,-0.08484,0.002979,-2.29087779690189,0.265862573099415
"CANDIDATE",5728139,"K00206.01",1184.61,-0.05059,7.626e-06,-11.1715976331361,0.63217008797654
"CANDIDATE",3762468,"K00208.01",1011.57,-0.1276,-0.0008451,-2.14052287581699,0.380936106983655
"CANDIDATE",10723750,"K00209.01",33.19,-0.1064,-0.000125,-0.430494505494505,0.0313261183261183
"CANDIDATE",10723750,"K00209.02",124.92,0.009843,-0.0001188,1.63611111111111,0.372125534950071
"FALSE POSITIVE",10602291,"K00210.01",69.17,0.01919,0.0005884,-0.376990291262136,0.698962536023055
"CANDIDATE",10656508,"K00211.01",6.9,-0.006193,0.0007906,0.964625850340136,0.40848792884371
"CANDIDATE",6300348,"K00212.01",280.06,0.002579,-0.0008977,-2.14814814814815,2.51264705882353
"FALSE POSITIVE",9164836,"K00213.01",13.62,-0.07268,-0.008019,-0.0897088353413655,0.920684523809524
"CANDIDATE",11046458,"K00214.01",367.32,0.1405,0.0002351,-2.34087237479806,0.618959212376934
"FALSE POSITIVE",12508335,"K00215.01",17.29,-0.02038,0.0009722,1.65343511450382,2.77306064880113
"CANDIDATE",6152974,"K00216.01",24.04,-0.01704,0.001078,-1.57632850241546,1.93195739014647
"CANDIDATE",6152974,"K00216.02",89.61,-0.008829,0.0004392,-0.0356055555555556,1.69986725663717
"CANDIDATE",9595827,"K00217.01",283.35,-0.0263,0.001912,0.703533834586466,0.340523168908819
"FALSE POSITIVE",9838975,"K00218.01",18.44,-0.1364,0.001143,-0.0127442827442827,0.0877093889716841
"CANDIDATE",6305192,"K00219.01",337.61,0.1119,-0.0002373,1.7702479338843,1.10187408491947
"CANDIDATE",7132798,"K00220.01",513.05,-0.1213,-5.631e-06,4.07807807807808,0.14525069637883
"CANDIDATE",7132798,"K00220.02",252.25,-0.1839,2.054e-05,2.7298937784522,1.76849529780564
"CANDIDATE",3937519,"K00221.01",491.88,-0.2464,-0.0002326,-0.307886597938144,0.00760441595441595
"CANDIDATE",3937519,"K00221.02",237.27,0.01258,-7.155e-05,0.722085889570552,0.685946601941748
"CANDIDATE",4249725,"K00222.01",25.98,0.01275,0.0002262,-1.44491017964072,1.87418032786885
"CANDIDATE",4249725,"K00222.02",10.13,-0.1488,-7.528e-05,-0.194953271028037,1.61877777777778
"CANDIDATE",4545187,"K00223.01",234.19,-0.159,0.0001163,-1.50705128205128,1.18225653206651
"CANDIDATE",4545187,"K00223.02",7.74,0.01526,0.0004907,0.885344827586207,2.21835526315789
"FALSE POSITIVE",5547480,"K00224.01",448.39,-0.2734,0.004861,28.304347826087,53.7350527549824
"FALSE POSITIVE",5801571,"K00225.01",6382.21,-0.401,-0.000935,-8.11538461538461,4.4228813559322
"CANDIDATE",5959753,"K00226.01",73.73,-0.1202,0.0003117,1.41437125748503,1.07406724511931
"CANDIDATE",3847907,"K00229.01",508.23,-0.2994,-0.0008899,4.82389937106918,5.51292134831461
"FALSE POSITIVE",3862246,"K00230.01",219.58,-0.1837,0.003877,-4.71071428571429,7.05855106888361
"FALSE POSITIVE",4043443,"K00231.01",1.01,-0.008463,-0.0008265,-0.163567567567568,0.834255079006772
"CANDIDATE",4833421,"K00232.01",153.03,0.03097,0,2.2592,0.801879954699887
"CANDIDATE",4833421,"K00232.02",427.79,-0.06313,0,0.188814913448735,0.52896
"CANDIDATE",4833421,"K00232.03",34.63,-0.0784,0,0.599791666666667,1.875770609319
