"koi_disposition","kepid","kepoi_name","tce_ldm_coeff4","tce_prad","tce_steff","tce_fwm_prao"
"CANDIDATE",9285568,"K04241.01",-0.0308036,1.356,5970,-8.091e-05
"CANDIDATE",9514372,"K04242.01",-0.3614056,2.582,5578,0.0002823
"FALSE POSITIVE",9777757,"K04243.01",0.3376892,1.468,6613,1.659e-05
"FALSE POSITIVE",5097454,"K04244.01",-0.0526906,7.209,5233,0
"CANDIDATE",12737015,"K04245.01",-0.0864514,1.797,6059,3.512e-05
"CANDIDATE",5177859,"K04246.01",-0.2276704,1.523,5839,-4.238e-05
"CANDIDATE",5177859,"K04246.02",-0.2276704,1.356,5839,0.000112
"FALSE POSITIVE",4568117,"K04248.01",0.2924306,0.6756,6577,-5.717e-05
"FALSE POSITIVE",3650049,"K04249.01",-0.309817,3.484,5313,-0.01403
"FALSE POSITIVE",9641076,"K04250.01",-0.2788824,1.155,5584,-0.0002037
"CANDIDATE",8741470,"K04251.01",-0.2431388,1.4,5751,-5.921e-05
"CANDIDATE",10525049,"K04252.01",-0.0983992,0.8432,3872,-4.016e-05
"FALSE POSITIVE",8487645,"K04254.01",-0.0472688,0.7205,8473,-2.63e-05
"CANDIDATE",10407482,"K04255.01",-0.5561768,3.182,4934,-0.0001394
"FALSE POSITIVE",5817613,"K04256.01",-0.329032,1.377,5590,0.0005223
"CANDIDATE",7901016,"K04257.01",-0.110274,2.647,5745,3.156e-05
"FALSE POSITIVE",7115925,"K04258.01",0.132586,0.5091,6287,6.906e-06
"CANDIDATE",5785279,"K04259.01",-0.4162212,1.036,5486,-4.935e-05
"FALSE POSITIVE",7429287,"K04260.03",-0.1330264,2.1,5619,0.0003783
"CANDIDATE",7429287,"K04260.04",-0.1330264,0.9951,5619,-5.721e-05
"CANDIDATE",10526887,"K04261.01",0.0078484,1.225,6046,8.767e-05
"FALSE POSITIVE",9641144,"K04262.01",0.2470496,0.8098,6444,5.762e-05
"FALSE POSITIVE",8572168,"K04263.01",0.0679384,2.157,6028,-0.0001957
"FALSE POSITIVE",12509829,"K04264.01",-0.3144012,1.373,5553,0.0006214
"FALSE POSITIVE",7368137,"K04265.01",0.036644,0.6794,5808,0.0008133
"FALSE POSITIVE",9027841,"K04266.01",-0.1212924,1.895,4898,-0.0008049
"CANDIDATE",7450747,"K04267.01",-0.1016538,1.548,6028,-8.63e-06
"CANDIDATE",7826620,"K04268.01",0.0138292,0.655,4296,3.499e-05
"CANDIDATE",8890924,"K04269.01",-0.4853712,4.427,5159,-0.0001901
"FALSE POSITIVE",8890924,"K04269.02",-0.4853712,2.074,5159,1.851e-05
"FALSE POSITIVE",5992210,"K04271.01",0.1297822,0.953,6077,0.0007119
"FALSE POSITIVE",9302543,"K04272.01",0.3553232,3.787,6732,1.127e-05
"CANDIDATE",9716028,"K04273.01",0.028824,1.809,6180,2.681e-05
"CANDIDATE",6223324,"K04274.01",0.024424,1.27,6065,0.0001744
"FALSE POSITIVE",3336845,"K04275.01",-0.2510672,0.7371,5418,-0.000695
"CANDIDATE",6026924,"K04276.01",0.0928844,2.7,6237,-0.0001104
"FALSE POSITIVE",6525280,"K04277.01",0.021112,0.6009,5774,8.7e-05
"FALSE POSITIVE",4861784,"K04278.01",-0.4207984,1.898,5497,-0.003175
"FALSE POSITIVE",5876360,"K04279.01",-0.2420112,11.62,5780,0.004171
"FALSE POSITIVE",5026326,"K04280.01",-0.115072,1.576,6006,2.69e-05
"FALSE POSITIVE",11670599,"K04282.01",0.143464,0.7333,6335,-0.0002785
"FALSE POSITIVE",10156055,"K04284.01",0.356006,0.9313,6609,0.000314
"FALSE POSITIVE",5024177,"K04286.01",0.7256622,0.7798,6112,0.0008815
"CANDIDATE",11081504,"K04287.01",0.0396738,1.309,6134,3.576e-05
"CANDIDATE",11081504,"K04287.02",0.0396738,1.025,6134,1.077e-05
"CANDIDATE",4548011,"K04288.01",-0.172647,0.8916,5888,4.075e-05
"CANDIDATE",4548011,"K04288.02",-0.172647,0.921,5888,8.443e-05
"CANDIDATE",5868793,"K04290.01",0.0014,0.8714,3187,-0.002182
"CANDIDATE",10063208,"K04292.01",-0.406714,0.6901,5525,1.32e-05
"FALSE POSITIVE",5817533,"K04293.01",-0.25067,1.921,5480,9.428e-05
"FALSE POSITIVE",7681230,"K04294.01",0.101176,2.555,6274,0.0002338
"CANDIDATE",7596240,"K04295.01",0.141922,1.74,6401,-0.0003124
"CANDIDATE",7661893,"K04296.01",-0.1209184,0.6682,5615,4.12e-05
"FALSE POSITIVE",12107008,"K04297.01",-0.213314,1.029,5428,-4.745e-05
"CANDIDATE",2852941,"K04298.01",0.366482,1.297,7087,8.446e-05
"FALSE POSITIVE",8508126,"K04299.01",-0.2091232,1.412,5794,0.0008607
"CANDIDATE",8507475,"K04300.01",-0.4379898,1.627,5448,0.0003266
"CANDIDATE",8773015,"K04301.01",0.2200914,1.654,6254,3.291e-05
"CANDIDATE",8773015,"K04301.02",0.2200914,2.536,6254,-0.0001516
"CANDIDATE",6290935,"K04302.01",0.147768,1.237,6170,-9.791e-06
"FALSE POSITIVE",12734396,"K04303.01",-0.3942962,3.326,5566,-0.00132
"CANDIDATE",11612280,"K04304.01",-0.180994,1.336,5855,-0.0001007
"FALSE POSITIVE",8149484,"K04306.01",0.2016224,1.677,6316,-2.336e-06
"CANDIDATE",3558849,"K04307.01",-0.1360156,2.576,5999,0.0007948
"FALSE POSITIVE",11151677,"K04308.01",0.129952,2.111,6304,0.01751
"FALSE POSITIVE",11037128,"K04309.01",0.1063208,1.62,5883,-0.0007277
"CANDIDATE",7103919,"K04310.01",-0.2811434,1.339,5455,-3.07e-05
"FALSE POSITIVE",8645191,"K04311.01",-0.2496716,1.433,5655,0.000139
"CANDIDATE",10722485,"K04312.01",-0.1498442,1.043,5678,-8.488e-06
"FALSE POSITIVE",8128067,"K04314.01",-0.258876,2.751,5492,-0.001163
"FALSE POSITIVE",10342248,"K04315.01",-0.477811,0.7544,5335,0.0001423
"FALSE POSITIVE",9777290,"K04316.01",-0.0755936,1.747,5926,0.0004723
"CANDIDATE",9286088,"K04318.01",0.127754,1.681,6356,-8.306e-05
"FALSE POSITIVE",6289344,"K04319.01",-0.4212932,4.496,5269,-0.01487
"CANDIDATE",5095082,"K04320.01",-0.4301026,1.526,5468,2.976e-05
"FALSE POSITIVE",12418891,"K04321.01",-0.3539186,1.151,5629,0.0003923
"CANDIDATE",5385410,"K04323.01",0.175798,1.874,6290,-0.0002003
"FALSE POSITIVE",5385410,"K04323.02",0.175798,1.214,6290,-2.689e-05
"FALSE POSITIVE",9910942,"K04324.01",0.3294332,1.583,6245,0.0001407
"CANDIDATE",7749002,"K04325.01",-0.1776516,1.169,5936,1.635e-05
"FALSE POSITIVE",10924340,"K04326.01",0.1631794,0.7847,6187,-0.0001213
"CANDIDATE",5371777,"K04327.01",-0.0650326,1.093,6117,6.661e-05
"CANDIDATE",12456063,"K04329.01",0.0012728,0.9959,6240,2.946e-05
"CANDIDATE",5096053,"K04331.01",0.336576,1.33,6694,2.669e-06
"FALSE POSITIVE",8953414,"K04332.01",-0.5477144,1.185,4965,-0.0003561
"CANDIDATE",10140274,"K04334.01",-0.5578674,1.086,4849,-0.0001304
"CANDIDATE",10730070,"K04335.01",0.0821092,1.176,6202,-1.875e-06
"CANDIDATE",8573193,"K04337.01",-0.0129392,1.076,5984,-4.093e-05
"FALSE POSITIVE",9240664,"K04338.01",-0.0213832,8.732,5575,4.865e-06
"FALSE POSITIVE",7281411,"K04339.01",0.0143142,0.3701,5277,-1.925e-05
"FALSE POSITIVE",6528141,"K04340.01",0.0197704,1.544,6091,-0.0003779
"CANDIDATE",6792908,"K04341.01",0.409454,1.298,6726,7.289e-05
"FALSE POSITIVE",7211879,"K04342.01",0.0376348,0.9219,5931,0.0009526
"CANDIDATE",8087812,"K04343.01",0.1107982,1.759,5973,-5.033e-05
"CANDIDATE",10534155,"K04345.01",0.2092928,1.74,5776,4.892e-05
"CANDIDATE",9509343,"K04346.01",-0.5173008,1.501,5248,-0.0004326
"CANDIDATE",3244792,"K04347.01",0.1828224,1.126,6021,0.000161
"FALSE POSITIVE",11872139,"K04350.01",0.2965244,1.701,6619,2.12e-05
"FALSE POSITIVE",2708221,"K04352.01",-0.5536092,3.674,4883,-0.0004125
"CANDIDATE",4571844,"K04353.01",0.1726336,4.996,6194,-0.001226
"FALSE POSITIVE",5040223,"K04354.01",0.027826,0.8849,6110,-0.0006137
"CANDIDATE",8459663,"K04356.01",0.1111992,1.876,4367,-0.002347
"CANDIDATE",3550372,"K04357.01",-0.5434112,2.993,4939,0.0001263
"CANDIDATE",7191646,"K04358.01",0.002206,3.4,6075,-0.0006186
"CANDIDATE",1575873,"K04359.01",0.3631068,0.8185,6739,-5.14e-05
"CANDIDATE",10669994,"K04360.01",-0.1515868,1.148,6011,-3.655e-05
"CANDIDATE",7801070,"K04361.01",-0.3438156,5.308,5579,-0.002169
"CANDIDATE",9776794,"K04363.01",-0.5424892,7.251,5162,-0.0007601
"CANDIDATE",7427764,"K04364.01",-0.4111216,1.494,5408,4.1e-05
"CANDIDATE",10647452,"K04366.01",-0.314094,1.049,5385,-0.0001597
"CANDIDATE",4773392,"K04367.01",-0.0402058,4.992,6127,-0.0001547
"FALSE POSITIVE",5471489,"K04368.01",0.3814708,2.732,6156,4.167e-05
"FALSE POSITIVE",12407623,"K04370.01",-0.475786,1.728,5203,-0.0007783
"CANDIDATE",11444514,"K04371.01",0.0894208,2.075,6143,0.0004901
"CANDIDATE",9702006,"K04372.01",-0.5632192,1.253,4858,0.0001752
"FALSE POSITIVE",6778008,"K04373.01",0.0452072,1.036,5959,-0.0004159
"CANDIDATE",10991114,"K04374.01",-0.3170072,0.8854,5496,-9.897e-05
"FALSE POSITIVE",11969092,"K04375.01",-0.5518302,2.526,5073,0
"FALSE POSITIVE",2570773,"K04376.01",-0.54109,2.947,4700,-0.001602
"CANDIDATE",4945764,"K04377.01",0.2909842,2.334,6918,2.061e-06
"FALSE POSITIVE",7703910,"K04379.01",-0.0848672,1.764,5921,-0.0004628
"CANDIDATE",7777818,"K04380.01",0.2100928,1.946,6443,-0.001101
"FALSE POSITIVE",9851360,"K04381.01",0.0905236,1.122,5555,0.00028
"CANDIDATE",6937529,"K04382.01",0.1849264,0.9898,6481,7.824e-05
"CANDIDATE",9883606,"K04383.01",0.0666016,1.088,6164,-6.509e-05
"CANDIDATE",9883606,"K04383.02",0.0666016,0.8416,6164,-4.096e-05
"CANDIDATE",5860968,"K04384.01",-0.0132656,2.907,5998,-0.0008656
"CANDIDATE",3645438,"K04385.01",-0.5281204,3.203,5119,0.001488
"CANDIDATE",3645438,"K04385.02",-0.5281204,1.927,5119,0.0002896
"CANDIDATE",3645438,"K04385.03",-0.5281204,1.832,5119,-0.001079
"CANDIDATE",8480582,"K04386.01",-0.451199,1.748,5242,-0.0004122
"FALSE POSITIVE",2830919,"K04387.01",0.030838,0.9612,5974,-5.564e-05
"FALSE POSITIVE",9588822,"K04388.01",-0.2838336,25.67,5529,4.308e-05
"CANDIDATE",9588822,"K04388.02",-0.2838336,7.648,5529,6.837e-06
"CANDIDATE",2997459,"K04389.01",-0.3934,1.519,5410,-2.934e-05
"CANDIDATE",8330207,"K04390.01",-0.3171512,11.91,5234,0.0002645
"CANDIDATE",6359926,"K04391.01",0.0224144,1.662,5952,-0.0001097
"FALSE POSITIVE",6629993,"K04392.01",-0.5532686,1.546,5017,-0.003356
"CANDIDATE",8324518,"K04393.01",-0.4408762,0.9375,5398,2.54e-05
"FALSE POSITIVE",10427700,"K04394.01",-0.07403,2.745,5665,0
"CANDIDATE",3103473,"K04395.01",-0.4465914,1.276,5266,0.0001758
"FALSE POSITIVE",3247503,"K04397.01",-0.0059178,1.495,5901,0.002971
"CANDIDATE",5802637,"K04398.01",-0.3510744,1.644,5573,-0.0007061
"CANDIDATE",8345384,"K04399.01",-0.288776,1.331,5595,0.0002534
"CANDIDATE",2831055,"K04400.01",-0.0760318,0.9608,5991,-3.811e-05
"CANDIDATE",7703882,"K04403.01",-0.0856,1.51,5840,0.000226
"CANDIDATE",10745365,"K04405.01",0.1351222,1.375,6210,-0.0001475
"FALSE POSITIVE",5563937,"K04406.01",0.0704836,1.353,6181,0.001988
"CANDIDATE",8396660,"K04407.01",0.0528026,0.5584,6355,5.499e-05
"FALSE POSITIVE",10736179,"K04408.01",-0.4403528,1.14,5296,2.318e-06
"CANDIDATE",5308537,"K04409.01",-0.2412936,1.24,5825,3.048e-05
"CANDIDATE",6350882,"K04410.01",-0.0079184,2.236,6039,0.0003431
"CANDIDATE",5281113,"K04411.01",0.170552,2.111,6292,-6.074e-05
"FALSE POSITIVE",7847104,"K04412.01",0.1830112,1.246,6060,-0.0002094
"FALSE POSITIVE",6891513,"K04413.01",-0.2647166,1.954,5798,0.01509
"FALSE POSITIVE",4579598,"K04414.01",0.0837636,0.8362,6241,-7.558e-05
"FALSE POSITIVE",7777522,"K04415.01",-0.1668668,0.9829,5792,0.0007343
"FALSE POSITIVE",9597729,"K04417.01",0.0062784,1.146,6032,0.0004625
"FALSE POSITIVE",9597729,"K04417.02",0.0062784,1.041,6032,0.0006303
"CANDIDATE",7582691,"K04419.01",0.1112344,0.8224,3939,-2.126e-05
"FALSE POSITIVE",7031942,"K04420.01",-0.2585728,0.4938,5642,4.675e-05
"CANDIDATE",9836563,"K04421.01",-0.1728542,0.7269,5950,-1.253e-05
"CANDIDATE",9836563,"K04421.02",-0.1728542,0.6212,5950,1.833e-05
"FALSE POSITIVE",3866536,"K04423.01",0.2507558,0.8166,6328,8.257e-05
"CANDIDATE",7046035,"K04424.01",0.101176,1.063,6274,-4.649e-05
"FALSE POSITIVE",4679314,"K04425.01",-0.0956296,0.66,5709,0.001928
"CANDIDATE",4172805,"K04427.01",0.1389704,1.669,3788,0.0001014
"CANDIDATE",5126182,"K04428.01",-0.0108004,1.317,5796,0.000137
"FALSE POSITIVE",9642018,"K04430.01",-0.4943468,1.046,5262,0.0001512
"CANDIDATE",9936080,"K04431.01",0.028618,1.201,6180,0.000102
"FALSE POSITIVE",9518651,"K04433.01",0.1798488,0.6565,6052,0.0003842
"CANDIDATE",8278685,"K04435.01",0.2112052,0.9356,6339,-1.017e-05
"FALSE POSITIVE",8308260,"K04436.01",-0.06571,1.225,6108,0.002362
"FALSE POSITIVE",8492101,"K04437.01",-0.5487756,2.097,5051,6.1e-05
"FALSE POSITIVE",6343576,"K04438.01",-0.4061852,11.98,5178,0.000103
"FALSE POSITIVE",9899630,"K04439.01",-0.0079184,1.154,6039,0.0002175
"CANDIDATE",8416523,"K04441.01",-0.5543304,1.077,5016,-0.0002128
"CANDIDATE",11124436,"K04442.01",-0.3711888,2.872,5529,-4.107e-05
"CANDIDATE",5780855,"K04443.01",0.2520542,1.224,6681,-1.506e-05
"CANDIDATE",11718389,"K04444.01",-0.4533636,1.267,4391,-0.0004039
"CANDIDATE",10329196,"K04446.01",-0.5433686,3.16,5037,-0.0001159
"CANDIDATE",10604592,"K04447.01",-0.5639796,1.034,4904,-0.0001185
"FALSE POSITIVE",8429668,"K04449.01",-0.111404,2.452,5242,0.007366
"CANDIDATE",7429240,"K04450.01",-0.4485168,2.729,5462,-0.0005193
"CANDIDATE",10120548,"K04451.01",-0.5248328,1.455,5051,0.0002858
"CANDIDATE",4474462,"K04452.01",-0.0623008,1.309,5860,3.824e-05
"FALSE POSITIVE",10729472,"K04453.02",-0.1657388,0.6079,5838,-8.222e-06
"FALSE POSITIVE",9777200,"K04455.01",0.269302,1.971,6858,-8.053e-05
"CANDIDATE",3557560,"K04456.01",-0.356786,3.053,5635,-0.0002844
"CANDIDATE",12109267,"K04457.01",0.2462244,1.673,6384,0.0003255
"CANDIDATE",8652577,"K04458.01",0.1865032,2.744,6056,0.01549
"CANDIDATE",9947389,"K04460.01",-0.4274588,2.067,5497,-0.0001363
"FALSE POSITIVE",11912987,"K04461.01",-0.162888,1.524,5957,-0.000176
"CANDIDATE",6197344,"K04463.01",-0.4361824,1.101,5305,2.748e-05
"CANDIDATE",11357664,"K04464.01",-0.3724714,1.487,4362,-0.0005966
"CANDIDATE",7272132,"K04466.01",0.2381166,2.751,6338,0.0002761
"CANDIDATE",5352640,"K04467.01",-0.439215,1.614,5436,-0.0002823
"FALSE POSITIVE",4157052,"K04468.01",0.0654704,2.809,6218,0.000274
"FALSE POSITIVE",10006641,"K04469.01",-0.5427722,0.7098,4982,7.536e-05
"FALSE POSITIVE",10815916,"K04470.01",0.402201,1.171,6495,0.0006648
"FALSE POSITIVE",8955709,"K04471.01",-0.5323696,1.4,4499,0.004834
"FALSE POSITIVE",7031430,"K04472.01",0.0565,0.2782,3453,-4.199e-06
"CANDIDATE",7133294,"K04473.01",-0.0429104,1.276,5771,9.017e-05
"CANDIDATE",4381429,"K04474.01",-0.2066506,1.8,5364,-0.0007537
"FALSE POSITIVE",11912916,"K04475.01",-0.3837206,1.912,5514,0.0006968
"FALSE POSITIVE",3732894,"K04476.01",0.121852,0.8574,5812,-0.0001939
"CANDIDATE",6276791,"K04477.01",-0.2100084,1.633,5749,0.0001584
"CANDIDATE",6276791,"K04477.02",-0.2100084,1.278,5749,0.0001813
"CANDIDATE",8636600,"K04478.01",-0.5395512,1.216,5071,-6.953e-05
"FALSE POSITIVE",3644602,"K04479.01",0.2498566,2.905,6256,0.0008266
"CANDIDATE",10467714,"K04480.01",-0.0825312,2.321,5574,0.0001687
"FALSE POSITIVE",11912941,"K04481.01",0.0193588,1.282,6122,0.0005216
"CANDIDATE",7778427,"K04482.01",0.093154,0.8549,6256,5.507e-05
"FALSE POSITIVE",6525106,"K04483.01",-0.012412,0.9709,5910,6.998e-05
"CANDIDATE",9898017,"K04484.01",0.17994,1.135,6371,9.551e-06
"CANDIDATE",8098212,"K04487.01",-0.5067138,0.9015,5252,-9.257e-05
"FALSE POSITIVE",7694615,"K04489.01",-0.3965528,0.6428,5400,-0.0002118
"CANDIDATE",4556468,"K04491.01",-0.252616,2.189,5802,0.0001557
"FALSE POSITIVE",9222516,"K04492.01",0.2250002,1.206,6607,0.0003303
"FALSE POSITIVE",3953173,"K04493.01",-0.2951006,0.6448,4623,-0.0009465
"CANDIDATE",5552562,"K04495.01",-0.230574,1.513,5843,0.0001704
"CANDIDATE",6186182,"K04496.01",-0.2399234,2.602,5919,0.0007648
"CANDIDATE",12645057,"K04497.01",-0.0045164,1.278,5807,0.0002012
"CANDIDATE",4844367,"K04498.01",-0.329364,2.648,5729,-0.0003961
"CANDIDATE",10937749,"K04499.01",0.1461852,1.116,6058,0.0001339
"CANDIDATE",9100953,"K04500.01",-0.4470752,1.678,5295,0.0003595
"CANDIDATE",9100953,"K04500.02",-0.4470752,2.206,5295,-0.0003785
"CANDIDATE",9100953,"K04500.03",-0.4470752,2.013,5295,-0.000572
"FALSE POSITIVE",8109107,"K04501.01",-0.0362798,1.77,5949,-0.000358
"CANDIDATE",10907132,"K04503.01",-0.2181604,1.66,5869,-0.000192
"CANDIDATE",6520753,"K04504.01",-0.3485378,1.737,5490,0.0001127
"CANDIDATE",6520753,"K04504.02",-0.3485378,1.798,5490,-7.452e-05
"CANDIDATE",8493354,"K04505.01",0.1028308,1.109,6173,-1.729e-06
"CANDIDATE",4545570,"K04506.01",-0.3891484,1.411,5401,0.0004354
"CANDIDATE",5457326,"K04508.01",-0.568694,1.27,4705,-0.0001691
"CANDIDATE",11350118,"K04509.01",-0.2556564,1.128,4328,0.0001311
"CANDIDATE",11671579,"K04510.01",-0.378088,1.587,5578,-8.166e-05
"FALSE POSITIVE",12069414,"K04512.01",-0.358097,1.035,5286,-0.001014
"CANDIDATE",9216775,"K04513.01",-0.440597,1.124,5500,-0.0002318
"FALSE POSITIVE",9849884,"K04516.01",0.0574132,1.887,6123,-3.571e-05
"FALSE POSITIVE",11243547,"K04517.01",0.29125,0.4174,3754,0.0001746
"FALSE POSITIVE",7032001,"K04518.01",0.0778808,0.4743,5776,0
"CANDIDATE",10003058,"K04519.01",-0.2468312,6.417,5814,1.614e-05
"CANDIDATE",9031703,"K04520.01",-0.4640256,1.866,5354,9.486e-05
"FALSE POSITIVE",9577855,"K04522.01",0.142096,1.484,6355,-0.001321
"CANDIDATE",8700895,"K04523.01",-0.300261,1.194,5753,9.312e-05
"CANDIDATE",5003670,"K04524.01",-0.3424716,1.432,5700,0.0001929
"CANDIDATE",5003670,"K04524.02",-0.3424716,1.233,5700,-1.213e-05
"CANDIDATE",5003670,"K04524.03",-0.3424716,1.083,5700,7.042e-07
"CANDIDATE",3765917,"K04526.01",-0.2513192,4.6,5803,0.0002369
"CANDIDATE",3765917,"K04526.02",-0.2513192,2.138,5803,0.0001504
"FALSE POSITIVE",3438976,"K04527.01",0.1411256,0.8519,6202,0.0001288
"CANDIDATE",7833305,"K04528.01",-0.262323,0.7635,5421,-0.0001286
"FALSE POSITIVE",6610064,"K04529.01",-0.4378118,0.9022,5427,0.0005521
"CANDIDATE",12647577,"K04530.01",-0.2933394,1.331,5772,0.0003168
"FALSE POSITIVE",2710623,"K04532.01",-0.2565168,0.7345,5750,0.0004089
"FALSE POSITIVE",3330684,"K04533.01",0.0943,0.1425,2900,-0.0005215
"FALSE POSITIVE",7699298,"K04534.01",-0.2372648,1.048,5412,-8.639e-05
"CANDIDATE",3547760,"K04535.01",-0.3238428,0.9866,5289,-0.0002614
"FALSE POSITIVE",7281484,"K04536.01",0.2050062,0.4463,6476,-2.404e-05
"FALSE POSITIVE",4848115,"K04537.01",-0.5587976,1.107,4856,0.002728
"FALSE POSITIVE",5991765,"K04538.01",0.1651968,2.021,6200,-0.0003216
"FALSE POSITIVE",3962872,"K04539.01",0.0261472,1.08,6058,0.0001341
"FALSE POSITIVE",12108293,"K04540.01",-0.33809,0.6793,5383,0.0001246
"CANDIDATE",5511659,"K04541.01",-0.4126908,2.841,5543,0.0001137
"CANDIDATE",5511659,"K04541.02",-0.4126908,2.371,5543,-0.0002812
"FALSE POSITIVE",9640946,"K04542.01",-0.54291,0.8784,5087,3.474e-06
"FALSE POSITIVE",9776186,"K04543.01",-0.2420112,2.808,5780,0.00624
"FALSE POSITIVE",10220950,"K04544.01",0.0940556,5.651,6521,0.003971
"CANDIDATE",10140122,"K04545.01",-0.5527158,1.028,4973,-0.0001013
"CANDIDATE",5033823,"K04546.01",-0.0844242,5.999,5897,-7.175e-05
"FALSE POSITIVE",10342316,"K04547.01",0.0719192,0.4389,6056,0.0001728
"CANDIDATE",3223433,"K04548.01",-0.283326,1.557,5803,-0.0004451
"CANDIDATE",6523058,"K04549.01",-0.154532,1.198,5799,-0.0002538
"CANDIDATE",5977470,"K04550.01",-0.55521,2.343,4821,-7.476e-05
"CANDIDATE",11769689,"K04551.01",-0.0083812,1.261,6102,0.0001255
"FALSE POSITIVE",6126076,"K04553.01",0.3064582,0.5453,6508,-9.801e-06
"CANDIDATE",6369131,"K04554.01",-0.3606894,1.84,5684,-0.0001514
"FALSE POSITIVE",10399321,"K04556.01",-0.2919124,0.9895,5601,4.185e-05
"CANDIDATE",10257229,"K04557.01",0.0760768,0.8357,6208,-3.411e-05
"CANDIDATE",5431027,"K04558.01",-0.26224,1.287,5602,-0.0001715
"FALSE POSITIVE",7285673,"K04559.01",0.2412604,1.009,6106,-9.519e-05
"CANDIDATE",7747457,"K04561.01",0.1767356,2.382,6302,2.064e-05
"FALSE POSITIVE",8652360,"K04562.01",-0.2076758,0.6036,5367,-0.0003083
"FALSE POSITIVE",8652360,"K04562.02",-0.2076758,0.7207,5367,-0.0003588
"CANDIDATE",10585749,"K04563.01",-0.4226872,1.748,5500,-7.305e-05
"FALSE POSITIVE",8453851,"K04565.01",0.3110204,0.6071,7523,-2.416e-05
"CANDIDATE",11650401,"K04566.01",-0.4490728,1.986,5376,0.0002616
"CANDIDATE",8332521,"K04567.01",0.093278,0.9847,6146,5.078e-05
"CANDIDATE",8332521,"K04567.02",0.093278,1.139,6146,0.0001264
"FALSE POSITIVE",10407086,"K04568.01",-0.2111368,0.8657,5574,3.751e-05
"CANDIDATE",4060229,"K04570.01",0.0636866,2.245,5944,-3.462e-05
"CANDIDATE",6761777,"K04571.01",-0.3513944,3.511,5749,-0.0002454
"FALSE POSITIVE",6929285,"K04572.01",-0.2649328,1.051,5529,0.000935
"FALSE POSITIVE",4848321,"K04573.01",-0.121391,0.989,5964,-0.0006189
"FALSE POSITIVE",6522745,"K04574.01",0.088698,4.363,6260,-0.0004844
"CANDIDATE",9893468,"K04575.01",-0.038941,2.228,6120,0.0001651
"CANDIDATE",10610039,"K04577.01",0.2013142,2.421,6068,-0.0001733
"CANDIDATE",10610039,"K04577.02",0.2013142,0.9098,6068,8.437e-05
"FALSE POSITIVE",9652655,"K04578.01",0.017633,1.075,6246,0.0003339
"CANDIDATE",8628761,"K04580.01",0.3945272,1.322,6728,1.325e-05
"CANDIDATE",2572029,"K04581.01",0.0022168,0.8557,6103,4.643e-07
"CANDIDATE",7905106,"K04582.01",-0.177432,0.3507,5735,-1.699e-06
"CANDIDATE",9009036,"K04585.01",0.2665248,1.323,6547,1.132e-05
"CANDIDATE",11506654,"K04586.01",-0.3015322,3.124,5818,-1.05e-05
"CANDIDATE",5687700,"K04587.01",-0.00734,1.196,5955,-0.0001393
"CANDIDATE",8806985,"K04588.01",0.238216,1.067,6483,-2.905e-05
"FALSE POSITIVE",10491525,"K04589.01",0.3882704,1.673,6403,0.000751
"CANDIDATE",12204137,"K04590.01",-0.4992204,2.041,5271,0.0007649
"CANDIDATE",5389956,"K04591.01",-0.0894052,1.127,5897,4.461e-05
"FALSE POSITIVE",12108364,"K04592.01",-0.1657388,1.015,5838,0.0004905
"FALSE POSITIVE",8295671,"K04593.01",0.0669184,0.7041,6038,-0.0004232
"FALSE POSITIVE",5696918,"K04594.01",0.168715,0.3684,3925,0.001032
"CANDIDATE",12265786,"K04595.01",-0.466344,0.7053,4985,-7.297e-05
"FALSE POSITIVE",8487838,"K04596.01",-0.1750456,0.6399,5893,9.36e-06
"CANDIDATE",10873178,"K04597.01",0.312803,0.8925,6035,-6.766e-05
"FALSE POSITIVE",5476671,"K04598.01",0.0830416,0.8924,5977,-0.0002359
"FALSE POSITIVE",5476671,"K04598.02",0.0830416,0.7509,5977,-1.919e-05
"FALSE POSITIVE",2694632,"K04600.01",-0.377138,0.4454,5631,1.115e-05
"CANDIDATE",11153476,"K04601.01",0.090622,1.135,6278,1.502e-05
"CANDIDATE",6144039,"K04602.01",-0.437981,0.9011,5441,-8.185e-05
"CANDIDATE",8430053,"K04603.01",0.1760242,1.364,6451,0.000222
"CANDIDATE",12458605,"K04605.01",0.016672,0.6833,6045,3.714e-05
"FALSE POSITIVE",4845862,"K04606.01",-0.5602994,0.9239,4840,0.001095
"FALSE POSITIVE",11912911,"K04607.01",-0.424204,1.132,5340,0.0001084
"FALSE POSITIVE",7045435,"K04608.01",0.2081256,1.441,6018,0.0001121
"FALSE POSITIVE",8573168,"K04610.01",-0.31528,0.8471,5561,9.196e-05
"FALSE POSITIVE",10801249,"K04611.01",0.12502,0.8491,6323,-1.498e-05
"FALSE POSITIVE",8044600,"K04612.01",-0.247266,1.95,5730,-0.009642
"CANDIDATE",10220837,"K04613.01",-0.2090576,0.8862,5726,1.617e-05
"CANDIDATE",7583650,"K04614.01",0.230548,1.273,6474,-0.0002196
"FALSE POSITIVE",9345819,"K04615.01",0.0705444,0.928,6249,-1.526e-05
"CANDIDATE",9701962,"K04617.01",-0.4599526,1.695,5432,5.408e-07
"FALSE POSITIVE",11137065,"K04620.01",-0.3175918,0.953,5496,0.0001406
"CANDIDATE",11284772,"K04622.01",-0.17414,1.745,4339,0.001012
