"koi_disposition","kepid","kepoi_name","tce_maxmesd","tce_fwm_prao","tce_fwm_pdeco","tce_dikco_mra_sn"
"FALSE POSITIVE",10031907,"K03828.01",4.175,-0.004735,0.001334,2.35444866920152
"FALSE POSITIVE",4474637,"K03829.01",1.952,0.183,-0.1067,-27.5605633802817
"FALSE POSITIVE",10676927,"K03830.01",0.5167,-0.00455,0,1.1228835978836
"FALSE POSITIVE",5649836,"K03831.01",0.2979,0,0,2.48211143695015
"FALSE POSITIVE",7620660,"K03832.01",2.683,0,0,89.3590078328982
"FALSE POSITIVE",8435232,"K03833.01",-2.077,0.00037,-0.0006252,1.22295321637427
"FALSE POSITIVE",3836399,"K03834.01",0.7719,0.000188,-0.0001097,15.3064285714286
"CANDIDATE",2581554,"K03835.01",21.75,0.000165,-3.399e-05,2.23326732673267
"FALSE POSITIVE",7612691,"K03836.01",1.397,-0.0116,-0.07683,69.4898843930636
"FALSE POSITIVE",9761573,"K03837.01",0.3094,-0.0007282,0.0006552,0.455973684210526
"FALSE POSITIVE",8042789,"K03838.01",2.312,-0.03973,0.0141,89.5014534883721
"FALSE POSITIVE",10095484,"K03839.01",0.3406,0,0,-53.887
"FALSE POSITIVE",5467102,"K03840.01",1.415,0,0.1572,27.6865546218487
"FALSE POSITIVE",8651551,"K03841.01",0.9553,0,-0.006528,12.0605902777778
"FALSE POSITIVE",9532637,"K03842.01",0.6152,0,-0.006453,0.803294117647059
"FALSE POSITIVE",5305451,"K03843.01",27.62,0.005386,0.004734,1.32053140096618
"FALSE POSITIVE",7174349,"K03844.01",0.709,0.002497,-0.01965,-3.49478357380688
"FALSE POSITIVE",11824218,"K03845.01",1.709,-0.03115,-0.003479,84.522972972973
"FALSE POSITIVE",7983756,"K03846.01",2.721,0.007008,0,-25.5088235294118
"FALSE POSITIVE",7289165,"K03847.01",2.563,0.004291,0,0
"CANDIDATE",12784167,"K03848.01",-0.3167,1.433e-05,5.105e-05,0.101919247787611
"CANDIDATE",8949316,"K03849.01",0.3031,0.004064,-0.000217,4.17317436661699
"FALSE POSITIVE",8912730,"K03850.01",1.628,3.814e-05,0.0001211,-0.773034013605442
"FALSE POSITIVE",9784230,"K03851.01",0.3982,-0.0781,-0.1431,1.15632947976879
"FALSE POSITIVE",4949524,"K03852.01",0.3685,-0.002169,-0.0008607,43.0691994572592
"FALSE POSITIVE",2697935,"K03853.01",0.3125,0.0002928,0.0001342,1.70481069042316
"FALSE POSITIVE",3550434,"K03854.01",0.6442,-0.0004406,1e-04,1.22822410147992
"FALSE POSITIVE",2558370,"K03855.01",0.2813,-0.007491,0.003252,-3.44646892655367
"CANDIDATE",5397166,"K03856.01",-0.3177,-0.000599,-6e-04,44.1812577065351
"FALSE POSITIVE",11825057,"K03857.01",0.2633,-0.003343,-0.6235,0.253422619047619
"FALSE POSITIVE",12306699,"K03858.01",1.6,0.003699,-0.01437,6.90839694656489
"FALSE POSITIVE",9692336,"K03859.01",0.35,0.09784,0,-4.10099573257468
"FALSE POSITIVE",9641008,"K03860.01",0.9458,0.001703,-0.000448,-9.56310160427807
"FALSE POSITIVE",8588377,"K03861.01",0.5625,-0.006626,-0.02444,41.3279132791328
"FALSE POSITIVE",3644601,"K03862.01",-21.54,0.003741,0.001179,1.47417142857143
"FALSE POSITIVE",3644601,"K03862.02",141.2,0.003542,0.004089,1.70373831775701
"FALSE POSITIVE",8459354,"K03863.01",-3.29,-6.066e-05,-4.813e-07,0.474618473895582
"CANDIDATE",4164922,"K03864.01",-0.2865,0,-6.196e-05,1.67161904761905
"CANDIDATE",4164922,"K03864.02",3.269,0,-6.544e-05,-0.301299212598425
"FALSE POSITIVE",5535890,"K03865.01",1.63,0.001967,0.006474,-42.9859747545582
"FALSE POSITIVE",5215980,"K03866.01",1.512,-0.00377,0.0005359,123.866666666667
"CANDIDATE",9353742,"K03867.01",0.1625,-0.0001877,-2.981e-05,1.28047619047619
"FALSE POSITIVE",9178185,"K03868.01",1.497,0.0005606,0.0005907,-9.635
"FALSE POSITIVE",6290382,"K03869.01",3.091,0.0005726,-0.0003538,0.11758125
"FALSE POSITIVE",8258160,"K03870.01",11.35,0.001404,-0.002679,35.0288683602771
"FALSE POSITIVE",9752982,"K03871.01",0.3959,-0.0007283,0.0007965,-0.573364928909953
"FALSE POSITIVE",4666008,"K03872.01",1.123,0.006525,0.0002962,-80.0045662100457
"FALSE POSITIVE",8430105,"K03873.01",21.55,0.0005095,-0.0005907,1.67822410147992
"FALSE POSITIVE",11560037,"K03874.01",0.2833,-0.0002745,-4.094e-05,0.457864406779661
"CANDIDATE",11911561,"K03875.01",2.884,6.705e-05,0,-1.04779874213836
"CANDIDATE",3440118,"K03876.01",-1.474,8.289e-05,9.911e-05,0.803913043478261
"FALSE POSITIVE",9159265,"K03877.01",0.7901,-0.000522,-0.0008631,1.49144876325088
"CANDIDATE",4472818,"K03878.01",33.45,0.0002566,0.0001108,-3.42573913043478
"CANDIDATE",4472818,"K03878.02",7.822,-2.878e-05,6.248e-05,-0.0758911290322581
"FALSE POSITIVE",5560830,"K03879.01",0.4344,0,0,2.05822222222222
"FALSE POSITIVE",4147444,"K03880.01",0.6118,-1.026e-05,2.867e-05,0.128936218678815
"FALSE POSITIVE",9592850,"K03883.01",0.2055,-0.02249,0.01485,0
"FALSE POSITIVE",4579313,"K03884.01",1.059,-0.01919,-0.01353,64.4688856729378
"FALSE POSITIVE",11614528,"K03885.01",-0.35,0.00014,-0.003592,-1.03445544554455
"FALSE POSITIVE",8848288,"K03886.01",2.881,-0.0001255,-2.758e-05,2.66484284051222
"FALSE POSITIVE",5308419,"K03887.01",0.625,0.002143,-5.409e-05,-114.397315436242
"FALSE POSITIVE",8260198,"K03888.01",0.5928,0.002793,-0.001713,-49.90625
"FALSE POSITIVE",10733174,"K03889.01",90.72,8.397e-05,0.001134,-1.82389105058366
"CANDIDATE",8564976,"K03890.01",51.41,-0.0007924,-0.001151,0.483153153153153
"CANDIDATE",8765560,"K03891.01",28.46,0.000107,-0.0001126,-3.90463829787234
"CANDIDATE",11760860,"K03892.01",0.3,-2.017e-05,3.031e-05,0.485864197530864
"CANDIDATE",3728432,"K03893.01",2.517,-9.577e-05,-6.746e-05,1.32881481481481
"FALSE POSITIVE",5473535,"K03894.01",0.8333,0.0005686,-0.0001255,-30.4279279279279
"FALSE POSITIVE",12106934,"K03895.01",2.961,-0.01078,-0.03807,-0.587902298850575
"FALSE POSITIVE",6222898,"K03896.01",3.753,-0.006677,0.009984,2.16835714285714
"FALSE POSITIVE",9161118,"K03898.01",0.6597,0,0,0
"FALSE POSITIVE",3556229,"K03899.01",0.3967,-0.02222,-0.04997,-0.0384507462686567
"FALSE POSITIVE",11911580,"K03900.01",21.41,-0.006861,0.002719,8.39019607843137
"CANDIDATE",9480535,"K03901.01",30.54,0.0001829,0.000129,-0.220238372093023
"FALSE POSITIVE",10583225,"K03902.01",1.348,0.000943,-0.0006411,-4.25191082802548
"FALSE POSITIVE",5215251,"K03903.01",1.362,0,0,0
"FALSE POSITIVE",5480736,"K03904.01",4.052,0.001879,0.0125,0.871505102040816
"FALSE POSITIVE",8487748,"K03905.01",0.3313,0.0004305,-0.0004938,-5.23848484848485
"FALSE POSITIVE",9892856,"K03906.01",1.207,0.00152,-0.01237,-11.9093430656934
"CANDIDATE",7137213,"K03907.01",-7.128,-0.0001458,4.014e-05,-0.830506329113924
"CANDIDATE",10363115,"K03908.01",-10.16,6.948e-05,-9.283e-06,0.1605
"CANDIDATE",5966810,"K03909.01",42.15,-0.0001319,3.078e-05,-0.446922110552764
"FALSE POSITIVE",10491062,"K03910.01",0.4836,0.04317,-0.0009664,0
"CANDIDATE",9761615,"K03911.01",1.294,0.000112,-1.885e-05,1.03848780487805
"FALSE POSITIVE",4058881,"K03912.01",0.5177,0.006458,0.01306,-79.175487465181
"CANDIDATE",10281221,"K03913.01",0.2969,-7.441e-05,5.556e-05,-1.01066152149945
"FALSE POSITIVE",5471496,"K03914.01",4.899,0.001194,0.0003366,-6.15960912052117
"FALSE POSITIVE",4544620,"K03915.01",1.431,-5.783e-05,0.0007242,-14.5342372881356
"CANDIDATE",5784777,"K03916.01",0.6063,-2.293e-05,9.8e-05,0.0694
"FALSE POSITIVE",11466960,"K03917.01",0.276,1.081e-05,-0.0003784,-5.24980289093298
"FALSE POSITIVE",3124420,"K03918.01",0.475,0,0,7.42915492957747
"FALSE POSITIVE",4649440,"K03919.01",12.42,0,-5.829e-05,1.59664634146341
"FALSE POSITIVE",2437488,"K03920.01",1.056,0.02636,0.01781,-94.1031746031746
"FALSE POSITIVE",10083623,"K03921.01",0.7219,-0.002377,0.0002878,4.90133495145631
"FALSE POSITIVE",7024530,"K03922.01",47.47,0.008619,-0.04535,0.939659763313609
"FALSE POSITIVE",5015459,"K03923.01",-4.302,-0.001602,-0.00178,0.125405128205128
"FALSE POSITIVE",1433980,"K03924.01",0.7969,0,0,-0.687555248618784
"CANDIDATE",10788461,"K03925.01",1.931,0.0005533,0,-4.28475991649269
"CANDIDATE",10788461,"K03925.02",1.788,0.0001905,0,-1.16569620253165
"CANDIDATE",10788461,"K03925.03",2.63,-0.0004777,0,0.50640350877193
"FALSE POSITIVE",11667548,"K03926.01",0.2755,0.02786,0.03567,-64.8331257783313
"FALSE POSITIVE",8868649,"K03927.01",1.281,-0.0003408,0.0006491,4.45771971496437
"CANDIDATE",4242692,"K03928.01",0.7385,-3.428e-05,-1.693e-05,2.58846994535519
"FALSE POSITIVE",8781480,"K03929.01",2.317,0,0.05157,8.5379970544919
"FALSE POSITIVE",11607176,"K03930.01",2.077,0.0009098,0.00736,-26.1038575667656
"FALSE POSITIVE",10661718,"K03931.01",0.8446,-0.0003168,0.0005276,-6.93767123287671
"FALSE POSITIVE",6137681,"K03932.01",3.856,-0.083,0.000618,0
"CANDIDATE",11244682,"K03933.01",1.869,0.0002756,-6.513e-05,-0.947857142857143
"FALSE POSITIVE",9655419,"K03934.01",0.9621,-4.923e-06,2.227e-05,-0.165807327001357
"CANDIDATE",5895158,"K03935.01",0.5572,7.83e-05,-0.0001354,-0.344362850971922
"FALSE POSITIVE",4947556,"K03936.01",-34.91,-0.0004561,0.0003533,0.140914634146341
"CANDIDATE",4947556,"K03936.02",0.4094,-0.0003061,-3.532e-05,1.26641700404858
"FALSE POSITIVE",7362696,"K03937.01",2.141,4.271e-05,0.0005277,0.546416666666667
"FALSE POSITIVE",3865595,"K03938.01",2.788,-0.0005032,-0.0001101,11.646186440678
"CANDIDATE",9593528,"K03939.01",1.39,0.002165,0.0007168,-2.74669464847849
"FALSE POSITIVE",5195945,"K03940.01",4.05,0.001785,0.0004502,-24.1785714285714
"FALSE POSITIVE",8552587,"K03941.01",0.6594,0.0001743,0.0003127,-3.6751677852349
"FALSE POSITIVE",6019872,"K03942.01",0.7401,0.001175,-0.04012,-1.91974789915966
"CANDIDATE",7679812,"K03943.01",5.577,6.143e-07,9.689e-05,-1.27923287671233
"FALSE POSITIVE",4864734,"K03944.01",0.925,-0.001638,-0.000351,34.6905172413793
"FALSE POSITIVE",3121340,"K03945.01",0.3552,3.405e-05,-0.0004755,3.50974212034384
"CANDIDATE",8636434,"K03946.01",211.4,-5.025e-05,-4.144e-05,0.642677419354839
"FALSE POSITIVE",5952366,"K03947.01",0.4588,-0.0007173,-0.0004969,19.1170616113744
"FALSE POSITIVE",5952366,"K03947.02",9.42,-0.00135,-0.003158,16.7821501014199
"FALSE POSITIVE",6045250,"K03948.01",0.4542,0,0,0
"FALSE POSITIVE",5598595,"K03949.01",0.3292,-6.78e-05,-0.0007216,-1.86662735849057
"FALSE POSITIVE",4544572,"K03950.01",1.429,-0.0031,-0.002087,5.90607843137255
"FALSE POSITIVE",5738634,"K03951.01",1.526,2.823e-06,-0.0001303,-2.61085106382979
"FALSE POSITIVE",10152836,"K03952.01",-36.32,0.01051,0.005104,-1.50131233595801
"FALSE POSITIVE",10651816,"K03953.01",1.594,-0.0003262,-0.001232,2.63622974963181
"FALSE POSITIVE",8030339,"K03954.01",0.2431,0.000953,0,-11.0674855491329
"CANDIDATE",8030339,"K03954.02",-0.3042,-0.0008209,0,0.428926829268293
"FALSE POSITIVE",9899414,"K03955.01",-0.2208,0.0002283,-0.0007961,-17.7096
"FALSE POSITIVE",5471059,"K03956.01",1.856,0.0006221,-0.0002477,1.4889756097561
"FALSE POSITIVE",5471059,"K03956.02",1.699,0.0001901,-4.041e-05,-0.146822857142857
"FALSE POSITIVE",7458309,"K03957.01",0.444,0,0,-35.654
"FALSE POSITIVE",7777372,"K03958.01",0.8848,6.476e-05,0.000311,1.18696911196911
"FALSE POSITIVE",9282769,"K03959.01",0.6879,0,-0.0002531,-6.36192307692308
"FALSE POSITIVE",7777416,"K03960.01",2.438,0,0.0001303,-26.294495412844
"FALSE POSITIVE",7597005,"K03961.01",0.3483,-0.002006,-0.001488,12.9184397163121
"FALSE POSITIVE",5479717,"K03962.01",0.1813,0.1352,0.001132,-83.8372093023256
"FALSE POSITIVE",3764714,"K03963.01",-1.24,6.748e-05,-0.0004473,-0.576285714285714
"FALSE POSITIVE",9957351,"K03964.01",0.4906,0.00236,-0.001338,-2.42401171303075
"FALSE POSITIVE",5385575,"K03965.01",4.865,-0.00103,-0.001145,1.19280550774527
"CANDIDATE",3732035,"K03966.01",30.47,-6.617e-05,-0.0002273,-0.480995670995671
"FALSE POSITIVE",5385697,"K03967.01",4.899,0.0004176,-0.0001382,-6.29547325102881
"FALSE POSITIVE",5385697,"K03967.02",-1.601,0.0003626,4.798e-05,-3.368410041841
"FALSE POSITIVE",8823833,"K03968.01",0.5586,7.376e-05,5.068e-05,-5.88396226415094
"FALSE POSITIVE",5475494,"K03969.01",0.3695,-0.0009001,-0.0007002,14.7356846473029
"FALSE POSITIVE",9412445,"K03970.01",2.575,-0.001887,-0.001743,17.834219269103
"FALSE POSITIVE",6057684,"K03972.01",0.3528,0.001137,0,-78.3582295988935
"FALSE POSITIVE",11568224,"K03973.01",0.4319,2.736e-05,6.392e-06,-0.82406374501992
"FALSE POSITIVE",7938883,"K03974.01",0.4888,-0.00661,0,-3.02743628185907
"CANDIDATE",9280239,"K03975.01",-42.32,0.0008924,-0.001447,0.00406537634408602
"FALSE POSITIVE",4544571,"K03976.01",1.438,-0.004032,0.003222,5.21963927855711
"FALSE POSITIVE",3245661,"K03977.01",0.3494,0,0,-113.666176470588
"FALSE POSITIVE",10090219,"K03978.01",0.6446,-0.0005181,0.0005057,34.4243421052632
"FALSE POSITIVE",9899217,"K03979.01",0.4427,0.0004545,0.000216,-3.40493273542601
"CANDIDATE",6750902,"K03980.01",0.4688,1.258e-06,9.218e-05,-1.14006711409396
"FALSE POSITIVE",5895588,"K03981.01",0.3149,-0.002186,0,30.322962962963
"FALSE POSITIVE",5303557,"K03982.01",1.436,-0.001651,0.01169,63.5677603423681
"FALSE POSITIVE",10227863,"K03983.01",2.661,0.0002264,-0.0003312,-10.9943708609272
"CANDIDATE",8036287,"K03984.01",0.9445,-1.948e-05,1.971e-05,0.71321186440678
"FALSE POSITIVE",9602562,"K03985.01",1.568,0.0001111,1.788e-05,0.554490196078431
"FALSE POSITIVE",10668665,"K03986.01",4.721,0.04605,-0.002872,-116.197387518142
"FALSE POSITIVE",10407020,"K03987.01",0.5858,-1.936e-06,8.424e-05,-4.66375968992248
"FALSE POSITIVE",5385491,"K03988.01",4.83,2.823e-05,-2.06e-05,-3.28710526315789
"FALSE POSITIVE",5551504,"K03989.01",-0.25,-9.377e-05,0.0007341,10.5879432624113
"FALSE POSITIVE",6421503,"K03990.01",1.097,0.002867,-0.002963,-150.813793103448
"CANDIDATE",10352333,"K03991.01",0.6094,0.0001251,-8.311e-05,1.82045751633987
"FALSE POSITIVE",3228988,"K03992.01",0.2059,0.000152,-5.783e-05,-5.83731617647059
"FALSE POSITIVE",2970804,"K03993.01",-0.1714,0.0007068,0.000854,-8.3525
"FALSE POSITIVE",7552701,"K03994.01",0.793,-0.0005593,-0.000616,32.2173652694611
"FALSE POSITIVE",7418173,"K03995.01",0.3306,-0.0007982,0.0006222,43.514915693904
"FALSE POSITIVE",3228804,"K03996.01",-0.1563,8.344e-05,-0.0001009,-4.75014662756598
"FALSE POSITIVE",2442359,"K03997.01",0.1594,-0.0004437,-0.0005957,73.9248971193416
"FALSE POSITIVE",7707742,"K03998.01",0.3906,0,0,1.12149425287356
"FALSE POSITIVE",2010191,"K03999.01",1.706,0.0003857,-0.002572,-20.7061403508772
"FALSE POSITIVE",5471675,"K04000.01",0.4656,-0.0001635,0.0001319,0.708685714285714
"FALSE POSITIVE",9851943,"K04001.01",0.3395,0.0002977,0.0006595,-0.546991803278689
"CANDIDATE",5773121,"K04002.01",0.3469,1.572e-05,-0.0002217,-0.954636363636364
"FALSE POSITIVE",2708420,"K04003.01",0.5245,0.0001455,3.293e-05,-5.95694200351494
"CANDIDATE",4814502,"K04004.01",3.448,2.268e-05,-1.911e-05,-0.0612145454545454
"CANDIDATE",8142787,"K04005.01",71.27,-0.0005665,0.0001514,-0.462838983050847
"FALSE POSITIVE",5471690,"K04006.01",4.803,0.0002013,0,-3.67646408839779
"CANDIDATE",8376848,"K04007.01",-1.984,0.0003557,-0.0002551,-0.579700176366843
"FALSE POSITIVE",5350447,"K04008.01",29.52,-0.0008546,-0.002379,0.710454545454545
"CANDIDATE",8934103,"K04009.01",110.4,-0.000349,-0.0001667,-1.14052845528455
"CANDIDATE",8934103,"K04009.02",-18.29,7.384e-05,-0.0001203,-0.0725663026521061
"FALSE POSITIVE",5288577,"K04010.01",0.6266,0.0002564,0.0003329,-11.9840823970037
"CANDIDATE",11969988,"K04011.01",0.5381,-3.179e-05,0.0001282,2.00989090909091
"FALSE POSITIVE",4832225,"K04013.01",0.3254,0,0,-5.13598615916955
"CANDIDATE",9009953,"K04014.01",90.23,3.381e-05,0.0005133,-1.44089805825243
"CANDIDATE",8282846,"K04015.01",75.94,-0.000232,-0.000311,0.246091428571429
"CANDIDATE",5938970,"K04016.01",14.58,-0.0006371,-0.0004937,0.7136953125
"FALSE POSITIVE",8381693,"K04017.01",2.922,4.197e-05,-4.423e-05,2.90357698289269
"FALSE POSITIVE",4929299,"K04018.01",0.4312,0.0001068,0.0002026,0.29915625
"FALSE POSITIVE",7038096,"K04020.01",0.5781,2.247e-05,5.241e-05,-1.93105335157319
"CANDIDATE",11967788,"K04021.01",1.805,-1.425e-05,4.338e-05,3.16446428571429
"CANDIDATE",11967788,"K04021.02",2.82,6.614e-06,8.105e-05,0.280934782608696
"CANDIDATE",7733731,"K04022.01",2.045,-5.421e-06,1.145e-05,-0.48232741617357
"FALSE POSITIVE",6862332,"K04023.01",47.93,0.004907,-0.005185,-52.5286713286713
"CANDIDATE",10714072,"K04024.01",4.142,-3.101e-05,3.05e-05,1.09043636363636
"FALSE POSITIVE",10992011,"K04025.01",0.487,0.001154,0.00027,-5.28034722222222
"FALSE POSITIVE",4067110,"K04026.01",0.5018,0,0,-154.008810572687
"FALSE POSITIVE",8694309,"K04027.01",0.4263,-0.004991,0,177.997010463378
"FALSE POSITIVE",7818447,"K04028.01",0.6198,0,0,0.63906432748538
"FALSE POSITIVE",11569475,"K04029.01",0.6633,7.263e-05,1.938e-05,0.522311475409836
"FALSE POSITIVE",9551430,"K04030.01",1.533,3.27e-05,-0.000125,0.222714078374456
"FALSE POSITIVE",3228986,"K04031.01",0.3684,0.0001253,9.525e-05,-7.40595813204509
"CANDIDATE",7100673,"K04032.01",0.6719,4.256e-05,-7.88e-06,-0.200540897097625
"CANDIDATE",7100673,"K04032.02",1.495,-1.341e-05,-4.777e-05,0.519228486646884
"CANDIDATE",7100673,"K04032.03",1.62,8.335e-06,1.08e-05,-0.826763005780347
"CANDIDATE",7100673,"K04032.04",1.125,2.592e-05,-3.923e-05,1.41292479108635
"CANDIDATE",7100673,"K04032.05",0.349,9.807e-06,-5.014e-05,-0.446267087276551
"FALSE POSITIVE",4138557,"K04033.01",0.4708,0,0,12.8851239669421
"CANDIDATE",10089911,"K04034.01",3.48,-7.903e-05,6.808e-06,0.301243816254417
"FALSE POSITIVE",10089911,"K04034.02",-2.863,-0.0001734,-0.0001049,0.173975576662144
"FALSE POSITIVE",3247404,"K04035.01",4.405,0.0004815,0.0005045,-31.0297297297297
"CANDIDATE",11415243,"K04036.01",67.12,-4.069e-05,-0.0001841,2.70502645502645
"CANDIDATE",8264402,"K04037.01",73.2,8.323e-05,1.656e-05,0.284355608591885
"FALSE POSITIVE",7773179,"K04038.01",-0.5313,0.0002484,-0.0003386,-17.4985507246377
"FALSE POSITIVE",11145831,"K04039.01",1.034,-0.004302,-0.00841,0
"FALSE POSITIVE",11444952,"K04040.01",0.2377,0,0,187.468175388967
"FALSE POSITIVE",8647295,"K04041.01",0.5158,-0.001461,0.00147,91.4315151515151
"FALSE POSITIVE",3444098,"K04042.01",-0.1673,-0.001118,0.0002428,10.7928229665072
"FALSE POSITIVE",5112567,"K04043.01",1.132,-0.0006725,-0.0001691,22.5906432748538
"FALSE POSITIVE",5201115,"K04044.01",0.5438,2.107e-05,-8.398e-05,0.280792079207921
"FALSE POSITIVE",2708203,"K04045.01",0.9445,0.0001015,-0.000127,-2.52749287749288
"FALSE POSITIVE",4150496,"K04046.01",6.299,-0.001402,-8.949e-05,-1.30251445086705
"FALSE POSITIVE",4150496,"K04046.02",5.942,-0.0007916,-0.0006275,-1.68536585365854
"CANDIDATE",9655005,"K04047.01",0.6564,3.528e-06,3.022e-06,-0.292269767441861
"FALSE POSITIVE",10272389,"K04048.01",2.261,0.0002577,8.973e-05,1.04452296819788
"FALSE POSITIVE",4679687,"K04049.01",0.4467,-0.001906,-0.003124,6.60298879202989
"FALSE POSITIVE",7968683,"K04050.01",-3.467,-0.003777,-0.003998,-6.63504273504273
"CANDIDATE",10360722,"K04051.01",3.072,-0.0009286,-0.00176,1.06280087527352
"FALSE POSITIVE",9091755,"K04052.01",0.7523,0.0004219,0,0
"CANDIDATE",1718958,"K04053.01",0.5916,3.637e-05,8.461e-06,1.81404432132964
"CANDIDATE",6428794,"K04054.01",107.1,0.0004675,-0.0004264,-1.16317507418398
"FALSE POSITIVE",3228825,"K04055.01",0.3716,4.279e-06,4.533e-05,-3.1509954058193
"CANDIDATE",4673628,"K04056.01",-0.7201,3.339e-05,-9.376e-05,1.1978893442623
"FALSE POSITIVE",3757407,"K04057.01",-2.033,0.002875,0.001866,-83.7977207977208
"FALSE POSITIVE",4769931,"K04058.01",0.4414,3.877e-05,3.829e-05,-0.419333333333333
"FALSE POSITIVE",9220612,"K04059.01",0.5042,0.0007455,-0.0006097,-124.584010840108
"CANDIDATE",9086154,"K04060.01",44.45,-5.573e-05,7.83e-05,-1.25314225053079
"FALSE POSITIVE",6806695,"K04061.01",0.4351,0.0003836,0.0001791,-62.0340063761955
"FALSE POSITIVE",11858979,"K04062.01",1.531,-0.001109,-0.0008218,7.53436464088398
"FALSE POSITIVE",5900390,"K04063.01",0.2042,0.0004174,-9.306e-05,0
"FALSE POSITIVE",5444334,"K04064.01",0.2604,6.931e-05,-5.926e-05,8.17467248908297
"CANDIDATE",8686373,"K04066.01",-1.71,0.0001667,0.000317,-0.201217564870259
"CANDIDATE",5530112,"K04067.01",1.429,-0.0004907,-0.0002436,-2.63929032258065
"CANDIDATE",6226908,"K04068.01",1.866,0.0002615,0.00102,2.54856481481482
"CANDIDATE",5906694,"K04069.01",6.755,0.0004519,-8.548e-05,1.01004149377593
"FALSE POSITIVE",10186945,"K04070.01",0.3563,5.31e-05,0.0001075,-1.11104683195592
"FALSE POSITIVE",2708286,"K04071.01",1.074,0.0002226,-0.0001721,-2.55871287128713
"CANDIDATE",6755944,"K04072.01",0.375,9.239e-06,0,0.369716981132076
"FALSE POSITIVE",10419797,"K04073.01",-2.057,2.424e-05,-0.0001309,0.0293002207505519
"FALSE POSITIVE",7777471,"K04075.01",0.4625,-0.0002002,-1.31e-05,3.45281899109792
"CANDIDATE",9455677,"K04076.01",-15.1,0.0002457,-6.06e-05,0.666445086705202
"FALSE POSITIVE",7690855,"K04077.01",0.7824,0,0,0
"FALSE POSITIVE",5649837,"K04078.01",0.4448,0,0,0
"FALSE POSITIVE",5036480,"K04080.01",0.3068,-1.376e-05,-0.0001916,0.166069518716578
"FALSE POSITIVE",6592832,"K04082.01",0.4509,0.000223,0.0002146,-3.66855791962175
"FALSE POSITIVE",8524346,"K04083.01",0.613,-0.0003562,-8.299e-05,1.40264808362369
"CANDIDATE",3937814,"K04084.01",158.5,-8.17e-05,-0.0005266,-0.56172268907563
"FALSE POSITIVE",5041847,"K04085.01",0.4972,0,0,-64.486301369863
"FALSE POSITIVE",3836558,"K04086.01",0.9667,0.0001791,-0.000133,-1.05714285714286
"CANDIDATE",6106282,"K04087.01",63.85,0.0009921,-9.928e-05,0.939402390438247
"FALSE POSITIVE",4946584,"K04088.01",0.4579,-0.0004742,0.0006188,36.9898089171975
"FALSE POSITIVE",11972872,"K04089.01",0.2667,1.279e-05,0.000105,-0.397757255936675
"FALSE POSITIVE",9899233,"K04090.01",0.6539,-0.0001512,-3.862e-05,-8.57959866220736
"CANDIDATE",3103227,"K04091.01",139,-0.0002046,-0.0006637,-1.22352
"CANDIDATE",4850961,"K04092.01",-3.192,-0.0002976,0.000762,-0.264868804664723
"FALSE POSITIVE",8521059,"K04093.01",0.27,-0.0005305,-0.0003604,57.2661654135338
"FALSE POSITIVE",8128247,"K04094.01",-0.8378,-5.087e-05,-4.547e-05,1.06336917562724
"FALSE POSITIVE",6276994,"K04095.01",0.5542,0.0001008,-0.0001271,-14.7435233160622
"FALSE POSITIVE",9674564,"K04096.01",3.678,0,0.001957,5.93615384615385
"CANDIDATE",5688683,"K04097.01",1.147,-0.0002233,-1.148e-05,-1.46881278538813
"FALSE POSITIVE",5688683,"K04097.02",0.7375,-3.922e-05,-3.062e-05,-0.446631578947368
"CANDIDATE",8222627,"K04098.01",0.5219,4.678e-05,0,-0.11065
"CANDIDATE",8951205,"K04099.01",0.8938,0.0002442,0.0002491,-0.364549295774648
"FALSE POSITIVE",5700900,"K04100.01",172.9,-0.001793,0.002163,9.27052023121387
"FALSE POSITIVE",2708278,"K04102.01",1.408,-8.583e-05,0.0002772,-5.06013513513514
"CANDIDATE",3747817,"K04103.01",8.419,0.0005842,-0.001483,-0.152691428571429
"CANDIDATE",3747817,"K04103.02",2.443,0.0004516,-0.0002189,0.718967971530249
