"koi_disposition","kepid","kepoi_name","tce_incl","tce_slogg_prov","wst_depth","tce_albedo_stat","tce_fwm_prao","tce_ingress_sn"
"CANDIDATE",9958387,"K02677.01",89.29,5,49.36,1.28,-0.0001106,5.27204502814259
"CANDIDATE",6779260,"K02678.01",84.8,23,7.332,0.8417,1.134e-05,2.38555291319857
"CANDIDATE",6779260,"K02678.02",82.55,23,4.046,0.9544,-4.097e-05,0.446435331230284
"CANDIDATE",6716021,"K02679.01",89.33,5,160.2,1.311,-0.0006004,193.04655274013
"FALSE POSITIVE",8326342,"K02680.01",87.25,7,98.99,1.277,0.0002609,53.9000876424189
"CANDIDATE",6878240,"K02681.01",89.6,16,193.9,2.611,0.002281,5.27237354085603
"CANDIDATE",6878240,"K02681.02",89.86,16,140.2,0.4179,8.139e-05,0.0949941245593419
"FALSE POSITIVE",2436378,"K02682.01",87.67,15,5417,0.7737,-0.01122,40.3576341127923
"CANDIDATE",7899070,"K02683.01",89.74,7,121.3,2.33,-0.001346,3.6600081532817
"FALSE POSITIVE",4035667,"K02684.01",82.93,7,16.98,0.01714,-0.001759,1.1956119807716
"FALSE POSITIVE",9612825,"K02685.01",69.5,13,182.6,3.069,0,2.18515178839796
"CANDIDATE",7826659,"K02686.01",89.86,32,131.9,2.57,-0.0001818,1.20552845528455
"CANDIDATE",7202957,"K02687.01",72.46,23,3.296,1.16,0,1.36038473098888
"CANDIDATE",7202957,"K02687.02",84.07,23,7.604,2.067,0,1.11964735516373
"CANDIDATE",8892303,"K02688.01",89.98,13,207.1,1.522,-0.001677,0.537460317460318
"CANDIDATE",10265602,"K02689.01",89.75,67,299.9,2.117,-0.0003354,27.9329608938548
"CANDIDATE",5369827,"K02690.01",85.93,23,16.55,1.449,-8.626e-06,0.677007299270073
"CANDIDATE",4552729,"K02691.01",88.7,67,113.4,2.509,0.0003538,5.8787647731605
"FALSE POSITIVE",2989706,"K02692.01",78.84,7,39.74,0.6633,-4.618e-05,0.755937342091966
"CANDIDATE",5185897,"K02693.01",82.44,16,13.78,1.58,6.164e-06,0.487927565392354
"CANDIDATE",5185897,"K02693.02",87.62,16,17.21,1.209,-9.099e-06,0.373041168658699
"CANDIDATE",5185897,"K02693.03",85.82,16,20.53,1.477,-0.0001183,0.400774102744546
"CANDIDATE",9475552,"K02694.01",65.27,7,8.668,-1.018,2.814e-05,0.475526852481305
"CANDIDATE",9475552,"K02694.02",86.3,7,49.53,0.7719,0.0003502,0.301584681413008
"CANDIDATE",5196864,"K02695.01",78.63,7,78.85,0.3693,-0.000252,15.1159507965316
"CANDIDATE",11071200,"K02696.01",89.07,5,84.81,1.841,-0.0001754,3.88888888888889
"CANDIDATE",11071200,"K02696.02",87.57,5,56.97,1.737,4.371e-05,2.3503870750589
"FALSE POSITIVE",6627507,"K02697.01",76.33,5,30.93,-0.5584,-0.005844,19.483543232088
"CANDIDATE",5128673,"K02698.01",88.43,32,84.35,3.018,-4.703e-05,3.25242718446602
"CANDIDATE",6690836,"K02699.01",62.2,7,5.101,-3.221,-2.482e-05,0.489845653939886
"CANDIDATE",8639908,"K02700.01",64.37,7,18.58,0.6705,0.0003246,0.616457461645746
"FALSE POSITIVE",5481148,"K02701.01",88.75,7,111.5,1.878,-0.005793,2.94183564567769
"FALSE POSITIVE",6307063,"K02702.01",87.43,32,133.8,0.3078,-0.003955,11.5593980147294
"CANDIDATE",5871985,"K02703.01",89.47,67,174.4,2.771,-0.000206,4.28419711129991
"CANDIDATE",9730163,"K02704.01",88,13,304.4,1.606,-0.0003446,0.781370284834488
"CANDIDATE",9730163,"K02704.02",88.37,13,331.5,0.5725,-0.0005394,0.133142530051517
"CANDIDATE",11453592,"K02705.01",85.41,13,23.99,1.56,-0.0004151,0.606295399515739
"CANDIDATE",9697131,"K02706.01",68.37,73,4.971,0.5807,-5.069e-05,1.61382681564246
"CANDIDATE",5480640,"K02707.01",89.11,26,116.6,2.02,0.0002936,0.71559951414194
"CANDIDATE",5480640,"K02707.02",88.55,26,93.71,1.561,-0.0003734,0.417836498761354
"CANDIDATE",5480640,"K02707.03",86.9,26,35.21,0.8507,8.308e-05,0.203831417624521
"CANDIDATE",5175986,"K02708.01",65.27,7,17.74,0.4538,-9.929e-05,0.164681933842239
"FALSE POSITIVE",4180401,"K02709.01",84.47,7,228.1,1.218,0.001701,18.2074613284804
"FALSE POSITIVE",6350476,"K02710.01",70.9,7,30.74,0.7591,0.006933,0.356592987804878
"CANDIDATE",5272233,"K02711.01",84.81,16,17.07,1.639,-0.0001491,0.714643652561247
"CANDIDATE",5272233,"K02711.02",86.57,16,20.86,1.438,4.778e-05,0.513111608570515
"CANDIDATE",11098013,"K02712.01",78.93,23,16.64,2.009,-0.0001676,1.91274842462433
"FALSE POSITIVE",5443604,"K02713.01",84.53,7,233.8,0.4847,-0.06457,16.0526315789474
"CANDIDATE",12206313,"K02714.01",83.81,16,12.18,1.813,-6.962e-05,0.778263872898918
"CANDIDATE",12206313,"K02714.02",85.06,16,18.25,1.905,-2.799e-05,3.31362945448404
"CANDIDATE",12206313,"K02714.03",89.3,16,78.92,2.442,9.402e-05,0.840690258847068
"CANDIDATE",9837661,"K02715.01",88.3,7,591.2,3.936,0.002879,2.05622071837585
"CANDIDATE",9837661,"K02715.02",79.77,7,185.6,2.695,-0.0005966,1.39415481832543
"CANDIDATE",9837661,"K02715.03",86.28,7,198.9,0.8319,0.0003928,0.198164251207729
"CANDIDATE",9092504,"K02716.01",65.42,7,18.11,0.3826,-3.894e-05,0.322553191489362
"CANDIDATE",9092504,"K02716.02",85.87,7,51.7,0.7888,-0.0003368,0.171039844509232
"CANDIDATE",9467404,"K02717.01",65.86,23,5.179,-1.606,2.541e-05,0.602890173410405
"FALSE POSITIVE",5308666,"K02718.01",59.09,14,1.351,0,0.0002706,0.331269349845201
"CANDIDATE",5184911,"K02719.01",84.69,7,56.17,1.267,1.074e-05,0.338042381432896
"CANDIDATE",5184911,"K02719.02",89.26,7,205.6,1.469,0.0002338,0.407779456193353
"CANDIDATE",8176564,"K02720.01",81.68,73,5.495,1.969,-0.0001076,0.59689349112426
"CANDIDATE",6587105,"K02721.01",87.77,26,73.36,2.074,-0.0001787,1.31465919701214
"CANDIDATE",7673192,"K02722.01",81.28,23,13.81,1.792,6.672e-06,0.646781354051054
"CANDIDATE",7673192,"K02722.02",78.66,23,18.75,1.713,-2.096e-05,0.413229376257545
"CANDIDATE",7673192,"K02722.03",84.45,23,34.83,2.107,2.732e-05,0.516882606988614
"CANDIDATE",7673192,"K02722.04",83.46,23,24.9,1.664,2.553e-05,0.375851498637602
"CANDIDATE",7673192,"K02722.05",86.28,23,25.35,0.9835,-6.323e-05,0.194175715695953
"CANDIDATE",3346154,"K02723.01",83.89,7,5.397,-0.3997,4.096e-05,0.414666666666667
"FALSE POSITIVE",5308387,"K02724.01",50.45,7,9.158,-0.7893,8.663e-05,0.458205128205128
"FALSE POSITIVE",6233573,"K02725.01",71.96,7,66.18,0.3597,-3.415e-05,0.321935235158057
"FALSE POSITIVE",10363281,"K02726.01",59.66,5,8.848,-1.563,-0.005259,0.504332129963899
"FALSE POSITIVE",4861527,"K02727.01",79.56,7,124.9,0.3813,0.01285,2.58677218767665
"CANDIDATE",4178606,"K02728.01",88.18,5,81.72,1.657,0.0001039,3.00393922341024
"CANDIDATE",12008872,"K02729.01",81.22,7,3.253,0.2451,-0.0001229,3.60676749551397
"CANDIDATE",8415200,"K02730.01",81.03,26,11.57,1.085,-3.373e-05,0.309293320425944
"FALSE POSITIVE",4072333,"K02731.01",75.73,7,22.98,0.7261,-0.00287,0.321260583254939
"CANDIDATE",9886361,"K02732.01",71.01,23,10.02,2.202,8.677e-05,1.93392314072436
"CANDIDATE",9886361,"K02732.02",81.86,23,9.229,1.671,1.573e-05,0.841717259323504
"CANDIDATE",9886361,"K02732.03",88.57,23,26.73,1.716,0.000113,0.492492492492492
"CANDIDATE",9886361,"K02732.04",88.42,23,45.39,0.9471,0.0001112,0.185701438848921
"CANDIDATE",5953297,"K02733.01",83.45,26,28.38,1.415,8.98e-05,0.360284723489688
"CANDIDATE",7659389,"K02734.01",87.48,7,69.85,0.5894,-7.14e-07,0.168833220491988
"CANDIDATE",9472074,"K02735.01",68.71,7,17.51,-0.6147,-7.433e-05,0.312798766383963
"CANDIDATE",10842192,"K02736.01",86.87,7,145.4,1.902,2.511e-05,0.571481005689117
"FALSE POSITIVE",6614629,"K02737.01",58.21,5,3.585,-6.778,-0.0001216,0.626435246995995
"FALSE POSITIVE",6630943,"K02738.01",56.63,7,18.19,0.6363,-0.001382,0.246746869629266
"CANDIDATE",4831728,"K02739.01",84.42,26,21.01,1.29,0.0002051,0.618534119629318
"CANDIDATE",4831728,"K02739.02",83.83,26,18.59,0.5531,0.0001314,0.130405481298439
"FALSE POSITIVE",3336765,"K02740.01",76.33,7,24.56,1.392,0.0001518,0.315018587360595
"FALSE POSITIVE",5513893,"K02741.01",62.6,5,0.8595,-4.52,8.098e-06,0.478998384491115
"CANDIDATE",5980208,"K02742.01",73.74,7,31.37,0.5666,0,0.239497135582432
"CANDIDATE",8095441,"K02743.01",88.07,32,28.98,0.923,-0.0001014,0.208712871287129
"CANDIDATE",5881813,"K02744.01",89.41,26,122.6,1.371,0.00068,0.996019383869851
"CANDIDATE",5881813,"K02744.02",87.55,26,58.35,0.4358,-0.0004243,0.0970489604292421
"CANDIDATE",12456601,"K02745.01",85,7,60.35,1.796,-2.405e-06,2.36742034943474
"FALSE POSITIVE",5302643,"K02746.01",88.56,7,432,0.4134,0.0101,22.7065767284992
"CANDIDATE",6586746,"K02747.01",80.18,7,61.13,2.593,-0.0002269,1.77365002030045
"CANDIDATE",9962455,"K02748.01",83.81,32,29.65,2.147,0.000223,1.27215504389597
"CANDIDATE",9962455,"K02748.02",86.88,32,16.63,0.628,9.203e-05,0.173733462407228
"FALSE POSITIVE",8687088,"K02749.01",65.01,13,3.186,-1.26,-0.0001741,0.549278579356271
"CANDIDATE",3663173,"K02750.01",89.67,26,428.4,2.123,0.001717,1.28407105416424
"CANDIDATE",9881077,"K02751.01",88.17,7,161,3.154,-0.0007563,1.43031440638198
"FALSE POSITIVE",5717567,"K02752.01",79.49,18,2.583,0.2029,-0.0003768,0.586806960744638
"CANDIDATE",6265792,"K02753.01",66.1,26,3.776,-0.9621,1.982e-05,0.264811490125673
"CANDIDATE",10905911,"K02754.01",87.47,23,5.927,0.6378,8.039e-05,0.210102489019034
"CANDIDATE",3545135,"K02755.01",85.69,23,9.751,1.194,-2.18e-05,0.254691075514874
"CANDIDATE",6964929,"K02756.01",53.72,26,62.32,0.9633,1.503e-05,0.241676367869616
"CANDIDATE",6432345,"K02757.01",89.8,32,179.5,1.621,0.0002652,0.418169597849221
"CANDIDATE",8703129,"K02758.01",89.64,7,100,0.9281,1.548e-05,3.85541161721688
"CANDIDATE",11076400,"K02759.01",75.71,26,12.14,0.3744,-7.376e-05,0.205346820809249
"CANDIDATE",7877978,"K02760.01",88.88,26,117.2,3.192,0.0005501,1.63820704375667
"FALSE POSITIVE",7903086,"K02761.01",77.72,7,49.68,1.085,0.01027,0.32172092137826
"CANDIDATE",8210018,"K02762.01",89.77,67,203.2,1.23,-0.000662,0.373722803221541
"FALSE POSITIVE",3834322,"K02763.01",75.67,7,142.1,0.9074,-0.0001304,0.222446340832687
"CANDIDATE",10073672,"K02764.01",79.23,54,-26.05,0,0.0001657,0.422245762711864
"FALSE POSITIVE",11188249,"K02765.01",38.91,13,5.313,-0.4578,0.0001256,17.006711409396
"FALSE POSITIVE",4677282,"K02766.01",52.96,5,14.67,-1.731,-0.004644,0.757594167679222
"FALSE POSITIVE",5097470,"K02767.01",48.69,18,2.237,-0.9691,0.0004283,0.512220488819553
"FALSE POSITIVE",9692128,"K02769.01",70.46,7,11.92,0.8429,0.0001186,0.295182326324195
"CANDIDATE",10917043,"K02770.01",89.74,67,197.4,1.378,-0.001156,0.411541701769166
"FALSE POSITIVE",11456382,"K02771.01",61.05,13,5.114,-1.087,0.007557,0.659826589595376
"FALSE POSITIVE",11966253,"K02772.01",64.72,7,-9.897,0,0.0006528,0.195343609505459
"FALSE POSITIVE",3130548,"K02773.01",74.08,7,87.99,1.137,6.711e-06,0.314208438514245
"FALSE POSITIVE",9593757,"K02774.01",74.86,15,1547,0.7467,-0.07226,17.0875214513361
"CANDIDATE",6346809,"K02775.01",87.4,7,84.04,0.3275,-0.0004748,6.72678690714763
"FALSE POSITIVE",4275117,"K02776.01",87.2,7,0.1433,-0.5752,0.001961,0.149191786806466
"FALSE POSITIVE",6545051,"K02777.01",73.02,7,10.65,0.5627,0.001657,0.227217915590009
"CANDIDATE",7769819,"K02778.01",78.28,7,27.48,0.9195,0.0001991,0.309702828499821
"CANDIDATE",11874577,"K02779.01",88.78,7,45.93,1.12,0.0007362,0.248904949627683
"CANDIDATE",12164564,"K02780.01",81.62,7,36.45,1.066,0.0003018,0.289503295290146
"FALSE POSITIVE",8190354,"K02781.01",79.08,5,13.1,1.122,-0.0001602,0.582371667329885
"FALSE POSITIVE",10275805,"K02782.01",88.82,7,330.8,0.4068,-0.03332,10.6313584679832
"CANDIDATE",5709889,"K02783.01",59.67,18,0.3535,-0.1187,-0.0003071,0.300537273337811
"FALSE POSITIVE",3119256,"K02784.01",81.71,5,12.63,1.088,-0.0003134,0.426588136306268
"CANDIDATE",10001368,"K02785.01",82.97,7,26.31,1.366,5.139e-05,0.37988136431043
"CANDIDATE",9466429,"K02786.01",87.91,7,35.91,1.993,-4.916e-05,0.79491341991342
"FALSE POSITIVE",4365442,"K02787.01",64.34,5,4.531,-0.8313,-0.00372,0.347210176351547
"FALSE POSITIVE",9943435,"K02788.01",65.5,7,27.03,1.071,-0.0003976,0.302299298519096
"CANDIDATE",8885643,"K02789.01",78.72,7,16.2,1.236,2.484e-05,0.449329652996845
"CANDIDATE",5652893,"K02790.01",86.43,48,25.84,1.49,0.0003161,0.353861613551536
"CANDIDATE",11662184,"K02791.01",85.35,26,46.1,2.482,8.603e-05,2.24634106232528
"CANDIDATE",11127479,"K02792.01",71.28,73,3.469,1.324,-3.118e-05,0.527899924184989
"CANDIDATE",9823519,"K02793.01",88.91,54,173.5,1.04,-0.001664,0.215353697749196
"CANDIDATE",9823519,"K02793.02",78.9,54,111.4,1.997,0.0006383,0.663734392735528
"FALSE POSITIVE",5428668,"K02794.01",89.38,7,43.53,0.306,0.002942,0.20037677684535
"FALSE POSITIVE",5041569,"K02795.01",58.56,7,33.65,1.524,0.0006762,0.769566573121297
"CANDIDATE",11246161,"K02796.01",79.36,26,36.86,1.003,3.476e-06,0.228571428571429
"CANDIDATE",10604521,"K02797.01",79.92,7,0,0,8.86e-05,0.293681550126369
"CANDIDATE",6697756,"K02798.01",72.32,7,8.063,0.5359,-1.092e-06,0.260270498732037
"FALSE POSITIVE",5649833,"K02799.01",55.72,7,21.3,0.6517,0.0001918,0.341067174845164
"FALSE POSITIVE",10518399,"K02800.01",67.85,7,33.23,1.33,-3.545e-05,0.389011311884824
"CANDIDATE",5905822,"K02801.01",80.13,23,4.678,1.541,3.813e-05,0.449275362318841
"CANDIDATE",5775129,"K02802.01",83.41,26,28.97,0.7033,-0.0001479,0.15480256865692
"CANDIDATE",9898447,"K02803.01",75.99,23,3.53,1.028,3.97e-05,0.346281908990011
"FALSE POSITIVE",5307568,"K02804.01",72.02,7,30.2,1.162,-0.001403,0.268231841526045
"CANDIDATE",11135308,"K02805.01",71.65,5,4.339,0.7377,6.647e-05,0.348810004033885
"CANDIDATE",7047824,"K02806.01",88.66,7,109.2,0.896,-0.0006451,0.235505713076598
"CANDIDATE",2985587,"K02807.01",84.61,7,22.93,1.168,0.00016,0.295223260643821
"FALSE POSITIVE",3730335,"K02808.01",71.66,13,12.54,-2.353,0.0003101,0.687391756148251
"FALSE POSITIVE",7428316,"K02809.01",83.72,7,122.5,2.775,-0.007662,2.13764668569616
"FALSE POSITIVE",10275766,"K02810.01",43.74,7,-0.1194,0,0.0003025,0.185376661742984
"CANDIDATE",6370120,"K02811.01",73.6,7,27.23,0.5183,0,0.145213137665968
"CANDIDATE",2442448,"K02812.01",89,7,39.75,1.542,-0.0003437,0.580005254860746
"CANDIDATE",11197853,"K02813.01",68.24,72,8.775,0,-4.64e-05,0.308885754583921
"FALSE POSITIVE",4479633,"K02814.01",74.94,7,76.15,1.045,0.0002231,0.221928091663374
"FALSE POSITIVE",9665922,"K02815.01",58.91,7,7.698,1.09,5.075e-05,0.261637931034483
"CANDIDATE",11283615,"K02816.01",86.2,7,52.49,0.7474,-1.679e-05,0.199477221807319
"CANDIDATE",7605093,"K02817.01",87.39,7,3.702,-0.7213,0.0001296,0.131892411143132
"FALSE POSITIVE",4952341,"K02818.01",29.52,7,1.115,-0.6375,0,3.06652587117212
"FALSE POSITIVE",4270565,"K02819.01",87.9,7,102.4,0.9566,0.01943,0.19562551103843
"CANDIDATE",11963206,"K02820.01",78.98,26,29.46,0.9064,-0.0002336,0.206354959526398
"CANDIDATE",4249611,"K02821.01",89.61,7,251.7,1.081,0.0005765,0.269417040358744
"CANDIDATE",8263545,"K02822.01",82.31,7,52.92,1.35,0,0.389298061025101
"FALSE POSITIVE",10341917,"K02823.01",45.46,7,-9.469,0,-0.0008552,0.39424726217179
"FALSE POSITIVE",3241604,"K02824.01",88.95,7,624.7,1.426,0.0112,21.7978326523361
"FALSE POSITIVE",9591070,"K02825.01",58.54,7,13.71,0.6577,7.924e-05,0.195059288537549
"FALSE POSITIVE",8227661,"K02826.01",73.76,13,124.7,1.258,0.004771,0.264461738002594
"CANDIDATE",7428736,"K02827.01",85.61,7,57.39,0.8871,-1.428e-05,0.194576092680358
"CANDIDATE",6436029,"K02828.01",88.92,7,158.4,2.104,-0.001129,1.25717683030406
"CANDIDATE",6436029,"K02828.02",89.89,7,373.4,1.305,0.001661,0.442400568181818
"CANDIDATE",6197215,"K02829.01",88.49,23,15.76,0.9561,-7.33e-05,0.21225611431712
"CANDIDATE",9244508,"K02830.01",88.19,26,44.46,1.592,2.208e-05,0.60089224433768
"FALSE POSITIVE",9692557,"K02831.01",70.13,5,4.455,-10.49,0.0003505,0.640197044334975
"CANDIDATE",9995402,"K02832.01",80.1,7,13.13,0.8295,-3.536e-05,0.224115814550119
"CANDIDATE",9109857,"K02833.01",78.67,23,5.722,0.1293,2.359e-05,0.347476901208245
"CANDIDATE",5609593,"K02834.01",89.71,67,212,1.022,0.0008043,0.285679414157852
"CANDIDATE",5436338,"K02835.01",86.95,7,57.57,1.365,-0.0002932,0.409003627053552
"CANDIDATE",11414465,"K02836.01",79.06,7,58.24,1.22,6.56e-05,0.307946544043684
"CANDIDATE",11565924,"K02837.01",83.5,5,31.05,1.851,6.883e-05,0.737640936686904
"CANDIDATE",6607357,"K02838.01",82.09,32,10.09,1.123,9.321e-06,0.269402447804176
"CANDIDATE",6607357,"K02838.02",78.85,32,5.62,0.8384,3.367e-05,0.237528443899877
"CANDIDATE",6186964,"K02839.01",87.48,54,59,0.7756,-0.0008424,0.203719008264463
"CANDIDATE",6467363,"K02840.01",77.24,7,10.13,0.9384,0.0001272,0.222661975960129
"CANDIDATE",6467363,"K02840.02",83.28,7,19.98,0.726,-0.0001176,0.144111043070014
"CANDIDATE",8758204,"K02841.01",89.12,26,206.6,2.515,0.0006367,1.40962904498816
"CANDIDATE",8733898,"K02842.01",88.26,54,70.36,1.264,0.0002199,0.751925488088841
"CANDIDATE",8733898,"K02842.02",88.68,54,108.5,1.054,4.204e-05,0.269441277080958
"CANDIDATE",8733898,"K02842.03",87.41,54,233.4,1.835,-0.0003719,0.508189836203276
"FALSE POSITIVE",4858610,"K02844.01",75.96,7,33.17,0.9,-0.001895,0.20909835107005
"CANDIDATE",10591855,"K02845.01",75.3,54,33.07,0.6026,-0.0004474,0.171757293521435
"FALSE POSITIVE",4832175,"K02846.01",69.17,7,21.97,0.3846,-0.001097,0.162498291649583
"FALSE POSITIVE",12935144,"K02847.01",67.07,7,28.97,0.4315,-0.001922,0.169339674814733
"CANDIDATE",7749773,"K02848.01",84.11,5,10.02,1.387,-5.99e-05,0.46705603212265
"CANDIDATE",10064256,"K02849.01",82.7,7,19.07,0.8641,-0.0003529,0.215681792204823
"FALSE POSITIVE",4075015,"K02850.01",75.29,7,52.49,0.6276,-0.0005951,0.142867962635698
"CANDIDATE",6697605,"K02851.01",83.4,26,70.25,0.9709,4.522e-05,0.23635806253832
"CANDIDATE",6697605,"K02851.02",82.48,26,25.83,0.6196,3.044e-05,0.212517006802721
"CANDIDATE",6294819,"K02852.01",53.27,7,54.3,0.6356,-0.0002192,0.203873744619799
"CANDIDATE",12602314,"K02853.01",77.3,26,30.99,0.6069,0.0001266,0.180493079584775
"FALSE POSITIVE",5513866,"K02854.01",79.2,15,20.23,0.6501,0.0002206,0.154529914529915
"CANDIDATE",4547603,"K02855.01",78.54,26,9.5,0.1868,-5.185e-05,0.190057518488085
"CANDIDATE",5688910,"K02856.01",87.31,7,131,1.864,-0.0001984,0.966754699394128
"CANDIDATE",6345732,"K02857.01",86.69,26,23.64,1.504,0.0001259,0.435323383084577
"CANDIDATE",6345732,"K02857.02",81.25,26,19.51,1.125,3.622e-05,0.239599909070243
"FALSE POSITIVE",6185496,"K02858.01",70.08,7,224.5,0.8841,0.0008152,0.214017094017094
"CANDIDATE",10397751,"K02859.01",80.43,7,15.79,0.9192,4.119e-05,0.195771599800233
"CANDIDATE",10397751,"K02859.02",76.53,7,7.823,0.7153,1.783e-05,0.182783251231527
"CANDIDATE",10397751,"K02859.03",83.74,7,22.33,0.7654,-2.853e-06,0.157103825136612
"CANDIDATE",10397751,"K02859.04",84.61,7,17.71,1.055,7.022e-05,0.240236686390533
"CANDIDATE",10397751,"K02859.05",82.6,7,12.32,0.6939,-8.63e-05,0.154477611940299
"CANDIDATE",6606438,"K02860.01",89.57,7,185.6,1.471,-0.001552,0.394867988548404
"FALSE POSITIVE",7815931,"K02861.01",69.21,7,35.64,1.635,-7.555e-05,0.896655960702815
"CANDIDATE",6679295,"K02862.01",89.25,54,236.6,0.6841,-0.0003351,0.162202380952381
"FALSE POSITIVE",3241557,"K02863.01",74.11,7,18.36,0.8435,-4.062e-05,0.167268746579091
"FALSE POSITIVE",3957082,"K02864.01",30.41,5,8.518,-1.002,-0.002497,13.5206349206349
"CANDIDATE",8681833,"K02865.01",69.46,7,25.69,0.743,1.026e-05,0.203089056851791
"CANDIDATE",4138951,"K02866.01",70.11,7,10.78,0.6693,2.855e-05,0.223462002412545
"FALSE POSITIVE",9899181,"K02867.01",61.13,23,3.014,1.108,-1.003e-06,0.387762039660057
"FALSE POSITIVE",9899181,"K02867.02",80.8,23,4.357,0.9274,2.212e-06,0.493683510638298
"CANDIDATE",8884274,"K02868.01",87.78,7,142.4,0.9522,9.76e-05,0.214848007750999
"CANDIDATE",7767162,"K02869.01",70.1,26,13.03,1.393,5.882e-05,0.475643564356436
"FALSE POSITIVE",4861791,"K02870.01",67.98,7,4.613,0.1221,-0.00215,0.302512998266898
"CANDIDATE",10793172,"K02871.01",85.69,26,30.1,1.009,-0.0001462,0.228308823529412
"CANDIDATE",10793172,"K02871.02",86.1,26,16.91,0.5643,0.0001971,0.136678445229682
"FALSE POSITIVE",7136729,"K02872.01",65.01,7,20.65,2.335,-0.0007574,2.39747634069401
"FALSE POSITIVE",6364276,"K02873.01",36.2,7,8.212,0.6047,0.0003524,18.7190609849451
"CANDIDATE",9149789,"K02874.01",83.67,7,97.65,1.244,2.011e-05,0.305937794533459
"FALSE POSITIVE",12170648,"K02875.01",72.19,7,125.9,1.106,0,0.294669035984007
"FALSE POSITIVE",4367854,"K02876.01",87.36,7,50.55,0.4997,0.0003169,0.126247689463956
"FALSE POSITIVE",4367854,"K02876.02",34.46,7,-0.4525,0,5.367e-05,0.195557749259625
"CANDIDATE",7019524,"K02877.01",71.8,7,13.2,1.237,6.53e-06,1.51099546751721
"CANDIDATE",5106313,"K02878.01",84.19,26,30.33,0.6003,-5.835e-05,0.147338010730499
"FALSE POSITIVE",7051984,"K02879.01",89.13,7,30.63,0.2714,-7.693e-05,0.121688442211055
"CANDIDATE",9825174,"K02880.01",68.19,7,15.95,0.1812,-0.0001053,0.174135237670163
"FALSE POSITIVE",7812455,"K02881.01",77.42,7,17.91,-0.3672,0.001124,0.373247726056715
"FALSE POSITIVE",5642620,"K02882.01",83.16,67,174.8,0.8816,6.741e-05,0.243561872909699
"FALSE POSITIVE",5642620,"K02882.02",73.94,67,35.74,0.5784,-3.107e-05,0.188019444880038
"CANDIDATE",5209845,"K02883.01",87.41,7,148.6,1.289,0.0001793,0.365899424568426
"FALSE POSITIVE",9652649,"K02884.01",72.34,7,3.576,0.6143,0.0002864,0.225670404680644
"FALSE POSITIVE",11100670,"K02885.01",88.24,7,90.28,0.7005,-0.001498,0.141286237920693
"CANDIDATE",6129524,"K02886.01",82,7,11.96,0.1414,-0.0001242,0.270593692022263
"FALSE POSITIVE",3859363,"K02887.01",68.96,7,55.64,1.21,0.003817,0.278412507516536
"FALSE POSITIVE",12023078,"K02888.01",68.38,7,18.32,-1.447,-0.006631,0.576666666666667
"FALSE POSITIVE",6364162,"K02889.01",35.12,7,22.84,1.221,0.0001931,22.3349196906603
"CANDIDATE",7463685,"K02890.01",83.13,7,28.73,1.145,0.0001414,0.266966966966967
"FALSE POSITIVE",10068024,"K02891.01",79.55,7,22.95,1.194,-0.0005536,0.25460224906289
"FALSE POSITIVE",9636563,"K02892.01",84.51,7,86.72,2.272,0.02825,0.594549834387233
"FALSE POSITIVE",9520443,"K02893.01",76.51,7,124.7,0.8183,0.01147,0.19846485967858
"CANDIDATE",6937402,"K02894.01",84.16,7,23.78,0.7427,0.0002956,0.2017363851618
"FALSE POSITIVE",5475641,"K02895.01",42.01,7,13.06,0.9888,0.02091,0.371754361862893
"FALSE POSITIVE",2853828,"K02896.01",68.69,5,2.33,-1.54,4.941e-05,0.488823031329382
"FALSE POSITIVE",5817986,"K02897.01",63.51,7,19.42,-0.1192,0.02588,0.279420825631547
"CANDIDATE",11129258,"K02898.01",88.87,7,210.7,0.9678,-0.0002476,0.194414836921765
"CANDIDATE",4939533,"K02899.01",83.24,7,63.34,1.053,-0.0001314,0.248641049671978
"CANDIDATE",4846856,"K02900.01",88.83,7,151.1,1.515,0.0004495,0.397213930348259
"FALSE POSITIVE",9366886,"K02901.01",56.96,7,34.73,0.6983,0.0003435,0.226113437381043
"FALSE POSITIVE",3657176,"K02903.01",87.86,7,77.19,1.152,-0.0003038,0.265582936425761
"CANDIDATE",3969687,"K02904.01",82.44,23,15.66,1.832,6.345e-06,0.874161735700197
"FALSE POSITIVE",9369366,"K02905.01",88.42,5,30.16,1.154,-0.0002254,0.221201906311752
"CANDIDATE",6716545,"K02906.01",79.51,26,15.88,1.818,-0.0001767,0.815351711026616
