"koi_disposition","kepid","kepoi_name","tce_plnt_num","tce_impact","tce_ingress","tce_model_chisq","tce_insol","tce_sradius","tcet_model_chisq","tce_mesmedian","tce_minmesd","tce_bin_oedp_stat","tce_albedo","boot_mesmean","tce_rb_tcount3","tce_fwm_stat","tce_fwm_sra","tce_fwm_srao","tce_fwm_prao","tce_impact_sn","tce_duration_sn","tce_depth_sn","tce_eqt_sn","tce_insol_sn","tce_slogg_sn","tce_smet_sn","tce_albedo_sn","tce_fwm_srao_sn","tce_fwm_sdeco_sn","tce_fwm_pdeco_sn","tce_dicco_msky_sn"
"CANDIDATE",11446443,"K00001.01",1,0.8426,0.6188,7199,761.32,0.964,67000,0.01998,1.796,2.05,0.0393,-0.078511,0,2480.3,19.120564,-0.02322,-0.0001223,3421.03126268778,2945.41878380593,3983.19327731092,57.0212765957447,14.2542595019659,223,-0.4,5.35276491419232,-14.3333333333333,60.5681818181818,4.09894736842105,1.8659748427673
"CANDIDATE",10666592,"K00002.01",1,0.6221,0.4694,20270,4165.02,1.952,163000,-3.365,0.9536,25.95,0.1674,-1,1,0,19.483163,0.3986,-0.001754,302.283770651118,2004.95785820525,3080.75680664513,47.7855477855478,11.9239049527627,134,0.933333333333333,14.5565217391304,188.018867924528,-334.140969162996,0,5.70057471264368
"CANDIDATE",10748390,"K00003.01",1,0.502,0.1817,4935,96.99,0.763,165100,0.009725,-1.196,6.051,0.233,-0.21004,1,985.47,19.847345,1.98,0.001684,17.2865013774105,369.812480786966,1751.6051364366,40,10.0092879256966,114.75,2.13333333333333,1.77998472116119,188.571428571429,453.821656050955,16.8565488565489,3.75237288135593
"CANDIDATE",3861595,"K00004.01",1,0.9298,0.6598,5579,4056.95,2.992,60510,-0.122,1.82,3.622,0.5699,-0.01712,0,208.36,19.623769,-0.05632,0.0001896,520.022371364653,187.880886426593,199.813838039094,8.46473029045643,2.10768167743812,13.5555555555556,-0.8,2.09368111682586,-2.99574468085106,-7.35567010309278,3.13846153846154,1.15434532374101
"CANDIDATE",8554498,"K00005.01",1,0.9558,0.7206,3908,1021.65,1.787,67790,0.01865,1.841,0.668,0.2107,-0.066298,7,47.32,19.315981,-0.001298,8.928e-05,939.823008849558,193.703007518797,233.252427184466,45.5696202531646,11.416359369762,133.666666666667,1.6,2.18387230514096,-0.0363585434173669,-1.47291066282421,-2.98071625344353,2.40720606826802
"FALSE POSITIVE",3248033,"K00006.01",1,0.9039,0.0955,15460,5237.55,1.58,58060,-0.2135,0.8185,0.05381,0.908,-0.001075,0,0,19.638774,-50.63,0,4.06795679567957,12.4906666666667,18.8589840788476,12.9940119760479,3.24922143504101,24.1764705882353,0,1.51661934190747,-117.470997679814,167.898383371824,-168.139534883721,0
"CANDIDATE",11853905,"K00007.01",1,0.7866,0.2783,11200,1246.6,1.545,54160,-0.2792,0.4836,2.646,0.2332,-0.023086,0,66.373,19.041029,0.2591,-0.0001967,19.2463909958405,92.4921559838637,289.864325618516,47.5,11.831814730448,136.666666666667,1.2,1.91618734593262,5.92906178489702,-1.052466367713,1.54441087613293,0.706370967741936
"FALSE POSITIVE",5903312,"K00008.01",1,0.8999,0.07633,13800,2228.85,0.985,89020,-0.02204,0.5414,0.005731,0.6968,0.12764,0,25285,19.909843,-36.27,0.003678,5.35336109458656,13.0459231490159,29.9254843517139,18.2291666666667,4.56236055104088,36.9166666666667,-0.666666666666667,0.938072159396877,-153.037974683544,23.273127753304,-21.780701754386,119.378698224852
"FALSE POSITIVE",11553706,"K00009.01",1,0.9491,1.788,11790,2917.05,2.348,115900,-0.338,1.985,7.572,1.63,-0.075425,0,311460,19.253826,8.465,-0.01863,755.051710421639,302.366863905325,169.423368740516,7.85714285714286,1.96650195163715,13.1379310344828,-0.666666666666667,2.00492004920049,376.222222222222,-351.701244813278,156.806722689076,74.0743919885551
"CANDIDATE",6922244,"K00010.01",1,0.7061,0.5262,9927,1268.9,1.451,72060,-0.2208,2.175,0.1861,0.1108,0.019653,0,96.827,18.752527,-0.5515,1.319e-05,216.462293071735,692.275132275132,1512.7441244621,30.2788844621514,7.57416582104698,69.5,-0.266666666666667,3.61147327249022,-63.6101499423299,-7.97994652406417,1.68971962616822,0.291011904761905
"FALSE POSITIVE",11913073,"K00011.01",1,0.9746,2.32,11130,267.33,0.826,74070,-0.5094,2.004,0.03068,14.09,-0.45444,0,10818,19.40415,1.642,-0.0007874,351.460512080779,74.0935952723207,32.8727770177839,12.8589263420724,3.21851673489044,28.5625,-0.133333333333333,3.28438228438228,16.2574257425743,-75.9285714285714,70.3058103975535,12.1633986928105
"CANDIDATE",5812701,"K00012.01",1,0.277,0.6566,4227,163.29,1.367,109500,-0.03936,-2.963,0.5304,1.864,-0.13304,0,1550.1,19.830247,-0.0764,0.0004751,27.3986152324431,1617.39130434783,584.243964421855,16.551724137931,4.13601823708207,33.1538461538461,0.466666666666667,1.53668590272053,-17.8922716627635,53.6748329621381,-1.82481203007519,0.182654838709677
"CANDIDATE",9941662,"K00013.01",1,0.5709,0.285,25810,37983.12,3.031,225000,-0.8822,1.001,0.08052,0.02523,-1,0,0,19.131408,-0.176,0,169.255855321672,1944.95412844037,3914.23670668954,6.31205673758865,1.57678080022317,11.3823529411765,0.1,1.65009810333551,-98.3240223463687,254.290909090909,0,4.84764453961456
"FALSE POSITIVE",7684873,"K00014.01",1,0.9735,0.7462,6157,7909.8,2.234,79090,-0.239,1.569,1.833,3.105,-0.21721,0,1644,19.507428,-1.363,0.0005353,1573.46048165508,185.755258126195,168.985750209556,10.3004291845494,2.57597024695419,20,-0.466666666666667,2.85386029411765,-31.0478359908884,4.858,2.59609756097561,11.9272425249169
"FALSE POSITIVE",3964562,"K00015.01",1,0.9981,1.557,8859,7487.42,2.031,103200,-0.5239,1.625,0.0004082,1.349,-0.24834,0,0,19.607548,-84.28,0.092,94.3383742911153,160.981912144703,145.744680851064,10.2155172413793,2.55730123708101,23,0.323076923076923,2.34445603058742,-957.727272727273,-90.1015228426396,0,135.973684210526
"FALSE POSITIVE",9110357,"K00016.01",1,0.9918,0.976,31350,77476.19,3.325,206300,-0.5033,0.2813,3.086,0.02843,-0.21109,0,900730,19.882345,-275.6,0.04832,66.4300066979236,20.8146726380891,8.96780786918753,5.26641883519207,1.31871649962614,8.62790697674419,-0.228571428571429,0.810433295324972,-1020.74074074074,-1299.34640522876,1265.88021778584,126.181112548512
"CANDIDATE",10874614,"K00017.01",1,0.02118,0.3059,10060,799.56,1.291,108500,-0.3233,1.853,0.002736,0.06968,-0.26604,0,1939.7,19.789151,0.05247,0.00086,0.0552281616688396,694.449816283117,2562.48483377821,31.7757009345794,7.91643564356436,70.6666666666667,2.26666666666667,3.06960352422908,12.7046004842615,34.6904761904762,5.20963855421687,1.03093610698366
"CANDIDATE",8191672,"K00018.01",1,0.007762,0.3336,14670,1714.51,1.746,113400,-1.002,1.396,27.36,0.1112,-0.17446,0,1052.3,19.960469,0.02196,0.0004054,0.00576243504083148,630.756465219195,2032.3751046609,31.9688109161793,7.98932898415657,81.4,0.266666666666667,5.09624197983501,3.4746835443038,9.62147887323944,-6.59615384615385,0.519657228017884
"FALSE POSITIVE",7255336,"K00019.01",1,0.9532,0.939,17450,4820.06,1.349,75410,-0.3652,0.1906,237.3,0.01422,-0.11929,0,478.35,18.72959,0.02982,0.0004573,771.821862348178,544.347826086957,525.341130604289,13.7662337662338,3.45214682184423,26.25,-1.6,2.17864256166692,2.71090909090909,12.4145785876993,-0.484296028880866,1.60868924889543
"CANDIDATE",11804465,"K00020.01",1,0.0001978,0.4927,9376,759.91,1.415,90600,-0.2555,2.367,0.6937,0.1011,-0.16924,0,8.0673,19.082895,-0.007793,-4.892e-05,1.08741066520066e-05,1248.20430965682,2586.58690176322,13.2673267326733,3.30726378552465,24.5294117647059,0.533333333333333,2.73095623987034,-2.27201166180758,4.86908077994429,0.224071246819338,0.0263577844311377
"FALSE POSITIVE",10125352,"K00021.01",1,0.9946,1.14,4948,2083.85,2.002,70050,-0.2087,2.217,0.0297,0.9076,0.074187,0,18087,18.982621,1.782,-0.006036,84.2167654530059,249.398117750055,284.210526315789,7.31914893617021,1.8312959724407,12.125,-1.6,1.78345450972686,80.6334841628959,42.2367149758454,-22.1341463414634,27.4706703910615
"CANDIDATE",9631995,"K00022.01",1,0.4798,0.4817,6005,264.29,1.237,84090,-0.07987,2.122,0.5908,0.306,0.0025644,0,918.78,18.841973,-0.1774,0.001755,46.0019175455417,679.463171036205,1765.70747488507,18.3600713012478,4.5851839000694,35.9166666666667,1.6,2.19827586206897,-20.5086705202312,-12.9012517385257,4.06822033898305,0.335119047619048
"FALSE POSITIVE",9071386,"K00023.01",1,0.3229,0.574,11590,882.39,1.47,257000,-0.1071,2.173,2.185,1.608,-0.076834,0,48.07,18.877756,0.0926,-0.000133,67.2428154935444,2410.72261072261,2547.06927175844,16.767189384801,4.1920756330467,35.1666666666667,1,4.48660714285714,37.1887550200803,22.9041095890411,-0.0439202657807309,0.152630792227205
"FALSE POSITIVE",4743513,"K00024.01",1,0.9205,0.7433,42450,2746.81,1.417,775100,-0.08205,0.9486,1.024,0.2652,-0.12322,0,173010,19.387506,-7.817,0.02495,583.333333333333,220.173204279165,236.243936243936,7.90598290598291,1.97331139815227,14.0344827586207,-2.46666666666667,2.00150943396226,-468.083832335329,-244.660194174757,45.9945054945055,42.2192513368984
"FALSE POSITIVE",10593759,"K00025.01",1,0.9997,1.802,16080,1028.37,1.181,114500,0.06588,1.078,1.72e-05,0.02944,0.010832,0,11.039,19.284114,0.1456,-4.409e-05,129.110164019114,1097.10806697108,345.997902831178,9.86301369863014,2.46605596988082,21.65,-0.2,1.6140350877193,29.7142857142857,13.3693304535637,-0.0775096153846154,0.185104790419162
"FALSE POSITIVE",5021737,"K00026.01",1,1,2.653,21380,203.06,1.441,1706000,-0.1946,8.269,0.000112,124.7,-0.016501,0,325400,19.648665,-7.85,0.04122,4.67726847521048,1.12701784197111,0.357160647571606,10.6174200661521,2.65264532984977,22.1578947368421,-0.333333333333333,2.34928409947249,-785.785785785786,132.547169811321,-0.0181850746268657,50.7925257731959
"FALSE POSITIVE",3832716,"K00027.01",1,0.1,0.3386,-1,5385.46,1.368,408000,-78.4,0.4792,0,0,-1,0,0,0,0,0,-0.1,-2,0,-2180,-5385.46,14.3103448275862,-1.26666666666667,0,0,0,0,0.375194610778443
"FALSE POSITIVE",4247791,"K00028.01",1,0.8648,4.031,110900,2376.39,1.51,34830000,0.8421,0.9675,0,0,-1,0,454450,19.144322,-0.03921,0.02208,305.044091710758,8737.40110545139,5448.74715261959,7.98206278026906,1.99708386207592,14.2068965517241,0.2,0,-171.973684210526,-644.897959183673,1.68360655737705,0.61237668161435
"FALSE POSITIVE",6956014,"K00031.01",1,0.9024,0.1993,29900,0,24.49,140500,-0.09805,0.3719,12.97,0,0.021798,0,37.393,19.602121,0.02297,-1.231e-05,28.2884012539185,39.3928174750093,78.2277710109622,0,0,13.5833333333333,-0.266666666666667,0,0.582994923857868,-6.80188679245283,3.16902654867257,1.96101871101871
"FALSE POSITIVE",5725087,"K00033.01",1,0.9,0.03171,19720,0,31.5,123000,-0.4594,0.2958,0,0,-1,0,63.814,19.79781,-2.05,3.992e-05,6.797583081571,22.4251553379778,11.4036076662909,0,0,56.3333333333333,-1.92,0,-3.0058651026393,3.76113360323887,-3.43533333333333,2.01731748726655
"CANDIDATE",6521045,"K00041.01",1,0.8036,0.2673,5333,184.08,1.474,68940,-0.1047,3.324,0.4335,10.42,-0.060591,0,75.691,19.425728,-0.143,0.0001068,7.14311111111111,49.6562261268144,76.1101549053356,46.95,11.7173774665818,137.333333333333,0.666666666666667,2.8101402373247,-1.02877697841727,2.7724358974359,-3.71304347826087,2.515
"CANDIDATE",6521045,"K00041.02",2,0.9031,0.2167,6520,421.34,1.474,64080,0.01846,2.132,0.3977,8.538,-0.037816,0,19.441,19.425742,0.3955,-3.921e-06,7.4513201320132,19.1533277169334,30.1236146632566,47.1544715447154,11.7201668984701,137.333333333333,0.666666666666667,2.2768,1.18059701492537,1.90679347826087,-2.30615384615385,3.44747474747475
"CANDIDATE",6521045,"K00041.03",3,0.9113,0.365,1612,47.62,1.474,58390,-0.04386,-1.206,0.1771,156.4,-0.082672,0,3.2297,19.425742,0.4093,-6.725e-06,7.73599320882852,13.7756497948016,18.9148646015975,46.8531468531469,11.7290640394089,137.333333333333,0.666666666666667,2.50801796023092,0.7994140625,0.655536028119508,-0.912296564195298,0.534261744966443
"CANDIDATE",8866102,"K00042.01",1,0.8822,0.3838,2934,133.23,1.337,76970,-0.02766,10.18,1.853,9.228,-0.1775,0,102.69,18.87672,0.2593,0.0002523,48.6865342163355,88.6234148134534,124.529027297193,50.9411764705882,12.7370936902486,142.333333333333,0,2.34213197969543,1.87898550724638,5.51415094339623,4.24781341107872,0.718925714285714
"FALSE POSITIVE",9025922,"K00043.01",1,0.885,0.9604,4843,102.67,1,89640,-0.3223,8.172,1.035,124.4,-0.080007,0,60703,19.550079,-37.61,0.09774,59.7972972972973,43.6054421768707,72.4979658258747,2024937.65586035,0,0,1.06666666666667,17.0551137921579,-385.348360655738,-256.118143459916,143.721461187215,25.3837837837838
"FALSE POSITIVE",8845026,"K00044.01",1,0.2966,2.016,3437,11.2,1.073,85520,-0.07616,1.744,1.601,171.2,-0.042249,0,978.52,20.010143,0.7125,0.004064,20.7267645003494,877.669039145908,355.852098971365,10.219298245614,2.55707762557078,22,0.6,2.65632273079907,49.1379310344828,-18.25,-1.05204678362573,1.82228187919463
"FALSE POSITIVE",3742855,"K00045.01",1,0.767,1.583,12670,219.76,1,124800,-0.3465,2.958,1.504,15.35,-0.22386,0,147990,19.351142,2.72,0.04568,259.38451132905,371.882951653944,428.319753358291,9442307.69230769,0,0,1.06666666666667,45.6437704430568,174.358974358974,306.356589147287,-17.0572289156627,15.103125
"CANDIDATE",10905239,"K00046.01",1,0.7179,0.271,12970,1033.43,1.593,67860,-0.349,0.8991,0.02895,0.2432,-0.28113,0,10.616,18.883698,-0.055,-0.0001073,11.0242628992629,79.6651200322776,306.669831474009,11.4173228346457,2.85675190048376,20.35,2,1.64769647696477,-1.04961832061069,4.60332541567696,-1.32124352331606,0.48821997105644
"CANDIDATE",10905239,"K00046.02",2,0.8875,0.1389,5756,498.04,1.593,57220,-0.05106,2.731,0.1167,24.95,-0.19528,0,1.123,18.883666,-1.214,5.168e-05,1.21359223300971,5.50013590649633,8.67726779906035,11.4285714285714,2.85671676035333,20.35,2,0.701631046119235,-0.682022471910112,-0.296573426573427,0.390116279069767,0.772621848739496
"FALSE POSITIVE",7837302,"K00048.01",1,0.9578,2.971,4672,168.65,1.94,473700,-0.04416,3.848,10.98,0.2603,-0.082924,0,84.124,19.770257,-0.005123,4.268e-05,115.536791314837,1005.58375634518,1532.15767634855,4.66497461928934,1.1665629107007,7.62745098039216,-1.33333333333333,1.14720141031291,-1.38459459459459,-1.0226368159204,-0.297889908256881,0.341826347305389
"CANDIDATE",9527334,"K00049.01",1,0.8033,0.2376,3966,145.89,0.951,87360,-0.01893,4.838,1.751,12.25,-0.18511,0,3.3516,19.483272,0.135,0.0001002,8.80135860633286,33.3226427196921,94.3058443058443,17.72,4.42761760242792,37.5833333333333,0.466666666666667,2.57949041903559,1.57342657342657,-1.31456953642384,0.110434227330779,0.48161
"FALSE POSITIVE",6056992,"K00051.01",1,0.9433,1.932,3729,114.51,1,66710,0.04342,1.229,0.4969,0.7755,0.015739,0,11958,19.727903,-0.8123,0.01613,32.2937350222527,250,435.828073339345,12541353.3834586,0,0,1.06666666666667,1.96080910240202,-36.2633928571429,-29.6143497757848,5.79864864864865,8.51973094170403
"FALSE POSITIVE",3558981,"K00052.01",1,0.6595,0.7326,13150,303.14,0.821,318500,-0.1929,1.571,0.4657,2.923,-0.11739,0,0,19.665174,0.4727,0,484.214390602056,1175.78994214508,1241.87517975266,16.6405023547881,4.17548209366391,45.4,0.233333333333333,5.444216800149,95.1106639839034,-113.221957040573,-0.544331641285956,0.70533234859675
"FALSE POSITIVE",2445975,"K00053.01",1,0.7618,0.5502,14270,512.7,1,74540,-0.2439,2.421,8.481e-05,1.586,-0.25459,0,3147.9,19.468717,-0.4423,0.004894,104.801210620443,192.622352081812,310.912643036562,19611021.0696921,0,0,1.06666666666667,8.87024608501119,-25.5664739884393,-19.475,-2.89189189189189,8.61533333333333
"FALSE POSITIVE",8248939,"K00061.01",1,0.9066,0.1659,15240,2221.5,1.091,120100,0.08732,-0.3583,0.1402,1.387,0.09411,0,114340,19.795291,-17.03,0.003007,14.6936790923825,22.3263393766551,43.3578431372549,10,2.50259102379236,21.85,-0.8,1.94885485457356,-190.279329608939,232.159090909091,-227.848101265823,73.32625
"CANDIDATE",11554435,"K00063.01",1,0.6946,0.3126,3729,92.65,0.886,111200,0.001145,3.523,0.05511,2.623,-0.37301,0,19.576,19.28175,0.1696,2.272e-05,53.8032532920217,271.710526315789,581.839047482427,19.8743718592965,4.97049356223176,45.2,0.266666666666667,3.04045438738843,24.7230320699708,30.8,-0.858545454545455,0.236653005464481
"CANDIDATE",7051180,"K00064.01",1,0.9001,0.2784,9038,3827.18,2.426,74260,-0.3537,0.4625,0.00238,0.3659,0.10313,0,15.203,19.767366,-0.2441,2.265e-05,84.5958646616541,67.4180327868852,179.332273449921,28.8793103448276,7.20301883951593,62.8333333333333,0,6.89207006969297,-8.19127516778524,-3.72847682119205,1.69648711943794,0.875162241887906
"FALSE POSITIVE",10620329,"K00066.01",1,0.9,0.05722,13020,68039.11,2.622,97170,-9.195,0.5288,5.927e-16,0.2612,-1,2,0,19.913959,0.3754,0,21.2214100448008,35.4498594189316,84.5390657296403,10.0733496332518,2.51621880295353,16.7391304347826,-2.53333333333333,2.45488721804511,3.5752380952381,-0.284104389086595,-1.66705202312139,2.31242236024845
"FALSE POSITIVE",8669092,"K00068.01",1,0.1,0.07916,-1,30451.16,3.177,113600,-0.8544,-0.25,0,0,-1,0,10.815,18.79287,-0.06281,-3.973e-06,-0.1,-2,-1874,-3370,-30451.16,10.1714285714286,-2.34285714285714,0,-0.280401785714286,1.03448275862069,-1.69145569620253,3.75702702702703
"CANDIDATE",3544595,"K00069.01",1,0.8744,0.2112,6694,264.21,0.894,67550,0.08385,2.645,1.1,1.265,-0.17869,0,3.7848,19.427878,-0.3536,-2.044e-05,32.2418879056047,77.3970851444643,234.575389948007,52.020202020202,13.0088626292467,149,-1.33333333333333,2.21192516174156,-5.05865522174535,1.43363636363636,0.548657718120805,2.34181818181818
"CANDIDATE",6850504,"K00070.01",1,0.7616,0.2787,3968,81.01,0.925,78050,0.008601,4.091,0.9982,0.1772,-0.1782,0,6.7293,19.179867,-0.02455,-2.59e-05,13.050034270048,69.3870277975766,195.689166193988,23.6111111111111,5.90451895043732,49.4444444444444,0.133333333333333,0.0734355573974306,-0.637662337662338,-5.04010025062657,-1.20393013100437,0.708202614379085
"CANDIDATE",6850504,"K00070.02",2,0.8789,0.2197,7119,340.69,0.925,69650,-0.1723,0.3281,0.1845,0.8166,-0.26338,0,4.8634,19.179864,-0.1131,2.398e-05,16.9671814671815,32.4337893811974,105.211817168339,23.7068965517241,5.90450606585788,49.4444444444444,0.133333333333333,0.952414275717285,-1.53877551020408,-4.33725490196078,0.997610921501706,1.17009615384615
"CANDIDATE",6850504,"K00070.03",3,0.7394,0.4428,762.5,5.88,0.925,63120,-0.03935,5.463,6.312,398.7,-0.5771,0,6.1009,19.179865,-0.1004,4.252e-05,6.89738805970149,48.5938521909745,79.6469465648855,23.6309523809524,5.88,49.4444444444444,0.133333333333333,3.44300518134715,-1.01619433198381,-3.73267326732673,1.13274336283186,1.21325925925926
"CANDIDATE",6850504,"K00070.04",4,0.8987,0.1361,4130,174.74,0.925,61660,-0.2295,-0.6188,0.2716,29.75,-0.19666,0,1.9557,19.179869,0.08461,-9.707e-06,3.20049857549858,9.6953642384106,17.5734758319164,23.587786259542,5.90337837837838,49.4444444444444,0.133333333333333,1.47204354280059,0.185956043956044,-1.26228813559322,0.722222222222222,3.17627906976744
"CANDIDATE",6850504,"K00070.05",5,0.8842,0.1598,1209,36.9,0.925,57380,-0.05104,-3.085,0.09648,118,-0.18461,0,2.5751,19.179858,-0.3799,3.076e-05,1.79898270600203,6.24508050089445,13.75997635235,23.609022556391,5.904,49.4444444444444,0.133333333333333,0.909791827293755,-0.638487394957983,0.353311793214863,-0.764756944444445,1.44297058823529
"CANDIDATE",11904151,"K00072.01",1,0.7383,0.3233,1546,17.79,1.044,77580,-0.0125,10.73,0.007187,96.75,-0.89784,0,3.3095,19.045289,-0.1366,-1.762e-05,6.39774696707106,58.9588581024349,94.42192626906,47.6363636363636,11.9395973154362,145,-0.8,3.3477508650519,-1.26481481481481,2.7390625,0.96503937007874,1.86919275123559
"CANDIDATE",11904151,"K00072.02",2,0.9012,0.05922,16540,3638.27,1.044,54430,-0.5375,0.6156,0.009287,0.3672,-0.15836,1,8.3553,19.045284,-0.3002,5.24e-06,5.92115637319317,22.0912703850898,27.1155115511551,47.710843373494,11.9236718775604,145,-0.8,1.14714151827554,-0.9875,2.88268156424581,-1.55374149659864,2.82389204545455
"FALSE POSITIVE",6889235,"K00074.01",1,0.6997,0.3172,11870,4763.58,1.941,276200,-7.293,2.398,0.03933,30.1,-0.12469,0,37.419,19.888279,-0.1692,9.049e-05,43.9786297925833,361.869978086194,829.986613119143,8.5140562248996,2.13113639312286,19.1363636363636,0.107692307692308,2.29595728451564,-6.66141732283465,5.61904761904762,-1.33265895953757,1.33487964989059
"CANDIDATE",7199397,"K00075.01",1,0.6085,1.046,2361,29.69,2.499,69980,-0.03765,-1.607,6.202,28.54,-0.29385,0,456.59,19.433134,-0.5745,0.0007389,21.7088833392793,292.620457819753,190.453346126169,25.7575757575758,6.44034707158351,47,-0.933333333333333,2.35478547854785,-13.4859154929577,19.8204545454545,-9.82075471698113,2.36139240506329
"FALSE POSITIVE",9955262,"K00076.01",1,0.4736,0.4301,1460,86.75,2.909,90470,-0.009224,-8.432,2.428,91.61,-0.82583,0,337.25,19.569496,1.147,-0.001127,5.36778873399071,197.950898898125,56.2988705473501,8.13807531380753,2.03399765533411,13.3214285714286,0.233333333333333,1.86085720089376,12.9166666666667,15.7036450079239,-5.50222222222222,3.78091216216216
"FALSE POSITIVE",9552608,"K00080.01",1,0.9999,1.79,3366,3538.52,3.294,67450,-0.2132,6.131,0.02755,1.535,-0.0578,0,9.2356,20.035833,-0.1785,-1.973e-05,103.487890705858,335.52014995314,48.6307837582625,5.50279329608939,1.37441737617302,9.04878048780488,-0.228571428571429,1.3453111305872,-3.25729927007299,-3.54569190600522,-0.686363636363636,1.45289256198347
"FALSE POSITIVE",8823868,"K00081.01",1,0.0003194,0.6187,6533,1138.09,2.533,353100,-1.484,11.57,2.265,131.2,-0.28801,0,366.39,19.585715,-0.0238,0.000319,1.78835386338186e-05,1298.41185106099,1252.58103241297,8.91566265060241,2.23690003537875,19.2857142857143,0.525,2.40733944954128,-3.53640416047548,5.0919175911252,-3.87397899649942,4.05544600938967
"CANDIDATE",10187017,"K00082.01",1,0.835,0.3718,2672,21.03,0.741,87350,0.02059,9.093,0.4583,4.353,-0.10793,0,2.4461,18.765499,-0.6352,2.264e-05,35.6990166737922,86.2403976502485,203.468332615252,33.9130434782609,8.47983870967742,92,0.533333333333333,0.810312732688012,-10.3960720130933,-8.74553571428571,-0.786504424778761,0.92204
"CANDIDATE",10187017,"K00082.02",2,0.8995,0.2923,3282,38.23,0.741,84850,-0.04917,1.594,0.004395,17.04,-0.074449,0,4.9411,18.765492,-0.8904,7.556e-05,18.5349268493715,27.3073736536868,70.1399688958009,33.903743315508,8.47671840354767,92,0.533333333333333,2.29124647035095,-4.91933701657459,-3.63082706766917,0.399173553719008,1.76527950310559
"CANDIDATE",10187017,"K00082.03",3,0.879,0.2073,1539,10.36,0.741,78280,-0.01268,-3.487,0.02391,201,-0.285,0,0.92504,18.765498,-0.6778,9.302e-06,3.82839721254355,11.8990086741016,22.8342595619483,33.8518518518519,8.49180327868852,92,0.533333333333333,1.56055900621118,-1.2812854442344,-1.63828125,0.518587360594796,1.33252796420582
"CANDIDATE",10187017,"K00082.04",4,0.8989,0.1267,4087,63.23,0.741,79650,-0.07069,-0.9688,1.566,43.37,-0.080058,0,3.4636,18.765485,-1.12,3.283e-05,3.89134199134199,13.1395348837209,20.0559875583204,33.9150943396226,8.47587131367292,92,0.533333333333333,1.53794326241135,-1.77777777777778,-1.76021276595745,0.846864686468647,1.1311963190184
"CANDIDATE",10187017,"K00082.05",5,0.8988,0.09818,4814,93.17,0.741,76030,0.00129,2.287,1.704,28.15,-0.082611,0,5.1481,18.765526,0.3536,-3.96e-05,2.87892376681614,12.1085409252669,13.8321536905966,33.8461538461538,8.47770700636943,92,0.533333333333333,1.13052208835341,0.402275312855518,0.312037037037037,-0.974812030075188,3.0196682464455
"CANDIDATE",10187017,"K00082.06",6,0.6404,0.02563,851.6,13.58,0.741,64400,-0.02936,4.533,0.1606,711,-0.16205,0,1.3106,18.765519,0.1026,-4.164e-05,0.44318339100346,16.6348448687351,9.28821656050955,34.0277777777778,8.4875,92,0.533333333333333,1.01687643020595,0.0702739726027397,0.143211009174312,-0.537795275590551,0.641
"CANDIDATE",2571238,"K00084.01",1,0.8823,0.4175,4297,79.79,0.81,69310,-0.01172,-1.531,0.3146,8.022,-0.046776,0,0.81473,19.361395,0.3189,1.629e-05,63.5205183585313,85.2466682253916,206.478704259148,20.650406504065,5.15772462831286,45.8,-0.933333333333333,3.24121212121212,5.98311444652908,-4.16309012875536,-0.345901639344262,0.462086666666667
"CANDIDATE",5866724,"K00085.01",1,0.8883,0.3554,7602,571.41,1.424,71670,-0.1164,-1.16,1.353,1.444,-0.26542,0,51.847,19.245912,-0.05054,8.754e-06,50.4143019296254,83.2189766712409,149.275362318841,47.1698113207547,11.7477384868421,140.666666666667,0.933333333333333,2.26296818680458,-0.948217636022514,1.46965517241379,-3.57914438502674,4.19719626168224
"CANDIDATE",5866724,"K00085.02",2,0.9001,0.1622,14040,2168.87,1.424,63210,-0.06233,-0.5375,0.4615,0.3189,-0.27612,0,4.6949,19.245911,-0.09141,5.765e-06,12.2362697117999,30.5887939221273,60.6101938262742,47.027027027027,11.7464796360485,140.666666666667,0.933333333333333,0.803476946334089,-0.697786259541985,0.138156028368794,-1.02016806722689,1.96305418719212
"CANDIDATE",5866724,"K00085.03",3,0.9004,0.2453,4065,369.2,1.424,49730,-0.1063,4.433,6.462,9.059,-0.25531,0,7.9844,19.245911,-0.09619,7.786e-06,10.7497612225406,23.5423365487674,44.0860215053763,47.0588235294118,11.7467387846007,140.666666666667,0.933333333333333,2.49490498485266,-0.506263157894737,0.75,-1.35090909090909,1.33591101694915
"CANDIDATE",10593626,"K00087.01",1,0.8255,0.5027,246.3,1.03,0.886,70040,-0.0006247,48.05,0.7387,2805,-0.99242,0,5.7682,19.281165,-0.03596,-0.0002333,7.97584541062802,26.7327459618209,36.4933239634575,21.7796610169492,5.42105263157895,44.5,-1.73333333333333,2.36708860759494,-0.131721611721612,-3.22910798122066,-0.604824561403509,1.09564179104478
"FALSE POSITIVE",7700871,"K00088.01",1,0.9097,0.1516,12370,533.7,0.815,72000,-0.1151,1.502,1.092,1.906,0.036421,0,17116,19.822021,27.59,-0.002118,7.59348914858097,16.7077464788732,43.5270880361174,15.8097686375321,3.93903609122444,35,-1.33333333333333,1.30191256830601,133.285024154589,18.4823529411765,-20.8931297709924,96.2442857142857
