"koi_disposition","kepid","kepoi_name","tce_plnt_num","tce_impact","tce_ingress","tce_model_chisq","tce_insol","tce_sradius","tcet_model_chisq","tce_mesmedian","tce_minmesd","tce_bin_oedp_stat","tce_albedo","boot_mesmean","tce_rb_tcount3","tce_fwm_stat","tce_fwm_sra","tce_fwm_srao","tce_fwm_prao","tce_impact_sn","tce_duration_sn","tce_depth_sn","tce_eqt_sn","tce_insol_sn","tce_slogg_sn","tce_smet_sn","tce_albedo_sn","tce_fwm_srao_sn","tce_fwm_sdeco_sn","tce_fwm_pdeco_sn","tce_dicco_msky_sn"
"FALSE POSITIVE",7601633,"K00136.01",1,0.9752,1.235,751.3,299.35,2.221,35400,0.007788,5.903,2.678,0.8331,-0.062287,0,0,19.324896,-0.0669,0,48.0394088669951,126.782965623397,265.680166147456,11.2526539278132,2.81608654750706,19.5,1.6,1.84354945784466,-1.70663265306122,-0.527228915662651,0.297841726618705,0.116822510822511
"CANDIDATE",8644288,"K00137.01",1,0.7072,0.3714,3280,63.65,1.055,71740,-2.112,7.101,1.663,0,-0.1224,0,0,19.871961,-0.07823,0,21.072705601907,108.372781065089,346.919229541343,29.0322580645161,7.249430523918,62,1.33333333333333,0,-2.14917582417582,-3.8693009118541,1.65096774193548,0.5976
"CANDIDATE",8644288,"K00137.02",2,0.768,0.3815,5505,154.47,1.055,68870,-0.04934,4.223,0.002369,1.417,-0.14399,0,0,19.87196,-0.1209,0,31.0679611650485,108.345797188154,343.788063337393,29,7.25211267605634,62,1.33333333333333,2.36245415138379,-3.1484375,-3.51884057971014,1.7289029535865,0.472524544179523
"CANDIDATE",8644288,"K00137.03",3,0.8965,0.1887,5978,436.74,1.055,60530,0.0171,1.017,0.2574,2.303,-0.11705,0,0,19.871959,-0.1829,0,7.31836734693878,11.5702036441586,49.2475350285418,29.1044776119403,7.25,62,1.33333333333333,1.84387510008006,-0.708914728682171,1.54255319148936,-1.74404761904762,0.292503597122302
"FALSE POSITIVE",8506766,"K00138.01",1,0.9798,3.289,1280,80.52,1.761,69680,-0.007609,6.866,0.2806,4.283,-0.054848,0,1302.3,19.729397,0.1112,-0.0001232,74.3963553530752,243.719896257873,354.683668464934,9.93498049414824,2.48441838938599,20.45,-0.685714285714286,1.95749542961609,5.56,-2.47824074074074,-6.81996434937611,2.45599435825106
"CANDIDATE",8559644,"K00139.01",1,0.65,0.9941,753.6,2.93,1.235,72500,-0.0007863,82.52,0.1341,427.2,-1.1344,0,2.1322,19.443545,-0.005988,0.0001498,18.8024298524732,134.143377885784,140.776699029126,17.1282051282051,4.2463768115942,35.75,1.2,2.34983498349835,-0.102358974358974,0.00228571428571429,-0.360686015831135,0.730480916030534
"CANDIDATE",8559644,"K00139.02",2,0.904,0.2157,9587,800.7,1.235,68480,0.06456,0.748,1.131,4.392,0.0042229,0,9.9044,19.443541,-0.1522,2.957e-05,6.95919938414165,12.0651747153514,36.5164604249358,17.1284634760705,4.26903390914907,35.75,1.2,2.20260782347041,-0.532167832167832,-1.73089700996678,1.59682203389831,1.76793939393939
"FALSE POSITIVE",5130369,"K00140.01",1,0.9348,2.001,5782,789.77,1.895,81680,-0.2336,2.241,15.56,54.67,0.053435,0,32118,19.943926,14.75,-0.01005,171.68044077135,69.3181818181818,70.2689243027888,8.03571428571429,2.01497640005103,18.3913043478261,0.116666666666667,2.14897798742138,109.259259259259,97.3333333333333,-97.7631578947368,79.3543091655267
"CANDIDATE",12105051,"K00141.01",1,0.8924,0.3506,6561,435.41,0.899,68060,0.03391,1.019,0.3585,0.295,-0.018511,0,13.214,19.202545,-0.2986,0.0001489,137.102473498233,94.4925742574257,234.507678410117,20.4585537918871,5.14000708298902,45.1,2.4,2.00953678474114,-8.65507246376811,-2.51160949868074,1.18321678321678,4.06062322946176
"CANDIDATE",4649305,"K00143.01",1,0.9271,1.12,3350,126.79,1.333,70810,-0.03881,0.6688,0.1267,94.86,-0.0048655,0,4.8605,19.34022,-0.03565,8.489e-05,306.074612083196,105.406943653956,107.024988213107,8.60301507537688,2.15080576759966,18.7391304347826,-0.285714285714286,2.26720841300191,-0.656537753222836,-2.30700179533214,0.602325581395349,1.76287581699346
"CANDIDATE",4180280,"K00144.01",1,0.7635,0.3049,7762,139.52,0.776,55230,-0.02062,1.887,0.00336,1.743,-0.053248,1,93.918,19.768307,0.8608,0.0006774,12.603169362826,59.8933074684772,215.558383709831,30.7368421052632,7.69128996692393,76.5,1.73333333333333,2.12121212121212,11.7917808219178,1.33620414673046,-0.180220994475138,0.73546835443038
"CANDIDATE",9904059,"K00145.01",1,0.9261,4.656,1148,95.59,7.119,53030,-0.0111,65.36,0.118,13.52,-0.048658,0,34.23,19.787844,-0.1641,-0.000121,128.109005394937,47.562776957164,38.174190970835,18.9761904761905,4.74627606752731,102.333333333333,0.28,2.88950630476598,-1.92605633802817,0.86,-1.19208443271768,0.285471794871795
"FALSE POSITIVE",9048161,"K00146.01",1,1,2.432,8925,682.02,1.889,160200,-0.1675,4.149,0.04774,0.8568,-0.044105,0,511660,19.959568,-15.68,0.03337,93.1098696461825,21.8553459119497,8.40585009140768,5.28455284552845,1.32366812227074,8.90909090909091,-1.46666666666667,1.23994211287988,-504.180064308682,870.754716981132,-26.1057268722467,2.35012787723785
"FALSE POSITIVE",1996679,"K00147.01",1,0.9861,2.713,362.9,5.34,1.095,68700,-0.01026,-15.92,0.4908,483.6,-0.13698,0,2563.1,19.099484,4.409,-0.01371,16.9958634953464,35.2960312296682,53.7567922053588,10.5434782608696,2.63054187192118,22.8947368421053,-1,1.02566277836691,28.2628205128205,19.9347826086957,-16.266318537859,61.6002372479241
"CANDIDATE",5735762,"K00148.01",1,0.8162,0.3044,4015,69.63,0.873,74550,0.00515,5.781,6.429,7.159,-0.068328,0,20.21,19.942621,0.305,-0.0002655,13.7685560053981,42.5098231827112,131.923450284288,29.0157480314961,7.253125,64.1428571428571,1.2,2.21093267449043,3.41545352743561,-4.45745992601726,-0.546732429099877,2.25029126213592
"CANDIDATE",5735762,"K00148.02",2,0.911,0.3773,6312,178.34,0.873,66100,-0.03307,0.5375,0.002378,3.284,-0.09174,0,1.9733,19.942617,0.123,-4.422e-05,35.9936783879889,32.3873483535529,86.9267364414843,29.0342679127726,7.24959349593496,64.1428571428571,1.2,2.30942334739803,0.872340425531915,-3.7390625,0.546779661016949,1.42699029126214
"CANDIDATE",5735762,"K00148.03",3,0.8388,0.464,1309,9.56,0.873,59560,0.01001,-6.477,2.57,188,-0.26841,0,7.0371,19.942617,0.1411,-6.385e-05,8.91392136025505,25.5484421681605,46.6107382550336,28.9032258064516,7.24242424242424,64.1428571428571,1.2,2.74532710280374,0.559920634920635,-0.384502164502164,-1.35496183206107,1.9158125
"CANDIDATE",3835670,"K00149.01",1,0.6705,0.4103,6124,141.23,1.412,69130,-0.03227,2.106,0.3175,4.554,-0.16644,0,0.30481,19.108671,-0.06583,-1.314e-05,6.64519326065411,79.4753241531812,169.157560803666,13.2779456193353,3.32071478956031,24.4705882352941,0.933333333333333,1.84223300970874,-0.927183098591549,0.479732739420935,-0.237062146892655,0.859563829787234
"CANDIDATE",7626506,"K00150.01",1,0.7731,0.239,4937,101.49,0.812,68330,-0.1433,-1.09,0.01639,6.36,-0.015599,0,76.216,19.798737,0.1266,-0.0001594,6.37871287128713,34.1392285983067,128.395061728395,26.0128617363344,6.49743918053777,56.375,-2.8,2.0976253298153,1.48941176470588,3.83987603305785,4.34605597964377,0.943415730337079
"CANDIDATE",7626506,"K00150.02",2,0.7048,0.2695,1816,19.87,0.812,63780,0.000576,21.13,3.5,65.79,-0.1058,0,68.006,19.798739,0.1954,-0.0002247,2.63378176382661,26.140350877193,87.4368155012637,25.9903381642512,6.49346405228758,56.375,-2.8,2.31981664315938,1.50307692307692,1.22080536912752,4.06771653543307,0.79391935483871
"CANDIDATE",2307199,"K00151.01",1,0.9683,1.563,2072,122.58,1.041,67970,-0.1212,-1.113,0.6137,27.47,-0.033661,0,10.294,19.491653,0.09145,8.82e-05,101.477677635716,58.7185268695979,45.9766487851057,10.0593119810202,2.51652638062,22.05,-1.06666666666667,2.34987168520103,0.63951048951049,-5.14895104895105,1.36779026217228,2.27628571428571
"CANDIDATE",8394721,"K00152.01",1,0.5775,0.6337,2209,29.12,1.324,75630,0.01052,35.46,0.9822,38.83,-0.13612,0,50.133,20.034492,0.651,0.0003244,8.95071295722257,119.49209779819,140.758754863813,15.9139784946237,3.98358413132695,32.6153846153846,-0.266666666666667,1.87222757955641,10.0308166409861,1.41077441077441,-2.23333333333333,0.66287859824781
"CANDIDATE",8394721,"K00152.02",2,0.8834,0.6092,4143,176.49,1.324,69910,-0.07016,1.928,0.9123,15.25,0.040511,0,3.1263,20.034491,0.5975,0.0001088,31.663082437276,40.9459459459459,60.5524861878453,15.934819897084,3.98397291196388,32.6153846153846,-0.266666666666667,2.39779874213836,3.1951871657754,-1.39415204678363,0.622844827586207,1.863625
"CANDIDATE",8394721,"K00152.03",3,0.8627,0.7476,2687,68.57,1.324,63690,-0.04858,16.8,0.6839,34.11,-0.11181,0,0.081929,20.034496,0.7993,-2.709e-05,26.2139167426314,43.9988081048868,54.5441176470588,15.9565217391304,3.98431144683324,32.6153846153846,-0.266666666666667,1.96599423631124,3.9965,-0.639130434782609,-0.0582836879432624,0.746715328467153
"CANDIDATE",8394721,"K00152.04",4,0.8801,0.2844,485.3,16.15,1.324,60740,0.02192,-16.58,2.427,821.2,0.025232,0,1.4301,20.034498,0.8684,-4.183e-05,2.18332919871,3.92089321772182,12.8423101881895,15.9190031152648,3.98765432098765,32.6153846153846,-0.266666666666667,1.43041282006619,0.959558011049724,-0.80618932038835,0.64468085106383,0.437771084337349
"CANDIDATE",12252424,"K00153.01",1,0.9002,0.3874,6095,85.51,0.693,67740,0.1536,1.234,1.177,2.318,-0.047736,0,6.0809,19.199861,0.06534,-0.0001466,39.6913580246914,37.1981994270904,117.062361506806,33.8427947598253,8.45796241345203,92.6,0.266666666666667,1.61871508379888,0.588648648648649,-0.338878504672897,0.579926108374384,0.786174112256587
"CANDIDATE",12252424,"K00153.02",2,0.8332,0.2678,3073,36.92,0.693,62160,0.0639,5.576,0.1087,10.39,-0.042041,0,4.1762,19.199859,0.005817,-0.0001333,9.86268939393939,25.3554939981533,116.802332644879,33.8172043010753,8.46788990825688,92.6,0.266666666666667,2.39787675975075,0.0501465517241379,-0.540353982300885,0.759821428571429,1.20020746887967
"CANDIDATE",8030148,"K00155.01",1,0.7902,0.3274,9380,365.93,1.173,68290,-0.179,2.173,0.1197,1.319,-0.20235,0,16.094,19.488102,0.04238,-4.061e-05,12.8550512445095,58.8358355894659,176.978764478764,14.1235813366961,3.51551541934864,26.6875,-0.533333333333333,1.75305688463583,0.613314037626628,3.92784992784993,-1.98076923076923,2.46884848484848
"CANDIDATE",10925104,"K00156.01",1,0.8675,0.4438,3030,9.39,0.54,75370,-0.004992,2.739,0.9827,18.51,-0.1143,0,328.19,19.608108,0.4817,0.0006336,47.9017117614578,57.9142698088699,123.830155979203,38.7826086956522,9.78125,157.333333333333,-1.33333333333333,2.52042483660131,8.06867671691792,9.61228406909789,-6.64255765199161,3.25804455445545
"CANDIDATE",10925104,"K00156.02",2,0.9446,0.6683,3379,15.62,0.54,70510,-0.02345,3.234,0.4373,17.03,-0.093324,0,62.86,19.608112,0.6204,0.0001799,126.979432719452,40.0210084033613,59.6431091843936,39,9.7625,157.333333333333,-1.33333333333333,2.34121528732472,4.92380952380952,4.36306306306306,-3.66182873730044,2.54299212598425
"CANDIDATE",10925104,"K00156.03",3,0.9608,0.681,4699,28.01,0.54,66900,0.01029,-0.8281,1.653,18.93,-0.099903,0,51.71,19.608095,-0.002254,0.0003111,125.12045839302,26.1517367458867,38.8451747280722,39.1333333333333,9.7595818815331,157.333333333333,-1.33333333333333,3.54030297363007,-0.0123846153846154,2.21875,-1.81970802919708,2.97045045045045
"CANDIDATE",6541920,"K00157.01",1,0.8342,0.5032,1555,27.21,1.046,89030,-0.2071,0.8923,0.09378,35.76,-0.14457,0,20.155,19.807677,0.09797,-0.0002271,22.7550463720676,46.3087945177032,97.9768786127168,32.1546961325967,8.05029585798817,72.6666666666667,0,2.33420365535248,0.985613682092555,3.11331133113311,1.94964539007092,1.23345543345543
"CANDIDATE",6541920,"K00157.02",2,0.812,0.3692,4182,90.2,1.046,71720,-0.1913,2.452,0.5208,5.543,-0.13051,0,14.103,19.807677,0.1071,-0.0001343,10.1474631342164,35.7568978374347,92.2144069852049,32.2131147540984,8.06076854334227,72.6666666666667,0,1.22877410773664,1.00093457943925,3.32340862422998,1.58838709677419,1.32974576271186
"CANDIDATE",6541920,"K00157.03",3,0.7213,0.3372,2677,43.04,1.046,67780,-0.08205,15.71,6.76,33.54,-0.1563,0,37.246,19.807669,-0.2102,0.0001353,4.22801875732708,33.8040865384615,96.7826525466465,32.1674876847291,8.05992509363296,72.6666666666667,0,2.76504534212696,-2.04077669902913,1.92094017094017,3.05197505197505,1.79831730769231
"CANDIDATE",6541920,"K00157.04",4,0.5166,0.3954,905.7,4.76,1.046,64270,-0.07181,7.063,0.4143,1002,-0.30079,0,6.8894,19.807674,-0.01013,-6.545e-05,1.05171009771987,35.2983988355167,60.2291325695581,32.2222222222222,8.06779661016949,72.6666666666667,0,3.23121573685908,-0.0613939393939394,2.06619718309859,1.2271676300578,1.50379032258065
"CANDIDATE",6541920,"K00157.05",5,0.905,0.93,1411,16.44,1.046,61620,-0.006699,29.31,0.5439,152,-0.12562,0,10.798,19.807682,0.3091,-0.000213,36.0989230155564,32.4531668153434,42.661106899166,32.2641509433962,8.05882352941176,72.6666666666667,0,2.68219516499029,1.36167400881057,1.09852941176471,1.24745762711864,0.225828025477707
"CANDIDATE",6541920,"K00157.06",6,0.9226,0.5379,3910,123.29,1.046,59580,-0.1848,3.229,0.1812,18.55,-0.1337,0,10.489,19.807673,-0.08058,3.354e-06,26.1582081088744,21.0310218978102,42.2134051296585,32.1969696969697,8.06344015696534,72.6666666666667,0,2.86707882534776,-0.33297520661157,0.364253393665158,1.82051282051282,0.774923076923077
"FALSE POSITIVE",10555375,"K00158.01",1,0.9644,0.8452,5334,1172,2.097,54250,-0.0285,1.9,1.72,2.696,-0.052353,0,5598.4,19.917808,-15.11,0.003224,82.7811158798283,17.0707927087749,23.4245840042942,4.62732919254658,1.15824010752263,7.56862745098039,-0.8,1.0486192143135,-41.1716621253406,-34.2318059299191,34.4581280788177,77.6527607361963
"CANDIDATE",8972058,"K00159.01",1,0.8635,0.3572,4767,200.76,1.171,67400,-0.005808,3.269,0.8297,11.82,0.023849,0,0.10976,19.847459,0.1215,6.127e-06,12.6021599532983,27.4698029243484,82.415441827519,17.910447761194,4.47425897035881,36,0.466666666666667,3.05584281282316,0.783870967741935,1.43931034482759,-0.15453216374269,1.2635593220339
"CANDIDATE",8972058,"K00159.02",2,0.8997,0.07338,6628,1165.69,1.171,63050,0.01825,1.622,0.4933,5.675,-0.0079587,0,3.0176,19.847437,-0.7138,5.904e-05,2.00736278447122,6.06346807706838,12.6027893497555,17.9086538461538,4.47447412866575,36,0.466666666666667,1.04492726937949,-0.861037394451146,0.83031847133758,-0.592687385740402,0.804366197183099
"CANDIDATE",6631721,"K00160.01",1,0.9552,0.9269,2326,163.81,1.178,67650,-0.02198,-1.589,0.937,17.45,-0.0066013,0,1073.5,19.878964,2.217,-0.001227,193.282072035613,43.3397807865893,53.7571312143439,11.0411622276029,2.76099780886567,23.8333333333333,-1.46666666666667,2.32511658894071,10.8676470588235,17.3631578947368,-15.5703125,41.2740447957839
"CANDIDATE",5084942,"K00161.01",1,0.8578,0.1977,6409,218.22,0.791,71320,0.1057,1.777,0.07641,1.546,-0.049883,0,2.7279,19.136778,-0.1217,-1.297e-05,18.2355442176871,33.9882864160212,146.533355187674,28.7390029325513,7.18774703557312,76.3333333333333,2,2.49314626673117,-2.05227655986509,-7.65104166666667,0.865217391304348,0.575735930735931
"CANDIDATE",8107380,"K00162.01",1,0.7079,0.2372,3702,100.25,1.124,67740,-0.002702,-1.819,4.15,14.56,0.012473,1,6.6374,19.677592,0.1456,-0.0001673,2.67333836858006,28.1376037959668,97.2729751840742,16.7775467775468,4.19105351170569,33.2307692307692,0,2.23724646588814,0.983783783783784,-0.947945205479452,0.748962264150943,2.54834930777423
"CANDIDATE",6851425,"K00163.01",1,0.8294,0.2674,3445,42.11,0.766,66790,0.1018,3.158,0.2962,18.6,-0.039533,0,13.713,19.204498,-0.3885,-1.631e-06,7.18717504332756,23.3946830265849,88.0565667880145,32.6633165829146,8.16085271317829,91.6,0,2.6541095890411,-3.26470588235294,-2.6784,2.00124843945069,3.22171171171171
"FALSE POSITIVE",5652237,"K00164.01",1,0.9837,1.912,7423,1557.27,1.985,68210,-0.101,1.544,15.63,1.862,0.00516,0,6538.4,19.970515,38,-0.007128,180.694342395298,22.7543129089828,9.62082912032356,5.29801324503311,1.3266571820451,8.88636363636364,-0.6,1.21223958333333,85.7787810383747,30.8126410835214,-31.2192262602579,126.41567065073
"CANDIDATE",9527915,"K00165.01",1,0.8642,0.3334,2231,39.62,0.799,68040,0.04416,6.42,1.043,26.58,-0.028914,0,65.465,19.499131,0.06787,0.0001255,14.8590096286107,24.6083333333333,83.3081285444234,30.7692307692308,7.67829457364341,76,0,3.18094782192437,0.506492537313433,1.18476821192053,-4.12753623188406,0.238956896551724
"CANDIDATE",2441495,"K00166.01",1,0.8666,0.2485,2074,42.13,0.795,66800,-0.04165,8.009,0.7102,25.82,-0.049635,0,10.212,19.401454,-0.06939,0.000255,8.02407407407407,14.4204204204204,66.7809523809524,29.6803652968037,7.43033509700176,76,0,2.60439782126286,-0.367142857142857,-1.85363636363636,0.798076923076923,1.97686796315251
"CANDIDATE",11666881,"K00167.01",1,0.8996,0.4428,9419,702.72,1.378,66830,-0.318,-0.8037,0.5932,3.373,-0.07999,0,1.4599,19.630925,-0.02482,4.078e-05,35.7125843588726,44.0755467196819,97.8606835376989,17.1018276762402,4.28670774110901,35.4166666666667,0.8,3.12314814814815,-0.227706422018349,0.580826446280992,0.0576586433260394,0.762270875763748
"CANDIDATE",11512246,"K00168.01",1,0.925,0.921,6542,244.49,1.518,67800,0.03027,1.607,0.01015,6.467,-0.16535,0,0,19.614599,0.116,-4.612e-06,82.5892857142857,53.6775218427323,68.9288206559665,51.7948717948718,12.9496822033898,204.5,0.3,3.16234718826406,0.729559748427673,0.817341040462428,0,1.27165354330709
"CANDIDATE",11512246,"K00168.02",2,0.83,0.2822,4154,152.91,1.518,62490,0.0255,6.811,0.0003442,22.59,-0.22334,0,0,19.614596,0.03862,1.32e-05,2.92047853624208,15.5566600397614,32.0619214810086,51.849710982659,12.9475021168501,204.5,0.3,1.93573264781491,0.105231607629428,0.619451371571072,0,0.854656488549618
"CANDIDATE",11512246,"K00168.03",3,0.9095,0.3484,7343,424.11,1.518,59000,0.003732,1.256,0.6746,13.11,-0.27475,0,0,19.614599,0.1181,-1.461e-06,6.35125698324022,11.2667600560336,22.752688172043,52.0179372197309,12.9499236641221,204.5,0.3,2.30040357957536,0.234791252485089,-1.52481751824818,0,1.78727488151659
"FALSE POSITIVE",6185711,"K00169.01",1,0.9883,1.319,1907,63.33,0.762,53970,-0.007031,-2.881,0.1299,18.87,-0.03417,0,15275,18.964981,47.98,-0.02987,29.3351142772336,22.7720207253886,27.9895104895105,13.2656826568266,3.31744368779466,30.6666666666667,-1.73333333333333,0.925907752698724,189.644268774704,22.8009259259259,-21.5337837837838,54.425
"FALSE POSITIVE",11044770,"K00170.01",1,0.9837,3.033,2733,959.86,2.43,53890,-0.07284,10.88,0.0186,31.27,-0.042028,0,1589.4,19.86563,12.45,-0.003724,130.845969672785,28.9408396946565,9.22767995057152,7.88888888888889,1.97611841969819,14.5925925925926,-0.4,1.82226107226107,24.5562130177515,21.7948717948718,-21.3055555555556,24.8042979942693
"CANDIDATE",7831264,"K00171.01",1,0.8138,0.2416,6843,580.77,1.439,68020,-0.0657,2.25,0.1457,2.458,-0.093426,0,5.1586,19.649467,-0.1429,8.767e-05,6.74792703150912,28.0473372781065,90.95532146749,13.4264232008593,3.35996528782181,24.5294117647059,0.133333333333333,1.91284046692607,-1.22136752136752,-0.290579710144928,-0.645337159253946,0.562854430379747
"CANDIDATE",7831264,"K00171.02",2,0.8957,0.2488,2267,204.21,1.439,62110,-0.06098,7.809,1.014,21.88,-0.068776,0,2.5204,19.649483,0.4919,-0.0001113,5.08631459398069,8.5169263836647,26.587563172929,13.4449093444909,3.35982230997039,24.5294117647059,0.133333333333333,1.72012578616352,1.24217171717172,-0.134372294372294,-0.146517857142857,0.599450549450549
"CANDIDATE",8692861,"K00172.01",1,0.7556,0.2743,4095,73.37,0.943,67720,0.002548,9.827,0.7188,11.21,-0.093719,0,2.7202,19.55073,0.02083,8.908e-05,3.92315680166148,29.6271186440678,88.4336589977939,17.1494252873563,4.2906432748538,33.8461538461538,-2,1.57134847210541,0.150942028985507,-1.25724137931034,-0.330218446601942,0.359326530612245
"CANDIDATE",8692861,"K00172.02",2,0.8596,0.9378,626.4,1.59,0.943,64130,-0.03192,-1.662,4.132,4906,-0.13932,0,4.0392,19.550726,-0.1183,0.0001001,6.29282576866764,15.8811834873114,18.2807399347116,17.185628742515,4.2972972972973,33.8461538461538,-2,2.34736842105263,-0.196185737976783,0.754961832061069,-1.10316742081448,2.46548223350254
"CANDIDATE",11402995,"K00173.01",1,0.8966,0.5145,4691,154.53,1.14,67870,-0.07871,1.676,2.269,7.558,-0.1027,0,15.939,19.460472,0.08579,-0.0001198,29.1957017258222,35.2087912087912,75.0453271798253,14.6655791190865,3.66532258064516,26.875,0,2.10236439499305,0.608439716312057,-0.347897727272727,-1.72772277227723,0.462748663101604
"CANDIDATE",10810838,"K00174.01",1,0.8655,0.428,520.1,3.64,0.701,53910,0.01078,10.61,0.09496,328.1,-0.029564,0,4.6798,19.788201,0.2836,-0.0001845,9.52249972494224,14.1973791973792,51.2871287128713,34.1747572815534,8.46511627906977,91.6,-1.46666666666667,2.5355486862442,1.12539682539683,3.3562015503876,-0.935611510791367,0.75108843537415
"FALSE POSITIVE",8323753,"K00175.01",1,0.9513,0.5402,5158,1419.35,2.623,69440,0.01322,0.7375,2.418,1.782,0.03866,0,3986.3,19.938907,14.12,-0.003715,55.6967213114754,19.2688821752266,36.7329901210519,7.47619047619048,1.8657000893843,12.4666666666667,-0.342857142857143,1.54821894005213,40.6916426512968,34.478102189781,-34.8005502063274,54.2034482758621
"CANDIDATE",6442377,"K00176.01",1,0.7967,0.3648,2328,77.05,1.518,68410,-0.02475,-4.987,0.4174,44.48,-0.063348,0,2.6377,19.443125,0.328,-0.0001025,5.67450142450142,30.1856884057971,58.1404682274248,16.5207877461707,4.1313672922252,34.9166666666667,1.06666666666667,2.3862660944206,1.57692307692308,1.16345177664975,-0.231791907514451,0.991280487804878
"CANDIDATE",6803202,"K00177.01",1,0.7174,0.1813,2749,47.49,1.034,67540,0.05865,13.01,1.377,35.59,0.013134,0,5.3282,19.878489,0.2946,-8.963e-05,1.20693135935397,18.4479778776357,47.4107988632776,19.0598290598291,4.76807228915663,39.8181818181818,0,1.30749448934607,0.879402985074627,-0.453985507246377,-1.05396634615385,1.63943925233645
"FALSE POSITIVE",11455491,"K00178.01",1,0.9816,1.65,8833,798.65,1.554,68100,-0.3957,3.602,0.3942,19.23,-0.077129,0,48226,19.465577,-112.1,0.01245,267.684755931279,22.9987809833401,23.4500210881485,11.8260869565217,2.93988809541338,21.7368421052632,-0.466666666666667,2.92827775239836,-255.936073059361,-156.047058823529,155.919661733615,134.126865671642
"CANDIDATE",9663113,"K00179.01",1,0.5621,0.447,4555,95.88,1.299,54780,-0.2309,-1.533,2.779,19.06,-0.15221,0,15.721,19.803025,-0.1162,0.0001853,2.94139194139194,73.249299719888,122.653915122534,17.6158940397351,4.4042259990813,35.5,0,2.54133333333333,-1.2441113490364,-2.02386363636364,-1.64435146443515,1.0236974789916
"CANDIDATE",9663113,"K00179.02",2,0.7771,2.011,1180,2.9,1.299,53100,-0.03992,163.6,0,1637,-3.4313,0,0.18609,19.80303,0.0924,-3.568e-05,11.5898583146905,42.5109745390694,32.0558375634518,17.6190476190476,4.39393939393939,35.5,0,2.4683353437877,0.510497237569061,-1.59672131147541,-0.167918088737201,0.0871776699029126
"CANDIDATE",9573539,"K00180.01",1,0.8451,0.2955,3474,81.7,0.853,88440,0.01657,5.664,2.581,14.47,0.024852,0,8.4361,18.959623,0.1101,-0.0001111,15.2435064935065,36.9691014302871,92.4292388018687,19.175,4.79460093896714,41.3636363636364,-0.266666666666667,2.37915159487011,1.40973111395647,3.91532258064516,-0.414500941619586,0.787747126436782
"FALSE POSITIVE",12504988,"K00181.01",1,0.6472,0.8519,9033,395.83,1.035,85470,-0.03593,2.406,0.4167,5.052,0.0092896,0,0,19.216865,0.2936,0,335.163127912998,1089.3347993403,1526.76399026764,9.19354838709677,2.29839739867611,20.2272727272727,-0.228571428571429,2.43235435724603,53.0922242314647,94.7162426614481,1.81019108280255,2.39301634472511
"CANDIDATE",5376836,"K00182.01",1,0.6531,0.682,9612,437.2,0.878,90900,0.06279,1.625,0.1158,2.83,-0.10832,0,187.36,19.711423,0.1122,-0.0007776,339.802289281998,1133.70201691607,1317.78228532792,11.0377358490566,2.74416269143861,23.7894736842105,-1,2.89188636828122,26.4,60.4126213592233,0.0769166666666667,0.414086826347305
"CANDIDATE",9651668,"K00183.01",1,0.3145,0.33,11460,606.31,0.956,98660,-0.08613,0.5938,0.008349,0.09735,-0.044387,0,1374.6,19.523717,0.03564,0.001694,20.3428201811126,740.157480314961,2279.53201660586,20.5169628432956,5.10662848479744,40.0909090909091,-0.666666666666667,2.96437271619976,8.46555819477435,10.5700712589074,-2.5524861878453,0.120118263473054
"FALSE POSITIVE",7972785,"K00184.01",1,0.5093,0.7484,8827,329.93,1.138,79450,-0.4509,3.882,2.765,4.681,0.077119,0,367.46,19.736508,-0.09442,-0.0004379,75.1069163840142,801.596037424326,1310.98173057619,9.56140350877193,2.38165018407565,20.9047619047619,-0.333333333333333,2.520732364028,-11.8172715894869,4.10453400503778,2.21544715447154,0.0759088191330344
"FALSE POSITIVE",4178389,"K00185.01",1,0.9488,1.55,1297,29.74,0.809,57910,0.03101,1.408,6.159,2.115,-0.071838,0,2455.3,19.745684,0.06615,0.01859,67.6265146115467,532.554543892802,925.469863901491,11.3117870722433,2.83238095238095,24.0526315789474,-1.4,2.05739299610895,5.04961832061069,-6.15447154471545,-2.76597633136095,2.297341211226
"CANDIDATE",12019440,"K00186.01",1,0.266,0.3457,10950,564.82,1.013,77820,-0.1248,0.3646,0.09035,0.1687,0.01884,0,301.11,19.666423,0.08693,-0.001763,7.6900838392599,430.920590302178,1404.09207161125,17.2461752433936,4.32282259298944,34.1538461538462,0.666666666666667,2.29993183367416,9.99195402298851,1.63377192982456,-1.2152380952381,0.319491017964072
"FALSE POSITIVE",7023960,"K00187.01",1,0.2697,0.7206,1823,29.19,0.993,78230,-0.06942,2.2,0.6029,27.22,-0.059199,0,18.044,19.248636,0.09427,-0.0002169,13.0289855072464,589.102424110068,1083.74606033318,10.1022146507666,2.52727272727273,22.45,0.233333333333333,2.63759689922481,9.06442307692308,8.13214285714286,-0.317745098039216,0.0749059701492537
"CANDIDATE",5357901,"K00188.01",1,0.6044,0.365,6733,219.88,0.848,82390,0.1102,-0.9458,2.491,0.223,-0.059452,0,15.447,19.357201,-0.02991,0.000323,70.0023164234422,408.925791385573,1326.8876611418,32.7333333333333,8.17397769516729,75.5,1.6,2.19056974459725,-3.63868613138686,-13.203125,-0.0820304568527919,0.0737245508982036
