"koi_disposition","kepid","kepoi_name","tce_period","tce_num_transits","tce_model_snr","tce_rb_tcount2","tce_fwm_sdec","tce_fwm_prao","tce_prad_sn"
"FALSE POSITIVE",5023956,"K00233.01",1.82464,589,291.8,0,40.170931,0.06048,5.70609981515712
"CANDIDATE",8491277,"K00234.01",9.61374,142,91.77,0,44.518688,-0.0001339,3.33714285714286
"CANDIDATE",8107225,"K00235.01",5.63253,241,70.25,3,43.915178,-0.0005645,5.16294642857143
"FALSE POSITIVE",8453211,"K00236.01",5.77676,235,111.8,0,44.409979,0.02224,2.21113445378151
"CANDIDATE",8041216,"K00237.01",8.50831,158,81.28,0,43.852046,-0.00017,6.78454485920105
"CANDIDATE",7219825,"K00238.01",17.2323,77,59.5,0,42.78208,-1.12e-05,4.86371100164204
"CANDIDATE",7219825,"K00238.02",363.008,4,11.62,0,42.781839,-0.0002463,5.25580395528805
"CANDIDATE",7219825,"K00238.03",26.6952,46,10.75,0,42.782041,8.615e-05,1.53407354588978
"CANDIDATE",6383785,"K00239.01",5.64068,242,134.7,0,41.730288,-0.001668,5.94857142857143
"CANDIDATE",6383785,"K00239.02",3.62276,343,18.93,0,41.730199,-0.00037,2.61014593467686
"CANDIDATE",8026752,"K00240.01",4.28684,316,117.8,1,43.860255,-0.0001599,3.12478632478633
"CANDIDATE",11288051,"K00241.01",13.8214,76,69.05,0,49.064932,0.0001222,13.1569343065693
"CANDIDATE",11288051,"K00241.02",30.9506,36,21.3,0,49.064907,-0.000423,11.8461538461538
"CANDIDATE",11288051,"K00241.03",3.41048,302,20.93,0,49.064898,0.0001142,2.23060082704938
"FALSE POSITIVE",3642741,"K00242.01",7.25845,182,283.3,0,38.707597,0.001466,3.48041615667075
"FALSE POSITIVE",9592579,"K00243.01",2.63757,514,299.5,0,46.304705,0.03197,2.83403500997119
"CANDIDATE",4349452,"K00244.01",12.7204,111,414.9,0,39.487983,-0.0008787,17.4216027874564
"CANDIDATE",4349452,"K00244.02",6.23854,210,221.6,0,39.48801,-0.0002248,17.1862230005838
"CANDIDATE",8478994,"K00245.01",39.7922,35,167.4,0,44.518559,-0.0008098,20.1526717557252
"CANDIDATE",8478994,"K00245.02",21.3019,62,34.27,0,44.518319,-5.604e-05,9.46411483253589
"CANDIDATE",11295426,"K00246.01",5.39875,252,243,0,49.040122,-4.282e-05,15.9361022364217
"CANDIDATE",11295426,"K00246.02",9.60508,131,27.54,0,49.040141,5.118e-05,4.90883590462833
"CANDIDATE",11852982,"K00247.01",13.815,81,48.14,0,50.146792,0.0005753,9.51996197718631
"CANDIDATE",5364071,"K00248.01",7.20386,186,84.27,0,40.591778,0.000292,12.2024367385192
"CANDIDATE",5364071,"K00248.02",2.57656,499,53.4,0,40.591851,0.0003273,9.51638903815153
"CANDIDATE",5364071,"K00248.03",10.9127,111,48.25,0,40.591756,-3.725e-06,2.5836038961039
"CANDIDATE",5364071,"K00248.04",18.5961,61,22.85,0,40.591757,0.0001609,2.88968824940048
"CANDIDATE",9390653,"K00249.01",9.54928,138,107.4,0,45.972486,0.0005224,6.3953488372093
"CANDIDATE",9757613,"K00250.01",12.283,110,105,0,46.566523,0.001444,12.4812030075188
"CANDIDATE",9757613,"K00250.02",17.2512,73,54.07,0,46.566375,0.001046,12.3360135421075
"CANDIDATE",9757613,"K00250.03",46.8276,28,25.86,0,46.56666,0.0003642,3.09207825967985
"CANDIDATE",9757613,"K00250.04",3.54392,360,25.24,0,46.566447,0.000243,4.91578535056796
"CANDIDATE",10489206,"K00251.01",4.16438,253,144.9,3,47.605126,-0.002341,11.003276003276
"CANDIDATE",10489206,"K00251.02",5.77435,176,13.08,1,47.604711,-0.0003091,1.42801672640382
"CANDIDATE",11187837,"K00252.01",17.6046,77,72.04,0,48.82267,0.0001334,10.115671641791
"CANDIDATE",11752906,"K00253.01",6.38315,171,63.87,1,49.962,0.0001267,12.0991253644315
"CANDIDATE",11752906,"K00253.02",20.6182,50,14.32,0,49.962096,-0.000606,10.2802428771602
"CANDIDATE",5794240,"K00254.01",2.45524,546,1397,9,41.064169,0.0003089,14.9356804333108
"CANDIDATE",7021681,"K00255.01",27.522,49,84.97,0,42.542789,0.0003092,9.04221355090458
"CANDIDATE",7021681,"K00255.02",13.6032,97,9.437,0,42.542722,0.0005235,0.996464646464646
"FALSE POSITIVE",7021681,"K00255.03",7.73326,166,7.997,0,42.542739,-0.0001288,1.19805996472663
"FALSE POSITIVE",11548140,"K00256.01",1.37864,770,30.76,1,49.56458,-0.0008784,1.86384544618215
"CANDIDATE",5514383,"K00257.01",6.8834,151,165.6,4,40.719801,0.0001405,22.3171614771904
"FALSE POSITIVE",11231334,"K00258.01",4.15747,254,145.8,1,48.961443,-0.0007727,2.56841033473336
"FALSE POSITIVE",5790807,"K00259.01",79.9962,17,965.6,0,41.09805,-0.00258,3.42497904442582
"CANDIDATE",8292840,"K00260.01",100.283,15,50.85,0,44.208486,6.138e-05,13.8274932614555
"CANDIDATE",8292840,"K00260.02",10.4957,128,54.39,0,44.208448,1.493e-05,13.6317567567568
"CANDIDATE",8292840,"K00260.03",21.8696,59,40.26,0,44.208623,-4.144e-05,16.4338235294118
"CANDIDATE",5383248,"K00261.01",16.2385,79,177,0,40.524953,-0.0001819,6.58125577100646
"CANDIDATE",11807274,"K00262.01",9.37664,143,42.15,0,50.033503,-8.77e-06,8.19410319410319
"CANDIDATE",11807274,"K00262.02",7.81281,171,38.39,0,50.033675,-3.192e-06,17.300252312868
"FALSE POSITIVE",10514430,"K00263.01",36.8352,37,9.764,0,47.773934,5.173e-05,1.72255559477586
"FALSE POSITIVE",3097346,"K00264.01",4.0298,330,52.73,0,38.25319,-0.004655,2.7531328320802
"CANDIDATE",12024120,"K00265.01",3.56808,371,46.96,0,50.409074,4.349e-05,4.87019080387864
"CANDIDATE",7375348,"K00266.01",25.3089,52,43.47,0,42.981424,-1.537e-05,5.41386370283709
"CANDIDATE",7375348,"K00266.02",47.7438,24,15.09,0,42.981206,-0.0001124,5.6758467869579
"CANDIDATE",3425851,"K00268.01",110.379,12,63,0,38.506832,0.000119,17.2397223705286
"CANDIDATE",7670943,"K00269.01",18.0116,76,41.95,0,43.378482,0,13.4846153846154
"CANDIDATE",6528464,"K00270.01",12.5823,106,45.85,0,41.9007,-3.269e-05,10.7332101047443
"CANDIDATE",6528464,"K00270.02",33.6726,36,42.98,0,41.900596,-6.429e-05,9.64788732394366
"CANDIDATE",9451706,"K00271.01",29.3933,48,65.2,0,46.028246,-0.0002136,22.4630541871921
"CANDIDATE",9451706,"K00271.02",48.6303,25,49.82,0,46.028277,-0.000242,16.9355809753161
"CANDIDATE",9451706,"K00271.03",14.436,90,25.32,0,46.028244,-7.829e-05,5.35363790186125
"FALSE POSITIVE",5716763,"K00272.01",0.64066,1670,118.1,0,40.986724,2.496e-06,3.11868176304084
"CANDIDATE",3102384,"K00273.01",10.5737,129,81.05,0,38.228946,9.328e-05,14.2981908920774
"CANDIDATE",8077137,"K00274.01",15.0896,91,15.82,0,43.980323,7.527e-07,3.98450656786797
"CANDIDATE",8077137,"K00274.02",22.8031,58,11.33,0,43.979937,-1.107e-05,3.7995337995338
"CANDIDATE",10586004,"K00275.01",15.792,69,50.1,0,47.848572,-1.299e-05,8.17955886921404
"CANDIDATE",10586004,"K00275.02",82.2009,13,26.18,0,47.848583,-3.616e-05,11.0157421289355
"CANDIDATE",11133306,"K00276.01",41.746,33,91.76,0,48.706168,0.0002025,16.3021751910641
"CANDIDATE",11401755,"K00277.01",16.2317,81,123,0,49.231831,-8.509e-06,18.3341266063779
"CANDIDATE",11401755,"K00277.02",13.8497,94,17.71,0,49.232046,-2.489e-05,0.696993464052288
"CANDIDATE",12314973,"K00279.01",28.4549,48,196.1,0,51.013482,3.175e-05,13.9672056479162
"CANDIDATE",12314973,"K00279.02",15.4131,83,48.53,0,51.01337,-3.356e-05,13.6188731103985
"CANDIDATE",12314973,"K00279.03",7.51427,170,9.721,0,51.01351,-7.683e-06,3.56923076923077
"CANDIDATE",4141376,"K00280.01",11.8729,111,121.6,0,39.212113,5.744e-06,18.1150159744409
"CANDIDATE",4143755,"K00281.01",19.5566,70,86.91,0,39.24423,1.187e-05,13.8244853737811
"CANDIDATE",5088536,"K00282.01",27.5087,47,138.4,0,40.245254,2.016e-05,18.7750151607035
"CANDIDATE",5088536,"K00282.02",8.45744,160,26.93,0,40.245157,-2.189e-05,5.19964507542147
"CANDIDATE",5088536,"K00282.03",87.518,14,11.53,0,40.245103,-2.686e-05,1.4802371541502
"CANDIDATE",5695396,"K00283.01",16.092,87,98.08,0,40.942406,4.58e-05,6.64876476906552
"CANDIDATE",5695396,"K00283.02",25.517,50,11.35,0,40.942437,1.704e-05,3.31695423855964
"CANDIDATE",6021275,"K00284.01",6.41495,161,42.3,1,41.342918,-0.0001089,5.98636728147554
"CANDIDATE",6021275,"K00284.02",18.0102,56,36.46,0,41.343104,-1.598e-05,6.27697262479871
"CANDIDATE",6021275,"K00284.03",6.17816,155,36.49,1,41.343003,6.599e-05,4.53880960668291
"CANDIDATE",6021275,"K00284.04",110.287,8,10.94,0,41.342718,-5.894e-05,1.80716543730242
"CANDIDATE",6196457,"K00285.01",13.7488,98,114.5,0,41.563002,-4.106e-07,12.1150097465887
"CANDIDATE",6196457,"K00285.02",26.7231,51,43.41,0,41.563064,-5.984e-05,11.0406301824212
"CANDIDATE",6196457,"K00285.03",49.357,27,21.93,0,41.563045,-1.481e-05,8.28592814371257
"FALSE POSITIVE",8258171,"K00286.01",23.6273,57,45.95,0,44.182899,0.001145,1.53298538622129
"FALSE POSITIVE",8703887,"K00287.01",14.171,100,864.1,0,44.850392,-0.001949,3.22371398400965
"CANDIDATE",9592705,"K00288.01",10.2753,126,70.04,0,46.226522,4.905e-05,10.0867947923125
"CANDIDATE",10386922,"K00289.01",296.637,4,155.6,0,47.574877,-0.0002362,4.70073891625616
"CANDIDATE",10386922,"K00289.02",26.6295,48,76.08,0,47.574913,-1.643e-05,4.60199676200756
"FALSE POSITIVE",10488450,"K00290.01",2.68337,396,45.17,5,47.628373,0.002038,3.0994575045208
"CANDIDATE",10933561,"K00291.01",31.5178,34,47.75,0,48.320433,-0.0001865,3.92955801104972
"CANDIDATE",10933561,"K00291.02",8.12996,127,22.87,0,48.320318,-5.756e-05,2.261335156072
"CANDIDATE",11075737,"K00292.01",2.58663,411,64.93,0,48.673457,5.944e-05,5.04080966372837
"FALSE POSITIVE",11200415,"K00293.01",4.63956,291,25.27,0,48.863139,0.002338,3.62038352272727
"CANDIDATE",11259686,"K00294.01",34.4359,31,47.4,0,48.916915,0.0001423,5.0958230958231
"CANDIDATE",11547513,"K00295.01",5.31744,201,77.53,2,49.598394,7.602e-06,6.18102189781022
"CANDIDATE",11547513,"K00295.02",10.1057,102,20.51,0,49.598645,0.0001061,2.61812548412084
"CANDIDATE",11802615,"K00296.01",28.8624,36,56.62,0,50.075443,-0.0001265,6.53596343516959
"CANDIDATE",11905011,"K00297.01",5.65176,190,39.38,0,50.242344,1.076e-05,4.41901024634838
"CANDIDATE",12785320,"K00298.01",19.9636,68,31.89,0,52.055379,-0.0001458,2.44232299124901
"CANDIDATE",12785320,"K00298.02",57.3836,23,18.59,0,52.055699,-1.679e-05,12.1316165951359
"CANDIDATE",2692377,"K00299.01",1.54167,869,63.03,1,37.964416,5.064e-05,5.30857302429489
"FALSE POSITIVE",3438975,"K00300.01",2.976,455,49.6,0,38.51,-0.0004526,1.38472368884196
"CANDIDATE",3642289,"K00301.01",6.00254,223,62.54,0,38.795444,-3.939e-05,5.75400801603206
"CANDIDATE",3642289,"K00301.02",11.4486,115,18.58,0,38.79594,-0.0001436,3.58617131062951
"CANDIDATE",3662838,"K00302.01",24.8546,42,73.71,0,38.735721,0.0001101,2.96368829049368
"CANDIDATE",5966322,"K00303.01",60.9283,21,78.67,0,41.295284,-0.0001004,6.93010507080859
"CANDIDATE",6029239,"K00304.01",8.51204,158,115.5,0,41.373801,6.307e-05,6.76308539944904
"CANDIDATE",6029239,"K00304.02",5.51829,234,7.335,0,41.373703,-2.715e-05,2.50833333333333
"CANDIDATE",6063220,"K00305.01",4.60357,291,89.79,0,41.300256,0.0001683,13.0620689655172
"CANDIDATE",6071903,"K00306.01",24.3079,55,68.92,0,41.384672,4.88e-05,7.67106089139987
"CANDIDATE",6289257,"K00307.01",19.6741,68,34.12,0,41.617872,-3.859e-05,5.15509601181684
"CANDIDATE",6289257,"K00307.02",5.21105,252,32.99,0,41.61778,-0.0001391,4.47924253459578
"CANDIDATE",6291837,"K00308.01",35.5973,38,72.61,0,41.60295,0.0001206,5.74071095383626
"FALSE POSITIVE",7024222,"K00309.01",1.63309,817,18.48,0,42.555865,-0.001019,2.47565071368598
"CANDIDATE",7050989,"K00312.01",11.5789,119,58.75,0,42.59885,-5.483e-07,5.35672786428073
"CANDIDATE",7050989,"K00312.02",16.3993,82,48.8,0,42.598879,-7.669e-05,5.12868507253159
"CANDIDATE",7419318,"K00313.01",18.7358,73,68.69,0,43.039182,3.233e-05,11.7506493506494
"CANDIDATE",7419318,"K00313.02",8.43639,156,65.49,0,43.039164,3.494e-05,9.06793048973144
"CANDIDATE",7603200,"K00314.01",13.7811,98,108.6,0,43.293033,-8.085e-05,10.0831202046036
"CANDIDATE",7603200,"K00314.02",23.0889,55,54.57,0,43.293021,3.272e-05,3.03094660194175
"CANDIDATE",7603200,"K00314.03",10.3131,122,16.44,0,43.293175,5.394e-05,0.525155725922377
"CANDIDATE",7700622,"K00315.01",35.581,39,83.77,0,43.333124,4.738e-05,14.2941523922032
"CANDIDATE",8008067,"K00316.01",15.7711,87,91.16,0,43.888936,-2.066e-05,5.73651242675288
"CANDIDATE",8008067,"K00316.02",157.066,9,34.45,0,43.888994,-0.0004604,5.03725524172587
"CANDIDATE",8008067,"K00316.03",7.30568,173,39.91,0,43.888921,-7.572e-05,3.89336196099481
"CANDIDATE",8121310,"K00317.01",22.2081,58,57.22,0,43.998007,-5.759e-05,5.48545331529093
"CANDIDATE",8121310,"K00317.02",11.506,113,8.473,0,43.998193,1.465e-05,5.07806955287438
"CANDIDATE",8156120,"K00318.01",38.5845,35,80.17,0,44.068827,0,4.46307506053269
"CANDIDATE",8684730,"K00319.01",46.1509,30,208.5,0,44.87295,-0.0001425,13.6074740861975
"FALSE POSITIVE",8700558,"K00320.01",4.79181,288,49.95,0,44.826949,0.0002491,3.67903661833374
"CANDIDATE",8753657,"K00321.01",2.42629,555,76.2,1,44.968201,-2.435e-05,5.60560181680545
"CANDIDATE",8753657,"K00321.02",4.62333,261,21.95,0,44.968413,-2.082e-05,2.84291068082448
"FALSE POSITIVE",8948424,"K00322.01",5.88883,228,214.2,0,45.251704,-0.03629,13.2980225988701
"CANDIDATE",9139084,"K00323.01",5.83598,230,107.7,0,45.506859,-8.512e-05,8.69831546707504
"FALSE POSITIVE",9641041,"K00324.01",2.17812,616,48.5,1,46.306212,-6.577e-06,3.28096118299445
"FALSE POSITIVE",9724984,"K00325.01",7.86336,138,69.29,0,46.440171,-0.02528,2.7683887915937
"CANDIDATE",9880467,"K00326.01",8.97347,150,42.74,0,46.783826,-0.002696,2.82110778443114
"CANDIDATE",9880467,"K00326.02",108.545,13,12.89,0,46.783666,-0.002291,3.94882914137034
"CANDIDATE",9881662,"K00327.01",3.25427,410,50.98,0,46.768198,-4.876e-05,5.20578778135048
"CANDIDATE",9881662,"K00327.02",91.3514,15,16.51,0,46.768361,-0.000157,5.74846625766871
"FALSE POSITIVE",9895004,"K00328.01",2.25083,594,132.4,0,46.77491,0.0004848,6.07223476297968
"FALSE POSITIVE",10031885,"K00329.01",8.58965,126,36.55,0,46.940894,-0.0001957,1.19577205882353
"CANDIDATE",11361646,"K00330.01",7.9742,171,44.41,0,49.162194,7.85e-05,6.01804850535815
"CANDIDATE",11361646,"K00330.02",1.88899,661,16.63,0,49.161974,-4.707e-05,2.57157464212679
"CANDIDATE",10285631,"K00331.01",18.684,59,41.78,0,47.358816,-3.893e-05,4.17419426787108
"CANDIDATE",10285631,"K00331.02",10.5229,95,8.863,0,47.358726,-6.326e-05,0.853896103896104
"CANDIDATE",10290666,"K00332.01",5.4585,194,61.84,0,47.396153,2.787e-05,5.23649521840269
"CANDIDATE",10290666,"K00332.02",6.86677,147,9.984,0,47.396049,-2.311e-05,1.90506055363322
"CANDIDATE",10337258,"K00333.01",13.2854,101,45.49,1,47.406212,-2.066e-05,3.16254980079681
"FALSE POSITIVE",10383687,"K00334.01",8.48789,158,18.16,0,47.57774,-0.009879,2.29362731917182
"FALSE POSITIVE",10470206,"K00335.01",46.5667,30,87.87,0,47.675114,-0.0006504,3.53872515421522
"FALSE POSITIVE",10518725,"K00336.01",19.515,71,13.16,0,47.779785,-0.003453,2.25836298932384
"CANDIDATE",10545066,"K00337.01",19.783,55,32.11,0,47.748127,0.0001394,4.34320849636669
"CANDIDATE",10552611,"K00338.01",7.01062,147,44.44,1,47.731736,0.0001924,7.92029317453046
"CANDIDATE",10552611,"K00338.02",3.10775,329,12.2,2,47.731416,1.059e-05,1.56534893102057
"CANDIDATE",10587105,"K00339.01",1.98036,537,61.27,0,47.880457,-2.879e-05,5.4039064383892
"CANDIDATE",10587105,"K00339.02",12.8345,84,28.86,0,47.880448,-3.223e-05,5.8750890524816
"CANDIDATE",10587105,"K00339.03",35.8662,30,18.2,0,47.880352,0.0003192,5.81840490797546
"FALSE POSITIVE",10616571,"K00340.01",23.6703,46,-1,0,47.801232,0.0007737,-14.53
"CANDIDATE",10878263,"K00341.01",7.17072,152,103.4,1,48.244356,-6.802e-05,6.71480972031178
"CANDIDATE",10878263,"K00341.02",4.69965,219,45.37,2,48.244232,2.113e-05,6.38276553106212
"CANDIDATE",10982872,"K00343.01",4.7617,282,102,0,48.481338,0.0001001,5.70468611847922
"CANDIDATE",10982872,"K00343.02",2.02413,599,70.2,0,48.481371,1.018e-05,5.6158357771261
"CANDIDATE",10982872,"K00343.03",41.8085,31,15.23,0,48.481403,-1.067e-05,2.359565807327
"CANDIDATE",11015108,"K00344.01",39.3094,36,94.05,0,48.549149,0.000245,7.36952960449333
"CANDIDATE",11074541,"K00345.01",29.885,35,102.4,0,48.683625,-0.0001581,11.0884615384615
"CANDIDATE",11100383,"K00346.01",12.9249,86,75.44,0,48.606413,8.93e-05,11.819720694033
"CANDIDATE",11189127,"K00347.01",2.67194,501,1704,0,48.861087,-0.001346,3.62995921394142
"CANDIDATE",11194032,"K00348.01",28.5112,47,131.1,0,48.825027,0.0001175,16.9452736318408
"CANDIDATE",11394027,"K00349.01",14.3868,78,58.42,0,49.261807,0.0002986,6.16290879544993
"CANDIDATE",11395587,"K00350.01",12.9907,80,33.07,0,49.264496,1.289e-05,3.38159946535977
"CANDIDATE",11442793,"K00351.01",331.603,3,233.3,0,49.305168,-9.382e-05,6.14694335389793
"CANDIDATE",11442793,"K00351.02",210.593,6,121.8,0,49.305155,0.000318,6.0958795562599
"CANDIDATE",11442793,"K00351.03",59.7369,16,30.22,0,49.305305,0.0001073,5.86163294797688
"CANDIDATE",11442793,"K00351.04",91.9395,12,25.11,0,49.305125,0.0003952,5.96666666666667
"CANDIDATE",11442793,"K00351.05",124.915,7,18.9,0,49.305259,-0.0003696,5.78588108496497
"CANDIDATE",11442793,"K00351.06",7.00821,154,16.61,0,49.305081,-1.482e-05,5.54633012288276
"CANDIDATE",11442793,"K00351.07",8.7198,111,16.7,0,49.305435,7.217e-05,5.82934131736527
"CANDIDATE",11521793,"K00352.01",27.0825,53,39.07,0,49.412633,9.955e-05,5.0030599755202
"CANDIDATE",11521793,"K00352.02",16.0075,80,15.53,0,49.41247,1.667e-05,0.957570343903528
"CANDIDATE",11566064,"K00353.01",152.106,10,83.75,0,49.562149,5.828e-05,4.77691363078183
"CANDIDATE",11566064,"K00353.02",30.6528,46,18.47,0,49.562138,-7.813e-05,3.77215485074627
"CANDIDATE",11566064,"K00353.03",11.1618,114,8.654,0,49.562111,4.612e-05,2.67768595041322
"CANDIDATE",11568987,"K00354.01",15.96,81,61.53,0,49.540147,0.0003316,6.49832517392425
"CANDIDATE",11568987,"K00354.02",7.37869,176,18.6,0,49.54016,0.0001345,3.32971506105834
"CANDIDATE",11621223,"K00355.01",4.90334,273,78.55,0,49.696261,2.227e-05,5.42352468887997
"CANDIDATE",11624249,"K00356.01",1.82708,732,262.6,0,49.637174,-0.0002533,1.66853277350128
"FALSE POSITIVE",12017140,"K00358.01",22.8452,58,3164,0,50.469347,0.01172,5.19706534721037
"FALSE POSITIVE",12106929,"K00359.01",5.93719,211,49.51,0,50.628526,0.000141,5.70096463022508
"FALSE POSITIVE",12107021,"K00360.01",5.93714,114,32.2,0,50.650336,0.0004892,1.34751037344398
"CANDIDATE",12404954,"K00361.01",3.24755,417,44.86,0,51.277098,-5.572e-06,5.83646938077318
"FALSE POSITIVE",1571511,"K00362.01",14.0225,100,2316,0,37.199021,-0.0001189,3.2505987372088
"FALSE POSITIVE",2438070,"K00363.01",2.44294,550,94.58,0,37.791007,0.001051,2.4605577689243
"CANDIDATE",11623629,"K00365.01",81.7379,16,89.72,0,49.623446,-4.573e-05,8.6309725516774
"CANDIDATE",3545478,"K00366.01",75.1122,18,251.4,0,38.619268,3.21e-05,4.04638283142956
"CANDIDATE",4815520,"K00367.01",31.5786,33,282.6,0,39.911903,-0.0001202,6.52915291529153
"FALSE POSITIVE",6603043,"K00368.01",110.322,12,1564,0,42.086956,8.958e-05,2.56635951038372
"CANDIDATE",7175184,"K00369.01",5.88529,225,35.42,0,42.775567,-5.281e-05,3.75767498976668
"CANDIDATE",7175184,"K00369.02",10.1046,132,28.71,0,42.775525,-4.505e-05,3.51340847260008
"CANDIDATE",8494142,"K00370.01",42.8825,33,72.55,0,44.529083,2.041e-05,12.923231645994
"CANDIDATE",8494142,"K00370.02",22.9506,56,25.85,0,44.528963,5.998e-05,13.22
"FALSE POSITIVE",5652983,"K00371.01",498.392,3,41.73,0,40.856432,-0.0006377,4.24382359732163
"CANDIDATE",6471021,"K00372.01",125.63,11,311.9,0,41.866823,-0.0004787,6.81137309292649
"CANDIDATE",7364176,"K00373.01",135.188,10,62.36,0,42.909479,-8.884e-05,6.94104560622914
"CANDIDATE",8686097,"K00374.01",172.705,8,76.09,0,44.873956,0.0002383,6.08572583906187
"FALSE POSITIVE",12643589,"K00376.01",44.1459,31,87.92,0,51.723855,0.05866,1.84025828186412
"FALSE POSITIVE",12643589,"K00376.02",1.41164,941,42.88,1,51.725867,-0.001228,2.87289395441031
"CANDIDATE",3323887,"K00377.01",19.2222,70,214.7,0,38.400802,-0.0001787,6.4879421221865
"FALSE POSITIVE",2449074,"K00378.01",4.94408,269,28.71,0,37.712836,-0.0108,2.47017045454546
"FALSE POSITIVE",2446113,"K00379.01",6.71725,201,45.74,0,37.77609,-0.0002371,4.22551398288852
"CANDIDATE",2446113,"K00379.02",23.1375,58,12.39,0,37.776301,-0.0002301,4.34065027232216
"FALSE POSITIVE",2452450,"K00380.01",8.09706,168,65.54,0,37.718156,0.008287,6.30738213399504
"FALSE POSITIVE",3230578,"K00381.01",6.33761,211,201.6,0,38.374908,-4.711e-05,3.55156950672646
"FALSE POSITIVE",3231137,"K00382.01",3.90014,347,61.77,0,38.372653,0.02247,3.27255505564764
"CANDIDATE",3353050,"K00384.01",5.08005,212,44.39,0,38.458252,2.317e-05,3.51065573770492
"CANDIDATE",3446746,"K00385.01",13.1449,102,36.27,0,38.548431,0.0001276,4.56384655806621
"CANDIDATE",3656121,"K00386.01",31.1588,36,61.28,0,38.710234,-0.0004808,5.05540540540541
"CANDIDATE",3656121,"K00386.02",76.7324,13,30.47,0,38.709954,0.0001593,5.73270234986945
"CANDIDATE",3733628,"K00387.01",13.8996,92,114.6,0,38.862545,6.863e-05,14.1018466703973
"CANDIDATE",3831053,"K00388.01",6.14956,221,73.98,0,38.936711,-1.115e-05,3.83039445520334
"FALSE POSITIVE",3847708,"K00389.01",3.74122,359,63.71,0,38.95646,-0.005687,2.88808279099541
"FALSE POSITIVE",3849155,"K00390.01",1.1683,1145,55.14,13,38.913924,0.0003865,3.58834244080146
"FALSE POSITIVE",3858804,"K00391.01",25.9518,41,39.47,0,38.986515,-0.001462,1.20358744394619
"CANDIDATE",3942670,"K00392.01",33.4162,40,24.06,0,39.087618,-0.0001494,5.26913218601245
"CANDIDATE",3942670,"K00392.02",12.6108,104,11.26,0,39.087141,-5.556e-05,2.28291316526611
"CANDIDATE",3964109,"K00393.01",21.4162,49,35.85,0,39.051805,-8.685e-05,4.17041198501873
"FALSE POSITIVE",4159347,"K00394.01",12.2836,110,53.04,0,39.244728,0.0009346,1.47475439798949
"FALSE POSITIVE",4165960,"K00395.01",6.77451,159,40.36,0,39.251373,0.0001225,1.57994232617751
"CANDIDATE",4252322,"K00396.01",14.5915,90,100.1,0,39.350742,-3.883e-05,2.84293410692085
"FALSE POSITIVE",4376644,"K00397.01",27.6777,39,503.5,0,39.461996,-0.01474,2.98820445609436
"CANDIDATE",9946525,"K00398.01",51.8469,27,189.4,0,46.858827,-0.0006393,12.2693854903593
"CANDIDATE",9946525,"K00398.02",4.18005,317,109.5,0,46.858816,-2.028e-05,9.99485331960885
"CANDIDATE",9946525,"K00398.03",1.72936,722,40.84,0,46.858866,-6.412e-05,5.98954032480044
