"koi_disposition","kepid","kepoi_name","tce_depth","tce_ldm_coeff1","tce_chisq1","tce_chisqgofdof","tce_smet","tce_steff_prov","tcet_model_dof","wst_robstat","tce_fwm_prao","tce_time0_sn"
"FALSE POSITIVE",6350031,"K05267.01",118,0.49728,190.3,316,0.2,26,2605,1.95,-0.0001673,219666425.075385
"FALSE POSITIVE",6364064,"K05271.01",114.9,0.4474868,1585,5436,-0.36,5,32490,2.273,-2.369e-05,121016153.758941
"FALSE POSITIVE",6364143,"K05272.01",63.68,0.3613472,1570,6521,-0.24,5,32490,1,0.0001476,101437915.518331
"FALSE POSITIVE",6364307,"K05273.01",208.2,0.3525314,1579,4729,-0.5,5,32490,1.485,-6.973e-05,151532939.528051
"FALSE POSITIVE",6366559,"K05274.01",122,0.6069272,170.1,134,0.1,26,998,3.248,3.694e-06,313568836.622946
"FALSE POSITIVE",6367663,"K05275.01",77.61,0.2076046,272.4,706,-0.52,8,4297,1.499,0.0004549,155157245.424209
"CANDIDATE",6368905,"K05276.01",940.5,0.5173196,29.68,77,-0.34,8,598,3.532,0.0008923,161143892.305572
"CANDIDATE",6372194,"K05278.01",9314,0.4610792,63.16,38,-0.38,8,283,3.213,0.0006942,1141339618.60664
"CANDIDATE",6387557,"K05279.01",300.1,0.5410892,69.28,162,0.14,26,1266,2.946,0.0004421,197479829.789972
"FALSE POSITIVE",6387887,"K05280.01",56360,0.6188458,21270,646,0.07,8,7739,308.9,0,-2454970
"CANDIDATE",6443093,"K05284.01",2584,0.47449,45.73,27,-0.1,5,210,3.09,-0.0002554,507881410.6277
"CANDIDATE",6509282,"K05287.01",239.2,0.6574572,1438,923,0.07,5,6263,4.273,-8.411e-05,2421337620.45192
"CANDIDATE",6511182,"K05288.01",448,0.5022744,234.5,152,-0.12,5,1063,2.61,0.0003358,466248592.227386
"FALSE POSITIVE",6525196,"K05293.01",153100,0.254102,57720000,4108,-0.48,18,29900,-0.463,-0.03738,788643350712.682
"FALSE POSITIVE",6526377,"K05295.01",164.7,0.690162,5646,4370,0,57,30490,-0.942,-0.0001638,7016786186.90889
"FALSE POSITIVE",6527229,"K05296.01",92220,0.4506724,33720,59,-0.08,8,411,3.137,-0.01443,9936658909.23809
"CANDIDATE",6543192,"K05297.01",82.47,0.6497826,1012,1064,0.22,26,7913,2.74,5.428e-05,326307772.466997
"FALSE POSITIVE",6543674,"K05298.01",169000,0.2442914,85090000,6961,-0.42,13,30430,0.8935,0.1032,-2454970
"FALSE POSITIVE",6594945,"K05300.01",141.7,0.2974458,16,95,-0.2,5,1037,2.824,-0.0001415,117972215.147598
"FALSE POSITIVE",6612411,"K05305.01",181,0.4322182,1353,4992,-0.12,8,31750,6.843,3.452e-05,283709228.578825
"FALSE POSITIVE",6615600,"K05307.01",207.3,0.464387,3157,2355,-0.1,8,16720,1.343,0.002225,991754801.283035
"FALSE POSITIVE",6634112,"K05308.01",30940,0.5649816,52700,474,-0.14,5,3082,3.014,0.00915,79306167543.1909
"CANDIDATE",6675757,"K05310.01",149.8,0.5887764,390.2,220,0.14,26,1495,3.627,-8.851e-05,542067238.691614
"FALSE POSITIVE",6681473,"K05312.01",973.1,0.5229634,59.97,73,-0.18,5,578,3.708,-0.003386,227855266.943215
"FALSE POSITIVE",6695801,"K05316.01",76.51,0.4615806,5728,5499,0.16,5,32060,3.465,0.0001597,1442131914.09371
"FALSE POSITIVE",6699562,"K05317.01",66150,0.3045462,1068000,364,-0.24,5,2783,2.56,0.0007603,56476090352.1747
"CANDIDATE",6721603,"K05321.01",136.4,0.2827796,40.91,166,-0.32,13,1519,3.184,-9.526e-05,94655105.2747244
"CANDIDATE",6762188,"K05323.01",2599,0.6651044,1450,1383,0.02,5,10350,2.109,0.0001909,6850741312.28879
"CANDIDATE",6776555,"K05327.01",1461,0.62928,277.7,185,0.56,8,1231,2.92,-0.0001094,1609362605.95373
"FALSE POSITIVE",6784887,"K05328.01",89980,0.295784,373700,214,-0.34,5,1544,3.497,-0.01984,54159404879.0388
"CANDIDATE",6805414,"K05329.01",11020,0.408828,1916,188,-0.08,5,1549,1.891,0.001725,1098575289.50618
"FALSE POSITIVE",6864891,"K05330.01",388.2,0.5656974,161.2,423,-0.2,53,3252,7.212,0.0004785,201270752.20332
"CANDIDATE",6869373,"K05331.01",191.8,0.6470928,216.5,307,0.16,26,2335,3.081,0.0002395,228594441.081987
"CANDIDATE",6875342,"K05332.01",85.44,0.3981736,340.4,615,-0.06,5,4698,2.773,5.512e-05,168724828.524694
"CANDIDATE",6879183,"K05333.01",253.5,0.5276018,361.3,638,0.18,5,5139,3.092,0.0004527,269920991.118373
"FALSE POSITIVE",6891512,"K05335.01",365400,0.4387198,269800000,3864,-0.04,5,26030,1.422,0,960977194616.896
"CANDIDATE",6934045,"K05336.01",265.6,0.3646416,63.21,151,-0.02,5,1223,2.639,-2.457e-05,137471091.873247
"FALSE POSITIVE",6948815,"K05339.01",196900,0.3603284,1260000,741,-0.26,8,4307,211.1,0,64353907695.8566
"CANDIDATE",7009548,"K05341.01",219.5,0.290168,461.7,317,-0.28,5,2120,3.387,-5.72e-05,1979918383.14757
"FALSE POSITIVE",7022603,"K05346.01",45.18,0.885128,277.3,224,0.34,8,1457,0.9773,-0.003403,1037998232.64034
"FALSE POSITIVE",7047299,"K05351.01",101000,0.345544,536000,209,-0.38,5,1491,3.203,8.725e-06,100656831954.342
"CANDIDATE",7107567,"K05353.01",4544,0.2988176,5833,785,-0.22,8,4310,10.95,0.003137,38304405624.5202
"FALSE POSITIVE",7115671,"K05355.01",595.4,0.421095,14100,10440,0.12,13,31380,1.44,5.385e-05,-2454960
"CANDIDATE",7138841,"K05361.01",145.3,0.2845924,288.2,448,-0.22,5,3472,2.174,0,623557291.772499
"FALSE POSITIVE",7204233,"K05371.01",302.9,0.657274,198.9,242,0.07,8,1894,2.638,0,269971452.073354
"CANDIDATE",7213311,"K05375.01",491.9,0.3636152,30.69,61,-0.66,5,480,3.516,0.0002401,284177483.314929
"FALSE POSITIVE",7352727,"K05382.01",45.69,0.3108596,3468,3527,-0.78,72,26060,1.634,-0.001599,1783448235.78128
"CANDIDATE",7377343,"K05384.01",6341,0.3686936,238.5,212,-0.12,8,1585,2.546,-0.001092,5357365758.70392
"FALSE POSITIVE",7416306,"K05388.01",143.5,0.4990988,58.99,341,-0.16,5,2541,3.236,2.9e-05,99887702.1666158
"FALSE POSITIVE",7458433,"K05392.01",37.34,0.3641128,9836,7200,-0.12,5,32030,-0.2851,1.37e-05,1148449451.02754
"FALSE POSITIVE",7516073,"K05395.01",155.1,0.4865328,42.32,152,0.02,13,1172,3.75,-0.0001741,93906012.1328958
"FALSE POSITIVE",7538450,"K05396.01",128.8,0.4476612,13.8,76,-0.12,8,599,2.918,2.398e-05,231379164.114404
"FALSE POSITIVE",7599004,"K05403.01",3310,0.2990908,397.1,192,-0.24,8,1271,1.758,0.0005389,6440624606.47274
"FALSE POSITIVE",7658229,"K05409.01",9403,0.4432798,273,45,-0.16,8,332,2.485,-0.0003284,317594489.981785
"CANDIDATE",7662502,"K05410.01",86.38,0.3864964,305.4,507,-0.08,13,3966,3.037,0.0001132,281303747.500616
"CANDIDATE",7672215,"K05411.01",51.63,0.4002636,795.7,1102,-0.04,8,8434,2.967,-1.761e-05,268677624.71723
"FALSE POSITIVE",7674050,"K05412.01",156300,0.4330694,10890,22,-0.2,5,159,3.22,0.01174,19738555786.0209
"FALSE POSITIVE",7700561,"K05414.01",474.9,0.3676152,6781,3931,-0.36,5,27730,2.845,-0.02235,3538955656.55998
"CANDIDATE",7731281,"K05416.01",10970,0.5853864,32.74,27,0.21,8,214,2.505,-0.0009002,73468960.2336661
"FALSE POSITIVE",7743464,"K05417.01",205100,0.4610516,685500,180,0.07,5,1294,3.059,0.0005295,26803094965.9311
"CANDIDATE",7747091,"K05418.01",187.2,0.5936372,458.5,1116,0.07,5,8991,4.439,0,251617082.292603
"CANDIDATE",7770901,"K05426.01",179.2,0.2345568,57.02,182,-0.5,5,1589,2.652,-4.301e-05,209504181.600956
"FALSE POSITIVE",7800285,"K05427.01",5043,0.3196966,43360,6952,-0.36,5,32260,45.89,-4.571e-05,47469386097.7209
"CANDIDATE",7829836,"K05433.01",561.6,0.5018992,29.68,126,0.08,26,946,4.134,-1.183e-05,131374343.168416
"CANDIDATE",7836096,"K05435.01",470.2,0.6848492,402.4,236,0.24,8,1612,2.803,0.0001623,406340310.44448
"FALSE POSITIVE",7837526,"K05436.01",23070,0.1720356,182700,250,-0.64,5,1852,2.695,0.0007598,60908150379.223
"FALSE POSITIVE",7885558,"K05439.01",63.12,0.553616,7931,10000,0,5,32080,1.208,-1.136e-05,947005408.241203
"CANDIDATE",7888863,"K05440.01",345.5,0.303741,85.29,269,-0.32,8,2173,2.762,2.564e-05,120544333.258045
"CANDIDATE",7900450,"K05441.01",157.6,0.3141432,317.4,1069,-0.26,5,8508,2.686,-0.0003058,346706963.14708
"FALSE POSITIVE",7916058,"K05445.01",157.1,0.4567052,1133,4536,-0.2,5,32280,1.908,-0.0006442,67824719.9951376
"FALSE POSITIVE",7938499,"K05448.01",190.5,0.6511404,1078,5676,-0.34,5,32100,4.662,0.0004656,118110876.436712
"CANDIDATE",7941635,"K05449.01",8599,0.6352484,149600,6289,0.14,5,32240,7.185,0.0009719,102468465911.462
"FALSE POSITIVE",7941635,"K05449.02",374.5,0.6352484,224,335,0.14,5,2876,2.636,-0.000344,386985464.616801
"CANDIDATE",8007174,"K05458.01",681.4,0.6509386,128.4,191,0.1,5,1516,3.438,-0.001979,287823258.933073
"CANDIDATE",8009811,"K05459.01",117.8,0.450406,118.1,299,0.14,26,2376,1.861,-4.156e-05,416703867.468959
"FALSE POSITIVE",8016211,"K05460.01",1205,0.6856852,819.5,378,0.22,8,1631,1.026,-0.08671,1575273991.94066
"FALSE POSITIVE",8029848,"K05463.01",1653,0.597484,460.5,204,0.24,8,1369,1.556,-0.009566,5810208578.38671
"CANDIDATE",8037038,"K05466.01",168.2,0.5170824,1988,1772,0.1,5,12790,1.721,-0.0002005,664947615.900497
"FALSE POSITIVE",8043968,"K05469.01",79.96,0.4640048,5319,6387,-0.12,5,32200,11.64,0.000139,699824400.367163
"FALSE POSITIVE",8075618,"K05471.01",89660,0.5758808,119600,669,0,5,4820,3.336,0.001595,72954717003.5601
"CANDIDATE",8105398,"K05475.01",379.3,0.1457026,46.53,150,-0.76,5,1168,2.665,-0.0001259,437638590.812187
"CANDIDATE",8105398,"K05475.02",39.53,0.1457026,1365,1046,-0.76,5,7394,1.208,4.489e-05,551075564.494587
"CANDIDATE",8105719,"K05476.01",402.7,0.5786084,36.67,229,0.14,26,1858,2.545,0.001524,113471715.729096
"FALSE POSITIVE",8108437,"K05478.01",136600,0.4399606,55220,61,-0.1,5,476,4.501,-0.003516,11816995980.8428
"FALSE POSITIVE",8155368,"K05481.01",110700,0.4423894,2645000,6612,-0.12,5,32200,659.9,0,162460707691.697
"CANDIDATE",8158429,"K05482.01",554,0.4104536,261.9,529,-0.2,5,4246,2.522,-0.0003398,445527879.86026
"FALSE POSITIVE",8179747,"K05483.01",102800,0.5381656,1344000,778,-0.24,5,6159,2.025,0.002726,56436091954.023
"CANDIDATE",8197176,"K05485.01",1434,0.5199138,156,200,-0.24,8,1421,2.359,0.003916,155802854.622419
"CANDIDATE",8197406,"K05486.01",1114,0.3040518,2088,1161,-0.2,5,7823,5.359,-6.051e-05,12922935200.2948
"FALSE POSITIVE",8223655,"K05488.01",13450,0.566816,247.1,26,-0.06,5,197,-0.4814,-0.08073,2072845781.05739
"FALSE POSITIVE",8242350,"K05493.01",2427,0.290927,17690,4522,-0.2,5,31850,0.608,-1.868e-05,1606312814.07035
"FALSE POSITIVE",8255058,"K05495.01",1331,0.6428916,4383,1618,0,5,11980,2.437,0.02304,2428259149.35707
"FALSE POSITIVE",8288404,"K05498.01",77050,0.6663296,370900,55,0.24,26,412,3.28,0.002537,15893040928.4803
"FALSE POSITIVE",8364969,"K05508.01",78800,0.3087168,102300,324,-0.54,5,2275,3.894,0.006886,48353600649.1844
"FALSE POSITIVE",8380743,"K05510.01",291100,0.2454856,9552000,683,-0.4,8,2282,1.427,0.0005699,-2454970
"CANDIDATE",8396288,"K05512.01",1590,0.549612,182.7,199,-0.06,8,1485,2.681,0.0003466,379455957.067627
"FALSE POSITIVE",8414914,"K05513.01",539400,0.3709852,27110,93,-0.18,8,676,440.9,-0.3046,-2455010
"CANDIDATE",8429817,"K05515.01",2844,0.220363,2262,753,-0.5,5,5060,5.531,-0.0005741,23258393966.9547
"FALSE POSITIVE",8432034,"K05516.01",290100,0.4997976,5578,1005,0,14,4425,0.3087,-0.6721,-2454960
"FALSE POSITIVE",8439618,"K05518.01",1340,0.4061702,46.29,37,-0.32,5,285,3.164,0.001269,264477739.274123
"FALSE POSITIVE",8480642,"K05521.01",1394,0.5164904,450.4,147,-0.3,5,980,3.49,-0.0003675,2863154064.51252
"FALSE POSITIVE",8495232,"K05524.01",50.29,0.6600364,884.2,757,0.1,57,5573,2.587,-9.542e-05,393536938.421537
"FALSE POSITIVE",8507073,"K05527.01",250300,0.351428,1696000,86,-0.2,5,615,3.169,-0.05886,32818162253.4925
"FALSE POSITIVE",8509781,"K05529.01",24330,0.3723088,279100,125,-0.18,5,853,3.321,-0.0006472,67918697747.506
"FALSE POSITIVE",8552607,"K05542.01",72.59,0.4197372,7721,4506,-0.18,5,30340,3.151,0.000215,1732321913.70003
"CANDIDATE",8560475,"K05543.01",934.3,0.6536416,391.8,232,0.07,5,1551,0.8429,0.0002839,3217982647.58661
"FALSE POSITIVE",8561192,"K05544.01",143200,0.3189366,2120000,838,-0.16,8,4483,15.91,0.08481,-2454970
"CANDIDATE",8644545,"K05552.01",421.4,0.569472,28.85,39,0,31,282,3.38,-0.0006879,540957959.01009
"CANDIDATE",8644911,"K05553.01",754.4,0.469811,44.83,176,-0.3,8,1414,2.284,3.945e-06,179098336.737671
"CANDIDATE",8715589,"K05563.01",132.3,0.517176,858.8,774,-0.26,5,5514,3.053,5.897e-05,767578705.136743
"FALSE POSITIVE",8718273,"K05564.01",2771,0.6953848,25990,2113,-0.06,57,15310,1.306,0.0002554,22742364308.4106
"CANDIDATE",8741367,"K05566.01",102.9,0.3301686,154,124,-0.12,13,813,0.3172,3.518e-05,621765437.383021
"FALSE POSITIVE",8742270,"K05567.01",29650,0.5824008,6788,29,0.1,26,204,3.421,0,7429696270.94435
"CANDIDATE",8745553,"K05568.01",153.5,0.5048616,40.37,171,0.28,26,1346,2.139,-0.0002186,144631526.855621
"FALSE POSITIVE",8747222,"K05569.01",379.4,0.6762768,5002,2859,-0.1,57,19320,9.671,0.006999,8252305127.2484
"FALSE POSITIVE",8766285,"K05571.01",119,0.4997976,1754,2381,0,14,18230,4.832,0.000734,147686911.952258
"FALSE POSITIVE",8823893,"K05575.01",34.58,0.3205356,5398,4898,-0.24,5,32180,2.441,-5.919e-05,727357570.981189
"CANDIDATE",8891684,"K05581.01",937.7,0.6604044,21.9,61,0.42,5,500,2.231,-0.0006706,257584913.261324
"FALSE POSITIVE",8904714,"K05582.01",3075,0.4094696,105.6,83,0.04,8,586,1.781,-0.07881,1133600229.0316
"FALSE POSITIVE",8935352,"K05584.01",506100,0.269442,15970000,535,-0.76,8,4122,1304,0,-2454970
"FALSE POSITIVE",8939211,"K05586.01",272.6,0.1842452,584.7,1625,-0.76,5,12270,1.431,-7.093e-05,99961317.9582397
"FALSE POSITIVE",8939650,"K05587.01",46390,0.3412816,1120000,4052,-0.16,5,29000,2.861,0.0005328,238522599199.409
"CANDIDATE",9011877,"K05597.01",80.02,0.653554,887.8,1293,0.12,26,9608,2.916,4.008e-05,472823396.858719
"CANDIDATE",9018021,"K05600.01",97.12,0.6008364,462,2373,-0.18,5,18680,2.134,5.236e-05,116566954.407757
"FALSE POSITIVE",9026007,"K05602.01",666.4,0.5669736,14.32,37,0.21,26,284,3.248,2.685e-05,289005236.83464
"CANDIDATE",9047416,"K05605.01",967.2,0.5896792,45.42,59,0.2,8,437,1.654,-0.0005213,132314864.719198
"FALSE POSITIVE",9049550,"K05606.01",78920,0.2413928,2444,9,-0.76,8,66,3.264,0.005533,787381851.187823
"FALSE POSITIVE",9049697,"K05607.01",114.9,0.6335476,5339,7581,-0.1,5,32220,2.19,0.0007664,847127999.503102
"FALSE POSITIVE",9101279,"K05614.01",910900,0.4963408,53260000,6829,-0.2,8,32070,371,0,-2454970
"FALSE POSITIVE",9108058,"K05615.01",25580,0.3206562,1071000,440,-0.14,8,2262,112.9,0.2986,-2454970
"FALSE POSITIVE",9116075,"K05617.01",168.6,0.5873632,324.3,413,-0.42,5,3075,8.418,0.008123,229762562.120375
"CANDIDATE",9141355,"K05622.01",1398,0.4728828,14.17,63,-0.28,5,504,3.362,-0.0022,178078694.469628
"FALSE POSITIVE",9142225,"K05623.01",307.3,0.4742384,16.29,92,0.12,26,722,3.476,-0.000785,114984450.231373
"CANDIDATE",9147012,"K05625.01",2345,0.4647208,148,117,-0.44,8,892,3.348,-0.001935,72645735.9294549
"CANDIDATE",9157030,"K05628.01",338.4,0.6261018,333.6,396,-0.14,5,2972,2.887,-0.0002063,277907770.468755
"CANDIDATE",9166700,"K05632.01",497.6,0.3494388,29.35,62,-0.1,5,482,3.251,9.369e-06,1175211588.54167
"FALSE POSITIVE",9180282,"K05636.01",135.8,0.3737652,2827,3113,0,5,23050,8.535,-0.0009149,2220919502.79542
"FALSE POSITIVE",9268456,"K05647.01",339.7,0.2883084,272.2,378,-0.5,8,2982,3.938,0.001257,-2454960
"CANDIDATE",9282853,"K05651.01",475.6,0.5637276,90.57,316,-0.24,8,2436,3.258,-0.0002727,88008288.1939839
"FALSE POSITIVE",9304976,"K05654.01",1096,0.4428124,98.71,286,-0.44,13,2392,3.045,-0.0005504,163195995.532865
"FALSE POSITIVE",9390655,"K05662.01",696.2,0.6327308,171.3,132,0.56,8,922,2.209,0.0005185,339038362.21064
"CANDIDATE",9391817,"K05663.01",153.1,0.4844424,50.54,170,0.1,26,1440,2.777,-6.111e-05,209886126.594399
"FALSE POSITIVE",9394762,"K05664.01",522.1,0.5268126,81.84,151,0.07,5,1131,5.69,-0.02135,350816022.36077
"FALSE POSITIVE",9402670,"K05667.01",68.88,0.412716,17420,11330,-0.04,5,32200,0.8787,0.0001559,784483337.114664
"FALSE POSITIVE",9418508,"K05672.01",3349,0.2783618,77.15,21,-0.62,8,140,2.756,0.000564,310784414.256001
"CANDIDATE",9456887,"K05677.01",153.3,0.659482,303.4,446,0.18,26,3423,2.121,-0.0004475,261909511.926848
"FALSE POSITIVE",9474485,"K05683.01",152500,0.5318936,8009000,8314,-0.6,5,32190,-2.583,-0.003542,-2454960
"FALSE POSITIVE",9489348,"K05686.01",60.1,0.37417,2832,9890,-0.16,5,32000,-0.1319,-7.095e-05,102008193.996609
"CANDIDATE",9532603,"K05688.01",729.3,0.5721696,253.2,240,-0.18,8,1720,2.526,0.001022,176199499.027482
"CANDIDATE",9575728,"K05692.01",55.5,0.7271378,3161,2803,0.44,26,20220,2.131,-1.215e-05,670516836.869864
"FALSE POSITIVE",9591728,"K05695.01",144600,0.1962026,86580,55,-0.58,8,433,2.399,0.0008674,3640838396.70645
"FALSE POSITIVE",9594184,"K05696.01",892.9,0.6461066,106.2,207,-0.02,8,1523,2.993,0.002055,164831674.925137
"FALSE POSITIVE",9602595,"K05700.01",9794,0.4554954,73340000,4374,-0.2,8,24860,780.3,0.3227,-2454970
"CANDIDATE",9715631,"K05706.01",872.7,0.5269298,24.98,121,0.21,5,921,2.542,-8.108e-06,150027805.78727
"CANDIDATE",9724993,"K05708.01",18190,0.5634276,119300,733,0.1,26,5434,3.446,-0.0322,87000712318.8637
"FALSE POSITIVE",9775475,"K05711.01",83560,0.4997976,1259,36,0,14,260,3.538,-0.0004039,2952175952.09178
"FALSE POSITIVE",9780149,"K05713.01",191.4,0.4229812,51.36,51,-0.16,13,329,1.933,0.0002848,787851849.950097
"FALSE POSITIVE",9786017,"K05714.01",55150,0.29439,3359000,4756,-0.28,5,25560,1.973,0.0002119,84807083118.8661
"FALSE POSITIVE",9838414,"K05717.01",875.4,0.7360622,937.8,973,0.28,8,4242,0.5031,0.002139,473669993.652166
"FALSE POSITIVE",9839030,"K05719.01",339.8,0.3725224,32.34,61,-0.1,8,478,3.891,-0.0002399,7404294.20653089
"FALSE POSITIVE",9845931,"K05721.01",519.2,0.4174232,88.36,127,0.07,5,977,3.02,0.00184,232534856.406759
"FALSE POSITIVE",9847239,"K05722.01",24210,0.3419162,8361,174,-0.24,5,1177,1.579,0,23014840300.3684
"FALSE POSITIVE",9850843,"K05724.01",119.1,0.4082416,711.2,1524,0,5,12070,2.042,0.0002042,246077496.814987
"FALSE POSITIVE",9896438,"K05728.01",28450,0.4997976,182.7,139,0,14,1041,5.711,0.02992,277131758.880988
"FALSE POSITIVE",9899514,"K05729.01",129.8,0.6717752,5313,6295,0.21,8,27270,4.05,-2.602e-05,658521995.708155
"FALSE POSITIVE",9899607,"K05730.01",71.56,0.38931,6419,9374,-0.14,5,32180,3.735,0.0001221,662622505.688367
"FALSE POSITIVE",9908486,"K05731.01",1123,0.5679508,86.29,52,-0.34,5,350,2.683,0.001618,1062067921.26325
"CANDIDATE",9910043,"K05732.01",294.1,0.2820744,170.1,340,-0.5,5,2700,3.161,-0.0007213,150296615.09829
"FALSE POSITIVE",9911112,"K05733.01",14750,0.5687122,5523,575,0.07,8,3812,2.668,-0.002174,46945796322.6787
"FALSE POSITIVE",9934274,"K05735.01",50.44,0.3234464,1709,1949,-0.14,5,15020,2.889,-0.0001623,378921811.499916
"CANDIDATE",9935983,"K05736.01",255.9,0.5272172,43.37,41,0.08,26,318,3.269,0.0007184,324579158.409362
"FALSE POSITIVE",9941387,"K05738.01",315800,0.5550102,2791000,238,-0.14,5,1837,15.2,0.01892,-2454970
"FALSE POSITIVE",9941550,"K05739.01",961.6,0.3455056,28.3,54,-0.62,5,430,4.689,0.0002817,336783933.107652
"FALSE POSITIVE",9954225,"K05742.01",537600,0.2531408,1245000,381,-0.42,8,2293,288.3,0,-2454970
"FALSE POSITIVE",9957659,"K05743.01",19820,0.4558772,3229,76,0.12,8,561,3.172,-0.03686,1188356479.35252
"FALSE POSITIVE",9957668,"K05744.01",88420,0.136494,6197000,317,-0.74,5,2284,4.077,-0.02152,152626049114.081
"FALSE POSITIVE",9962595,"K05745.01",27670,0.583622,14370,321,-0.06,5,2155,2.645,0.008662,61423024189.1094
"CANDIDATE",9993683,"K05748.01",183.6,0.650548,294.6,423,0.12,26,3195,3.154,0.0001059,253541345.649381
"FALSE POSITIVE",10002266,"K05750.01",197.4,0.362504,563.1,478,-0.4,5,3401,3.009,0.0007333,475226921.208156
"CANDIDATE",10004772,"K05752.01",39.95,0.8704068,4185,3426,-0.26,13,22320,1.537,-0.0001171,1891231665.22865
"FALSE POSITIVE",10006096,"K05753.01",329000,0.3988646,445100,83,-0.42,5,703,3.485,0.002719,-2454980
"FALSE POSITIVE",10007492,"K05754.01",1205,0.6575736,4420,2282,-0.02,57,16100,9.449,-0.004211,10077377140.6991
"FALSE POSITIVE",10023469,"K05757.01",279.8,0.5220988,118.4,288,-0.3,8,2360,2.736,0.002528,145909755.488725
"CANDIDATE",10083325,"K05761.01",57.29,0.5674454,1267,796,0.34,26,5274,2.047,5.738e-05,652241835.552674
"CANDIDATE",10090854,"K05762.01",271.2,0.4716124,491.5,457,-0.22,5,3355,2.484,-0.0001757,380823923.79085
"FALSE POSITIVE",10141271,"K05768.01",281.6,0.5280088,404.3,541,-0.26,5,3985,3.195,-0.005144,331969380.014253
"CANDIDATE",10146103,"K05769.01",77.24,0.5736942,1030,1158,0.2,26,8497,3.02,-5.185e-05,338703446.677354
"FALSE POSITIVE",10189542,"K05773.01",233.4,0.4730488,290.7,287,-0.16,5,2153,3.236,-0.0006085,444489909.725265
"FALSE POSITIVE",10191056,"K05774.01",182400,0.2781842,189900000,7741,-0.24,5,31100,-0.8888,-0.04656,1004258452475.92
"FALSE POSITIVE",10227881,"K05780.01",281.9,0.4758078,994,4105,0,8,20690,2.835,0.00172,109335251.36281
"FALSE POSITIVE",10320341,"K05786.01",86440,0.3603308,482000,315,-0.14,5,2384,3.678,-0.01525,60846299885.4945
"CANDIDATE",10394802,"K05790.01",1748,0.657274,27.08,73,0.07,26,511,3.513,-0.0003612,323138380.135702
"FALSE POSITIVE",10416390,"K05792.01",8639,0.6152336,79.84,31,-0.16,8,233,3.089,-0.001153,447931167.227076
"FALSE POSITIVE",10470779,"K05796.01",552.5,0.5774124,19.39,62,0.12,26,496,3.344,9.534e-05,193741270.054214
"FALSE POSITIVE",10480952,"K05797.01",315800,0.2663424,74100000,3082,-0.28,13,23650,0.6589,0,-2454960
"CANDIDATE",10525077,"K05800.01",125.1,0.4197804,865.3,1132,-0.04,5,8695,3.205,-0.000232,227137477.679191
"FALSE POSITIVE",10547378,"K05802.01",1022,0.442066,726.2,936,-0.26,5,7274,3.18,1.209e-05,80898824.5683988
"FALSE POSITIVE",10551346,"K05804.01",509.6,0.3325882,4278,3408,-0.28,5,23770,5.595,9.303e-05,10442637106.4822
"FALSE POSITIVE",10552151,"K05805.01",926.6,0.639194,84.11,29,0.14,26,239,3.334,0.0001179,184202273.32408
"FALSE POSITIVE",10616656,"K05814.01",62790,0.2248512,2157000,273,-0.46,5,1880,1.632,0.001127,166955924457.472
"CANDIDATE",10658177,"K05817.01",135.3,0.4910932,69.13,234,0.1,26,2072,2.308,0.0001495,184570797.058956
"FALSE POSITIVE",10661679,"K05818.01",51.65,0.5719234,6941,8117,0.21,5,32250,6.853,-0.000178,689930780.969404
"FALSE POSITIVE",10724569,"K05823.01",63.03,0.5308484,11440,8108,-0.22,5,32150,2.324,0.0001796,756373047.416582
"CANDIDATE",10777591,"K05827.01",57.72,0.123086,1512,2228,-0.88,13,17410,1.802,1.88e-05,362698748.04613
"CANDIDATE",10813078,"K05831.01",853,0.6024604,74.11,93,-0.1,8,681,3.865,-0.001134,159507891.026516
"FALSE POSITIVE",10817600,"K05832.01",104.8,0.4610752,2223,1785,-0.14,8,12610,2.904,0.004731,2488709388.01081
"CANDIDATE",10850327,"K05833.01",747.9,0.2224308,45.53,64,-0.46,5,501,4.919,7.464e-05,354295031.817723
"FALSE POSITIVE",10855545,"K05834.01",343.7,0.4796956,116.1,356,0.14,8,2750,1.976,0.0006283,145946186.954557
"FALSE POSITIVE",10905641,"K05840.01",184.5,0.3820344,42.2,94,0.02,5,722,3.585,-0.0003458,97991770.7298189
"FALSE POSITIVE",10920086,"K05841.01",193.4,0.2450082,2088,1487,-0.38,5,9999,5.637,2.291e-05,8133025456.18382
"CANDIDATE",10933306,"K05842.01",281.4,0.3911336,108.1,221,-0.02,5,1756,3.392,5.053e-05,245136198.426329
