"koi_disposition","kepid","kepoi_name","tcet_duration","tce_max_mult_ev","tce_ptemp_stat","tce_rb_tpdur","tce_fwm_prao","tce_dicco_mdec","tce_dikco_mra","tce_dikco_msky","tce_sradius_sn","tce_ptemp_sn","tce_dicco_mra_sn","tce_dikco_mdec_sn","tce_dikco_msky_sn"
"FALSE POSITIVE",5730389,"K01956.01",6.405,27.82,4.704,12,0.0007105,-6.4757,-1.6244,7.0352,3.70386266094421,9.1071502305416,-8.80331125827815,-25.8305660377358,23.5290969899666
"CANDIDATE",10028352,"K01957.01",1.731,64.18,0.3492,3,-0.0001352,-0.31311,-0.13352,0.35825,4.19135802469136,7.87717690192484,-0.153084415584416,-1.3088188976378,1.47427983539095
"FALSE POSITIVE",10028352,"K01957.02",10.76,11.96,0,24,-5.464e-05,-0.05281,-0.11403,0.19939,4.19135802469136,0,-0.0834798850574713,-2.31671388101983,2.78089260808926
"CANDIDATE",9836149,"K01958.01",4.265,29.29,8.666,6,0.0002866,-0.13085,0.064333,0.09332,6.86029411764706,11.3108626548285,0.578063492063492,-0.520007692307692,0.7290625
"CANDIDATE",4813563,"K01959.01",3.598,26.91,6.264,6,3.36e-05,-0.018907,0.19023,0.21408,17.3555555555556,7.39691571390588,0.647622807017544,-0.595193939393939,1.72645161290323
"CANDIDATE",6949061,"K01960.01",4.886,32.75,5.69,12,0.0001709,0.28453,-0.17484,0.22459,5.58536585365854,9.19750600766383,-0.374190476190476,0.687658536585366,1.14586734693878
"CANDIDATE",6949061,"K01960.02",2.31,13.97,3.732,6,-6.427e-05,-0.12376,0.33053,0.41897,5.58536585365854,4.76281262812628,0.816021126760563,-0.72728813559322,0.939394618834081
"CANDIDATE",7269493,"K01961.01",2.239,39.49,5.06,3,-2.439e-05,-0.18351,-0.13952,0.27401,9.58139534883721,9.05833281838967,-0.863567251461988,-1.46484472049689,1.49732240437158
"CANDIDATE",5513648,"K01962.01",3.4,26.83,5.676,6,0.0002217,-1.6018,-0.71974,1.8433,16.4418604651163,7.38246020403134,-1.62704,-4.09903381642512,3.63570019723866
"CANDIDATE",10917681,"K01963.01",2.604,31.05,6.052,6,6.262e-05,0.12095,-0.028048,0.18096,3.18275862068965,8.53099666892669,-0.0176299435028249,1.21612244897959,1.23102040816327
"CANDIDATE",7887791,"K01964.01",2.248,35.48,3.562,3,-8.377e-06,-1.4462,0.78103,1.373,7.93577981651376,7.22808211409776,1.0432612312812,-1.81252006420546,2.04925373134328
"CANDIDATE",11657891,"K01965.01",1.909,28.6,3.833,3,7.792e-05,-0.32608,0.1162,0.1273,4.05797101449275,5.58640198651204,0.15414652014652,-0.322832298136646,0.519591836734694
"FALSE POSITIVE",9973855,"K01966.01",3.306,28.6,3.196,6,0.002516,6.8257,-5.3311,8.7122,3.78512396694215,6.20077109126176,-77.8874074074074,97.8806818181818,120.168275862069
"CANDIDATE",6205897,"K01967.01",2.335,29.34,3.715,3,0.0001598,-0.08887,-0.58358,0.59806,17.9459459459459,5.71588468632356,-1.88876923076923,-1.08975,3.05132653061224
"CANDIDATE",7948784,"K01968.01",3.053,32.67,4.904,6,0.0001576,-0.049442,0.15819,0.17207,3.49840255591054,7.59843948958305,1.22612068965517,0.407897590361446,1.33387596899225
"CANDIDATE",9244756,"K01969.01",5.886,27.11,8.951,12,-0.0002373,0.065335,-0.0031438,0.015377,6.55900621118012,11.512250576897,0.207644171779141,0.0990263157894737,0.0931939393939394
"CANDIDATE",9650808,"K01970.01",2.585,23.87,4.7,6,0.0001514,-0.13746,-3.2577e-05,0.3076,3.57462686567164,5.88931270110995,0.223811881188119,-0.626476578411405,0.626476578411405
"CANDIDATE",9650808,"K01970.02",7.662,19.52,7.233,12,-0.0004418,0.04578,0.00061245,0.14972,3.57462686567164,8.09317943336831,0.150911111111111,-0.450963855421687,0.450963855421687
"CANDIDATE",9347009,"K01971.01",4.394,25.25,8.939,6,6.02e-06,-0.032424,0.233,0.27891,8.20430107526882,11.1062312161891,1.45514619883041,-1.13555555555556,1.63105263157895
"CANDIDATE",11253711,"K01972.01",3.097,31.68,8.237,6,2.18e-05,0.015269,0.34811,0.40469,4.5578231292517,12.0025609252375,0.948097014925373,0.878255319148936,1.4505017921147
"CANDIDATE",11253711,"K01972.02",2.039,16.73,1.53,6,-1.059e-05,0.15277,0.23187,0.39187,4.5578231292517,4.32733239824057,0.301635944700461,1.11239436619718,1.14247813411079
"CANDIDATE",4917596,"K01973.01",1.74,28.62,5.357,3,-0.0003351,0.26324,0.072052,0.2341,11.6470588235294,8.15935071662925,0.555483606557377,1.68734848484848,1.76015037593985
"CANDIDATE",7289577,"K01974.01",3.971,23.83,11.27,6,-0.0008341,-0.17114,0.063076,0.45334,10.85,12.5690034103827,0.272757936507937,-2.41360215053763,2.43731182795699
"CANDIDATE",8543100,"K01975.01",4.124,29.6,5.047,6,-7.045e-05,0.17539,-0.26724,0.26785,3.33333333333333,7.50922180671093,-0.690708661417323,0.0828018433179724,0.995724907063197
"CANDIDATE",2693736,"K01976.01",3.577,33.63,5.941,6,9.773e-05,0.0030935,0.011312,0.051769,12.0833333333333,8.27637708961359,-1.01230769230769,-0.353272727272727,0.364570422535211
"CANDIDATE",9412760,"K01977.01",1.22,25.27,6.482,3,-4.859e-05,0.15419,0.27134,0.3568,14.0434782608696,8.38256467571743,1.05278571428571,1.35491228070175,2.14939759036145
"CANDIDATE",9412760,"K01977.02",2.247,11.43,2.09,3,-0.0001052,0.0025041,0.67044,0.68065,14.0434782608696,2.68055832313283,1.11741869918699,0.228540856031128,1.56831797235023
"CANDIDATE",9518318,"K01978.01",1.762,31.29,6.037,3,-0.0001377,0.078318,0.080909,0.14505,3.00600600600601,8.97018875995936,0.0799618320610687,0.725240963855422,0.819491525423729
"CANDIDATE",9518318,"K01978.02",2.411,23.32,6.201,6,-0.0008514,-0.229,-0.049397,0.20482,3.00600600600601,7.95346891165433,-0.55925,-1.10433333333333,1.17712643678161
"CANDIDATE",7273277,"K01979.01",1.396,30.77,4.29,3,9.091e-05,0.14264,0.59245,0.61684,6.52631578947368,8.10559931261636,2.4141116751269,1.31099236641221,3.0842
"CANDIDATE",11769890,"K01980.01",9.61,28.17,11.9,12,0.0004333,0.20989,0.46878,0.59809,9.78409090909091,13.3230955051333,2.08503703703704,2.17204678362573,3.85864516129032
"CANDIDATE",10153855,"K01981.01",1.034,22.86,2.006,3,-0.0001496,-2.023,0.13267,0.20546,3.99203187250996,5.27098594816089,6.45652173913043,1.32949152542373,1.45716312056738
"CANDIDATE",6862721,"K01982.01",2.443,27.72,5.416,6,0.0002618,0.029574,0.26744,0.27706,4.0379746835443,8.65429065429065,1.8191095890411,0.574404761904762,2.06761194029851
"FALSE POSITIVE",12691412,"K01983.01",3.532,31.05,5.97,6,0.008888,6.5009,-7.0958,9.6358,3.04063604240283,9.88708222811671,-99.7982832618026,95.7283406754772,132.541953232462
"CANDIDATE",10094670,"K01984.01",4.314,27.02,7.831,6,6.038e-05,-0.42134,-0.00046656,0.30496,2.94594594594595,10.1546177587844,0.109403587443946,-1.33754385964912,1.33754385964912
"CANDIDATE",8142942,"K01985.01",1.053,41.95,6.082,3,-5.837e-05,-0.19272,0.019352,0.44951,15.2916666666667,9.35786642007482,-0.2865,-3.87146551724138,3.90878260869565
"CANDIDATE",8257205,"K01986.01",5.717,27.87,12.23,12,-0.0002292,0.073448,-0.60699,0.60905,14.9272727272727,13.5168187511183,-4.25872340425532,0.242985436893204,4.41340579710145
"CANDIDATE",8257205,"K01986.02",2.734,13.53,2.255,6,0.0001265,0.68933,0.78832,1.003,14.9272727272727,2.95752664099579,1.21358187134503,1.25797160243408,2.02626262626263
"FALSE POSITIVE",2021440,"K01987.01",5.934,30.7,1.579,12,-0.003973,-2.8446,4.1279,5.6242,7.31958762886598,2.02166482944643,23.4756218905473,-12.2041533546326,17.575625
"CANDIDATE",9044228,"K01988.01",1.563,45.29,-0.3815,3,9.599e-05,0.10022,0.16666,0.27383,1.68228678537957,4.91866340668297,0.176840909090909,-2.45780542986425,2.9475780409042
"CANDIDATE",10779233,"K01989.01",10.5,21.66,11.78,24,-6.19e-05,0.80552,-0.96998,1.1121,7.06666666666667,12.7457422470768,-2.95689149560117,1.71593059936909,2.58027842227378
"CANDIDATE",11614617,"K01990.01",6.846,31.79,10.48,12,0.0001669,0.036325,0.08978,0.10337,3.38947368421053,13.274909684186,1.13608391608392,0.274016042780749,0.571104972375691
"FALSE POSITIVE",5306720,"K01991.01",3.491,40.31,2.586,6,-0.005966,-2.3202,5.9288,6.5733,3.15384615384615,3.43173768993488,8.01132637853949,-5.32551594746717,8.43812580231065
"CANDIDATE",11450414,"K01992.01",6.748,31.16,3.489,12,-1.103e-05,-0.44022,-0.1875,0.91405,4.24269005847953,5.36393356608076,-0.0749278846153846,-3.00204697986577,3.13030821917808
"CANDIDATE",11450414,"K01992.02",4.73,11.85,1.838,6,-0.0001705,-0.26159,-0.32617,0.78866,4.24269005847953,2.26182583309855,-0.175490196078431,-1.91991978609626,1.67443736730361
"FALSE POSITIVE",11450414,"K01992.03",10.1,11.24,3.958,12,2.423e-05,1.9057,-0.63856,1.6282,4.24269005847953,4.49354689258058,-0.568873762376238,4.04810810810811,3.34332648870637
"FALSE POSITIVE",9042357,"K01993.01",3.965,29.23,2.056,6,0.006353,-2.3402,-5.0565,5.5584,8.58024691358025,2.53799679421314,-57.2571756601607,-25.3938393839384,63.1636363636364
"FALSE POSITIVE",3328026,"K01994.01",6.534,34.21,0.8701,12,0.001209,-0.39087,-2.2456,2.2731,3.1055900621118,2.30489102863793,-5.66735218508997,-1.64785046728972,6.21065573770492
"CANDIDATE",5942093,"K01995.01",1.871,39.76,1.878,3,-0.001342,-1.6299,-0.098678,0.25428,4.09047619047619,2.8953125435443,4.42606382978723,-2.00299145299145,2.17333333333333
"CANDIDATE",4736569,"K01996.01",3.245,31.41,4.398,6,2.506e-05,0.030718,0.10599,0.10646,14.7631578947368,5.66795877015241,0.846159420289855,0.0656862745098039,0.782794117647059
"CANDIDATE",4736569,"K01996.02",2.304,9.141,2.323,6,0.000231,-0.075983,-0.88302,0.89845,14.7631578947368,2.90880889933978,-1.12192353643967,-0.214463130659767,1.21248313090418
"CANDIDATE",10384798,"K01997.01",6.765,28.74,6.757,12,0.0001793,0.14491,0.16436,0.29849,3.62551440329218,8.02831735766255,1.22751322751323,1.40768361581921,1.64911602209945
"CANDIDATE",9834040,"K01998.01",2.642,28.43,6.954,6,6.45e-05,0.044289,-0.34278,0.35771,3.31914893617021,10.1493027970304,-1.44545454545455,-0.475720930232558,2.6497037037037
"FALSE POSITIVE",10616415,"K01999.01",2.182,11.58,0.5815,3,-0.0001448,-0.075844,0.024205,0.15903,2.02713567839196,6.83886967479021,0.295133928571429,0.654875,0.685474137931035
"CANDIDATE",8802693,"K02000.01",3.49,24.82,4.831,6,0,-0.062595,0.25139,0.25155,5.6030534351145,5.73658929948811,2.38040540540541,-0.0649277372262774,1.62290322580645
"CANDIDATE",6061773,"K02001.01",2.987,25.78,3.733,6,6.691e-05,0.19218,-0.063968,0.22572,1.6030603060306,8.00436074771547,-1.21227272727273,1.22299435028249,1.14
"CANDIDATE",10024701,"K02002.01",3.095,22.67,5.997,6,-1.877e-05,-0.272,-0.16656,0.1843,6.26785714285714,7.76049965791971,-1.55436893203883,-0.334326271186441,0.734262948207171
"FALSE POSITIVE",9851271,"K02003.01",6.93,31.6,9.638,12,0.0008826,1.126,-1.4538,1.9031,3.34782608695652,14.8267324450182,-2.19101796407186,1.56048284625159,2.81940740740741
"CANDIDATE",12154526,"K02004.01",7.268,28.22,11.22,12,8.293e-05,-0.55881,-0.078021,0.48309,6.46153846153846,13.2777624036371,-0.217836477987421,-0.896146616541353,0.911490566037736
"CANDIDATE",12154526,"K02004.02",3.473,15.67,5.582,6,-1.792e-05,-0.23946,-0.23928,0.2872,6.46153846153846,9.61528362128129,-0.538076923076923,-0.406214833759591,0.889164086687307
"CANDIDATE",12154526,"K02004.03",2.561,8.165,4.043,6,-1.447e-05,0.078354,-1.6356,1.6396,6.46153846153846,5.02426778242678,-2.34904270986745,0.147120822622108,2.14046997389034
"CANDIDATE",6665512,"K02005.01",3.874,31.73,4.533,6,-0.0005097,0.0098293,0.14862,0.17285,10.8333333333333,6.39871373018247,1.27833333333333,-0.648830882352941,1.26167883211679
"CANDIDATE",10525027,"K02006.01",1.599,31.89,4.991,3,0.0001324,0.057323,0.12329,0.15182,11.8095238095238,7.25805055713822,-0.352037313432836,0.582914473684211,0.93716049382716
"CANDIDATE",11069176,"K02007.01",5.134,18.76,7.751,12,0.0002001,-0.62897,0.23438,0.58901,2.83289473684211,12.2377112949996,1.06253333333333,-1.64246200607903,1.87582802547771
"CANDIDATE",11069176,"K02007.02",3.868,15.73,5.287,6,-0.0001451,0.50147,0.31947,0.68939,2.83289473684211,7.35632983950213,0.850410628019324,2.71511111111111,2.20958333333333
"FALSE POSITIVE",8098728,"K02008.01",4.74,19.49,3.24,12,-0.0001806,-5.3534,0.6905,5.0922,2.53813559322034,4.28861481379689,5.32413793103448,-43.1213675213675,45.4660714285714
"CANDIDATE",2449431,"K02009.01",8.848,29.14,6.034,24,-0.0001729,-0.61984,0.25791,0.93416,7.34848484848485,6.94531889727959,1.52392070484581,-2.45314207650273,2.61669467787115
"CANDIDATE",5631630,"K02010.01",6.489,26.85,8.141,12,-0.0001365,-0.50781,-1.0313,1.3784,4.47927461139896,10.8453008870774,1.11802707930368,1.0241209406495,1.48374596340151
"CANDIDATE",5384079,"K02011.01",2.011,23.8,4.347,3,-3.925e-05,-0.2727,0.39184,0.41323,5.25093632958801,6.75716771463598,2.07010526315789,-0.593800904977376,2.04569306930693
"CANDIDATE",5384079,"K02011.02",5.582,12.77,4.725,12,-3.644e-05,0.46207,0.39016,0.73806,5.25093632958801,6.07767457963902,0.865486935866983,1.91593272171254,2.07320224719101
"CANDIDATE",9839821,"K02012.01",5.918,26.36,0,12,-0.0002611,0.34337,0.31871,0.35565,4.26130653266332,0,1.36142857142857,0.773676470588235,2.03228571428571
"CANDIDATE",9839821,"K02012.02",9.194,12.03,1.01,12,0.0003443,0.69301,0.87044,1.0248,4.26130653266332,1.1403710243536,2.23417867435159,1.09270707070707,1.83327370304114
"CANDIDATE",4056616,"K02013.01",1.358,33.05,3.956,3,-3.984e-05,-0.10313,-0.25048,0.41385,20.6857142857143,6.78722774621212,-1.76316901408451,-2.00884146341463,2.44881656804734
"CANDIDATE",6707908,"K02014.01",1.963,34.03,2.183,3,0.0003307,0.34955,-0.084639,0.27482,3.41312741312741,5.47491062146606,0.494985673352436,1.51132947976879,1.5704
"FALSE POSITIVE",11298815,"K02015.01",4.108,37.03,11.98,6,0.06762,0,0,0,16.4193548387097,16.308330011957,0,0,0
"CANDIDATE",8492026,"K02016.01",4.093,31.38,5.88,6,-0.0001527,0.013209,0.15615,0.22771,2.88515406162465,9.91692852130937,1.39238410596026,0.789238095238095,1.24431693989071
"CANDIDATE",8750043,"K02017.01",1.772,28.85,4.704,3,-3.871e-05,-0.07756,-0.026253,0.24278,7.39024390243902,7.18423817206318,-0.344392857142857,-1.42816568047337,1.43656804733728
"CANDIDATE",9973109,"K02018.01",5.754,21.81,6.249,12,0.0001782,0.12768,-0.017235,0.21274,3.47709923664122,7.74842077022512,-0.0189829931972789,1.04458128078818,1.0479802955665
"CANDIDATE",9973109,"K02018.02",4.848,8.817,7.681,12,-0.0001785,-0.16865,0.23841,0.2659,3.47709923664122,9.45944917471341,0.311006993006993,-0.121517027863777,0.284994640943194
"CANDIDATE",6226290,"K02019.01",4.756,26,6.629,6,0.0006606,0.083879,0.082536,0.085665,3.44230769230769,8.64021274923363,-1.70247787610619,-0.15502027027027,0.713875
"CANDIDATE",9349482,"K02020.01",13.22,33.04,7.006,24,0.0003638,0.18766,-0.45518,0.56054,11.1428571428571,7.83581625246276,-0.900087336244541,1.43478070175439,2.33558333333333
"CANDIDATE",6356207,"K02021.01",2.131,25.24,5.223,6,-0.0002837,-0.011843,0.23373,0.2416,7.82795698924731,8.1548417721519,1.2742,-0.485460317460317,1.66620689655172
"CANDIDATE",8564674,"K02022.01",2.729,30.5,6.097,6,0.0001681,0.19469,0.084417,0.31024,6.68531468531468,9.43664879624388,0.708216560509554,1.68661016949153,1.64148148148148
"CANDIDATE",8564674,"K02022.02",3.929,23.21,9.266,6,4.672e-05,0.19442,-0.26227,0.41157,6.68531468531468,12.341542499807,-0.841414473684211,1.13282142857143,1.01873762376238
"CANDIDATE",8578780,"K02023.01",4.307,22.14,9.612,6,0.0002126,-0.39115,-0.11846,0.36791,3.92741935483871,12.6297857793984,0.141132352941176,-1.75914141414141,1.84879396984925
"CANDIDATE",4544907,"K02024.01",10.71,28.89,9.45,24,7.875e-05,-0.12798,-0.26855,0.28096,7.63846153846154,11.2717571908577,-1.75927835051546,-0.458777777777778,1.4189898989899
"CANDIDATE",4636578,"K02025.01",6.253,29.97,7.901,12,0.0001146,0.25235,-0.057135,0.24355,5.52830188679245,11.0588215623328,0.0583659793814433,1.51762820512821,1.69131944444444
"CANDIDATE",4636578,"K02025.02",7.187,24.6,4.256,12,4.914e-05,0.56148,-0.023682,0.54913,5.52830188679245,5.71430144023484,0.139851851851852,2.18573705179283,2.21423387096774
"CANDIDATE",4636578,"K02025.03",6.129,12.08,6.603,12,-1.704e-05,0.36584,-0.47727,0.59542,5.52830188679245,8.70247046186896,-0.772173144876325,0.719191919191919,0.926003110419907
"CANDIDATE",11923284,"K02026.01",2.207,32.95,5.847,3,2.299e-05,-0.09857,0.21366,0.22685,6.84931506849315,10.4787696422601,1.47747747747748,-0.459319277108434,1.8148
"FALSE POSITIVE",8556077,"K02027.01",2.97,37.06,5.777,6,0.006145,-0.98418,-11.457,11.508,5.99537037037037,10.5216842234953,-160.222222222222,-13.8935897435897,163.234042553192
"CANDIDATE",7102316,"K02028.01",6.281,27.8,4.307,12,0.0002911,-0.41602,0.10461,0.44154,3.63090128755365,5.04183501683502,-0.880147058823529,-2.61567073170732,2.65987951807229
"CANDIDATE",7102316,"K02028.02",4.982,22.67,9.351,12,0.0007143,-0.30193,0.018664,0.25663,3.63090128755365,11.0942548481945,-1.20167938931298,-1.57024539877301,1.56481707317073
"CANDIDATE",7102316,"K02028.03",10.43,11.7,9.462,24,0.001266,-0.34242,-0.46871,0.66886,3.63090128755365,10.3200209506351,-2.30445901639344,-1.14704326923077,1.81262872628726
"CANDIDATE",9489524,"K02029.01",2.476,24.67,9.171,6,2.424e-05,0.030715,0.14857,0.20472,14.0363636363636,11.8203866276492,-0.155132653061224,-0.57962962962963,0.86379746835443
"CANDIDATE",9489524,"K02029.02",3.009,17.23,3.296,6,0.0002058,-0.48992,0.27133,0.69833,14.0363636363636,4.25176574051172,0.0603815789473684,-0.713381374722838,0.978053221288515
"CANDIDATE",9489524,"K02029.03",2.221,11.16,2.883,6,-0.0001052,-0.33909,-0.3443,0.63916,14.0363636363636,3.64488817582587,-1.17984815618221,-1.04158607350097,1.27576846307385
"CANDIDATE",9489524,"K02029.04",2.306,9.918,2.457,6,0.0001258,0.30844,0.79064,0.80583,14.0363636363636,3.36633481390718,1.02164665523156,0.225043352601156,1.20995495495495
"FALSE POSITIVE",8111919,"K02030.01",1.804,25.17,0.5843,3,-0.004944,-8.7032,3.4939,9.4472,2.68782161234991,5.09799931405053,51.4172876304024,-129.077941176471,139.134020618557
"CANDIDATE",5940165,"K02031.01",1.708,22.24,2.596,3,9.026e-05,0.044705,0.28725,0.29356,10.7868852459016,3.27160865039898,2.84401234567901,-0.32037037037037,1.56983957219251
"CANDIDATE",2985767,"K02032.01",1.65,22.38,3.248,3,0.000106,0.30945,-0.25452,0.31721,3.81034482758621,4.90344073707772,-0.471428571428571,0.876481481481481,1.04003278688525
"CANDIDATE",2304320,"K02033.01",2.606,27.85,5.563,6,-2.248e-05,-0.16443,-0.32521,0.47215,15.6938775510204,7.05498577729064,-2.25874285714286,-1.5701376146789,2.39670050761421
"CANDIDATE",3657758,"K02034.01",1.917,38.36,4.48,3,-0.001409,0.020932,0.1489,0.18107,3.52845528455284,7.77817674047477,1.13905982905983,-0.65624203821656,1.26622377622378
"CANDIDATE",3657758,"K02034.02",1.635,9.095,1.447,3,-0.0005486,0.80001,-0.53744,0.92187,3.52845528455284,2.04572036150984,-1.66905487804878,1.729792147806,2.31045112781955
"CANDIDATE",9790806,"K02035.01",1.713,69.97,2.28,3,-3.813e-05,-0.11937,-0.076363,0.16105,8.4950495049505,6.39550824436161,-1.10912863070539,-1.53120950323974,1.77759381898455
"CANDIDATE",6382217,"K02036.01",2.701,23.19,3.745,6,0.0004756,-0.37023,-0.16523,0.5028,14.1842105263158,4.78105069366822,-0.448920308483291,-1.4793769470405,1.26969696969697
"CANDIDATE",6382217,"K02036.02",2.469,12.48,3.294,6,0.0001026,-0.12862,-0.34927,0.36651,14.1842105263158,4.21943839264101,-1.27084210526316,-0.26447619047619,1.29508833922261
"CANDIDATE",9634821,"K02037.01",2.872,29.86,7.067,6,-0.001104,-9.3217,-0.16027,0.33889,1.93347193347193,8.24003225268309,26.5493387589013,2.29692307692308,2.73298387096774
"CANDIDATE",9634821,"K02037.02",1.51,22.76,4.655,3,-0.0001577,-9.4759,-0.26225,0.29434,1.93347193347193,7.32482728732761,12.1904306220096,0.776976744186047,1.54915789473684
"CANDIDATE",9634821,"K02037.03",1.898,18.69,5.008,3,-0.0001533,-9.4041,-0.21013,0.27754,1.93347193347193,7.0454744811985,16.7193548387097,1.14031446540881,1.59505747126437
"CANDIDATE",8950568,"K02038.01",4.64,21.76,1.484,12,7.255e-05,-0.0078711,0.04119,0.14618,9.7,2.23368423001787,0.294292857142857,-1.0625,1.10742424242424
"CANDIDATE",8950568,"K02038.02",5.957,19.94,8.486,12,0.0001377,-0.023131,-0.054601,0.173,9.7,11.2492407058552,-0.25764824120603,-0.394615384615385,0.456464379947229
"CANDIDATE",8950568,"K02038.03",6.94,8.678,2.433,12,6.144e-05,0.27068,-0.18078,0.22521,9.7,2.81228275820014,-0.659540229885057,0.346185567010309,0.690828220858896
"CANDIDATE",8950568,"K02038.04",3.793,8.255,2.961,12,6.205e-05,0.35644,0.74712,0.78087,9.7,3.49544427871298,1.65659192825112,0.547204819277108,1.74301339285714
"CANDIDATE",8804845,"K02039.01",2.855,25.91,4.841,6,-0.0002199,-0.90702,0.28947,1.0573,7.35433070866142,7.33003449925713,0.785580912863071,-2.1963282937365,2.00246212121212
"CANDIDATE",8804845,"K02039.02",1.163,12.59,1.205,3,-8.612e-05,0.25121,0.066956,0.20495,7.35433070866142,2.44262003087356,0.237541729893778,0.252872062663185,0.304531946508172
"CANDIDATE",10480915,"K02040.01",1.652,22.34,5.421,3,-0.0003359,0.14035,-0.14592,0.17113,7.48872180451128,6.86982197508513,-0.983988764044944,0.363434959349593,0.864292929292929
"FALSE POSITIVE",5024482,"K02041.01",3.063,11.68,1.395,6,0.0002089,3.0354,-11.688,11.712,2.18873826903024,3.4298101782296,-8.01004016064257,-11.125366568915,165.892351274788
"CANDIDATE",9111849,"K02042.01",5.785,35.43,6.406,12,-4.5e-05,-0.21589,0.14547,0.24787,1.99811320754717,11.4847994061477,1.02027027027027,-1.53206106870229,1.92147286821705
"CANDIDATE",3448130,"K02043.01",8.848,23.55,9.339,24,0.000347,-3.0521,-0.21241,0.28708,5.5,10.7529981928701,-1.80873303167421,-0.915308056872038,1.36704761904762
"CANDIDATE",9656252,"K02044.01",4.424,32.03,7.841,6,-0.0001417,-0.11871,0.068093,0.12242,6.73469387755102,10.2136484840504,0.786288,-0.81392,0.880719424460432
"CANDIDATE",6026438,"K02045.01",2.741,25.45,4.695,6,4.41e-05,-0.19299,0.37254,0.37335,11.5737704918033,6.57154006898462,1.96272727272727,-0.104338983050847,2.06270718232044
"CANDIDATE",6026438,"K02045.02",4.718,11.47,2.304,12,0.0006566,0.36758,-0.8262,0.98405,11.5737704918033,2.66919497891727,-1.57619765494137,0.55624349635796,1.14158932714617
"CANDIDATE",6026438,"K02045.03",3.251,8.682,1.843,6,4.279e-05,-0.22245,-0.4584,0.45929,11.5737704918033,2.17386750287882,-0.796339031339031,-0.0535403377110694,0.605125164690382
"CANDIDATE",10663396,"K02046.01",16.8,33.03,6.77,31,0.0001039,-0.4207,0.081644,0.61252,3.7843137254902,9.63643714221029,0.912214285714286,-1.51765,1.57865979381443
"CANDIDATE",11457726,"K02047.01",3.176,24.55,4.85,6,-0.0001552,-0.18647,-0.12103,0.21615,5.89784946236559,6.98710577088388,-1.04957142857143,-0.76862660944206,0.825
"CANDIDATE",8956206,"K02048.01",2.174,25.77,5.571,6,0.0008849,0.027062,0.046503,0.28569,15.5098039215686,7.82865176282493,-1.6518125,-1.38176470588235,1.53596774193548
"CANDIDATE",9649706,"K02049.01",2.936,37.94,1.185,6,7.777e-05,-0.030574,-0.10725,0.14651,5,5.07444906444906,-0.500760869565217,-0.616123456790123,0.887939393939394
"FALSE POSITIVE",6307083,"K02050.01",6.523,32.2,1.758,12,0,0,0,0,12.7424242424242,2.03661945655457,0,0,0
"CANDIDATE",6307083,"K02050.02",8.157,11.17,5.076,12,0,0,0,0,12.7424242424242,5.63873977904001,0,0,0
"CANDIDATE",7265298,"K02051.01",7.605,33.94,8.125,12,-0.0001044,0.019758,-0.31298,0.31351,6.14367816091954,10.2923344017094,-2.00951612903226,-0.125903448275862,1.66760638297872
"CANDIDATE",7265298,"K02051.02",6.492,13.44,8.756,12,-5.016e-05,-0.23795,-0.87666,0.92126,6.14367816091954,11.6144871331383,-2.05850649350649,-0.901815286624204,2.03818584070796
"CANDIDATE",3248501,"K02052.01",1.453,27.6,7.698,3,0.0003051,0.23857,-0.098422,0.33021,3.03191489361702,13.2046111592946,-0.803485714285714,1.95776397515528,2.03833333333333
"CANDIDATE",2307415,"K02053.01",3.602,28.71,4.01,6,5.89e-05,0.43351,0.11218,0.43965,5.55217391304348,7.00357644076237,0.139121212121212,1.69362549800797,1.66534090909091
"CANDIDATE",2307415,"K02053.02",3.883,27.21,8.324,6,-0.0001114,0.13638,-0.30768,0.33971,5.55217391304348,11.2485187118165,-1.65390041493776,0.46458064516129,1.08187898089172
"FALSE POSITIVE",9156585,"K02054.01",3.465,26.41,7.677,6,0.0003299,-5.0944,0.2158,5.5221,3.76859504132231,10.0196550485088,2.02659340659341,-68.7160647571607,68.7683686176837
"CANDIDATE",3128552,"K02055.01",3.596,29.64,2.882,6,0.0002254,0.11533,0.21858,0.33433,6,4.50206380981063,0.302637931034483,1.57130434782609,1.67165
"CANDIDATE",3128552,"K02055.02",2.823,18.97,3.373,6,-8.419e-06,-0.17445,-0.27761,0.27938,6,5.57036653474868,-0.971545893719807,-0.094816265060241,0.626412556053812
"CANDIDATE",3128552,"K02055.03",2.448,14.73,2.61,6,1.624e-05,0.39231,0.087023,0.55104,6,3.62763687377709,-0.103427184466019,1.40237113402062,1.31827751196172
"CANDIDATE",10134152,"K02056.01",4.892,25.3,8.769,12,4.068e-05,0.037374,0.22631,0.24828,3.53053435114504,10.4815391059781,0.418729096989967,0.368628158844765,1.0701724137931
"CANDIDATE",9573685,"K02057.01",2.611,26.83,3.412,6,-0.0002487,-0.0019528,0.006097,0.41997,16.5882352941176,4.97913742327911,-0.924565217391304,2.30730769230769,2.32027624309392
"CANDIDATE",10329835,"K02058.01",1.39,26.81,3.36,3,-0.0003013,-0.57427,-0.29119,0.42285,10.2,5.84157788307729,2.52795652173913,-1.88104294478528,2.41628571428571
"CANDIDATE",12301181,"K02059.01",2.812,21.83,4.544,6,0,-0.47926,0.11541,0.26418,15.2244897959184,6.17115789473684,-0.315075812274368,-0.893383458646617,0.985746268656716
