"koi_disposition","kepid","kepoi_name","tce_ingress","tce_model_chisq","tce_minmesd","tce_fwm_srao","tce_fwm_prao","tce_impact_sn","tce_depth_sn","tce_eqt_sn","tce_smet_sn","tce_fwm_sdeco_sn"
"CANDIDATE",6541920,"K00157.02",0.3692,4182,2.452,0.1071,-0.0001343,10.1474631342164,92.2144069852049,32.2131147540984,0,3.32340862422998
"CANDIDATE",6541920,"K00157.03",0.3372,2677,15.71,-0.2102,0.0001353,4.22801875732708,96.7826525466465,32.1674876847291,0,1.92094017094017
"CANDIDATE",6541920,"K00157.04",0.3954,905.7,7.063,-0.01013,-6.545e-05,1.05171009771987,60.2291325695581,32.2222222222222,0,2.06619718309859
"CANDIDATE",6541920,"K00157.05",0.93,1411,29.31,0.3091,-0.000213,36.0989230155564,42.661106899166,32.2641509433962,0,1.09852941176471
"CANDIDATE",6541920,"K00157.06",0.5379,3910,3.229,-0.08058,3.354e-06,26.1582081088744,42.2134051296585,32.1969696969697,0,0.364253393665158
"FALSE POSITIVE",10555375,"K00158.01",0.8452,5334,1.9,-15.11,0.003224,82.7811158798283,23.4245840042942,4.62732919254658,-0.8,-34.2318059299191
"CANDIDATE",8972058,"K00159.01",0.3572,4767,3.269,0.1215,6.127e-06,12.6021599532983,82.415441827519,17.910447761194,0.466666666666667,1.43931034482759
"CANDIDATE",8972058,"K00159.02",0.07338,6628,1.622,-0.7138,5.904e-05,2.00736278447122,12.6027893497555,17.9086538461538,0.466666666666667,0.83031847133758
"CANDIDATE",6631721,"K00160.01",0.9269,2326,-1.589,2.217,-0.001227,193.282072035613,53.7571312143439,11.0411622276029,-1.46666666666667,17.3631578947368
"CANDIDATE",5084942,"K00161.01",0.1977,6409,1.777,-0.1217,-1.297e-05,18.2355442176871,146.533355187674,28.7390029325513,2,-7.65104166666667
"CANDIDATE",8107380,"K00162.01",0.2372,3702,-1.819,0.1456,-0.0001673,2.67333836858006,97.2729751840742,16.7775467775468,0,-0.947945205479452
"CANDIDATE",6851425,"K00163.01",0.2674,3445,3.158,-0.3885,-1.631e-06,7.18717504332756,88.0565667880145,32.6633165829146,0,-2.6784
"FALSE POSITIVE",5652237,"K00164.01",1.912,7423,1.544,38,-0.007128,180.694342395298,9.62082912032356,5.29801324503311,-0.6,30.8126410835214
"CANDIDATE",9527915,"K00165.01",0.3334,2231,6.42,0.06787,0.0001255,14.8590096286107,83.3081285444234,30.7692307692308,0,1.18476821192053
"CANDIDATE",2441495,"K00166.01",0.2485,2074,8.009,-0.06939,0.000255,8.02407407407407,66.7809523809524,29.6803652968037,0,-1.85363636363636
"CANDIDATE",11666881,"K00167.01",0.4428,9419,-0.8037,-0.02482,4.078e-05,35.7125843588726,97.8606835376989,17.1018276762402,0.8,0.580826446280992
"CANDIDATE",11512246,"K00168.01",0.921,6542,1.607,0.116,-4.612e-06,82.5892857142857,68.9288206559665,51.7948717948718,0.3,0.817341040462428
"CANDIDATE",11512246,"K00168.02",0.2822,4154,6.811,0.03862,1.32e-05,2.92047853624208,32.0619214810086,51.849710982659,0.3,0.619451371571072
"CANDIDATE",11512246,"K00168.03",0.3484,7343,1.256,0.1181,-1.461e-06,6.35125698324022,22.752688172043,52.0179372197309,0.3,-1.52481751824818
"FALSE POSITIVE",6185711,"K00169.01",1.319,1907,-2.881,47.98,-0.02987,29.3351142772336,27.9895104895105,13.2656826568266,-1.73333333333333,22.8009259259259
"FALSE POSITIVE",11044770,"K00170.01",3.033,2733,10.88,12.45,-0.003724,130.845969672785,9.22767995057152,7.88888888888889,-0.4,21.7948717948718
"CANDIDATE",7831264,"K00171.01",0.2416,6843,2.25,-0.1429,8.767e-05,6.74792703150912,90.95532146749,13.4264232008593,0.133333333333333,-0.290579710144928
"CANDIDATE",7831264,"K00171.02",0.2488,2267,7.809,0.4919,-0.0001113,5.08631459398069,26.587563172929,13.4449093444909,0.133333333333333,-0.134372294372294
"CANDIDATE",8692861,"K00172.01",0.2743,4095,9.827,0.02083,8.908e-05,3.92315680166148,88.4336589977939,17.1494252873563,-2,-1.25724137931034
"CANDIDATE",8692861,"K00172.02",0.9378,626.4,-1.662,-0.1183,0.0001001,6.29282576866764,18.2807399347116,17.185628742515,-2,0.754961832061069
"CANDIDATE",11402995,"K00173.01",0.5145,4691,1.676,0.08579,-0.0001198,29.1957017258222,75.0453271798253,14.6655791190865,0,-0.347897727272727
"CANDIDATE",10810838,"K00174.01",0.428,520.1,10.61,0.2836,-0.0001845,9.52249972494224,51.2871287128713,34.1747572815534,-1.46666666666667,3.3562015503876
"FALSE POSITIVE",8323753,"K00175.01",0.5402,5158,0.7375,14.12,-0.003715,55.6967213114754,36.7329901210519,7.47619047619048,-0.342857142857143,34.478102189781
"CANDIDATE",6442377,"K00176.01",0.3648,2328,-4.987,0.328,-0.0001025,5.67450142450142,58.1404682274248,16.5207877461707,1.06666666666667,1.16345177664975
"CANDIDATE",6803202,"K00177.01",0.1813,2749,13.01,0.2946,-8.963e-05,1.20693135935397,47.4107988632776,19.0598290598291,0,-0.453985507246377
"FALSE POSITIVE",11455491,"K00178.01",1.65,8833,3.602,-112.1,0.01245,267.684755931279,23.4500210881485,11.8260869565217,-0.466666666666667,-156.047058823529
"CANDIDATE",9663113,"K00179.01",0.447,4555,-1.533,-0.1162,0.0001853,2.94139194139194,122.653915122534,17.6158940397351,0,-2.02386363636364
"CANDIDATE",9663113,"K00179.02",2.011,1180,163.6,0.0924,-3.568e-05,11.5898583146905,32.0558375634518,17.6190476190476,0,-1.59672131147541
"CANDIDATE",9573539,"K00180.01",0.2955,3474,5.664,0.1101,-0.0001111,15.2435064935065,92.4292388018687,19.175,-0.266666666666667,3.91532258064516
"FALSE POSITIVE",12504988,"K00181.01",0.8519,9033,2.406,0.2936,0,335.163127912998,1526.76399026764,9.19354838709677,-0.228571428571429,94.7162426614481
"CANDIDATE",5376836,"K00182.01",0.682,9612,1.625,0.1122,-0.0007776,339.802289281998,1317.78228532792,11.0377358490566,-1,60.4126213592233
"CANDIDATE",9651668,"K00183.01",0.33,11460,0.5938,0.03564,0.001694,20.3428201811126,2279.53201660586,20.5169628432956,-0.666666666666667,10.5700712589074
"FALSE POSITIVE",7972785,"K00184.01",0.7484,8827,3.882,-0.09442,-0.0004379,75.1069163840142,1310.98173057619,9.56140350877193,-0.333333333333333,4.10453400503778
"FALSE POSITIVE",4178389,"K00185.01",1.55,1297,1.408,0.06615,0.01859,67.6265146115467,925.469863901491,11.3117870722433,-1.4,-6.15447154471545
"CANDIDATE",12019440,"K00186.01",0.3457,10950,0.3646,0.08693,-0.001763,7.6900838392599,1404.09207161125,17.2461752433936,0.666666666666667,1.63377192982456
"FALSE POSITIVE",7023960,"K00187.01",0.7206,1823,2.2,0.09427,-0.0002169,13.0289855072464,1083.74606033318,10.1022146507666,0.233333333333333,8.13214285714286
"CANDIDATE",5357901,"K00188.01",0.365,6733,-0.9458,-0.02991,0.000323,70.0023164234422,1326.8876611418,32.7333333333333,1.6,-13.203125
"CANDIDATE",11391018,"K00189.01",0.8284,1901,1.097,-0.1652,0.0004704,30.1568334578043,952.702702702703,22.7227722772277,-0.2,28.5772357723577
"FALSE POSITIVE",5771719,"K00190.01",1.339,3189,5.467,-0.08955,0.0007134,561.48097826087,501.546619531595,9.55752212389381,2,-7.61594202898551
"CANDIDATE",5972334,"K00191.01",0.6069,2634,-0.7901,-0.002478,0.001427,39.0020646937371,596.334012219959,25.3639846743295,0.133333333333333,12.1395348837209
"CANDIDATE",5972334,"K00191.02",0.3005,7150,1.735,-0.3059,0.0002529,16.3600144875045,47.7149321266968,25.4132231404959,0.133333333333333,0.863380281690141
"CANDIDATE",5972334,"K00191.03",0.1078,15950,0.1813,-0.5877,9.406e-05,1.93050193050193,14.7290955631399,25.4120879120879,0.133333333333333,0.248829431438127
"CANDIDATE",5972334,"K00191.04",0.484,753.4,7.524,0.1642,-3.766e-05,2.97870111731844,15.9604435121367,25.3645833333333,0.133333333333333,-1.03565505804312
"CANDIDATE",7950644,"K00192.01",0.3771,4479,-0.9604,0.06919,1.316e-05,3.85416666666667,1093.09682521749,11.5260115606936,-1.2,0.134433962264151
"FALSE POSITIVE",10799735,"K00193.01",0.6486,1258,27.35,-0.03636,0.001137,34.4591611479029,776.136805285659,9.34747145187602,-0.342857142857143,6.13430656934307
"CANDIDATE",10904857,"K00194.01",0.6689,8845,1.505,-0.04083,9.224e-05,557.615437629221,748.51394604481,9.9236641221374,-0.285714285714286,17.1782178217822
"CANDIDATE",11502867,"K00195.01",0.4549,7339,-0.4896,0.1461,0.0009451,176.635059567226,1015.625,20.552677029361,-1.46666666666667,8.23364485981308
"CANDIDATE",9410930,"K00196.01",0.4093,13920,0.8292,0.02174,-0.0004327,176.075949367089,1417.65021459227,33.6448598130841,-0.533333333333333,8.12765957446809
"CANDIDATE",2987027,"K00197.01",0.347,2778,1.778,0.212,0.0001316,1.78102189781022,704.301075268817,34.1139240506329,0,-28.7177914110429
"FALSE POSITIVE",10666242,"K00198.01",2.078,813.6,36.47,-0.05053,-0.0002927,42.3619218679838,321.415541773076,19.8477157360406,1.86666666666667,-8.72811059907834
"CANDIDATE",10019708,"K00199.01",0.39,11860,1.319,-0.1138,0.0004907,27.1679909194098,1209.22451905843,12.4031007751938,0.933333333333333,13.1217391304348
"FALSE POSITIVE",10019708,"K00199.02",4.673,8425,4.039,4.146,-0.0009013,202.938133664391,12.1729237770193,12.3655913978495,0.933333333333333,257.708049113233
"CANDIDATE",6046540,"K00200.01",0.4627,4888,4.507,-0.05821,-0.0002521,77.5750111957008,770.336669699727,27.4231678486998,1.8,8.75555555555556
"CANDIDATE",6849046,"K00201.01",0.2647,7575,-0.5469,0.03983,0.0001861,12.9294084024007,1219.29966112635,17.6190476190476,2.8,8.37727759914255
"CANDIDATE",7877496,"K00202.01",0.3642,13560,0.449,-0.0334,-0.001587,167.018590773468,1114.42456372874,31.3688212927757,1.73333333333333,7.07808219178082
"CANDIDATE",10619192,"K00203.01",0.2673,17030,0.8591,0.1087,0.000807,1.10460971112477,1646.03174603175,34.2105263157895,2,30.4794520547945
"CANDIDATE",9305831,"K00204.01",0.4045,11920,0.2604,0.6403,0.001239,43.5475409836066,660.245514636449,31.1965811965812,1.73333333333333,29.375
"CANDIDATE",7046804,"K00205.01",0.511,2953,5.324,0.1535,0.002979,82.9637451601549,622.477650063857,20.820189274448,-0.533333333333333,10.1730769230769
"CANDIDATE",5728139,"K00206.01",0.4173,12740,2.936,-0.06263,7.626e-06,4.09137577002053,564.727054589082,12.5,0.266666666666667,-1.96269430051813
"CANDIDATE",3762468,"K00208.01",0.3373,9504,0.6063,0.06467,-0.0008451,11.4885586223166,435.423197492163,9.47368421052632,0.6,-18.1944444444444
"CANDIDATE",10723750,"K00209.01",0.7515,2776,10.56,0.1557,-0.000125,2.68295354951797,352.995676343422,14.4339622641509,-0.4,-3.92058823529412
"CANDIDATE",10723750,"K00209.02",0.6658,4549,6.12,0.1832,-0.0001188,27.0240366272415,218.421052631579,14.4406779661017,-0.4,-4.91441441441441
"FALSE POSITIVE",10602291,"K00210.01",1.705,1632,15.33,-0.02204,0.0005884,56.3477246207701,241.128790153107,10.2941176470588,-0.4,-0.307560975609756
"CANDIDATE",10656508,"K00211.01",0.4063,438.2,52.48,-0.1518,0.0007906,1.02948402948403,164.294871794872,15.9459459459459,0.933333333333333,-2.76484560570071
"CANDIDATE",6300348,"K00212.01",0.2718,4179,3.235,-0.2281,-0.0008977,3.08720514653324,341.407867494824,9.28571428571429,-0.8,-11.7368421052632
"FALSE POSITIVE",9164836,"K00213.01",2.641,1575,35.26,0.1834,-0.008019,52.268156424581,2016.83599419448,9.8989898989899,-1.13333333333333,-17.9134808853119
"CANDIDATE",11046458,"K00214.01",0.7335,3920,-0.6244,0.2372,0.0002351,102.064119455424,217.418408507517,18.9509306260575,2.93333333333333,3.63091482649842
"FALSE POSITIVE",12508335,"K00215.01",1.867,914.2,12.83,-0.136,0.0009722,36.2299365434864,247.931409907458,10.9473684210526,-1.4,16.4567404426559
"CANDIDATE",6152974,"K00216.01",0.3585,1955,5.744,0.554,0.001078,9.21985815602837,192.052744119743,24.4588744588745,1.2,-3.20338983050847
"CANDIDATE",6152974,"K00216.02",0.2056,3852,4.381,-0.7954,0.0004392,2.0149528410398,16.5268065268065,24.4548286604361,1.2,-0.520952380952381
"CANDIDATE",9595827,"K00217.01",0.3435,8061,1.063,0.1097,0.001912,2.8758865248227,1329.83970406905,31.8181818181818,1.4,-24.7588005215124
"FALSE POSITIVE",9838975,"K00218.01",0.6772,2197,8.337,0.2318,0.001143,4.45484747810329,1102.72356851812,20.3076923076923,-1.73333333333333,22.765625
"CANDIDATE",6305192,"K00219.01",0.5355,8443,5.442,-0.1336,-0.0002373,37.7260422306443,387.955704864999,13.9208173690932,0,-4.20158102766798
"CANDIDATE",7132798,"K00220.01",0.2311,12820,0.6302,-0.05027,-5.631e-06,15.4619907601848,341.369863013699,13.8443935926773,-0.333333333333333,-7.14527027027027
"CANDIDATE",7132798,"K00220.02",0.1572,6476,-0.875,-0.2364,2.054e-05,1.95903985906188,17.6,13.9344262295082,-0.333333333333333,-2.84497444633731
"CANDIDATE",3937519,"K00221.01",0.2103,9471,-0.4844,-0.04146,-0.0002326,5.03068592057762,412.053333333333,13.5900339750849,1.2,-6.4550408719346
"CANDIDATE",3937519,"K00221.02",0.2087,4843,-0.5858,0.4141,-7.155e-05,1.90196908744442,13.1190926275992,13.5869565217391,1.2,-0.933050847457627
"CANDIDATE",4249725,"K00222.01",0.3019,5089,-1.359,-0.2129,0.0002262,10.7474193126878,95.2380952380952,8.5459940652819,-1.2,1.26280991735537
"CANDIDATE",4249725,"K00222.02",0.2726,2653,5.295,0.05861,-7.528e-05,3.42602040816327,45.2887364208119,8.53658536585366,-1.2,0.0653435114503817
"CANDIDATE",4545187,"K00223.01",0.2735,5451,0.3274,0.1405,0.0001163,30.2929292929293,78.5714285714286,18.3793738489871,-1.26666666666667,2.40472440944882
"CANDIDATE",4545187,"K00223.02",0.2692,925,27.5,-0.2464,0.0004907,1.5856565226644,35.0594821553534,18.3189655172414,-1.26666666666667,-0.630120481927711
"FALSE POSITIVE",5547480,"K00224.01",1.126,4161,1.271,-5.686,0.004861,37.9281020487051,25.3860182370821,9.51219512195122,-0.2,-31.5321100917431
"FALSE POSITIVE",5801571,"K00225.01",0.3352,14540,-0.1438,-0.1368,-0.000935,126.212503504345,181.619433198381,17.6744186046512,0.8,1.48882833787466
"CANDIDATE",5959753,"K00226.01",0.6849,4402,-1.641,-0.4527,0.0003117,60.0912646675359,57.9490909090909,27.7695167286245,1.2,-0.283137254901961
"CANDIDATE",3847907,"K00229.01",0.2855,9952,2.104,0.2155,-0.0008899,13.803123146867,329.339988907377,10.5217391304348,0.733333333333333,-4.19529411764706
"FALSE POSITIVE",3862246,"K00230.01",1.156,3964,2.378,0.1848,0.003877,53.3795782463929,162.440354464894,14.4411764705882,-0.2,-4.47046843177189
"FALSE POSITIVE",4043443,"K00231.01",1.806,239.6,-24.34,0.07078,-0.0008265,12.5740525158453,70.1561894927069,36.6379310344828,0,0.508115183246073
"CANDIDATE",4833421,"K00232.01",0.3838,4811,2.2,0.07374,0,10.3776578863853,236.800505848878,16.0752688172043,-1.06666666666667,-3.73972602739726
"CANDIDATE",4833421,"K00232.02",0.2294,7082,2.37,-0.2307,0,3.8642723880597,51.9413919413919,16.0887656033287,-1.06666666666667,-0.373190476190476
"CANDIDATE",4833421,"K00232.03",1.489,1775,-7.69,0.332,0,61.1870967741935,23.960597826087,16.0779220779221,-1.06666666666667,-0.699259259259259
"CANDIDATE",4833421,"K00232.04",0.238,2039,-1.069,0.2337,0,1.42144988590486,23.8727858293076,16.0991379310345,-1.06666666666667,-0.379540229885057
"CANDIDATE",4833421,"K00232.05",0.3457,1222,-9.379,-0.1028,0,1.14522696425878,22.8651685393258,16.1127596439169,-1.06666666666667,-0.779716024340771
"FALSE POSITIVE",5023956,"K00233.01",1.913,29410,1.306,-14.81,0.06048,53.7816030123722,81.6206694069289,15.599173553719,-6.46666666666667,2014.23487544484
"CANDIDATE",8491277,"K00234.01",0.4062,5396,3.821,0.1213,-0.0001339,12.4108480671262,90.5718879191548,10.2533039647577,0.0666666666666667,-1.52993197278912
"CANDIDATE",8107225,"K00235.01",0.1815,4258,2.025,-0.1123,-0.0005645,4.46901709401709,65.4090011433323,18.034188034188,0.466666666666667,-0.629120879120879
"FALSE POSITIVE",8453211,"K00236.01",3.383,16710,0.974,-16.02,0.02224,32.7761389708292,13.7996031746032,10.2470461868958,-1.14285714285714,-399.251336898396
"CANDIDATE",8041216,"K00237.01",0.4689,4540,-1.267,0.05523,-0.00017,31.9023868899181,78.6372453928225,19.0376569037657,0,-0.112746478873239
"CANDIDATE",7219825,"K00238.01",0.2072,2896,2.65,-0.1164,-1.12e-05,1.79068047337278,58.993304086816,15.8333333333333,-0.8,1.98807339449541
"CANDIDATE",7219825,"K00238.02",1.78,444.3,252.7,0.7394,-0.0002463,12.2638241172552,11.7258671124112,15.8288770053476,-0.8,-0.327368421052632
"CANDIDATE",7219825,"K00238.03",0.1882,1564,17.06,-0.8663,8.615e-05,0.816332378223496,10.9638554216867,15.8295964125561,-0.8,0.245677966101695
"CANDIDATE",6383785,"K00239.01",0.3309,5892,1.932,-0.8999,-0.001668,15.4436090225564,125.367965367965,16.4963503649635,0.933333333333333,4.25948406676783
"CANDIDATE",6383785,"K00239.02",0.1942,7847,-0.7604,0.1378,-0.00037,2.47626931567329,17.1622855982949,16.3727959697733,0.933333333333333,-0.0892982456140351
"CANDIDATE",8026752,"K00240.01",0.2758,12310,-1.022,0.1905,-0.0001599,4.83123759099934,109.813821394762,9.83870967741935,-0.228571428571429,1.72982456140351
"CANDIDATE",11288051,"K00241.01",0.5345,2157,-0.5395,-0.1305,0.0001222,30.3830508474576,65.9860383944154,32.7485380116959,-2.93333333333333,0.417883597883598
"CANDIDATE",11288051,"K00241.02",1.428,1395,18.93,1.419,-0.000423,81.2384161752317,17.7254217568354,32.9230769230769,-2.93333333333333,-0.0154063018242123
"CANDIDATE",11288051,"K00241.03",0.1529,5348,-0.4677,-0.8173,0.0001142,2.2843734145104,18.6996387885524,32.7941176470588,-2.93333333333333,-0.0696998420221169
"FALSE POSITIVE",3642741,"K00242.01",0.3858,9618,4.568,-0.1515,0.001466,4.23656927426956,284.19452887538,10.3529411764706,0.533333333333333,-6.97883597883598
"FALSE POSITIVE",9592579,"K00243.01",2.853,39580,1.206,-7.405,0.03197,64.4329896907216,2.14943609022556,9.52054794520548,0.233333333333333,956.764705882353
"CANDIDATE",4349452,"K00244.01",0.4169,2828,7.627,0.3968,-0.0008787,167.775033250998,364.822871348664,48.9528795811518,-0.4,10.9067055393586
"CANDIDATE",4349452,"K00244.02",0.3703,6253,0.5926,0.2094,-0.0002248,74.1991701244813,211.210526315789,49.1735537190083,-0.4,7.13939393939394
"CANDIDATE",8478994,"K00245.01",0.2688,1288,-9.353,0.5786,-0.0008098,15.1972522080471,171.663360725418,49.5670995670996,-1.6,15.2955665024631
"CANDIDATE",8478994,"K00245.02",0.2081,2061,-4.884,-0.1379,-5.604e-05,9.89570754199144,33.4059844846694,49.4736842105263,-1.6,0.963775510204082
"CANDIDATE",11295426,"K00246.01",0.1891,7254,2.102,0.0734,-4.282e-05,15.0129198966408,236.748633879781,50,0.4,-7.45949720670391
"CANDIDATE",11295426,"K00246.02",0.1146,3123,4.468,-0.9778,5.118e-05,4.0403445149592,26.6393046837277,50.0531914893617,0.4,-0.765123966942149
"CANDIDATE",11852982,"K00247.01",0.4816,1437,3.938,-0.747,0.0005753,38.9732711073398,42.8748964374482,29.3984962406015,0.133333333333333,0.0270588235294118
"CANDIDATE",5364071,"K00248.01",0.3973,4360,3.333,-0.4656,0.000292,21.6658176260825,78.2743362831858,32.6282051282051,-0.133333333333333,-0.423168316831683
"CANDIDATE",5364071,"K00248.02",0.2563,7081,1.083,-0.738,0.0003273,14.1005954246318,39.5507399577167,32.5909090909091,-0.133333333333333,1.26514285714286
"CANDIDATE",5364071,"K00248.03",1.534,2218,2.745,-0.2982,-3.725e-06,26.068763326226,32.5789721829326,32.5735294117647,-0.133333333333333,-0.664324324324324
"CANDIDATE",5364071,"K00248.04",0.1798,1235,-4.01,-0.5054,0.0001609,1.30001614726304,21.5197152245345,32.5438596491228,-0.133333333333333,-0.306527415143603
"CANDIDATE",9390653,"K00249.01",0.2518,1980,6.012,0.3342,0.0005224,16.5783320342946,91.0167818361303,24.4444444444444,-0.933333333333333,4.20838971583221
"CANDIDATE",9757613,"K00250.01",0.3989,2821,2.703,0.2169,0.001444,18.1717263253285,98.7601842012044,32.6515151515152,-0.8,-0.668540540540541
"CANDIDATE",9757613,"K00250.02",0.56,1230,7.642,0.2149,0.001046,52.442396313364,46.6743916570104,32.6271186440678,-0.8,-3.14656084656085
"CANDIDATE",9757613,"K00250.03",0.163,473.5,30.34,0.4889,0.0003642,0.980201863354037,24.8911951791095,32.6241134751773,-0.8,1.06527093596059
"CANDIDATE",9757613,"K00250.04",0.2183,6011,2.067,0.1035,0.000243,4.93681318681319,20.7870619946092,32.6,-0.8,-0.792399049881235
"CANDIDATE",10489206,"K00251.01",0.2068,4243,-0.4906,-0.3482,-0.002341,9.26761916196422,124.302575107296,33.9655172413793,-0.4,7.29803493449782
"CANDIDATE",10489206,"K00251.02",0.126,2218,3.738,-0.1593,-0.0003091,1.08601087493821,10.7359667359667,33.974358974359,-0.4,-0.85077399380805
"CANDIDATE",11187837,"K00252.01",0.4158,2452,7.383,0.03425,0.0001334,9.12535079513564,69.5267175572519,31.2068965517241,0.4,1.83525641025641
"CANDIDATE",11752906,"K00253.01",0.346,2804,3.078,-0.2494,0.0001267,15.4661397521107,56.193853427896,35.1655629139073,3.2,-9.00555555555556
"CANDIDATE",11752906,"K00253.02",1.294,1326,3.831,0.5509,-0.000606,51.5359653866955,12.0005923293351,35.1960784313725,3.2,-1.41655328798186
"CANDIDATE",5794240,"K00254.01",0.3422,8063,0.4438,9.074e-05,0.0003089,39.0769230769231,1004.10846343468,36.1386138613861,2.13333333333333,-39.1477885652643
"CANDIDATE",7021681,"K00255.01",0.2722,1806,11.78,-0.1215,0.0003092,1.81017672151127,83.4958468761286,32.6742976066597,-0.133333333333333,4.42558139534884
"CANDIDATE",7021681,"K00255.02",0.08674,2056,5.124,-2.601,0.0005235,0.31575456053068,9.47044917257683,32.5409836065574,-0.133333333333333,0.260236220472441
