"koi_disposition","kepid","kepoi_name","tce_mesmad","tce_rminmes","tce_fwm_prao"
"CANDIDATE",7138841,"K05361.01",0.6156,0.2571,0
"FALSE POSITIVE",7204233,"K05371.01",0.7221,0.4703,0
"CANDIDATE",7213311,"K05375.01",0.6682,0.4952,0.0002401
"FALSE POSITIVE",7352727,"K05382.01",0.712,0.2012,-0.001599
"CANDIDATE",7377343,"K05384.01",0.5928,0.01332,-0.001092
"FALSE POSITIVE",7416306,"K05388.01",0.6402,0.3445,2.9e-05
"FALSE POSITIVE",7458433,"K05392.01",0.7398,0.1637,1.37e-05
"FALSE POSITIVE",7516073,"K05395.01",0.6632,0.4823,-0.0001741
"FALSE POSITIVE",7538450,"K05396.01",0.6791,0.4179,2.398e-05
"FALSE POSITIVE",7599004,"K05403.01",0.7817,0.02485,0.0005389
"FALSE POSITIVE",7658229,"K05409.01",0.6511,0.03139,-0.0003284
"CANDIDATE",7662502,"K05410.01",0.6521,0.3369,0.0001132
"CANDIDATE",7672215,"K05411.01",0.7898,0.3929,-1.761e-05
"FALSE POSITIVE",7674050,"K05412.01",0.6764,0.004525,0.01174
"FALSE POSITIVE",7700561,"K05414.01",1.893,0.155,-0.02235
"CANDIDATE",7731281,"K05416.01",0.6662,0.08925,-0.0009002
"FALSE POSITIVE",7743464,"K05417.01",0.6727,0.0006293,0.0005295
"CANDIDATE",7747091,"K05418.01",0.6871,0.3717,0
"CANDIDATE",7770901,"K05426.01",0.6664,0.3953,-4.301e-05
"FALSE POSITIVE",7800285,"K05427.01",5.67,0.2017,-4.571e-05
"CANDIDATE",7829836,"K05433.01",0.6399,0.3265,-1.183e-05
"CANDIDATE",7836096,"K05435.01",0.7258,0.3645,0.0001623
"FALSE POSITIVE",7837526,"K05436.01",0.693,0.001629,0.0007598
"FALSE POSITIVE",7885558,"K05439.01",0.9345,0.1948,-1.136e-05
"CANDIDATE",7888863,"K05440.01",0.7089,0.3945,2.564e-05
"CANDIDATE",7900450,"K05441.01",0.5872,0.4028,-0.0003058
"FALSE POSITIVE",7916058,"K05445.01",0.6306,0.3612,-0.0006442
"FALSE POSITIVE",7938499,"K05448.01",0.8667,0.1734,0.0004656
"CANDIDATE",7941635,"K05449.01",0.8026,0.003674,0.0009719
"FALSE POSITIVE",7941635,"K05449.02",0.6755,0.2879,-0.000344
"CANDIDATE",8007174,"K05458.01",0.684,0.3428,-0.001979
"CANDIDATE",8009811,"K05459.01",0.6501,0.4799,-4.156e-05
"FALSE POSITIVE",8016211,"K05460.01",0.8263,0.03939,-0.08671
"FALSE POSITIVE",8029848,"K05463.01",1.031,0.02979,-0.009566
"CANDIDATE",8037038,"K05466.01",0.5997,0.2579,-0.0002005
"FALSE POSITIVE",8043968,"K05469.01",2.019,0.4317,0.000139
"FALSE POSITIVE",8075618,"K05471.01",0.6141,0.001148,0.001595
"CANDIDATE",8105398,"K05475.01",0.6548,0.1654,-0.0001259
"CANDIDATE",8105398,"K05475.02",0.5319,0.365,4.489e-05
"CANDIDATE",8105719,"K05476.01",0.6112,0.4162,0.001524
"FALSE POSITIVE",8108437,"K05478.01",0.6629,0.004091,-0.003516
"FALSE POSITIVE",8155368,"K05481.01",29.07,0.05771,0
"CANDIDATE",8158429,"K05482.01",0.7315,0.2409,-0.0003398
"FALSE POSITIVE",8179747,"K05483.01",0.6705,0.0007683,0.002726
"CANDIDATE",8197176,"K05485.01",0.6952,0.3507,0.003916
"CANDIDATE",8197406,"K05486.01",1.561,0.09443,-6.051e-05
"FALSE POSITIVE",8223655,"K05488.01",0.6576,0.0766,-0.08073
"FALSE POSITIVE",8242350,"K05493.01",1.523,0.09626,-1.868e-05
"FALSE POSITIVE",8255058,"K05495.01",0.6684,0.01852,0.02304
"FALSE POSITIVE",8288404,"K05498.01",0.6241,0.002472,0.002537
"FALSE POSITIVE",8364969,"K05508.01",0.6712,0.00162,0.006886
"FALSE POSITIVE",8380743,"K05510.01",0.7961,0.000168,0.0005699
"CANDIDATE",8396288,"K05512.01",0.5766,0.2881,0.0003466
"FALSE POSITIVE",8414914,"K05513.01",0.6965,0.1244,-0.3046
"CANDIDATE",8429817,"K05515.01",0.6649,0.01684,-0.0005741
"FALSE POSITIVE",8432034,"K05516.01",0.6697,0.02803,-0.6721
"FALSE POSITIVE",8439618,"K05518.01",0.6387,0.327,0.001269
"FALSE POSITIVE",8480642,"K05521.01",0.7195,0.04086,-0.0003675
"FALSE POSITIVE",8495232,"K05524.01",0.6239,0.276,-9.542e-05
"FALSE POSITIVE",8507073,"K05527.01",0.7028,0.001165,-0.05886
"FALSE POSITIVE",8509781,"K05529.01",0.6964,0.001393,-0.0006472
"FALSE POSITIVE",8552607,"K05542.01",1.422,0.3438,0.000215
"CANDIDATE",8560475,"K05543.01",0.61,0.1494,0.0002839
"FALSE POSITIVE",8561192,"K05544.01",1.628,0.001636,0.08481
"CANDIDATE",8644545,"K05552.01",0.6613,0.2804,-0.0006879
"CANDIDATE",8644911,"K05553.01",0.6202,0.3534,3.945e-06
"CANDIDATE",8715589,"K05563.01",0.7497,0.2769,5.897e-05
"FALSE POSITIVE",8718273,"K05564.01",0.7997,0.01127,0.0002554
"CANDIDATE",8741367,"K05566.01",0.9178,0.3148,3.518e-05
"FALSE POSITIVE",8742270,"K05567.01",0.6633,0.01044,0
"CANDIDATE",8745553,"K05568.01",0.6886,0.2986,-0.0002186
"FALSE POSITIVE",8747222,"K05569.01",0.6843,0.1093,0.006999
"FALSE POSITIVE",8766285,"K05571.01",1.494,0.32,0.000734
"FALSE POSITIVE",8823893,"K05575.01",0.731,0.2254,-5.919e-05
"CANDIDATE",8891684,"K05581.01",0.6239,0.3166,-0.0006706
"FALSE POSITIVE",8904714,"K05582.01",0.6853,0.04889,-0.07881
"FALSE POSITIVE",8935352,"K05584.01",10.45,0.2322,0
"FALSE POSITIVE",8939211,"K05586.01",0.7296,0.4531,-7.093e-05
"FALSE POSITIVE",8939650,"K05587.01",0.649,0.0004412,0.0005328
"CANDIDATE",9011877,"K05597.01",0.6471,0.2681,4.008e-05
"CANDIDATE",9018021,"K05600.01",0.5152,0.434,5.236e-05
"FALSE POSITIVE",9026007,"K05602.01",0.6889,0.5177,2.685e-05
"CANDIDATE",9047416,"K05605.01",0.7285,0.4306,-0.0005213
"FALSE POSITIVE",9049550,"K05606.01",0.663,0.00994,0.005533
"FALSE POSITIVE",9049697,"K05607.01",1.018,0.148,0.0007664
"FALSE POSITIVE",9101279,"K05614.01",47.69,0.01984,0
"FALSE POSITIVE",9108058,"K05615.01",6.977,0.03122,0.2986
"FALSE POSITIVE",9116075,"K05617.01",0.7224,0.3378,0.008123
"CANDIDATE",9141355,"K05622.01",0.6513,0.2294,-0.0022
"FALSE POSITIVE",9142225,"K05623.01",0.6765,0.6068,-0.000785
"CANDIDATE",9147012,"K05625.01",0.6882,0.3121,-0.001935
"CANDIDATE",9157030,"K05628.01",0.5855,0.3399,-0.0002063
"CANDIDATE",9166700,"K05632.01",0.6623,0.1402,9.369e-06
"FALSE POSITIVE",9180282,"K05636.01",0.7798,0.1588,-0.0009149
"FALSE POSITIVE",9268456,"K05647.01",0.73,0.4371,0.001257
"CANDIDATE",9282853,"K05651.01",0.7202,0.2442,-0.0002727
"FALSE POSITIVE",9304976,"K05654.01",0.6221,0.2786,-0.0005504
"FALSE POSITIVE",9390655,"K05662.01",0.6209,0.2317,0.0005185
"CANDIDATE",9391817,"K05663.01",0.6573,0.3043,-6.111e-05
"FALSE POSITIVE",9394762,"K05664.01",0.6578,0.3263,-0.02135
"FALSE POSITIVE",9402670,"K05667.01",1.63,0.4936,0.0001559
"FALSE POSITIVE",9418508,"K05672.01",0.6783,0.1037,0.000564
"CANDIDATE",9456887,"K05677.01",0.6609,0.3865,-0.0004475
"FALSE POSITIVE",9474485,"K05683.01",3.062,0.0007019,-0.003542
"FALSE POSITIVE",9489348,"K05686.01",1.248,0.2725,-7.095e-05
"CANDIDATE",9532603,"K05688.01",0.6361,0.4279,0.001022
"CANDIDATE",9575728,"K05692.01",0.6211,0.2591,-1.215e-05
"FALSE POSITIVE",9591728,"K05695.01",0.5897,0.001693,0.0008674
"FALSE POSITIVE",9594184,"K05696.01",0.643,0.3243,0.002055
"FALSE POSITIVE",9602595,"K05700.01",69.28,0.06786,0.3227
"CANDIDATE",9715631,"K05706.01",0.6592,0.3591,-8.108e-06
"CANDIDATE",9724993,"K05708.01",0.599,0.001425,-0.0322
"FALSE POSITIVE",9775475,"K05711.01",0.6454,0.02086,-0.0004039
"FALSE POSITIVE",9780149,"K05713.01",0.6632,0.3047,0.0002848
"FALSE POSITIVE",9786017,"K05714.01",0.8371,0.000878,0.0002119
"FALSE POSITIVE",9838414,"K05717.01",0.6746,0.2609,0.002139
"FALSE POSITIVE",9839030,"K05719.01",0.7798,0.4083,-0.0002399
"FALSE POSITIVE",9845931,"K05721.01",0.6954,0.436,0.00184
"FALSE POSITIVE",9847239,"K05722.01",0.6765,0.005472,0
"FALSE POSITIVE",9850843,"K05724.01",0.551,0.3127,0.0002042
"FALSE POSITIVE",9896438,"K05728.01",0.6518,0.1133,0.02992
"FALSE POSITIVE",9899514,"K05729.01",1.198,0.241,-2.602e-05
"FALSE POSITIVE",9899607,"K05730.01",1.044,0.358,0.0001221
"FALSE POSITIVE",9908486,"K05731.01",0.6226,0.258,0.001618
"CANDIDATE",9910043,"K05732.01",0.6365,0.299,-0.0007213
"FALSE POSITIVE",9911112,"K05733.01",0.7432,0.004216,-0.002174
"FALSE POSITIVE",9934274,"K05735.01",0.6392,0.1862,-0.0001623
"CANDIDATE",9935983,"K05736.01",0.6589,0.48,0.0007184
"FALSE POSITIVE",9941387,"K05738.01",0.7264,0.0004173,0.01892
"FALSE POSITIVE",9941550,"K05739.01",0.7055,0.6142,0.0002817
"FALSE POSITIVE",9954225,"K05742.01",15.65,0.05103,0
"FALSE POSITIVE",9957659,"K05743.01",0.6233,0.01161,-0.03686
"FALSE POSITIVE",9957668,"K05744.01",0.6886,0.000374,-0.02152
"FALSE POSITIVE",9962595,"K05745.01",0.6674,0.002395,0.008662
"CANDIDATE",9993683,"K05748.01",0.6607,0.292,0.0001059
"FALSE POSITIVE",10002266,"K05750.01",0.6479,0.4007,0.0007333
"CANDIDATE",10004772,"K05752.01",0.4131,0.2923,-0.0001171
"FALSE POSITIVE",10006096,"K05753.01",0.6853,0.0009427,0.002719
"FALSE POSITIVE",10007492,"K05754.01",0.7328,0.02003,-0.004211
"FALSE POSITIVE",10023469,"K05757.01",0.6823,0.3994,0.002528
"CANDIDATE",10083325,"K05761.01",0.5901,0.3749,5.738e-05
"CANDIDATE",10090854,"K05762.01",0.6614,0.3321,-0.0001757
"FALSE POSITIVE",10141271,"K05768.01",0.7479,0.3351,-0.005144
"CANDIDATE",10146103,"K05769.01",0.6409,0.3234,-5.185e-05
"FALSE POSITIVE",10189542,"K05773.01",0.6767,0.4451,-0.0006085
"FALSE POSITIVE",10191056,"K05774.01",0.4072,5.578e-05,-0.04656
"FALSE POSITIVE",10227881,"K05780.01",2.241,0.3416,0.00172
"FALSE POSITIVE",10320341,"K05786.01",0.7686,0.001436,-0.01525
"CANDIDATE",10394802,"K05790.01",0.6452,0.3251,-0.0003612
"FALSE POSITIVE",10416390,"K05792.01",0.6659,0.1805,-0.001153
"FALSE POSITIVE",10470779,"K05796.01",0.6679,0.3905,9.534e-05
"FALSE POSITIVE",10480952,"K05797.01",0.741,0.0003264,0
"CANDIDATE",10525077,"K05800.01",0.6951,0.2658,-0.000232
"FALSE POSITIVE",10547378,"K05802.01",0.6998,0.5387,1.209e-05
"FALSE POSITIVE",10551346,"K05804.01",1.073,0.6536,9.303e-05
"FALSE POSITIVE",10552151,"K05805.01",0.6738,0.2529,0.0001179
"FALSE POSITIVE",10616656,"K05814.01",0.6551,0.0004102,0.001127
"CANDIDATE",10658177,"K05817.01",0.6505,0.4713,0.0001495
"FALSE POSITIVE",10661679,"K05818.01",2.101,0.3487,-0.000178
"FALSE POSITIVE",10724569,"K05823.01",1.624,0.3623,0.0001796
"CANDIDATE",10777591,"K05827.01",0.7041,0.1848,1.88e-05
"CANDIDATE",10813078,"K05831.01",0.6304,0.2777,-0.001134
"FALSE POSITIVE",10817600,"K05832.01",0.9714,0.1467,0.004731
"CANDIDATE",10850327,"K05833.01",0.6249,0.1365,7.464e-05
"FALSE POSITIVE",10855545,"K05834.01",0.6413,0.4305,0.0006283
"FALSE POSITIVE",10905641,"K05840.01",0.6488,0.8621,-0.0003458
"FALSE POSITIVE",10920086,"K05841.01",0.9861,0.2044,2.291e-05
"CANDIDATE",10933306,"K05842.01",0.7028,0.3271,5.053e-05
"CANDIDATE",10967168,"K05845.01",0.7115,0.2976,-7.412e-05
"FALSE POSITIVE",10977671,"K05846.01",0.6128,0.2904,-0.0003641
"CANDIDATE",11026582,"K05854.01",0.6576,0.1541,-0.0001728
"CANDIDATE",11036168,"K05855.01",0.6758,0.2708,0.0004052
"CANDIDATE",11037818,"K05856.01",0.6714,0.3091,-0.000128
"FALSE POSITIVE",11046870,"K05858.01",0.6456,0.325,-0.002143
"FALSE POSITIVE",11076176,"K05862.01",1.991,0.001388,-0.05493
"FALSE POSITIVE",11090561,"K05865.01",0.7005,0.31,-0.00321
"CANDIDATE",11152511,"K05874.01",0.6398,0.2339,-0.0002538
"CANDIDATE",11176166,"K05875.01",0.5717,0.1963,0.001139
"FALSE POSITIVE",11176166,"K05875.02",0.6342,0.2832,-0.0001018
"FALSE POSITIVE",11341314,"K05887.01",0.7963,0.2254,-2.985e-05
"FALSE POSITIVE",11401845,"K05894.01",0.3923,0.000326,-3.294e-05
"CANDIDATE",11407847,"K05895.01",0.5632,0.2287,-5.902e-05
"CANDIDATE",11456256,"K05901.01",0.6433,0.3294,8.729e-05
"FALSE POSITIVE",11506938,"K05906.01",0.827,0.03905,6.505e-05
"FALSE POSITIVE",11513441,"K05908.01",0.6923,0.1784,-0.003446
"CANDIDATE",11520114,"K05909.01",0.5956,0.3447,0.0009259
"FALSE POSITIVE",11599937,"K05915.01",0.7102,0.3521,0.0003042
"CANDIDATE",11601425,"K05917.01",0.6405,0.384,0.000123
"FALSE POSITIVE",11601972,"K05919.01",0.6527,0.3529,0.0001296
"FALSE POSITIVE",11615258,"K05922.01",0.6638,0.4708,0.0001039
"CANDIDATE",11674709,"K05928.01",0.683,0.7559,0
"CANDIDATE",11716643,"K05929.01",0.6529,0.09264,0.0007414
"CANDIDATE",11803074,"K05932.01",0.6373,0.4195,-0.000334
"FALSE POSITIVE",11905398,"K05940.01",0.6288,0.4754,-0.0009972
"CANDIDATE",11923213,"K05943.01",0.6706,0.382,0.0001178
"FALSE POSITIVE",11924426,"K05944.01",0.6603,0.0004845,-0.01574
"FALSE POSITIVE",11968514,"K05947.01",0.6226,0.0237,0.0007186
"FALSE POSITIVE",12253490,"K05961.01",0.6925,0.003531,0.005486
"FALSE POSITIVE",12257851,"K05962.01",0.5872,0.5474,-0.0002873
"FALSE POSITIVE",12265150,"K05963.01",0.805,0.0925,-0.04655
"CANDIDATE",12300524,"K05964.01",0.745,0.4171,0.0001678
"CANDIDATE",12349560,"K05965.01",0.6769,0.3718,0.0008839
"CANDIDATE",12554212,"K05974.01",0.6027,0.2703,-0.000126
"FALSE POSITIVE",12645761,"K05976.01",0.6274,0.002326,-0.000135
"FALSE POSITIVE",12736658,"K05980.01",17.76,0.08858,0.02533
"FALSE POSITIVE",2309587,"K05982.01",16.52,0.1289,-0.02446
"FALSE POSITIVE",2445134,"K05983.01",2.118,0.01615,-0.001865
"FALSE POSITIVE",3241344,"K05984.01",5.082,0.03614,-0.0292
"FALSE POSITIVE",3347485,"K05985.01",1.345,0.128,-4.345e-05
"FALSE POSITIVE",3530668,"K05986.01",4.004,0.01564,0.0007285
"FALSE POSITIVE",3532985,"K05987.01",0.7096,0.02543,0.0006051
"FALSE POSITIVE",3831911,"K05988.01",0.9264,0.2616,-0.09659
"FALSE POSITIVE",3852258,"K05989.01",0.5897,0.2809,0.002848
"FALSE POSITIVE",3858919,"K05990.01",0.8878,0.3218,0.001109
"FALSE POSITIVE",3869326,"K05991.01",0.7283,0.2618,-5.101e-05
"FALSE POSITIVE",3971315,"K05992.01",0.9761,0.03017,-0.01132
"FALSE POSITIVE",4037428,"K05993.01",0.9128,0.01157,-0.0009636
"FALSE POSITIVE",4049124,"K05994.01",1.607,0.01945,-0.106
"FALSE POSITIVE",4275328,"K05995.01",0.8065,0.04219,0.005529
"FALSE POSITIVE",4753561,"K05996.01",1.099,0.1272,0.009507
"FALSE POSITIVE",4912991,"K05997.01",0.859,0.00329,0.03195
"FALSE POSITIVE",5036966,"K05998.01",0.7392,0.02673,0.01085
"FALSE POSITIVE",5254230,"K05999.01",0.7974,0.05863,-0.007938
"FALSE POSITIVE",5385139,"K06000.01",0.7392,0.2753,-0.0006549
"FALSE POSITIVE",5385150,"K06001.01",0.6848,0.348,-1.107e-06
"FALSE POSITIVE",5385269,"K06002.01",1.057,0.4429,-0.0004084
"FALSE POSITIVE",5385509,"K06003.01",1.129,0.3818,0.0005093
"FALSE POSITIVE",5385566,"K06004.01",0.8642,0.375,0.0003012
"FALSE POSITIVE",5385773,"K06005.01",0.8131,0.4793,-3.335e-05
"FALSE POSITIVE",5386163,"K06006.01",0.8934,0.3178,0.0001453
"FALSE POSITIVE",5470960,"K06007.01",1.377,0.4579,-0.0005422
"FALSE POSITIVE",5471068,"K06008.01",0.9415,0.3417,0.0003327
"FALSE POSITIVE",5471192,"K06009.01",0.8755,0.505,0.0001915
"FALSE POSITIVE",5471217,"K06010.01",0.8561,0.495,-5.478e-05
"FALSE POSITIVE",5471769,"K06011.01",1.237,0.4464,8.026e-05
"FALSE POSITIVE",5471770,"K06012.01",0.9922,0.5269,6.051e-05
"FALSE POSITIVE",5556804,"K06013.01",0.9236,0.3665,0.0008303
"FALSE POSITIVE",5597970,"K06014.01",1.459,0.02587,-0.0009179
"FALSE POSITIVE",5643492,"K06015.01",0.6816,0.1379,-0.01743
"CANDIDATE",5795648,"K06016.01",0.9283,0.008185,0
"FALSE POSITIVE",5961350,"K06017.01",1.488,0.006018,0.0001321
"FALSE POSITIVE",5979863,"K06018.01",0.6247,0.003961,0.01536
"FALSE POSITIVE",6117415,"K06019.01",0.812,0.00372,0.004081
"FALSE POSITIVE",6128027,"K06020.01",1.118,0.01988,0.07424
"FALSE POSITIVE",6146418,"K06021.01",0.8393,0.3432,0.01407
"FALSE POSITIVE",6150977,"K06022.01",2.639,0.05364,0.02455
"FALSE POSITIVE",6182019,"K06023.01",1.15,0.02366,0.108
"FALSE POSITIVE",6191945,"K06024.01",0.7307,0.231,0.0004926
"FALSE POSITIVE",6209347,"K06025.01",1.532,0.008073,-0.0006707
"FALSE POSITIVE",6268722,"K06026.01",1.051,0.02446,-0.0006203
"FALSE POSITIVE",6301030,"K06027.01",2.472,0.1945,0.3206
"FALSE POSITIVE",6606934,"K06028.01",0.7,0.001574,0.00273
"FALSE POSITIVE",6614926,"K06029.01",1.626,0.01425,0.00649
"FALSE POSITIVE",6628237,"K06030.01",1.059,0.01609,0.04714
"FALSE POSITIVE",6694186,"K06031.01",1.722,0.02274,0.001581
"FALSE POSITIVE",6934587,"K06032.01",1.565,0.005171,-7.659e-05
"FALSE POSITIVE",7219906,"K06033.01",0.7146,0.02921,-0.01017
"FALSE POSITIVE",7257373,"K06034.01",0.9261,7.606e-05,-0.002552
"FALSE POSITIVE",7295570,"K06035.01",0.8274,0.1133,-0.00152
"FALSE POSITIVE",7362852,"K06036.01",0.7296,0.0001225,0.001235
"FALSE POSITIVE",7373877,"K06037.01",0.718,0.4221,-0.08996
"FALSE POSITIVE",7436177,"K06038.01",1.426,0.1898,0.03276
"FALSE POSITIVE",7537945,"K06039.01",36.86,0.2893,0
"FALSE POSITIVE",7624297,"K06040.01",0.9808,0.01136,0.1212
"FALSE POSITIVE",7695093,"K06041.01",2.115,0.0261,-0.08682
"FALSE POSITIVE",7749318,"K06042.01",11.8,0.08006,0.04538
"FALSE POSITIVE",7777397,"K06043.01",0.6613,0.3214,-0.0004887
"FALSE POSITIVE",7830321,"K06044.01",0.9353,0.1204,0.0006033
"FALSE POSITIVE",7841986,"K06045.01",1.423,0.4868,-0.003334
"FALSE POSITIVE",7877820,"K06046.01",3.471,0.2034,-0.09924
"FALSE POSITIVE",7914906,"K06047.01",1.334,0.01456,0.0004633
"FALSE POSITIVE",8019043,"K06048.01",1.653,0.005545,0
"FALSE POSITIVE",8019043,"K06048.02",1.241,0.03533,0
"FALSE POSITIVE",8023317,"K06049.01",0.9814,0.01468,0.0004088
"FALSE POSITIVE",8121067,"K06050.01",1.627,0.006405,-0.05236
"FALSE POSITIVE",8153568,"K06051.01",11.86,0.08408,0
"FALSE POSITIVE",8167938,"K06052.01",2.106,0.4777,0.0002785
"FALSE POSITIVE",8167978,"K06053.01",0.7253,0.04539,0.0003447
"FALSE POSITIVE",8168581,"K06054.01",1.399,0.05803,-0.007398
"FALSE POSITIVE",8230809,"K06055.01",1.465,0.01155,0.0176
"FALSE POSITIVE",8364115,"K06056.01",0.7558,0.3501,-0.004715
"FALSE POSITIVE",8458207,"K06057.01",1.803,0.01195,0
"FALSE POSITIVE",8580438,"K06058.01",1.615,0.0212,0.0009076
"FALSE POSITIVE",8581232,"K06059.01",1.233,0.05967,0.004843
"FALSE POSITIVE",8655458,"K06060.01",5.627,0.07108,-0.05359
"FALSE POSITIVE",8695779,"K06061.01",0.7809,0.01156,-6.158e-05
"FALSE POSITIVE",8953059,"K06062.01",0.9488,0.02094,0.002824
"FALSE POSITIVE",9048145,"K06063.01",1.097,0.007557,0.0266
"FALSE POSITIVE",9214712,"K06064.01",0.6672,0.008319,0.09838
"FALSE POSITIVE",9214712,"K06064.02",0.6678,0.1056,0.004323
"FALSE POSITIVE",9214715,"K06065.01",0.6662,0.009837,0.09039
"FALSE POSITIVE",9214715,"K06065.02",0.6468,0.3085,0.002382
"FALSE POSITIVE",9221398,"K06066.01",0.7477,0.001502,-2.279e-05
"FALSE POSITIVE",9411317,"K06067.01",0.6703,0.03037,-0.05948
"FALSE POSITIVE",9418619,"K06068.01",0.9763,0.003371,-0.0002128
"FALSE POSITIVE",9532123,"K06069.01",1.879,0.1555,-0.0105
"FALSE POSITIVE",9549471,"K06070.01",0.7975,0.02312,-0.006282
"FALSE POSITIVE",9649222,"K06071.01",0.8562,0.01086,-0.001398
"FALSE POSITIVE",9664215,"K06072.01",2.374,0.06042,0.000161
"FALSE POSITIVE",9714358,"K06073.01",1.52,0.0256,0.01612
"FALSE POSITIVE",9851123,"K06074.01",1.081,0.03506,0.003737
"FALSE POSITIVE",9966115,"K06075.01",1.357,0.01543,-0.01022
"FALSE POSITIVE",10026458,"K06076.01",1.121,0.1405,-0.05914
"FALSE POSITIVE",10139305,"K06077.01",7.645,0.4415,0.0001019
"FALSE POSITIVE",10288922,"K06078.01",1.069,0.06815,0.1154
"FALSE POSITIVE",10659313,"K06079.01",0.6621,0.001607,2.214e-05
"FALSE POSITIVE",10710755,"K06080.01",2.199,0.02592,-0.0119
"FALSE POSITIVE",10727668,"K06081.01",2.731,0.06256,-0.002935
"FALSE POSITIVE",10735519,"K06082.01",3.47,0.1069,-7.109e-06
"FALSE POSITIVE",10935310,"K06083.01",1.843,0.02641,-0.01449
"FALSE POSITIVE",11021252,"K06084.01",16.11,1.182,-0.0003242
"FALSE POSITIVE",11404644,"K06085.01",1.171,0.01838,0.0003645
"FALSE POSITIVE",11408935,"K06086.01",0.796,0.01451,-0.001462
"FALSE POSITIVE",11519226,"K06087.01",0.77,0.3819,0.0005238
"FALSE POSITIVE",11756821,"K06088.01",1.056,0.01697,-0.07631
"FALSE POSITIVE",11769146,"K06089.01",0.7458,0.07309,0.02572
"FALSE POSITIVE",11812199,"K06090.01",0.76,0.2224,0.02204
"FALSE POSITIVE",11826400,"K06091.01",2.379,0.008456,0
"FALSE POSITIVE",12010534,"K06092.01",12.24,0.08014,0.003123
"FALSE POSITIVE",2019477,"K06093.01",0.6887,0.2879,4.032e-06
"CANDIDATE",2019477,"K06093.02",0.6545,0.304,3.278e-05
"FALSE POSITIVE",2161623,"K06094.01",68.38,0.1211,-3.857
"FALSE POSITIVE",2707097,"K06095.01",2.734,0.146,0.001015
"FALSE POSITIVE",2719873,"K06096.01",0.8781,0.0131,-0.03694
"FALSE POSITIVE",2997455,"K06098.01",2.264,0.02775,-0.001293
"FALSE POSITIVE",3003991,"K06099.01",0.9204,0.01592,-0.0384
"FALSE POSITIVE",3229028,"K06100.01",0.7435,0.152,2.47e-05
"FALSE POSITIVE",3230787,"K06101.01",0.6421,0.0002232,-0.0006548
"FALSE POSITIVE",3634051,"K06103.01",0.611,0.1511,0.0002833
"CANDIDATE",3634051,"K06103.02",0.6658,0.496,-6.796e-06
"CANDIDATE",3761319,"K06104.01",0.6207,0.1475,-8.103e-06
"FALSE POSITIVE",4035675,"K06107.01",1.366,0.05762,-0.005524
"FALSE POSITIVE",4144236,"K06109.01",0.7015,0.0003579,-0.01075
"FALSE POSITIVE",4150701,"K06110.01",0.724,0.1899,0.001772
"FALSE POSITIVE",4285087,"K06112.01",0.8086,9.138e-05,-0.04544
"FALSE POSITIVE",4346875,"K06113.01",2.597,0.04693,-0.001716
"FALSE POSITIVE",4459068,"K06114.01",0.846,0.009835,0
"FALSE POSITIVE",4547480,"K06116.01",1.05,0.04865,-0.0001758
"FALSE POSITIVE",4737267,"K06117.01",0.9743,0.0002568,0.003416
"FALSE POSITIVE",4740676,"K06119.01",9.667,0.02862,-0.001312
"CANDIDATE",4742420,"K06120.01",0.6611,0.3453,0.0001041
"FALSE POSITIVE",4826439,"K06121.01",0.8521,0.0001736,0.003616
"FALSE POSITIVE",4933476,"K06122.01",0.7007,0.4046,0.0001494
"FALSE POSITIVE",4990977,"K06123.01",3.321,0.1349,-0.002146
"FALSE POSITIVE",5034333,"K06124.01",3.647,0.03348,7.379e-05
"FALSE POSITIVE",5039441,"K06125.01",19.68,0.03591,0
"FALSE POSITIVE",5121173,"K06126.01",0.9953,0.3989,-6.118e-05
"FALSE POSITIVE",5385548,"K06128.01",1.909,0.5534,-0.0004446
"FALSE POSITIVE",5385778,"K06129.01",2.674,0.7903,0.0004849
"CANDIDATE",5428657,"K06130.01",0.6622,0.109,0.0003274
"CANDIDATE",5629353,"K06132.01",0.6577,0.06056,0.002343
"CANDIDATE",5629353,"K06132.02",0.8196,0.1311,0.0004506
"CANDIDATE",5629353,"K06132.03",0.6299,0.2161,-9.995e-05
"FALSE POSITIVE",5738698,"K06134.01",2.829,9.18e-05,0
"FALSE POSITIVE",5768927,"K06135.01",0.8855,0.01481,0.04669
"FALSE POSITIVE",5814635,"K06136.01",3.551,0.4593,-6.657e-05
"CANDIDATE",5816144,"K06137.01",0.8243,0.3344,-0.0001048
"FALSE POSITIVE",5816144,"K06137.02",0.5535,0.3147,-0.000172
"FALSE POSITIVE",5817566,"K06138.01",2.584,0.04715,0
"FALSE POSITIVE",5952403,"K06139.01",2.823,0.1473,-0.0002041
"FALSE POSITIVE",5955321,"K06140.01",0.6839,0.0001727,0
"FALSE POSITIVE",6197038,"K06144.01",3.519,0.1279,-0.006698
"CANDIDATE",6221385,"K06145.01",0.6588,0.2554,0
"CANDIDATE",6221385,"K06145.02",0.6142,0.1989,0
"CANDIDATE",6221385,"K06145.03",0.6238,0.3325,0
"FALSE POSITIVE",6362386,"K06146.01",2.73,0.0137,0.005145
"FALSE POSITIVE",6449358,"K06147.01",13.75,0.04576,-0.00539
"FALSE POSITIVE",6674908,"K06149.01",0.586,0.09222,0
"FALSE POSITIVE",7108433,"K06153.01",62.27,0.1126,0
