"koi_disposition","kepid","kepoi_name","tce_slogg","tce_minmes","tce_rmesmad","tce_rsnrmes","tce_ptemp","tce_rb_tcount1","tce_fwm_prao"
"CANDIDATE",11254382,"K01425.01",4.28,-1.772,70.95,1.111,2237.95,0,-7.106e-05
"CANDIDATE",11122894,"K01426.01",4.46,-5.358,174.7,0.9067,0,0,-0.0005252
"CANDIDATE",11122894,"K01426.02",4.46,-3.178,137.1,0.8787,2102.39,0,0.0002431
"CANDIDATE",11122894,"K01426.03",4.46,-2.927,77.72,1.04,2506.82,0,0.0002814
"CANDIDATE",11129738,"K01427.01",4.72,-3.178,43,1.099,2069.82,25,0.0001409
"CANDIDATE",11129738,"K01427.02",4.72,-2.461,16.39,1.049,2491.43,8,-0.0002709
"CANDIDATE",11401182,"K01428.01",4.63,-1.824,55.17,1.265,1948.49,1,6.485e-05
"CANDIDATE",11030711,"K01429.01",4.46,-3.246,66.71,0.9703,3250.9,0,-0.0002625
"CANDIDATE",11176127,"K01430.01",4.68,-2.692,50,1.152,2159.31,0,0.0006065
"CANDIDATE",11176127,"K01430.02",4.68,-3.409,33.57,1.081,2654.11,0,-0.0001758
"CANDIDATE",11176127,"K01430.03",4.68,-2.826,23.84,1.141,2628.27,0,0.000386
"CANDIDATE",11075279,"K01431.01",4.51,-3.17,274.2,0.9639,2001.82,0,-6.925e-05
"CANDIDATE",11014932,"K01432.01",4.39,-2.609,40.12,1.082,2666.55,0,-0.0001307
"CANDIDATE",11014932,"K01432.02",4.39,-3.688,20.63,0.9718,3837.69,0,-0.0003206
"CANDIDATE",11014932,"K01432.03",4.39,-3.771,15.63,1.099,3291.45,0,0.0005305
"CANDIDATE",11014932,"K01432.04",4.39,-3.299,16.25,1.083,3771.02,0,-0.0002028
"CANDIDATE",11288505,"K01433.01",4.56,-2.437,33.08,1.079,3592.98,0,-0.000272
"CANDIDATE",11493431,"K01434.01",4.53,-2.655,27.24,1.131,2624.36,36,0.0002318
"CANDIDATE",11037335,"K01435.01",4.53,-3.799,72.33,1.039,2540.44,0,3.503e-05
"CANDIDATE",11037335,"K01435.02",4.53,-3.441,41.73,1.105,2908.75,1,-0.0001998
"CANDIDATE",11389771,"K01436.01",4.52,-2.148,49.62,1.135,2892.83,25,-0.0001437
"CANDIDATE",11389771,"K01436.02",4.52,-2.392,31.12,1.056,3760.43,5,-0.0001226
"CANDIDATE",11389771,"K01436.03",4.52,-2.97,20.66,1.087,3623.08,12,6.244e-05
"CANDIDATE",11599038,"K01437.01",4.46,-2.236,19.48,1.06,3886.53,15,-0.0001709
"FALSE POSITIVE",11599038,"K01437.02",4.46,-2.714,9.578,1.073,4458.01,7,0.0005903
"FALSE POSITIVE",11599038,"K01437.03",4.46,-3.145,10.54,1.049,4737.06,0,7.794e-05
"CANDIDATE",11193263,"K01438.01",4.19,-2.624,48.59,1.088,2961.05,0,1.992e-05
"CANDIDATE",11027624,"K01439.01",4.03,-3.516,116.5,1.376,2355.16,0,0.0001214
"CANDIDATE",11032227,"K01440.01",4.47,-3.401,29.14,1.079,3747.22,0,-0.0001835
"CANDIDATE",11356260,"K01441.01",4.43,-2.133,29.97,1.059,3353.14,0,-0.0001996
"CANDIDATE",11600889,"K01442.01",4.43,-5.193,13.18,1.778,2787.92,53,-1.618e-05
"FALSE POSITIVE",11197126,"K01443.01",3.58,-3.009,37.91,1.148,4429.41,4,0.0003754
"CANDIDATE",11043167,"K01444.01",4.4,-4.394,38.26,1.038,3976.88,1,-0.0001833
"CANDIDATE",11336883,"K01445.01",4.2,-2.762,41.54,1.056,3078.21,1,-3.925e-05
"FALSE POSITIVE",12506351,"K01446.01",4.41,-2.954,5344,1.353,0,2,-0.0003892
"FALSE POSITIVE",7622486,"K01447.01",4.05,-12.33,612.4,0.8488,0,0,-0.1379
"FALSE POSITIVE",7622486,"K01447.02",4.05,-20.45,83.44,1.011,2385.37,0,-0.00109
"CANDIDATE",9705459,"K01448.01",4.35,-20,570.4,1.804,2100.58,0,-0.001772
"FALSE POSITIVE",7802136,"K01449.01",4.46,-8.724,3528,0.8666,2037.97,0,0
"CANDIDATE",7532973,"K01450.01",4.24,-27.16,589.9,0.9997,2285.62,0,-0.0006926
"FALSE POSITIVE",9632895,"K01451.01",4.59,-50.6,5295,0.7715,2515.32,5,-0.001538
"FALSE POSITIVE",7449844,"K01452.01",2.62,-7.941,198.2,0.2213,0,6,-4.603e-05
"FALSE POSITIVE",7842610,"K01453.01",4.45,-3.675,641.6,0.4632,0,1,0.02664
"FALSE POSITIVE",7830637,"K01454.01",4.55,-79.4,2288,0.7359,4062.95,0,-0.003199
"FALSE POSITIVE",4760746,"K01455.01",4.49,-2.874,467.9,0.9567,1699.79,4,0.01305
"CANDIDATE",7832356,"K01456.01",4.3,-2.916,600.1,0.9973,1845.85,5,0.001348
"CANDIDATE",9643874,"K01457.01",4.55,-2.94,654,0.9902,1519.63,0,1.654e-05
"CANDIDATE",12120943,"K01458.01",4.47,-2.828,191.9,1.028,2337.82,0,-0.001895
"FALSE POSITIVE",9761199,"K01459.01",4.75,-5.782,24.37,3.089,1591.37,0,-0.001811
"FALSE POSITIVE",7751571,"K01460.01",4.59,-2.465,296.5,0.6059,2698.25,0,0.05989
"FALSE POSITIVE",9579499,"K01461.01",4.63,-26.64,228.2,1.009,3571.82,12,-0.001824
"FALSE POSITIVE",11913013,"K01462.01",4.44,-3.372,42.53,1.164,3092.24,0,-0.00409
"FALSE POSITIVE",7672940,"K01463.01",3.83,-4.615,614.6,1.295,1491.67,0,-4.533e-05
"FALSE POSITIVE",7838655,"K01464.01",4.5,-2.846,264,0.2385,2075.37,0,0.02393
"FALSE POSITIVE",11702948,"K01465.01",4.55,-2.744,366.6,1.039,1699.97,2,0.0005051
"CANDIDATE",9512981,"K01466.01",4.54,-4.364,304.5,1.012,1752.68,0,0.0005232
"FALSE POSITIVE",7770450,"K01467.01",4.53,-2.643,39.01,0.888,3187.03,0,0
"FALSE POSITIVE",9851226,"K01468.01",4.44,-3.886,90.89,1.056,3449.04,0,0.001989
"FALSE POSITIVE",7543649,"K01469.01",4.42,-3.782,142.7,1.003,2681.53,0,0
"CANDIDATE",9480310,"K01470.01",4.51,-2.212,75.24,1.103,3027.85,0,-0.0001557
"FALSE POSITIVE",11858748,"K01471.01",4.54,-2.935,53.08,1.111,2840.31,0,0.02289
"CANDIDATE",7761545,"K01472.01",4.48,-3.709,211,1.01,2252.02,1,0.001423
"CANDIDATE",7499398,"K01473.01",4.5,-2.854,157.5,0.9543,2252.91,0,-0.003455
"CANDIDATE",12365184,"K01474.01",4.11,-3.151,280.7,1.146,2411.83,1,6.843e-05
"CANDIDATE",4770365,"K01475.01",4.66,-2.051,48.33,1.159,2291.55,0,0
"CANDIDATE",4770365,"K01475.02",4.66,-2.873,35.69,1.118,2137.98,0,0
"CANDIDATE",4770365,"K01475.03",4.66,-3.38,18.92,1.149,2758.12,0,0
"CANDIDATE",12406749,"K01476.01",4.53,-3.051,63.5,1.01,2803.82,0,0.0007996
"CANDIDATE",7811397,"K01477.01",4.59,-3.509,112.8,1.301,2309.18,0,-0.002135
"CANDIDATE",12403119,"K01478.01",4.49,-3.341,414.3,0.9264,1868.33,0,0.0003563
"FALSE POSITIVE",9842890,"K01479.01",4.57,-3.38,44.79,1.187,2300.75,0,0.001465
"CANDIDATE",7512982,"K01480.01",4.51,-2.791,61.91,1.047,2396.64,0,0.001185
"CANDIDATE",7512982,"K01480.02",4.51,-2.391,12.63,1.025,3356.14,0,4.681e-05
"CANDIDATE",9597806,"K01481.01",4.48,-2.164,67.36,1.102,2971.82,0,0.0001292
"FALSE POSITIVE",7812167,"K01482.01",4.44,-3.001,46.52,0.6965,4053.36,0,-0.01046
"FALSE POSITIVE",11909686,"K01483.01",4.33,-3.845,198.4,1.183,1645.75,0,-0.0005722
"FALSE POSITIVE",11760959,"K01484.01",4.55,-1.968,72.85,1.111,2354.58,0,0.0001986
"FALSE POSITIVE",9692345,"K01485.01",4.62,-5.51,11.43,0.9646,1790.23,236,0.003828
"CANDIDATE",7898352,"K01486.01",4.28,-3.415,169.5,1.019,2395.59,0,0.002955
"CANDIDATE",7898352,"K01486.02",4.28,-3.589,39.32,1.046,3135.62,0,0.0003757
"FALSE POSITIVE",12062667,"K01487.01",3.83,-4.94,29.46,1.101,3083.56,0,0.005615
"CANDIDATE",9589323,"K01488.01",4.52,-2.067,56.26,1.123,2458.46,0,-0.0001005
"CANDIDATE",9823487,"K01489.01",4.6,-2.262,39.59,1.109,3165.53,0,0.0006011
"FALSE POSITIVE",9602514,"K01490.01",3.88,-3.528,23.49,1.382,1719.5,0,-0.0002321
"CANDIDATE",9726659,"K01491.01",4.46,-2.251,43.56,1.139,2863.3,0,0.0003374
"FALSE POSITIVE",12108312,"K01492.01",4.56,-10.97,3.403,1.723,4418.3,2,-0.01041
"FALSE POSITIVE",9842906,"K01493.01",4.39,-5.331,16.08,1.15,3677.98,0,-0.001517
"CANDIDATE",11821363,"K01494.01",4.56,-2.717,27.46,1.139,2930.32,2,0.0002737
"CANDIDATE",7629518,"K01495.01",4.5,-2.593,57.4,1.053,3109.3,0,-0.0003268
"FALSE POSITIVE",4828341,"K01496.01",4.48,-3.654,93.39,0.9732,2441.69,0,0.0009495
"FALSE POSITIVE",11774387,"K01497.01",4.53,-2.759,9.538,1.25,4082.61,3,0.001298
"CANDIDATE",9636135,"K01498.01",4.39,-2.602,37.1,1.094,3569.15,0,-0.0003088
"CANDIDATE",9636135,"K01498.02",4.39,-2.645,12.75,1.012,3709.98,0,0.0003441
"CANDIDATE",7841925,"K01499.01",4.44,-2.961,93.2,1.104,2506.33,0,-9.779e-05
"CANDIDATE",7841925,"K01499.02",4.44,-2.121,18.44,1.037,3457,0,-2.928e-05
"CANDIDATE",7841925,"K01499.03",4.44,-2.799,8.494,1.103,3731.14,4,1.358e-05
"FALSE POSITIVE",9719634,"K01500.01",4.44,-1.907,51.72,1.089,2245.31,2,-0.008204
"CANDIDATE",7439316,"K01501.01",4.57,-2.894,35.01,1.253,2216.97,7,6.457e-05
"FALSE POSITIVE",12061238,"K01502.01",4.6,-2.029,60.03,1.142,1805.12,0,-0.0008781
"CANDIDATE",12400538,"K01503.01",4.45,-2.935,114.1,0.9754,2630.64,0,2.205e-05
"FALSE POSITIVE",9641018,"K01504.01",4.48,-8.281,34.32,1.029,2919.24,0,-8.55e-05
"CANDIDATE",9813499,"K01505.01",4.52,-2.026,34.34,1.092,2991.54,15,-0.000245
"CANDIDATE",12254792,"K01506.01",4.56,-3.284,48.39,1.085,3114.12,0,0.0002267
"CANDIDATE",12020218,"K01507.01",4.47,-3.852,37.51,1.096,3162.5,0,0.0002227
"CANDIDATE",7690844,"K01508.01",4.51,-3.173,40.24,1.024,3289.9,1,-0.0004384
"FALSE POSITIVE",9535080,"K01509.01",4.13,-4.803,151,1.088,0,0,3.458e-05
"CANDIDATE",11870545,"K01510.01",4.62,-1.556,46.6,0.9567,2319.94,101,-0.0001799
"CANDIDATE",7901948,"K01511.01",4.55,-2.466,50.7,1.114,2777.64,61,4.34e-05
"FALSE POSITIVE",11955499,"K01512.01",4.57,-3.18,44.46,1.143,2919.96,0,-0.0009802
"FALSE POSITIVE",9784222,"K01513.01",4.45,-4.972,9.419,1.04,5431.2,1,0
"FALSE POSITIVE",9520668,"K01514.01",4.57,-2.147,26.97,1.11,2600.04,0,-0.0004811
"CANDIDATE",7871954,"K01515.01",4.76,-2.783,49.01,1.159,1953.33,6,-1.424e-05
"CANDIDATE",7871954,"K01515.02",4.76,-2.793,31.9,1.249,2197.46,1,-0.0001137
"CANDIDATE",12418724,"K01516.01",4.41,-3.294,50.96,1.065,3459.05,0,6.627e-05
"CANDIDATE",7456001,"K01517.01",4.41,-4.134,72.7,1.071,2844.7,0,8.175e-05
"CANDIDATE",7549209,"K01518.01",4.54,-2.693,40.35,1.08,3030.12,0,0.0001586
"CANDIDATE",7663405,"K01519.01",4.45,-2.074,30.13,1.08,2819.16,0,0.000454
"CANDIDATE",7663405,"K01519.02",4.45,-3.038,12.62,1.12,4150.69,0,-0.0001733
"CANDIDATE",9765975,"K01520.01",4.42,-3.153,53.21,1.13,2677.59,0,0.0005646
"CANDIDATE",9818462,"K01521.01",4.58,-3.197,42.46,1.08,2745.64,0,0.0001013
"CANDIDATE",12266636,"K01522.01",4.41,-2.59,41.55,1.042,3029.44,0,-0.0001253
"CANDIDATE",12266636,"K01522.02",4.41,-2.745,12.52,0.9867,4146.18,0,-0.0002624
"FALSE POSITIVE",9850893,"K01523.01",4.36,-3.151,24.49,1.056,3558,1,0.0001466
"FALSE POSITIVE",4826110,"K01524.01",4.53,-1.977,11.45,0.9686,3012.63,43,-0.002844
"CANDIDATE",7869917,"K01525.01",3.84,-2.423,45.1,1.088,3513.03,0,1.724e-05
"CANDIDATE",7869917,"K01525.02",3.84,-2.864,15.45,1.078,4998.59,0,7.092e-05
"CANDIDATE",9824805,"K01526.01",4.43,-2.73,39.19,1.075,3105.14,0,-0.0001169
"CANDIDATE",7768451,"K01527.01",4.49,-3.925,35.93,1.011,3094.92,0,-0.0001157
"CANDIDATE",7691260,"K01528.01",4.64,-3.342,28.76,1.129,2862.09,73,0.000167
"CANDIDATE",9821454,"K01529.01",4.46,-2.655,31.37,1.088,2784.96,0,-8.387e-05
"CANDIDATE",9821454,"K01529.02",4.46,-3.381,18.53,0.996,4193.55,0,-0.0002005
"CANDIDATE",11954842,"K01530.01",4.38,-2.545,47.13,1.094,2800.83,0,5.884e-05
"CANDIDATE",11764462,"K01531.01",4.49,-2.771,44.55,1.049,2797.86,0,4.932e-05
"CANDIDATE",11656246,"K01532.01",4.25,-2.268,58.65,1.074,2860.81,1,-4.668e-05
"CANDIDATE",7808587,"K01533.01",4.25,-3.085,32.53,1.062,3096.73,0,2.783e-05
"CANDIDATE",4741126,"K01534.01",4.27,-3.034,46.4,1.036,3159.15,0,1.103e-05
"CANDIDATE",4741126,"K01534.02",4.27,-2.524,25.23,1.058,4133,0,2.786e-05
"CANDIDATE",11669125,"K01535.01",4.54,-3.69,47.59,1.017,3039.61,0,-0.0001317
"CANDIDATE",12159249,"K01536.01",4.27,-2.448,30.58,1.065,3388.53,8,-9.189e-05
"CANDIDATE",9872292,"K01537.01",4.05,-2.263,26.15,1.022,3939.53,6,5.239e-06
"FALSE POSITIVE",9963461,"K01538.01",4.07,-186.7,5576,0.8309,3183.93,0,0
"CANDIDATE",8081482,"K01539.01",4.33,-27.25,1313,0.7288,2228.38,6,-0.001246
"FALSE POSITIVE",5649956,"K01540.01",4.53,-3.548,2131,0.597,1007.99,3,-0.0003614
"CANDIDATE",4840513,"K01541.01",4.4,-17.98,2953,0.8002,2287.84,0,-0.009301
"FALSE POSITIVE",8113154,"K01542.01",4.34,-3.85,121.9,0.8701,2092.09,0,-0.0006208
"FALSE POSITIVE",5270698,"K01543.01",3.81,-28.25,1698,0.9278,2423.29,0,0.001724
"FALSE POSITIVE",5024450,"K01544.01",4.43,-3.597,1904,0.695,1116.45,0,0
"CANDIDATE",5282049,"K01545.01",4.49,-5.05,1360,0.8932,2159.04,0,0.0008572
"FALSE POSITIVE",5282049,"K01545.02",4.49,-2.355,17.18,1.032,4246.09,0,-4.278e-05
"CANDIDATE",5475431,"K01546.01",4.54,-6.787,19.92,1.183,3141.84,27,-0.0005526
"CANDIDATE",5283458,"K01547.01",4.46,-3.152,471.3,0.9179,2192.3,0,0.004118
"FALSE POSITIVE",9940565,"K01548.01",4.64,-2.832,695,0.9812,918.09,0,0.004089
"FALSE POSITIVE",8053552,"K01549.01",4.41,-3.531,507.4,0.9826,1502.37,0,-0.002252
"FALSE POSITIVE",8111381,"K01550.01",4.55,-4.433,209.9,0.9906,2309.74,0,-0.006438
"FALSE POSITIVE",5444549,"K01551.01",4.49,-2.928,380.4,0.6838,2596.47,0,0.02078
"CANDIDATE",7984047,"K01552.01",4.55,-3.438,248.6,0.9566,1863.28,0,0.005428
"CANDIDATE",7951018,"K01553.01",4.41,-3.618,344.9,0.9773,2061.7,0,-9.923e-05
"FALSE POSITIVE",9899355,"K01554.01",4.54,-4.609,7.241,0.5867,5000.6,4,-0.0002101
"FALSE POSITIVE",12644774,"K01555.01",4.38,-3.529,128,0.3492,4034.48,0,0.05107
"FALSE POSITIVE",9902856,"K01556.01",4.47,-4.956,209,0.7624,2429.2,0,-0.04471
"CANDIDATE",5371776,"K01557.01",4.63,-2.403,193,1.013,1575.65,11,-6.917e-06
"CANDIDATE",5371776,"K01557.02",4.63,-2.44,92.32,1.036,2083.63,0,3.781e-05
"CANDIDATE",5371776,"K01557.03",4.63,-2.527,57.45,1.285,2137,3,-0.0009419
"CANDIDATE",5371776,"K01557.04",4.63,-2.686,30.77,1.125,2698.34,13,-8.558e-05
"FALSE POSITIVE",10019763,"K01558.01",4.48,-3.308,255.7,1.012,1966.89,0,-0.005001
"FALSE POSITIVE",9899280,"K01559.01",4.66,-8.772,25.73,1.003,2682.97,0,-0.0005381
"FALSE POSITIVE",8046659,"K01560.01",4.39,-3.545,189.4,0.9786,1864.76,0,0.001488
"FALSE POSITIVE",4940438,"K01561.01",4.48,-5.77,66.04,1.049,2720.2,4,0.0008327
"FALSE POSITIVE",5308663,"K01562.01",4.52,-2.742,20.7,1.036,2558.49,30,0.001093
"CANDIDATE",5308663,"K01562.02",4.52,-3.522,10.91,1.247,4154.83,0,0.0003452
"CANDIDATE",5219234,"K01563.01",4.56,-2.391,72.77,1.136,2423.34,0,0.0006657
"CANDIDATE",5219234,"K01563.02",4.56,-2.172,41.52,1.126,2436.11,0,0.0003453
"CANDIDATE",5219234,"K01563.03",4.56,-2.994,19.92,1.133,3139.09,3,0.000306
"CANDIDATE",5219234,"K01563.04",4.56,-3.476,19.93,1.185,3092.49,0,0.0002916
"CANDIDATE",5184584,"K01564.01",4.49,-3.072,182.1,0.9778,2341.54,1,0.001515
"FALSE POSITIVE",5636648,"K01565.01",4.55,-5.612,4.198,2.899,3011.19,118,0.01056
"FALSE POSITIVE",5564247,"K01566.01",4.62,-1.641,16.86,1.086,3711.04,27,0.002988
"CANDIDATE",5438099,"K01567.01",4.61,-2.644,75.8,1.099,2548.59,0,1.868e-06
"CANDIDATE",5438099,"K01567.02",4.61,-4.366,36.59,1.118,2592.88,0,0.000596
"CANDIDATE",5438099,"K01567.03",4.61,-2.401,28.46,1.057,2567.18,0,2.112e-05
"CANDIDATE",5438099,"K01567.04",4.61,-3.333,34.23,1.069,2888.14,0,0.0006303
"FALSE POSITIVE",5210475,"K01568.01",4.58,-3.547,39.9,1.107,2415.5,0,0.0006532
"CANDIDATE",8009350,"K01569.01",4.62,-3.169,44.52,1.127,2345.84,6,0.0001229
"CANDIDATE",8082001,"K01570.01",4.47,-3.072,67.95,1.138,2539.86,0,0.0006397
"FALSE POSITIVE",5557821,"K01571.01",4.53,-3.054,36.84,1.04,2506.09,0,-0.01319
"CANDIDATE",10004519,"K01572.01",4.47,-2.814,65.42,1.111,2283.06,0,0.0001708
"CANDIDATE",5031857,"K01573.01",4.51,-3.258,132.4,1.046,2272.65,0,-0.0001894
"CANDIDATE",5031857,"K01573.02",4.51,-2.469,17.54,1.091,3944.66,4,0.0002155
"CANDIDATE",10028792,"K01574.01",3.96,-3.874,295.5,0.9728,1987.61,0,0.001482
"CANDIDATE",10028792,"K01574.02",3.96,-4.024,38.33,1.039,2329.88,0,-3.921e-05
"CANDIDATE",10028792,"K01574.03",3.96,-1.891,22.32,1.188,3572.33,0,6.371e-05
"CANDIDATE",10028792,"K01574.04",3.96,-2.472,13.44,1.07,3917.7,0,3.937e-05
"FALSE POSITIVE",5553652,"K01575.01",4.59,-2.995,33.52,0.9992,4271.31,0,0.01009
"CANDIDATE",5299459,"K01576.01",4.43,-3.735,87.5,1.082,2420.46,0,-7.306e-06
"CANDIDATE",5299459,"K01576.02",4.43,-3.001,69.64,1.081,2394.98,0,0.0001411
"CANDIDATE",12506770,"K01577.01",4.68,-2.605,32.61,1.27,2053.3,2,0.0005349
"FALSE POSITIVE",5629985,"K01578.01",4.51,-4.749,12.09,1.144,2681.23,0,-0.006424
"FALSE POSITIVE",9898364,"K01579.01",4.08,-2.923,90.38,1.065,2983.91,0,-0.001091
"FALSE POSITIVE",5193400,"K01580.01",4.42,-3.283,34.48,1.029,4719.28,0,0.004479
"CANDIDATE",7939330,"K01581.01",4.57,-2.26,41.93,1.059,2704.69,0,0
"CANDIDATE",7939330,"K01581.02",4.57,-3.294,30.52,1.088,3646.22,0,0
"CANDIDATE",4918309,"K01582.01",4.13,-3.518,87.39,0.9291,2740.76,0,0.0008746
"CANDIDATE",12602568,"K01583.01",4.55,-2.972,43.05,1.072,2893.32,0,-9.039e-05
"CANDIDATE",9941066,"K01584.01",4.66,-2.144,29.95,1.08,2440.98,0,-0.000428
"CANDIDATE",5470739,"K01585.01",4.54,-2.538,42.41,1.049,3174.81,0,-0.0001313
"CANDIDATE",10022908,"K01586.01",4.61,-2.357,42.63,1.092,2616.35,2,0.0002825
"FALSE POSITIVE",9932970,"K01587.01",4.55,-2.951,81.47,1.013,2146.16,0,-0.0006414
"CANDIDATE",5617854,"K01588.01",4.7,-3.07,74.44,1.168,1956.76,0,-2.568e-05
"CANDIDATE",5301750,"K01589.01",4.33,-2.351,35.86,1.122,2892,0,0.0001722
"CANDIDATE",5301750,"K01589.02",4.33,-2.505,35.5,1.088,2967.51,0,0.0002769
"CANDIDATE",5301750,"K01589.03",4.33,-3.11,29.56,1.071,3585.89,0,-9.561e-05
"CANDIDATE",5301750,"K01589.04",4.33,-3.343,18.98,1.023,3870.55,0,-2.489e-05
"CANDIDATE",5301750,"K01589.05",4.33,-3.05,19.73,0.9415,4203.27,0,0.0002908
"CANDIDATE",5542466,"K01590.01",4.51,-3.326,25.74,1.077,2915.6,0,-6.785e-05
"CANDIDATE",5542466,"K01590.02",4.51,-2.219,19.8,1.149,2742.38,0,5.239e-05
"CANDIDATE",5542466,"K01590.03",4.51,-2.718,14.58,1.245,3302.22,0,0.0003452
"CANDIDATE",10028140,"K01591.01",4.61,-2.291,30.77,1.122,2728.18,0,0.000899
"FALSE POSITIVE",5217586,"K01592.01",4.41,-2.863,77.93,1.049,2334.85,0,0.002126
"CANDIDATE",5289854,"K01593.01",4.52,-3.108,25.56,1.096,3313.99,1,-0.0006449
"CANDIDATE",5289854,"K01593.02",4.52,-2.935,26.36,1.097,3331.29,1,0.0001903
"FALSE POSITIVE",9895709,"K01594.01",4.49,-2.804,45.41,1.11,2844.87,0,-0.0001425
"CANDIDATE",10006581,"K01595.01",4.26,-3.167,54.67,1.071,2864.26,0,-3.941e-05
"CANDIDATE",10027323,"K01596.01",4.76,-2.554,33.63,1.035,2181.03,0,9.949e-05
"CANDIDATE",10027323,"K01596.02",4.76,-2.634,23.83,1.168,2418.33,0,-0.001204
"CANDIDATE",5039228,"K01597.01",4.35,-2.549,70.94,1.079,2954.42,0,-0.0001539
"CANDIDATE",10004738,"K01598.01",4.57,-3.215,86.56,0.9946,2461.11,0,-7.984e-05
"CANDIDATE",10004738,"K01598.02",4.57,-3.767,44.31,0.9934,2994.24,0,-0.0001437
"CANDIDATE",10004738,"K01598.03",4.57,-3.252,20.2,1.092,3483.8,0,0.0001063
"CANDIDATE",5474613,"K01599.01",4.47,-2.18,28.67,1.052,3124.01,0,2.847e-05
"CANDIDATE",5474613,"K01599.02",4.47,-3.578,30.77,1.078,2594.16,1,0.0001085
"FALSE POSITIVE",4860932,"K01600.01",4.5,-5.429,27.62,1.082,4439.09,2,-0.002514
"CANDIDATE",5438757,"K01601.01",4.34,-2.874,55.43,1.107,2595.47,0,-4.304e-05
"CANDIDATE",5438757,"K01601.02",4.34,-3.054,36.03,0.9979,2805.25,0,0.0001526
"CANDIDATE",4860678,"K01602.01",4.04,-2.806,23.97,1.037,3102.32,0,6.79e-05
"CANDIDATE",4860678,"K01602.02",4.04,-1.957,17.33,1.04,3440.56,0,-0.0002324
"CANDIDATE",5177104,"K01603.01",4.47,-2.563,34.3,1.057,3449.79,0,7.856e-05
"FALSE POSITIVE",10033279,"K01604.01",3.64,-4.206,64.51,0.9693,2581.39,0,0.005397
"FALSE POSITIVE",5009189,"K01605.01",4.32,-2.868,28.37,1.22,4794.82,1,9.922e-05
"CANDIDATE",9886661,"K01606.01",4.55,-2.223,48.29,1.123,2686.66,0,-8.256e-05
"FALSE POSITIVE",5477805,"K01607.01",4.16,-3.326,36.07,1.129,2921.69,0,0.001337
"CANDIDATE",10055126,"K01608.01",4.3,-3.511,40.25,1.07,2784.87,2,-7.814e-05
"CANDIDATE",10055126,"K01608.02",4.3,-3.352,25.04,1.033,3658.9,1,0.0001441
"CANDIDATE",10055126,"K01608.03",4.3,-4.168,17.39,1.003,4198.65,0,0.000347
"CANDIDATE",5009743,"K01609.01",4.47,-3.181,53.97,1.065,3294.8,0,-0.0001712
"FALSE POSITIVE",5474733,"K01610.01",4.45,-3.699,57.53,1.116,0,157,0.000542
"FALSE POSITIVE",12644769,"K01611.01",4.65,-675.8,12920,0.6471,2688.36,0,0.01095
"CANDIDATE",10963065,"K01612.01",4.29,-2.325,32.79,1.19,2951.63,13,-6.597e-05
"CANDIDATE",6268648,"K01613.01",4.19,-2.914,38.18,1.041,3479.78,4,6.833e-06
"CANDIDATE",6268648,"K01613.02",4.19,-2.967,13.14,0.9677,4580.72,0,8.519e-05
"CANDIDATE",6268648,"K01613.03",4.19,-3.483,13.9,0.9186,4790.29,0,0.0002228
"FALSE POSITIVE",10514429,"K01614.01",4.14,-3.152,35.52,1.147,2948.3,0,-5.77e-05
"CANDIDATE",4278221,"K01615.01",4.38,-2.552,56.51,1.177,2907.92,146,3.229e-06
"CANDIDATE",9015738,"K01616.01",4.32,-2.522,31.28,1.054,3759.88,3,7.682e-06
"CANDIDATE",7215603,"K01618.01",4.18,-2.625,18.04,1.063,3553.9,0,2.339e-06
"CANDIDATE",4276716,"K01619.01",4.61,-3.477,21.19,1.125,3008.9,4,0.0001511
"FALSE POSITIVE",6468337,"K01620.01",4.03,-3.524,37.19,1.077,3957.1,114,0.0002078
"CANDIDATE",5561278,"K01621.01",3.97,-3.133,53.5,1.055,3172.88,0,-6.368e-05
"CANDIDATE",7287683,"K01622.01",4.08,-3.657,47.89,1.064,4014.79,0,5.868e-05
"FALSE POSITIVE",11392618,"K01623.01",4.15,-3.14,58.19,0.9748,3195.38,0,0.0003556
"FALSE POSITIVE",6233890,"K01624.01",3.63,-2.885,33.25,1.039,1901.37,0,0
"FALSE POSITIVE",6312314,"K01625.01",4.38,-2.514,56.55,1.002,2810.51,91,-0.0003331
"CANDIDATE",6387542,"K01626.01",4.53,-3.622,56.25,1.101,2699.66,0,0.000208
"CANDIDATE",6543893,"K01627.01",4.04,-3.009,39.42,1.1,3418,8,0.001532
"CANDIDATE",6543893,"K01627.02",4.04,-2.797,20.09,1.046,4663.48,12,0.0001357
"CANDIDATE",6543893,"K01627.03",4.04,-1.792,16.88,1.199,4042.19,21,-9.058e-05
"CANDIDATE",6975129,"K01628.01",4.41,-2.685,64.02,1.032,3034.07,0,3e-04
"CANDIDATE",6975129,"K01628.02",4.41,-1.096,38.2,1.122,2331.54,2,2.024e-05
"FALSE POSITIVE",6975129,"K01628.03",4.41,-2.675,17.31,1.079,4850.18,0,3.293e-05
"CANDIDATE",8685497,"K01629.01",4.35,-2.259,37.24,1.091,3107.04,7,-1.313e-05
"CANDIDATE",9017682,"K01630.01",4.56,-2.455,31.18,1.101,3188.72,2,0.0002378
"FALSE POSITIVE",9084778,"K01631.01",4.66,-4.375,110.7,1.482,1330.31,55,0.0007163
"CANDIDATE",9277896,"K01632.01",4.22,-2.443,32.22,1.086,3433.17,0,-9.948e-05
