"koi_disposition","kepid","kepoi_name","tce_ror","tce_duration","tce_fwm_prao","tce_dicco_mra"
"CANDIDATE",4150611,"K03156.01",0.37535625,3.951,0,0.60054
"FALSE POSITIVE",4150611,"K03156.02",0.36232407,4.584,0,0.72444
"FALSE POSITIVE",4150611,"K03156.03",0.20305389,28.87,0,3.0444
"FALSE POSITIVE",4150611,"K03156.04",0.03192747,1.15,0,5.7781
"FALSE POSITIVE",8738244,"K03157.01",0.011745108,5.481,-0.0001182,-5.7069
"CANDIDATE",6278762,"K03158.01",0.012568275,1.762,-0.0001227,-0.17545
"CANDIDATE",6278762,"K03158.02",0.010140447,2.963,-1.926e-05,-0.8863
"CANDIDATE",6278762,"K03158.03",0.0098806027,2.3,-1.088e-05,6.9972
"CANDIDATE",6278762,"K03158.04",0.0087173075,1.825,3.62e-05,-3.2788
"CANDIDATE",6278762,"K03158.05",0.0097638012,2,1.629e-05,3.0334
"FALSE POSITIVE",5200084,"K03159.01",0.0024207169,9.226,2.39e-05,-8.7259
"FALSE POSITIVE",2696703,"K03161.01",0.088882864,1.804,0.001521,-2.8393
"FALSE POSITIVE",9752973,"K03162.01",0.0083343027,0.6368,-0.000616,7.2467
"CANDIDATE",9579208,"K03165.01",0.0060557162,4.33,3.385e-07,1.9599
"FALSE POSITIVE",12255382,"K03167.01",0.0051484444,2.06,7.412e-05,-4.1187
"CANDIDATE",4450844,"K03168.01",0.0064289426,9.67,5.912e-05,-2.2079
"FALSE POSITIVE",3337061,"K03172.01",0.010001852,1.947,-0.0005202,1.1922
"FALSE POSITIVE",7115661,"K03174.01",0.00010070326,2.387,0,-3.2583
"FALSE POSITIVE",4909707,"K03175.01",0.020890752,7.224,0,0.64828
"CANDIDATE",6153407,"K03179.01",0.0095307182,1.674,-0.0001748,0.096637
"CANDIDATE",4735826,"K03184.01",0.0049143192,7.075,-9.684e-06,-0.89337
"FALSE POSITIVE",3240406,"K03185.01",0.0028949402,3.61,8.421e-06,0.89724
"FALSE POSITIVE",4663658,"K03187.01",0.0022728204,4.844,0,0.19242
"FALSE POSITIVE",7457278,"K03188.01",0.0059743204,20.58,5.168e-05,2.1371
"CANDIDATE",5985713,"K03190.01",0.0071975139,2.967,-9.919e-05,0.84836
"CANDIDATE",10467815,"K03191.02",0.011152556,17.37,-7.582e-05,0.20041
"FALSE POSITIVE",7430876,"K03193.01",0.056367757,2.802,0.00455,0.77877
"CANDIDATE",12004971,"K03194.01",0.0093680966,1.303,-1.006e-05,0.32685
"CANDIDATE",9002538,"K03196.01",0.0049979228,2.829,2.576e-05,-0.20332
"CANDIDATE",9002538,"K03196.02",0.0057437746,2.225,-6.882e-06,0.01561
"CANDIDATE",8443527,"K03197.01",0.0084740944,4.622,-2.558e-05,-0.2686
"FALSE POSITIVE",5482603,"K03199.01",0.0073347184,2.485,-0.001181,15.088
"CANDIDATE",4262040,"K03202.01",0.010109668,17.91,9.633e-05,0.26067
"CANDIDATE",3122872,"K03203.01",0.013947887,10.64,-0.0001093,0.52109
"FALSE POSITIVE",9959494,"K03205.01",0.0046405943,3.828,-3.024e-05,2.4359
"CANDIDATE",5612697,"K03206.01",0.015848512,4.621,-0.0002886,1.0439
"FALSE POSITIVE",9518710,"K03207.01",0.0025468266,5.434,-6.663e-06,0.049091
"CANDIDATE",10155029,"K03208.01",0.0051706601,1.851,-6.428e-05,1.0149
"CANDIDATE",7017274,"K03209.01",0.011504143,6.163,2.942e-05,0.077589
"CANDIDATE",7017274,"K03209.02",0.0082305164,6.075,6.731e-06,-0.40833
"FALSE POSITIVE",7293937,"K03211.01",0.006854081,2.394,0,1.2636
"FALSE POSITIVE",4927734,"K03212.01",0.0017232176,27.59,0,2.2207
"FALSE POSITIVE",5398002,"K03213.01",0.021229612,36.76,-1.073e-05,-0.38349
"CANDIDATE",7983117,"K03214.01",0.0079428045,7.508,1.181e-05,1.55
"CANDIDATE",7983117,"K03214.02",0.0071644601,8.422,-0.0001307,-0.46032
"FALSE POSITIVE",3342952,"K03215.01",0.0044356555,2.201,0.0001021,-5.4051
"FALSE POSITIVE",10338279,"K03216.01",0.019990678,0.7,2.423e-06,-0.052206
"FALSE POSITIVE",2573108,"K03217.01",0.0042003998,37.38,-1.428e-05,0.55133
"FALSE POSITIVE",10191036,"K03218.01",0.0051351146,3.928,5.733e-05,-0.3192
"FALSE POSITIVE",7985733,"K03219.01",0.0053656859,1.54,0.0002686,-7.5188
"CANDIDATE",11189311,"K03220.01",0.024250791,12.1,-3.079e-05,0.035983
"FALSE POSITIVE",6956136,"K03221.01",0.028751165,50.72,-4.854e-05,-0.069177
"FALSE POSITIVE",5556726,"K03223.01",0.0070535971,3.437,-4.93e-06,-0.096164
"CANDIDATE",10384298,"K03224.01",0.0071736433,1.316,6.912e-06,-1.0056
"CANDIDATE",3109550,"K03225.01",0.0063731766,1.99,4.914e-05,-0.50035
"CANDIDATE",5544450,"K03226.01",0.010732458,3.706,7.557e-05,-0.2342
"CANDIDATE",5544450,"K03226.02",0.0093213044,3.662,3.034e-05,-0.001652
"FALSE POSITIVE",8975368,"K03227.01",0.006009893,1.817,1.504e-05,2.8808
"FALSE POSITIVE",5307990,"K03228.01",0.0050921835,1.212,0.0003331,-7.5244
"FALSE POSITIVE",9291039,"K03230.01",0.010440626,20.09,0,0.31916
"FALSE POSITIVE",9291039,"K03230.02",0.011608606,2.395,0,3.426
"FALSE POSITIVE",10489539,"K03231.01",0.0087863632,13.34,0.0007919,-7.6648
"CANDIDATE",9569711,"K03232.01",0.013263047,1.375,-5.829e-05,0.16773
"CANDIDATE",10057494,"K03234.01",0.0073388934,2.311,2.698e-05,0.23673
"CANDIDATE",7902003,"K03236.01",0.005914342,2.721,2.066e-06,-0.79964
"CANDIDATE",6587796,"K03237.01",0.021053897,5.412,3.545e-05,-0.005487
"FALSE POSITIVE",9489953,"K03238.01",0.058845075,20.88,9.696e-05,0.16498
"FALSE POSITIVE",5305240,"K03239.01",0.0070475975,1.38,0.0005006,-8.5535
"FALSE POSITIVE",6206559,"K03240.01",0.005734198,2.735,0,0.46196
"FALSE POSITIVE",9532117,"K03241.01",0.0088458993,3.141,-0.001693,2.5628
"FALSE POSITIVE",6928906,"K03242.01",0.0028420186,14.05,-2.525e-06,0
"FALSE POSITIVE",9821151,"K03243.01",0.009507246,2.763,0,-0.27982
"FALSE POSITIVE",6850665,"K03244.01",0.13838103,78.54,-1.169e-05,0.2034
"CANDIDATE",8073705,"K03245.01",0.0084207101,4.713,3.45e-05,0.037536
"CANDIDATE",9885417,"K03246.01",0.011300681,1.169,1.175e-07,-0.022
"FALSE POSITIVE",3336476,"K03247.01",0.0039020977,5.146,-1.98e-05,1.7917
"CANDIDATE",10917433,"K03248.01",0.0066948672,2.171,-4.293e-06,1.8614
"FALSE POSITIVE",9083564,"K03249.01",0.0039089267,3.02,8.642e-05,-0.29772
"FALSE POSITIVE",7335713,"K03250.01",0.0085883112,1.387,0.0001408,-7.3101
"FALSE POSITIVE",2707985,"K03253.01",0.0059313715,4.549,-1.155e-05,0.70329
"FALSE POSITIVE",9899141,"K03254.01",0.0042908129,3.631,-4.635e-05,2.9814
"CANDIDATE",8183288,"K03255.01",0.024413039,5.946,-7.726e-05,0.50584
"FALSE POSITIVE",10420301,"K03257.01",0.030230515,12.39,0.1311,0
"CANDIDATE",4366323,"K03258.01",0.023767203,3.96,-0.0003314,0.67958
"CANDIDATE",2853029,"K03259.01",0.028327181,3.836,0.0006102,0.077268
"CANDIDATE",12156174,"K03260.01",0.029872043,5.636,-0.0001274,-0.087695
"CANDIDATE",12055539,"K03261.01",0.018596783,3.395,-0.0002291,1.8374
"CANDIDATE",12056139,"K03262.01",0.015496348,6.418,0.0003536,0.11007
"CANDIDATE",11853130,"K03263.01",0.152572,2.364,0.001496,-0.011136
"CANDIDATE",9345933,"K03264.01",0.019169251,3.592,-0.0002817,0.51993
"FALSE POSITIVE",10030778,"K03265.01",0.18270648,6.397,-0.01027,1.1035
"CANDIDATE",8826007,"K03266.01",0.027036508,4.585,0.0001949,0.19274
"CANDIDATE",8620402,"K03267.01",0.015119252,3.713,-0.0003466,-0.098551
"CANDIDATE",8379021,"K03268.01",0.037508964,1.864,-0.0003888,0.33177
"FALSE POSITIVE",8104030,"K03269.01",0.11520651,3.755,0.004665,-0.4978
"FALSE POSITIVE",6612327,"K03270.01",0.068226455,8.239,0.04346,0
"CANDIDATE",7285757,"K03271.01",0.036936299,3.186,0.0001675,0.18631
"CANDIDATE",7285757,"K03271.02",0.015833876,2.716,0.0002905,-1.2814
"FALSE POSITIVE",4948730,"K03272.01",0.039707423,9.302,-0.02836,8.6997
"FALSE POSITIVE",5211922,"K03273.01",0.043583222,4.872,0.02146,-5.369
"CANDIDATE",5280587,"K03274.01",0.027551917,4.985,-0.0003596,0.042884
"FALSE POSITIVE",5303346,"K03275.01",0.11987988,6.917,-0.05293,4.6215
"FALSE POSITIVE",3858879,"K03276.01",0.091155697,14.34,0.01275,-2.0766
"CANDIDATE",3120904,"K03277.01",0.012896395,5.388,-8.894e-05,0.5652
"FALSE POSITIVE",3342467,"K03278.01",0.032347133,5.183,-1.5e-05,0.29214
"CANDIDATE",3544640,"K03279.01",0.025649688,4.37,0.0003068,-0.30944
"CANDIDATE",10653179,"K03280.01",0.026404905,4.293,0.0003352,0.13122
"CANDIDATE",11177676,"K03281.01",0.018888625,5.93,-0.0003029,-0.30303
"CANDIDATE",12066569,"K03282.01",0.033060168,3.815,0.001955,-0.12493
"CANDIDATE",6497146,"K03284.01",0.020079459,3.848,0.0005808,-0.27975
"FALSE POSITIVE",8625813,"K03285.01",0.040633322,4.509,-0.001182,-4.2027
"CANDIDATE",8016691,"K03286.01",0.018795558,3.7,-0.0001986,-0.59663
"CANDIDATE",6584273,"K03287.01",0.020758943,8.464,0.0001527,-0.019338
"CANDIDATE",5768816,"K03288.01",0.030613281,5.287,-0.0002124,-0.31068
"FALSE POSITIVE",5360974,"K03289.01",0.052052648,3.166,0,-1.1807
"FALSE POSITIVE",4936990,"K03290.01",0.1595805,3.502,0.008295,-0.99437
"FALSE POSITIVE",6233483,"K03291.01",0.17496264,7.954,0.2759,-7.2834
"FALSE POSITIVE",5392871,"K03292.01",0.028953441,16.37,-0.02332,13.443
"FALSE POSITIVE",3858851,"K03293.01",0.11735024,14.61,-0.01991,3.0913
"FALSE POSITIVE",3858917,"K03294.01",0.099083469,14.99,0.01203,-4.9569
"FALSE POSITIVE",4466356,"K03295.01",0.025050563,3.178,-0.001741,4.9031
"CANDIDATE",9447166,"K03296.01",0.021133289,5.76,-0.0009809,0.26667
"FALSE POSITIVE",9643043,"K03297.01",0.15883076,9.28,0.07035,-3.2533
"CANDIDATE",8151055,"K03298.01",0.032141611,2.825,0.0005478,-0.5451
"FALSE POSITIVE",7177555,"K03299.01",0.097622251,4.266,0.005417,0.42345
"FALSE POSITIVE",7889486,"K03300.01",0.018065005,12.06,0.0001666,0.041638
"FALSE POSITIVE",7889486,"K03300.02",0.023534648,2.825,-0.0003736,1.1209
"CANDIDATE",8301878,"K03301.01",0.0151345,3.109,3.525e-05,0.33487
"FALSE POSITIVE",8233802,"K03302.01",0.023550042,3.963,-0.02991,10.618
"CANDIDATE",7510820,"K03303.01",0.026017001,4.453,0.0006591,0.30563
"FALSE POSITIVE",9307105,"K03304.01",0.11759988,6.106,0.1139,-5.9992
"CANDIDATE",6880517,"K03305.01",0.030433473,7.377,-0.0002093,-0.13358
"CANDIDATE",6615511,"K03306.01",0.019640234,5.296,-0.0006914,-0.38778
"CANDIDATE",6131130,"K03307.01",0.016979091,2.927,6.995e-05,0.28607
"CANDIDATE",3632089,"K03308.01",0.016396994,8.3,-0.0001842,-0.029355
"CANDIDATE",3632089,"K03308.02",0.0094179145,4.668,0.0002066,-0.11692
"CANDIDATE",5563300,"K03309.01",0.067274345,2.02,0.0003343,-0.068993
"CANDIDATE",12253769,"K03310.01",0.016163305,4.722,-0.0003723,11.847
"CANDIDATE",12735830,"K03311.01",0.032931852,2.049,0.0005855,-0.15214
"CANDIDATE",11905409,"K03312.01",0.022667348,3.494,0.0006426,-0.49372
"CANDIDATE",9571186,"K03313.01",0.028877212,1.531,-0.0001858,-0.1404
"FALSE POSITIVE",9838060,"K03314.01",0.29600769,3.937,0.008692,-0.018477
"CANDIDATE",8554701,"K03315.01",0.014739393,4.01,6.334e-05,-0.44857
"CANDIDATE",9031209,"K03316.01",0.040305239,5.524,-0.001253,0.57312
"FALSE POSITIVE",7130418,"K03317.01",0.024577473,2.435,0.007846,-0.37447
"CANDIDATE",8331612,"K03318.01",0.027497079,3.914,-0.0006138,0.41891
"CANDIDATE",8331612,"K03318.02",0.034965945,3.618,8.916e-05,0.39249
"CANDIDATE",5965819,"K03319.01",0.016553737,5.886,-0.0001198,0.2521
"CANDIDATE",5965819,"K03319.02",0.017713338,6.934,0.0001403,-0.03597
"CANDIDATE",5965819,"K03319.03",0.011013617,4.323,-0.0002043,0.079563
"FALSE POSITIVE",6690171,"K03320.01",0.22376375,4.689,-0.0001714,0.015288
"FALSE POSITIVE",6859801,"K03321.01",0.18721353,5.373,-0.2668,0
"FALSE POSITIVE",7767733,"K03322.01",0.3673644,5.185,-0.005755,0.028961
"CANDIDATE",5193659,"K03323.01",0.019959954,4.354,0.000187,-0.27349
"CANDIDATE",4271474,"K03324.01",0.028765908,3.627,-0.0005794,0.4534
"FALSE POSITIVE",5130983,"K03325.01",0.062582962,6.793,-0.001088,0.88908
"FALSE POSITIVE",11093538,"K03326.01",0.14470908,5.795,0.05653,-3.1777
"FALSE POSITIVE",11044779,"K03327.01",0.27824877,6.658,-0.0407,0.31636
"FALSE POSITIVE",4634135,"K03328.01",0.21426115,8.073,0.001864,0.030673
"CANDIDATE",6955671,"K03329.01",0.024184495,5.183,-6.059e-05,-0.58493
"CANDIDATE",4736644,"K03330.01",0.015933808,3.972,-0.0004196,-0.057064
"FALSE POSITIVE",5876805,"K03331.01",0.2595632,10.91,0.04234,-1.8311
"FALSE POSITIVE",5818068,"K03332.01",0.13978372,5.834,0.1629,0
"FALSE POSITIVE",12208887,"K03333.01",0.5,3.5,-0.01315,-0.0055481
"FALSE POSITIVE",11147814,"K03334.01",0.4068541,3.616,-0.00208,0.0086525
"CANDIDATE",10922659,"K03335.01",0.020940674,5.802,-6.426e-05,-0.62908
"FALSE POSITIVE",8892720,"K03336.01",0.2381697,9.743,0.01512,-0.59359
"CANDIDATE",7692093,"K03337.01",0.018216541,3.54,0.0006422,0.024996
"FALSE POSITIVE",7692093,"K03337.02",0.024695493,7.635,0.0005439,0.38869
"FALSE POSITIVE",8263752,"K03338.01",0.10457557,4.678,0.06007,-5.2485
"FALSE POSITIVE",8263752,"K03338.02",0.080003026,3.581,0.03359,-5.2071
"CANDIDATE",7772914,"K03339.01",0.024783157,3.559,-0.0002433,0.1155
"CANDIDATE",3529290,"K03340.01",0.010461143,5.342,2.4e-06,0.017857
"CANDIDATE",3529290,"K03340.02",0.0094167741,5.127,3.72e-05,-0.29699
"CANDIDATE",5621333,"K03341.01",0.015609761,9.042,-0.0003367,0.53792
"CANDIDATE",5621333,"K03341.02",0.011275899,6.856,-2.138e-05,-0.41255
"FALSE POSITIVE",5392897,"K03342.01",0.42485006,18.38,0,0.15246
"CANDIDATE",3236705,"K03343.01",0.025188151,2.898,1.794e-05,0.35952
"CANDIDATE",11810124,"K03344.01",0.014347382,2.433,-0.000138,0.11342
"CANDIDATE",11810124,"K03344.02",0.017634919,3.529,0.0006158,-0.37719
"CANDIDATE",11810124,"K03344.03",0.024061368,10.07,0.0004604,-1.5595
"CANDIDATE",11303322,"K03345.01",0.013596037,6.596,-6.614e-05,-0.17092
"CANDIDATE",11241912,"K03346.01",0.013176271,4.683,7.358e-05,-0.51131
"CANDIDATE",8824737,"K03347.01",0.019942222,2.554,-0.0005158,-0.27852
"CANDIDATE",9349757,"K03348.01",0.021888818,4.622,0.0004158,0.083647
"CANDIDATE",9349757,"K03348.02",0.012948992,4.562,2.744e-05,0.19632
"CANDIDATE",8636333,"K03349.01",0.02417202,9.241,-0.0002823,0.4538
"FALSE POSITIVE",7136958,"K03350.01",0.50440167,9.059,0.0194,-0.019072
"FALSE POSITIVE",1995732,"K03351.01",0.42225303,12.12,-0.1164,0.26698
"CANDIDATE",8081239,"K03352.01",0.016510472,2.659,-0.0002561,0.036522
"CANDIDATE",7091432,"K03353.01",0.018948375,3.355,0.0001941,0.62536
"CANDIDATE",9845909,"K03354.01",0.014661901,3.216,-0.0001612,5.7966
"CANDIDATE",9221528,"K03355.01",0.015687274,5.089,-0.0002355,3.6865
"CANDIDATE",6368230,"K03356.01",0.016126779,6.649,-5.491e-05,-0.10363
"FALSE POSITIVE",7115291,"K03357.01",0.29218735,5.608,0.002403,-0.0023313
"CANDIDATE",4263529,"K03358.01",0.035143296,0.8014,5.551e-05,-0.072914
"FALSE POSITIVE",10711551,"K03359.01",0.5,3.5,0,0.11845
"FALSE POSITIVE",7866921,"K03360.01",0.2605965,19.58,-0.000727,0.15378
"CANDIDATE",6619815,"K03361.01",0.023415719,7.929,-0.0001509,0.76469
"FALSE POSITIVE",3098197,"K03362.01",0.4467131,18.86,0.2887,-0.40508
"CANDIDATE",11651712,"K03363.01",0.019230244,2.497,0.0002825,-0.019369
"FALSE POSITIVE",11081512,"K03364.01",0.018870717,3.34,1.907e-05,0
"CANDIDATE",11455428,"K03365.01",0.0220322,3.87,-0.0004037,0.2926
"FALSE POSITIVE",10484409,"K03366.01",0.014954463,2.526,-0.005739,4.3151
"CANDIDATE",10935993,"K03367.01",0.023128858,3.553,0.0002134,-0.22749
"CANDIDATE",5257082,"K03368.01",0.014305303,1.847,0.0005498,0.14378
"FALSE POSITIVE",5796185,"K03369.01",0.5386502,3.482,0.0632,-0.30239
"CANDIDATE",11657614,"K03370.01",0.017797977,2.503,8.18e-05,0.061924
"CANDIDATE",11657614,"K03370.02",0.020373164,2.648,-0.0003718,-0.55289
"CANDIDATE",11125797,"K03371.01",0.017338535,4.113,0.0002903,0.3805
"CANDIDATE",11125797,"K03371.02",0.013155834,2.41,-4.839e-05,-0.025444
"CANDIDATE",9785921,"K03372.01",0.02127776,5.889,-0.0002788,-0.24328
"FALSE POSITIVE",9785921,"K03372.02",0.024173918,7.128,-0.0005539,0.018951
"FALSE POSITIVE",3102000,"K03373.01",0.23623511,7.438,0.003487,-0.018109
"CANDIDATE",6705026,"K03374.01",0.0098370243,4.553,5.623e-05,0.48315
"CANDIDATE",6705026,"K03374.02",0.011460544,6.94,-2.331e-05,-0.19469
"CANDIDATE",6779726,"K03375.01",0.026708615,4.877,-0.0006099,0.77085
"CANDIDATE",5553959,"K03377.01",0.020813446,1.39,-0.0001894,-0.20043
"FALSE POSITIVE",4376629,"K03378.01",0.016817852,1.801,-0.01036,0
"CANDIDATE",2995392,"K03379.01",0.025640794,7.37,0.000201,0.085116
"FALSE POSITIVE",3120308,"K03380.01",0.017199974,4.047,-0.0007792,5.0302
"FALSE POSITIVE",3958301,"K03381.02",0.036113718,10.89,0.009972,-5.2159
"FALSE POSITIVE",9991621,"K03382.01",0.013188002,4.666,-0.0003196,-1.2348
"CANDIDATE",8078502,"K03383.01",0.027406036,5.647,-0.000573,0.56569
"CANDIDATE",8644365,"K03384.01",0.012459458,6.317,-5.179e-05,0.33734
"CANDIDATE",8644365,"K03384.02",0.010932553,1.226,0.0001824,-0.7606
"FALSE POSITIVE",9489947,"K03385.01",0.37318212,4.499,0.001404,-0.0060371
"FALSE POSITIVE",6960487,"K03386.01",0.33330445,4.49,-0.01476,0.068261
"FALSE POSITIVE",6309264,"K03387.01",0.017256835,2.202,-0.01074,10.516
"FALSE POSITIVE",3858988,"K03388.01",0.068747038,14.6,0.007828,-8.5598
"CANDIDATE",3848966,"K03389.01",0.015984845,11.59,-0.000239,0.86261
"FALSE POSITIVE",10798605,"K03390.01",0.36776679,4.065,-0.009773,0.070152
"CANDIDATE",9452897,"K03391.01",0.035352469,5.291,4.717e-05,-1.2099
"FALSE POSITIVE",9714123,"K03392.01",0.29770803,5.541,0.02722,-0.053412
"CANDIDATE",9085563,"K03393.01",0.020372851,8.176,-0.0001837,-0.10753
"CANDIDATE",7748487,"K03394.01",0.016664315,5.56,-8.595e-05,0.25869
"CANDIDATE",3219037,"K03395.01",0.012973629,3.599,4.162e-05,0.22974
"CANDIDATE",5710069,"K03396.01",0.0229582,6.955,0.0002185,0.3834
"CANDIDATE",6200810,"K03397.01",0.020452108,4.23,-0.0002287,0.62842
"CANDIDATE",3561464,"K03398.01",0.020757571,8.557,2.837e-05,-0.10273
"CANDIDATE",3561464,"K03398.02",0.015133002,5.203,-5.397e-05,-0.082047
"CANDIDATE",3561464,"K03398.03",0.010835702,4.103,-5.897e-05,0.16312
"FALSE POSITIVE",6359802,"K03399.01",0.28738705,4.605,0.02571,-0.37404
"FALSE POSITIVE",9328641,"K03400.01",0.030219903,13.36,0.0003764,-0.014128
"CANDIDATE",9966219,"K03401.01",0.010935441,5.53,-0.000289,0.075649
"FALSE POSITIVE",3757778,"K03402.01",0.30458385,6.49,-0.001477,0.017921
"CANDIDATE",11754430,"K03403.01",0.014863947,11,-8.418e-05,-0.20902
"CANDIDATE",11754430,"K03403.02",0.0078711899,6.282,2.417e-05,0.47086
"CANDIDATE",8409295,"K03404.01",0.020300607,7.629,0.000204,-1.059
"FALSE POSITIVE",8211605,"K03405.01",0.051290589,4.245,-0.03585,0
"CANDIDATE",7131760,"K03407.01",0.032058207,5.909,-0.00125,0.2745
"CANDIDATE",11922778,"K03408.01",0.017875615,9.555,0.0001682,-1.0921
"FALSE POSITIVE",9468382,"K03409.01",0.029318795,6.26,-0.003821,0.44152
"CANDIDATE",9285265,"K03410.01",0.016249443,7.27,-0.0001715,1.0565
"CANDIDATE",9285265,"K03410.02",0.020620987,10.42,-0.0001532,-0.43703
"FALSE POSITIVE",6025124,"K03411.01",0.11578739,1.65,-0.0002814,-0.024487
"CANDIDATE",5780930,"K03412.01",0.020565802,3.336,0.0001761,0.02827
"FALSE POSITIVE",4164393,"K03413.01",0.48690632,7.072,-0.003195,0.0086297
"FALSE POSITIVE",6023859,"K03414.01",0.34915373,1.971,-0.0008228,0.017126
"CANDIDATE",3433668,"K03415.01",0.011242924,4.694,-0.0001721,0.025586
"CANDIDATE",2849140,"K03416.01",0.014934596,8.516,-0.000103,0.58524
"CANDIDATE",7503885,"K03417.01",0.02779126,9.748,-0.0004296,-0.11009
"CANDIDATE",3629330,"K03418.01",0.031040741,11.74,0.0003318,0.064127
"FALSE POSITIVE",11519134,"K03419.01",0.3643764,3.594,-0.003824,0.012089
"CANDIDATE",7289338,"K03420.01",0.01677345,3.92,-8.697e-05,-0.8419
"CANDIDATE",7289338,"K03420.02",0.01291693,3.839,0.0002985,0.23541
"FALSE POSITIVE",5004909,"K03421.01",0.012466861,12.05,-0.0001004,-0.58138
"FALSE POSITIVE",5898983,"K03422.01",0.019260131,7.002,1.197e-05,0.96379
"CANDIDATE",3745559,"K03423.01",0.025673828,2.327,0.0003836,0.26414
"FALSE POSITIVE",8356054,"K03424.01",0.5,2,-0.01328,0.0011228
"CANDIDATE",9117416,"K03425.01",0.013139052,7.339,3.787e-05,0.5161
"CANDIDATE",9117416,"K03425.02",0.0077277626,3.73,5.579e-05,-0.45246
"CANDIDATE",9117416,"K03425.03",0.0089449571,2.955,4.933e-05,-2.4385
"FALSE POSITIVE",5900235,"K03426.01",0.015532851,7.776,-3.96e-06,1.268
"FALSE POSITIVE",9907505,"K03427.01",0.58687193,6.279,-0.002889,0.045384
"CANDIDATE",9027909,"K03428.01",0.01520392,7.948,8.962e-05,0.77264
"CANDIDATE",9230021,"K03429.01",0.017175018,4.337,0.0002751,-0.11016
"CANDIDATE",9230021,"K03429.02",0.016700494,3.957,0.0004813,1.3351
"CANDIDATE",7697103,"K03430.01",0.014626028,5.169,-0.0005213,1.3036
"FALSE POSITIVE",9267996,"K03431.01",0.018716655,7.699,0.0002364,1.4689
"CANDIDATE",8738775,"K03432.01",0.018371933,8.24,-1.012e-05,0.57369
"CANDIDATE",7093401,"K03433.01",0.077854159,1.326,7.748e-05,-0.20131
"CANDIDATE",8628665,"K03434.01",0.012904326,2.983,7.549e-05,1.5455
"FALSE POSITIVE",3945802,"K03435.01",0.019299878,4.356,0.0003936,-2.3056
"CANDIDATE",6265665,"K03436.01",0.014843977,4.892,-5.372e-05,-1.1515
"CANDIDATE",4645174,"K03437.01",0.012424312,5.882,0.0001397,0.17227
"CANDIDATE",4645174,"K03437.02",0.014482199,3.468,0.0001443,0.070941
"CANDIDATE",6599975,"K03438.01",0.010924631,4.727,-0.0001061,0.091449
"CANDIDATE",4282191,"K03439.01",0.017570905,8.506,0.0002243,0.17788
"FALSE POSITIVE",3559860,"K03440.01",0.026333523,7.145,0,-0.12805
"FALSE POSITIVE",3559860,"K03440.02",0.02257106,4.655,0,-0.56769
"FALSE POSITIVE",10651945,"K03441.01",0.52747153,5.945,7.942e-05,-0.0059009
"FALSE POSITIVE",9837586,"K03442.01",0.36085484,7.889,0.07953,0.025761
"CANDIDATE",7288306,"K03443.01",0.027274465,7.525,-9.651e-06,-0.067981
"CANDIDATE",5384713,"K03444.01",0.091003593,1.711,-1.973e-05,0.015756
"FALSE POSITIVE",5384713,"K03444.02",0.011163928,1.563,-6.929e-05,-0.31227
"CANDIDATE",5384713,"K03444.03",0.014507689,2.734,-2.891e-05,0.22451
"FALSE POSITIVE",5384713,"K03444.04",0.022856304,7.332,0.0001125,1.1439
"CANDIDATE",11860395,"K03445.01",0.028285379,15.05,0.0005916,0.27281
"FALSE POSITIVE",2852528,"K03446.01",0.021975497,3.426,-0.01404,0
"CANDIDATE",3348216,"K03448.01",0.021185404,3.753,-0.0002974,-0.10711
"FALSE POSITIVE",10798838,"K03449.01",0.29165913,5.23,0.0006935,-0.020498
"FALSE POSITIVE",8560940,"K03450.01",0.023684313,11.66,0.001257,-2.552
"CANDIDATE",10793576,"K03451.01",0.014260252,3.134,-0.0001709,0.42535
"FALSE POSITIVE",7021177,"K03452.01",0.5,2,0.01358,-0.015056
"FALSE POSITIVE",4932689,"K03453.01",0.015341408,5.847,0.005344,-3.7868
"FALSE POSITIVE",7122259,"K03454.01",0.54777501,8.073,-0.03417,0.0064884
"CANDIDATE",6947668,"K03455.01",0.01683862,4.239,-0.0001808,0.3057
"CANDIDATE",6364582,"K03456.01",0.011886539,4.213,-3.257e-05,-0.39086
"FALSE POSITIVE",9834257,"K03457.01",0.065925323,5.636,-0.004631,1.5542
"CANDIDATE",6118370,"K03458.01",0.015875633,7.113,0.000119,-0.2153
"CANDIDATE",2717158,"K03459.01",0.018309285,4.412,0.0003875,-0.25512
"CANDIDATE",9664276,"K03460.01",0.014276838,11.58,0.0002716,-0.052728
"FALSE POSITIVE",2437112,"K03461.01",0.026625798,4.906,-0.005448,5.9345
"FALSE POSITIVE",2437112,"K03461.02",0.020493717,3.938,-0.005198,5.2363
"CANDIDATE",9967009,"K03462.01",0.014987475,8.095,-0.0005147,0.021973
"CANDIDATE",9967009,"K03462.02",0.017023961,10.11,-0.0006443,0.89498
"CANDIDATE",5294945,"K03463.01",0.013338426,7.232,-1.356e-05,1.0343
"FALSE POSITIVE",11874338,"K03464.01",0.047429531,3.462,5.57e-05,0.13369
"CANDIDATE",9763612,"K03465.01",0.012022231,3.528,0,0.035053
"FALSE POSITIVE",9468384,"K03466.01",0.4811947,6.635,-0.139,1.9743
"FALSE POSITIVE",7121885,"K03467.01",0.42420015,7.044,-0.04355,0.022434
