"koi_disposition","kepid","kepoi_name","tce_dor","tce_sradius_prov","tce_fwm_prao","tce_incl_sn"
"CANDIDATE",4270253,"K00551.01",16.167183,0,-2.7e-05,20.5253239104829
"CANDIDATE",4270253,"K00551.02",7.5889133,0,0.0004163,28.8020833333333
"FALSE POSITIVE",5122112,"K00552.01",8.2021136,0,-0.000147,261.383647798742
"FALSE POSITIVE",5303551,"K00553.01",1.5948239,0,1.597e-05,15.2701115678215
"CANDIDATE",5443837,"K00554.01",6.3877997,0,-0.001562,1232.30954531768
"CANDIDATE",5709725,"K00555.01",51.635805,0,3.125e-05,262.047661076787
"CANDIDATE",5709725,"K00555.02",6.1393778,0,4.92e-05,5.93777134587554
"FALSE POSITIVE",5738496,"K00556.01",3.2730711,0,0,15.9041968798066
"CANDIDATE",5774349,"K00557.01",16.336703,0,0.0001446,84.951171875
"CANDIDATE",5978361,"K00558.01",15.457747,0,-0.0003496,61.8473609129815
"CANDIDATE",6501635,"K00560.01",19.369275,0,0.000249,187.205315045006
"CANDIDATE",6665695,"K00561.01",7.2141429,0,1.154e-05,29.4351687388988
"CANDIDATE",6707833,"K00563.01",10.777449,0,-0.0001337,23.621546961326
"CANDIDATE",6786037,"K00564.01",70.878437,0,-0.000268,365.621181262729
"CANDIDATE",6786037,"K00564.02",4.5317475,0,0.0002292,24.454631678786
"CANDIDATE",6786037,"K00564.03",5.854291,0,-1.908e-05,6.0975975975976
"FALSE POSITIVE",7025846,"K00565.01",1.4122115,0,-0.001311,4.86205777345018
"CANDIDATE",7119481,"K00566.01",32.23643,0,-1.111e-05,39.6598030438675
"CANDIDATE",7119481,"K00566.02",25.086361,0,0.0001311,14.1931323553119
"CANDIDATE",7119481,"K00566.03",12.227528,0,2.506e-05,5.53682170542636
"CANDIDATE",7445445,"K00567.01",12.111954,0,-0.0001762,102.865363865244
"CANDIDATE",7445445,"K00567.02",19.459902,0,5.811e-05,60.0137174211248
"CANDIDATE",7445445,"K00567.03",25.96501,0,9.287e-05,174.96520182939
"CANDIDATE",7595157,"K00568.01",7.5045327,0,-6.508e-05,10.5199086989602
"CANDIDATE",7595157,"K00568.02",4.7613285,0,0.0001871,3.02755453501722
"CANDIDATE",8008206,"K00569.01",24.403457,0,-0.0003423,99.3666591268944
"CANDIDATE",8008206,"K00569.02",3.6778497,0,2.109e-05,3.17231283981598
"FALSE POSITIVE",8106610,"K00570.01",7.7261834,0,0.002825,148.759884974838
"CANDIDATE",8120608,"K00571.01",12.888634,0,-6.097e-05,34.1402535657686
"CANDIDATE",8120608,"K00571.02",20.693275,0,0.0001287,73.1803005008347
"CANDIDATE",8120608,"K00571.03",7.6015545,0,0.0001128,18.5924932975871
"CANDIDATE",8120608,"K00571.04",30.046058,0,0.0002882,52.9461077844311
"CANDIDATE",8120608,"K00571.05",122.87918,0,-2.206e-05,55.6832298136646
"CANDIDATE",8193178,"K00572.01",7.6901092,0,0.0001472,42.9984544049459
"CANDIDATE",8193178,"K00572.02",4.7103088,0,3.341e-05,3.37775891341256
"CANDIDATE",8344004,"K00573.01",7.1858039,0,-8.068e-05,36.8040780141844
"CANDIDATE",8344004,"K00573.02",5.4631885,0,0.0002045,2.8779375657664
"CANDIDATE",8355239,"K00574.01",27.62082,0,-3.995e-05,77.7904929577465
"CANDIDATE",8355239,"K00574.02",13.425866,0,-6.664e-05,9.68186400806542
"CANDIDATE",8367113,"K00575.01",27.107047,0,-0.00039,71.5397082658023
"FALSE POSITIVE",8474898,"K00576.01",120.72231,0,0.04671,1097.18137254902
"CANDIDATE",8558011,"K00577.01",17.851445,0,-3.763e-05,230.251655629139
"CANDIDATE",8558011,"K00577.02",2.1202306,0,2.729e-05,0.823201621073962
"CANDIDATE",8565266,"K00578.01",7.1062456,0,0.000152,45.4741379310345
"CANDIDATE",8616637,"K00579.01",4.3108971,0,0,7.75024777006938
"CANDIDATE",8616637,"K00579.02",7.7325712,0,0,15.3298931072613
"CANDIDATE",8625925,"K00580.01",10.359152,0,0.0001193,32.1983408748115
"CANDIDATE",8822216,"K00581.01",13.464161,0,0.0001133,52.4275362318841
"CANDIDATE",8822216,"K00581.02",115.40288,0,-0.0001015,56.469477658905
"CANDIDATE",9020160,"K00582.01",10.660977,0,0.0002166,26.5334572490706
"CANDIDATE",9020160,"K00582.02",21.430487,0,7.589e-06,72.4483043837883
"CANDIDATE",9020160,"K00582.03",11.445285,0,0.0002753,17.4821026794846
"CANDIDATE",9076513,"K00583.01",2.8743805,0,0.000102,5.66141732283465
"CANDIDATE",9146018,"K00584.01",9.2502217,0,-0.0002455,124.914928243823
"CANDIDATE",9146018,"K00584.02",18.061385,0,0.0001008,89.354079230218
"CANDIDATE",9146018,"K00584.03",4.386922,0,-2.767e-05,13.9869753979739
"CANDIDATE",9279669,"K00585.01",7.0350338,0,0.0005178,30.1933600875593
"CANDIDATE",9570741,"K00586.01",18.048016,0,-5.498e-05,31.7386569872958
"CANDIDATE",9607164,"K00587.01",13.58887,0,0.0001779,124.350836699365
"CANDIDATE",9631762,"K00588.01",17.054871,0,0.0003211,31.312769010043
"CANDIDATE",9782691,"K00590.01",8.9154476,0,3.954e-05,59.8361823361823
"CANDIDATE",9782691,"K00590.02",45.204538,0,-8.098e-05,57.7122488658458
"FALSE POSITIVE",9886221,"K00591.01",5.6222942,0,0,2.60451612903226
"CANDIDATE",9957627,"K00592.01",17.708654,0,4.348e-05,370.691126279864
"CANDIDATE",9958962,"K00593.01",11.58542,0,-0.0003015,47.9238947957471
"CANDIDATE",9958962,"K00593.02",71.999382,0,-8.63e-05,205.611775528979
"CANDIDATE",9958962,"K00593.03",61.000662,0,-0.0008362,49.9105645612074
"CANDIDATE",9958962,"K00593.04",87.283886,0,-0.0007554,430.317613089509
"CANDIDATE",10388286,"K00596.01",4.4038927,0,0.0003148,17.0241461822928
"CANDIDATE",10600261,"K00597.01",14.367406,0,0.0001343,49.8733448474381
"CANDIDATE",10600261,"K00597.02",3.0499727,0,-6.097e-05,3.43424787133396
"CANDIDATE",10600261,"K00597.03",41.763538,0,2.012e-05,34.4926413632843
"CANDIDATE",10656823,"K00598.01",9.182288,0,-0.0002303,70.1579384871155
"CANDIDATE",10656823,"K00598.02",23.638696,0,-0.0002721,126.48882480173
"CANDIDATE",10676824,"K00599.01",11.99268,0,-1.631e-05,14.6641727597347
"CANDIDATE",10718726,"K00600.01",3.616777,0,-1.373e-05,18.8301603206413
"CANDIDATE",10973664,"K00601.01",11.059469,0,0.0002782,26.5073982737361
"CANDIDATE",10973664,"K00601.02",25.519148,0,6.378e-05,368.035190615836
"CANDIDATE",10973664,"K00601.03",2.9085748,0,-2.664e-05,3.71200412158681
"CANDIDATE",12459913,"K00602.01",9.6119366,0,-5.089e-05,40.9319169483341
"FALSE POSITIVE",2441151,"K00603.01",2.4420155,0,-0.003103,47.8803172314347
"FALSE POSITIVE",3970233,"K00604.01",9.8844292,0,-0.00197,2273.05793712653
"CANDIDATE",4832837,"K00605.01",5.328483,0,0.0002562,39.2857142857143
"CANDIDATE",4832837,"K00605.02",8.0476233,0,-0.0001586,2.51591591591592
"FALSE POSITIVE",5014753,"K00606.01",6.6197853,0,0,3636.28357551739
"CANDIDATE",5441980,"K00607.01",22.26718,0,3.651e-05,1195.58101472995
"FALSE POSITIVE",5562784,"K00608.01",12.968198,0,-0.007209,432.298447671507
"FALSE POSITIVE",5608566,"K00609.01",9.1600346,0,0.0003156,302.924187725632
"CANDIDATE",5686174,"K00610.01",27.102812,0,0.001052,51.0161662817552
"CANDIDATE",6309763,"K00611.01",8.7455916,0,-0.0007576,694.205298013245
"CANDIDATE",6587002,"K00612.01",41.191727,0,-0.0003953,148.083333333333
"CANDIDATE",6587002,"K00612.02",30.231455,0,0.0001844,46.9729155602762
"CANDIDATE",6587002,"K00612.03",130.81151,0,7.186e-09,402.696629213483
"FALSE POSITIVE",6960456,"K00613.01",1.9230758,0,0.0002595,4.93025210084034
"CANDIDATE",7368664,"K00614.01",22.765167,0,0.0001584,1289.77189109639
"FALSE POSITIVE",8374580,"K00615.01",134.18977,0,0.02178,1005.27497194164
"CANDIDATE",9714696,"K00616.01",3.8704039,0,0.0005817,3.80039721946375
"FALSE POSITIVE",9846086,"K00617.01",54.708609,0,-0.0007551,1177.29558084149
"CANDIDATE",10353968,"K00618.01",15.552896,0,-0.001158,42.6679744973026
"CANDIDATE",10384962,"K00619.01",8.1733704,0,-0.001945,8819.98545756726
"CANDIDATE",11773022,"K00620.01",131.71821,0,-0.005821,4.95049504950495
"CANDIDATE",11773022,"K00620.02",56.732242,0,-0.002603,810.226244343891
"CANDIDATE",11773022,"K00620.03",100.01322,0,-0.001245,733.196721311475
"FALSE POSITIVE",12251650,"K00621.01",42.181363,0,0.001236,2892.43807040417
"CANDIDATE",12417486,"K00622.01",83.234239,0,-0.0016,2761.89005558987
"CANDIDATE",12068975,"K00623.01",7.8297651,0,-4.4e-05,22.3764769065521
"CANDIDATE",12068975,"K00623.02",5.1535787,0,-4.151e-05,10.1228314549829
"CANDIDATE",12068975,"K00623.03",10.789904,0,-1.437e-05,22.0015475883415
"CANDIDATE",12068975,"K00623.04",12.308915,0,4.682e-05,13.8071474565357
"CANDIDATE",3541946,"K00624.01",22.975313,0,-6.527e-05,64.4452554744526
"CANDIDATE",3541946,"K00624.02",2.6800323,0,3.508e-05,5.54609929078014
"CANDIDATE",3541946,"K00624.03",56.896042,0,0.0001001,145.297473512632
"CANDIDATE",4449034,"K00625.01",28.351122,0,-0.000271,353.737942122187
"CANDIDATE",4478168,"K00626.01",18.567207,0,0,26.0445765230312
"CANDIDATE",4478168,"K00626.02",7.6290198,0,0,4.11369253583786
"CANDIDATE",4563268,"K00627.01",9.3276683,0,-0.0005235,31.5828677839851
"CANDIDATE",4563268,"K00627.02",4.8283518,0,-0.0002459,5.71048850574713
"CANDIDATE",4644604,"K00628.01",15.247592,0,-0.0001337,119.209039548023
"CANDIDATE",4656049,"K00629.01",21.715287,0,0.0001001,127.453831612622
"FALSE POSITIVE",4659405,"K00630.01",3.9819469,0,0.003546,51.3879485443466
"CANDIDATE",4742414,"K00631.01",13.350801,0,7.872e-06,478.27027027027
"CANDIDATE",4827723,"K00632.01",8.1632603,0,2.594e-05,25.2184392889425
"CANDIDATE",4841374,"K00633.01",76.981143,0,8.603e-05,365.576451349141
"FALSE POSITIVE",4861736,"K00634.01",2.5618246,0,-0.01749,67.4177648123931
"CANDIDATE",5020319,"K00635.01",24.475498,0,9.759e-05,58.7341772151899
"FALSE POSITIVE",5090690,"K00636.01",15.879814,0,-1.778e-05,2106.01998537655
"FALSE POSITIVE",5098444,"K00637.01",21.791432,0,-0.003538,2291.43150333504
"CANDIDATE",5113822,"K00638.01",14.187771,0,-0.0002369,482.652490207051
"CANDIDATE",5113822,"K00638.02",44.86019,0,-0.0005064,541.778319123021
"CANDIDATE",5120087,"K00639.01",12.939775,0,2.42e-05,84.6758349705305
"CANDIDATE",5121511,"K00640.01",48.786583,0,-0.0002643,98.7685822054582
"CANDIDATE",5131180,"K00641.01",20.610297,0,-0.000598,152.476968538154
"FALSE POSITIVE",5181817,"K00642.01",8.6294914,0,0.01597,13.4394496880499
"FALSE POSITIVE",5309353,"K00643.01",2.842896,0,-0.0002139,4.59473346178549
"FALSE POSITIVE",5356593,"K00644.01",50.612878,0,0.00999,11658.4222858631
"CANDIDATE",5374854,"K00645.01",12.00211,0,9.323e-05,35.5
"CANDIDATE",5374854,"K00645.02",12.507394,0,8.717e-05,10.7807807807808
"FALSE POSITIVE",5384802,"K00646.01",5.3978976,0,0.002108,1045.317616241
"CANDIDATE",5531694,"K00647.01",4.0823336,0,-3.156e-05,14.5017826984425
"CANDIDATE",5531694,"K00647.02",8.2594963,0,9.565e-05,3.54147368421053
"FALSE POSITIVE",5596440,"K00648.01",23.452297,0,-7.422e-05,204.529535372403
"CANDIDATE",5613330,"K00649.01",11.81318,0,6.491e-05,66.1384615384615
"CANDIDATE",5613330,"K00649.02",5.8822107,0,0.0001574,3.26947791164659
"CANDIDATE",5786676,"K00650.01",22.158443,0,-0.000109,144.563426688633
"FALSE POSITIVE",5796186,"K00651.01",49.830915,0,0.01782,516.56976744186
"CANDIDATE",5796675,"K00652.01",33.914169,0,-0.0006649,371.148225469729
"FALSE POSITIVE",5893123,"K00653.01",2.5454485,0,0.0008634,2.6198409693298
"CANDIDATE",5941160,"K00654.01",5.6119921,0,-0.0001095,90.8255840326605
"CANDIDATE",5941160,"K00654.02",28.37285,0,0.0001515,14.1586384071933
"CANDIDATE",5966154,"K00655.01",17.231658,0,5.255e-05,126.547515257193
"CANDIDATE",5966154,"K00655.02",59.688079,0,8.93e-05,236.308262711864
"FALSE POSITIVE",5966660,"K00656.01",3.2079724,0,0.0003367,7.08653846153846
"CANDIDATE",6020753,"K00657.01",6.6594098,0,-3.118e-06,32.4960443037975
"CANDIDATE",6020753,"K00657.02",20.264905,0,-2.093e-05,134.439834024896
"CANDIDATE",6062088,"K00658.01",6.4321973,0,1.586e-05,23.5771658060815
"CANDIDATE",6062088,"K00658.02",8.9455686,0,0.0001215,38.3386436049158
"CANDIDATE",6062088,"K00658.03",10.731652,0,-8.028e-05,10.3745591633224
"CANDIDATE",6125481,"K00659.01",23.38045,0,7.717e-05,48.7313019390582
"CANDIDATE",6267535,"K00660.01",3.3565554,0,-3.92e-05,21.1626591230552
"CANDIDATE",6347299,"K00661.01",16.350579,0,6.235e-05,28.1909385113269
"CANDIDATE",6347299,"K00661.02",20.086678,0,0.0001905,21.5079950799508
"CANDIDATE",6365156,"K00662.01",6.4499201,0,-8.312e-05,45.0989010989011
"CANDIDATE",6425957,"K00663.01",5.3123703,0,3.698e-05,34.1344108889834
"CANDIDATE",6425957,"K00663.02",23.000681,0,-0.0002759,243.300970873786
"CANDIDATE",6442340,"K00664.01",11.878136,0,-2.799e-05,19.2046470062556
"CANDIDATE",6442340,"K00664.02",7.6201976,0,-4.027e-05,7.56987295825771
"CANDIDATE",6442340,"K00664.03",9.5021436,0,-3.541e-05,26.2468827930175
"CANDIDATE",6685609,"K00665.01",5.8766138,0,-1.246e-05,44.1418516513265
"CANDIDATE",6685609,"K00665.02",2.0364503,0,1.036e-05,3.25855901890649
"CANDIDATE",6685609,"K00665.03",2.7990972,0,7.606e-06,3.10907504363002
"CANDIDATE",6707835,"K00666.01",19.018249,0,-8.797e-05,228.07109252483
"CANDIDATE",6752502,"K00667.01",6.7881651,1,0.006347,397.25168756027
"FALSE POSITIVE",6805146,"K00668.01",15.346364,0,0.0003771,5492.59259259259
"FALSE POSITIVE",6960445,"K00669.01",2.1799781,0,0.000674,15.7894736842105
"CANDIDATE",7033671,"K00670.01",10.326205,0,-9.108e-05,18.7883469432796
"CANDIDATE",7040629,"K00671.01",2.8841249,0,-1.664e-05,22.2741629816804
"CANDIDATE",7040629,"K00671.02",7.7189822,0,-5.447e-06,7.44652406417112
"CANDIDATE",7040629,"K00671.03",15.562026,0,-6.432e-05,12.8798455369078
"CANDIDATE",7040629,"K00671.04",9.4386208,0,3.06e-05,7.78360957642726
"CANDIDATE",7115785,"K00672.01",36.543756,0,-0.0003588,262.555456965395
"CANDIDATE",7115785,"K00672.02",18.232315,0,-0.0003805,131.269769543606
"FALSE POSITIVE",7115785,"K00672.03",1.3371006,0,-2.314e-05,0.00298238617480891
"CANDIDATE",7124613,"K00673.01",5.2262762,0,8.334e-05,24.8480148883375
"CANDIDATE",7277317,"K00674.01",11.979504,0,7.997e-05,67.4056966897614
"FALSE POSITIVE",7385509,"K00675.01",1.5662163,0,0.05274,123.926526717557
"CANDIDATE",7447200,"K00676.01",13.176663,0,-0.0001321,646.038863976084
"CANDIDATE",7447200,"K00676.02",5.986058,0,-8.511e-05,158.7789228077
"FALSE POSITIVE",7466863,"K00677.01",9.961188,0,-0.0003821,91.2455361973812
"CANDIDATE",7509886,"K00678.01",6.6990597,0,-6.079e-05,16.001555814858
"CANDIDATE",7509886,"K00678.02",10.449078,0,-2.623e-05,18.2106164383562
"CANDIDATE",7515212,"K00679.01",15.538863,0,-2.196e-05,116.942760942761
"CANDIDATE",7515212,"K00679.02",9.1887981,0,4.645e-05,6.58424336973479
"CANDIDATE",7529266,"K00680.01",7.0294938,0,-6.052e-05,430.72319201995
"FALSE POSITIVE",7598128,"K00681.01",35.989526,0,0.0001223,37712.5850340136
"CANDIDATE",7630229,"K00683.01",295.38636,0,-0.0006366,4943.86351128233
"CANDIDATE",7730747,"K00684.01",6.1004129,0,4.069e-05,110.287897393915
"CANDIDATE",7764367,"K00685.01",3.309539,0,-2.922e-05,15.3715586835024
"CANDIDATE",7906882,"K00686.01",104.26284,0,-0.002279,12170.3110145321
"CANDIDATE",7976520,"K00687.01",6.8534036,0,-0.0002972,15.3205723843152
"CANDIDATE",8161561,"K00688.01",4.4227435,0,3.626e-05,9.98225602027883
"CANDIDATE",8361905,"K00689.01",15.506816,0,-0.0001165,55.886524822695
"FALSE POSITIVE",8409588,"K00690.01",4.3362451,0,0.0002725,88.1455531698497
"CANDIDATE",8480285,"K00691.01",21.875177,0,0.0002154,54.0281173594132
"CANDIDATE",8480285,"K00691.02",9.3390532,0,0.000156,10.9590461378953
"CANDIDATE",8557374,"K00692.01",4.4178521,0,-9.564e-05,6.07153965785381
"CANDIDATE",8557374,"K00692.02",20.431103,0,-0.0001433,27.7979027645377
"CANDIDATE",8738735,"K00693.01",9.9850852,0,-4.113e-05,43.0005042864347
"CANDIDATE",8738735,"K00693.02",12.33512,0,-2.275e-05,57.914979757085
"CANDIDATE",8802165,"K00694.01",17.444302,0,0.0001288,129.487559241706
"CANDIDATE",8805348,"K00695.01",28.024925,0,-8.622e-05,130.975682087782
"CANDIDATE",8869680,"K00696.01",3.9929383,0,-0.0002288,12.8302515408962
"CANDIDATE",8878187,"K00697.01",3.1447787,0,0.0002382,9.32274459974587
"FALSE POSITIVE",8891278,"K00698.01",22.645409,0,-0.003918,1057.52265861027
"FALSE POSITIVE",8908102,"K00699.01",5.2850371,0,-0.0006577,233.747044917258
"CANDIDATE",8962094,"K00700.01",37.2491,0,-5.128e-05,194.875742247636
"CANDIDATE",8962094,"K00700.02",10.298526,0,2.581e-05,22.2486910994764
"CANDIDATE",8962094,"K00700.03",20.619366,0,-3.125e-05,15.4326838687028
"CANDIDATE",8962094,"K00700.04",65.708369,0,-0.0001801,34.2320949827652
"CANDIDATE",9002278,"K00701.01",30.296395,0,1.586e-05,104.819990525817
"CANDIDATE",9002278,"K00701.02",8.4796219,0,-5.808e-05,36.4465682015639
"CANDIDATE",9002278,"K00701.03",82.792099,0,4.283e-06,286.790638025008
"CANDIDATE",9002278,"K00701.04",193.63488,0,9.522e-05,108.638838475499
"CANDIDATE",9002278,"K00701.05",12.74195,0,8.053e-05,6.25127087872186
"FALSE POSITIVE",9053112,"K00702.01",2.5625423,0,0,1.79422470274205
"FALSE POSITIVE",9162741,"K00703.01",3.0314819,0,-0.0001235,4.25659050966608
"CANDIDATE",9266431,"K00704.01",21.103729,0,-0.0002095,292.184368737475
"FALSE POSITIVE",9300285,"K00705.01",2.0016647,0,-0.0004259,4.6837416481069
"FALSE POSITIVE",9426071,"K00706.01",31.752781,0,0.00147,5918.90080428954
"CANDIDATE",9458613,"K00707.01",15.759576,0,6.44e-05,77.3056537102474
"CANDIDATE",9458613,"K00707.02",14.834771,0,1.23e-05,193.494299128102
"CANDIDATE",9458613,"K00707.03",13.167727,0,-0.0002561,126.531511679154
"CANDIDATE",9458613,"K00707.04",9.8894185,0,8.762e-05,16.1541367585946
"CANDIDATE",9458613,"K00707.05",5.5221759,0,9.245e-05,3.23760412534708
"CANDIDATE",9530945,"K00708.01",10.735634,0,-1.345e-05,103.398645379777
"CANDIDATE",9530945,"K00708.02",5.3405541,0,7.562e-05,28.2945736434108
"CANDIDATE",9578686,"K00709.01",15.324114,0,0.0002813,279.696087940511
"CANDIDATE",9590976,"K00710.01",6.0400925,0,-3.215e-05,8.9625831787935
"CANDIDATE",9590976,"K00710.02",9.8516403,0,1.73e-05,8.38499506416584
"CANDIDATE",9590976,"K00710.03",5.3727383,0,-8.57e-06,4.38233710285407
"CANDIDATE",9597345,"K00711.01",40.386523,0,-0.0001234,106.561302681992
"CANDIDATE",9597345,"K00711.02",4.1966151,0,-2.059e-05,8.36332291778903
"CANDIDATE",9597345,"K00711.03",68.464934,0,0.0001709,163.639692420359
"FALSE POSITIVE",9640976,"K00712.01",3.8040948,0,0.0004977,4.38448275862069
"FALSE POSITIVE",9640985,"K00713.01",3.6976088,0,0.0007779,8.93021066258679
"CANDIDATE",9702072,"K00714.01",8.8029946,0,-0.0002384,63.3109118086697
"FALSE POSITIVE",9834719,"K00715.01",4.7869436,0,0.0004539,1355.94381637547
"CANDIDATE",9846348,"K00716.01",38.880807,0,-0.0003723,877.029702970297
"CANDIDATE",9873254,"K00717.01",18.164695,0,-9.965e-05,23.7960185437687
"CANDIDATE",9873254,"K00717.02",5.4850082,0,-0.0001018,0.808566108007449
"CANDIDATE",9884104,"K00718.01",5.1106494,0,-6.827e-05,27.1254237288136
"CANDIDATE",9884104,"K00718.02",15.704783,0,-1.763e-05,123.894436519258
"CANDIDATE",9884104,"K00718.03",25.2602,0,0.0001073,186.862244897959
"CANDIDATE",9950612,"K00719.01",21.36368,0,-3.563e-05,89.2318663406683
"CANDIDATE",9950612,"K00719.02",32.218111,0,1.444e-05,195.532950022114
"CANDIDATE",9950612,"K00719.03",9.130783,0,5.917e-05,10.9973924380704
"CANDIDATE",9950612,"K00719.04",19.077688,0,1.27e-05,92.6567481402763
"CANDIDATE",9963524,"K00720.01",10.148659,0,0.0003961,111.109663974993
"CANDIDATE",9963524,"K00720.02",18.543034,0,0.0004243,80.4411764705882
"CANDIDATE",9963524,"K00720.03",47.566579,0,0.0002107,60.202565833896
"CANDIDATE",9963524,"K00720.04",5.7640006,0,0.0002612,11.3716197379426
"CANDIDATE",9964801,"K00721.01",8.4607423,0,0.0001806,27.934350132626
"CANDIDATE",9965439,"K00722.01",25.739328,0,0.0001251,168.845858895706
"CANDIDATE",10002866,"K00723.01",23.211744,0,8.422e-05,357.433808553972
"CANDIDATE",10002866,"K00723.02",9.0456867,0,-0.0001861,53.6081166772353
"CANDIDATE",10002866,"K00723.03",38.085236,0,-3.615e-05,92.4314784053156
"FALSE POSITIVE",10005020,"K00724.01",6.9388905,0,-0.005722,17.6439232409382
"FALSE POSITIVE",10068383,"K00725.01",7.8898519,0,0.003276,407.650809220206
"CANDIDATE",10157573,"K00726.01",5.7563405,0,-0.0009776,52.20703125
"FALSE POSITIVE",10191070,"K00727.01",1.8466535,0,0.002562,0.845436839176405
"CANDIDATE",10221013,"K00728.01",16.031795,0,-6.299e-05,932.351043235104
"FALSE POSITIVE",10225800,"K00729.01",3.9981349,0,-0.001652,22.614571092832
"CANDIDATE",10227020,"K00730.01",4.8008282,0,0.0001189,45.8851113716295
"CANDIDATE",10227020,"K00730.02",5.2729857,0,-0.0004468,35
"CANDIDATE",10227020,"K00730.03",7.2010419,0,0.0001536,6.89238410596027
"CANDIDATE",10227020,"K00730.04",3.2786455,0,4.733e-05,18.4500632111252
"FALSE POSITIVE",10259031,"K00731.01",6.3174851,0,0.01989,47.5793184488837
"CANDIDATE",10265898,"K00732.01",3.0464983,0,-0.0001407,6.26139294926913
"CANDIDATE",10265898,"K00732.02",6.4579065,0,7.938e-05,3.10351341140914
"CANDIDATE",10265898,"K00732.03",5.85415,0,0.0001069,1.91901491830452
"CANDIDATE",10271806,"K00733.01",8.7683477,0,-3.617e-05,88.1196402426271
"CANDIDATE",10271806,"K00733.02",19.013067,0,5.137e-05,31.893856779353
"CANDIDATE",10271806,"K00733.03",4.95497,0,0.000201,7.42577030812325
"CANDIDATE",10271806,"K00733.04",57.349489,0,-0.0005574,18.1627670396745
"CANDIDATE",10272442,"K00734.01",15.615951,0,-0.0001853,110.93690248566
"CANDIDATE",10272442,"K00734.02",54.857495,0,0.0003537,127.409422884147
"CANDIDATE",10287242,"K00735.01",11.888379,0,-0.0004362,229.577843506319
"CANDIDATE",10340423,"K00736.01",25.451013,0,-0.0004108,96.3375970263475
"CANDIDATE",10340423,"K00736.02",8.530436,0,0.000522,16.6600515975392
"FALSE POSITIVE",10345478,"K00737.01",15.933681,0,-5.608e-05,878.419452887538
"CANDIDATE",10358759,"K00738.01",6.6839186,0,0.0001539,49.430303030303
"CANDIDATE",10358759,"K00738.02",6.7591195,0,0.0001774,35.2722558340536
"CANDIDATE",10386984,"K00739.01",3.8174082,0,0.0001706,7.34823977164605
"CANDIDATE",10395381,"K00740.01",23.704596,0,-0.0008703,57.7858081471748
"FALSE POSITIVE",10418797,"K00741.01",33.977747,0,-0.006462,7661.76470588235
"FALSE POSITIVE",10419211,"K00742.01",17.159015,0,1.263e-05,978.361320861039
"FALSE POSITIVE",10464078,"K00743.01",9.223745,0,-0.0003808,1886.96424605818
"FALSE POSITIVE",10480982,"K00744.01",31.057321,0,-0.0005066,2568.35369400814
"FALSE POSITIVE",10480982,"K00744.02",1.9050188,0,0.0003049,1.4018691588785
"FALSE POSITIVE",10485250,"K00745.01",13.419654,0,0.000746,398.869801084991
"CANDIDATE",10526549,"K00746.01",11.699235,0,0.0003377,83.5443037974684
"CANDIDATE",10583066,"K00747.01",19.745168,0,-0.0001748,31.3052781740371
"FALSE POSITIVE",10583180,"K00748.01",2.8016272,0,0.0004651,7.80399473222125
"CANDIDATE",10601284,"K00749.01",6.5797191,0,0.0005461,37.8416935112747
"CANDIDATE",10601284,"K00749.02",4.711102,0,-8.195e-05,11.1569544874521
"CANDIDATE",10601284,"K00749.03",8.0052052,0,-0.0007179,4.99521244763615
"CANDIDATE",10662202,"K00750.01",24.747602,0,-0.0006366,111.120940224946
"CANDIDATE",10662202,"K00750.02",12.015544,0,-6.039e-05,3.91628753412193
"CANDIDATE",10662202,"K00750.03",21.470283,0,0.0006339,8.31090047393365
"CANDIDATE",10682541,"K00751.01",6.1531356,0,1.601e-05,62.0489296636086
"CANDIDATE",10797460,"K00752.01",9.196221,0,-0.0002042,75.3536257833482
"CANDIDATE",10797460,"K00752.02",67.428761,0,0.0006591,51.4976958525346
"FALSE POSITIVE",10811496,"K00753.01",54.880784,0,0.0006529,1215.26071526072
"FALSE POSITIVE",10848459,"K00754.01",3.5315766,0,0.003022,274.522058823529
"CANDIDATE",10854555,"K00755.01",9.0096013,0,7.735e-05,5.11044776119403
"CANDIDATE",10872983,"K00756.01",15.095555,0,3.553e-05,26.3063063063063
"CANDIDATE",10872983,"K00756.02",4.2310563,0,-0.000159,28.2166301969365
"CANDIDATE",10872983,"K00756.03",4.542696,0,-4e-05,1.3998945333099
"CANDIDATE",10910878,"K00757.01",28.299599,0,0.0002628,220.756595321055
"CANDIDATE",10910878,"K00757.02",28.571184,0,0.001115,610.526315789474
"CANDIDATE",10910878,"K00757.03",12.185154,0,0.0004233,14.0204512254504
"CANDIDATE",10987985,"K00758.01",21.609139,0,-2.071e-05,63.7645348837209
"CANDIDATE",11018648,"K00759.01",24.699339,0,0.0007855,444.764795144158
"CANDIDATE",11018648,"K00759.02",72.774002,0,0.0004113,66.9086826347305
"CANDIDATE",11138155,"K00760.01",11.716346,0,0.0001057,2370.33968516984
"FALSE POSITIVE",11152159,"K00761.01",2.3851828,0,-0.006079,17.1052631578947
"CANDIDATE",11153539,"K00762.01",5.1539559,0,-0.00024,7.14627659574468
"FALSE POSITIVE",11242721,"K00763.01",23.3749,0,0.0002051,3042.78812974465
"CANDIDATE",11304958,"K00764.01",28.205711,0,-0.0002218,113.018652455272
"CANDIDATE",11391957,"K00765.01",14.755204,0,-0.0002519,43.9452332657201
"CANDIDATE",11403044,"K00766.01",5.1803508,0,-0.0001224,83.1432718225171
