"koi_disposition","kepid","kepoi_name","tce_dor","tce_sradius_prov","tce_fwm_prao","tce_incl_sn"
"FALSE POSITIVE",6351097,"K02618.01",15.276332,0,0.001178,12.321479374111
"CANDIDATE",8081905,"K02619.01",5.2303637,0,8.492e-05,3.50262237762238
"CANDIDATE",11465950,"K02620.01",20.270504,0,-0.0002615,19.078431372549
"FALSE POSITIVE",9996632,"K02621.01",8.197825,0,-0.001323,12.0397008055236
"FALSE POSITIVE",10527135,"K02622.01",3.4659935,0,-2.691e-05,2.46815889029004
"CANDIDATE",10916600,"K02623.01",5.8456304,0,7.159e-05,4.00196367206676
"CANDIDATE",10916600,"K02623.02",4.5770009,0,1.873e-05,2.82610241820768
"CANDIDATE",8429314,"K02624.01",146.79051,0,-0.0007859,77.0962199312715
"CANDIDATE",9153570,"K02625.01",6.7231906,0,0.000376,3.81594807603153
"CANDIDATE",11768142,"K02626.01",38.734561,0,-0.002383,131.62583518931
"CANDIDATE",6124512,"K02627.01",5.6413664,0,5.159e-05,4.51986569669838
"CANDIDATE",10070468,"K02628.01",2.3983051,0,3.278e-05,1.15285979416231
"FALSE POSITIVE",10031656,"K02629.01",4.4076511,0,-0.002437,14.1071105482178
"CANDIDATE",7584650,"K02631.01",18.309049,0,-7.633e-05,42.3858114674441
"CANDIDATE",11337566,"K02632.01",2.8660649,0,4.375e-06,11.497221314155
"FALSE POSITIVE",11769801,"K02633.01",1.3651023,0,4.904e-05,16.7381974248927
"CANDIDATE",1995519,"K02634.01",23.584722,0,-0.0001855,21.1838306063523
"CANDIDATE",4914566,"K02635.01",11.784091,0,5.738e-05,11.5510973475158
"CANDIDATE",6198182,"K02636.01",4.4210024,0,-2.188e-06,4.04922279792746
"CANDIDATE",9574179,"K02637.01",3.9397328,0,0.0002211,1.72525252525253
"CANDIDATE",6211812,"K02638.01",7.7137451,0,5.929e-05,4.08080313418217
"CANDIDATE",11391755,"K02639.01",12.171123,0,0.0007543,18.0197189007762
"CANDIDATE",8894646,"K02641.01",3.6943624,0,5.418e-05,2.09489655172414
"CANDIDATE",6933567,"K02643.01",8.1511903,0,4.613e-05,4.75411697898921
"FALSE POSITIVE",9993529,"K02644.01",2.6215492,0,-0.0003129,2.51149425287356
"FALSE POSITIVE",11303815,"K02645.01",2.4891932,0,0.001141,1.58245048364809
"FALSE POSITIVE",6044553,"K02646.01",1.7051504,0,-8.607e-05,0.19034795042898
"CANDIDATE",11962284,"K02647.01",40.930099,0,-8.633e-05,0.355713720838276
"FALSE POSITIVE",2573056,"K02648.01",3.4472007,0,-0.001264,2.47504132231405
"CANDIDATE",6842682,"K02649.01",9.2817951,0,-0.0001773,5.54497701904137
"CANDIDATE",8890150,"K02650.01",52.275891,0,-0.0004503,10.237167736022
"CANDIDATE",8890150,"K02650.02",14.833105,0,-0.0004473,7.57443082311734
"FALSE POSITIVE",11752908,"K02651.01",13.46693,0,0.0006802,24.2527441598649
"CANDIDATE",4346178,"K02652.01",8.6120441,0,0.0002225,70.9932088285229
"FALSE POSITIVE",6525193,"K02653.01",1.4463559,0,-0.0009421,5.59071980963712
"CANDIDATE",9664142,"K02654.01",12.180362,0,0.0003108,6.32771260997067
"CANDIDATE",10018233,"K02655.01",28.010052,0,-0.0002925,20.1094640820981
"CANDIDATE",8636539,"K02656.01",3.0144364,0,-8.823e-05,19.2857142857143
"CANDIDATE",9283156,"K02657.01",10.469791,0,7.338e-05,9.61564245810056
"CANDIDATE",8547429,"K02658.01",4.5471883,0,-0.0002056,43.8936049801924
"FALSE POSITIVE",8803882,"K02659.01",3.5915837,0,8.006e-05,35.7645923781959
"CANDIDATE",9893318,"K02660.01",17.801657,0,-0.0004948,20.609640831758
"CANDIDATE",3426367,"K02662.01",7.0063999,0,0.0001363,5.4867197875166
"CANDIDATE",7762723,"K02663.01",10.26544,0,-4.768e-05,5.08641239570918
"CANDIDATE",5562090,"K02664.01",45.248467,0,-0.0005907,32.973674453096
"FALSE POSITIVE",12110786,"K02665.01",3.4552301,0,0.0002358,2.6611071682044
"CANDIDATE",5342061,"K02666.01",18.780209,0,0.0005544,95.3121577217963
"FALSE POSITIVE",3654095,"K02667.01",4.0530909,0,-0.0008025,2.98260533436413
"CANDIDATE",5513012,"K02668.01",1.9566851,0,-2.376e-05,1.85951885951886
"FALSE POSITIVE",11761199,"K02669.01",171.71559,0,0.003514,2110.09174311927
"FALSE POSITIVE",8074805,"K02670.01",70.995502,0,-7.636e-05,17256.4152035501
"FALSE POSITIVE",2437505,"K02671.01",70.163478,1,0.00895,-89.92
"CANDIDATE",11253827,"K02672.01",42.860656,0,6.596e-05,924.028268551237
"CANDIDATE",11253827,"K02672.02",52.545541,0,-8.369e-05,4357.14285714286
"FALSE POSITIVE",10747445,"K02673.01",11.669603,0,-0.005871,439.54802259887
"CANDIDATE",8022489,"K02674.01",88.530803,0,-0.0002613,3715.53156146179
"CANDIDATE",8022489,"K02674.02",2.1443781,0,8.886e-06,2.42771084337349
"CANDIDATE",8022489,"K02674.03",6.3439747,0,-2.484e-06,5.62345679012346
"CANDIDATE",5794570,"K02675.01",9.0600821,0,0,85.0120870265915
"CANDIDATE",5794570,"K02675.02",2.7812214,0,0,4.70681667769689
"FALSE POSITIVE",5649325,"K02676.01",33.302842,0,-0.003844,1538.16727525648
"CANDIDATE",9958387,"K02677.01",76.969074,0,-0.0001106,4107.17571297148
"CANDIDATE",6779260,"K02678.01",9.9302363,0,1.134e-05,72.4786324786325
"CANDIDATE",6779260,"K02678.02",6.9231249,0,-4.097e-05,9.0386510456586
"CANDIDATE",6716021,"K02679.01",78.140856,0,-0.0006004,10393.2518906341
"FALSE POSITIVE",8326342,"K02680.01",20.516315,0,0.0002609,265.843997562462
"CANDIDATE",6878240,"K02681.01",113.84177,0,0.002281,1744.88802336904
"CANDIDATE",6878240,"K02681.02",101.25161,0,8.139e-05,8.36685288640596
"FALSE POSITIVE",2436378,"K02682.01",22.01202,1,-0.01122,96.4254289485262
"CANDIDATE",7899070,"K02683.01",58.49513,0,-0.001346,202.573363431151
"FALSE POSITIVE",4035667,"K02684.01",7.3175284,0,-0.001759,25.0922844175492
"FALSE POSITIVE",9612825,"K02685.01",2.6225171,0,0,15.9257561869844
"CANDIDATE",7826659,"K02686.01",211.13605,0,-0.0001818,491.575492341357
"CANDIDATE",7202957,"K02687.01",2.9889134,0,0,10.7843429081709
"CANDIDATE",7202957,"K02687.02",8.680624,0,0,28.5660890248046
"CANDIDATE",8892303,"K02688.01",38.687161,0,-0.001677,1.12236497442934
"CANDIDATE",10265602,"K02689.01",217.20619,0,-0.0003354,3281.53564899452
"CANDIDATE",5369827,"K02690.01",12.608928,0,-8.626e-06,26.1662606577345
"CANDIDATE",4552729,"K02691.01",41.142871,0,0.0003538,1262.27408566956
"FALSE POSITIVE",2989706,"K02692.01",4.6524908,0,-4.618e-05,10.1847306549541
"CANDIDATE",5185897,"K02693.01",6.7164929,0,6.164e-06,9.67492078394555
"CANDIDATE",5185897,"K02693.02",17.038154,0,-9.099e-06,15.9512106317131
"CANDIDATE",5185897,"K02693.03",12.33596,0,-0.0001183,15.3004100552683
"CANDIDATE",9475552,"K02694.01",2.151467,0,2.814e-05,2.66625816993464
"CANDIDATE",9475552,"K02694.02",13.748832,0,0.0003502,12.8882915173238
"CANDIDATE",5196864,"K02695.01",4.9680986,0,-0.000252,22.2307039864292
"CANDIDATE",11071200,"K02696.01",46.391172,0,-0.0001754,465.847280334728
"CANDIDATE",11071200,"K02696.02",21.051624,0,4.371e-05,149.845995893224
"FALSE POSITIVE",6627507,"K02697.01",4.2054767,0,-0.005844,23.6023500309215
"CANDIDATE",5128673,"K02698.01",28.870487,0,-4.703e-05,257.438136826783
"CANDIDATE",6690836,"K02699.01",1.9239795,0,-2.482e-05,2.37042682926829
"CANDIDATE",8639908,"K02700.01",2.0806542,0,0.0003246,3.25429726996967
"FALSE POSITIVE",5481148,"K02701.01",42.736552,0,-0.005793,515.389082462253
"FALSE POSITIVE",6307063,"K02702.01",22.192895,0,-0.003955,63.7709700948213
"CANDIDATE",5871985,"K02703.01",97.765758,0,-0.000206,1503.6974789916
"CANDIDATE",9730163,"K02704.01",19.673287,0,-0.0003446,37.1464753060363
"CANDIDATE",9730163,"K02704.02",17.035684,0,-0.0005394,3.82223183391003
"CANDIDATE",11453592,"K02705.01",11.239676,0,-0.0004151,21.2040714995035
"CANDIDATE",9697131,"K02706.01",2.4419264,0,-5.069e-05,10.0190504103165
"CANDIDATE",5480640,"K02707.01",50.347756,0,0.0002936,99.553122556139
"CANDIDATE",5480640,"K02707.02",35.29687,0,-0.0003734,46.4341898269533
"CANDIDATE",5480640,"K02707.03",15.78943,0,8.308e-05,9.39967550027042
"CANDIDATE",5175986,"K02708.01",1.7410242,0,-9.929e-05,0.600459981600736
"FALSE POSITIVE",4180401,"K02709.01",10.173065,0,0.001701,77.780847145488
"FALSE POSITIVE",6350476,"K02710.01",2.7528334,0,0.006933,2.62010347376201
"CANDIDATE",5272233,"K02711.01",9.9544492,0,-0.0001491,21.2078019504876
"CANDIDATE",5272233,"K02711.02",15.447901,0,4.778e-05,24.790950744559
"CANDIDATE",11098013,"K02712.01",4.7211796,0,-0.0001676,25.4695062923524
"FALSE POSITIVE",5443604,"K02713.01",10.416448,0,-0.06457,43.8433609958506
"CANDIDATE",12206313,"K02714.01",7.6053862,0,-6.962e-05,15.7242026266417
"CANDIDATE",12206313,"K02714.02",11.025197,0,-2.799e-05,119.382456140351
"CANDIDATE",12206313,"K02714.03",68.284177,0,9.402e-05,165.217391304348
"CANDIDATE",9837661,"K02715.01",24.874495,0,0.002879,134.706331045004
"CANDIDATE",9837661,"K02715.02",4.974498,0,-0.0005966,20.6818771065595
"CANDIDATE",9837661,"K02715.03",11.495801,0,0.0003928,5.80228648285138
"CANDIDATE",9092504,"K02716.01",2.1635565,0,-3.894e-05,1.76286715171113
"CANDIDATE",9092504,"K02716.02",12.221241,0,-0.0003368,6.19105984138428
"CANDIDATE",9467404,"K02717.01",2.2011988,0,2.541e-05,3.3195564516129
"FALSE POSITIVE",5308666,"K02718.01",1.7577112,0,0.0002706,1.47540574282147
"CANDIDATE",5184911,"K02719.01",9.7315824,0,1.074e-05,10.1986994219653
"CANDIDATE",5184911,"K02719.02",66.343703,0,0.0002338,83.4205607476636
"CANDIDATE",8176564,"K02720.01",6.2996655,0,-0.0001076,10.8674827035657
"CANDIDATE",6587105,"K02721.01",22.754752,0,-0.0001787,94.2243692968331
"CANDIDATE",7673192,"K02722.01",5.9237726,0,6.672e-06,10.8998256671584
"CANDIDATE",7673192,"K02722.02",4.5457827,0,-2.096e-05,5.18181818181818
"CANDIDATE",7673192,"K02722.03",9.2735648,0,2.732e-05,14.053919121318
"CANDIDATE",7673192,"K02722.04",7.9015616,0,2.553e-05,8.63975155279503
"CANDIDATE",7673192,"K02722.05",13.879275,0,-6.323e-05,8.06355140186916
"CANDIDATE",3346154,"K02723.01",8.5253825,0,4.096e-05,10.6825417038075
"FALSE POSITIVE",5308387,"K02724.01",1.4140383,0,8.663e-05,1.45179856115108
"FALSE POSITIVE",6233573,"K02725.01",2.91116,0,-3.415e-05,2.46691806650668
"FALSE POSITIVE",10363281,"K02726.01",1.7843106,0,-0.005259,2.13528990694345
"FALSE POSITIVE",4861527,"K02727.01",5.5167121,0,0.01285,20.6167400881057
"CANDIDATE",4178606,"K02728.01",25.549467,0,0.0001039,213.562605957859
"CANDIDATE",12008872,"K02729.01",6.3325312,0,-0.0001229,79.7055937193327
"CANDIDATE",8415200,"K02730.01",5.430617,0,-3.373e-05,4.56507042253521
"FALSE POSITIVE",4072333,"K02731.01",3.6521301,0,-0.00287,3.24882024882025
"CANDIDATE",9886361,"K02732.01",2.9341733,0,8.677e-05,15.8433734939759
"CANDIDATE",9886361,"K02732.02",6.293314,0,1.573e-05,15.0312155710613
"CANDIDATE",9886361,"K02732.03",35.851763,0,0.000113,54.0720390720391
"CANDIDATE",9886361,"K02732.04",28.013119,0,0.0001112,13.7106528143898
"CANDIDATE",5953297,"K02733.01",7.9219635,0,8.98e-05,8.65753708890964
"CANDIDATE",7659389,"K02734.01",15.508101,0,-7.14e-07,6.22633451957295
"CANDIDATE",9472074,"K02735.01",2.4836182,0,-7.433e-05,2.06336336336336
"CANDIDATE",10842192,"K02736.01",15.987262,0,2.511e-05,28.4446627373936
"FALSE POSITIVE",6614629,"K02737.01",1.7089147,0,-0.0001216,2.5631880228974
"FALSE POSITIVE",6630943,"K02738.01",1.6400403,0,-0.001382,0.973358542454452
"CANDIDATE",4831728,"K02739.01",9.2702939,0,0.0002051,17.3275862068966
"CANDIDATE",4831728,"K02739.02",7.369343,0,0.0001314,2.51968740607154
"FALSE POSITIVE",3336765,"K02740.01",3.8186724,0,0.0001518,3.26755136986301
"FALSE POSITIVE",5513893,"K02741.01",1.5091399,0,8.098e-06,1.35880182331235
"CANDIDATE",5980208,"K02742.01",3.2075605,0,0,2.11957459039954
"CANDIDATE",8095441,"K02743.01",24.996515,0,-0.0001014,15.2133356365521
"CANDIDATE",5881813,"K02744.01",79.335639,0,0.00068,231.512169860176
"CANDIDATE",5881813,"K02744.02",20.970815,0,-0.0004243,6.32129963898917
"CANDIDATE",12456601,"K02745.01",10.789033,0,-2.405e-06,85.9280226445613
"FALSE POSITIVE",5302643,"K02746.01",39.820283,0,0.0101,152.034334763948
"CANDIDATE",6586746,"K02747.01",5.665774,0,-0.0002269,40.1100550275138
"CANDIDATE",9962455,"K02748.01",8.2900571,0,0.000223,31.225782414307
"CANDIDATE",9962455,"K02748.02",13.206622,0,9.203e-05,5.63789746917586
"FALSE POSITIVE",8687088,"K02749.01",2.1337707,0,-0.0001741,2.8983504235399
"CANDIDATE",3663173,"K02750.01",79.342233,0,0.001717,164.47175348496
"CANDIDATE",9881077,"K02751.01",29.017603,0,-0.0007563,146.754327563249
"FALSE POSITIVE",5717567,"K02752.01",4.931712,0,-0.0003768,8.07907307653217
"CANDIDATE",6265792,"K02753.01",2.2360288,0,1.982e-05,1.50363967242948
"CANDIDATE",10905911,"K02754.01",6.6182213,0,8.039e-05,1.37661315706641
"CANDIDATE",3545135,"K02755.01",11.970458,0,-2.18e-05,9.1246938558194
"CANDIDATE",6964929,"K02756.01",1.5105614,0,1.503e-05,0.842006269592476
"CANDIDATE",6432345,"K02757.01",192.99758,0,0.0002652,194.372294372294
"CANDIDATE",8703129,"K02758.01",76.6409,0,1.548e-05,510.769230769231
"CANDIDATE",11076400,"K02759.01",3.6470136,0,-7.376e-05,2.10247153568453
"CANDIDATE",7877978,"K02760.01",47.426289,0,0.0005501,273.140749846343
"FALSE POSITIVE",7903086,"K02761.01",4.2547144,0,0.01027,3.89964877069744
"CANDIDATE",8210018,"K02762.01",123.15751,0,-0.000662,81.2398190045249
"FALSE POSITIVE",3834322,"K02763.01",3.645806,0,-0.0001304,2.29720704310868
"CANDIDATE",10073672,"K02764.01",4.8130672,0,0.0001657,5.85587583148559
"FALSE POSITIVE",11188249,"K02765.01",1.2844065,0,0.0001256,3.38642297650131
"FALSE POSITIVE",4677282,"K02766.01",1.5223295,0,-0.004644,2.67609903991915
"FALSE POSITIVE",5097470,"K02767.01",1.4249439,0,0.0004283,1.73397435897436
"FALSE POSITIVE",9692128,"K02769.01",2.6951915,0,0.0001186,2.06325036603221
"CANDIDATE",10917043,"K02770.01",143.38906,0,-0.001156,140.482154038823
"FALSE POSITIVE",11456382,"K02771.01",1.8756398,0,0.007557,2.99852652259332
"FALSE POSITIVE",11966253,"K02772.01",2.107816,0,0.0006528,1.02469917669411
"FALSE POSITIVE",3130548,"K02773.01",3.2814682,0,6.711e-06,2.79547169811321
"FALSE POSITIVE",9593757,"K02774.01",3.6948091,1,-0.07226,17.9563444471096
"CANDIDATE",6346809,"K02775.01",21.705047,0,-0.0004748,50.3456221198157
"FALSE POSITIVE",4275117,"K02776.01",6.1135794,0,0.001961,0.911943108136373
"FALSE POSITIVE",6545051,"K02777.01",2.5016382,0,0.001657,1.25162838532739
"CANDIDATE",7769819,"K02778.01",4.4510406,0,0.0001991,3.9396074484147
"CANDIDATE",11874577,"K02779.01",28.993515,0,0.0007362,15.1089176310415
"CANDIDATE",12164564,"K02780.01",6.0819168,0,0.0003018,4.97076735688185
"FALSE POSITIVE",8190354,"K02781.01",3.6843559,0,-0.0001602,4.65724381625442
"FALSE POSITIVE",10275805,"K02782.01",47.920541,0,-0.03332,157.036775106082
"CANDIDATE",5709889,"K02783.01",1.861017,0,-0.0003071,1.41767640769779
"FALSE POSITIVE",3119256,"K02784.01",6.2619993,0,-0.0003134,7.55874190564292
"CANDIDATE",10001368,"K02785.01",6.6463942,0,5.139e-05,6.59015091342335
"CANDIDATE",9466429,"K02786.01",23.419766,0,-4.916e-05,53.3758348512447
"FALSE POSITIVE",4365442,"K02787.01",2.0578197,0,-0.00372,1.73050026896181
"FALSE POSITIVE",9943435,"K02788.01",2.1702738,0,-0.0003976,1.64531524742527
"CANDIDATE",8885643,"K02789.01",4.79513,0,2.484e-05,6.28252194732642
"CANDIDATE",5652893,"K02790.01",14.47691,0,0.0003161,15.800731261426
"CANDIDATE",11662184,"K02791.01",11.861135,0,8.603e-05,94.5496842804919
"CANDIDATE",11127479,"K02792.01",2.698617,0,-3.118e-05,3.58912386706949
"CANDIDATE",9823519,"K02793.01",18.95641,0,-0.001664,5.05170454545454
"CANDIDATE",9823519,"K02793.02",4.6749976,0,0.0006383,9.05231757687013
"FALSE POSITIVE",5428668,"K02794.01",9.2201213,0,0.002942,0.636156583629893
"FALSE POSITIVE",5041569,"K02795.01",1.7439574,0,0.0006762,3.22822491730981
"CANDIDATE",11246161,"K02796.01",4.800824,0,3.476e-06,3.05465742879138
"CANDIDATE",10604521,"K02797.01",3.5467293,0,8.86e-05,2.02329113924051
"CANDIDATE",6697756,"K02798.01",2.95224,0,-1.092e-06,2.07339449541284
"FALSE POSITIVE",5649833,"K02799.01",1.597735,0,0.0001918,1.26006331976481
"FALSE POSITIVE",10518399,"K02800.01",2.4428429,0,-3.545e-05,2.49082232011747
"CANDIDATE",5905822,"K02801.01",5.1862445,0,3.813e-05,6.46731234866828
"CANDIDATE",5775129,"K02802.01",7.5330955,0,-0.0001479,3.28774142688214
"CANDIDATE",9898447,"K02803.01",3.6055007,0,3.97e-05,3.33289473684211
"FALSE POSITIVE",5307568,"K02804.01",2.9318307,0,-0.001403,2.08874709976798
"CANDIDATE",11135308,"K02805.01",2.8499561,0,6.647e-05,2.56994261119082
"CANDIDATE",7047824,"K02806.01",34.007829,0,-0.0006451,22.7449974345818
"CANDIDATE",2985587,"K02807.01",9.5946142,0,0.00016,8.34418145956607
"FALSE POSITIVE",3730335,"K02808.01",2.8729484,0,0.0003101,5.19651921682379
"FALSE POSITIVE",7428316,"K02809.01",8.9056522,0,-0.007662,98.598516075845
"FALSE POSITIVE",10275766,"K02810.01",1.248999,0,0.0003025,0.505723204994797
"CANDIDATE",6370120,"K02811.01",3.1889029,0,0,1.28783902012248
"CANDIDATE",2442448,"K02812.01",42.3971,0,-0.0003437,62.2813156053184
"CANDIDATE",11197853,"K02813.01",2.4289856,0,-4.64e-05,1.99066511085181
"FALSE POSITIVE",4479633,"K02814.01",3.4686866,0,0.0002231,2.07590027700831
"FALSE POSITIVE",9665922,"K02815.01",1.7256158,0,5.075e-05,1.06297365571996
"CANDIDATE",11283615,"K02816.01",6.5907057,0,-1.679e-05,1.94275411313951
"CANDIDATE",7605093,"K02817.01",5.807248,0,0.0001296,0.69688995215311
"FALSE POSITIVE",4952341,"K02818.01",1.125941,0,0,8.45118809046665
"FALSE POSITIVE",4270565,"K02819.01",17.988606,0,0.01943,7.85522788203753
"CANDIDATE",11963206,"K02820.01",4.6951872,0,-0.0002336,2.73287197231834
"CANDIDATE",4249611,"K02821.01",92.236945,0,0.0005765,54.3420254699818
"CANDIDATE",8263545,"K02822.01",6.7107157,0,0,7.60720887245841
"FALSE POSITIVE",10341917,"K02823.01",1.3004384,0,-0.0008552,1.16953949060972
"FALSE POSITIVE",3241604,"K02824.01",51.802784,0,0.0112,525.088547815821
"FALSE POSITIVE",9591070,"K02825.01",1.4829749,0,7.924e-05,0.58716148445336
"FALSE POSITIVE",8227661,"K02826.01",3.2091366,2,0.004771,2.30860719874804
"CANDIDATE",7428736,"K02827.01",11.419416,0,-1.428e-05,6.56015325670498
"CANDIDATE",6436029,"K02828.01",45.512124,0,-0.001129,178.805549969837
"CANDIDATE",6436029,"K02828.02",315.17951,0,0.001661,317.857142857143
"CANDIDATE",6197215,"K02829.01",34.777031,0,-7.33e-05,23.2745923198317
"CANDIDATE",9244508,"K02830.01",21.737926,0,2.208e-05,30.4628670120898
"FALSE POSITIVE",9692557,"K02831.01",2.6477681,0,0.0003505,4.37492202121023
"CANDIDATE",9995402,"K02832.01",5.1793619,0,-3.536e-05,3.31814415907208
"CANDIDATE",9109857,"K02833.01",4.5877212,0,2.359e-05,4.42961711711712
"CANDIDATE",5609593,"K02834.01",139.80364,0,0.0008043,101.321436638807
"CANDIDATE",5436338,"K02835.01",16.907786,0,-0.0002932,21.7865196692558
"CANDIDATE",11414465,"K02836.01",4.7672582,0,6.56e-05,4.28741865509761
"CANDIDATE",11565924,"K02837.01",7.8265531,0,6.883e-05,16.3405088062622
"CANDIDATE",6607357,"K02838.01",6.4877785,0,9.321e-06,5.01772616136919
"CANDIDATE",6607357,"K02838.02",4.5925326,0,3.367e-05,3.017604286261
"CANDIDATE",6186964,"K02839.01",11.391816,0,-0.0008424,3.99087591240876
"CANDIDATE",6467363,"K02840.01",4.0165871,0,0.0001272,2.42969487260145
"CANDIDATE",6467363,"K02840.02",7.3996428,0,-0.0001176,2.98815931108719
"CANDIDATE",8758204,"K02841.01",59.51268,0,0.0006367,287.762350661931
"CANDIDATE",8733898,"K02842.01",16.488014,0,0.0002199,21.2777242044359
"CANDIDATE",8733898,"K02842.02",21.726668,0,4.204e-05,10.0807093327271
"CANDIDATE",8733898,"K02842.03",19.951021,0,-0.0003719,34.5494071146245
"FALSE POSITIVE",4858610,"K02844.01",3.7162994,0,-0.001895,2.15367167564502
"CANDIDATE",10591855,"K02845.01",3.5312957,0,-0.0004474,1.71136363636364
"FALSE POSITIVE",4832175,"K02846.01",2.5312287,0,-0.001097,1.10090720993156
"FALSE POSITIVE",12935144,"K02847.01",2.3094611,0,-0.001922,1.0271056661562
"CANDIDATE",7749773,"K02848.01",8.7369747,0,-5.99e-05,12.032904148784
"CANDIDATE",10064256,"K02849.01",7.1085113,0,-0.0003529,4.53896816684962
"FALSE POSITIVE",4075015,"K02850.01",2.9276232,0,-0.0005951,0.938076252180414
"CANDIDATE",6697605,"K02851.01",7.6711681,0,4.522e-05,5.33248081841432
"CANDIDATE",6697605,"K02851.02",5.228099,0,3.044e-05,2.49485783424077
"CANDIDATE",6294819,"K02852.01",1.5099879,0,-0.0002192,0.714362344106209
"CANDIDATE",12602314,"K02853.01",4.0679755,0,0.0001266,2.07294180745508
"FALSE POSITIVE",5513866,"K02854.01",1.9590784,1,0.0002206,0.347216133274879
"CANDIDATE",4547603,"K02855.01",4.4897467,0,-5.185e-05,2.39597315436242
"CANDIDATE",5688910,"K02856.01",18.718501,0,-0.0001984,54.6712586098936
"CANDIDATE",6345732,"K02857.01",15.58613,0,0.0001259,20.5914489311164
"CANDIDATE",6345732,"K02857.02",5.8310098,0,3.622e-05,3.93843916626272
"FALSE POSITIVE",6185496,"K02858.01",2.6412765,0,0.0008152,1.52116344692859
"CANDIDATE",10397751,"K02859.01",5.4679939,0,4.119e-05,3.09227220299885
"CANDIDATE",10397751,"K02859.02",3.8495087,0,1.783e-05,1.93208785660187
"CANDIDATE",10397751,"K02859.03",8.0357969,0,-2.853e-06,3.62353959324968
"CANDIDATE",10397751,"K02859.04",7.2588131,0,7.022e-05,3.93169144981413
"CANDIDATE",10397751,"K02859.05",6.5984062,0,-8.63e-05,2.80665987088005
"CANDIDATE",6606438,"K02860.01",103.56749,0,-0.001552,109.258355696511
"FALSE POSITIVE",7815931,"K02861.01",2.7575508,0,-7.555e-05,9.31870203312239
"CANDIDATE",6679295,"K02862.01",58.011348,0,-0.0003351,25.1692047377327
"FALSE POSITIVE",3241557,"K02863.01",3.1794385,0,-4.062e-05,1.36759549732423
"FALSE POSITIVE",3957082,"K02864.01",1.1576358,0,-0.002497,3.09863460362747
"CANDIDATE",8681833,"K02865.01",2.5407149,0,1.026e-05,1.32329967612879
"CANDIDATE",4138951,"K02866.01",2.6113501,0,2.855e-05,1.47631080227416
"FALSE POSITIVE",9899181,"K02867.01",1.7759038,0,-1.003e-06,1.63056815150707
"FALSE POSITIVE",9899181,"K02867.02",3.6674514,0,2.212e-06,3.46335190741535
"CANDIDATE",8884274,"K02868.01",19.672338,0,9.76e-05,11.0819340992299
"CANDIDATE",7767162,"K02869.01",2.6499557,0,5.882e-05,3.24988409828465
"FALSE POSITIVE",4861791,"K02870.01",2.3999154,0,-0.00215,1.86042692939245
"CANDIDATE",10793172,"K02871.01",11.986475,0,-0.0001462,8.30329457364341
"CANDIDATE",10793172,"K02871.02",10.302264,0,0.0001971,3.33720930232558
"FALSE POSITIVE",7136729,"K02872.01",2.3242888,0,-0.0007574,27.4883720930233
"FALSE POSITIVE",6364276,"K02873.01",1.2273592,0,0.0003524,6.36875439831105
"CANDIDATE",9149789,"K02874.01",4.6067694,0,2.011e-05,2.35226314309812
"FALSE POSITIVE",12170648,"K02875.01",2.9451315,0,0,2.35760940561724
"FALSE POSITIVE",4367854,"K02876.01",14.31853,0,0.0003169,4.14224751066856
"FALSE POSITIVE",4367854,"K02876.02",1.0915051,0,5.367e-05,0.456423841059603
"CANDIDATE",7019524,"K02877.01",3.1254977,0,6.53e-06,15.1636747624076
"CANDIDATE",5106313,"K02878.01",8.6943949,0,-5.835e-05,3.80261969286359
"FALSE POSITIVE",7051984,"K02879.01",5.2750071,0,-7.693e-05,0.178402722177742
"CANDIDATE",9825174,"K02880.01",2.4219999,0,-0.0001053,1.08808042125419
"FALSE POSITIVE",7812455,"K02881.01",4.1404913,0,0.001124,4.2561847168774
"FALSE POSITIVE",5642620,"K02882.01",5.8225373,0,6.741e-05,3.30787589498807
"FALSE POSITIVE",5642620,"K02882.02",3.3508733,0,-3.107e-05,1.82118226600985
"CANDIDATE",5209845,"K02883.01",18.832483,0,0.0001793,20.9315134099617
"FALSE POSITIVE",9652649,"K02884.01",2.6621127,0,0.0002864,1.42851500789889
"FALSE POSITIVE",11100670,"K02885.01",23.751669,0,-0.001498,8.3719165085389
"CANDIDATE",6129524,"K02886.01",4.6801655,0,-0.0001242,2.69559500328731
"FALSE POSITIVE",3859363,"K02887.01",2.5291627,0,0.003817,1.81664910432034
"FALSE POSITIVE",12023078,"K02888.01",2.4435101,0,-0.006631,3.64498933901919
"FALSE POSITIVE",6364162,"K02889.01",1.2085203,0,0.0001931,9.00743780456527
"CANDIDATE",7463685,"K02890.01",7.2931452,0,0.0001414,5.47989452867502
"FALSE POSITIVE",10068024,"K02891.01",4.9610554,0,-0.0005536,3.51679929266136
"FALSE POSITIVE",9636563,"K02892.01",9.6067763,0,0.02825,17.5586952004987
"FALSE POSITIVE",9520443,"K02893.01",3.8569929,0,0.01147,2.1649688737974
"CANDIDATE",6937402,"K02894.01",8.1434527,0,0.0002956,4.48136315228967
"FALSE POSITIVE",5475641,"K02895.01",1.2378693,0,0.02091,1.04372670807453
"FALSE POSITIVE",2853828,"K02896.01",2.4833543,0,4.941e-05,3.08719101123596
"FALSE POSITIVE",5817986,"K02897.01",2.0194833,0,0.02588,1.40571049136786
"CANDIDATE",11129258,"K02898.01",37.451757,0,-0.0002476,18.4377593360996
