"koi_disposition","kepid","kepoi_name","tce_time0bk","tce_ldm_coeff2","tce_ldm_coeff3","tce_robstat","tce_dof1","tce_sma","tce_smet_prov","tcet_period","tcet_time0bk","tcet_time0","tce_maxmes","boot_fap","boot_messtd","tce_rb_tcount0","tce_fwm_prao","tce_time0bk_sn","tce_sma_sn","tce_fwm_sra_sn"
"CANDIDATE",8890150,"K02650.02",136.194,0.470028,-0.201537,9.319,1656,0.05811,40,7.05431,136.188,2454970,3.048,1.612e-18,1.0367,179,-0.0004473,36825.7109946625,14.0975254730713,594755.106382979
"FALSE POSITIVE",11752908,"K02651.01",132.313,-0.0773948,0.7457468,18.8,1233,0.06202,5,6.38319,132.3,2454970,3.134,1.2944e-66,1.0247,128,0.0006802,56647.3864701828,7.85460992907801,2269163.52800954
"CANDIDATE",4346178,"K02652.01",143.759,-0.3988388,1.0296868,17.7,756,0.1201,25,16.1287,143.779,2454980,3.167,8.4195e-59,1.048,82,0.0002225,24356.0659326137,5.31180893409996,1017026.09625668
"FALSE POSITIVE",6525193,"K02653.01",131.624,-0.1793336,0.6940652,18.6,6867,0.02917,5,1.71028,131.621,2454960,2.954,6.9846e-69,1.0335,747,-0.0009421,50269.058467226,4.90912150790979,1141203.62573099
"CANDIDATE",9664142,"K02654.01",140.653,0.2834042,0.1405322,12.27,711,0.1109,5,13.5632,140.651,2454970,2.444,9.2432e-39,1.0296,75,0.0003108,19547.1386601219,4.11045218680504,734170.444444444
"CANDIDATE",10018233,"K02655.01",133.905,-0.3160276,0.9245336,13.96,702,0.1229,25,16.2959,133.91,2454970,2.429,1.3387e-45,1.0006,78,-0.0002925,35603.6575476138,9.0768094534712,828350.801687764
"CANDIDATE",8636539,"K02656.01",138.073,0.8396128,-0.673101,13.37,1755,0.07267,5,6.77371,138.07,2454970,3.636,6.154e-41,1.0252,187,-8.823e-05,17246.664285054,3.9048898441698,861734.017467249
"CANDIDATE",9283156,"K02657.01",132.85,-0.0376128,0.6328488,13.82,2295,0.05553,22,5.22405,132.848,2454970,3.418,1.1117e-38,1.0273,234,7.338e-05,37389.8848892516,11.148363782373,816627.782426778
"CANDIDATE",8547429,"K02658.01",140.622,-0.0170944,0.5121796,16.09,1017,0.1016,25,11.6599,140.639,2454970,2.734,3.5552e-62,1.0164,110,-0.0002056,19497.6602308572,7.12482468443198,949337.164179104
"FALSE POSITIVE",8803882,"K02659.01",170.13,-0.5729412,1.2282336,12.63,99,0.4287,22,89.5943,170.474,2455000,4.106,3.213e-28,1.0578,16,8.006e-05,2485.50015339888,4.21948818897638,2344006.41975309
"CANDIDATE",9893318,"K02660.01",145.243,0.7152016,-0.4947856,14.56,306,0.1369,5,18.0164,145.232,2454980,2.669,8.9626e-44,1.0276,33,-0.0004948,28153.2151455121,3.70701326834552,891538.03652968
"CANDIDATE",3426367,"K02662.01",133.315,0.5612114,-0.2353996,19.03,5616,0.02499,40,2.10434,133.317,2454970,2.835,3.4462e-59,1.0303,588,0.0001363,153542.187102295,9.56006120887529,1296727.82312925
"CANDIDATE",7762723,"K02663.01",139.526,0.2640888,0.2248412,10.06,1143,0.08714,5,9.8875,139.52,2454970,2.373,1.5849e-26,1.0236,110,-4.768e-05,20662.7432047792,4.55039164490862,765233.307392996
"CANDIDATE",5562090,"K02664.01",143.829,-0.367846,1.0734068,13.72,378,0.1679,5,28.8431,143.823,2454980,3.063,4.3586e-39,1.0038,44,-0.0005907,29344.3532690526,10.2378048780488,803052.943548387
"FALSE POSITIVE",12110786,"K02665.01",131.841,0.4534344,-0.12064,12.56,10660,0.02139,5,1.11221,131.845,2454960,2.797,8.3078e-23,1.038,1149,0.0002358,92547.2770921956,3.83952611739365,753308.565891473
"CANDIDATE",5342061,"K02666.01",159.04,0.6012116,-0.1957122,12.78,144,0.2925,5,64.0344,159.046,2454990,3.31,4.4549e-38,1.0387,15,0.0005544,11373.8110562826,5.19815176826017,779477.037037037
"FALSE POSITIVE",3654095,"K02667.01",131.772,0.4930564,-0.1680984,18.88,7317,0.02365,5,1.30358,131.77,2454960,2.207,2.3975e-66,1.0194,764,-0.0008025,135264.807868788,3.92075596816976,1231135.28301887
"CANDIDATE",5513012,"K02668.01",132.18,-0.398877,1.0241526,32.79,13470,0.01483,25,0.679334,132.18,2454970,3.189,5.8076e-205,1.0517,1391,-2.376e-05,234991.262051347,9.40393151553583,2795863.81093058
"FALSE POSITIVE",11761199,"K02669.01",141.659,0.648162,-0.3210924,1326,63,0.6834,5,213.606,141.669,2454970,99.26,0,1.4053,6,0.003514,399972.329828445,4.6904598490048,61146555.2050473
"FALSE POSITIVE",8074805,"K02670.01",299.666,0.4060436,-0.0471778,861.6,63,0.6153,30,170.865,299.659,2455130,45.08,0,1.3559,8,-7.636e-05,501964.870197961,6.10416666666667,51903180.0554017
"FALSE POSITIVE",2437505,"K02671.01",149.261,0.1043987,0.3852545,206.5,324,0.1512,13,21.4763,149.265,2454980,8.41,-1,-1,35,0.00895,-149.261,-0.1512,328500407.470289
"CANDIDATE",11253827,"K02672.01",162.505,-0.12295,0.6953788,68.47,270,0.2335,22,42.9933,162.487,2455000,7.713,0,1.3383,30,6.596e-05,213289.14555716,8.59720176730486,11821668.8622754
"CANDIDATE",11253827,"K02672.02",182.679,-0.12295,0.6953788,52.3,63,0.3778,22,88.5171,182.632,2455020,2.973,2.696e-274,1.8195,14,-8.369e-05,190805.003488571,8.59417652411283,20935514.3160127
"FALSE POSITIVE",10747445,"K02673.01",134.891,0.013934,0.51251,467.4,1143,0.0538,5,4.59361,134.887,2454970,17.36,0,1.0269,125,-0.005871,772284.086680216,4.00297619047619,127121923.076923
"CANDIDATE",8022489,"K02674.01",272.387,-0.0296576,0.564224,118.9,63,0.6708,22,197.511,272.388,2455110,4.994,0,1.3808,7,-0.0002613,183919.757462813,4.62620689655172,7426956.15384615
"CANDIDATE",8022489,"K02674.02",133.012,-0.0296576,0.564224,20.2,4572,0.03678,22,2.53572,133.019,2454970,3.13,2.459e-76,1.0814,458,8.886e-06,54263.1484473165,4.62757926522396,1262096.66666667
"CANDIDATE",8022489,"K02674.03",140.011,-0.0296576,0.564224,12.38,846,0.09885,22,11.1724,140.018,2454970,2.133,4.5052e-31,1.0901,96,-2.484e-06,17458.1442702508,4.62780898876404,865923.049327354
"CANDIDATE",5794570,"K02675.01",132.491,0.006531,0.5170688,75.84,2160,0.06025,22,5.4483,132.493,2454970,4.011,0,1.091,234,0,449721.153944068,7.87067276290006,10672906.557377
"CANDIDATE",5794570,"K02675.02",131.85,0.006531,0.5170688,27.29,9918,0.02094,22,1.11613,131.85,2454960,1.813,1.4442e-232,1.0631,1078,0,282692.406648256,7.87218045112782,3299225.67567568
"FALSE POSITIVE",5649325,"K02676.01",167.736,0.612933,-0.327617,70.47,63,0.7086,5,195.61,167.753,2455000,3.479,0,1.0229,7,-0.003844,30165.6868369514,1.92868807838868,5358086.29032258
"CANDIDATE",9958387,"K02677.01",196.97,-0.6329076,1.291446,81.34,54,0.771,25,237.785,196.976,2455030,3.483,0,1.0096,6,-0.0001106,64381.6945097257,2.32509047044632,5443356.23268698
"CANDIDATE",6779260,"K02678.01",131.635,-0.2749172,0.91328,86.65,3105,0.04593,22,3.83307,131.638,2454960,2.838,0,1.0891,334,1.134e-05,800188.444120239,10.7816901408451,12740242.4836601
"CANDIDATE",6779260,"K02678.02",131.562,-0.2749172,0.91328,7.019,5058,0.03188,22,2.2166,131.558,2454960,1.761,1.1752e-18,1.0773,553,-4.097e-05,100191.149256346,10.7811971592831,1133290.87209302
"CANDIDATE",6716021,"K02679.01",144.8,0.9574512,-0.897256,68.95,99,0.5209,5,110.757,144.797,2454980,3.601,0,1.2125,10,-0.0006004,181685.408202444,2.94293785310734,22013400.2217295
"FALSE POSITIVE",8326342,"K02680.01",142.027,0.2045026,0.3671694,86.12,801,0.1076,5,14.4079,142.03,2454980,2.948,0,1.0443,87,0.0002609,315457.826642234,6.74185463659148,7347831.98529412
"CANDIDATE",6878240,"K02681.01",233.694,-0.1087784,0.764826,67.05,90,0.4754,14,135.497,233.695,2455070,3.354,0,1.2553,9,0.002281,119391.227048401,16.1920980926431,5572395.19774011
"CANDIDATE",6878240,"K02681.02",149.434,-0.1087784,0.764826,11.68,513,0.1426,14,22.2508,149.436,2454980,2.92,6.72e-26,1.008,58,8.139e-05,33781.3123789157,16.1953435547984,904875.550458716
"FALSE POSITIVE",2436378,"K02682.01",136.278,0.1043987,0.3852545,87.16,792,0.08173,13,8.53162,136.277,2454970,7.623,0,1.0087,86,-0.01122,119100.180907685,1244366.62606577,22465461.0917538
"CANDIDATE",7899070,"K02683.01",166.496,0.1934236,0.332254,62.57,90,0.4723,5,126.443,166.516,2455000,2.858,0,1.5858,11,-0.001346,56570.8732849949,5.92894802912378,5531254.64788732
"FALSE POSITIVE",4035667,"K02684.01",132.587,0.3354372,-0.1210736,62.22,4122,0.05011,5,2.87366,132.584,2454970,6.161,0,1.2124,435,-0.001759,445610.674195066,2.20846187747907,3045768.05778491
"FALSE POSITIVE",9612825,"K02685.01",133.212,0.7494996,-0.5552222,67.98,2421,0.02685,12,2.84651,133.246,2454970,7.408,0,1.0428,264,0,56754.787721279,4.58034800409417,1818525.09090909
"CANDIDATE",7826659,"K02686.01",279.127,-0.6633776,1.3627864,52.95,63,0.6263,30,211.038,279.11,2455110,2.904,0,1.2415,7,-0.0001818,150389.271725134,19.2234499693063,4364560.04464286
"CANDIDATE",7202957,"K02687.01",132.03,0.1868724,0.2741956,38.97,6903,0.02795,22,1.71683,132.031,2454970,1.805,0,1.1049,699,0,341715.539865519,7.27675084613382,3363386.72413793
"CANDIDATE",7202957,"K02687.02",136.202,0.1868724,0.2741956,29.45,1242,0.07905,22,8.16726,136.208,2454970,2.961,6.0228e-223,1.1478,143,0,139479.060527084,7.27900552486188,2778867.37891738
"CANDIDATE",8892303,"K02688.01",133.729,0.0190428,0.2426268,74.86,1251,0.05039,12,5.42473,133.733,2454970,2.961,0,1.0177,137,-0.001677,365757.531001964,10.5794667226538,5962258.66261398
"CANDIDATE",10265602,"K02689.01",174.297,0.3771384,0.107032,45.81,72,0.5466,65,165.346,174.293,2455010,3.678,0,1.0227,8,-0.0003354,107966.624544711,5.47147147147147,2377704.45544554
"CANDIDATE",5369827,"K02690.01",134.775,-0.243687,0.8502666,43.61,2664,0.04532,22,3.60694,134.775,2454970,2.641,0,1.0485,279,-8.626e-06,400859.569025772,8.42692450725177,3880310.69306931
"CANDIDATE",4552729,"K02691.01",204.821,-0.6336238,1.375493,39.86,108,0.3728,65,97.446,204.829,2455040,3.199,0,1.1523,11,0.0003538,55592.0159810659,13.993993993994,3870278.91566265
"FALSE POSITIVE",2989706,"K02692.01",132.508,0.4636874,-0.0205948,40.79,9387,0.02153,5,1.25768,132.507,2454970,2.934,4.1832e-307,1.0348,1011,-4.618e-05,368678.929254089,4.96655132641292,3238308
"CANDIDATE",5185897,"K02693.01",133.861,-0.6821364,1.3670326,33.76,2853,0.04383,14,4.08141,133.86,2454970,2.467,1.9582e-224,1.0294,311,6.164e-06,128710.024807215,17.4830474670921,3118981.54093098
"CANDIDATE",5185897,"K02693.02",136.861,-0.6821364,1.3670326,26.1,1602,0.0618,14,6.83435,136.866,2454970,3.03,4.0452e-125,1.0324,178,-9.099e-06,86156.2964268627,17.4823196605375,2422850
"CANDIDATE",5185897,"K02693.03",142.116,-0.6821364,1.3670326,19.53,900,0.08702,14,11.4194,142.122,2454980,2.4,1.3813e-87,1.0427,102,-0.0001183,47664.9807483331,17.4844283705043,2032560.041841
"CANDIDATE",9475552,"K02694.01",131.969,-0.8375404,1.4813044,46.65,13950,0.01628,5,0.843376,131.969,2454960,1.541,0,1.0619,1493,2.814e-05,243351.441458386,2.20089225361633,2708988.18681319
"CANDIDATE",9475552,"K02694.02",134.497,-0.8375404,1.4813044,21.23,1350,0.06396,5,6.56606,134.497,2454970,2.843,7.6508e-82,1.053,163,0.0003502,76261.0283277767,2.20096352374398,1760840.625
"CANDIDATE",5196864,"K02695.01",131.946,-0.4328646,1.1295644,44.8,3681,0.03326,5,2.50343,131.946,2454960,3.964,0,1.0277,395,-0.000252,323528.690594703,8.33375093961413,3049106.83229814
"CANDIDATE",11071200,"K02696.01",214.752,0.8435156,-0.785804,36.96,90,0.4919,5,96.4533,214.771,2455050,4.15,9.11849999999999e-308,1.0636,10,-0.0001754,92821.9779649808,3.25115664243225,3838272.26720648
"CANDIDATE",11071200,"K02696.02",143.436,0.8435156,-0.785804,20.3,216,0.294,5,44.5643,143.439,2454980,3.312,1.4082e-97,1.0417,20,4.371e-05,38083.0501274426,3.25221238938053,2069984.27947598
"FALSE POSITIVE",6627507,"K02697.01",131.567,-0.5967986,1.2723054,23.45,1611,0.08967,5,7.37449,131.565,2454960,3.33,1.6207e-121,1.0737,168,-0.005844,41743.4481883368,3.45949074074074,2967095.20958084
"CANDIDATE",5128673,"K02698.01",168.299,0.2070102,0.2398056,39.75,126,0.3858,30,87.9733,168.291,2455000,3.447,0,1.0586,14,-4.703e-05,32500.3813941453,7.12728616294107,3032329.22374429
"CANDIDATE",6690836,"K02699.01",132.047,-0.461989,1.1443084,34.63,20780,0.01283,5,0.568876,132.047,2454970,0.3143,5.1086e-213,1.0739,2162,-2.482e-05,331616.406155824,7.51170960187354,3023449.61119751
"CANDIDATE",8639908,"K02700.01",131.988,-0.0140474,0.2730836,35.6,12960,0.01506,5,0.910022,131.986,2454960,1.185,2.431e-241,1.0533,1399,0.0003246,223459.639012151,12.6981450252951,4637071.66276347
"FALSE POSITIVE",5481148,"K02701.01",135.184,0.276592,0.1481334,35.14,531,0.153,5,22.0236,135.181,2454970,2.749,2.1763e-283,1.0172,58,-0.005793,125596.001263541,3.89312977099237,2882128.42712843
"FALSE POSITIVE",6307063,"K02702.01",167.115,0.2329824,0.2001708,16.18,126,0.3494,30,75.3788,167.109,2455000,8.68,3.6344e-72,1.2494,16,-0.003955,18962.0056393004,7.35424121237634,0
"CANDIDATE",5871985,"K02703.01",268.132,-0.6148684,1.2899444,26.77,63,0.6082,65,213.258,268.135,2455100,3.008,3.7156e-101,1.4031,7,-0.000206,47123.9540732487,15.1936047964027,1879458.44660194
"CANDIDATE",9730163,"K02704.01",133.642,0.45156,-0.04616,45.55,1053,0.03008,69,4.87124,133.639,2454970,2.657,0,1.0296,112,-0.0003446,164091.066477743,3.1793679315083,2754599.86168741
"CANDIDATE",9730163,"K02704.02",133.122,0.45156,-0.04616,20.2,1701,0.0217,69,2.98416,133.119,2454970,3.037,9.7068e-83,1.0287,185,-0.0005394,121987.0244117,3.1799531066823,1229367.96296296
"CANDIDATE",11453592,"K02705.01",131.663,0.5183,-0.12925,37.03,2376,0.02958,40,2.88677,131.664,2454960,3.001,4.1576e-248,1.0431,254,-0.0004151,355573.019628177,8.75406925125777,2490000.64184852
"CANDIDATE",9697131,"K02706.01",131.562,0.6555356,-0.4735448,23.86,3861,0.04626,0,3.09756,131.561,2454960,1.463,2.6184e-160,1.088,415,-5.069e-05,160276.105383958,28.0363636363636,2870876.13293051
"CANDIDATE",5480640,"K02707.01",138.739,-0.3068698,0.915822,25.46,207,0.2837,25,58.0339,138.74,2454970,3.83,8.4596e-136,1.0474,22,0.0002936,37105.2160029098,5.54968701095462,1831814.7706422
"CANDIDATE",5480640,"K02707.02",149.995,-0.3068698,0.915822,17.07,441,0.1689,25,26.6758,149.995,2454980,2.891,2.6304e-64,1.0068,45,-0.0003734,41559.7621594064,5.54679802955665,1115464.24581006
"CANDIDATE",5480640,"K02707.03",136.755,-0.3068698,0.915822,12.47,792,0.1121,25,14.4251,136.761,2454970,3.028,3.9447e-34,1.0157,84,8.308e-05,23213.2399745385,5.54675903018308,871911.834061135
"CANDIDATE",5175986,"K02708.01",132.113,-0.6891854,1.4097556,20.33,13290,0.0163,5,0.868386,132.182,2454970,0.4963,4.3324e-84,1.0962,1475,-9.929e-05,38079.3852557063,11.9239209948793,751129.921875
"FALSE POSITIVE",4180401,"K02709.01",144.977,-0.633338,1.294356,23.54,513,0.1196,5,15.4124,144.983,2454980,8.639,4.7286e-119,1.0494,52,0.001701,40542.3469073866,7.12753277711561,3907069.36758893
"FALSE POSITIVE",6350476,"K02710.01",131.575,-0.416381,1.102482,22.58,10740,0.01946,5,1.1106,131.572,2454960,0.5013,5.4488e-97,1.0414,1037,0.006933,170235.256520563,6.69418644650843,1821231.33333333
"CANDIDATE",5272233,"K02711.01",133.542,0.250634,0.1752128,24.36,1278,0.08494,14,9.02432,133.545,2454970,2.856,7.562e-141,1.0297,136,-0.0001491,68086.7769648456,7.3477508650519,2532156.26631854
"CANDIDATE",5272233,"K02711.02",138.966,0.250634,0.1752128,13.42,675,0.1313,14,17.341,138.961,2454970,2.338,2.0915e-47,1.0356,72,4.778e-05,33247.1248555549,7.34750979294908,1405528.47826087
"CANDIDATE",11098013,"K02712.01",138.71,0.4310992,-0.2074992,20.61,1251,0.0825,22,7.50782,138.713,2454970,2.872,3.854e-132,1.0548,127,-0.0001676,84286.8340939059,6.81818181818182,2574553.69649805
"FALSE POSITIVE",5443604,"K02713.01",141.298,-0.5286558,1.2893484,23.16,576,0.1367,5,21.3911,141.294,2454970,10.44,3.6069e-142,1.0372,61,-0.06457,31554.0300627293,11.8252595155709,0
"CANDIDATE",12206313,"K02714.01",140.57,0.530064,-0.2430386,29.49,783,0.1187,14,14.3834,140.569,2454970,2.87,2.1411e-174,1.0243,85,-6.962e-05,33270.1397123389,6.52197802197802,1933886
"CANDIDATE",12206313,"K02714.02",170.066,0.530064,-0.2430386,25.72,243,0.2626,14,47.3245,170.08,2455000,2.764,1.3935e-145,1.0258,27,-2.799e-05,21123.4034730787,6.52260307998013,1790634.35185185
"CANDIDATE",12206313,"K02714.03",255.226,0.530064,-0.2430386,15.57,45,0.65,14,184.263,255.226,2455090,4.808,8.4311e-59,0.99238,7,9.402e-05,26485.2322514097,6.52282990466633,1098797.67045455
"CANDIDATE",9837661,"K02715.01",139.545,0.233788,0.170584,55.4,504,0.07805,40,11.1283,139.542,2454970,5.922,0,0.99387,56,0.002879,83924.2219215156,11.6596952494771,4534698.15242494
"CANDIDATE",9837661,"K02715.02",133.377,0.233788,0.170584,33.42,2448,0.0267,40,2.2265,133.369,2454970,2.847,3.0128e-212,1.013,262,-0.0005966,160883.588974076,11.6593886462882,2454408.125
"CANDIDATE",9837661,"K02715.03",134.656,0.233788,0.170584,16.1,756,0.05009,40,5.72088,134.663,2454970,2.645,5.2278e-54,0.99564,90,0.0003928,38078.7557440792,11.6596834264432,1344880
"CANDIDATE",9092504,"K02716.01",132.129,0.3603334,0.1022356,28.75,11930,0.01833,5,0.96286,132.129,2454970,1.597,2.8885e-140,1.0371,1326,-3.894e-05,133874.319503365,4.94070080862534,1539130.47244094
"CANDIDATE",9092504,"K02716.02",135.977,0.3603334,0.1022356,13.68,1305,0.06522,5,6.46001,135.971,2454970,2.501,7.5733e-34,1.0251,163,-0.0003368,41647.7535506121,4.94090909090909,944298.405797101
"CANDIDATE",9467404,"K02717.01",132.254,0.49531,-0.1804802,39.92,12750,0.0191,22,0.929905,132.252,2454970,3.43,1.4366e-250,1.0557,1346,2.541e-05,246898.23060064,5.61764705882353,2773410.08522727
"FALSE POSITIVE",5308666,"K02718.01",132.006,-1.1466044,1.6827508,13.44,14680,0,12,0.784501,131.997,2454960,0.505,4.9674e-69,1.0936,1575,0.0002706,144721.205078168,0,1849107.96296296
"CANDIDATE",5184911,"K02719.01",134.122,-0.7622356,1.4424996,24.86,2781,0.04659,5,4.11585,134.119,2454970,2.986,2.644e-123,1.0242,302,1.074e-05,122387.487681133,10.5359565807327,1516588.203125
"CANDIDATE",5184911,"K02719.02",132.236,-0.7622356,1.4424996,7.865,108,0.407,5,106.262,132.237,2454970,2.849,7.3826e-18,1.3136,13,0.0002338,12835.3312302839,10.5358529640176,752415.387596899
"CANDIDATE",8176564,"K02720.01",132.752,0.626076,-0.3406082,27.57,1773,0.06936,0,6.57148,132.758,2454970,3.555,1.6819e-163,1.0579,146,-0.0001076,73665.5771909283,31.8311151904543,1575681.76
"CANDIDATE",6587105,"K02721.01",160.212,-0.2758004,0.8694028,25.14,261,0.2003,25,33.8786,160.219,2454990,2.954,5.1535e-130,1.0043,28,-0.0001787,33956.6735125993,7.4405646359584,1439481.13636364
"CANDIDATE",7673192,"K02722.01",134.935,0.552222,-0.2542948,25.82,1908,0.06587,22,6.12483,134.934,2454970,2.356,1.6056e-154,1.0306,203,6.672e-06,75939.7142165718,6.40758754863813,2509749.47780679
"CANDIDATE",7673192,"K02722.02",133.766,0.552222,-0.2542948,21.19,2664,0.04982,22,4.02876,133.77,2454970,2.144,1.7762e-101,1.0278,284,-2.096e-05,73766.9298980897,6.40606917834641,2019399.89495798
"CANDIDATE",7673192,"K02722.03",136.321,0.552222,-0.2542948,17.08,837,0.09875,22,11.2426,136.338,2454970,2.674,6.9606e-67,1.0432,96,2.732e-05,39745.5857999207,6.40817650876055,1903433.36633663
"CANDIDATE",7673192,"K02722.04",137.492,0.552222,-0.2542948,15.55,1035,0.08464,22,8.92099,137.504,2454970,2.529,1.1612e-50,1.0348,112,2.553e-05,37205.7530206064,6.40726722180167,1588816.19834711
"CANDIDATE",7673192,"K02722.05",135.408,0.552222,-0.2542948,8.136,540,0.1277,22,16.5338,135.42,2454970,2.528,2.2803e-14,1.055,70,-6.323e-05,17658.9801172153,6.40742599096839,862094.304932736
"CANDIDATE",3346154,"K02723.01",133.164,-0.0443902,0.5606916,24.85,6093,0.03079,5,1.9527,133.164,2454970,1.538,8.9203e-102,1.0222,633,4.096e-05,257292.902437988,3.94844832008207,2039243.09623431
"FALSE POSITIVE",5308387,"K02724.01",132.104,0.9340942,-0.840651,23.69,19110,0.01543,5,0.620739,132.101,2454970,1.352,1.4014e-82,1.1422,1821,8.663e-05,130335.349309865,3.97885507993811,2092992.34800839
"FALSE POSITIVE",6233573,"K02725.01",132.091,0.8291248,-0.530768,15.5,10080,0.02339,5,1.17494,132.087,2454970,14.74,1.6975e-50,1.0381,891,-3.415e-05,139456.53642798,1.39060642092747,1718764.82758621
"FALSE POSITIVE",10363281,"K02726.01",132.179,0.9913976,-0.9141568,22.79,10120,0.02153,5,0.934929,132.176,2454970,3.487,2.1363e-110,1.037,1033,-0.005259,131271.911094338,2.88993288590604,0
"FALSE POSITIVE",4861527,"K02727.01",156.653,0.9068504,-0.7347856,20.93,459,0.1734,5,25.706,156.643,2454990,11.06,1.0122e-93,1.0289,50,0.01285,19246.9683380226,3.70433668019654,1601969.67741935
"CANDIDATE",4178606,"K02728.01",131.628,0.9878306,-0.991749,20.24,216,0.2742,5,42.3508,131.635,2454960,2.036,5.326e-122,1.0788,23,0.0001039,62601.0034955889,3.21077283372365,4770081.64251208
"CANDIDATE",12008872,"K02729.01",141.948,0.6963968,-0.4377224,28.05,810,0.1186,5,14.8881,141.941,2454970,2.183,4.5865e-158,1.0284,87,-0.0001229,30273.8440539157,3.91290003299241,1605915.66666667
"CANDIDATE",8415200,"K02730.01",133.219,-0.2271122,0.8023382,23.15,2556,0.05285,25,4.52161,133.216,2454970,2.73,1.4989e-109,1.0186,278,-3.373e-05,50724.3948780237,5.33138303238172,1317942.29166667
"FALSE POSITIVE",4072333,"K02731.01",132.573,-0.064673,0.6209464,20.39,4680,0.0308,5,2.00776,132.576,2454970,1.939,1.5132e-78,1.0217,490,-0.00287,82523.3895013352,5.18431240531897,1075895.08196721
"CANDIDATE",9886361,"K02732.01",134.449,0.3341392,-0.0310776,23.45,1665,0.07791,22,7.03157,134.445,2454970,2.294,1.2762e-127,1.0303,184,8.677e-05,35661.6350099333,6.23779023218575,1773217.43119266
"CANDIDATE",9886361,"K02732.02",144.168,0.3341392,-0.0310776,18.89,792,0.121,22,13.6118,144.161,2454980,2.191,2.19e-83,1.0203,90,1.573e-05,30008.9297422864,6.23711340206186,1651973.76068376
"CANDIDATE",9886361,"K02732.03",140.721,0.3341392,-0.0310776,14.55,198,0.3043,22,54.28,140.732,2454970,3.892,4.2871e-43,1.1036,22,0.000113,24285.9411080468,6.23821238212382,1091981.8079096
"CANDIDATE",9886361,"K02732.04",146.797,0.3341392,-0.0310776,7.772,216,0.2847,22,49.1218,146.792,2454980,3.681,8.2776e-16,1.0918,24,0.0001112,9889.04906900919,6.23931623931624,587478.662613982
"CANDIDATE",5953297,"K02733.01",132.948,-0.67062,1.3768696,20.77,2115,0.05764,25,5.6201,132.95,2454970,2.68,1.206e-92,1.02,201,8.98e-05,71609.8590942388,18.1657737157264,1708275.92920354
"CANDIDATE",7659389,"K02734.01",132.199,-0.5942952,1.2609016,24.07,2628,0.04647,5,3.8259,132.201,2454970,2.048,1.0753e-95,1.0321,275,-7.14e-07,123794.585584658,7.01433962264151,2342077.25
